"pli0089","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1993","no migration background","Male","","","","","3"
"Min 1x per month","1993","no migration background","Female","","","","","3"
"Min 1x per month","1993","direct migration background","Male","","","","","3"
"Min 1x per month","1993","direct migration background","Female","","","","","3"
"Min 1x per month","1993","indirect migration background","Male","","","","","3"
"Min 1x per month","1993","indirect migration background","Female","","","","","3"
"Min 1x per week","1993","no migration background","Male","","","","","2"
"Min 1x per week","1993","no migration background","Female","","","","","2"
"Min 1x per week","1993","direct migration background","Male","","","","","2"
"Min 1x per week","1993","direct migration background","Female","","","","","2"
"Min 1x per week","1993","indirect migration background","Male","","","","","2"
"Min 1x per week","1993","indirect migration background","Female","","","","","2"
"Never","1993","no migration background","Male","","","","","5"
"Never","1993","no migration background","Female","","","","","5"
"Never","1993","direct migration background","Male","","","","","5"
"Never","1993","direct migration background","Female","","","","","5"
"Never","1993","indirect migration background","Male","","","","","5"
"Never","1993","indirect migration background","Female","","","","","5"
"Rarely","1993","no migration background","Male","","","","","4"
"Rarely","1993","no migration background","Female","","","","","4"
"Rarely","1993","direct migration background","Male","","","","","4"
"Rarely","1993","direct migration background","Female","","","","","4"
"Rarely","1993","indirect migration background","Male","","","","","4"
"Rarely","1993","indirect migration background","Female","","","","","4"
"Daily","1994","no migration background","Male","","","","","1"
"Daily","1994","no migration background","Female","","","","","1"
"Daily","1994","direct migration background","Male","","","","","1"
"Daily","1994","direct migration background","Female","","","","","1"
"Daily","1994","indirect migration background","Male","","","","","1"
"Daily","1994","indirect migration background","Female","","","","","1"
"Min 1x per month","1994","no migration background","Female","","","","","3"
"Min 1x per month","1994","no migration background","Male","","","","","3"
"Min 1x per month","1994","direct migration background","Male","","","","","3"
"Min 1x per month","1994","direct migration background","Female","","","","","3"
"Min 1x per month","1994","indirect migration background","Female","","","","","3"
"Min 1x per month","1994","indirect migration background","Male","","","","","3"
"Min 1x per week","1994","no migration background","Male","","","","","2"
"Min 1x per week","1994","no migration background","Female","","","","","2"
"Min 1x per week","1994","direct migration background","Male","","","","","2"
"Min 1x per week","1994","direct migration background","Female","","","","","2"
"Min 1x per week","1994","indirect migration background","Female","","","","","2"
"Min 1x per week","1994","indirect migration background","Male","","","","","2"
"Never","1994","no migration background","Male","","","","","5"
"Never","1994","no migration background","Female","","","","","5"
"Never","1994","direct migration background","Male","","","","","5"
"Never","1994","direct migration background","Female","","","","","5"
"Never","1994","indirect migration background","Male","","","","","5"
"Never","1994","indirect migration background","Female","","","","","5"
"Rarely","1994","no migration background","Female","","","","","4"
"Rarely","1994","no migration background","Male","","","","","4"
"Rarely","1994","direct migration background","Female","","","","","4"
"Rarely","1994","direct migration background","Male","","","","","4"
"Rarely","1994","indirect migration background","Male","","","","","4"
"Rarely","1994","indirect migration background","Female","","","","","4"
"Daily","1995","no migration background","Male","12","","","","1"
"Daily","1995","no migration background","Female","1","","","","1"
"Daily","1995","direct migration background","Male","3","","","","1"
"Daily","1995","direct migration background","Female","","","","","1"
"Daily","1995","indirect migration background","Male","6","","","","1"
"Daily","1995","indirect migration background","Female","1","","","","1"
"Min 1x per month","1995","no migration background","Male","503","0.105477750284815","0.0967193823165296","0.1142361182531","3"
"Min 1x per month","1995","no migration background","Female","257","0.0453792001960302","0.0397448550442209","0.0510135453478395","3"
"Min 1x per month","1995","direct migration background","Male","135","0.0834146198595721","0.0689870849266037","0.0978421547925405","3"
"Min 1x per month","1995","direct migration background","Female","49","0.0405371323063809","0.0301092691889052","0.0509649954238566","3"
"Min 1x per month","1995","indirect migration background","Male","57","0.150485784782262","0.106428178821812","0.194543390742712","3"
"Min 1x per month","1995","indirect migration background","Female","29","","","","3"
"Min 1x per week","1995","no migration background","Male","335","0.0719108274592039","0.064544700825914","0.0792769540924937","2"
"Min 1x per week","1995","no migration background","Female","141","0.029148296861716","0.0245944059477997","0.0337021877756324","2"
"Min 1x per week","1995","direct migration background","Male","112","0.0750568009943838","0.0613088764123895","0.088804725576378","2"
"Min 1x per week","1995","direct migration background","Female","23","","","","2"
"Min 1x per week","1995","indirect migration background","Male","49","0.171290800943444","0.124865371433557","0.217716230453331","2"
"Min 1x per week","1995","indirect migration background","Female","9","","","","2"
"Never","1995","no migration background","Male","2233","0.483450766915262","0.469201938002004","0.49769959582852","5"
"Never","1995","no migration background","Female","3596","0.706629257539505","0.694303778988193","0.718954736090816","5"
"Never","1995","direct migration background","Male","799","0.56871570037942","0.542874420648184","0.594556980110655","5"
"Never","1995","direct migration background","Female","1125","0.790220001998807","0.768691650666664","0.811748353330951","5"
"Never","1995","indirect migration background","Male","62","0.322426125527344","0.264831591507069","0.380020659547618","5"
"Never","1995","indirect migration background","Female","153","0.633251276506459","0.574101876557127","0.692400676455791","5"
"Rarely","1995","no migration background","Female","1247","0.21868670701087","0.207496879761125","0.229876534260615","4"
"Rarely","1995","no migration background","Male","1642","0.337114135611718","0.323635217174832","0.350593054048603","4"
"Rarely","1995","direct migration background","Male","362","0.270311589477606","0.247138409133157","0.293484769822056","4"
"Rarely","1995","direct migration background","Female","177","0.14673329782515","0.128023828778186","0.165442766872114","4"
"Rarely","1995","indirect migration background","Male","79","0.329919300604813","0.271982401609931","0.387856199599694","4"
"Rarely","1995","indirect migration background","Female","63","0.210320281168777","0.160300237127185","0.26034032521037","4"
"Daily","1996","no migration background","Male","","","","","1"
"Daily","1996","no migration background","Female","","","","","1"
"Daily","1996","direct migration background","Male","","","","","1"
"Daily","1996","direct migration background","Female","","","","","1"
"Daily","1996","indirect migration background","Male","","","","","1"
"Daily","1996","indirect migration background","Female","","","","","1"
"Min 1x per month","1996","no migration background","Male","","","","","3"
"Min 1x per month","1996","no migration background","Female","","","","","3"
"Min 1x per month","1996","direct migration background","Male","","","","","3"
"Min 1x per month","1996","direct migration background","Female","","","","","3"
"Min 1x per month","1996","indirect migration background","Male","","","","","3"
"Min 1x per month","1996","indirect migration background","Female","","","","","3"
"Min 1x per week","1996","no migration background","Male","","","","","2"
"Min 1x per week","1996","no migration background","Female","","","","","2"
"Min 1x per week","1996","direct migration background","Male","","","","","2"
"Min 1x per week","1996","indirect migration background","Male","","","","","2"
"Min 1x per week","1996","direct migration background","Female","","","","","2"
"Min 1x per week","1996","indirect migration background","Female","","","","","2"
"Never","1996","no migration background","Male","","","","","5"
"Never","1996","no migration background","Female","","","","","5"
"Never","1996","direct migration background","Male","","","","","5"
"Never","1996","direct migration background","Female","","","","","5"
"Never","1996","indirect migration background","Male","","","","","5"
"Never","1996","indirect migration background","Female","","","","","5"
"Rarely","1996","no migration background","Female","","","","","4"
"Rarely","1996","no migration background","Male","","","","","4"
"Rarely","1996","direct migration background","Male","","","","","4"
"Rarely","1996","direct migration background","Female","","","","","4"
"Rarely","1996","indirect migration background","Male","","","","","4"
"Rarely","1996","indirect migration background","Female","","","","","4"
"Daily","1997","no migration background","Male","","","","","1"
"Daily","1997","no migration background","Female","","","","","1"
"Daily","1997","direct migration background","Male","","","","","1"
"Daily","1997","direct migration background","Female","","","","","1"
"Daily","1997","indirect migration background","Male","","","","","1"
"Daily","1997","indirect migration background","Female","","","","","1"
"Min 1x per month","1997","no migration background","Male","","","","","3"
"Min 1x per month","1997","no migration background","Female","","","","","3"
"Min 1x per month","1997","direct migration background","Male","","","","","3"
"Min 1x per month","1997","direct migration background","Female","","","","","3"
"Min 1x per month","1997","indirect migration background","Male","","","","","3"
"Min 1x per month","1997","indirect migration background","Female","","","","","3"
"Min 1x per week","1997","no migration background","Male","","","","","2"
"Min 1x per week","1997","no migration background","Female","","","","","2"
"Min 1x per week","1997","direct migration background","Male","","","","","2"
"Min 1x per week","1997","direct migration background","Female","","","","","2"
"Min 1x per week","1997","indirect migration background","Female","","","","","2"
"Min 1x per week","1997","indirect migration background","Male","","","","","2"
"Never","1997","no migration background","Male","","","","","5"
"Never","1997","no migration background","Female","","","","","5"
"Never","1997","direct migration background","Male","","","","","5"
"Never","1997","direct migration background","Female","","","","","5"
"Never","1997","indirect migration background","Male","","","","","5"
"Never","1997","indirect migration background","Female","","","","","5"
"Rarely","1997","no migration background","Male","","","","","4"
"Rarely","1997","direct migration background","Male","","","","","4"
"Rarely","1997","no migration background","Female","","","","","4"
"Rarely","1997","direct migration background","Female","","","","","4"
"Rarely","1997","indirect migration background","Male","","","","","4"
"Rarely","1997","indirect migration background","Female","","","","","4"
"Daily","1998","no migration background","Male","9","","","","1"
"Daily","1998","no migration background","Female","4","","","","1"
"Daily","1998","direct migration background","Male","1","","","","1"
"Daily","1998","direct migration background","Female","1","","","","1"
"Daily","1998","indirect migration background","Female","","","","","1"
"Daily","1998","indirect migration background","Male","1","","","","1"
"Min 1x per month","1998","no migration background","Male","618","0.117032474911338","0.108417025200375","0.125647924622301","3"
"Min 1x per month","1998","no migration background","Female","287","0.0450674519818018","0.0397473208342321","0.0503875831293715","3"
"Min 1x per month","1998","direct migration background","Male","120","0.088140156591281","0.0721993274745074","0.104080985708055","3"
"Min 1x per month","1998","direct migration background","Female","28","","","","3"
"Min 1x per month","1998","indirect migration background","Female","20","","","","3"
"Min 1x per month","1998","indirect migration background","Male","53","0.132748911430085","0.0949171325748471","0.170580690285323","3"
"Min 1x per week","1998","no migration background","Male","392","0.0722473162625021","0.0653085962890699","0.0791860362359343","2"
"Min 1x per week","1998","no migration background","Female","163","0.0263897706839323","0.0222790794185349","0.0305004619493297","2"
"Min 1x per week","1998","direct migration background","Male","91","0.0694002430574181","0.0551105824121548","0.0836899037026814","2"
"Min 1x per week","1998","direct migration background","Female","22","","","","2"
"Min 1x per week","1998","indirect migration background","Male","43","0.179801981415074","0.136984073298157","0.222619889531991","2"
"Min 1x per week","1998","indirect migration background","Female","13","","","","2"
"Never","1998","no migration background","Male","2396","0.456060466958978","0.442711768656369","0.469409165261588","5"
"Never","1998","no migration background","Female","3797","0.669750359735944","0.657689392372376","0.681811327099512","5"
"Never","1998","direct migration background","Male","668","0.565750461378275","0.537880132515992","0.593620790240559","5"
"Never","1998","direct migration background","Female","950","0.772547821663462","0.74870100197409","0.796394641352833","5"
"Never","1998","indirect migration background","Male","88","0.280973428456523","0.230857711623377","0.331089145289669","5"
"Never","1998","indirect migration background","Female","159","0.551313851039087","0.493972231749003","0.60865547032917","5"
"Rarely","1998","no migration background","Male","1933","0.352711711105582","0.339905778661799","0.365517643549364","4"
"Rarely","1998","no migration background","Female","1590","0.258371224293365","0.247145358505548","0.269597090081182","4"
"Rarely","1998","direct migration background","Male","335","0.27572621164229","0.250598649071533","0.300853774213048","4"
"Rarely","1998","direct migration background","Female","186","0.190275236795899","0.16794555276966","0.212604920822138","4"
"Rarely","1998","indirect migration background","Female","97","0.330657866911846","0.276418741104354","0.384896992719337","4"
"Rarely","1998","indirect migration background","Male","124","0.4053786822943","0.350636823239903","0.460120541348698","4"
"Daily","1999","no migration background","Male","","","","","1"
"Daily","1999","no migration background","Female","","","","","1"
"Daily","1999","direct migration background","Male","","","","","1"
"Daily","1999","direct migration background","Female","","","","","1"
"Daily","1999","indirect migration background","Female","","","","","1"
"Daily","1999","indirect migration background","Male","","","","","1"
"Min 1x per month","1999","no migration background","Male","","","","","3"
"Min 1x per month","1999","no migration background","Female","","","","","3"
"Min 1x per month","1999","direct migration background","Male","","","","","3"
"Min 1x per month","1999","direct migration background","Female","","","","","3"
"Min 1x per month","1999","indirect migration background","Female","","","","","3"
"Min 1x per month","1999","indirect migration background","Male","","","","","3"
"Min 1x per week","1999","no migration background","Male","","","","","2"
"Min 1x per week","1999","no migration background","Female","","","","","2"
"Min 1x per week","1999","direct migration background","Male","","","","","2"
"Min 1x per week","1999","direct migration background","Female","","","","","2"
"Min 1x per week","1999","indirect migration background","Female","","","","","2"
"Min 1x per week","1999","indirect migration background","Male","","","","","2"
"Never","1999","no migration background","Female","","","","","5"
"Never","1999","no migration background","Male","","","","","5"
"Never","1999","direct migration background","Male","","","","","5"
"Never","1999","direct migration background","Female","","","","","5"
"Never","1999","indirect migration background","Male","","","","","5"
"Never","1999","indirect migration background","Female","","","","","5"
"Rarely","1999","no migration background","Male","","","","","4"
"Rarely","1999","no migration background","Female","","","","","4"
"Rarely","1999","direct migration background","Male","","","","","4"
"Rarely","1999","direct migration background","Female","","","","","4"
"Rarely","1999","indirect migration background","Male","","","","","4"
"Rarely","1999","indirect migration background","Female","","","","","4"
"Daily","2000","no migration background","Male","","","","","1"
"Daily","2000","no migration background","Female","","","","","1"
"Daily","2000","direct migration background","Male","","","","","1"
"Daily","2000","direct migration background","Female","","","","","1"
"Daily","2000","indirect migration background","Male","","","","","1"
"Daily","2000","indirect migration background","Female","","","","","1"
"Min 1x per month","2000","no migration background","Male","","","","","3"
"Min 1x per month","2000","no migration background","Female","","","","","3"
"Min 1x per month","2000","direct migration background","Male","","","","","3"
"Min 1x per month","2000","direct migration background","Female","","","","","3"
"Min 1x per month","2000","indirect migration background","Male","","","","","3"
"Min 1x per month","2000","indirect migration background","Female","","","","","3"
"Min 1x per week","2000","no migration background","Male","","","","","2"
"Min 1x per week","2000","no migration background","Female","","","","","2"
"Min 1x per week","2000","direct migration background","Male","","","","","2"
"Min 1x per week","2000","direct migration background","Female","","","","","2"
"Min 1x per week","2000","indirect migration background","Male","","","","","2"
"Min 1x per week","2000","indirect migration background","Female","","","","","2"
"Never","2000","no migration background","Male","","","","","5"
"Never","2000","no migration background","Female","","","","","5"
"Never","2000","direct migration background","Male","","","","","5"
"Never","2000","direct migration background","Female","","","","","5"
"Never","2000","indirect migration background","Male","","","","","5"
"Never","2000","indirect migration background","Female","","","","","5"
"Rarely","2000","no migration background","Male","","","","","4"
"Rarely","2000","no migration background","Female","","","","","4"
"Rarely","2000","direct migration background","Male","","","","","4"
"Rarely","2000","direct migration background","Female","","","","","4"
"Rarely","2000","indirect migration background","Male","","","","","4"
"Rarely","2000","indirect migration background","Female","","","","","4"
"Daily","2001","no migration background","Male","","","","","1"
"Daily","2001","no migration background","Female","","","","","1"
"Daily","2001","direct migration background","Male","","","","","1"
"Daily","2001","direct migration background","Female","","","","","1"
"Daily","2001","indirect migration background","Female","","","","","1"
"Daily","2001","indirect migration background","Male","","","","","1"
"Min 1x per month","2001","no migration background","Male","","","","","3"
"Min 1x per month","2001","no migration background","Female","","","","","3"
"Min 1x per month","2001","direct migration background","Male","","","","","3"
"Min 1x per month","2001","direct migration background","Female","","","","","3"
"Min 1x per month","2001","indirect migration background","Male","","","","","3"
"Min 1x per month","2001","indirect migration background","Female","","","","","3"
"Min 1x per week","2001","no migration background","Female","","","","","2"
"Min 1x per week","2001","no migration background","Male","","","","","2"
"Min 1x per week","2001","direct migration background","Male","","","","","2"
"Min 1x per week","2001","direct migration background","Female","","","","","2"
"Min 1x per week","2001","indirect migration background","Male","","","","","2"
"Min 1x per week","2001","indirect migration background","Female","","","","","2"
"Never","2001","no migration background","Female","","","","","5"
"Never","2001","no migration background","Male","","","","","5"
"Never","2001","direct migration background","Male","","","","","5"
"Never","2001","direct migration background","Female","","","","","5"
"Never","2001","indirect migration background","Male","","","","","5"
"Never","2001","indirect migration background","Female","","","","","5"
"Rarely","2001","no migration background","Male","","","","","4"
"Rarely","2001","no migration background","Female","","","","","4"
"Rarely","2001","direct migration background","Male","","","","","4"
"Rarely","2001","indirect migration background","Male","","","","","4"
"Rarely","2001","direct migration background","Female","","","","","4"
"Rarely","2001","indirect migration background","Female","","","","","4"
"Daily","2002","no migration background","Male","","","","","1"
"Daily","2002","no migration background","Female","","","","","1"
"Daily","2002","direct migration background","Male","","","","","1"
"Daily","2002","direct migration background","Female","","","","","1"
"Daily","2002","indirect migration background","Female","","","","","1"
"Daily","2002","indirect migration background","Male","","","","","1"
"Min 1x per month","2002","no migration background","Male","","","","","3"
"Min 1x per month","2002","no migration background","Female","","","","","3"
"Min 1x per month","2002","direct migration background","Male","","","","","3"
"Min 1x per month","2002","direct migration background","Female","","","","","3"
"Min 1x per month","2002","indirect migration background","Male","","","","","3"
"Min 1x per month","2002","indirect migration background","Female","","","","","3"
"Min 1x per week","2002","no migration background","Male","","","","","2"
"Min 1x per week","2002","no migration background","Female","","","","","2"
"Min 1x per week","2002","direct migration background","Male","","","","","2"
"Min 1x per week","2002","direct migration background","Female","","","","","2"
"Min 1x per week","2002","indirect migration background","Female","","","","","2"
"Min 1x per week","2002","indirect migration background","Male","","","","","2"
"Never","2002","no migration background","Male","","","","","5"
"Never","2002","no migration background","Female","","","","","5"
"Never","2002","direct migration background","Male","","","","","5"
"Never","2002","direct migration background","Female","","","","","5"
"Never","2002","indirect migration background","Male","","","","","5"
"Never","2002","indirect migration background","Female","","","","","5"
"Rarely","2002","no migration background","Male","","","","","4"
"Rarely","2002","no migration background","Female","","","","","4"
"Rarely","2002","direct migration background","Male","","","","","4"
"Rarely","2002","direct migration background","Female","","","","","4"
"Rarely","2002","indirect migration background","Male","","","","","4"
"Rarely","2002","indirect migration background","Female","","","","","4"
"Daily","2003","no migration background","Male","15","","","","1"
"Daily","2003","no migration background","Female","7","","","","1"
"Daily","2003","direct migration background","Male","1","","","","1"
"Daily","2003","direct migration background","Female","3","","","","1"
"Daily","2003","indirect migration background","Male","5","","","","1"
"Daily","2003","indirect migration background","Female","","","","","1"
"Min 1x per month","2003","no migration background","Male","1009","0.11216406848253","0.105650269153265","0.118677867811795","3"
"Min 1x per month","2003","no migration background","Female","529","0.045170028692406","0.0410367450845995","0.0493033123002125","3"
"Min 1x per month","2003","direct migration background","Male","113","0.0734177044165114","0.0590105694256403","0.0878248394073824","3"
"Min 1x per month","2003","direct migration background","Female","38","0.0270832609870461","0.0184434038485003","0.035723118125592","3"
"Min 1x per month","2003","indirect migration background","Male","57","0.154197081194284","0.117547725723013","0.190846436665554","3"
"Min 1x per month","2003","indirect migration background","Female","33","0.0563783099498616","0.0339976446000007","0.0787589752997225","3"
"Min 1x per week","2003","no migration background","Female","329","0.0288101365084343","0.025480999032382","0.0321392739844866","2"
"Min 1x per week","2003","no migration background","Male","602","0.0636045445372189","0.058567046827775","0.0686420422466627","2"
"Min 1x per week","2003","direct migration background","Male","81","0.0611553603572416","0.0479195859530814","0.0743911347614017","2"
"Min 1x per week","2003","direct migration background","Female","39","0.0251605942523311","0.016824833687911","0.0334963548167511","2"
"Min 1x per week","2003","indirect migration background","Female","19","","","","2"
"Min 1x per week","2003","indirect migration background","Male","37","0.134189298764627","0.0995982211756798","0.168780376353574","2"
"Never","2003","no migration background","Male","4106","0.46337618402486","0.453083160496733","0.473669207552987","5"
"Never","2003","no migration background","Female","6298","0.686870182968236","0.677640080013454","0.696100285923019","5"
"Never","2003","direct migration background","Male","743","0.605059994130733","0.578057740669592","0.632062247591874","5"
"Never","2003","direct migration background","Female","1098","0.803300583836946","0.782143353072226","0.824457814601666","5"
"Never","2003","indirect migration background","Male","150","0.424677469343281","0.374514992006127","0.474839946680436","5"
"Never","2003","indirect migration background","Female","248","0.618581926270405","0.571449775632812","0.665714076907998","5"
"Rarely","2003","no migration background","Male","3284","0.359694924386813","0.349788845856851","0.369601002916776","4"
"Rarely","2003","no migration background","Female","2535","0.238478822260085","0.229997317640031","0.246960326880139","4"
"Rarely","2003","direct migration background","Male","321","0.259741952018895","0.23552062993148","0.283963274106311","4"
"Rarely","2003","direct migration background","Female","178","0.138354963231676","0.119977743281889","0.156732183181464","4"
"Rarely","2003","indirect migration background","Female","108","0.262614249997944","0.219914579487018","0.305313920508869","4"
"Rarely","2003","indirect migration background","Male","124","0.274621343359843","0.229327079558186","0.319915607161499","4"
"Daily","2004","no migration background","Male","","","","","1"
"Daily","2004","no migration background","Female","","","","","1"
"Daily","2004","direct migration background","Male","","","","","1"
"Daily","2004","indirect migration background","Male","","","","","1"
"Daily","2004","direct migration background","Female","","","","","1"
"Daily","2004","indirect migration background","Female","","","","","1"
"Min 1x per month","2004","no migration background","Male","","","","","3"
"Min 1x per month","2004","no migration background","Female","","","","","3"
"Min 1x per month","2004","direct migration background","Male","","","","","3"
"Min 1x per month","2004","direct migration background","Female","","","","","3"
"Min 1x per month","2004","indirect migration background","Male","","","","","3"
"Min 1x per month","2004","indirect migration background","Female","","","","","3"
"Min 1x per week","2004","no migration background","Male","","","","","2"
"Min 1x per week","2004","direct migration background","Male","","","","","2"
"Min 1x per week","2004","no migration background","Female","","","","","2"
"Min 1x per week","2004","direct migration background","Female","","","","","2"
"Min 1x per week","2004","indirect migration background","Male","","","","","2"
"Min 1x per week","2004","indirect migration background","Female","","","","","2"
"Never","2004","no migration background","Male","","","","","5"
"Never","2004","no migration background","Female","","","","","5"
"Never","2004","direct migration background","Male","","","","","5"
"Never","2004","direct migration background","Female","","","","","5"
"Never","2004","indirect migration background","Male","","","","","5"
"Never","2004","indirect migration background","Female","","","","","5"
"Rarely","2004","no migration background","Male","","","","","4"
"Rarely","2004","no migration background","Female","","","","","4"
"Rarely","2004","direct migration background","Male","","","","","4"
"Rarely","2004","direct migration background","Female","","","","","4"
"Rarely","2004","indirect migration background","Female","","","","","4"
"Rarely","2004","indirect migration background","Male","","","","","4"
"Daily","2005","no migration background","Male","","","","","1"
"Daily","2005","no migration background","Female","","","","","1"
"Daily","2005","direct migration background","Male","","","","","1"
"Daily","2005","direct migration background","Female","","","","","1"
"Daily","2005","indirect migration background","Male","","","","","1"
"Daily","2005","indirect migration background","Female","","","","","1"
"Min 1x per month","2005","no migration background","Male","","","","","3"
"Min 1x per month","2005","no migration background","Female","","","","","3"
"Min 1x per month","2005","direct migration background","Male","","","","","3"
"Min 1x per month","2005","direct migration background","Female","","","","","3"
"Min 1x per month","2005","indirect migration background","Male","","","","","3"
"Min 1x per month","2005","indirect migration background","Female","","","","","3"
"Min 1x per week","2005","no migration background","Female","","","","","2"
"Min 1x per week","2005","no migration background","Male","","","","","2"
"Min 1x per week","2005","direct migration background","Male","","","","","2"
"Min 1x per week","2005","direct migration background","Female","","","","","2"
