"pli0089","year","education","n","percent","lower_confidence","upper_confidence"
"Daily","1992","Other degree","","","",""
"Daily","1992","no degree/no degree yet","","","",""
"Min 1x per week","1992","lower secondary degree","","","",""
"Min 1x per week","1992","secondary school degree","","","",""
"Min 1x per week","1992","college entrance qualification","","","",""
"Min 1x per week","1992","Other degree","","","",""
"Min 1x per week","1992","no degree/no degree yet","","","",""
"Min 1x per month","1992","lower secondary degree","","","",""
"Min 1x per month","1992","secondary school degree","","","",""
"Min 1x per month","1992","college entrance qualification","","","",""
"Min 1x per month","1992","Other degree","","","",""
"Min 1x per month","1992","no degree/no degree yet","","","",""
"Rarely","1992","lower secondary degree","","","",""
"Rarely","1992","secondary school degree","","","",""
"Rarely","1992","college entrance qualification","","","",""
"Rarely","1992","Other degree","","","",""
"Rarely","1992","no degree/no degree yet","","","",""
"Never","1992","lower secondary degree","","","",""
"Never","1992","secondary school degree","","","",""
"Never","1992","college entrance qualification","","","",""
"Never","1992","Other degree","","","",""
"Never","1992","no degree/no degree yet","","","",""
"Daily","1993","lower secondary degree","","","",""
"Daily","1993","secondary school degree","","","",""
"Daily","1993","college entrance qualification","","","",""
"Daily","1993","Other degree","","","",""
"Daily","1993","no degree/no degree yet","","","",""
"Min 1x per week","1993","lower secondary degree","","","",""
"Min 1x per week","1993","secondary school degree","","","",""
"Min 1x per week","1993","college entrance qualification","","","",""
"Min 1x per week","1993","Other degree","","","",""
"Min 1x per week","1993","no degree/no degree yet","","","",""
"Min 1x per month","1993","lower secondary degree","","","",""
"Min 1x per month","1993","secondary school degree","","","",""
"Min 1x per month","1993","college entrance qualification","","","",""
"Min 1x per month","1993","Other degree","","","",""
"Min 1x per month","1993","no degree/no degree yet","","","",""
"Rarely","1993","lower secondary degree","","","",""
"Rarely","1993","secondary school degree","","","",""
"Rarely","1993","college entrance qualification","","","",""
"Rarely","1993","Other degree","","","",""
"Rarely","1993","no degree/no degree yet","","","",""
"Never","1993","lower secondary degree","","","",""
"Never","1993","secondary school degree","","","",""
"Never","1993","college entrance qualification","","","",""
"Never","1993","Other degree","","","",""
"Never","1993","no degree/no degree yet","","","",""
"Daily","1994","lower secondary degree","","","",""
"Daily","1994","secondary school degree","","","",""
"Daily","1994","college entrance qualification","","","",""
"Daily","1994","Other degree","","","",""
"Daily","1994","no degree/no degree yet","","","",""
"Min 1x per week","1994","lower secondary degree","","","",""
"Min 1x per week","1994","secondary school degree","","","",""
"Min 1x per week","1994","college entrance qualification","","","",""
"Min 1x per week","1994","Other degree","","","",""
"Min 1x per week","1994","no degree/no degree yet","","","",""
"Min 1x per month","1994","lower secondary degree","","","",""
"Min 1x per month","1994","secondary school degree","","","",""
"Min 1x per month","1994","college entrance qualification","","","",""
"Min 1x per month","1994","Other degree","","","",""
"Min 1x per month","1994","no degree/no degree yet","","","",""
"Rarely","1994","lower secondary degree","","","",""
"Rarely","1994","secondary school degree","","","",""
"Rarely","1994","college entrance qualification","","","",""
"Rarely","1994","Other degree","","","",""
"Rarely","1994","no degree/no degree yet","","","",""
"Never","1994","lower secondary degree","","","",""
"Never","1994","secondary school degree","","","",""
"Never","1994","college entrance qualification","","","",""
"Never","1994","Other degree","","","",""
"Never","1994","no degree/no degree yet","","","",""
"Daily","1995","lower secondary degree","5","","",""
"Daily","1995","secondary school degree","7","","",""
"Daily","1995","college entrance qualification","3","","",""
"Daily","1995","Other degree","1","","",""
"Daily","1995","no degree/no degree yet","6","","",""
"Min 1x per week","1995","lower secondary degree","271","0.0497455889321699","0.043936962057728","0.0555542158066118"
"Min 1x per week","1995","secondary school degree","179","0.0450828053943688","0.0382785486990497","0.0518870620896878"
"Min 1x per week","1995","college entrance qualification","96","0.0550466744901158","0.0447942222443784","0.0652991267358533"
"Min 1x per week","1995","Other degree","45","0.0353969217690522","0.0248225115379565","0.0459713320001479"
"Min 1x per week","1995","no degree/no degree yet","48","0.0688787446386226","0.0519235253124193","0.0858339639648259"
"Min 1x per month","1995","lower secondary degree","390","0.0638702600609863","0.0573375466251364","0.0704029734968361"
"Min 1x per month","1995","secondary school degree","289","0.08156043008003","0.0725849556752441","0.090535904484816"
"Min 1x per month","1995","college entrance qualification","165","0.0827199784706518","0.0703373396289117","0.095102617312392"
"Min 1x per month","1995","Other degree","67","0.0507435954797417","0.0381838317092969","0.0633033592501865"
"Min 1x per month","1995","no degree/no degree yet","79","0.113543457419201","0.0923028240786849","0.134784090759716"
"Rarely","1995","lower secondary degree","1287","0.228407235308591","0.217191564699235","0.239622905917947"
"Rarely","1995","secondary school degree","1149","0.313746309953037","0.298529485670305","0.32896313423577"
"Rarely","1995","college entrance qualification","640","0.324833710915193","0.30378173064508","0.345885691185307"
"Rarely","1995","Other degree","203","0.168230728283106","0.146823857700218","0.189637598865994"
"Rarely","1995","no degree/no degree yet","190","0.267254581465442","0.237626958084164","0.296882204846719"
"Never","1995","lower secondary degree","3429","0.657257683807474","0.644577430072815","0.669937937542134"
"Never","1995","secondary school degree","1948","0.558285332578749","0.542000196749718","0.57457046840778"
"Never","1995","college entrance qualification","997","0.53640846034023","0.513991713204688","0.558825207475773"
"Never","1995","Other degree","857","0.745357681744432","0.720426277499889","0.770289085988975"
"Never","1995","no degree/no degree yet","534","0.537167264124812","0.503784331685748","0.570550196563876"
"Daily","1996","lower secondary degree","","","",""
"Daily","1996","secondary school degree","","","",""
"Daily","1996","college entrance qualification","","","",""
"Daily","1996","Other degree","","","",""
"Daily","1996","no degree/no degree yet","","","",""
"Min 1x per week","1996","lower secondary degree","","","",""
"Min 1x per week","1996","secondary school degree","","","",""
"Min 1x per week","1996","college entrance qualification","","","",""
"Min 1x per week","1996","Other degree","","","",""
"Min 1x per week","1996","no degree/no degree yet","","","",""
"Min 1x per month","1996","lower secondary degree","","","",""
"Min 1x per month","1996","secondary school degree","","","",""
"Min 1x per month","1996","college entrance qualification","","","",""
"Min 1x per month","1996","Other degree","","","",""
"Min 1x per month","1996","no degree/no degree yet","","","",""
"Rarely","1996","lower secondary degree","","","",""
"Rarely","1996","secondary school degree","","","",""
"Rarely","1996","college entrance qualification","","","",""
"Rarely","1996","Other degree","","","",""
"Rarely","1996","no degree/no degree yet","","","",""
"Never","1996","lower secondary degree","","","",""
"Never","1996","secondary school degree","","","",""
"Never","1996","college entrance qualification","","","",""
"Never","1996","Other degree","","","",""
"Never","1996","no degree/no degree yet","","","",""
"Daily","1997","lower secondary degree","","","",""
"Daily","1997","secondary school degree","","","",""
"Daily","1997","college entrance qualification","","","",""
"Daily","1997","Other degree","","","",""
"Daily","1997","no degree/no degree yet","","","",""
"Min 1x per week","1997","lower secondary degree","","","",""
"Min 1x per week","1997","secondary school degree","","","",""
"Min 1x per week","1997","college entrance qualification","","","",""
"Min 1x per week","1997","Other degree","","","",""
"Min 1x per week","1997","no degree/no degree yet","","","",""
"Min 1x per month","1997","lower secondary degree","","","",""
"Min 1x per month","1997","secondary school degree","","","",""
"Min 1x per month","1997","college entrance qualification","","","",""
"Min 1x per month","1997","Other degree","","","",""
"Min 1x per month","1997","no degree/no degree yet","","","",""
"Rarely","1997","lower secondary degree","","","",""
"Rarely","1997","secondary school degree","","","",""
"Rarely","1997","college entrance qualification","","","",""
"Rarely","1997","Other degree","","","",""
"Rarely","1997","no degree/no degree yet","","","",""
"Never","1997","lower secondary degree","","","",""
"Never","1997","secondary school degree","","","",""
"Never","1997","college entrance qualification","","","",""
"Never","1997","Other degree","","","",""
"Never","1997","no degree/no degree yet","","","",""
"Daily","1998","lower secondary degree","11","","",""
"Daily","1998","secondary school degree","2","","",""
"Daily","1998","college entrance qualification","3","","",""
"Daily","1998","Other degree","","","",""
"Daily","1998","no degree/no degree yet","","","",""
"Min 1x per week","1998","lower secondary degree","260","0.0453556756955077","0.0399023391622853","0.05080901222873"
"Min 1x per week","1998","secondary school degree","222","0.0582064152248495","0.0508145246994063","0.0655983057502928"
"Min 1x per week","1998","college entrance qualification","89","0.0400275658571556","0.0318382609488829","0.0482168707654283"
"Min 1x per week","1998","Other degree","45","0.0423446093927863","0.0298196259298464","0.0548695928557262"
"Min 1x per week","1998","no degree/no degree yet","61","0.0865017183137876","0.0670711142922071","0.105932322335368"
"Min 1x per month","1998","lower secondary degree","421","0.0664805164449595","0.0599516983741041","0.0730093345158148"
"Min 1x per month","1998","secondary school degree","305","0.0798362190611235","0.0712791549893908","0.0883932831328561"
"Min 1x per month","1998","college entrance qualification","203","0.0953766179715627","0.083105251292847","0.107647984650278"
"Min 1x per month","1998","Other degree","49","0.0451979839857738","0.0322771763016329","0.0581187916699147"
"Min 1x per month","1998","no degree/no degree yet","78","0.115361428936593","0.093279687736136","0.13744317013705"
"Rarely","1998","lower secondary degree","1491","0.259085902417727","0.247603533354321","0.270568271481133"
"Rarely","1998","secondary school degree","1325","0.341961334369153","0.326984968407702","0.356937700330604"
"Rarely","1998","college entrance qualification","806","0.344308501123633","0.324458445908926","0.364158556338341"
"Rarely","1998","Other degree","206","0.227044013500973","0.200988125608491","0.253099901393455"
"Rarely","1998","no degree/no degree yet","208","0.26769337428022","0.237088869290366","0.298297879270073"
"Never","1998","lower secondary degree","3410","0.627423270280132","0.614752183782861","0.640094356777404"
"Never","1998","secondary school degree","2000","0.51947714096583","0.503703480694355","0.535250801237306"
"Never","1998","college entrance qualification","1100","0.518567571158502","0.497693439550819","0.539441702766186"
"Never","1998","Other degree","693","0.685413393120467","0.656531884516377","0.714294901724556"
"Never","1998","no degree/no degree yet","457","0.5304434784694","0.49594630105825","0.564940655880549"
"Daily","1999","lower secondary degree","","","",""
"Daily","1999","secondary school degree","","","",""
"Daily","1999","college entrance qualification","","","",""
"Daily","1999","Other degree","","","",""
"Daily","1999","no degree/no degree yet","","","",""
"Min 1x per week","1999","lower secondary degree","","","",""
"Min 1x per week","1999","secondary school degree","","","",""
"Min 1x per week","1999","college entrance qualification","","","",""
"Min 1x per week","1999","Other degree","","","",""
"Min 1x per week","1999","no degree/no degree yet","","","",""
"Min 1x per month","1999","lower secondary degree","","","",""
"Min 1x per month","1999","secondary school degree","","","",""
"Min 1x per month","1999","college entrance qualification","","","",""
"Min 1x per month","1999","Other degree","","","",""
"Min 1x per month","1999","no degree/no degree yet","","","",""
"Rarely","1999","lower secondary degree","","","",""
"Rarely","1999","secondary school degree","","","",""
"Rarely","1999","college entrance qualification","","","",""
"Rarely","1999","Other degree","","","",""
"Rarely","1999","no degree/no degree yet","","","",""
"Never","1999","lower secondary degree","","","",""
"Never","1999","secondary school degree","","","",""
"Never","1999","college entrance qualification","","","",""
"Never","1999","Other degree","","","",""
"Never","1999","no degree/no degree yet","","","",""
"Daily","2000","lower secondary degree","","","",""
"Daily","2000","secondary school degree","","","",""
"Daily","2000","college entrance qualification","","","",""
"Daily","2000","Other degree","","","",""
"Daily","2000","no degree/no degree yet","","","",""
"Min 1x per week","2000","lower secondary degree","","","",""
"Min 1x per week","2000","secondary school degree","","","",""
"Min 1x per week","2000","college entrance qualification","","","",""
"Min 1x per week","2000","Other degree","","","",""
"Min 1x per week","2000","no degree/no degree yet","","","",""
"Min 1x per month","2000","lower secondary degree","","","",""
"Min 1x per month","2000","secondary school degree","","","",""
"Min 1x per month","2000","college entrance qualification","","","",""
"Min 1x per month","2000","Other degree","","","",""
"Min 1x per month","2000","no degree/no degree yet","","","",""
"Rarely","2000","lower secondary degree","","","",""
"Rarely","2000","secondary school degree","","","",""
"Rarely","2000","college entrance qualification","","","",""
"Rarely","2000","Other degree","","","",""
"Rarely","2000","no degree/no degree yet","","","",""
"Never","2000","lower secondary degree","","","",""
"Never","2000","secondary school degree","","","",""
"Never","2000","college entrance qualification","","","",""
"Never","2000","Other degree","","","",""
"Never","2000","no degree/no degree yet","","","",""
"Daily","2001","lower secondary degree","","","",""
"Daily","2001","secondary school degree","","","",""
"Daily","2001","college entrance qualification","","","",""
"Daily","2001","Other degree","","","",""
"Daily","2001","no degree/no degree yet","","","",""
"Min 1x per week","2001","lower secondary degree","","","",""
"Min 1x per week","2001","secondary school degree","","","",""
"Min 1x per week","2001","college entrance qualification","","","",""
"Min 1x per week","2001","Other degree","","","",""
"Min 1x per week","2001","no degree/no degree yet","","","",""
"Min 1x per month","2001","lower secondary degree","","","",""
"Min 1x per month","2001","secondary school degree","","","",""
"Min 1x per month","2001","college entrance qualification","","","",""
"Min 1x per month","2001","Other degree","","","",""
"Min 1x per month","2001","no degree/no degree yet","","","",""
"Rarely","2001","lower secondary degree","","","",""
"Rarely","2001","secondary school degree","","","",""
"Rarely","2001","college entrance qualification","","","",""
"Rarely","2001","Other degree","","","",""
"Rarely","2001","no degree/no degree yet","","","",""
"Never","2001","lower secondary degree","","","",""
"Never","2001","secondary school degree","","","",""
"Never","2001","college entrance qualification","","","",""
"Never","2001","Other degree","","","",""
"Never","2001","no degree/no degree yet","","","",""
"Daily","2002","lower secondary degree","","","",""
"Daily","2002","secondary school degree","","","",""
"Daily","2002","college entrance qualification","","","",""
"Daily","2002","Other degree","","","",""
"Daily","2002","no degree/no degree yet","","","",""
"Min 1x per week","2002","lower secondary degree","","","",""
"Min 1x per week","2002","secondary school degree","","","",""
"Min 1x per week","2002","college entrance qualification","","","",""
"Min 1x per week","2002","Other degree","","","",""
"Min 1x per week","2002","no degree/no degree yet","","","",""
"Min 1x per month","2002","lower secondary degree","","","",""
"Min 1x per month","2002","secondary school degree","","","",""
"Min 1x per month","2002","college entrance qualification","","","",""
"Min 1x per month","2002","Other degree","","","",""
"Min 1x per month","2002","no degree/no degree yet","","","",""
"Rarely","2002","lower secondary degree","","","",""
"Rarely","2002","secondary school degree","","","",""
"Rarely","2002","college entrance qualification","","","",""
"Rarely","2002","Other degree","","","",""
"Rarely","2002","no degree/no degree yet","","","",""
"Never","2002","lower secondary degree","","","",""
"Never","2002","secondary school degree","","","",""
"Never","2002","college entrance qualification","","","",""
"Never","2002","Other degree","","","",""
"Never","2002","no degree/no degree yet","","","",""
"Daily","2003","lower secondary degree","8","","",""
"Daily","2003","secondary school degree","4","","",""
"Daily","2003","college entrance qualification","10","","",""
"Daily","2003","Other degree","1","","",""
"Daily","2003","no degree/no degree yet","5","","",""
"Min 1x per week","2003","lower secondary degree","332","0.0425048792723554","0.0380509316497538","0.046958826894957"
"Min 1x per week","2003","secondary school degree","350","0.048282193859793","0.0430373849880457","0.0535270027315403"
"Min 1x per week","2003","college entrance qualification","259","0.0492464835583375","0.0434799983405217","0.0550129687761532"
"Min 1x per week","2003","Other degree","49","0.0359002471387892","0.0255578256776336","0.0462426685999447"
"Min 1x per week","2003","no degree/no degree yet","100","0.0894973885275607","0.0707220668047125","0.108272710250409"
"Min 1x per month","2003","lower secondary degree","488","0.057618553982593","0.0524739497798585","0.0627631581853276"
"Min 1x per month","2003","secondary school degree","559","0.0891936039538643","0.0822199247836253","0.0961672831241034"
"Min 1x per month","2003","college entrance qualification","508","0.0908847728350574","0.0832244930998172","0.0985450525702976"
"Min 1x per month","2003","Other degree","62","0.0360562396647003","0.0256922113494144","0.0464202679799862"
"Min 1x per month","2003","no degree/no degree yet","128","0.127842818411039","0.105880551919387","0.149805084902691"
"Rarely","2003","lower secondary degree","1894","0.229664097805316","0.220377769114194","0.238950426496437"
"Rarely","2003","secondary school degree","2126","0.340697853420478","0.329101831840775","0.352293875000181"
"Rarely","2003","college entrance qualification","1998","0.357540351614195","0.344767876664225","0.370312826564166"
"Rarely","2003","Other degree","192","0.155968666815403","0.135798453495383","0.176138880135423"
"Rarely","2003","no degree/no degree yet","251","0.255513573678499","0.226827111699134","0.284200035657864"
"Never","2003","lower secondary degree","5159","0.669388130949116","0.659001955577387","0.679774306320845"
"Never","2003","secondary school degree","3378","0.521169981509813","0.508947413781076","0.53339254923855"
"Never","2003","college entrance qualification","2634","0.499365931753499","0.486041176049307","0.51269068745769"
"Never","2003","Other degree","939","0.771891815347117","0.74856469237399","0.795218938320244"
"Never","2003","no degree/no degree yet","404","0.522308371831507","0.489455078094694","0.55516166556832"
"Daily","2004","lower secondary degree","","","",""
"Daily","2004","secondary school degree","","","",""
"Daily","2004","college entrance qualification","","","",""
"Daily","2004","Other degree","","","",""
"Daily","2004","no degree/no degree yet","","","",""
"Min 1x per week","2004","lower secondary degree","","","",""
"Min 1x per week","2004","secondary school degree","","","",""
"Min 1x per week","2004","college entrance qualification","","","",""
"Min 1x per week","2004","Other degree","","","",""
"Min 1x per week","2004","no degree/no degree yet","","","",""
"Min 1x per month","2004","lower secondary degree","","","",""
"Min 1x per month","2004","secondary school degree","","","",""
"Min 1x per month","2004","college entrance qualification","","","",""
"Min 1x per month","2004","Other degree","","","",""
"Min 1x per month","2004","no degree/no degree yet","","","",""
"Rarely","2004","lower secondary degree","","","",""
"Rarely","2004","secondary school degree","","","",""
"Rarely","2004","college entrance qualification","","","",""
"Rarely","2004","Other degree","","","",""
"Rarely","2004","no degree/no degree yet","","","",""
"Never","2004","lower secondary degree","","","",""
"Never","2004","secondary school degree","","","",""
"Never","2004","college entrance qualification","","","",""
"Never","2004","Other degree","","","",""
"Never","2004","no degree/no degree yet","","","",""
"Daily","2005","lower secondary degree","","","",""
"Daily","2005","secondary school degree","","","",""
"Daily","2005","college entrance qualification","","","",""
"Daily","2005","Other degree","","","",""
"Daily","2005","no degree/no degree yet","","","",""
"Min 1x per week","2005","lower secondary degree","","","",""
"Min 1x per week","2005","secondary school degree","","","",""
"Min 1x per week","2005","college entrance qualification","","","",""
"Min 1x per week","2005","Other degree","","","",""
"Min 1x per week","2005","no degree/no degree yet","","","",""
"Min 1x per month","2005","lower secondary degree","","","",""
"Min 1x per month","2005","secondary school degree","","","",""
"Min 1x per month","2005","college entrance qualification","","","",""
"Min 1x per month","2005","Other degree","","","",""
"Min 1x per month","2005","no degree/no degree yet","","","",""
"Rarely","2005","lower secondary degree","","","",""
"Rarely","2005","secondary school degree","","","",""
"Rarely","2005","college entrance qualification","","","",""
"Rarely","2005","Other degree","","","",""
"Rarely","2005","no degree/no degree yet","","","",""
"Never","2005","lower secondary degree","","","",""
"Never","2005","secondary school degree","","","",""
"Never","2005","college entrance qualification","","","",""
"Never","2005","Other degree","","","",""
"Never","2005","no degree/no degree yet","","","",""
"Daily","2006","lower secondary degree","","","",""
"Daily","2006","secondary school degree","","","",""
"Daily","2006","college entrance qualification","","","",""
"Daily","2006","Other degree","","","",""
"Daily","2006","no degree/no degree yet","","","",""
"Min 1x per week","2006","lower secondary degree","","","",""
"Min 1x per week","2006","secondary school degree","","","",""
"Min 1x per week","2006","college entrance qualification","","","",""
"Min 1x per week","2006","Other degree","","","",""
"Min 1x per week","2006","no degree/no degree yet","","","",""
"Min 1x per month","2006","lower secondary degree","","","",""
"Min 1x per month","2006","secondary school degree","","","",""
"Min 1x per month","2006","college entrance qualification","","","",""
"Min 1x per month","2006","Other degree","","","",""
"Min 1x per month","2006","no degree/no degree yet","","","",""
"Rarely","2006","lower secondary degree","","","",""
"Rarely","2006","secondary school degree","","","",""
"Rarely","2006","college entrance qualification","","","",""
"Rarely","2006","Other degree","","","",""
"Rarely","2006","no degree/no degree yet","","","",""
"Never","2006","lower secondary degree","","","",""
"Never","2006","secondary school degree","","","",""
"Never","2006","college entrance qualification","","","",""
"Never","2006","Other degree","","","",""
"Never","2006","no degree/no degree yet","","","",""
"Daily","2007","lower secondary degree","","","",""
"Daily","2007","secondary school degree","","","",""
"Daily","2007","college entrance qualification","","","",""
"Daily","2007","Other degree","","","",""
"Daily","2007","no degree/no degree yet","","","",""
"Min 1x per week","2007","lower secondary degree","","","",""
"Min 1x per week","2007","secondary school degree","","","",""
"Min 1x per week","2007","college entrance qualification","","","",""
"Min 1x per week","2007","Other degree","","","",""
"Min 1x per week","2007","no degree/no degree yet","","","",""
"Min 1x per month","2007","lower secondary degree","","","",""
"Min 1x per month","2007","secondary school degree","","","",""
"Min 1x per month","2007","college entrance qualification","","","",""
"Min 1x per month","2007","Other degree","","","",""
"Min 1x per month","2007","no degree/no degree yet","","","",""
"Rarely","2007","lower secondary degree","","","",""
"Rarely","2007","secondary school degree","","","",""
"Rarely","2007","college entrance qualification","","","",""
"Rarely","2007","Other degree","","","",""
"Rarely","2007","no degree/no degree yet","","","",""
"Never","2007","lower secondary degree","","","",""
"Never","2007","secondary school degree","","","",""
"Never","2007","college entrance qualification","","","",""
"Never","2007","Other degree","","","",""
"Never","2007","no degree/no degree yet","","","",""
"Daily","2008","lower secondary degree","7","","",""
"Daily","2008","secondary school degree","5","","",""
"Daily","2008","college entrance qualification","11","","",""
"Daily","2008","Other degree","","","",""
"Daily","2008","no degree/no degree yet","5","","",""
"Min 1x per week","2008","lower secondary degree","266","0.0434366025809196","0.0384686039834279","0.0484046011784114"
"Min 1x per week","2008","secondary school degree","306","0.0522154402966754","0.046459924296853","0.0579709562964978"
"Min 1x per week","2008","college entrance qualification","210","0.0414226223584256","0.0359713881528229","0.0468738565640284"
"Min 1x per week","2008","Other degree","29","","",""
"Min 1x per week","2008","no degree/no degree yet","59","0.105176374367907","0.0794204192990179","0.130932329436797"
"Min 1x per month","2008","lower secondary degree","428","0.0719991663519159","0.0656992529793028","0.0782990797245291"
"Min 1x per month","2008","secondary school degree","491","0.0915179589771975","0.0840579162497299","0.0989780017046652"
"Min 1x per month","2008","college entrance qualification","500","0.0939303372007269","0.0859495414844218","0.101911132917032"
"Min 1x per month","2008","Other degree","47","0.0446453680044907","0.0314848484991201","0.0578058875098613"
"Min 1x per month","2008","no degree/no degree yet","86","0.12432714021106","0.0966256101982783","0.152028670223842"
"Rarely","2008","lower secondary degree","1540","0.235462977997048","0.225122104220646","0.245803851773451"
"Rarely","2008","secondary school degree","1895","0.342419283023567","0.330142527142686","0.354696038904448"
"Rarely","2008","college entrance qualification","1879","0.36638045291891","0.353199618940072","0.379561286897748"
"Rarely","2008","Other degree","153","0.162479049062038","0.138971949481525","0.185986148642551"
"Rarely","2008","no degree/no degree yet","136","0.212755489101868","0.178396130561479","0.247114847642256"
"Never","2008","lower secondary degree","4226","0.648662673921906","0.637027623749418","0.660297724094393"
"Never","2008","secondary school degree","3042","0.513317094798841","0.500385684595141","0.526248505002541"
"Never","2008","college entrance qualification","2533","0.496721012446202","0.483042995918737","0.510399028973666"
"Never","2008","Other degree","717","0.760409393853567","0.733209879322126","0.787608908385008"
"Never","2008","no degree/no degree yet","259","0.546807593645034","0.505014124645363","0.588601062644705"
"Daily","2009","lower secondary degree","","","",""
"Daily","2009","secondary school degree","","","",""
"Daily","2009","college entrance qualification","","","",""
"Daily","2009","Other degree","","","",""
"Daily","2009","no degree/no degree yet","","","",""
"Min 1x per week","2009","lower secondary degree","","","",""
"Min 1x per week","2009","secondary school degree","","","",""
"Min 1x per week","2009","college entrance qualification","","","",""
"Min 1x per week","2009","Other degree","","","",""
"Min 1x per week","2009","no degree/no degree yet","","","",""
"Min 1x per month","2009","lower secondary degree","","","",""
"Min 1x per month","2009","secondary school degree","","","",""
"Min 1x per month","2009","college entrance qualification","","","",""
"Min 1x per month","2009","Other degree","","","",""
"Min 1x per month","2009","no degree/no degree yet","","","",""
"Rarely","2009","lower secondary degree","","","",""
"Rarely","2009","secondary school degree","","","",""
"Rarely","2009","college entrance qualification","","","",""
"Rarely","2009","Other degree","","","",""
"Rarely","2009","no degree/no degree yet","","","",""
"Never","2009","lower secondary degree","","","",""
"Never","2009","secondary school degree","","","",""
"Never","2009","college entrance qualification","","","",""
"Never","2009","Other degree","","","",""
"Never","2009","no degree/no degree yet","","","",""
"Daily","2010","lower secondary degree","","","",""
"Daily","2010","secondary school degree","","","",""
"Daily","2010","college entrance qualification","","","",""
"Daily","2010","Other degree","","","",""
"Daily","2010","no degree/no degree yet","","","",""
"Min 1x per week","2010","lower secondary degree","","","",""
"Min 1x per week","2010","secondary school degree","","","",""
"Min 1x per week","2010","college entrance qualification","","","",""
"Min 1x per week","2010","Other degree","","","",""
"Min 1x per week","2010","no degree/no degree yet","","","",""
"Min 1x per month","2010","lower secondary degree","","","",""
"Min 1x per month","2010","secondary school degree","","","",""
"Min 1x per month","2010","college entrance qualification","","","",""
"Min 1x per month","2010","Other degree","","","",""
"Min 1x per month","2010","no degree/no degree yet","","","",""
"Rarely","2010","lower secondary degree","","","",""
"Rarely","2010","secondary school degree","","","",""
"Rarely","2010","college entrance qualification","","","",""
"Rarely","2010","Other degree","","","",""
"Rarely","2010","no degree/no degree yet","","","",""
"Never","2010","lower secondary degree","","","",""
"Never","2010","secondary school degree","","","",""
