"pli0089","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","Lower Saxony","no migration background","58","0.0690415567852148","0.0515172639417344","0.0865658496286952"
"Min 1x per week","1990","Lower Saxony","direct migration background","12","","",""
"Min 1x per week","1990","Lower Saxony","indirect migration background","4","","",""
"Min 1x per week","1990","Bremen","no migration background","2","","",""
"Min 1x per week","1990","Bremen","direct migration background","","","",""
"Min 1x per week","1990","Bremen","indirect migration background","2","","",""
"Min 1x per week","1990","North Rhine-Westphalia","no migration background","124","0.0648656199439821","0.0535224832826128","0.0762087566053514"
"Min 1x per week","1990","North Rhine-Westphalia","direct migration background","41","0.0471845574480501","0.0311532925211969","0.0632158223749034"
"Min 1x per week","1990","North Rhine-Westphalia","indirect migration background","14","","",""
"Min 1x per week","1990","Hesse","no migration background","51","0.0814463082353111","0.0596151181929969","0.103277498277625"
"Min 1x per week","1990","Hesse","direct migration background","22","","",""
"Min 1x per week","1990","Hesse","indirect migration background","5","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","no migration background","46","0.0759531568244143","0.0535879140496817","0.0983183995991468"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","direct migration background","7","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1990","Baden-Württemberg","no migration background","67","0.0631313671448374","0.0483222161988984","0.0779405180907764"
"Min 1x per week","1990","Baden-Württemberg","direct migration background","69","0.0735984175165693","0.054044369035851","0.0931524659972875"
"Min 1x per week","1990","Baden-Württemberg","indirect migration background","12","","",""
"Min 1x per week","1990","Bavaria","no migration background","81","0.0651598879170823","0.0511075770239526","0.079212198810212"
"Min 1x per week","1990","Bavaria","direct migration background","23","","",""
"Min 1x per week","1990","Bavaria","indirect migration background","4","","",""
"Min 1x per week","1990","Berlin","no migration background","8","","",""
"Min 1x per week","1990","Berlin","direct migration background","6","","",""
"Min 1x per week","1990","Berlin","indirect migration background","1","","",""
"Min 1x per week","1990","Brandenburg","no migration background","","","",""
"Min 1x per week","1990","Brandenburg","direct migration background","","","",""
"Min 1x per week","1990","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1990","Saxony","no migration background","","","",""
"Min 1x per week","1990","Saxony","direct migration background","","","",""
"Min 1x per week","1990","Saxony","indirect migration background","","","",""
"Min 1x per week","1990","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1990","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1990","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1990","Thuringia","no migration background","","","",""
"Min 1x per week","1990","Thuringia","direct migration background","","","",""
"Min 1x per week","1990","Thuringia","indirect migration background","","","",""
"Min 1x per month","1990","Schleswig-Holstein","no migration background","19","","",""
"Min 1x per month","1990","Schleswig-Holstein","direct migration background","3","","",""
"Min 1x per month","1990","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1990","Hamburg","no migration background","13","","",""
"Min 1x per month","1990","Hamburg","direct migration background","5","","",""
"Min 1x per month","1990","Hamburg","indirect migration background","1","","",""
"Min 1x per month","1990","Lower Saxony","no migration background","69","0.0712295026395015","0.053450629611666","0.089008375667337"
"Min 1x per month","1990","Lower Saxony","direct migration background","12","","",""
"Min 1x per month","1990","Lower Saxony","indirect migration background","3","","",""
"Min 1x per month","1990","Bremen","no migration background","4","","",""
"Min 1x per month","1990","Bremen","direct migration background","1","","",""
"Min 1x per month","1990","Bremen","indirect migration background","","","",""
"Min 1x per month","1990","North Rhine-Westphalia","no migration background","161","0.0880439174140893","0.0749934668183589","0.10109436800982"
"Min 1x per month","1990","North Rhine-Westphalia","direct migration background","44","0.0718808694713975","0.0523522304566561","0.0914095084861389"
"Min 1x per month","1990","North Rhine-Westphalia","indirect migration background","12","","",""
"Min 1x per month","1990","Hesse","no migration background","52","0.0911454429539431","0.0681731625108873","0.114117723396999"
"Min 1x per month","1990","Hesse","direct migration background","11","","",""
"Min 1x per month","1990","Hesse","indirect migration background","7","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","no migration background","46","0.0859603504092401","0.0622965052679664","0.109624195550514"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","direct migration background","6","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Min 1x per month","1990","Baden-Württemberg","no migration background","117","0.106405769822789","0.0876289957684803","0.125182543877099"
"Min 1x per month","1990","Baden-Württemberg","direct migration background","85","0.123790995884873","0.0991276956621233","0.148454296107624"
"Min 1x per month","1990","Baden-Württemberg","indirect migration background","12","","",""
"Min 1x per month","1990","Bavaria","no migration background","115","0.0895904922538429","0.0733298284926149","0.105851156015071"
"Min 1x per month","1990","Bavaria","direct migration background","39","0.12900656451068","0.0945233197789642","0.163489809242395"
"Min 1x per month","1990","Bavaria","indirect migration background","6","","",""
"Min 1x per month","1990","Berlin","no migration background","17","","",""
"Min 1x per month","1990","Berlin","direct migration background","8","","",""
"Min 1x per month","1990","Berlin","indirect migration background","","","",""
"Min 1x per month","1990","Brandenburg","no migration background","","","",""
"Min 1x per month","1990","Brandenburg","direct migration background","","","",""
"Min 1x per month","1990","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1990","Saxony","no migration background","","","",""
"Min 1x per month","1990","Saxony","direct migration background","","","",""
"Min 1x per month","1990","Saxony","indirect migration background","","","",""
"Min 1x per month","1990","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1990","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1990","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1990","Thuringia","no migration background","","","",""
"Min 1x per month","1990","Thuringia","direct migration background","","","",""
"Min 1x per month","1990","Thuringia","indirect migration background","","","",""
"Rarely","1990","Schleswig-Holstein","no migration background","69","0.283850561704094","0.227623379295747","0.34007774411244"
"Rarely","1990","Schleswig-Holstein","direct migration background","3","","",""
"Rarely","1990","Schleswig-Holstein","indirect migration background","2","","",""
"Rarely","1990","Hamburg","no migration background","31","0.225915985159754","0.151710551751951","0.300121418567557"
"Rarely","1990","Hamburg","direct migration background","12","","",""
"Rarely","1990","Hamburg","indirect migration background","2","","",""
"Rarely","1990","Lower Saxony","no migration background","235","0.285930117418006","0.254696637382427","0.317163597453584"
"Rarely","1990","Lower Saxony","direct migration background","31","0.193195997390336","0.130637622268443","0.255754372512229"
"Rarely","1990","Lower Saxony","indirect migration background","7","","",""
"Rarely","1990","Bremen","no migration background","19","","",""
"Rarely","1990","Bremen","direct migration background","4","","",""
"Rarely","1990","Bremen","indirect migration background","","","",""
"Rarely","1990","North Rhine-Westphalia","no migration background","513","0.27038737866067","0.249931024094356","0.290843733226984"
"Rarely","1990","North Rhine-Westphalia","direct migration background","101","0.187992172293808","0.158451971327722","0.217532373259894"
"Rarely","1990","North Rhine-Westphalia","indirect migration background","18","","",""
"Rarely","1990","Hesse","no migration background","184","0.280179997148244","0.244335709513094","0.316024284783395"
"Rarely","1990","Hesse","direct migration background","41","0.153108452213964","0.115166163536035","0.191050740891893"
"Rarely","1990","Hesse","indirect migration background","5","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","no migration background","122","0.216163166763479","0.181412960299904","0.250913373227055"
"Rarely","1990","Rhineland-Palatinate,Saarland","direct migration background","20","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Rarely","1990","Baden-Württemberg","no migration background","283","0.265034371198162","0.238159101711008","0.291909640685316"
"Rarely","1990","Baden-Württemberg","direct migration background","138","0.271286025645517","0.237989795416479","0.304582255874556"
"Rarely","1990","Baden-Württemberg","indirect migration background","19","","",""
"Rarely","1990","Bavaria","no migration background","327","0.263436117962135","0.23835587240196","0.288516363522311"
"Rarely","1990","Bavaria","direct migration background","79","0.246361618807415","0.202035183504902","0.290688054109928"
"Rarely","1990","Bavaria","indirect migration background","21","","",""
"Rarely","1990","Berlin","no migration background","57","0.218457690390118","0.163481057175289","0.273434323604948"
"Rarely","1990","Berlin","direct migration background","9","","",""
"Rarely","1990","Berlin","indirect migration background","6","","",""
"Rarely","1990","Brandenburg","no migration background","","","",""
"Rarely","1990","Brandenburg","direct migration background","","","",""
"Rarely","1990","Brandenburg","indirect migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1990","Saxony","no migration background","","","",""
"Rarely","1990","Saxony","direct migration background","","","",""
"Rarely","1990","Saxony","indirect migration background","","","",""
"Rarely","1990","Saxony-Anhalt","no migration background","","","",""
"Rarely","1990","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1990","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1990","Thuringia","no migration background","","","",""
"Rarely","1990","Thuringia","direct migration background","","","",""
"Rarely","1990","Thuringia","indirect migration background","","","",""
"Never","1990","Schleswig-Holstein","no migration background","141","0.558422404263442","0.496494761849536","0.620350046677349"
"Never","1990","Schleswig-Holstein","direct migration background","22","","",""
"Never","1990","Schleswig-Holstein","indirect migration background","2","","",""
"Never","1990","Hamburg","no migration background","77","0.661606862359145","0.577645601868634","0.745568122849656"
"Never","1990","Hamburg","direct migration background","24","","",""
"Never","1990","Hamburg","indirect migration background","1","","",""
"Never","1990","Lower Saxony","no migration background","440","0.570439203778217","0.536222586784986","0.604655820771447"
"Never","1990","Lower Saxony","direct migration background","97","0.697815005794725","0.625052277484773","0.770577734104678"
"Never","1990","Lower Saxony","indirect migration background","5","","",""
"Never","1990","Bremen","no migration background","58","0.710683551644733","0.613132099333978","0.808235003955489"
"Never","1990","Bremen","direct migration background","10","","",""
"Never","1990","Bremen","indirect migration background","","","",""
"Never","1990","North Rhine-Westphalia","no migration background","1008","0.572906445141439","0.550124425144774","0.595688465138103"
"Never","1990","North Rhine-Westphalia","direct migration background","483","0.68929043189913","0.654300597007375","0.724280266790884"
"Never","1990","North Rhine-Westphalia","indirect migration background","41","0.466494619138923","0.3604395700045","0.572549668273346"
"Never","1990","Hesse","no migration background","316","0.547228251662501","0.50749872870831","0.586957774616693"
"Never","1990","Hesse","direct migration background","271","0.774764011916305","0.730747699776307","0.818780324056303"
"Never","1990","Hesse","indirect migration background","13","","",""
"Never","1990","Rhineland-Palatinate,Saarland","no migration background","325","0.621923326002866","0.580986697361806","0.662859954643927"
"Never","1990","Rhineland-Palatinate,Saarland","direct migration background","87","0.782135852670826","0.708278889166905","0.855992816174748"
"Never","1990","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"Never","1990","Baden-Württemberg","no migration background","569","0.565428491834211","0.535243734948949","0.595613248719473"
"Never","1990","Baden-Württemberg","direct migration background","392","0.530606223401844","0.493233251132292","0.567979195671396"
"Never","1990","Baden-Württemberg","indirect migration background","30","0.417919635707929","0.304777460522828","0.53106181089303"
"Never","1990","Bavaria","no migration background","659","0.578873613605319","0.550761919421749","0.606985307788889"
"Never","1990","Bavaria","direct migration background","219","0.548530754780108","0.497337899246581","0.599723610313636"
"Never","1990","Bavaria","indirect migration background","22","","",""
"Never","1990","Berlin","no migration background","135","0.681778669066918","0.619805376169321","0.743751961964515"
"Never","1990","Berlin","direct migration background","77","0.662734692968984","0.570072242995878","0.75539714294209"
"Never","1990","Berlin","indirect migration background","7","","",""
"Never","1990","Brandenburg","no migration background","","","",""
"Never","1990","Brandenburg","direct migration background","","","",""
"Never","1990","Brandenburg","indirect migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1990","Saxony","no migration background","","","",""
"Never","1990","Saxony","direct migration background","","","",""
"Never","1990","Saxony","indirect migration background","","","",""
"Never","1990","Saxony-Anhalt","no migration background","","","",""
"Never","1990","Saxony-Anhalt","direct migration background","","","",""
"Never","1990","Saxony-Anhalt","indirect migration background","","","",""
"Never","1990","Thuringia","no migration background","","","",""
"Never","1990","Thuringia","direct migration background","","","",""
"Never","1990","Thuringia","indirect migration background","","","",""
"Daily","1991","Schleswig-Holstein","no migration background","","","",""
"Daily","1991","Schleswig-Holstein","direct migration background","","","",""
"Daily","1991","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1991","Hamburg","no migration background","","","",""
"Daily","1991","Hamburg","direct migration background","","","",""
"Daily","1991","Hamburg","indirect migration background","","","",""
"Daily","1991","Lower Saxony","no migration background","","","",""
"Daily","1991","Lower Saxony","direct migration background","","","",""
"Daily","1991","Lower Saxony","indirect migration background","","","",""
"Daily","1991","Bremen","no migration background","","","",""
"Daily","1991","Bremen","direct migration background","","","",""
"Daily","1991","Bremen","indirect migration background","","","",""
"Daily","1991","North Rhine-Westphalia","no migration background","","","",""
"Daily","1991","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1991","Hesse","no migration background","","","",""
"Daily","1991","Hesse","direct migration background","","","",""
"Daily","1991","Hesse","indirect migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1991","Baden-Württemberg","no migration background","","","",""
"Daily","1991","Baden-Württemberg","direct migration background","","","",""
"Daily","1991","Baden-Württemberg","indirect migration background","","","",""
"Daily","1991","Bavaria","no migration background","","","",""
"Daily","1991","Bavaria","direct migration background","","","",""
"Daily","1991","Bavaria","indirect migration background","","","",""
"Daily","1991","Berlin","no migration background","","","",""
"Daily","1991","Berlin","direct migration background","","","",""
"Daily","1991","Berlin","indirect migration background","","","",""
"Daily","1991","Brandenburg","no migration background","","","",""
"Daily","1991","Brandenburg","direct migration background","","","",""
"Daily","1991","Brandenburg","indirect migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1991","Saxony","no migration background","","","",""
"Daily","1991","Saxony","direct migration background","","","",""
"Daily","1991","Saxony","indirect migration background","","","",""
"Daily","1991","Saxony-Anhalt","no migration background","","","",""
"Daily","1991","Saxony-Anhalt","direct migration background","","","",""
"Daily","1991","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1991","Thuringia","no migration background","","","",""
"Daily","1991","Thuringia","direct migration background","","","",""
"Daily","1991","Thuringia","indirect migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1991","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1991","Hamburg","no migration background","","","",""
"Min 1x per week","1991","Hamburg","direct migration background","","","",""
"Min 1x per week","1991","Hamburg","indirect migration background","","","",""
"Min 1x per week","1991","Lower Saxony","no migration background","","","",""
"Min 1x per week","1991","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1991","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1991","Bremen","no migration background","","","",""
"Min 1x per week","1991","Bremen","direct migration background","","","",""
"Min 1x per week","1991","Bremen","indirect migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1991","Hesse","no migration background","","","",""
"Min 1x per week","1991","Hesse","direct migration background","","","",""
"Min 1x per week","1991","Hesse","indirect migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","1991","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1991","Bavaria","no migration background","","","",""
"Min 1x per week","1991","Bavaria","direct migration background","","","",""
"Min 1x per week","1991","Bavaria","indirect migration background","","","",""
"Min 1x per week","1991","Berlin","no migration background","","","",""
"Min 1x per week","1991","Berlin","direct migration background","","","",""
"Min 1x per week","1991","Berlin","indirect migration background","","","",""
"Min 1x per week","1991","Brandenburg","no migration background","","","",""
"Min 1x per week","1991","Brandenburg","direct migration background","","","",""
"Min 1x per week","1991","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1991","Saxony","no migration background","","","",""
"Min 1x per week","1991","Saxony","direct migration background","","","",""
"Min 1x per week","1991","Saxony","indirect migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1991","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1991","Thuringia","no migration background","","","",""
"Min 1x per week","1991","Thuringia","direct migration background","","","",""
"Min 1x per week","1991","Thuringia","indirect migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1991","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1991","Hamburg","no migration background","","","",""
"Min 1x per month","1991","Hamburg","direct migration background","","","",""
"Min 1x per month","1991","Hamburg","indirect migration background","","","",""
"Min 1x per month","1991","Lower Saxony","no migration background","","","",""
"Min 1x per month","1991","Lower Saxony","direct migration background","","","",""
"Min 1x per month","1991","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1991","Bremen","no migration background","","","",""
"Min 1x per month","1991","Bremen","direct migration background","","","",""
"Min 1x per month","1991","Bremen","indirect migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","1991","Hesse","no migration background","","","",""
"Min 1x per month","1991","Hesse","direct migration background","","","",""
"Min 1x per month","1991","Hesse","indirect migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","1991","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1991","Bavaria","no migration background","","","",""
"Min 1x per month","1991","Bavaria","direct migration background","","","",""
"Min 1x per month","1991","Bavaria","indirect migration background","","","",""
"Min 1x per month","1991","Berlin","no migration background","","","",""
"Min 1x per month","1991","Berlin","direct migration background","","","",""
"Min 1x per month","1991","Berlin","indirect migration background","","","",""
"Min 1x per month","1991","Brandenburg","no migration background","","","",""
"Min 1x per month","1991","Brandenburg","direct migration background","","","",""
"Min 1x per month","1991","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1991","Saxony","no migration background","","","",""
"Min 1x per month","1991","Saxony","direct migration background","","","",""
"Min 1x per month","1991","Saxony","indirect migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1991","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1991","Thuringia","no migration background","","","",""
"Min 1x per month","1991","Thuringia","direct migration background","","","",""
"Min 1x per month","1991","Thuringia","indirect migration background","","","",""
"Rarely","1991","Schleswig-Holstein","no migration background","","","",""
"Rarely","1991","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1991","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1991","Hamburg","no migration background","","","",""
"Rarely","1991","Hamburg","direct migration background","","","",""
"Rarely","1991","Hamburg","indirect migration background","","","",""
"Rarely","1991","Lower Saxony","no migration background","","","",""
"Rarely","1991","Lower Saxony","direct migration background","","","",""
"Rarely","1991","Lower Saxony","indirect migration background","","","",""
"Rarely","1991","Bremen","no migration background","","","",""
"Rarely","1991","Bremen","direct migration background","","","",""
"Rarely","1991","Bremen","indirect migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","no migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1991","Hesse","no migration background","","","",""
"Rarely","1991","Hesse","direct migration background","","","",""
"Rarely","1991","Hesse","indirect migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1991","Baden-Württemberg","no migration background","","","",""
"Rarely","1991","Baden-Württemberg","direct migration background","","","",""
"Rarely","1991","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1991","Bavaria","no migration background","","","",""
"Rarely","1991","Bavaria","direct migration background","","","",""
"Rarely","1991","Bavaria","indirect migration background","","","",""
"Rarely","1991","Berlin","no migration background","","","",""
"Rarely","1991","Berlin","direct migration background","","","",""
"Rarely","1991","Berlin","indirect migration background","","","",""
"Rarely","1991","Brandenburg","no migration background","","","",""
"Rarely","1991","Brandenburg","direct migration background","","","",""
"Rarely","1991","Brandenburg","indirect migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1991","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1991","Saxony","no migration background","","","",""
"Rarely","1991","Saxony","direct migration background","","","",""
"Rarely","1991","Saxony","indirect migration background","","","",""
"Rarely","1991","Saxony-Anhalt","no migration background","","","",""
"Rarely","1991","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1991","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1991","Thuringia","no migration background","","","",""
"Rarely","1991","Thuringia","direct migration background","","","",""
"Rarely","1991","Thuringia","indirect migration background","","","",""
"Never","1991","Schleswig-Holstein","no migration background","","","",""
"Never","1991","Schleswig-Holstein","direct migration background","","","",""
"Never","1991","Schleswig-Holstein","indirect migration background","","","",""
"Never","1991","Hamburg","no migration background","","","",""
"Never","1991","Hamburg","direct migration background","","","",""
"Never","1991","Hamburg","indirect migration background","","","",""
"Never","1991","Lower Saxony","no migration background","","","",""
"Never","1991","Lower Saxony","direct migration background","","","",""
"Never","1991","Lower Saxony","indirect migration background","","","",""
"Never","1991","Bremen","no migration background","","","",""
"Never","1991","Bremen","direct migration background","","","",""
"Never","1991","Bremen","indirect migration background","","","",""
"Never","1991","North Rhine-Westphalia","no migration background","","","",""
"Never","1991","North Rhine-Westphalia","direct migration background","","","",""
"Never","1991","North Rhine-Westphalia","indirect migration background","","","",""
"Never","1991","Hesse","no migration background","","","",""
"Never","1991","Hesse","direct migration background","","","",""
"Never","1991","Hesse","indirect migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","1991","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","1991","Baden-Württemberg","no migration background","","","",""
"Never","1991","Baden-Württemberg","direct migration background","","","",""
"Never","1991","Baden-Württemberg","indirect migration background","","","",""
"Never","1991","Bavaria","no migration background","","","",""
"Never","1991","Bavaria","direct migration background","","","",""
"Never","1991","Bavaria","indirect migration background","","","",""
"Never","1991","Berlin","no migration background","","","",""
