"pli0089","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1995","Employed","Urban Area","1686","0.322391026057605","0.310144043697826","0.334638008417385","4"
"Daily","1996","Employed","Rural Area","","","","","1"
"Daily","1996","Not Employed","Urban Area","","","","","1"
"Daily","1996","Not Employed","Rural Area","","","","","1"
"Daily","1996","Employed","Urban Area","","","","","1"
"Min 1x per month","1996","Employed","Rural Area","","","","","3"
"Min 1x per month","1996","Not Employed","Rural Area","","","","","3"
"Min 1x per month","1996","Employed","Urban Area","","","","","3"
"Min 1x per month","1996","Not Employed","Urban Area","","","","","3"
"Min 1x per week","1996","Employed","Urban Area","","","","","2"
"Min 1x per week","1996","Employed","Rural Area","","","","","2"
"Min 1x per week","1996","Not Employed","Rural Area","","","","","2"
"Min 1x per week","1996","Not Employed","Urban Area","","","","","2"
"Never","1996","Not Employed","Rural Area","","","","","5"
"Never","1996","Not Employed","Urban Area","","","","","5"
"Never","1996","Employed","Urban Area","","","","","5"
"Never","1996","Employed","Rural Area","","","","","5"
"Rarely","1996","Employed","Urban Area","","","","","4"
"Rarely","1996","Not Employed","Rural Area","","","","","4"
"Rarely","1996","Employed","Rural Area","","","","","4"
"Rarely","1996","Not Employed","Urban Area","","","","","4"
"Daily","1997","Not Employed","Urban Area","","","","","1"
"Daily","1997","Employed","Urban Area","","","","","1"
"Daily","1997","Employed","Rural Area","","","","","1"
"Daily","1997","Not Employed","Rural Area","","","","","1"
"Min 1x per month","1997","Employed","Rural Area","","","","","3"
"Min 1x per month","1997","Employed","Urban Area","","","","","3"
"Min 1x per month","1997","Not Employed","Rural Area","","","","","3"
"Min 1x per month","1997","Not Employed","Urban Area","","","","","3"
"Min 1x per week","1997","Employed","Rural Area","","","","","2"
"Min 1x per week","1997","Employed","Urban Area","","","","","2"
"Min 1x per week","1997","Not Employed","Urban Area","","","","","2"
"Min 1x per week","1997","Not Employed","Rural Area","","","","","2"
"Never","1997","Not Employed","Urban Area","","","","","5"
"Never","1997","Not Employed","Rural Area","","","","","5"
"Never","1997","Employed","Urban Area","","","","","5"
"Never","1997","Employed","Rural Area","","","","","5"
"Rarely","1997","Employed","Rural Area","","","","","4"
"Rarely","1997","Not Employed","Urban Area","","","","","4"
"Rarely","1997","Employed","Urban Area","","","","","4"
"Rarely","1997","Not Employed","Rural Area","","","","","4"
"Daily","1998","Not Employed","Urban Area","3","","","","1"
"Daily","1998","Employed","Rural Area","2","","","","1"
"Daily","1998","Employed","Urban Area","8","","","","1"
"Daily","1998","Not Employed","Rural Area","3","","","","1"
"Min 1x per month","1998","Employed","Urban Area","527","0.0921525858797201","0.0846985042824235","0.0996066674770167","3"
"Min 1x per month","1998","Employed","Rural Area","283","0.0968797665077672","0.086377060913089","0.107382472102445","3"
"Min 1x per month","1998","Not Employed","Urban Area","198","0.0511395198563665","0.0439075143891242","0.0583715253236089","3"
"Min 1x per month","1998","Not Employed","Rural Area","118","0.0587640530650213","0.0478812193018718","0.0696468868281707","3"
"Min 1x per week","1998","Not Employed","Rural Area","81","0.0387924569745876","0.0298569520120414","0.0477279619371337","2"
"Min 1x per week","1998","Employed","Rural Area","201","0.073459835211016","0.0641964662159068","0.0827232042061251","2"
"Min 1x per week","1998","Employed","Urban Area","331","0.0584507283290475","0.0524049747965496","0.0644964818615454","2"
"Min 1x per week","1998","Not Employed","Urban Area","111","0.029513360305752","0.0239570901499518","0.0350696304615522","2"
"Never","1998","Not Employed","Urban Area","2490","0.710563993057917","0.695675281355243","0.725452704760592","5"
"Never","1998","Not Employed","Rural Area","1171","0.677490291944732","0.655860128260956","0.699120455628508","5"
"Never","1998","Employed","Urban Area","2923","0.486353411369878","0.473472632156429","0.499234190583327","5"
"Never","1998","Employed","Rural Area","1474","0.479011012858583","0.461273248356553","0.496748777360613","5"
"Rarely","1998","Employed","Rural Area","1087","0.350114274161351","0.333177321578918","0.367051226743784","4"
"Rarely","1998","Not Employed","Rural Area","421","0.223762555224629","0.204477189799636","0.243047920649621","4"
"Rarely","1998","Not Employed","Urban Area","762","0.207786404705185","0.19446625968311","0.22110654972726","4"
"Rarely","1998","Employed","Urban Area","1995","0.361545274284896","0.349163572308802","0.373926976260989","4"
"Daily","1999","Not Employed","Urban Area","","","","","1"
"Daily","1999","Employed","Rural Area","","","","","1"
"Daily","1999","Not Employed","Rural Area","","","","","1"
"Daily","1999","Employed","Urban Area","","","","","1"
"Min 1x per month","1999","Employed","Rural Area","","","","","3"
"Min 1x per month","1999","Employed","Urban Area","","","","","3"
"Min 1x per month","1999","Not Employed","Rural Area","","","","","3"
"Min 1x per month","1999","Not Employed","Urban Area","","","","","3"
"Min 1x per week","1999","Employed","Urban Area","","","","","2"
"Min 1x per week","1999","Not Employed","Rural Area","","","","","2"
"Min 1x per week","1999","Employed","Rural Area","","","","","2"
"Min 1x per week","1999","Not Employed","Urban Area","","","","","2"
"Never","1999","Not Employed","Urban Area","","","","","5"
"Never","1999","Not Employed","Rural Area","","","","","5"
"Never","1999","Employed","Urban Area","","","","","5"
"Never","1999","Employed","Rural Area","","","","","5"
"Rarely","1999","Employed","Urban Area","","","","","4"
"Rarely","1999","Employed","Rural Area","","","","","4"
"Rarely","1999","Not Employed","Rural Area","","","","","4"
"Rarely","1999","Not Employed","Urban Area","","","","","4"
"Daily","2000","Not Employed","Urban Area","","","","","1"
"Daily","2000","Employed","Urban Area","","","","","1"
"Daily","2000","Employed","Rural Area","","","","","1"
"Daily","2000","Not Employed","Rural Area","","","","","1"
"Min 1x per month","2000","Employed","Rural Area","","","","","3"
"Min 1x per month","2000","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2000","Employed","Urban Area","","","","","3"
"Min 1x per month","2000","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2000","Employed","Rural Area","","","","","2"
"Min 1x per week","2000","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2000","Employed","Urban Area","","","","","2"
"Min 1x per week","2000","Not Employed","Rural Area","","","","","2"
"Never","2000","Not Employed","Urban Area","","","","","5"
"Never","2000","Not Employed","Rural Area","","","","","5"
"Never","2000","Employed","Urban Area","","","","","5"
"Never","2000","Employed","Rural Area","","","","","5"
"Rarely","2000","Employed","Rural Area","","","","","4"
"Rarely","2000","Employed","Urban Area","","","","","4"
"Rarely","2000","Not Employed","Urban Area","","","","","4"
"Rarely","2000","Not Employed","Rural Area","","","","","4"
"Daily","2001","Not Employed","Urban Area","","","","","1"
"Daily","2001","Employed","Urban Area","","","","","1"
"Daily","2001","Employed","Rural Area","","","","","1"
"Daily","2001","Not Employed","Rural Area","","","","","1"
"Min 1x per month","2001","Employed","Urban Area","","","","","3"
"Min 1x per month","2001","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2001","Employed","Rural Area","","","","","3"
"Min 1x per month","2001","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2001","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2001","Employed","Rural Area","","","","","2"
"Min 1x per week","2001","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2001","Employed","Urban Area","","","","","2"
"Never","2001","Not Employed","Rural Area","","","","","5"
"Never","2001","Not Employed","Urban Area","","","","","5"
"Never","2001","Employed","Urban Area","","","","","5"
"Never","2001","Employed","Rural Area","","","","","5"
"Rarely","2001","Employed","Rural Area","","","","","4"
"Rarely","2001","Not Employed","Rural Area","","","","","4"
"Rarely","2001","Employed","Urban Area","","","","","4"
"Rarely","2001","Not Employed","Urban Area","","","","","4"
"Daily","2002","Not Employed","Urban Area","","","","","1"
"Daily","2002","Not Employed","Rural Area","","","","","1"
"Daily","2002","Employed","Urban Area","","","","","1"
"Daily","2002","Employed","Rural Area","","","","","1"
"Min 1x per month","2002","Employed","Urban Area","","","","","3"
"Min 1x per month","2002","Employed","Rural Area","","","","","3"
"Min 1x per month","2002","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2002","Not Employed","Rural Area","","","","","3"
"Min 1x per week","2002","Employed","Urban Area","","","","","2"
"Min 1x per week","2002","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2002","Employed","Rural Area","","","","","2"
"Min 1x per week","2002","Not Employed","Urban Area","","","","","2"
"Never","2002","Not Employed","Urban Area","","","","","5"
"Never","2002","Not Employed","Rural Area","","","","","5"
"Never","2002","Employed","Urban Area","","","","","5"
"Never","2002","Employed","Rural Area","","","","","5"
"Rarely","2002","Employed","Urban Area","","","","","4"
"Rarely","2002","Employed","Rural Area","","","","","4"
"Rarely","2002","Not Employed","Rural Area","","","","","4"
"Rarely","2002","Not Employed","Urban Area","","","","","4"
"Daily","2003","Not Employed","Urban Area","10","","","","1"
"Daily","2003","Not Employed","Rural Area","4","","","","1"
"Daily","2003","Employed","Urban Area","11","","","","1"
"Daily","2003","Employed","Rural Area","6","","","","1"
"Min 1x per month","2003","Not Employed","Rural Area","162","0.0500574734312723","0.041904371822612","0.0582105750399325","3"
"Min 1x per month","2003","Not Employed","Urban Area","300","0.0469158525574919","0.0412706550927511","0.0525610500222328","3"
"Min 1x per month","2003","Employed","Urban Area","894","0.093478191150846","0.0875987495070192","0.0993576327946728","3"
"Min 1x per month","2003","Employed","Rural Area","423","0.0940089406625243","0.0855337312920879","0.102484150032961","3"
"Min 1x per week","2003","Not Employed","Urban Area","213","0.034492265468778","0.0296204318610675","0.0393640990764885","2"
"Min 1x per week","2003","Employed","Urban Area","511","0.0521399668979545","0.0476499364393895","0.0566299973565194","2"
"Min 1x per week","2003","Employed","Rural Area","290","0.0658278222466454","0.0586263364484978","0.073029308044793","2"
"Min 1x per week","2003","Not Employed","Rural Area","93","0.0305449771757764","0.0241110896892347","0.0369788646623181","2"
"Never","2003","Not Employed","Rural Area","1865","0.703714301723915","0.686641953525897","0.720786649921934","5"
"Never","2003","Not Employed","Urban Area","3798","0.730890997046187","0.719051203536282","0.742730790556092","5"
"Never","2003","Employed","Urban Area","4795","0.519428524221457","0.509337536023727","0.529519512419187","5"
"Never","2003","Employed","Rural Area","2185","0.468197144011171","0.453706302279744","0.482687985742597","5"
"Rarely","2003","Employed","Urban Area","3206","0.333863757794942","0.324338911505285","0.343388604084598","4"
"Rarely","2003","Not Employed","Urban Area","1069","0.186118445182326","0.175728122879466","0.196508767485186","4"
"Rarely","2003","Not Employed","Rural Area","624","0.213929335636606","0.198597092678879","0.229261578594334","4"
"Rarely","2003","Employed","Rural Area","1651","0.370435912558691","0.356411637684413","0.384460187432969","4"
"Daily","2004","Not Employed","Urban Area","","","","","1"
"Daily","2004","Not Employed","Rural Area","","","","","1"
"Daily","2004","Employed","Urban Area","","","","","1"
"Daily","2004","Employed","Rural Area","","","","","1"
"Min 1x per month","2004","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2004","Employed","Urban Area","","","","","3"
"Min 1x per month","2004","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2004","Employed","Rural Area","","","","","3"
"Min 1x per week","2004","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2004","Employed","Rural Area","","","","","2"
"Min 1x per week","2004","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2004","Employed","Urban Area","","","","","2"
"Never","2004","Not Employed","Rural Area","","","","","5"
"Never","2004","Not Employed","Urban Area","","","","","5"
"Never","2004","Employed","Urban Area","","","","","5"
"Never","2004","Employed","Rural Area","","","","","5"
"Rarely","2004","Employed","Rural Area","","","","","4"
"Rarely","2004","Not Employed","Rural Area","","","","","4"
"Rarely","2004","Employed","Urban Area","","","","","4"
"Rarely","2004","Not Employed","Urban Area","","","","","4"
"Daily","2005","Not Employed","Urban Area","","","","","1"
"Daily","2005","Not Employed","Rural Area","","","","","1"
"Daily","2005","Employed","Rural Area","","","","","1"
"Daily","2005","Employed","Urban Area","","","","","1"
"Min 1x per month","2005","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2005","Employed","Rural Area","","","","","3"
"Min 1x per month","2005","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2005","Employed","Urban Area","","","","","3"
"Min 1x per week","2005","Employed","Rural Area","","","","","2"
"Min 1x per week","2005","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2005","Employed","Urban Area","","","","","2"
"Min 1x per week","2005","Not Employed","Urban Area","","","","","2"
"Never","2005","Not Employed","Urban Area","","","","","5"
"Never","2005","Not Employed","Rural Area","","","","","5"
"Never","2005","Employed","Urban Area","","","","","5"
"Never","2005","Employed","Rural Area","","","","","5"
"Rarely","2005","Not Employed","Rural Area","","","","","4"
"Rarely","2005","Employed","Rural Area","","","","","4"
"Rarely","2005","Not Employed","Urban Area","","","","","4"
"Rarely","2005","Employed","Urban Area","","","","","4"
"Daily","2006","Not Employed","Urban Area","","","","","1"
"Daily","2006","Not Employed","Rural Area","","","","","1"
"Daily","2006","Employed","Rural Area","","","","","1"
"Daily","2006","Employed","Urban Area","","","","","1"
"Min 1x per month","2006","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2006","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2006","Employed","Rural Area","","","","","3"
"Min 1x per month","2006","Employed","Urban Area","","","","","3"
"Min 1x per week","2006","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2006","Employed","Urban Area","","","","","2"
"Min 1x per week","2006","Employed","Rural Area","","","","","2"
"Min 1x per week","2006","Not Employed","Rural Area","","","","","2"
"Never","2006","Not Employed","Urban Area","","","","","5"
"Never","2006","Not Employed","Rural Area","","","","","5"
"Never","2006","Employed","Urban Area","","","","","5"
"Never","2006","Employed","Rural Area","","","","","5"
"Rarely","2006","Employed","Urban Area","","","","","4"
"Rarely","2006","Not Employed","Urban Area","","","","","4"
"Rarely","2006","Not Employed","Rural Area","","","","","4"
"Rarely","2006","Employed","Rural Area","","","","","4"
"Daily","2007","Not Employed","Urban Area","","","","","1"
"Daily","2007","Not Employed","Rural Area","","","","","1"
"Daily","2007","Employed","Urban Area","","","","","1"
"Daily","2007","Employed","Rural Area","","","","","1"
"Min 1x per month","2007","Employed","Urban Area","","","","","3"
"Min 1x per month","2007","Employed","Rural Area","","","","","3"
"Min 1x per month","2007","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2007","Not Employed","Rural Area","","","","","3"
"Min 1x per week","2007","Employed","Rural Area","","","","","2"
"Min 1x per week","2007","Employed","Urban Area","","","","","2"
"Min 1x per week","2007","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2007","Not Employed","Rural Area","","","","","2"
"Never","2007","Not Employed","Urban Area","","","","","5"
"Never","2007","Not Employed","Rural Area","","","","","5"
"Never","2007","Employed","Urban Area","","","","","5"
"Never","2007","Employed","Rural Area","","","","","5"
"Rarely","2007","Employed","Rural Area","","","","","4"
"Rarely","2007","Not Employed","Urban Area","","","","","4"
"Rarely","2007","Employed","Urban Area","","","","","4"
"Rarely","2007","Not Employed","Rural Area","","","","","4"
"Daily","2008","Not Employed","Urban Area","7","","","","1"
"Daily","2008","Not Employed","Rural Area","8","","","","1"
"Daily","2008","Employed","Rural Area","6","","","","1"
"Daily","2008","Employed","Urban Area","11","","","","1"
"Min 1x per month","2008","Employed","Rural Area","386","0.0914750699426802","0.0825143128901471","0.100435826995213","3"
"Min 1x per month","2008","Not Employed","Urban Area","287","0.0587813875036993","0.0521860575172404","0.0653767174901581","3"
"Min 1x per month","2008","Employed","Urban Area","788","0.103833236889065","0.0971057611668353","0.110560712611296","3"
"Min 1x per month","2008","Not Employed","Rural Area","147","0.0544524707593994","0.045678089196934","0.0632268523218649","3"
"Min 1x per week","2008","Employed","Rural Area","260","0.0758426132333398","0.0676134719799706","0.084071754486709","2"
"Min 1x per week","2008","Not Employed","Rural Area","104","0.0412174151366262","0.0335302451702091","0.0489045851030433","2"
"Min 1x per week","2008","Employed","Urban Area","403","0.0491931892331069","0.0444235211506376","0.0539628573155761","2"
"Min 1x per week","2008","Not Employed","Urban Area","158","0.0325465988729874","0.0275710706590007","0.0375221270869742","2"
"Never","2008","Employed","Urban Area","3912","0.491801596453107","0.480776024149362","0.502827168756851","5"
"Never","2008","Not Employed","Urban Area","3380","0.707972485145767","0.695223035566793","0.720721934724742","5"
"Never","2008","Not Employed","Rural Area","1774","0.706181156153427","0.688566915566308","0.723795396740545","5"
"Never","2008","Employed","Rural Area","1936","0.478509447965555","0.462982239491368","0.494036656439743","5"
"Rarely","2008","Not Employed","Rural Area","536","0.19542761971241","0.180094110092137","0.210761129332682","4"
"Rarely","2008","Employed","Rural Area","1388","0.353488912943511","0.338629529487598","0.368348296399424","4"
"Rarely","2008","Not Employed","Urban Area","1054","0.199914792849265","0.188700756855591","0.211128828842939","4"
"Rarely","2008","Employed","Urban Area","2784","0.354198196759801","0.343650386085522","0.36474600743408","4"
"Daily","2009","Not Employed","Urban Area","","","","","1"
"Daily","2009","Not Employed","Rural Area","","","","","1"
"Daily","2009","Employed","Urban Area","","","","","1"
"Daily","2009","Employed","Rural Area","","","","","1"
"Min 1x per month","2009","Employed","Rural Area","","","","","3"
"Min 1x per month","2009","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2009","Employed","Urban Area","","","","","3"
"Min 1x per month","2009","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2009","Employed","Urban Area","","","","","2"
"Min 1x per week","2009","Employed","Rural Area","","","","","2"
"Min 1x per week","2009","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2009","Not Employed","Urban Area","","","","","2"
"Never","2009","Employed","Urban Area","","","","","5"
"Never","2009","Not Employed","Urban Area","","","","","5"
"Never","2009","Not Employed","Rural Area","","","","","5"
"Never","2009","Employed","Rural Area","","","","","5"
"Rarely","2009","Employed","Urban Area","","","","","4"
"Rarely","2009","Not Employed","Rural Area","","","","","4"
"Rarely","2009","Employed","Rural Area","","","","","4"
"Rarely","2009","Not Employed","Urban Area","","","","","4"
"Daily","2010","Not Employed","Urban Area","","","","","1"
"Daily","2010","Not Employed","Rural Area","","","","","1"
"Daily","2010","Employed","Urban Area","","","","","1"
"Daily","2010","Employed","Rural Area","","","","","1"
"Min 1x per month","2010","Employed","Rural Area","","","","","3"
"Min 1x per month","2010","Employed","Urban Area","","","","","3"
"Min 1x per month","2010","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2010","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2010","Employed","Rural Area","","","","","2"
"Min 1x per week","2010","Employed","Urban Area","","","","","2"
"Min 1x per week","2010","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2010","Not Employed","Rural Area","","","","","2"
"Never","2010","Not Employed","Rural Area","","","","","5"
"Never","2010","Employed","Urban Area","","","","","5"
"Never","2010","Not Employed","Urban Area","","","","","5"
"Never","2010","Employed","Rural Area","","","","","5"
"Rarely","2010","Employed","Rural Area","","","","","4"
"Rarely","2010","Not Employed","Urban Area","","","","","4"
"Rarely","2010","Employed","Urban Area","","","","","4"
"Rarely","2010","Not Employed","Rural Area","","","","","4"
"Daily","2011","Not Employed","Urban Area","","","","","1"
"Daily","2011","Not Employed","Rural Area","","","","","1"
"Daily","2011","Employed","Urban Area","","","","","1"
"Daily","2011","Employed","Rural Area","","","","","1"
"Min 1x per month","2011","Employed","Urban Area","","","","","3"
"Min 1x per month","2011","Employed","Rural Area","","","","","3"
"Min 1x per month","2011","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2011","Not Employed","Rural Area","","","","","3"
"Min 1x per week","2011","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2011","Employed","Rural Area","","","","","2"
"Min 1x per week","2011","Employed","Urban Area","","","","","2"
"Min 1x per week","2011","Not Employed","Urban Area","","","","","2"
"Never","2011","Employed","Urban Area","","","","","5"
"Never","2011","Not Employed","Rural Area","","","","","5"
"Never","2011","Not Employed","Urban Area","","","","","5"
"Never","2011","Employed","Rural Area","","","","","5"
