"pli0089","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1990","16-34 y.","general elemantary","113","0.13325475463067","0.111517615464581","0.154991893796759","3"
"Min 1x per month","1990","16-34 y.","middle vocational","235","0.130742877045758","0.114930064624636","0.14655568946688","3"
"Min 1x per month","1990","16-34 y.","vocational + Abi","18","","","","3"
"Min 1x per month","1990","16-34 y.","higher vocational","20","","","","3"
"Min 1x per month","1990","16-34 y.","higher education","12","","","","3"
"Min 1x per week","1990","66 and older","in school","","","","","2"
"Min 1x per week","1990","66 and older","inadequately","","","","","2"
"Min 1x per week","1990","66 and older","general elemantary","2","","","","2"
"Min 1x per week","1990","66 and older","middle vocational","8","","","","2"
"Min 1x per week","1990","66 and older","vocational + Abi","1","","","","2"
"Min 1x per week","1990","66 and older","higher vocational","1","","","","2"
"Min 1x per week","1990","66 and older","higher education","","","","","2"
"Min 1x per week","1990","16-34 y.","in school","28","","","","2"
"Min 1x per week","1990","16-34 y.","inadequately","11","","","","2"
"Min 1x per week","1990","16-34 y.","general elemantary","117","0.121326726565119","0.100443036298831","0.142210416831408","2"
"Min 1x per week","1990","16-34 y.","middle vocational","185","0.106259090414747","0.0918041988832569","0.120713981946238","2"
"Min 1x per week","1990","16-34 y.","vocational + Abi","19","","","","2"
"Min 1x per week","1990","16-34 y.","higher vocational","13","","","","2"
"Min 1x per week","1990","16-34 y.","higher education","9","","","","2"
"Min 1x per week","1990","35-65 y.","in school","","","","","2"
"Min 1x per week","1990","35-65 y.","inadequately","11","","","","2"
"Min 1x per week","1990","35-65 y.","general elemantary","43","0.0308392099590658","0.0208472954315136","0.0408311244866179","2"
"Min 1x per week","1990","35-65 y.","middle vocational","171","0.0704367039305808","0.0599861305717801","0.0808872772893814","2"
"Min 1x per week","1990","35-65 y.","vocational + Abi","8","","","","2"
"Min 1x per week","1990","35-65 y.","higher vocational","15","","","","2"
"Min 1x per week","1990","35-65 y.","higher education","25","","","","2"
"Never","1990","66 and older","in school","","","","","5"
"Never","1990","66 and older","vocational + Abi","18","","","","5"
"Never","1990","66 and older","inadequately","17","","","","5"
"Never","1990","66 and older","general elemantary","363","0.944118885056644","0.921145322223955","0.967092447889333","5"
"Never","1990","66 and older","middle vocational","416","0.866653439661874","0.836675743199203","0.896631136124546","5"
"Never","1990","35-65 y.","in school","","","","","5"
"Never","1990","35-65 y.","inadequately","370","0.815671507403195","0.780159989693911","0.85118302511248","5"
"Never","1990","35-65 y.","general elemantary","818","0.710769313677936","0.684564221620882","0.73697440573499","5"
"Never","1990","66 and older","higher vocational","52","0.761985593268563","0.66222154271856","0.861749643818566","5"
"Never","1990","66 and older","higher education","53","0.864353144739073","0.779121136897326","0.94958515258082","5"
"Never","1990","35-65 y.","middle vocational","1250","0.52846642820691","0.508078826859241","0.548854029554579","5"
"Never","1990","35-65 y.","vocational + Abi","64","0.614992993478423","0.522360243116862","0.707625743839984","5"
"Never","1990","35-65 y.","higher vocational","149","0.540757024069027","0.482282279239186","0.599231768898868","5"
"Never","1990","35-65 y.","higher education","252","0.580000105057361","0.533672113435861","0.626328096678862","5"
"Never","1990","16-34 y.","in school","42","0.190987190816421","0.130269538302925","0.251704843329916","5"
"Never","1990","16-34 y.","inadequately","107","0.592954521227833","0.516350475370669","0.669558567084997","5"
"Never","1990","16-34 y.","general elemantary","456","0.43935189210195","0.407607521125814","0.471096263078087","5"
"Never","1990","16-34 y.","middle vocational","748","0.412351574424021","0.389261858574969","0.435441290273074","5"
"Never","1990","16-34 y.","vocational + Abi","71","0.397483386388292","0.32303795500352","0.471928817773063","5"
"Never","1990","16-34 y.","higher vocational","82","0.435386705921821","0.359734908525545","0.511038503318096","5"
"Never","1990","16-34 y.","higher education","116","0.559752851739046","0.490607668950809","0.628898034527282","5"
"Rarely","1990","16-34 y.","general elemantary","252","0.30588266201472","0.276410691657771","0.33535463237167","4"
"Rarely","1990","16-34 y.","middle vocational","574","0.348601685796713","0.326249807300643","0.370953564292783","4"
"Rarely","1990","16-34 y.","vocational + Abi","58","0.384159893813152","0.310168017126686","0.458151770499619","4"
"Rarely","1990","16-34 y.","higher vocational","49","0.293723805703191","0.224227298786649","0.363220312619732","4"
"Rarely","1990","16-34 y.","higher education","61","0.333178233349147","0.267524611359973","0.398831855338321","4"
"Rarely","1990","35-65 y.","in school","","","","","4"
"Rarely","1990","35-65 y.","inadequately","50","0.100728910556138","0.0731651964823118","0.128292624629964","4"
"Rarely","1990","35-65 y.","general elemantary","208","0.195730284626028","0.172798965275249","0.218661603976808","4"
"Rarely","1990","35-65 y.","middle vocational","637","0.292755447885933","0.274171481115868","0.311339414655999","4"
"Rarely","1990","35-65 y.","vocational + Abi","24","","","","4"
"Rarely","1990","35-65 y.","higher vocational","91","0.324986597395158","0.270028092091454","0.379945102698863","4"
"Rarely","1990","35-65 y.","higher education","136","0.304869730301316","0.261658652404503","0.348080808198129","4"
"Rarely","1990","66 and older","in school","","","","","4"
"Rarely","1990","66 and older","inadequately","","","","","4"
"Rarely","1990","16-34 y.","in school","71","0.508846788043574","0.431625477832359","0.586068098254789","4"
"Rarely","1990","16-34 y.","inadequately","22","","","","4"
"Rarely","1990","66 and older","general elemantary","15","","","","4"
"Rarely","1990","66 and older","middle vocational","53","0.0881170093473655","0.0631202304670528","0.113113788227678","4"
"Rarely","1990","66 and older","vocational + Abi","3","","","","4"
"Rarely","1990","66 and older","higher vocational","15","","","","4"
"Rarely","1990","66 and older","higher education","7","","","","4"
"Daily","1991","16-34 y.","in school","","","","","1"
"Daily","1991","16-34 y.","inadequately","","","","","1"
"Daily","1991","16-34 y.","general elemantary","","","","","1"
"Daily","1991","16-34 y.","middle vocational","","","","","1"
"Daily","1991","16-34 y.","vocational + Abi","","","","","1"
"Daily","1991","16-34 y.","higher vocational","","","","","1"
"Daily","1991","16-34 y.","higher education","","","","","1"
"Daily","1991","35-65 y.","in school","","","","","1"
"Daily","1991","35-65 y.","inadequately","","","","","1"
"Daily","1991","35-65 y.","general elemantary","","","","","1"
"Daily","1991","35-65 y.","middle vocational","","","","","1"
"Daily","1991","35-65 y.","vocational + Abi","","","","","1"
"Daily","1991","35-65 y.","higher vocational","","","","","1"
"Daily","1991","35-65 y.","higher education","","","","","1"
"Daily","1991","66 and older","in school","","","","","1"
"Daily","1991","66 and older","inadequately","","","","","1"
"Daily","1991","66 and older","general elemantary","","","","","1"
"Daily","1991","66 and older","middle vocational","","","","","1"
"Daily","1991","66 and older","vocational + Abi","","","","","1"
"Daily","1991","66 and older","higher vocational","","","","","1"
"Daily","1991","66 and older","higher education","","","","","1"
"Min 1x per month","1991","66 and older","middle vocational","","","","","3"
"Min 1x per month","1991","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1991","35-65 y.","in school","","","","","3"
"Min 1x per month","1991","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1991","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1991","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1991","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1991","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1991","35-65 y.","higher education","","","","","3"
"Min 1x per month","1991","66 and older","in school","","","","","3"
"Min 1x per month","1991","66 and older","inadequately","","","","","3"
"Min 1x per month","1991","66 and older","general elemantary","","","","","3"
"Min 1x per month","1991","66 and older","higher vocational","","","","","3"
"Min 1x per month","1991","66 and older","higher education","","","","","3"
"Min 1x per month","1991","16-34 y.","in school","","","","","3"
"Min 1x per month","1991","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1991","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1991","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1991","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1991","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1991","16-34 y.","higher education","","","","","3"
"Min 1x per week","1991","66 and older","in school","","","","","2"
"Min 1x per week","1991","66 and older","inadequately","","","","","2"
"Min 1x per week","1991","66 and older","general elemantary","","","","","2"
"Min 1x per week","1991","66 and older","middle vocational","","","","","2"
"Min 1x per week","1991","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1991","66 and older","higher vocational","","","","","2"
"Min 1x per week","1991","66 and older","higher education","","","","","2"
"Min 1x per week","1991","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1991","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1991","35-65 y.","higher education","","","","","2"
"Min 1x per week","1991","16-34 y.","in school","","","","","2"
"Min 1x per week","1991","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1991","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1991","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","1991","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1991","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1991","16-34 y.","higher education","","","","","2"
"Min 1x per week","1991","35-65 y.","in school","","","","","2"
"Min 1x per week","1991","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1991","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1991","35-65 y.","middle vocational","","","","","2"
"Never","1991","66 and older","vocational + Abi","","","","","5"
"Never","1991","66 and older","in school","","","","","5"
"Never","1991","66 and older","inadequately","","","","","5"
"Never","1991","66 and older","general elemantary","","","","","5"
"Never","1991","66 and older","middle vocational","","","","","5"
"Never","1991","66 and older","higher vocational","","","","","5"
"Never","1991","66 and older","higher education","","","","","5"
"Never","1991","35-65 y.","in school","","","","","5"
"Never","1991","35-65 y.","inadequately","","","","","5"
"Never","1991","35-65 y.","general elemantary","","","","","5"
"Never","1991","35-65 y.","middle vocational","","","","","5"
"Never","1991","35-65 y.","vocational + Abi","","","","","5"
"Never","1991","35-65 y.","higher vocational","","","","","5"
"Never","1991","35-65 y.","higher education","","","","","5"
"Never","1991","16-34 y.","in school","","","","","5"
"Never","1991","16-34 y.","inadequately","","","","","5"
"Never","1991","16-34 y.","general elemantary","","","","","5"
"Never","1991","16-34 y.","middle vocational","","","","","5"
"Never","1991","16-34 y.","vocational + Abi","","","","","5"
"Never","1991","16-34 y.","higher vocational","","","","","5"
"Never","1991","16-34 y.","higher education","","","","","5"
"Rarely","1991","16-34 y.","general elemantary","","","","","4"
"Rarely","1991","16-34 y.","middle vocational","","","","","4"
"Rarely","1991","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1991","16-34 y.","higher vocational","","","","","4"
"Rarely","1991","16-34 y.","higher education","","","","","4"
"Rarely","1991","35-65 y.","in school","","","","","4"
"Rarely","1991","35-65 y.","inadequately","","","","","4"
"Rarely","1991","35-65 y.","general elemantary","","","","","4"
"Rarely","1991","35-65 y.","middle vocational","","","","","4"
"Rarely","1991","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1991","35-65 y.","higher vocational","","","","","4"
"Rarely","1991","35-65 y.","higher education","","","","","4"
"Rarely","1991","66 and older","in school","","","","","4"
"Rarely","1991","66 and older","inadequately","","","","","4"
"Rarely","1991","66 and older","vocational + Abi","","","","","4"
"Rarely","1991","66 and older","higher vocational","","","","","4"
"Rarely","1991","66 and older","higher education","","","","","4"
"Rarely","1991","16-34 y.","in school","","","","","4"
"Rarely","1991","16-34 y.","inadequately","","","","","4"
"Rarely","1991","66 and older","general elemantary","","","","","4"
"Rarely","1991","66 and older","middle vocational","","","","","4"
"Daily","1992","35-65 y.","general elemantary","","","","","1"
"Daily","1992","35-65 y.","middle vocational","","","","","1"
"Daily","1992","35-65 y.","vocational + Abi","","","","","1"
"Daily","1992","35-65 y.","higher vocational","","","","","1"
"Daily","1992","35-65 y.","higher education","","","","","1"
"Daily","1992","66 and older","in school","","","","","1"
"Daily","1992","66 and older","inadequately","","","","","1"
"Daily","1992","16-34 y.","in school","","","","","1"
"Daily","1992","16-34 y.","inadequately","","","","","1"
"Daily","1992","16-34 y.","general elemantary","","","","","1"
"Daily","1992","16-34 y.","middle vocational","","","","","1"
"Daily","1992","16-34 y.","vocational + Abi","","","","","1"
"Daily","1992","16-34 y.","higher vocational","","","","","1"
"Daily","1992","16-34 y.","higher education","","","","","1"
"Daily","1992","35-65 y.","in school","","","","","1"
"Daily","1992","35-65 y.","inadequately","","","","","1"
"Daily","1992","66 and older","general elemantary","","","","","1"
"Daily","1992","66 and older","middle vocational","","","","","1"
"Daily","1992","66 and older","vocational + Abi","","","","","1"
"Daily","1992","66 and older","higher vocational","","","","","1"
"Daily","1992","66 and older","higher education","","","","","1"
"Min 1x per month","1992","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1992","66 and older","higher vocational","","","","","3"
"Min 1x per month","1992","35-65 y.","in school","","","","","3"
"Min 1x per month","1992","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1992","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1992","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1992","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1992","16-34 y.","in school","","","","","3"
"Min 1x per month","1992","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1992","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1992","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1992","35-65 y.","higher education","","","","","3"
"Min 1x per month","1992","66 and older","in school","","","","","3"
"Min 1x per month","1992","66 and older","inadequately","","","","","3"
"Min 1x per month","1992","66 and older","general elemantary","","","","","3"
"Min 1x per month","1992","66 and older","middle vocational","","","","","3"
"Min 1x per month","1992","66 and older","higher education","","","","","3"
"Min 1x per month","1992","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1992","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1992","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1992","16-34 y.","higher education","","","","","3"
"Min 1x per week","1992","66 and older","in school","","","","","2"
"Min 1x per week","1992","66 and older","inadequately","","","","","2"
"Min 1x per week","1992","66 and older","general elemantary","","","","","2"
"Min 1x per week","1992","66 and older","middle vocational","","","","","2"
"Min 1x per week","1992","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1992","66 and older","higher vocational","","","","","2"
"Min 1x per week","1992","66 and older","higher education","","","","","2"
"Min 1x per week","1992","35-65 y.","in school","","","","","2"
"Min 1x per week","1992","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1992","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1992","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","1992","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1992","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1992","35-65 y.","higher education","","","","","2"
"Min 1x per week","1992","16-34 y.","in school","","","","","2"
"Min 1x per week","1992","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1992","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1992","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","1992","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1992","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1992","16-34 y.","higher education","","","","","2"
"Never","1992","66 and older","higher vocational","","","","","5"
"Never","1992","35-65 y.","in school","","","","","5"
"Never","1992","35-65 y.","inadequately","","","","","5"
"Never","1992","35-65 y.","general elemantary","","","","","5"
"Never","1992","35-65 y.","middle vocational","","","","","5"
"Never","1992","66 and older","in school","","","","","5"
"Never","1992","66 and older","inadequately","","","","","5"
"Never","1992","66 and older","general elemantary","","","","","5"
"Never","1992","66 and older","middle vocational","","","","","5"
"Never","1992","66 and older","vocational + Abi","","","","","5"
"Never","1992","66 and older","higher education","","","","","5"
"Never","1992","35-65 y.","vocational + Abi","","","","","5"
"Never","1992","35-65 y.","higher vocational","","","","","5"
"Never","1992","35-65 y.","higher education","","","","","5"
"Never","1992","16-34 y.","in school","","","","","5"
"Never","1992","16-34 y.","inadequately","","","","","5"
"Never","1992","16-34 y.","general elemantary","","","","","5"
"Never","1992","16-34 y.","middle vocational","","","","","5"
"Never","1992","16-34 y.","vocational + Abi","","","","","5"
"Never","1992","16-34 y.","higher vocational","","","","","5"
"Never","1992","16-34 y.","higher education","","","","","5"
"Rarely","1992","16-34 y.","in school","","","","","4"
"Rarely","1992","16-34 y.","inadequately","","","","","4"
"Rarely","1992","16-34 y.","general elemantary","","","","","4"
"Rarely","1992","16-34 y.","middle vocational","","","","","4"
"Rarely","1992","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1992","16-34 y.","higher vocational","","","","","4"
"Rarely","1992","16-34 y.","higher education","","","","","4"
"Rarely","1992","35-65 y.","in school","","","","","4"
"Rarely","1992","35-65 y.","inadequately","","","","","4"
"Rarely","1992","35-65 y.","general elemantary","","","","","4"
"Rarely","1992","35-65 y.","middle vocational","","","","","4"
"Rarely","1992","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1992","35-65 y.","higher vocational","","","","","4"
"Rarely","1992","35-65 y.","higher education","","","","","4"
"Rarely","1992","66 and older","in school","","","","","4"
"Rarely","1992","66 and older","inadequately","","","","","4"
"Rarely","1992","66 and older","general elemantary","","","","","4"
"Rarely","1992","66 and older","middle vocational","","","","","4"
"Rarely","1992","66 and older","vocational + Abi","","","","","4"
"Rarely","1992","66 and older","higher vocational","","","","","4"
"Rarely","1992","66 and older","higher education","","","","","4"
"Daily","1993","35-65 y.","general elemantary","","","","","1"
"Daily","1993","35-65 y.","middle vocational","","","","","1"
"Daily","1993","35-65 y.","vocational + Abi","","","","","1"
"Daily","1993","35-65 y.","higher vocational","","","","","1"
"Daily","1993","35-65 y.","higher education","","","","","1"
"Daily","1993","66 and older","in school","","","","","1"
"Daily","1993","66 and older","inadequately","","","","","1"
"Daily","1993","16-34 y.","in school","","","","","1"
"Daily","1993","16-34 y.","inadequately","","","","","1"
"Daily","1993","16-34 y.","general elemantary","","","","","1"
"Daily","1993","16-34 y.","middle vocational","","","","","1"
"Daily","1993","16-34 y.","vocational + Abi","","","","","1"
"Daily","1993","16-34 y.","higher vocational","","","","","1"
"Daily","1993","16-34 y.","higher education","","","","","1"
"Daily","1993","35-65 y.","in school","","","","","1"
"Daily","1993","35-65 y.","inadequately","","","","","1"
"Daily","1993","66 and older","general elemantary","","","","","1"
"Daily","1993","66 and older","middle vocational","","","","","1"
"Daily","1993","66 and older","vocational + Abi","","","","","1"
"Daily","1993","66 and older","higher vocational","","","","","1"
"Daily","1993","66 and older","higher education","","","","","1"
"Min 1x per month","1993","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1993","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1993","66 and older","middle vocational","","","","","3"
"Min 1x per month","1993","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1993","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1993","66 and older","higher vocational","","","","","3"
"Min 1x per month","1993","35-65 y.","in school","","","","","3"
"Min 1x per month","1993","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1993","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1993","35-65 y.","higher education","","","","","3"
"Min 1x per month","1993","66 and older","in school","","","","","3"
"Min 1x per month","1993","66 and older","inadequately","","","","","3"
"Min 1x per month","1993","66 and older","general elemantary","","","","","3"
"Min 1x per month","1993","66 and older","higher education","","","","","3"
"Min 1x per month","1993","16-34 y.","in school","","","","","3"
"Min 1x per month","1993","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1993","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1993","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1993","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1993","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1993","16-34 y.","higher education","","","","","3"
"Min 1x per week","1993","66 and older","in school","","","","","2"
"Min 1x per week","1993","66 and older","inadequately","","","","","2"
"Min 1x per week","1993","66 and older","general elemantary","","","","","2"
"Min 1x per week","1993","66 and older","middle vocational","","","","","2"
"Min 1x per week","1993","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1993","66 and older","higher vocational","","","","","2"
"Min 1x per week","1993","66 and older","higher education","","","","","2"
"Min 1x per week","1993","35-65 y.","in school","","","","","2"
"Min 1x per week","1993","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1993","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1993","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","1993","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1993","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1993","35-65 y.","higher education","","","","","2"
"Min 1x per week","1993","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1993","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1993","16-34 y.","higher education","","","","","2"
"Min 1x per week","1993","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1993","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","1993","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1993","16-34 y.","in school","","","","","2"
"Never","1993","66 and older","vocational + Abi","","","","","5"
"Never","1993","66 and older","higher vocational","","","","","5"
"Never","1993","35-65 y.","in school","","","","","5"
"Never","1993","35-65 y.","inadequately","","","","","5"
"Never","1993","35-65 y.","general elemantary","","","","","5"
"Never","1993","66 and older","in school","","","","","5"
"Never","1993","66 and older","inadequately","","","","","5"
"Never","1993","66 and older","general elemantary","","","","","5"
"Never","1993","66 and older","middle vocational","","","","","5"
"Never","1993","66 and older","higher education","","","","","5"
"Never","1993","35-65 y.","middle vocational","","","","","5"
"Never","1993","35-65 y.","vocational + Abi","","","","","5"
"Never","1993","35-65 y.","higher vocational","","","","","5"
"Never","1993","35-65 y.","higher education","","","","","5"
"Never","1993","16-34 y.","in school","","","","","5"
"Never","1993","16-34 y.","inadequately","","","","","5"
"Never","1993","16-34 y.","general elemantary","","","","","5"
"Never","1993","16-34 y.","middle vocational","","","","","5"
"Never","1993","16-34 y.","vocational + Abi","","","","","5"
"Never","1993","16-34 y.","higher vocational","","","","","5"
"Never","1993","16-34 y.","higher education","","","","","5"
"Rarely","1993","16-34 y.","general elemantary","","","","","4"
"Rarely","1993","16-34 y.","middle vocational","","","","","4"
"Rarely","1993","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1993","16-34 y.","higher vocational","","","","","4"
"Rarely","1993","16-34 y.","higher education","","","","","4"
"Rarely","1993","35-65 y.","in school","","","","","4"
"Rarely","1993","35-65 y.","inadequately","","","","","4"
"Rarely","1993","35-65 y.","general elemantary","","","","","4"
"Rarely","1993","35-65 y.","middle vocational","","","","","4"
"Rarely","1993","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1993","35-65 y.","higher vocational","","","","","4"
"Rarely","1993","35-65 y.","higher education","","","","","4"
"Rarely","1993","66 and older","in school","","","","","4"
"Rarely","1993","66 and older","inadequately","","","","","4"
"Rarely","1993","16-34 y.","in school","","","","","4"
"Rarely","1993","16-34 y.","inadequately","","","","","4"
"Rarely","1993","66 and older","general elemantary","","","","","4"
"Rarely","1993","66 and older","middle vocational","","","","","4"
"Rarely","1993","66 and older","vocational + Abi","","","","","4"
"Rarely","1993","66 and older","higher vocational","","","","","4"
"Rarely","1993","66 and older","higher education","","","","","4"
"Daily","1994","16-34 y.","in school","","","","","1"
"Daily","1994","16-34 y.","inadequately","","","","","1"
"Daily","1994","16-34 y.","general elemantary","","","","","1"
"Daily","1994","16-34 y.","middle vocational","","","","","1"
"Daily","1994","16-34 y.","vocational + Abi","","","","","1"
"Daily","1994","16-34 y.","higher vocational","","","","","1"
"Daily","1994","16-34 y.","higher education","","","","","1"
"Daily","1994","35-65 y.","in school","","","","","1"
"Daily","1994","35-65 y.","inadequately","","","","","1"
"Daily","1994","35-65 y.","general elemantary","","","","","1"
"Daily","1994","35-65 y.","middle vocational","","","","","1"
"Daily","1994","35-65 y.","vocational + Abi","","","","","1"
"Daily","1994","35-65 y.","higher vocational","","","","","1"
"Daily","1994","35-65 y.","higher education","","","","","1"
"Daily","1994","66 and older","in school","","","","","1"
"Daily","1994","66 and older","inadequately","","","","","1"
"Daily","1994","66 and older","general elemantary","","","","","1"
"Daily","1994","66 and older","middle vocational","","","","","1"
"Daily","1994","66 and older","vocational + Abi","","","","","1"
"Daily","1994","66 and older","higher vocational","","","","","1"
"Daily","1994","66 and older","higher education","","","","","1"
"Min 1x per month","1994","16-34 y.","in school","","","","","3"
"Min 1x per month","1994","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1994","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1994","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1994","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1994","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1994","16-34 y.","higher education","","","","","3"
"Min 1x per month","1994","35-65 y.","in school","","","","","3"
"Min 1x per month","1994","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1994","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1994","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1994","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1994","66 and older","middle vocational","","","","","3"
"Min 1x per month","1994","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1994","66 and older","higher vocational","","","","","3"
"Min 1x per month","1994","66 and older","higher education","","","","","3"
"Min 1x per month","1994","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1994","35-65 y.","higher education","","","","","3"
