"pli0083","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1990","general elemantary","West Germany","84","0.0349737408271639","0.0277301763957352","0.0422173052585926","4"
"Rarely","1990","middle vocational","East Germany","","","","","4"
"Rarely","1990","vocational + Abi","West Germany","13","","","","4"
"Rarely","1990","vocational + Abi","East Germany","","","","","4"
"Rarely","1990","higher vocational","West Germany","19","","","","4"
"Rarely","1990","higher vocational","East Germany","","","","","4"
"Rarely","1990","higher education","West Germany","52","0.0720737501374908","0.0528472170838747","0.091300283191107","4"
"Rarely","1990","higher education","East Germany","","","","","4"
"Daily","1991","in school","West Germany","","","","","1"
"Daily","1991","in school","East Germany","","","","","1"
"Daily","1991","inadequately","West Germany","","","","","1"
"Daily","1991","inadequately","East Germany","","","","","1"
"Daily","1991","general elemantary","West Germany","","","","","1"
"Daily","1991","general elemantary","East Germany","","","","","1"
"Daily","1991","middle vocational","West Germany","","","","","1"
"Daily","1991","middle vocational","East Germany","","","","","1"
"Daily","1991","vocational + Abi","West Germany","","","","","1"
"Daily","1991","vocational + Abi","East Germany","","","","","1"
"Daily","1991","higher vocational","West Germany","","","","","1"
"Daily","1991","higher vocational","East Germany","","","","","1"
"Daily","1991","higher education","West Germany","","","","","1"
"Daily","1991","higher education","East Germany","","","","","1"
"Min 1x per month","1991","in school","West Germany","","","","","3"
"Min 1x per month","1991","in school","East Germany","","","","","3"
"Min 1x per month","1991","inadequately","West Germany","","","","","3"
"Min 1x per month","1991","inadequately","East Germany","","","","","3"
"Min 1x per month","1991","general elemantary","West Germany","","","","","3"
"Min 1x per month","1991","general elemantary","East Germany","","","","","3"
"Min 1x per month","1991","middle vocational","West Germany","","","","","3"
"Min 1x per month","1991","middle vocational","East Germany","","","","","3"
"Min 1x per month","1991","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1991","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1991","higher vocational","West Germany","","","","","3"
"Min 1x per month","1991","higher vocational","East Germany","","","","","3"
"Min 1x per month","1991","higher education","West Germany","","","","","3"
"Min 1x per month","1991","higher education","East Germany","","","","","3"
"Min 1x per week","1991","in school","West Germany","","","","","2"
"Min 1x per week","1991","in school","East Germany","","","","","2"
"Min 1x per week","1991","inadequately","West Germany","","","","","2"
"Min 1x per week","1991","inadequately","East Germany","","","","","2"
"Min 1x per week","1991","general elemantary","West Germany","","","","","2"
"Min 1x per week","1991","general elemantary","East Germany","","","","","2"
"Min 1x per week","1991","middle vocational","West Germany","","","","","2"
"Min 1x per week","1991","middle vocational","East Germany","","","","","2"
"Min 1x per week","1991","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1991","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1991","higher vocational","West Germany","","","","","2"
"Min 1x per week","1991","higher vocational","East Germany","","","","","2"
"Min 1x per week","1991","higher education","West Germany","","","","","2"
"Min 1x per week","1991","higher education","East Germany","","","","","2"
"Never","1991","in school","West Germany","","","","","5"
"Never","1991","in school","East Germany","","","","","5"
"Never","1991","inadequately","West Germany","","","","","5"
"Never","1991","inadequately","East Germany","","","","","5"
"Never","1991","general elemantary","West Germany","","","","","5"
"Never","1991","general elemantary","East Germany","","","","","5"
"Never","1991","middle vocational","West Germany","","","","","5"
"Never","1991","middle vocational","East Germany","","","","","5"
"Never","1991","vocational + Abi","West Germany","","","","","5"
"Never","1991","vocational + Abi","East Germany","","","","","5"
"Never","1991","higher vocational","West Germany","","","","","5"
"Never","1991","higher vocational","East Germany","","","","","5"
"Never","1991","higher education","West Germany","","","","","5"
"Never","1991","higher education","East Germany","","","","","5"
"Rarely","1991","in school","West Germany","","","","","4"
"Rarely","1991","in school","East Germany","","","","","4"
"Rarely","1991","inadequately","West Germany","","","","","4"
"Rarely","1991","inadequately","East Germany","","","","","4"
"Rarely","1991","general elemantary","West Germany","","","","","4"
"Rarely","1991","general elemantary","East Germany","","","","","4"
"Rarely","1991","middle vocational","West Germany","","","","","4"
"Rarely","1991","middle vocational","East Germany","","","","","4"
"Rarely","1991","vocational + Abi","West Germany","","","","","4"
"Rarely","1991","vocational + Abi","East Germany","","","","","4"
"Rarely","1991","higher vocational","West Germany","","","","","4"
"Rarely","1991","higher vocational","East Germany","","","","","4"
"Rarely","1991","higher education","West Germany","","","","","4"
"Rarely","1991","higher education","East Germany","","","","","4"
"Daily","1992","in school","West Germany","","","","","1"
"Daily","1992","in school","East Germany","","","","","1"
"Daily","1992","inadequately","West Germany","","","","","1"
"Daily","1992","inadequately","East Germany","","","","","1"
"Daily","1992","general elemantary","West Germany","","","","","1"
"Daily","1992","general elemantary","East Germany","","","","","1"
"Daily","1992","middle vocational","West Germany","","","","","1"
"Daily","1992","middle vocational","East Germany","","","","","1"
"Daily","1992","vocational + Abi","West Germany","","","","","1"
"Daily","1992","vocational + Abi","East Germany","","","","","1"
"Daily","1992","higher vocational","West Germany","","","","","1"
"Daily","1992","higher vocational","East Germany","","","","","1"
"Daily","1992","higher education","West Germany","","","","","1"
"Daily","1992","higher education","East Germany","","","","","1"
"Min 1x per month","1992","in school","West Germany","","","","","3"
"Min 1x per month","1992","in school","East Germany","","","","","3"
"Min 1x per month","1992","higher vocational","East Germany","","","","","3"
"Min 1x per month","1992","higher education","West Germany","","","","","3"
"Min 1x per month","1992","higher education","East Germany","","","","","3"
"Min 1x per month","1992","inadequately","West Germany","","","","","3"
"Min 1x per month","1992","inadequately","East Germany","","","","","3"
"Min 1x per month","1992","general elemantary","West Germany","","","","","3"
"Min 1x per month","1992","general elemantary","East Germany","","","","","3"
"Min 1x per month","1992","middle vocational","West Germany","","","","","3"
"Min 1x per month","1992","middle vocational","East Germany","","","","","3"
"Min 1x per month","1992","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1992","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1992","higher vocational","West Germany","","","","","3"
"Min 1x per week","1992","in school","West Germany","","","","","2"
"Min 1x per week","1992","in school","East Germany","","","","","2"
"Min 1x per week","1992","inadequately","West Germany","","","","","2"
"Min 1x per week","1992","inadequately","East Germany","","","","","2"
"Min 1x per week","1992","general elemantary","West Germany","","","","","2"
"Min 1x per week","1992","general elemantary","East Germany","","","","","2"
"Min 1x per week","1992","middle vocational","West Germany","","","","","2"
"Min 1x per week","1992","middle vocational","East Germany","","","","","2"
"Min 1x per week","1992","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1992","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1992","higher vocational","West Germany","","","","","2"
"Min 1x per week","1992","higher vocational","East Germany","","","","","2"
"Min 1x per week","1992","higher education","West Germany","","","","","2"
"Min 1x per week","1992","higher education","East Germany","","","","","2"
"Never","1992","higher vocational","East Germany","","","","","5"
"Never","1992","higher education","West Germany","","","","","5"
"Never","1992","higher education","East Germany","","","","","5"
"Never","1992","in school","West Germany","","","","","5"
"Never","1992","in school","East Germany","","","","","5"
"Never","1992","inadequately","West Germany","","","","","5"
"Never","1992","inadequately","East Germany","","","","","5"
"Never","1992","general elemantary","West Germany","","","","","5"
"Never","1992","general elemantary","East Germany","","","","","5"
"Never","1992","middle vocational","West Germany","","","","","5"
"Never","1992","middle vocational","East Germany","","","","","5"
"Never","1992","vocational + Abi","West Germany","","","","","5"
"Never","1992","vocational + Abi","East Germany","","","","","5"
"Never","1992","higher vocational","West Germany","","","","","5"
"Rarely","1992","higher vocational","East Germany","","","","","4"
"Rarely","1992","higher education","West Germany","","","","","4"
"Rarely","1992","higher education","East Germany","","","","","4"
"Rarely","1992","in school","West Germany","","","","","4"
"Rarely","1992","in school","East Germany","","","","","4"
"Rarely","1992","inadequately","West Germany","","","","","4"
"Rarely","1992","inadequately","East Germany","","","","","4"
"Rarely","1992","general elemantary","West Germany","","","","","4"
"Rarely","1992","general elemantary","East Germany","","","","","4"
"Rarely","1992","middle vocational","West Germany","","","","","4"
"Rarely","1992","middle vocational","East Germany","","","","","4"
"Rarely","1992","vocational + Abi","West Germany","","","","","4"
"Rarely","1992","vocational + Abi","East Germany","","","","","4"
"Rarely","1992","higher vocational","West Germany","","","","","4"
"Daily","1993","in school","West Germany","","","","","1"
"Daily","1993","in school","East Germany","","","","","1"
"Daily","1993","inadequately","West Germany","","","","","1"
"Daily","1993","inadequately","East Germany","","","","","1"
"Daily","1993","general elemantary","West Germany","","","","","1"
"Daily","1993","general elemantary","East Germany","","","","","1"
"Daily","1993","middle vocational","West Germany","","","","","1"
"Daily","1993","middle vocational","East Germany","","","","","1"
"Daily","1993","vocational + Abi","West Germany","","","","","1"
"Daily","1993","vocational + Abi","East Germany","","","","","1"
"Daily","1993","higher vocational","West Germany","","","","","1"
"Daily","1993","higher vocational","East Germany","","","","","1"
"Daily","1993","higher education","West Germany","","","","","1"
"Daily","1993","higher education","East Germany","","","","","1"
"Min 1x per month","1993","in school","West Germany","","","","","3"
"Min 1x per month","1993","in school","East Germany","","","","","3"
"Min 1x per month","1993","inadequately","West Germany","","","","","3"
"Min 1x per month","1993","inadequately","East Germany","","","","","3"
"Min 1x per month","1993","general elemantary","West Germany","","","","","3"
"Min 1x per month","1993","general elemantary","East Germany","","","","","3"
"Min 1x per month","1993","middle vocational","West Germany","","","","","3"
"Min 1x per month","1993","middle vocational","East Germany","","","","","3"
"Min 1x per month","1993","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1993","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1993","higher vocational","West Germany","","","","","3"
"Min 1x per month","1993","higher vocational","East Germany","","","","","3"
"Min 1x per month","1993","higher education","West Germany","","","","","3"
"Min 1x per month","1993","higher education","East Germany","","","","","3"
"Min 1x per week","1993","in school","West Germany","","","","","2"
"Min 1x per week","1993","in school","East Germany","","","","","2"
"Min 1x per week","1993","inadequately","West Germany","","","","","2"
"Min 1x per week","1993","inadequately","East Germany","","","","","2"
"Min 1x per week","1993","general elemantary","West Germany","","","","","2"
"Min 1x per week","1993","general elemantary","East Germany","","","","","2"
"Min 1x per week","1993","middle vocational","West Germany","","","","","2"
"Min 1x per week","1993","middle vocational","East Germany","","","","","2"
"Min 1x per week","1993","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1993","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1993","higher vocational","West Germany","","","","","2"
"Min 1x per week","1993","higher vocational","East Germany","","","","","2"
"Min 1x per week","1993","higher education","West Germany","","","","","2"
"Min 1x per week","1993","higher education","East Germany","","","","","2"
"Never","1993","in school","West Germany","","","","","5"
"Never","1993","in school","East Germany","","","","","5"
"Never","1993","inadequately","West Germany","","","","","5"
"Never","1993","inadequately","East Germany","","","","","5"
"Never","1993","general elemantary","West Germany","","","","","5"
"Never","1993","general elemantary","East Germany","","","","","5"
"Never","1993","middle vocational","West Germany","","","","","5"
"Never","1993","middle vocational","East Germany","","","","","5"
"Never","1993","vocational + Abi","West Germany","","","","","5"
"Never","1993","vocational + Abi","East Germany","","","","","5"
"Never","1993","higher vocational","West Germany","","","","","5"
"Never","1993","higher vocational","East Germany","","","","","5"
"Never","1993","higher education","West Germany","","","","","5"
"Never","1993","higher education","East Germany","","","","","5"
"Rarely","1993","in school","West Germany","","","","","4"
"Rarely","1993","in school","East Germany","","","","","4"
"Rarely","1993","inadequately","West Germany","","","","","4"
"Rarely","1993","inadequately","East Germany","","","","","4"
"Rarely","1993","general elemantary","West Germany","","","","","4"
"Rarely","1993","general elemantary","East Germany","","","","","4"
"Rarely","1993","middle vocational","West Germany","","","","","4"
"Rarely","1993","middle vocational","East Germany","","","","","4"
"Rarely","1993","vocational + Abi","West Germany","","","","","4"
"Rarely","1993","vocational + Abi","East Germany","","","","","4"
"Rarely","1993","higher vocational","West Germany","","","","","4"
"Rarely","1993","higher vocational","East Germany","","","","","4"
"Rarely","1993","higher education","West Germany","","","","","4"
"Rarely","1993","higher education","East Germany","","","","","4"
"Daily","1994","in school","West Germany","","","","","1"
"Daily","1994","in school","East Germany","","","","","1"
"Daily","1994","inadequately","West Germany","","","","","1"
"Daily","1994","inadequately","East Germany","","","","","1"
"Daily","1994","general elemantary","West Germany","","","","","1"
"Daily","1994","general elemantary","East Germany","","","","","1"
"Daily","1994","middle vocational","West Germany","","","","","1"
"Daily","1994","middle vocational","East Germany","","","","","1"
"Daily","1994","vocational + Abi","West Germany","","","","","1"
"Daily","1994","vocational + Abi","East Germany","","","","","1"
"Daily","1994","higher vocational","West Germany","","","","","1"
"Daily","1994","higher vocational","East Germany","","","","","1"
"Daily","1994","higher education","West Germany","","","","","1"
"Daily","1994","higher education","East Germany","","","","","1"
"Min 1x per month","1994","in school","West Germany","","","","","3"
"Min 1x per month","1994","in school","East Germany","","","","","3"
"Min 1x per month","1994","inadequately","West Germany","","","","","3"
"Min 1x per month","1994","inadequately","East Germany","","","","","3"
"Min 1x per month","1994","general elemantary","West Germany","","","","","3"
"Min 1x per month","1994","general elemantary","East Germany","","","","","3"
"Min 1x per month","1994","middle vocational","West Germany","","","","","3"
"Min 1x per month","1994","middle vocational","East Germany","","","","","3"
"Min 1x per month","1994","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1994","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1994","higher vocational","West Germany","","","","","3"
"Min 1x per month","1994","higher vocational","East Germany","","","","","3"
"Min 1x per month","1994","higher education","West Germany","","","","","3"
"Min 1x per month","1994","higher education","East Germany","","","","","3"
"Min 1x per week","1994","in school","West Germany","","","","","2"
"Min 1x per week","1994","in school","East Germany","","","","","2"
"Min 1x per week","1994","inadequately","West Germany","","","","","2"
"Min 1x per week","1994","inadequately","East Germany","","","","","2"
"Min 1x per week","1994","general elemantary","West Germany","","","","","2"
"Min 1x per week","1994","general elemantary","East Germany","","","","","2"
"Min 1x per week","1994","middle vocational","West Germany","","","","","2"
"Min 1x per week","1994","middle vocational","East Germany","","","","","2"
"Min 1x per week","1994","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1994","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1994","higher vocational","West Germany","","","","","2"
"Min 1x per week","1994","higher vocational","East Germany","","","","","2"
"Min 1x per week","1994","higher education","West Germany","","","","","2"
"Min 1x per week","1994","higher education","East Germany","","","","","2"
"Never","1994","in school","West Germany","","","","","5"
"Never","1994","in school","East Germany","","","","","5"
"Never","1994","inadequately","West Germany","","","","","5"
"Never","1994","inadequately","East Germany","","","","","5"
"Never","1994","general elemantary","West Germany","","","","","5"
"Never","1994","general elemantary","East Germany","","","","","5"
"Never","1994","middle vocational","West Germany","","","","","5"
"Never","1994","middle vocational","East Germany","","","","","5"
"Never","1994","vocational + Abi","West Germany","","","","","5"
"Never","1994","vocational + Abi","East Germany","","","","","5"
"Never","1994","higher vocational","West Germany","","","","","5"
"Never","1994","higher vocational","East Germany","","","","","5"
"Never","1994","higher education","West Germany","","","","","5"
"Never","1994","higher education","East Germany","","","","","5"
"Rarely","1994","in school","West Germany","","","","","4"
"Rarely","1994","in school","East Germany","","","","","4"
"Rarely","1994","inadequately","West Germany","","","","","4"
"Rarely","1994","inadequately","East Germany","","","","","4"
"Rarely","1994","general elemantary","West Germany","","","","","4"
"Rarely","1994","general elemantary","East Germany","","","","","4"
"Rarely","1994","middle vocational","West Germany","","","","","4"
"Rarely","1994","middle vocational","East Germany","","","","","4"
"Rarely","1994","vocational + Abi","West Germany","","","","","4"
"Rarely","1994","vocational + Abi","East Germany","","","","","4"
"Rarely","1994","higher vocational","West Germany","","","","","4"
"Rarely","1994","higher vocational","East Germany","","","","","4"
"Rarely","1994","higher education","West Germany","","","","","4"
"Rarely","1994","higher education","East Germany","","","","","4"
"Daily","1995","in school","West Germany","153","0.778986719145379","0.719987603344778","0.837985834945981","1"
"Daily","1995","in school","East Germany","85","0.900494923124212","0.840615759084899","0.960374087163525","1"
"Daily","1995","inadequately","West Germany","464","0.891686574656145","0.864923841106355","0.918449308205935","1"
"Daily","1995","inadequately","East Germany","10","","","","1"
"Daily","1995","general elemantary","West Germany","1840","0.855546312280934","0.840574609681645","0.870518014880222","1"
"Daily","1995","general elemantary","East Germany","335","0.894088570913176","0.863270149476821","0.92490699234953","1"
"Daily","1995","middle vocational","West Germany","3955","0.851769443972789","0.841583830757387","0.861955057188191","1"
"Daily","1995","middle vocational","East Germany","1837","0.910291804649229","0.897909495216571","0.922674114081888","1"
"Daily","1995","vocational + Abi","West Germany","300","0.720657578577845","0.677067885390951","0.76424727176474","1"
"Daily","1995","vocational + Abi","East Germany","52","0.690642857073689","0.581579118177825","0.799706595969553","1"
"Daily","1995","higher vocational","West Germany","413","0.777692056739981","0.742359619452004","0.813024494027958","1"
"Daily","1995","higher vocational","East Germany","206","0.926102505068354","0.892439840758424","0.959765169378284","1"
"Daily","1995","higher education","West Germany","665","0.718919144275779","0.689887346251754","0.747950942299804","1"
"Daily","1995","higher education","East Germany","688","0.820533009205502","0.794489147256425","0.846576871154578","1"
"Min 1x per month","1995","in school","West Germany","2","","","","3"
"Min 1x per month","1995","in school","East Germany","","","","","3"
"Min 1x per month","1995","inadequately","West Germany","1","","","","3"
"Min 1x per month","1995","inadequately","East Germany","","","","","3"
"Min 1x per month","1995","general elemantary","West Germany","24","","","","3"
"Min 1x per month","1995","general elemantary","East Germany","1","","","","3"
"Min 1x per month","1995","middle vocational","West Germany","64","0.0141183300256741","0.0107364254894454","0.0175002345619029","3"
"Min 1x per month","1995","middle vocational","East Germany","13","","","","3"
"Min 1x per month","1995","vocational + Abi","West Germany","9","","","","3"
"Min 1x per month","1995","vocational + Abi","East Germany","1","","","","3"
"Min 1x per month","1995","higher vocational","West Germany","11","","","","3"
"Min 1x per month","1995","higher vocational","East Germany","","","","","3"
"Min 1x per month","1995","higher education","West Germany","15","","","","3"
"Min 1x per month","1995","higher education","East Germany","7","","","","3"
"Min 1x per week","1995","in school","West Germany","31","0.185007806436974","0.129794590724803","0.240221022149144","2"
"Min 1x per week","1995","in school","East Germany","8","","","","2"
"Min 1x per week","1995","inadequately","West Germany","38","0.0685218282196423","0.0467655790978364","0.0902780773414483","2"
"Min 1x per week","1995","inadequately","East Germany","","","","","2"
"Min 1x per week","1995","general elemantary","West Germany","194","0.0936743601667387","0.0812653364682246","0.106083383865253","2"
"Min 1x per week","1995","general elemantary","East Germany","36","0.0703432703002168","0.0447325796538369","0.0959539609465967","2"
"Min 1x per week","1995","middle vocational","West Germany","509","0.102542033261302","0.0938461178947876","0.111237948627816","2"
"Min 1x per week","1995","middle vocational","East Germany","135","0.0560739524674704","0.0461051074044816","0.0660427975304592","2"
"Min 1x per week","1995","vocational + Abi","West Germany","78","0.204980369085425","0.165761420363105","0.244199317807744","2"
"Min 1x per week","1995","vocational + Abi","East Germany","15","","","","2"
"Min 1x per week","1995","higher vocational","West Germany","90","0.156803623182673","0.125905315930311","0.187701930435036","2"
"Min 1x per week","1995","higher vocational","East Germany","18","","","","2"
"Min 1x per week","1995","higher education","West Germany","183","0.19263714352983","0.167167511327823","0.218106775731836","2"
"Min 1x per week","1995","higher education","East Germany","106","0.129467730494046","0.106683295131207","0.152252165856885","2"
"Never","1995","in school","West Germany","1","","","","5"
"Never","1995","in school","East Germany","","","","","5"
"Never","1995","inadequately","West Germany","9","","","","5"
"Never","1995","inadequately","East Germany","","","","","5"
"Never","1995","general elemantary","West Germany","26","","","","5"
"Never","1995","general elemantary","East Germany","2","","","","5"
"Never","1995","middle vocational","West Germany","32","0.00718889202299651","0.00476718513242108","0.00961059891357195","5"
"Never","1995","middle vocational","East Germany","13","","","","5"
"Never","1995","vocational + Abi","West Germany","5","","","","5"
"Never","1995","vocational + Abi","East Germany","","","","","5"
"Never","1995","higher vocational","West Germany","7","","","","5"
"Never","1995","higher vocational","East Germany","","","","","5"
"Never","1995","higher education","West Germany","14","","","","5"
"Never","1995","higher education","East Germany","11","","","","5"
"Rarely","1995","in school","West Germany","3","","","","4"
"Rarely","1995","in school","East Germany","3","","","","4"
"Rarely","1995","inadequately","West Germany","6","","","","4"
"Rarely","1995","inadequately","East Germany","","","","","4"
"Rarely","1995","general elemantary","West Germany","34","0.0248763844291881","0.0182434060741823","0.0315093627841939","4"
"Rarely","1995","general elemantary","East Germany","9","","","","4"
"Rarely","1995","middle vocational","West Germany","115","0.0243813007172389","0.0199602471524631","0.0288023542820147","4"
"Rarely","1995","middle vocational","East Germany","48","0.0195022944536107","0.013510437704978","0.0254941512022433","4"
"Rarely","1995","vocational + Abi","West Germany","15","","","","4"
"Rarely","1995","vocational + Abi","East Germany","1","","","","4"
"Rarely","1995","higher vocational","West Germany","11","","","","4"
"Rarely","1995","higher vocational","East Germany","8","","","","4"
"Rarely","1995","higher education","West Germany","44","0.0465727530784732","0.0329636967673137","0.0601818093896326","4"
"Rarely","1995","higher education","East Germany","22","","","","4"
"Daily","1996","in school","West Germany","","","","","1"
"Daily","1996","in school","East Germany","","","","","1"
"Daily","1996","inadequately","West Germany","","","","","1"
"Daily","1996","inadequately","East Germany","","","","","1"
"Daily","1996","general elemantary","West Germany","","","","","1"
"Daily","1996","general elemantary","East Germany","","","","","1"
"Daily","1996","middle vocational","West Germany","","","","","1"
"Daily","1996","middle vocational","East Germany","","","","","1"
"Daily","1996","vocational + Abi","West Germany","","","","","1"
"Daily","1996","vocational + Abi","East Germany","","","","","1"
"Daily","1996","higher vocational","West Germany","","","","","1"
"Daily","1996","higher vocational","East Germany","","","","","1"
"Daily","1996","higher education","West Germany","","","","","1"
"Daily","1996","higher education","East Germany","","","","","1"
"Min 1x per month","1996","in school","West Germany","","","","","3"
"Min 1x per month","1996","in school","East Germany","","","","","3"
"Min 1x per month","1996","inadequately","West Germany","","","","","3"
"Min 1x per month","1996","inadequately","East Germany","","","","","3"
"Min 1x per month","1996","general elemantary","West Germany","","","","","3"
"Min 1x per month","1996","general elemantary","East Germany","","","","","3"
"Min 1x per month","1996","middle vocational","West Germany","","","","","3"
"Min 1x per month","1996","middle vocational","East Germany","","","","","3"
"Min 1x per month","1996","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1996","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1996","higher vocational","West Germany","","","","","3"
"Min 1x per month","1996","higher vocational","East Germany","","","","","3"
"Min 1x per month","1996","higher education","West Germany","","","","","3"
"Min 1x per month","1996","higher education","East Germany","","","","","3"
"Min 1x per week","1996","in school","West Germany","","","","","2"
"Min 1x per week","1996","in school","East Germany","","","","","2"
"Min 1x per week","1996","inadequately","West Germany","","","","","2"
"Min 1x per week","1996","inadequately","East Germany","","","","","2"
"Min 1x per week","1996","general elemantary","West Germany","","","","","2"
"Min 1x per week","1996","general elemantary","East Germany","","","","","2"
"Min 1x per week","1996","middle vocational","West Germany","","","","","2"
"Min 1x per week","1996","middle vocational","East Germany","","","","","2"
"Min 1x per week","1996","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1996","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1996","higher vocational","West Germany","","","","","2"
"Min 1x per week","1996","higher vocational","East Germany","","","","","2"
"Min 1x per week","1996","higher education","West Germany","","","","","2"
"Min 1x per week","1996","higher education","East Germany","","","","","2"
"Never","1996","in school","West Germany","","","","","5"
"Never","1996","in school","East Germany","","","","","5"
"Never","1996","inadequately","West Germany","","","","","5"
"Never","1996","inadequately","East Germany","","","","","5"
"Never","1996","general elemantary","West Germany","","","","","5"
"Never","1996","general elemantary","East Germany","","","","","5"
"Never","1996","middle vocational","West Germany","","","","","5"
"Never","1996","middle vocational","East Germany","","","","","5"
