"pli0083","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1990","Single parent ","in school","","","",""
"Min 1x per month","1990","Single parent ","inadequately","","","",""
"Min 1x per month","1990","Single parent ","general elemantary","4","","",""
"Min 1x per month","1990","Single parent ","middle vocational","4","","",""
"Min 1x per month","1990","Single parent ","vocational + Abi","","","",""
"Min 1x per month","1990","Single parent ","higher vocational","2","","",""
"Min 1x per month","1990","Single parent ","higher education","1","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","in school","","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","inadequately","1","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","general elemantary","2","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","middle vocational","15","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","vocational + Abi","3","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","higher vocational","2","","",""
"Min 1x per month","1990","Couple + C. LE 16 ","higher education","2","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","in school","3","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","inadequately","2","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","general elemantary","10","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","middle vocational","20","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","vocational + Abi","","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","higher vocational","","","",""
"Min 1x per month","1990","Couple + C. GT 16 ","higher education","1","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","in school","1","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","inadequately","4","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","general elemantary","4","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","middle vocational","2","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","higher vocational","2","","",""
"Min 1x per month","1990","Couple + C. LE and GT 16","higher education","","","",""
"Rarely","1990","1-pers.-HH","in school","1","","",""
"Rarely","1990","1-pers.-HH","inadequately","2","","",""
"Rarely","1990","1-pers.-HH","general elemantary","18","","",""
"Rarely","1990","1-pers.-HH","middle vocational","23","","",""
"Rarely","1990","1-pers.-HH","vocational + Abi","2","","",""
"Rarely","1990","1-pers.-HH","higher vocational","5","","",""
"Rarely","1990","1-pers.-HH","higher education","11","","",""
"Rarely","1990","(Married) couple without C. ","in school","","","",""
"Rarely","1990","(Married) couple without C. ","inadequately","1","","",""
"Rarely","1990","(Married) couple without C. ","general elemantary","9","","",""
"Rarely","1990","(Married) couple without C. ","middle vocational","17","","",""
"Rarely","1990","(Married) couple without C. ","vocational + Abi","3","","",""
"Rarely","1990","(Married) couple without C. ","higher vocational","1","","",""
"Rarely","1990","(Married) couple without C. ","higher education","11","","",""
"Rarely","1990","Single parent ","in school","","","",""
"Rarely","1990","Single parent ","inadequately","1","","",""
"Rarely","1990","Single parent ","general elemantary","6","","",""
"Rarely","1990","Single parent ","middle vocational","15","","",""
"Rarely","1990","Single parent ","vocational + Abi","1","","",""
"Rarely","1990","Single parent ","higher vocational","1","","",""
"Rarely","1990","Single parent ","higher education","1","","",""
"Rarely","1990","Couple + C. LE 16 ","in school","","","",""
"Rarely","1990","Couple + C. LE 16 ","inadequately","7","","",""
"Rarely","1990","Couple + C. LE 16 ","general elemantary","8","","",""
"Rarely","1990","Couple + C. LE 16 ","middle vocational","33","0.0313659822528681","0.0209944594465184","0.0417375050592178"
"Rarely","1990","Couple + C. LE 16 ","vocational + Abi","4","","",""
"Rarely","1990","Couple + C. LE 16 ","higher vocational","7","","",""
"Rarely","1990","Couple + C. LE 16 ","higher education","12","","",""
"Rarely","1990","Couple + C. GT 16 ","in school","1","","",""
"Rarely","1990","Couple + C. GT 16 ","inadequately","3","","",""
"Rarely","1990","Couple + C. GT 16 ","general elemantary","16","","",""
"Rarely","1990","Couple + C. GT 16 ","middle vocational","34","0.035481600651013","0.0238934640701858","0.0470697372318403"
"Rarely","1990","Couple + C. GT 16 ","vocational + Abi","2","","",""
"Rarely","1990","Couple + C. GT 16 ","higher vocational","2","","",""
"Rarely","1990","Couple + C. GT 16 ","higher education","7","","",""
"Rarely","1990","Couple + C. LE and GT 16","in school","1","","",""
"Rarely","1990","Couple + C. LE and GT 16","inadequately","3","","",""
"Rarely","1990","Couple + C. LE and GT 16","general elemantary","18","","",""
"Rarely","1990","Couple + C. LE and GT 16","middle vocational","12","","",""
"Rarely","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Rarely","1990","Couple + C. LE and GT 16","higher vocational","","","",""
"Rarely","1990","Couple + C. LE and GT 16","higher education","8","","",""
"Never","1990","1-pers.-HH","in school","","","",""
"Never","1990","1-pers.-HH","inadequately","3","","",""
"Never","1990","1-pers.-HH","general elemantary","12","","",""
"Never","1990","1-pers.-HH","middle vocational","5","","",""
"Never","1990","1-pers.-HH","vocational + Abi","1","","",""
"Never","1990","1-pers.-HH","higher vocational","1","","",""
"Never","1990","1-pers.-HH","higher education","2","","",""
"Never","1990","(Married) couple without C. ","in school","","","",""
"Never","1990","(Married) couple without C. ","inadequately","2","","",""
"Never","1990","(Married) couple without C. ","general elemantary","8","","",""
"Never","1990","(Married) couple without C. ","middle vocational","8","","",""
"Never","1990","(Married) couple without C. ","vocational + Abi","2","","",""
"Never","1990","(Married) couple without C. ","higher vocational","1","","",""
"Never","1990","(Married) couple without C. ","higher education","6","","",""
"Never","1990","Single parent ","in school","","","",""
"Never","1990","Single parent ","inadequately","1","","",""
"Never","1990","Single parent ","general elemantary","2","","",""
"Never","1990","Single parent ","middle vocational","","","",""
"Never","1990","Single parent ","vocational + Abi","","","",""
"Never","1990","Single parent ","higher vocational","","","",""
"Never","1990","Single parent ","higher education","","","",""
"Never","1990","Couple + C. LE 16 ","in school","","","",""
"Never","1990","Couple + C. LE 16 ","inadequately","4","","",""
"Never","1990","Couple + C. LE 16 ","general elemantary","1","","",""
"Never","1990","Couple + C. LE 16 ","middle vocational","3","","",""
"Never","1990","Couple + C. LE 16 ","vocational + Abi","","","",""
"Never","1990","Couple + C. LE 16 ","higher vocational","3","","",""
"Never","1990","Couple + C. LE 16 ","higher education","7","","",""
"Never","1990","Couple + C. GT 16 ","in school","","","",""
"Never","1990","Couple + C. GT 16 ","inadequately","2","","",""
"Never","1990","Couple + C. GT 16 ","general elemantary","3","","",""
"Never","1990","Couple + C. GT 16 ","middle vocational","7","","",""
"Never","1990","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Never","1990","Couple + C. GT 16 ","higher vocational","","","",""
"Never","1990","Couple + C. GT 16 ","higher education","1","","",""
"Never","1990","Couple + C. LE and GT 16","in school","","","",""
"Never","1990","Couple + C. LE and GT 16","inadequately","","","",""
"Never","1990","Couple + C. LE and GT 16","general elemantary","3","","",""
"Never","1990","Couple + C. LE and GT 16","middle vocational","1","","",""
"Never","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Never","1990","Couple + C. LE and GT 16","higher vocational","","","",""
"Never","1990","Couple + C. LE and GT 16","higher education","","","",""
"Daily","1991","1-pers.-HH","in school","","","",""
"Daily","1991","1-pers.-HH","inadequately","","","",""
"Daily","1991","1-pers.-HH","general elemantary","","","",""
"Daily","1991","1-pers.-HH","middle vocational","","","",""
"Daily","1991","1-pers.-HH","vocational + Abi","","","",""
"Daily","1991","1-pers.-HH","higher vocational","","","",""
"Daily","1991","1-pers.-HH","higher education","","","",""
"Daily","1991","(Married) couple without C. ","in school","","","",""
"Daily","1991","(Married) couple without C. ","inadequately","","","",""
"Daily","1991","(Married) couple without C. ","general elemantary","","","",""
"Daily","1991","(Married) couple without C. ","middle vocational","","","",""
"Daily","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Daily","1991","(Married) couple without C. ","higher vocational","","","",""
"Daily","1991","(Married) couple without C. ","higher education","","","",""
"Daily","1991","Single parent ","in school","","","",""
"Daily","1991","Single parent ","inadequately","","","",""
"Daily","1991","Single parent ","general elemantary","","","",""
"Daily","1991","Single parent ","middle vocational","","","",""
"Daily","1991","Single parent ","vocational + Abi","","","",""
"Daily","1991","Single parent ","higher vocational","","","",""
"Daily","1991","Single parent ","higher education","","","",""
"Daily","1991","Couple + C. LE 16 ","in school","","","",""
"Daily","1991","Couple + C. LE 16 ","inadequately","","","",""
"Daily","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Daily","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Daily","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Daily","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Daily","1991","Couple + C. LE 16 ","higher education","","","",""
"Daily","1991","Couple + C. GT 16 ","in school","","","",""
"Daily","1991","Couple + C. GT 16 ","inadequately","","","",""
"Daily","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Daily","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Daily","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Daily","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Daily","1991","Couple + C. GT 16 ","higher education","","","",""
"Daily","1991","Couple + C. LE and GT 16","in school","","","",""
"Daily","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Daily","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Daily","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Daily","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Daily","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Daily","1991","Couple + C. LE and GT 16","higher education","","","",""
"Min 1x per week","1991","1-pers.-HH","in school","","","",""
"Min 1x per week","1991","1-pers.-HH","inadequately","","","",""
"Min 1x per week","1991","1-pers.-HH","general elemantary","","","",""
"Min 1x per week","1991","1-pers.-HH","middle vocational","","","",""
"Min 1x per week","1991","1-pers.-HH","vocational + Abi","","","",""
"Min 1x per week","1991","1-pers.-HH","higher vocational","","","",""
"Min 1x per week","1991","1-pers.-HH","higher education","","","",""
"Min 1x per week","1991","(Married) couple without C. ","in school","","","",""
"Min 1x per week","1991","(Married) couple without C. ","inadequately","","","",""
"Min 1x per week","1991","(Married) couple without C. ","general elemantary","","","",""
"Min 1x per week","1991","(Married) couple without C. ","middle vocational","","","",""
"Min 1x per week","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Min 1x per week","1991","(Married) couple without C. ","higher vocational","","","",""
"Min 1x per week","1991","(Married) couple without C. ","higher education","","","",""
"Min 1x per week","1991","Single parent ","in school","","","",""
"Min 1x per week","1991","Single parent ","inadequately","","","",""
"Min 1x per week","1991","Single parent ","general elemantary","","","",""
"Min 1x per week","1991","Single parent ","middle vocational","","","",""
"Min 1x per week","1991","Single parent ","vocational + Abi","","","",""
"Min 1x per week","1991","Single parent ","higher vocational","","","",""
"Min 1x per week","1991","Single parent ","higher education","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","inadequately","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","higher education","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","in school","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","inadequately","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","higher education","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","in school","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","higher education","","","",""
"Min 1x per month","1991","1-pers.-HH","in school","","","",""
"Min 1x per month","1991","1-pers.-HH","inadequately","","","",""
"Min 1x per month","1991","1-pers.-HH","general elemantary","","","",""
"Min 1x per month","1991","1-pers.-HH","middle vocational","","","",""
"Min 1x per month","1991","1-pers.-HH","vocational + Abi","","","",""
"Min 1x per month","1991","1-pers.-HH","higher vocational","","","",""
"Min 1x per month","1991","1-pers.-HH","higher education","","","",""
"Min 1x per month","1991","(Married) couple without C. ","in school","","","",""
"Min 1x per month","1991","(Married) couple without C. ","inadequately","","","",""
"Min 1x per month","1991","(Married) couple without C. ","general elemantary","","","",""
"Min 1x per month","1991","(Married) couple without C. ","middle vocational","","","",""
"Min 1x per month","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Min 1x per month","1991","(Married) couple without C. ","higher vocational","","","",""
"Min 1x per month","1991","(Married) couple without C. ","higher education","","","",""
"Min 1x per month","1991","Single parent ","in school","","","",""
"Min 1x per month","1991","Single parent ","inadequately","","","",""
"Min 1x per month","1991","Single parent ","general elemantary","","","",""
"Min 1x per month","1991","Single parent ","middle vocational","","","",""
"Min 1x per month","1991","Single parent ","vocational + Abi","","","",""
"Min 1x per month","1991","Single parent ","higher vocational","","","",""
"Min 1x per month","1991","Single parent ","higher education","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","in school","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","inadequately","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","higher education","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","in school","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","inadequately","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","higher education","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","in school","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","higher education","","","",""
"Rarely","1991","1-pers.-HH","in school","","","",""
"Rarely","1991","1-pers.-HH","inadequately","","","",""
"Rarely","1991","1-pers.-HH","general elemantary","","","",""
"Rarely","1991","1-pers.-HH","middle vocational","","","",""
"Rarely","1991","1-pers.-HH","vocational + Abi","","","",""
"Rarely","1991","1-pers.-HH","higher vocational","","","",""
"Rarely","1991","1-pers.-HH","higher education","","","",""
"Rarely","1991","(Married) couple without C. ","in school","","","",""
"Rarely","1991","(Married) couple without C. ","inadequately","","","",""
"Rarely","1991","(Married) couple without C. ","general elemantary","","","",""
"Rarely","1991","(Married) couple without C. ","middle vocational","","","",""
"Rarely","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Rarely","1991","(Married) couple without C. ","higher vocational","","","",""
"Rarely","1991","(Married) couple without C. ","higher education","","","",""
"Rarely","1991","Single parent ","in school","","","",""
"Rarely","1991","Single parent ","inadequately","","","",""
"Rarely","1991","Single parent ","general elemantary","","","",""
"Rarely","1991","Single parent ","middle vocational","","","",""
"Rarely","1991","Single parent ","vocational + Abi","","","",""
"Rarely","1991","Single parent ","higher vocational","","","",""
"Rarely","1991","Single parent ","higher education","","","",""
"Rarely","1991","Couple + C. LE 16 ","in school","","","",""
"Rarely","1991","Couple + C. LE 16 ","inadequately","","","",""
"Rarely","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Rarely","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Rarely","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Rarely","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Rarely","1991","Couple + C. LE 16 ","higher education","","","",""
"Rarely","1991","Couple + C. GT 16 ","in school","","","",""
"Rarely","1991","Couple + C. GT 16 ","inadequately","","","",""
"Rarely","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Rarely","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Rarely","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Rarely","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Rarely","1991","Couple + C. GT 16 ","higher education","","","",""
"Rarely","1991","Couple + C. LE and GT 16","in school","","","",""
"Rarely","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Rarely","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Rarely","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Rarely","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Rarely","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Rarely","1991","Couple + C. LE and GT 16","higher education","","","",""
"Never","1991","1-pers.-HH","in school","","","",""
"Never","1991","1-pers.-HH","inadequately","","","",""
"Never","1991","1-pers.-HH","general elemantary","","","",""
"Never","1991","1-pers.-HH","middle vocational","","","",""
"Never","1991","1-pers.-HH","vocational + Abi","","","",""
"Never","1991","1-pers.-HH","higher vocational","","","",""
"Never","1991","1-pers.-HH","higher education","","","",""
"Never","1991","(Married) couple without C. ","in school","","","",""
"Never","1991","(Married) couple without C. ","inadequately","","","",""
"Never","1991","(Married) couple without C. ","general elemantary","","","",""
"Never","1991","(Married) couple without C. ","middle vocational","","","",""
"Never","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Never","1991","(Married) couple without C. ","higher vocational","","","",""
"Never","1991","(Married) couple without C. ","higher education","","","",""
"Never","1991","Single parent ","in school","","","",""
"Never","1991","Single parent ","inadequately","","","",""
"Never","1991","Single parent ","general elemantary","","","",""
"Never","1991","Single parent ","middle vocational","","","",""
"Never","1991","Single parent ","vocational + Abi","","","",""
"Never","1991","Single parent ","higher vocational","","","",""
"Never","1991","Single parent ","higher education","","","",""
"Never","1991","Couple + C. LE 16 ","in school","","","",""
"Never","1991","Couple + C. LE 16 ","inadequately","","","",""
"Never","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Never","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Never","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Never","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Never","1991","Couple + C. LE 16 ","higher education","","","",""
"Never","1991","Couple + C. GT 16 ","in school","","","",""
"Never","1991","Couple + C. GT 16 ","inadequately","","","",""
"Never","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Never","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Never","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
