"pli0083","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1995","college entrance qualification","West Germany","318","0.216222237760762","0.194688908327554","0.237755567193971"
"Min 1x per week","1995","college entrance qualification","East Germany","88","0.192247376248832","0.157843908339708","0.226650844157955"
"Min 1x per week","1995","Other degree","West Germany","82","0.0925498116950689","0.0756975539563868","0.109402069433751"
"Min 1x per week","1995","Other degree","East Germany","1","","",""
"Min 1x per week","1995","no degree/no degree yet","West Germany","77","0.129200341819945","0.105306218128925","0.153094465510966"
"Min 1x per week","1995","no degree/no degree yet","East Germany","6","","",""
"Min 1x per month","1995","lower secondary degree","West Germany","48","0.0125284982133813","0.00912055718059416","0.0159364392461683"
"Min 1x per month","1995","lower secondary degree","East Germany","6","","",""
"Min 1x per month","1995","secondary school degree","West Germany","22","","",""
"Min 1x per month","1995","secondary school degree","East Germany","9","","",""
"Min 1x per month","1995","college entrance qualification","West Germany","37","0.0265264618839138","0.0181209091696695","0.0349320145981582"
"Min 1x per month","1995","college entrance qualification","East Germany","7","","",""
"Min 1x per month","1995","Other degree","West Germany","13","","",""
"Min 1x per month","1995","Other degree","East Germany","","","",""
"Min 1x per month","1995","no degree/no degree yet","West Germany","3","","",""
"Min 1x per month","1995","no degree/no degree yet","East Germany","","","",""
"Rarely","1995","lower secondary degree","West Germany","80","0.0226379377466483","0.0180804401556509","0.0271954353376457"
"Rarely","1995","lower secondary degree","East Germany","18","","",""
"Rarely","1995","secondary school degree","West Germany","48","0.0270551370939687","0.0197231333612078","0.0343871408267296"
"Rarely","1995","secondary school degree","East Germany","48","0.0226144030610096","0.015543013229343","0.0296857928926763"
"Rarely","1995","college entrance qualification","West Germany","66","0.0455182397142733","0.0346153634521826","0.056421115976364"
"Rarely","1995","college entrance qualification","East Germany","20","","",""
"Rarely","1995","Other degree","West Germany","21","","",""
"Rarely","1995","Other degree","East Germany","1","","",""
"Rarely","1995","no degree/no degree yet","West Germany","10","","",""
"Rarely","1995","no degree/no degree yet","East Germany","2","","",""
"Never","1995","lower secondary degree","West Germany","36","0.0105613378070539","0.00742924816274705","0.0136934274513607"
"Never","1995","lower secondary degree","East Germany","7","","",""
"Never","1995","secondary school degree","West Germany","11","","",""
"Never","1995","secondary school degree","East Germany","11","","",""
"Never","1995","college entrance qualification","West Germany","16","","",""
"Never","1995","college entrance qualification","East Germany","8","","",""
"Never","1995","Other degree","West Germany","19","","",""
"Never","1995","Other degree","East Germany","","","",""
"Never","1995","no degree/no degree yet","West Germany","11","","",""
"Never","1995","no degree/no degree yet","East Germany","","","",""
"Daily","1996","lower secondary degree","West Germany","","","",""
"Daily","1996","lower secondary degree","East Germany","","","",""
"Daily","1996","secondary school degree","West Germany","","","",""
"Daily","1996","secondary school degree","East Germany","","","",""
"Daily","1996","college entrance qualification","West Germany","","","",""
"Daily","1996","college entrance qualification","East Germany","","","",""
"Daily","1996","Other degree","West Germany","","","",""
"Daily","1996","Other degree","East Germany","","","",""
"Daily","1996","no degree/no degree yet","West Germany","","","",""
"Daily","1996","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1996","lower secondary degree","West Germany","","","",""
"Min 1x per week","1996","lower secondary degree","East Germany","","","",""
"Min 1x per week","1996","secondary school degree","West Germany","","","",""
"Min 1x per week","1996","secondary school degree","East Germany","","","",""
"Min 1x per week","1996","college entrance qualification","West Germany","","","",""
"Min 1x per week","1996","college entrance qualification","East Germany","","","",""
"Min 1x per week","1996","Other degree","West Germany","","","",""
"Min 1x per week","1996","Other degree","East Germany","","","",""
"Min 1x per week","1996","no degree/no degree yet","West Germany","","","",""
"Min 1x per week","1996","no degree/no degree yet","East Germany","","","",""
"Min 1x per month","1996","lower secondary degree","West Germany","","","",""
"Min 1x per month","1996","lower secondary degree","East Germany","","","",""
"Min 1x per month","1996","secondary school degree","West Germany","","","",""
"Min 1x per month","1996","secondary school degree","East Germany","","","",""
"Min 1x per month","1996","college entrance qualification","West Germany","","","",""
"Min 1x per month","1996","college entrance qualification","East Germany","","","",""
"Min 1x per month","1996","Other degree","West Germany","","","",""
"Min 1x per month","1996","Other degree","East Germany","","","",""
"Min 1x per month","1996","no degree/no degree yet","West Germany","","","",""
"Min 1x per month","1996","no degree/no degree yet","East Germany","","","",""
"Rarely","1996","lower secondary degree","West Germany","","","",""
"Rarely","1996","lower secondary degree","East Germany","","","",""
"Rarely","1996","secondary school degree","West Germany","","","",""
"Rarely","1996","secondary school degree","East Germany","","","",""
"Rarely","1996","college entrance qualification","West Germany","","","",""
"Rarely","1996","college entrance qualification","East Germany","","","",""
"Rarely","1996","Other degree","West Germany","","","",""
"Rarely","1996","Other degree","East Germany","","","",""
"Rarely","1996","no degree/no degree yet","West Germany","","","",""
"Rarely","1996","no degree/no degree yet","East Germany","","","",""
"Never","1996","lower secondary degree","West Germany","","","",""
"Never","1996","lower secondary degree","East Germany","","","",""
"Never","1996","secondary school degree","West Germany","","","",""
"Never","1996","secondary school degree","East Germany","","","",""
"Never","1996","college entrance qualification","West Germany","","","",""
"Never","1996","college entrance qualification","East Germany","","","",""
"Never","1996","Other degree","West Germany","","","",""
"Never","1996","Other degree","East Germany","","","",""
"Never","1996","no degree/no degree yet","West Germany","","","",""
"Never","1996","no degree/no degree yet","East Germany","","","",""
"Daily","1997","lower secondary degree","West Germany","","","",""
"Daily","1997","lower secondary degree","East Germany","","","",""
"Daily","1997","secondary school degree","West Germany","","","",""
"Daily","1997","secondary school degree","East Germany","","","",""
"Daily","1997","college entrance qualification","West Germany","","","",""
"Daily","1997","college entrance qualification","East Germany","","","",""
"Daily","1997","Other degree","West Germany","","","",""
"Daily","1997","Other degree","East Germany","","","",""
"Daily","1997","no degree/no degree yet","West Germany","","","",""
"Daily","1997","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1997","lower secondary degree","West Germany","","","",""
"Min 1x per week","1997","lower secondary degree","East Germany","","","",""
"Min 1x per week","1997","secondary school degree","West Germany","","","",""
"Min 1x per week","1997","secondary school degree","East Germany","","","",""
"Min 1x per week","1997","college entrance qualification","West Germany","","","",""
"Min 1x per week","1997","college entrance qualification","East Germany","","","",""
"Min 1x per week","1997","Other degree","West Germany","","","",""
"Min 1x per week","1997","Other degree","East Germany","","","",""
"Min 1x per week","1997","no degree/no degree yet","West Germany","","","",""
"Min 1x per week","1997","no degree/no degree yet","East Germany","","","",""
"Min 1x per month","1997","lower secondary degree","West Germany","","","",""
"Min 1x per month","1997","lower secondary degree","East Germany","","","",""
"Min 1x per month","1997","secondary school degree","West Germany","","","",""
"Min 1x per month","1997","secondary school degree","East Germany","","","",""
"Min 1x per month","1997","college entrance qualification","West Germany","","","",""
"Min 1x per month","1997","college entrance qualification","East Germany","","","",""
"Min 1x per month","1997","Other degree","West Germany","","","",""
"Min 1x per month","1997","Other degree","East Germany","","","",""
"Min 1x per month","1997","no degree/no degree yet","West Germany","","","",""
"Min 1x per month","1997","no degree/no degree yet","East Germany","","","",""
"Rarely","1997","lower secondary degree","West Germany","","","",""
"Rarely","1997","lower secondary degree","East Germany","","","",""
"Rarely","1997","secondary school degree","West Germany","","","",""
"Rarely","1997","secondary school degree","East Germany","","","",""
"Rarely","1997","college entrance qualification","West Germany","","","",""
"Rarely","1997","college entrance qualification","East Germany","","","",""
"Rarely","1997","Other degree","West Germany","","","",""
"Rarely","1997","Other degree","East Germany","","","",""
"Rarely","1997","no degree/no degree yet","West Germany","","","",""
"Rarely","1997","no degree/no degree yet","East Germany","","","",""
"Never","1997","lower secondary degree","West Germany","","","",""
"Never","1997","lower secondary degree","East Germany","","","",""
"Never","1997","secondary school degree","West Germany","","","",""
"Never","1997","secondary school degree","East Germany","","","",""
"Never","1997","college entrance qualification","West Germany","","","",""
"Never","1997","college entrance qualification","East Germany","","","",""
"Never","1997","Other degree","West Germany","","","",""
"Never","1997","Other degree","East Germany","","","",""
"Never","1997","no degree/no degree yet","West Germany","","","",""
"Never","1997","no degree/no degree yet","East Germany","","","",""
"Daily","1998","lower secondary degree","West Germany","3884","0.8937641376343","0.884593481358003","0.902934793910596"
"Daily","1998","lower secondary degree","East Germany","1212","0.944795699378734","0.932308876910622","0.957282521846846"
"Daily","1998","secondary school degree","West Germany","1744","0.835066744890377","0.819235368148634","0.85089812163212"
"Daily","1998","secondary school degree","East Germany","1522","0.87511449014703","0.859665374137159","0.890563606156902"
"Daily","1998","college entrance qualification","West Germany","1146","0.674168204447875","0.651689528872734","0.696646880023016"
"Daily","1998","college entrance qualification","East Germany","428","0.791478270637209","0.757149985386445","0.825806555887974"
"Daily","1998","Other degree","West Germany","856","0.885862465602281","0.86567419885406","0.906050732350503"
"Daily","1998","Other degree","East Germany","35","0.875484279065282","0.770507664623707","0.980460893506858"
"Daily","1998","no degree/no degree yet","West Germany","615","0.872867174624625","0.847993416308131","0.897740932941119"
"Daily","1998","no degree/no degree yet","East Germany","111","0.899892004153115","0.845965261256114","0.953818747050116"
"Min 1x per week","1998","lower secondary degree","West Germany","288","0.0608452481291496","0.0537308970437779","0.0679595992145213"
"Min 1x per week","1998","lower secondary degree","East Germany","49","0.0329261556059873","0.0231695924746648","0.0426827187373098"
"Min 1x per week","1998","secondary school degree","West Germany","267","0.119786699480647","0.105935026268861","0.133638372692433"
"Min 1x per week","1998","secondary school degree","East Germany","156","0.0805108255102397","0.0677958472676146","0.0932258037528648"
"Min 1x per week","1998","college entrance qualification","West Germany","401","0.247039020360982","0.226353861102935","0.267724179619029"
"Min 1x per week","1998","college entrance qualification","East Germany","85","0.159255051793636","0.128335321625688","0.190174781961585"
"Min 1x per week","1998","Other degree","West Germany","57","0.0705084750114806","0.054255045255302","0.0867619047676593"
"Min 1x per week","1998","Other degree","East Germany","2","","",""
"Min 1x per week","1998","no degree/no degree yet","West Germany","51","0.0976730930007798","0.0755060428195574","0.119840143182002"
"Min 1x per week","1998","no degree/no degree yet","East Germany","7","","",""
"Min 1x per month","1998","lower secondary degree","West Germany","32","0.00808054631951436","0.00541606950258403","0.0107450231364447"
"Min 1x per month","1998","lower secondary degree","East Germany","8","","",""
"Min 1x per month","1998","secondary school degree","West Germany","23","","",""
"Min 1x per month","1998","secondary school degree","East Germany","11","","",""
"Min 1x per month","1998","college entrance qualification","West Germany","32","0.0217394236128723","0.0147451737332492","0.0287336734924953"
"Min 1x per month","1998","college entrance qualification","East Germany","8","","",""
"Min 1x per month","1998","Other degree","West Germany","8","","",""
"Min 1x per month","1998","Other degree","East Germany","","","",""
"Min 1x per month","1998","no degree/no degree yet","West Germany","6","","",""
"Min 1x per month","1998","no degree/no degree yet","East Germany","","","",""
"Rarely","1998","lower secondary degree","West Germany","96","0.026393301948856","0.0216224930617421","0.0311641108359699"
"Rarely","1998","lower secondary degree","East Germany","12","","",""
"Rarely","1998","secondary school degree","West Germany","56","0.0255645018633146","0.0188316479712039","0.0322973557554254"
"Rarely","1998","secondary school degree","East Germany","59","0.0314027083858654","0.0232524692868868","0.039552947484844"
"Rarely","1998","college entrance qualification","West Germany","58","0.0324459202642562","0.0239481002581235","0.0409437402703889"
"Rarely","1998","college entrance qualification","East Germany","11","","",""
"Rarely","1998","Other degree","West Germany","18","","",""
"Rarely","1998","Other degree","East Germany","1","","",""
"Rarely","1998","no degree/no degree yet","West Germany","12","","",""
"Rarely","1998","no degree/no degree yet","East Germany","1","","",""
"Never","1998","lower secondary degree","West Germany","37","0.0109167659681804","0.00782421546903967","0.0140093164673212"
"Never","1998","lower secondary degree","East Germany","4","","",""
"Never","1998","secondary school degree","West Germany","21","","",""
"Never","1998","secondary school degree","East Germany","11","","",""
"Never","1998","college entrance qualification","West Germany","33","0.0246074313140146","0.0171770223534244","0.0320378402746048"
"Never","1998","college entrance qualification","East Germany","6","","",""
"Never","1998","Other degree","West Germany","14","","",""
"Never","1998","Other degree","East Germany","","","",""
"Never","1998","no degree/no degree yet","West Germany","5","","",""
"Never","1998","no degree/no degree yet","East Germany","","","",""
"Daily","1999","lower secondary degree","West Germany","","","",""
"Daily","1999","lower secondary degree","East Germany","","","",""
