"pli0083","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","1993","secondary school degree","Female","","","",""
"Rarely","1993","college entrance qualification","Male","","","",""
"Rarely","1993","college entrance qualification","Female","","","",""
"Rarely","1993","Other degree","Male","","","",""
"Rarely","1993","Other degree","Female","","","",""
"Rarely","1993","no degree/no degree yet","Male","","","",""
"Rarely","1993","no degree/no degree yet","Female","","","",""
"Never","1993","lower secondary degree","Male","","","",""
"Never","1993","lower secondary degree","Female","","","",""
"Never","1993","secondary school degree","Male","","","",""
"Never","1993","secondary school degree","Female","","","",""
"Never","1993","college entrance qualification","Male","","","",""
"Never","1993","college entrance qualification","Female","","","",""
"Never","1993","Other degree","Male","","","",""
"Never","1993","Other degree","Female","","","",""
"Never","1993","no degree/no degree yet","Male","","","",""
"Never","1993","no degree/no degree yet","Female","","","",""
"Daily","1994","lower secondary degree","Male","","","",""
"Daily","1994","lower secondary degree","Female","","","",""
"Daily","1994","secondary school degree","Male","","","",""
"Daily","1994","secondary school degree","Female","","","",""
"Daily","1994","college entrance qualification","Male","","","",""
"Daily","1994","college entrance qualification","Female","","","",""
"Daily","1994","Other degree","Male","","","",""
"Daily","1994","Other degree","Female","","","",""
"Daily","1994","no degree/no degree yet","Male","","","",""
"Daily","1994","no degree/no degree yet","Female","","","",""
"Min 1x per week","1994","lower secondary degree","Male","","","",""
"Min 1x per week","1994","lower secondary degree","Female","","","",""
"Min 1x per week","1994","secondary school degree","Male","","","",""
"Min 1x per week","1994","secondary school degree","Female","","","",""
"Min 1x per week","1994","college entrance qualification","Male","","","",""
"Min 1x per week","1994","college entrance qualification","Female","","","",""
"Min 1x per week","1994","Other degree","Male","","","",""
"Min 1x per week","1994","Other degree","Female","","","",""
"Min 1x per week","1994","no degree/no degree yet","Male","","","",""
"Min 1x per week","1994","no degree/no degree yet","Female","","","",""
"Min 1x per month","1994","lower secondary degree","Male","","","",""
"Min 1x per month","1994","lower secondary degree","Female","","","",""
"Min 1x per month","1994","secondary school degree","Male","","","",""
"Min 1x per month","1994","secondary school degree","Female","","","",""
"Min 1x per month","1994","college entrance qualification","Male","","","",""
"Min 1x per month","1994","college entrance qualification","Female","","","",""
"Min 1x per month","1994","Other degree","Male","","","",""
"Min 1x per month","1994","Other degree","Female","","","",""
"Min 1x per month","1994","no degree/no degree yet","Male","","","",""
"Min 1x per month","1994","no degree/no degree yet","Female","","","",""
"Rarely","1994","lower secondary degree","Male","","","",""
"Rarely","1994","lower secondary degree","Female","","","",""
"Rarely","1994","secondary school degree","Male","","","",""
"Rarely","1994","secondary school degree","Female","","","",""
"Rarely","1994","college entrance qualification","Male","","","",""
"Rarely","1994","college entrance qualification","Female","","","",""
"Rarely","1994","Other degree","Male","","","",""
"Rarely","1994","Other degree","Female","","","",""
"Rarely","1994","no degree/no degree yet","Male","","","",""
"Rarely","1994","no degree/no degree yet","Female","","","",""
"Never","1994","lower secondary degree","Male","","","",""
"Never","1994","lower secondary degree","Female","","","",""
"Never","1994","secondary school degree","Male","","","",""
"Never","1994","secondary school degree","Female","","","",""
"Never","1994","college entrance qualification","Male","","","",""
"Never","1994","college entrance qualification","Female","","","",""
"Never","1994","Other degree","Male","","","",""
"Never","1994","Other degree","Female","","","",""
"Never","1994","no degree/no degree yet","Male","","","",""
"Never","1994","no degree/no degree yet","Female","","","",""
"Daily","1995","lower secondary degree","Male","2280","0.880134629845777","0.867613623452703","0.89265563623885"
"Daily","1995","lower secondary degree","Female","2511","0.885521824235494","0.873768477789791","0.897275170681197"
"Daily","1995","secondary school degree","Male","1281","0.849928870818166","0.8320567835138","0.867800958122533"
"Daily","1995","secondary school degree","Female","1710","0.82663932220157","0.81023211120544","0.8430465331977"
"Daily","1995","college entrance qualification","Male","793","0.721565138630405","0.695028715081832","0.748101562178978"
"Daily","1995","college entrance qualification","Female","555","0.670416394505071","0.638084943956219","0.702747845053923"
"Daily","1995","Other degree","Male","572","0.870990887694066","0.845000386097832","0.896981389290299"
"Daily","1995","Other degree","Female","460","0.841580924502133","0.810495139783808","0.872666709220458"
"Daily","1995","no degree/no degree yet","Male","338","0.854877901578738","0.819463890984219","0.890291912173258"
"Daily","1995","no degree/no degree yet","Female","410","0.834897969791879","0.801579748309358","0.868216191274399"
"Min 1x per week","1995","lower secondary degree","Male","220","0.082087863038668","0.071506104472026","0.0926696216053099"
"Min 1x per week","1995","lower secondary degree","Female","198","0.0689743420867372","0.0596197433928663","0.078328940780608"
"Min 1x per week","1995","secondary school degree","Male","187","0.111324549300094","0.0955846309354224","0.127064467664765"
"Min 1x per week","1995","secondary school degree","Female","252","0.126752726750641","0.112333276288508","0.141172177212773"
"Min 1x per week","1995","college entrance qualification","Male","216","0.194628677242144","0.171189394913711","0.218067959570577"
"Min 1x per week","1995","college entrance qualification","Female","190","0.237934858649737","0.208646491430025","0.26722322586945"
"Min 1x per week","1995","Other degree","Male","42","0.0847709169330032","0.0631742859122769","0.106367547953729"
"Min 1x per week","1995","Other degree","Female","41","0.0959219825702174","0.0708509521290571","0.120993013011378"
"Min 1x per week","1995","no degree/no degree yet","Male","30","0.111083284654238","0.0794888065633793","0.142677762745097"
"Min 1x per week","1995","no degree/no degree yet","Female","53","0.129886928736428","0.0997180289913946","0.160055828481462"
"Min 1x per month","1995","lower secondary degree","Male","24","","",""
"Min 1x per month","1995","lower secondary degree","Female","30","0.0127524361027909","0.00861043541634653","0.0168944367892353"
"Min 1x per month","1995","secondary school degree","Male","16","","",""
"Min 1x per month","1995","secondary school degree","Female","15","","",""
"Min 1x per month","1995","college entrance qualification","Male","21","","",""
"Min 1x per month","1995","college entrance qualification","Female","23","","",""
"Min 1x per month","1995","Other degree","Male","6","","",""
"Min 1x per month","1995","Other degree","Female","7","","",""
"Min 1x per month","1995","no degree/no degree yet","Male","2","","",""
"Min 1x per month","1995","no degree/no degree yet","Female","1","","",""
"Rarely","1995","lower secondary degree","Male","43","0.0207766195203218","0.0152780952313377","0.0262751438093058"
"Rarely","1995","lower secondary degree","Female","55","0.0213844538322373","0.0160442763675454","0.0267246312969291"
"Rarely","1995","secondary school degree","Male","42","0.0223770944554968","0.0149755399274631","0.0297786489835306"
"Rarely","1995","secondary school degree","Female","54","0.0281194866044366","0.0209545629743138","0.0352844102345595"
"Rarely","1995","college entrance qualification","Male","51","0.0429929040381543","0.0309841269426774","0.0550016811336313"
"Rarely","1995","college entrance qualification","Female","35","0.0449572372931718","0.0307050574830866","0.0592094171032571"
"Rarely","1995","Other degree","Male","10","","",""
"Rarely","1995","Other degree","Female","12","","",""
"Rarely","1995","no degree/no degree yet","Male","4","","",""
"Rarely","1995","no degree/no degree yet","Female","8","","",""
"Never","1995","lower secondary degree","Male","18","","",""
"Never","1995","lower secondary degree","Female","25","","",""
"Never","1995","secondary school degree","Male","8","","",""
"Never","1995","secondary school degree","Female","14","","",""
"Never","1995","college entrance qualification","Male","15","","",""
"Never","1995","college entrance qualification","Female","9","","",""
"Never","1995","Other degree","Male","9","","",""
"Never","1995","Other degree","Female","10","","",""
"Never","1995","no degree/no degree yet","Male","6","","",""
"Never","1995","no degree/no degree yet","Female","5","","",""
"Daily","1996","lower secondary degree","Male","","","",""
"Daily","1996","lower secondary degree","Female","","","",""
"Daily","1996","secondary school degree","Male","","","",""
"Daily","1996","secondary school degree","Female","","","",""
"Daily","1996","college entrance qualification","Male","","","",""
"Daily","1996","college entrance qualification","Female","","","",""
"Daily","1996","Other degree","Male","","","",""
"Daily","1996","Other degree","Female","","","",""
"Daily","1996","no degree/no degree yet","Male","","","",""
"Daily","1996","no degree/no degree yet","Female","","","",""
"Min 1x per week","1996","lower secondary degree","Male","","","",""
"Min 1x per week","1996","lower secondary degree","Female","","","",""
"Min 1x per week","1996","secondary school degree","Male","","","",""
"Min 1x per week","1996","secondary school degree","Female","","","",""
"Min 1x per week","1996","college entrance qualification","Male","","","",""
"Min 1x per week","1996","college entrance qualification","Female","","","",""
"Min 1x per week","1996","Other degree","Male","","","",""
"Min 1x per week","1996","Other degree","Female","","","",""
"Min 1x per week","1996","no degree/no degree yet","Male","","","",""
"Min 1x per week","1996","no degree/no degree yet","Female","","","",""
"Min 1x per month","1996","lower secondary degree","Male","","","",""
"Min 1x per month","1996","lower secondary degree","Female","","","",""
"Min 1x per month","1996","secondary school degree","Male","","","",""
"Min 1x per month","1996","secondary school degree","Female","","","",""
"Min 1x per month","1996","college entrance qualification","Male","","","",""
"Min 1x per month","1996","college entrance qualification","Female","","","",""
"Min 1x per month","1996","Other degree","Male","","","",""
"Min 1x per month","1996","Other degree","Female","","","",""
"Min 1x per month","1996","no degree/no degree yet","Male","","","",""
"Min 1x per month","1996","no degree/no degree yet","Female","","","",""
"Rarely","1996","lower secondary degree","Male","","","",""
"Rarely","1996","lower secondary degree","Female","","","",""
"Rarely","1996","secondary school degree","Male","","","",""
"Rarely","1996","secondary school degree","Female","","","",""
"Rarely","1996","college entrance qualification","Male","","","",""
"Rarely","1996","college entrance qualification","Female","","","",""
"Rarely","1996","Other degree","Male","","","",""
"Rarely","1996","Other degree","Female","","","",""
"Rarely","1996","no degree/no degree yet","Male","","","",""
"Rarely","1996","no degree/no degree yet","Female","","","",""
"Never","1996","lower secondary degree","Male","","","",""
"Never","1996","lower secondary degree","Female","","","",""
"Never","1996","secondary school degree","Male","","","",""
"Never","1996","secondary school degree","Female","","","",""
"Never","1996","college entrance qualification","Male","","","",""
"Never","1996","college entrance qualification","Female","","","",""
"Never","1996","Other degree","Male","","","",""
"Never","1996","Other degree","Female","","","",""
"Never","1996","no degree/no degree yet","Male","","","",""
"Never","1996","no degree/no degree yet","Female","","","",""
"Daily","1997","lower secondary degree","Male","","","",""
"Daily","1997","lower secondary degree","Female","","","",""
"Daily","1997","secondary school degree","Male","","","",""
"Daily","1997","secondary school degree","Female","","","",""
"Daily","1997","college entrance qualification","Male","","","",""
"Daily","1997","college entrance qualification","Female","","","",""
"Daily","1997","Other degree","Male","","","",""
"Daily","1997","Other degree","Female","","","",""
"Daily","1997","no degree/no degree yet","Male","","","",""
"Daily","1997","no degree/no degree yet","Female","","","",""
"Min 1x per week","1997","lower secondary degree","Male","","","",""
"Min 1x per week","1997","lower secondary degree","Female","","","",""
"Min 1x per week","1997","secondary school degree","Male","","","",""
"Min 1x per week","1997","secondary school degree","Female","","","",""
"Min 1x per week","1997","college entrance qualification","Male","","","",""
"Min 1x per week","1997","college entrance qualification","Female","","","",""
"Min 1x per week","1997","Other degree","Male","","","",""
"Min 1x per week","1997","Other degree","Female","","","",""
"Min 1x per week","1997","no degree/no degree yet","Male","","","",""
"Min 1x per week","1997","no degree/no degree yet","Female","","","",""
"Min 1x per month","1997","lower secondary degree","Male","","","",""
"Min 1x per month","1997","lower secondary degree","Female","","","",""
"Min 1x per month","1997","secondary school degree","Male","","","",""
"Min 1x per month","1997","secondary school degree","Female","","","",""
"Min 1x per month","1997","college entrance qualification","Male","","","",""
"Min 1x per month","1997","college entrance qualification","Female","","","",""
"Min 1x per month","1997","Other degree","Male","","","",""
"Min 1x per month","1997","Other degree","Female","","","",""
"Min 1x per month","1997","no degree/no degree yet","Male","","","",""
"Min 1x per month","1997","no degree/no degree yet","Female","","","",""
"Rarely","1997","lower secondary degree","Male","","","",""
"Rarely","1997","lower secondary degree","Female","","","",""
"Rarely","1997","secondary school degree","Male","","","",""
"Rarely","1997","secondary school degree","Female","","","",""
"Rarely","1997","college entrance qualification","Male","","","",""
"Rarely","1997","college entrance qualification","Female","","","",""
"Rarely","1997","Other degree","Male","","","",""
"Rarely","1997","Other degree","Female","","","",""
"Rarely","1997","no degree/no degree yet","Male","","","",""
"Rarely","1997","no degree/no degree yet","Female","","","",""
"Never","1997","lower secondary degree","Male","","","",""
"Never","1997","lower secondary degree","Female","","","",""
"Never","1997","secondary school degree","Male","","","",""
"Never","1997","secondary school degree","Female","","","",""
"Never","1997","college entrance qualification","Male","","","",""
"Never","1997","college entrance qualification","Female","","","",""
"Never","1997","Other degree","Male","","","",""
"Never","1997","Other degree","Female","","","",""
"Never","1997","no degree/no degree yet","Male","","","",""
"Never","1997","no degree/no degree yet","Female","","","",""
"Daily","1998","lower secondary degree","Male","2452","0.897030970063262","0.885607435065587","0.908454505060937"
"Daily","1998","lower secondary degree","Female","2644","0.90706556303509","0.896503901426386","0.917627224643794"
"Daily","1998","secondary school degree","Male","1421","0.849279069173125","0.832226560407733","0.866331577938517"
"Daily","1998","secondary school degree","Female","1845","0.84699001795534","0.83187465764676","0.862105378263919"
"Daily","1998","college entrance qualification","Male","902","0.71953099065596","0.694343802857388","0.744718178454532"
"Daily","1998","college entrance qualification","Female","672","0.653825281037533","0.624129950601142","0.683520611473924"
"Daily","1998","Other degree","Male","481","0.892567811758204","0.866278918204396","0.918856705312012"
"Daily","1998","Other degree","Female","410","0.877152256536974","0.847088971379133","0.907215541694815"
"Daily","1998","no degree/no degree yet","Male","334","0.908265502014447","0.878448114163523","0.938082889865371"
"Daily","1998","no degree/no degree yet","Female","392","0.848323052686326","0.815106886236388","0.881539219136264"
"Min 1x per week","1998","lower secondary degree","Male","179","0.0585113310574152","0.0496892503826613","0.067333411732169"
"Min 1x per week","1998","lower secondary degree","Female","158","0.0540450025350085","0.0458199708084315","0.0622700342615855"
"Min 1x per week","1998","secondary school degree","Male","188","0.105059552211125","0.0904448110388252","0.119674293383425"
"Min 1x per week","1998","secondary school degree","Female","235","0.108725304219886","0.0956548530193404","0.121795755420431"
"Min 1x per week","1998","college entrance qualification","Male","249","0.220197757126957","0.196964442506573","0.243431071747342"
"Min 1x per week","1998","college entrance qualification","Female","237","0.252963304418894","0.225829582850322","0.280097025987467"
"Min 1x per week","1998","Other degree","Male","31","0.0783631911491011","0.0555481924208785","0.101178189877324"
"Min 1x per week","1998","Other degree","Female","28","","",""
"Min 1x per week","1998","no degree/no degree yet","Male","20","","",""
"Min 1x per week","1998","no degree/no degree yet","Female","38","0.112214086082442","0.0829869072167283","0.141441264948156"
"Min 1x per month","1998","lower secondary degree","Male","18","","",""
"Min 1x per month","1998","lower secondary degree","Female","22","","",""
"Min 1x per month","1998","secondary school degree","Male","20","","",""
"Min 1x per month","1998","secondary school degree","Female","14","","",""
"Min 1x per month","1998","college entrance qualification","Male","22","","",""
"Min 1x per month","1998","college entrance qualification","Female","18","","",""
"Min 1x per month","1998","Other degree","Male","5","","",""
"Min 1x per month","1998","Other degree","Female","3","","",""
"Min 1x per month","1998","no degree/no degree yet","Male","3","","",""
"Min 1x per month","1998","no degree/no degree yet","Female","3","","",""
"Rarely","1998","lower secondary degree","Male","57","0.026688811141326","0.0206307457139744","0.0327468765686776"
"Rarely","1998","lower secondary degree","Female","51","0.0205050358146495","0.0153497120747375","0.0256603595545615"
"Rarely","1998","secondary school degree","Male","53","0.028416265600744","0.0204967265126916","0.0363358046887964"
"Rarely","1998","secondary school degree","Female","62","0.0266777298912398","0.0199118818163045","0.0334435779661752"
"Rarely","1998","college entrance qualification","Male","28","","",""
"Rarely","1998","college entrance qualification","Female","41","0.0411197717803145","0.0287256099275384","0.0535139336330906"
"Rarely","1998","Other degree","Male","7","","",""
"Rarely","1998","Other degree","Female","12","","",""
"Rarely","1998","no degree/no degree yet","Male","2","","",""
"Rarely","1998","no degree/no degree yet","Female","11","","",""
"Never","1998","lower secondary degree","Male","13","","",""
"Never","1998","lower secondary degree","Female","28","","",""
"Never","1998","secondary school degree","Male","9","","",""
"Never","1998","secondary school degree","Female","23","","",""
"Never","1998","college entrance qualification","Male","21","","",""
"Never","1998","college entrance qualification","Female","18","","",""
"Never","1998","Other degree","Male","9","","",""
"Never","1998","Other degree","Female","5","","",""
"Never","1998","no degree/no degree yet","Male","1","","",""
"Never","1998","no degree/no degree yet","Female","4","","",""
"Daily","1999","lower secondary degree","Male","","","",""
"Daily","1999","lower secondary degree","Female","","","",""
"Daily","1999","secondary school degree","Male","","","",""
"Daily","1999","secondary school degree","Female","","","",""
"Daily","1999","college entrance qualification","Male","","","",""
"Daily","1999","college entrance qualification","Female","","","",""
"Daily","1999","Other degree","Male","","","",""
"Daily","1999","Other degree","Female","","","",""
"Daily","1999","no degree/no degree yet","Male","","","",""
"Daily","1999","no degree/no degree yet","Female","","","",""
"Min 1x per week","1999","lower secondary degree","Male","","","",""
"Min 1x per week","1999","lower secondary degree","Female","","","",""
"Min 1x per week","1999","secondary school degree","Male","","","",""
"Min 1x per week","1999","secondary school degree","Female","","","",""
"Min 1x per week","1999","college entrance qualification","Male","","","",""
"Min 1x per week","1999","college entrance qualification","Female","","","",""
"Min 1x per week","1999","Other degree","Male","","","",""
"Min 1x per week","1999","Other degree","Female","","","",""
"Min 1x per week","1999","no degree/no degree yet","Male","","","",""
"Min 1x per week","1999","no degree/no degree yet","Female","","","",""
"Min 1x per month","1999","lower secondary degree","Male","","","",""
"Min 1x per month","1999","lower secondary degree","Female","","","",""
"Min 1x per month","1999","secondary school degree","Male","","","",""
"Min 1x per month","1999","secondary school degree","Female","","","",""
"Min 1x per month","1999","college entrance qualification","Male","","","",""
"Min 1x per month","1999","college entrance qualification","Female","","","",""
"Min 1x per month","1999","Other degree","Male","","","",""
"Min 1x per month","1999","Other degree","Female","","","",""
"Min 1x per month","1999","no degree/no degree yet","Male","","","",""
