"pli0083","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1991","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1991","(0) in school","Male","","","",""
"Min 1x per week","1991","(0) in school","Female","","","",""
"Min 1x per week","1991","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1991","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1991","(1b) general elementary school","Male","","","",""
"Min 1x per week","1991","(1b) general elementary school","Female","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1991","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1991","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1991","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1991","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1991","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1991","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1991","(0) in school","Male","","","",""
"Min 1x per month","1991","(0) in school","Female","","","",""
"Min 1x per month","1991","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1991","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1991","(1b) general elementary school","Male","","","",""
"Min 1x per month","1991","(1b) general elementary school","Female","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1991","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1991","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1991","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1991","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1991","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1991","(3b) higher tertiary education","Female","","","",""
"Rarely","1991","(0) in school","Male","","","",""
"Rarely","1991","(0) in school","Female","","","",""
"Rarely","1991","(1a) inadequately completed","Male","","","",""
"Rarely","1991","(1a) inadequately completed","Female","","","",""
"Rarely","1991","(1b) general elementary school","Male","","","",""
"Rarely","1991","(1b) general elementary school","Female","","","",""
"Rarely","1991","(1c) basic vocational qualification","Male","","","",""
"Rarely","1991","(1c) basic vocational qualification","Female","","","",""
"Rarely","1991","(2b) intermediate general qualification","Male","","","",""
"Rarely","1991","(2b) intermediate general qualification","Female","","","",""
"Rarely","1991","(2a) intermediate vocational","Male","","","",""
"Rarely","1991","(2a) intermediate vocational","Female","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1991","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1991","(3a) lower tertiary education","Male","","","",""
"Rarely","1991","(3a) lower tertiary education","Female","","","",""
"Rarely","1991","(3b) higher tertiary education","Male","","","",""
"Rarely","1991","(3b) higher tertiary education","Female","","","",""
"Never","1991","(0) in school","Male","","","",""
"Never","1991","(0) in school","Female","","","",""
"Never","1991","(1a) inadequately completed","Male","","","",""
"Never","1991","(1a) inadequately completed","Female","","","",""
"Never","1991","(1b) general elementary school","Male","","","",""
"Never","1991","(1b) general elementary school","Female","","","",""
"Never","1991","(1c) basic vocational qualification","Male","","","",""
"Never","1991","(1c) basic vocational qualification","Female","","","",""
"Never","1991","(2b) intermediate general qualification","Male","","","",""
"Never","1991","(2b) intermediate general qualification","Female","","","",""
"Never","1991","(2a) intermediate vocational","Male","","","",""
"Never","1991","(2a) intermediate vocational","Female","","","",""
"Never","1991","(2c_gen) general maturity certificate","Male","","","",""
"Never","1991","(2c_gen) general maturity certificate","Female","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1991","(3a) lower tertiary education","Male","","","",""
"Never","1991","(3a) lower tertiary education","Female","","","",""
"Never","1991","(3b) higher tertiary education","Male","","","",""
"Never","1991","(3b) higher tertiary education","Female","","","",""
"Daily","1992","(0) in school","Male","","","",""
"Daily","1992","(0) in school","Female","","","",""
"Daily","1992","(1a) inadequately completed","Male","","","",""
"Daily","1992","(1a) inadequately completed","Female","","","",""
"Daily","1992","(1b) general elementary school","Male","","","",""
"Daily","1992","(1b) general elementary school","Female","","","",""
"Daily","1992","(1c) basic vocational qualification","Male","","","",""
"Daily","1992","(1c) basic vocational qualification","Female","","","",""
"Daily","1992","(2b) intermediate general qualification","Male","","","",""
"Daily","1992","(2b) intermediate general qualification","Female","","","",""
"Daily","1992","(2a) intermediate vocational","Male","","","",""
"Daily","1992","(2a) intermediate vocational","Female","","","",""
"Daily","1992","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1992","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1992","(3a) lower tertiary education","Male","","","",""
"Daily","1992","(3a) lower tertiary education","Female","","","",""
"Daily","1992","(3b) higher tertiary education","Male","","","",""
"Daily","1992","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1992","(0) in school","Male","","","",""
"Min 1x per week","1992","(0) in school","Female","","","",""
"Min 1x per week","1992","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1992","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1992","(1b) general elementary school","Male","","","",""
"Min 1x per week","1992","(1b) general elementary school","Female","","","",""
"Min 1x per week","1992","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1992","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1992","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1992","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1992","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1992","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1992","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1992","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1992","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1992","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1992","(0) in school","Male","","","",""
"Min 1x per month","1992","(0) in school","Female","","","",""
"Min 1x per month","1992","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1992","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1992","(1b) general elementary school","Male","","","",""
"Min 1x per month","1992","(1b) general elementary school","Female","","","",""
"Min 1x per month","1992","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1992","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1992","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1992","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1992","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1992","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1992","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1992","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1992","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1992","(3b) higher tertiary education","Female","","","",""
"Rarely","1992","(0) in school","Male","","","",""
"Rarely","1992","(0) in school","Female","","","",""
"Rarely","1992","(1a) inadequately completed","Male","","","",""
"Rarely","1992","(1a) inadequately completed","Female","","","",""
"Rarely","1992","(1b) general elementary school","Male","","","",""
"Rarely","1992","(1b) general elementary school","Female","","","",""
"Rarely","1992","(1c) basic vocational qualification","Male","","","",""
"Rarely","1992","(1c) basic vocational qualification","Female","","","",""
"Rarely","1992","(2b) intermediate general qualification","Male","","","",""
"Rarely","1992","(2b) intermediate general qualification","Female","","","",""
"Rarely","1992","(2a) intermediate vocational","Male","","","",""
"Rarely","1992","(2a) intermediate vocational","Female","","","",""
"Rarely","1992","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1992","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1992","(3a) lower tertiary education","Male","","","",""
"Rarely","1992","(3a) lower tertiary education","Female","","","",""
"Rarely","1992","(3b) higher tertiary education","Male","","","",""
"Rarely","1992","(3b) higher tertiary education","Female","","","",""
"Never","1992","(0) in school","Male","","","",""
"Never","1992","(0) in school","Female","","","",""
"Never","1992","(1a) inadequately completed","Male","","","",""
"Never","1992","(1a) inadequately completed","Female","","","",""
"Never","1992","(1b) general elementary school","Male","","","",""
"Never","1992","(1b) general elementary school","Female","","","",""
"Never","1992","(1c) basic vocational qualification","Male","","","",""
"Never","1992","(1c) basic vocational qualification","Female","","","",""
"Never","1992","(2b) intermediate general qualification","Male","","","",""
"Never","1992","(2b) intermediate general qualification","Female","","","",""
"Never","1992","(2a) intermediate vocational","Male","","","",""
"Never","1992","(2a) intermediate vocational","Female","","","",""
"Never","1992","(2c_gen) general maturity certificate","Male","","","",""
"Never","1992","(2c_gen) general maturity certificate","Female","","","",""
"Never","1992","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1992","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1992","(3a) lower tertiary education","Male","","","",""
"Never","1992","(3a) lower tertiary education","Female","","","",""
"Never","1992","(3b) higher tertiary education","Male","","","",""
"Never","1992","(3b) higher tertiary education","Female","","","",""
"Daily","1993","(0) in school","Male","","","",""
"Daily","1993","(0) in school","Female","","","",""
"Daily","1993","(1a) inadequately completed","Male","","","",""
"Daily","1993","(1a) inadequately completed","Female","","","",""
"Daily","1993","(1b) general elementary school","Male","","","",""
"Daily","1993","(1b) general elementary school","Female","","","",""
"Daily","1993","(1c) basic vocational qualification","Male","","","",""
"Daily","1993","(1c) basic vocational qualification","Female","","","",""
"Daily","1993","(2b) intermediate general qualification","Male","","","",""
"Daily","1993","(2b) intermediate general qualification","Female","","","",""
"Daily","1993","(2a) intermediate vocational","Male","","","",""
"Daily","1993","(2a) intermediate vocational","Female","","","",""
"Daily","1993","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1993","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1993","(3a) lower tertiary education","Male","","","",""
"Daily","1993","(3a) lower tertiary education","Female","","","",""
"Daily","1993","(3b) higher tertiary education","Male","","","",""
"Daily","1993","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1993","(0) in school","Male","","","",""
"Min 1x per week","1993","(0) in school","Female","","","",""
"Min 1x per week","1993","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1993","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1993","(1b) general elementary school","Male","","","",""
"Min 1x per week","1993","(1b) general elementary school","Female","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1993","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1993","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1993","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1993","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","Male","","","",""
"Min 1x per week","1993","(3a) lower tertiary education","Female","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","Male","","","",""
"Min 1x per week","1993","(3b) higher tertiary education","Female","","","",""
"Min 1x per month","1993","(0) in school","Male","","","",""
"Min 1x per month","1993","(0) in school","Female","","","",""
"Min 1x per month","1993","(1a) inadequately completed","Male","","","",""
"Min 1x per month","1993","(1a) inadequately completed","Female","","","",""
"Min 1x per month","1993","(1b) general elementary school","Male","","","",""
"Min 1x per month","1993","(1b) general elementary school","Female","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","Male","","","",""
"Min 1x per month","1993","(1c) basic vocational qualification","Female","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","Male","","","",""
"Min 1x per month","1993","(2b) intermediate general qualification","Female","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","Male","","","",""
"Min 1x per month","1993","(2a) intermediate vocational","Female","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per month","1993","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per month","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","Male","","","",""
"Min 1x per month","1993","(3a) lower tertiary education","Female","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","Male","","","",""
"Min 1x per month","1993","(3b) higher tertiary education","Female","","","",""
"Rarely","1993","(0) in school","Male","","","",""
"Rarely","1993","(0) in school","Female","","","",""
"Rarely","1993","(1a) inadequately completed","Male","","","",""
"Rarely","1993","(1a) inadequately completed","Female","","","",""
"Rarely","1993","(1b) general elementary school","Male","","","",""
"Rarely","1993","(1b) general elementary school","Female","","","",""
"Rarely","1993","(1c) basic vocational qualification","Male","","","",""
"Rarely","1993","(1c) basic vocational qualification","Female","","","",""
"Rarely","1993","(2b) intermediate general qualification","Male","","","",""
"Rarely","1993","(2b) intermediate general qualification","Female","","","",""
"Rarely","1993","(2a) intermediate vocational","Male","","","",""
"Rarely","1993","(2a) intermediate vocational","Female","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","1993","(3a) lower tertiary education","Male","","","",""
"Rarely","1993","(3a) lower tertiary education","Female","","","",""
"Rarely","1993","(3b) higher tertiary education","Male","","","",""
"Rarely","1993","(3b) higher tertiary education","Female","","","",""
"Never","1993","(0) in school","Male","","","",""
"Never","1993","(0) in school","Female","","","",""
"Never","1993","(1a) inadequately completed","Male","","","",""
"Never","1993","(1a) inadequately completed","Female","","","",""
"Never","1993","(1b) general elementary school","Male","","","",""
"Never","1993","(1b) general elementary school","Female","","","",""
"Never","1993","(1c) basic vocational qualification","Male","","","",""
"Never","1993","(1c) basic vocational qualification","Female","","","",""
"Never","1993","(2b) intermediate general qualification","Male","","","",""
"Never","1993","(2b) intermediate general qualification","Female","","","",""
"Never","1993","(2a) intermediate vocational","Male","","","",""
"Never","1993","(2a) intermediate vocational","Female","","","",""
"Never","1993","(2c_gen) general maturity certificate","Male","","","",""
"Never","1993","(2c_gen) general maturity certificate","Female","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","1993","(3a) lower tertiary education","Male","","","",""
"Never","1993","(3a) lower tertiary education","Female","","","",""
"Never","1993","(3b) higher tertiary education","Male","","","",""
"Never","1993","(3b) higher tertiary education","Female","","","",""
"Daily","1994","(0) in school","Male","","","",""
"Daily","1994","(0) in school","Female","","","",""
"Daily","1994","(1a) inadequately completed","Male","","","",""
"Daily","1994","(1a) inadequately completed","Female","","","",""
"Daily","1994","(1b) general elementary school","Male","","","",""
"Daily","1994","(1b) general elementary school","Female","","","",""
"Daily","1994","(1c) basic vocational qualification","Male","","","",""
"Daily","1994","(1c) basic vocational qualification","Female","","","",""
"Daily","1994","(2b) intermediate general qualification","Male","","","",""
"Daily","1994","(2b) intermediate general qualification","Female","","","",""
"Daily","1994","(2a) intermediate vocational","Male","","","",""
"Daily","1994","(2a) intermediate vocational","Female","","","",""
"Daily","1994","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1994","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1994","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1994","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1994","(3a) lower tertiary education","Male","","","",""
"Daily","1994","(3a) lower tertiary education","Female","","","",""
"Daily","1994","(3b) higher tertiary education","Male","","","",""
"Daily","1994","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1994","(0) in school","Male","","","",""
"Min 1x per week","1994","(0) in school","Female","","","",""
"Min 1x per week","1994","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1994","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1994","(1b) general elementary school","Male","","","",""
"Min 1x per week","1994","(1b) general elementary school","Female","","","",""
"Min 1x per week","1994","(1c) basic vocational qualification","Male","","","",""
"Min 1x per week","1994","(1c) basic vocational qualification","Female","","","",""
"Min 1x per week","1994","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1994","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1994","(2a) intermediate vocational","Male","","","",""
"Min 1x per week","1994","(2a) intermediate vocational","Female","","","",""
"Min 1x per week","1994","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1994","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1994","(2c_voc) vocational maturity certificate","Male","","","",""
"Min 1x per week","1994","(2c_voc) vocational maturity certificate","Female","","","",""
"Min 1x per week","1994","(3a) lower tertiary education","Male","","","",""
