"pli0083","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","37","0.874545657480334","0.774371075459035","0.974720239501633"
"Daily","1990","Baden-Württemberg","lower secondary degree","692","0.815047576284748","0.788775850393345","0.841319302176151"
"Daily","1990","Baden-Württemberg","secondary school degree","194","0.744601559788639","0.692294109444286","0.796909010132991"
"Daily","1990","Baden-Württemberg","college entrance qualification","116","0.669656282127989","0.600366298669646","0.738946265586332"
"Daily","1990","Baden-Württemberg","Other degree","219","0.835967982771532","0.791383442874725","0.880552522668339"
"Daily","1990","Baden-Württemberg","no degree/no degree yet","172","0.780481199463732","0.724498282014261","0.836464116913202"
"Daily","1990","Bavaria","lower secondary degree","642","0.802539843300198","0.775091543366731","0.829988143233664"
"Daily","1990","Bavaria","secondary school degree","206","0.71213487187326","0.660814694090594","0.763455049655926"
"Daily","1990","Bavaria","college entrance qualification","117","0.616618463628807","0.549065343650557","0.684171583607057"
"Daily","1990","Bavaria","Other degree","133","0.808564130404235","0.749071613391814","0.868056647416655"
"Daily","1990","Bavaria","no degree/no degree yet","76","0.747694723554935","0.661260139120009","0.834129307989861"
"Daily","1990","Berlin","lower secondary degree","106","0.843195526379548","0.779451945655948","0.906939107103149"
"Daily","1990","Berlin","secondary school degree","53","0.891632331134839","0.814258337072097","0.969006325197582"
"Daily","1990","Berlin","college entrance qualification","37","0.731773785530077","0.60897272347877","0.854574847581384"
"Daily","1990","Berlin","Other degree","34","0.847721148893492","0.739061136403899","0.956381161383086"
"Daily","1990","Berlin","no degree/no degree yet","28","","",""
"Daily","1990","Brandenburg","lower secondary degree","","","",""
"Daily","1990","Brandenburg","secondary school degree","","","",""
"Daily","1990","Brandenburg","college entrance qualification","","","",""
"Daily","1990","Brandenburg","Other degree","","","",""
"Daily","1990","Brandenburg","no degree/no degree yet","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Daily","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Daily","1990","Saxony","lower secondary degree","","","",""
"Daily","1990","Saxony","secondary school degree","","","",""
"Daily","1990","Saxony","college entrance qualification","","","",""
"Daily","1990","Saxony","Other degree","","","",""
"Daily","1990","Saxony","no degree/no degree yet","","","",""
"Daily","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Daily","1990","Saxony-Anhalt","secondary school degree","","","",""
"Daily","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Daily","1990","Saxony-Anhalt","Other degree","","","",""
"Daily","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Daily","1990","Thuringia","lower secondary degree","","","",""
"Daily","1990","Thuringia","secondary school degree","","","",""
"Daily","1990","Thuringia","college entrance qualification","","","",""
"Daily","1990","Thuringia","Other degree","","","",""
"Daily","1990","Thuringia","no degree/no degree yet","","","",""
"Min 1x per week","1990","Schleswig-Holstein","lower secondary degree","12","","",""
"Min 1x per week","1990","Schleswig-Holstein","secondary school degree","16","","",""
"Min 1x per week","1990","Schleswig-Holstein","college entrance qualification","14","","",""
"Min 1x per week","1990","Schleswig-Holstein","Other degree","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","no degree/no degree yet","3","","",""
"Min 1x per week","1990","Hamburg","lower secondary degree","8","","",""
"Min 1x per week","1990","Hamburg","secondary school degree","9","","",""
"Min 1x per week","1990","Hamburg","college entrance qualification","4","","",""
"Min 1x per week","1990","Hamburg","Other degree","2","","",""
"Min 1x per week","1990","Hamburg","no degree/no degree yet","1","","",""
"Min 1x per week","1990","Lower Saxony","lower secondary degree","55","0.0842566264681118","0.0599819738247858","0.108531279111438"
"Min 1x per week","1990","Lower Saxony","secondary school degree","47","0.214841987699558","0.160069895596838","0.269614079802278"
"Min 1x per week","1990","Lower Saxony","college entrance qualification","32","0.221702692758597","0.150296699790841","0.293108685726354"
"Min 1x per week","1990","Lower Saxony","Other degree","4","","",""
"Min 1x per week","1990","Lower Saxony","no degree/no degree yet","8","","",""
"Min 1x per week","1990","Bremen","lower secondary degree","2","","",""
"Min 1x per week","1990","Bremen","secondary school degree","2","","",""
"Min 1x per week","1990","Bremen","college entrance qualification","1","","",""
"Min 1x per week","1990","Bremen","Other degree","1","","",""
"Min 1x per week","1990","Bremen","no degree/no degree yet","1","","",""
"Min 1x per week","1990","North Rhine-Westphalia","lower secondary degree","105","0.0880691406365304","0.071697083008362","0.104441198264699"
"Min 1x per week","1990","North Rhine-Westphalia","secondary school degree","78","0.170871507577037","0.136286479061581","0.205456536092493"
"Min 1x per week","1990","North Rhine-Westphalia","college entrance qualification","91","0.256239877825164","0.211936842798014","0.300542912852315"
"Min 1x per week","1990","North Rhine-Westphalia","Other degree","30","0.104441004251615","0.0669039126042235","0.141978095899006"
"Min 1x per week","1990","North Rhine-Westphalia","no degree/no degree yet","40","0.162417868321956","0.117841896334406","0.206993840309507"
"Min 1x per week","1990","Hesse","lower secondary degree","64","0.119011326006561","0.0878204745746573","0.150202177438464"
"Min 1x per week","1990","Hesse","secondary school degree","26","","",""
"Min 1x per week","1990","Hesse","college entrance qualification","27","","",""
"Min 1x per week","1990","Hesse","Other degree","26","","",""
"Min 1x per week","1990","Hesse","no degree/no degree yet","15","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","lower secondary degree","42","0.0895504826868612","0.0618779864181549","0.117222978955568"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","secondary school degree","21","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","college entrance qualification","23","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Other degree","8","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","4","","",""
"Min 1x per week","1990","Baden-Württemberg","lower secondary degree","106","0.12839948519456","0.105763078351539","0.151035892037582"
"Min 1x per week","1990","Baden-Württemberg","secondary school degree","51","0.167889760271869","0.123057049592852","0.212722470950886"
"Min 1x per week","1990","Baden-Württemberg","college entrance qualification","38","0.190855489305409","0.132962385796993","0.248748592813825"
"Min 1x per week","1990","Baden-Württemberg","Other degree","34","0.0962127887796626","0.0607090040661935","0.131716573493132"
"Min 1x per week","1990","Baden-Württemberg","no degree/no degree yet","26","","",""
"Min 1x per week","1990","Bavaria","lower secondary degree","104","0.119408419471307","0.0970496885206464","0.141767150421967"
"Min 1x per week","1990","Bavaria","secondary school degree","72","0.212615508115612","0.1662384288067","0.258992587424525"
"Min 1x per week","1990","Bavaria","college entrance qualification","54","0.273784466386762","0.21183198271074","0.335736950062783"
"Min 1x per week","1990","Bavaria","Other degree","27","","",""
"Min 1x per week","1990","Bavaria","no degree/no degree yet","19","","",""
"Min 1x per week","1990","Berlin","lower secondary degree","13","","",""
"Min 1x per week","1990","Berlin","secondary school degree","7","","",""
"Min 1x per week","1990","Berlin","college entrance qualification","10","","",""
"Min 1x per week","1990","Berlin","Other degree","6","","",""
"Min 1x per week","1990","Berlin","no degree/no degree yet","4","","",""
"Min 1x per week","1990","Brandenburg","lower secondary degree","","","",""
"Min 1x per week","1990","Brandenburg","secondary school degree","","","",""
"Min 1x per week","1990","Brandenburg","college entrance qualification","","","",""
"Min 1x per week","1990","Brandenburg","Other degree","","","",""
"Min 1x per week","1990","Brandenburg","no degree/no degree yet","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Min 1x per week","1990","Saxony","lower secondary degree","","","",""
"Min 1x per week","1990","Saxony","secondary school degree","","","",""
"Min 1x per week","1990","Saxony","college entrance qualification","","","",""
"Min 1x per week","1990","Saxony","Other degree","","","",""
"Min 1x per week","1990","Saxony","no degree/no degree yet","","","",""
"Min 1x per week","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Min 1x per week","1990","Saxony-Anhalt","secondary school degree","","","",""
"Min 1x per week","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Min 1x per week","1990","Saxony-Anhalt","Other degree","","","",""
"Min 1x per week","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Min 1x per week","1990","Thuringia","lower secondary degree","","","",""
"Min 1x per week","1990","Thuringia","secondary school degree","","","",""
"Min 1x per week","1990","Thuringia","college entrance qualification","","","",""
"Min 1x per week","1990","Thuringia","Other degree","","","",""
"Min 1x per week","1990","Thuringia","no degree/no degree yet","","","",""
"Min 1x per month","1990","Schleswig-Holstein","lower secondary degree","2","","",""
"Min 1x per month","1990","Schleswig-Holstein","secondary school degree","1","","",""
"Min 1x per month","1990","Schleswig-Holstein","college entrance qualification","1","","",""
"Min 1x per month","1990","Schleswig-Holstein","Other degree","","","",""
"Min 1x per month","1990","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Min 1x per month","1990","Hamburg","lower secondary degree","1","","",""
"Min 1x per month","1990","Hamburg","secondary school degree","1","","",""
"Min 1x per month","1990","Hamburg","college entrance qualification","1","","",""
"Min 1x per month","1990","Hamburg","Other degree","","","",""
"Min 1x per month","1990","Hamburg","no degree/no degree yet","","","",""
"Min 1x per month","1990","Lower Saxony","lower secondary degree","9","","",""
"Min 1x per month","1990","Lower Saxony","secondary school degree","3","","",""
"Min 1x per month","1990","Lower Saxony","college entrance qualification","4","","",""
"Min 1x per month","1990","Lower Saxony","Other degree","","","",""
"Min 1x per month","1990","Lower Saxony","no degree/no degree yet","","","",""
"Min 1x per month","1990","Bremen","lower secondary degree","","","",""
"Min 1x per month","1990","Bremen","secondary school degree","","","",""
"Min 1x per month","1990","Bremen","college entrance qualification","","","",""
"Min 1x per month","1990","Bremen","Other degree","","","",""
"Min 1x per month","1990","Bremen","no degree/no degree yet","","","",""
"Min 1x per month","1990","North Rhine-Westphalia","lower secondary degree","9","","",""
"Min 1x per month","1990","North Rhine-Westphalia","secondary school degree","6","","",""
"Min 1x per month","1990","North Rhine-Westphalia","college entrance qualification","9","","",""
"Min 1x per month","1990","North Rhine-Westphalia","Other degree","3","","",""
"Min 1x per month","1990","North Rhine-Westphalia","no degree/no degree yet","4","","",""
"Min 1x per month","1990","Hesse","lower secondary degree","5","","",""
"Min 1x per month","1990","Hesse","secondary school degree","4","","",""
"Min 1x per month","1990","Hesse","college entrance qualification","3","","",""
"Min 1x per month","1990","Hesse","Other degree","1","","",""
"Min 1x per month","1990","Hesse","no degree/no degree yet","3","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","lower secondary degree","4","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","secondary school degree","1","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Min 1x per month","1990","Baden-Württemberg","lower secondary degree","9","","",""
"Min 1x per month","1990","Baden-Württemberg","secondary school degree","8","","",""
"Min 1x per month","1990","Baden-Württemberg","college entrance qualification","5","","",""
"Min 1x per month","1990","Baden-Württemberg","Other degree","1","","",""
"Min 1x per month","1990","Baden-Württemberg","no degree/no degree yet","1","","",""
"Min 1x per month","1990","Bavaria","lower secondary degree","21","","",""
"Min 1x per month","1990","Bavaria","secondary school degree","14","","",""
"Min 1x per month","1990","Bavaria","college entrance qualification","6","","",""
"Min 1x per month","1990","Bavaria","Other degree","1","","",""
"Min 1x per month","1990","Bavaria","no degree/no degree yet","","","",""
"Min 1x per month","1990","Berlin","lower secondary degree","1","","",""
"Min 1x per month","1990","Berlin","secondary school degree","1","","",""
"Min 1x per month","1990","Berlin","college entrance qualification","","","",""
"Min 1x per month","1990","Berlin","Other degree","1","","",""
"Min 1x per month","1990","Berlin","no degree/no degree yet","2","","",""
"Min 1x per month","1990","Brandenburg","lower secondary degree","","","",""
"Min 1x per month","1990","Brandenburg","secondary school degree","","","",""
"Min 1x per month","1990","Brandenburg","college entrance qualification","","","",""
"Min 1x per month","1990","Brandenburg","Other degree","","","",""
"Min 1x per month","1990","Brandenburg","no degree/no degree yet","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Min 1x per month","1990","Saxony","lower secondary degree","","","",""
"Min 1x per month","1990","Saxony","secondary school degree","","","",""
"Min 1x per month","1990","Saxony","college entrance qualification","","","",""
"Min 1x per month","1990","Saxony","Other degree","","","",""
"Min 1x per month","1990","Saxony","no degree/no degree yet","","","",""
"Min 1x per month","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Min 1x per month","1990","Saxony-Anhalt","secondary school degree","","","",""
"Min 1x per month","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Min 1x per month","1990","Saxony-Anhalt","Other degree","","","",""
"Min 1x per month","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Min 1x per month","1990","Thuringia","lower secondary degree","","","",""
"Min 1x per month","1990","Thuringia","secondary school degree","","","",""
"Min 1x per month","1990","Thuringia","college entrance qualification","","","",""
"Min 1x per month","1990","Thuringia","Other degree","","","",""
"Min 1x per month","1990","Thuringia","no degree/no degree yet","","","",""
"Rarely","1990","Schleswig-Holstein","lower secondary degree","8","","",""
"Rarely","1990","Schleswig-Holstein","secondary school degree","","","",""
"Rarely","1990","Schleswig-Holstein","college entrance qualification","1","","",""
"Rarely","1990","Schleswig-Holstein","Other degree","","","",""
"Rarely","1990","Schleswig-Holstein","no degree/no degree yet","","","",""
"Rarely","1990","Hamburg","lower secondary degree","","","",""
"Rarely","1990","Hamburg","secondary school degree","2","","",""
"Rarely","1990","Hamburg","college entrance qualification","2","","",""
"Rarely","1990","Hamburg","Other degree","","","",""
"Rarely","1990","Hamburg","no degree/no degree yet","","","",""
"Rarely","1990","Lower Saxony","lower secondary degree","12","","",""
"Rarely","1990","Lower Saxony","secondary school degree","10","","",""
"Rarely","1990","Lower Saxony","college entrance qualification","12","","",""
"Rarely","1990","Lower Saxony","Other degree","1","","",""
"Rarely","1990","Lower Saxony","no degree/no degree yet","1","","",""
"Rarely","1990","Bremen","lower secondary degree","3","","",""
"Rarely","1990","Bremen","secondary school degree","3","","",""
"Rarely","1990","Bremen","college entrance qualification","","","",""
"Rarely","1990","Bremen","Other degree","","","",""
"Rarely","1990","Bremen","no degree/no degree yet","1","","",""
"Rarely","1990","North Rhine-Westphalia","lower secondary degree","35","0.029473880508801","0.0197030224932155","0.0392447385243864"
"Rarely","1990","North Rhine-Westphalia","secondary school degree","17","","",""
"Rarely","1990","North Rhine-Westphalia","college entrance qualification","17","","",""
"Rarely","1990","North Rhine-Westphalia","Other degree","9","","",""
"Rarely","1990","North Rhine-Westphalia","no degree/no degree yet","10","","",""
"Rarely","1990","Hesse","lower secondary degree","12","","",""
"Rarely","1990","Hesse","secondary school degree","9","","",""
"Rarely","1990","Hesse","college entrance qualification","10","","",""
"Rarely","1990","Hesse","Other degree","5","","",""
"Rarely","1990","Hesse","no degree/no degree yet","3","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","lower secondary degree","9","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","secondary school degree","5","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","college entrance qualification","5","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Rarely","1990","Baden-Württemberg","lower secondary degree","21","","",""
"Rarely","1990","Baden-Württemberg","secondary school degree","11","","",""
"Rarely","1990","Baden-Württemberg","college entrance qualification","15","","",""
"Rarely","1990","Baden-Württemberg","Other degree","5","","",""
"Rarely","1990","Baden-Württemberg","no degree/no degree yet","4","","",""
"Rarely","1990","Bavaria","lower secondary degree","32","0.0387700891988457","0.0254592802835987","0.0520808981140928"
"Rarely","1990","Bavaria","secondary school degree","5","","",""
"Rarely","1990","Bavaria","college entrance qualification","17","","",""
"Rarely","1990","Bavaria","Other degree","4","","",""
"Rarely","1990","Bavaria","no degree/no degree yet","1","","",""
"Rarely","1990","Berlin","lower secondary degree","4","","",""
"Rarely","1990","Berlin","secondary school degree","1","","",""
"Rarely","1990","Berlin","college entrance qualification","2","","",""
"Rarely","1990","Berlin","Other degree","1","","",""
"Rarely","1990","Berlin","no degree/no degree yet","1","","",""
"Rarely","1990","Brandenburg","lower secondary degree","","","",""
"Rarely","1990","Brandenburg","secondary school degree","","","",""
"Rarely","1990","Brandenburg","college entrance qualification","","","",""
"Rarely","1990","Brandenburg","Other degree","","","",""
"Rarely","1990","Brandenburg","no degree/no degree yet","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely","1990","Saxony","lower secondary degree","","","",""
"Rarely","1990","Saxony","secondary school degree","","","",""
"Rarely","1990","Saxony","college entrance qualification","","","",""
"Rarely","1990","Saxony","Other degree","","","",""
"Rarely","1990","Saxony","no degree/no degree yet","","","",""
"Rarely","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Rarely","1990","Saxony-Anhalt","secondary school degree","","","",""
"Rarely","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Rarely","1990","Saxony-Anhalt","Other degree","","","",""
"Rarely","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely","1990","Thuringia","lower secondary degree","","","",""
"Rarely","1990","Thuringia","secondary school degree","","","",""
"Rarely","1990","Thuringia","college entrance qualification","","","",""
"Rarely","1990","Thuringia","Other degree","","","",""
"Rarely","1990","Thuringia","no degree/no degree yet","","","",""
"Never","1990","Schleswig-Holstein","lower secondary degree","","","",""
"Never","1990","Schleswig-Holstein","secondary school degree","","","",""
"Never","1990","Schleswig-Holstein","college entrance qualification","2","","",""
"Never","1990","Schleswig-Holstein","Other degree","","","",""
"Never","1990","Schleswig-Holstein","no degree/no degree yet","","","",""
"Never","1990","Hamburg","lower secondary degree","","","",""
"Never","1990","Hamburg","secondary school degree","","","",""
"Never","1990","Hamburg","college entrance qualification","","","",""
"Never","1990","Hamburg","Other degree","","","",""
"Never","1990","Hamburg","no degree/no degree yet","1","","",""
"Never","1990","Lower Saxony","lower secondary degree","5","","",""
"Never","1990","Lower Saxony","secondary school degree","","","",""
"Never","1990","Lower Saxony","college entrance qualification","","","",""
"Never","1990","Lower Saxony","Other degree","1","","",""
"Never","1990","Lower Saxony","no degree/no degree yet","","","",""
"Never","1990","Bremen","lower secondary degree","2","","",""
"Never","1990","Bremen","secondary school degree","","","",""
"Never","1990","Bremen","college entrance qualification","2","","",""
"Never","1990","Bremen","Other degree","","","",""
"Never","1990","Bremen","no degree/no degree yet","","","",""
"Never","1990","North Rhine-Westphalia","lower secondary degree","4","","",""
"Never","1990","North Rhine-Westphalia","secondary school degree","4","","",""
"Never","1990","North Rhine-Westphalia","college entrance qualification","6","","",""
"Never","1990","North Rhine-Westphalia","Other degree","3","","",""
"Never","1990","North Rhine-Westphalia","no degree/no degree yet","3","","",""
"Never","1990","Hesse","lower secondary degree","3","","",""
"Never","1990","Hesse","secondary school degree","1","","",""
"Never","1990","Hesse","college entrance qualification","2","","",""
"Never","1990","Hesse","Other degree","1","","",""
"Never","1990","Hesse","no degree/no degree yet","4","","",""
"Never","1990","Rhineland-Palatinate,Saarland","lower secondary degree","1","","",""
"Never","1990","Rhineland-Palatinate,Saarland","secondary school degree","1","","",""
"Never","1990","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Other degree","1","","",""
"Never","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Never","1990","Baden-Württemberg","lower secondary degree","11","","",""
"Never","1990","Baden-Württemberg","secondary school degree","3","","",""
"Never","1990","Baden-Württemberg","college entrance qualification","3","","",""
"Never","1990","Baden-Württemberg","Other degree","6","","",""
"Never","1990","Baden-Württemberg","no degree/no degree yet","7","","",""
"Never","1990","Bavaria","lower secondary degree","9","","",""
"Never","1990","Bavaria","secondary school degree","2","","",""
"Never","1990","Bavaria","college entrance qualification","5","","",""
"Never","1990","Bavaria","Other degree","3","","",""
"Never","1990","Bavaria","no degree/no degree yet","1","","",""
"Never","1990","Berlin","lower secondary degree","1","","",""
"Never","1990","Berlin","secondary school degree","","","",""
"Never","1990","Berlin","college entrance qualification","1","","",""
"Never","1990","Berlin","Other degree","","","",""
"Never","1990","Berlin","no degree/no degree yet","","","",""
"Never","1990","Brandenburg","lower secondary degree","","","",""
"Never","1990","Brandenburg","secondary school degree","","","",""
"Never","1990","Brandenburg","college entrance qualification","","","",""
"Never","1990","Brandenburg","Other degree","","","",""
"Never","1990","Brandenburg","no degree/no degree yet","","","",""
"Never","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","1990","Saxony","lower secondary degree","","","",""
"Never","1990","Saxony","secondary school degree","","","",""
"Never","1990","Saxony","college entrance qualification","","","",""
"Never","1990","Saxony","Other degree","","","",""
"Never","1990","Saxony","no degree/no degree yet","","","",""
"Never","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Never","1990","Saxony-Anhalt","secondary school degree","","","",""
"Never","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Never","1990","Saxony-Anhalt","Other degree","","","",""
"Never","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","1990","Thuringia","lower secondary degree","","","",""
"Never","1990","Thuringia","secondary school degree","","","",""
"Never","1990","Thuringia","college entrance qualification","","","",""
"Never","1990","Thuringia","Other degree","","","",""
"Never","1990","Thuringia","no degree/no degree yet","","","",""
"Daily","1991","Schleswig-Holstein","lower secondary degree","","","",""
"Daily","1991","Schleswig-Holstein","secondary school degree","","","",""
"Daily","1991","Schleswig-Holstein","college entrance qualification","","","",""
"Daily","1991","Schleswig-Holstein","Other degree","","","",""
"Daily","1991","Schleswig-Holstein","no degree/no degree yet","","","",""
"Daily","1991","Hamburg","lower secondary degree","","","",""
"Daily","1991","Hamburg","secondary school degree","","","",""
"Daily","1991","Hamburg","college entrance qualification","","","",""
"Daily","1991","Hamburg","Other degree","","","",""
"Daily","1991","Hamburg","no degree/no degree yet","","","",""
"Daily","1991","Lower Saxony","lower secondary degree","","","",""
"Daily","1991","Lower Saxony","secondary school degree","","","",""
"Daily","1991","Lower Saxony","college entrance qualification","","","",""
"Daily","1991","Lower Saxony","Other degree","","","",""
"Daily","1991","Lower Saxony","no degree/no degree yet","","","",""
"Daily","1991","Bremen","lower secondary degree","","","",""
"Daily","1991","Bremen","secondary school degree","","","",""
"Daily","1991","Bremen","college entrance qualification","","","",""
"Daily","1991","Bremen","Other degree","","","",""
"Daily","1991","Bremen","no degree/no degree yet","","","",""
"Daily","1991","North Rhine-Westphalia","lower secondary degree","","","",""
"Daily","1991","North Rhine-Westphalia","secondary school degree","","","",""
"Daily","1991","North Rhine-Westphalia","college entrance qualification","","","",""
"Daily","1991","North Rhine-Westphalia","Other degree","","","",""
"Daily","1991","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Daily","1991","Hesse","lower secondary degree","","","",""
"Daily","1991","Hesse","secondary school degree","","","",""
"Daily","1991","Hesse","college entrance qualification","","","",""
"Daily","1991","Hesse","Other degree","","","",""
"Daily","1991","Hesse","no degree/no degree yet","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Daily","1991","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
