"pli0083","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","16-34 y.","general elemantary","162","0.162315718953277","0.138667680341557","0.185963757564996"
"Min 1x per week","1990","16-34 y.","middle vocational","352","0.205552593764749","0.186597757916848","0.22450742961265"
"Min 1x per week","1990","16-34 y.","vocational + Abi","47","0.376347356501474","0.30242565791717","0.450269055085779"
"Min 1x per week","1990","16-34 y.","higher vocational","38","0.211123932676757","0.148853878608099","0.273393986745414"
"Min 1x per week","1990","16-34 y.","higher education","56","0.303399354477567","0.239202427355024","0.367596281600111"
"Min 1x per week","1990","35-65 y.","in school","","","",""
"Min 1x per week","1990","35-65 y.","inadequately","65","0.152814269457023","0.119789717020622","0.185838821893424"
"Min 1x per week","1990","35-65 y.","general elemantary","144","0.100655988732344","0.08328179800971","0.118030179454977"
"Min 1x per week","1990","35-65 y.","middle vocational","283","0.123016425813219","0.109604716388049","0.13642813523839"
"Min 1x per week","1990","35-65 y.","vocational + Abi","18","","",""
"Min 1x per week","1990","35-65 y.","higher vocational","43","0.1541369251661","0.111767812536285","0.196506037795915"
"Min 1x per week","1990","35-65 y.","higher education","89","0.208926749357085","0.170766586475611","0.247086912238558"
"Min 1x per week","1990","66 and older","in school","","","",""
"Min 1x per week","1990","66 and older","inadequately","4","","",""
"Min 1x per week","1990","66 and older","general elemantary","18","","",""
"Min 1x per week","1990","66 and older","middle vocational","29","","",""
"Min 1x per week","1990","66 and older","vocational + Abi","1","","",""
"Min 1x per week","1990","66 and older","higher vocational","5","","",""
"Min 1x per week","1990","66 and older","higher education","5","","",""
"Min 1x per month","1990","16-34 y.","in school","4","","",""
"Min 1x per month","1990","16-34 y.","inadequately","2","","",""
"Min 1x per month","1990","16-34 y.","general elemantary","18","","",""
"Min 1x per month","1990","16-34 y.","middle vocational","30","0.0200724914726713","0.0134940413377783","0.0266509416075643"
"Min 1x per month","1990","16-34 y.","vocational + Abi","5","","",""
"Min 1x per month","1990","16-34 y.","higher vocational","7","","",""
"Min 1x per month","1990","16-34 y.","higher education","8","","",""
"Min 1x per month","1990","35-65 y.","in school","","","",""
"Min 1x per month","1990","35-65 y.","inadequately","6","","",""
"Min 1x per month","1990","35-65 y.","general elemantary","15","","",""
"Min 1x per month","1990","35-65 y.","middle vocational","33","0.0166336927467182","0.0114114283812721","0.0218559571121642"
"Min 1x per month","1990","35-65 y.","vocational + Abi","2","","",""
"Min 1x per month","1990","35-65 y.","higher vocational","4","","",""
"Min 1x per month","1990","35-65 y.","higher education","7","","",""
"Min 1x per month","1990","66 and older","in school","","","",""
"Min 1x per month","1990","66 and older","inadequately","","","",""
"Min 1x per month","1990","66 and older","general elemantary","4","","",""
"Min 1x per month","1990","66 and older","middle vocational","7","","",""
"Min 1x per month","1990","66 and older","vocational + Abi","","","",""
"Min 1x per month","1990","66 and older","higher vocational","1","","",""
"Min 1x per month","1990","66 and older","higher education","1","","",""
"Rarely","1990","16-34 y.","in school","4","","",""
"Rarely","1990","16-34 y.","inadequately","5","","",""
"Rarely","1990","16-34 y.","general elemantary","35","0.0410691558757467","0.0283421517415297","0.0537961600099638"
"Rarely","1990","16-34 y.","middle vocational","62","0.03860302858315","0.0295667827941109","0.0476392743721891"
"Rarely","1990","16-34 y.","vocational + Abi","9","","",""
"Rarely","1990","16-34 y.","higher vocational","8","","",""
"Rarely","1990","16-34 y.","higher education","18","","",""
"Rarely","1990","35-65 y.","in school","","","",""
"Rarely","1990","35-65 y.","inadequately","11","","",""
"Rarely","1990","35-65 y.","general elemantary","37","0.0332430785924378","0.0228909152799341","0.0435952419049416"
"Rarely","1990","35-65 y.","middle vocational","68","0.0330326717517083","0.0257349952985488","0.0403303482048679"
"Rarely","1990","35-65 y.","vocational + Abi","4","","",""
"Rarely","1990","35-65 y.","higher vocational","10","","",""
"Rarely","1990","35-65 y.","higher education","33","0.0786328069961644","0.0533675856071815","0.103898028385147"
"Rarely","1990","66 and older","in school","","","",""
"Rarely","1990","66 and older","inadequately","2","","",""
"Rarely","1990","66 and older","general elemantary","12","","",""
"Rarely","1990","66 and older","middle vocational","7","","",""
"Rarely","1990","66 and older","vocational + Abi","","","",""
"Rarely","1990","66 and older","higher vocational","1","","",""
"Rarely","1990","66 and older","higher education","1","","",""
"Never","1990","16-34 y.","in school","","","",""
"Never","1990","16-34 y.","inadequately","3","","",""
"Never","1990","16-34 y.","general elemantary","6","","",""
"Never","1990","16-34 y.","middle vocational","10","","",""
"Never","1990","16-34 y.","vocational + Abi","2","","",""
"Never","1990","16-34 y.","higher vocational","3","","",""
"Never","1990","16-34 y.","higher education","6","","",""
"Never","1990","35-65 y.","in school","","","",""
"Never","1990","35-65 y.","inadequately","14","","",""
"Never","1990","35-65 y.","general elemantary","16","","",""
"Never","1990","35-65 y.","middle vocational","12","","",""
"Never","1990","35-65 y.","vocational + Abi","2","","",""
"Never","1990","35-65 y.","higher vocational","2","","",""
"Never","1990","35-65 y.","higher education","9","","",""
"Never","1990","66 and older","in school","","","",""
"Never","1990","66 and older","inadequately","","","",""
"Never","1990","66 and older","general elemantary","9","","",""
"Never","1990","66 and older","middle vocational","4","","",""
"Never","1990","66 and older","vocational + Abi","","","",""
"Never","1990","66 and older","higher vocational","","","",""
"Never","1990","66 and older","higher education","1","","",""
"Daily","1991","16-34 y.","in school","","","",""
"Daily","1991","16-34 y.","inadequately","","","",""
"Daily","1991","16-34 y.","general elemantary","","","",""
"Daily","1991","16-34 y.","middle vocational","","","",""
"Daily","1991","16-34 y.","vocational + Abi","","","",""
"Daily","1991","16-34 y.","higher vocational","","","",""
"Daily","1991","16-34 y.","higher education","","","",""
"Daily","1991","35-65 y.","in school","","","",""
"Daily","1991","35-65 y.","inadequately","","","",""
"Daily","1991","35-65 y.","general elemantary","","","",""
"Daily","1991","35-65 y.","middle vocational","","","",""
"Daily","1991","35-65 y.","vocational + Abi","","","",""
"Daily","1991","35-65 y.","higher vocational","","","",""
"Daily","1991","35-65 y.","higher education","","","",""
"Daily","1991","66 and older","in school","","","",""
"Daily","1991","66 and older","inadequately","","","",""
"Daily","1991","66 and older","general elemantary","","","",""
"Daily","1991","66 and older","middle vocational","","","",""
"Daily","1991","66 and older","vocational + Abi","","","",""
"Daily","1991","66 and older","higher vocational","","","",""
"Daily","1991","66 and older","higher education","","","",""
"Min 1x per week","1991","16-34 y.","in school","","","",""
"Min 1x per week","1991","16-34 y.","inadequately","","","",""
"Min 1x per week","1991","16-34 y.","general elemantary","","","",""
"Min 1x per week","1991","16-34 y.","middle vocational","","","",""
"Min 1x per week","1991","16-34 y.","vocational + Abi","","","",""
"Min 1x per week","1991","16-34 y.","higher vocational","","","",""
"Min 1x per week","1991","16-34 y.","higher education","","","",""
"Min 1x per week","1991","35-65 y.","in school","","","",""
"Min 1x per week","1991","35-65 y.","inadequately","","","",""
"Min 1x per week","1991","35-65 y.","general elemantary","","","",""
"Min 1x per week","1991","35-65 y.","middle vocational","","","",""
"Min 1x per week","1991","35-65 y.","vocational + Abi","","","",""
"Min 1x per week","1991","35-65 y.","higher vocational","","","",""
"Min 1x per week","1991","35-65 y.","higher education","","","",""
"Min 1x per week","1991","66 and older","in school","","","",""
"Min 1x per week","1991","66 and older","inadequately","","","",""
"Min 1x per week","1991","66 and older","general elemantary","","","",""
"Min 1x per week","1991","66 and older","middle vocational","","","",""
"Min 1x per week","1991","66 and older","vocational + Abi","","","",""
"Min 1x per week","1991","66 and older","higher vocational","","","",""
"Min 1x per week","1991","66 and older","higher education","","","",""
"Min 1x per month","1991","16-34 y.","in school","","","",""
"Min 1x per month","1991","16-34 y.","inadequately","","","",""
"Min 1x per month","1991","16-34 y.","general elemantary","","","",""
"Min 1x per month","1991","16-34 y.","middle vocational","","","",""
"Min 1x per month","1991","16-34 y.","vocational + Abi","","","",""
"Min 1x per month","1991","16-34 y.","higher vocational","","","",""
"Min 1x per month","1991","16-34 y.","higher education","","","",""
"Min 1x per month","1991","35-65 y.","in school","","","",""
"Min 1x per month","1991","35-65 y.","inadequately","","","",""
"Min 1x per month","1991","35-65 y.","general elemantary","","","",""
"Min 1x per month","1991","35-65 y.","middle vocational","","","",""
"Min 1x per month","1991","35-65 y.","vocational + Abi","","","",""
"Min 1x per month","1991","35-65 y.","higher vocational","","","",""
"Min 1x per month","1991","35-65 y.","higher education","","","",""
"Min 1x per month","1991","66 and older","in school","","","",""
"Min 1x per month","1991","66 and older","inadequately","","","",""
"Min 1x per month","1991","66 and older","general elemantary","","","",""
"Min 1x per month","1991","66 and older","middle vocational","","","",""
"Min 1x per month","1991","66 and older","vocational + Abi","","","",""
"Min 1x per month","1991","66 and older","higher vocational","","","",""
"Min 1x per month","1991","66 and older","higher education","","","",""
"Rarely","1991","16-34 y.","in school","","","",""
"Rarely","1991","16-34 y.","inadequately","","","",""
"Rarely","1991","16-34 y.","general elemantary","","","",""
"Rarely","1991","16-34 y.","middle vocational","","","",""
"Rarely","1991","16-34 y.","vocational + Abi","","","",""
"Rarely","1991","16-34 y.","higher vocational","","","",""
"Rarely","1991","16-34 y.","higher education","","","",""
"Rarely","1991","35-65 y.","in school","","","",""
"Rarely","1991","35-65 y.","inadequately","","","",""
"Rarely","1991","35-65 y.","general elemantary","","","",""
"Rarely","1991","35-65 y.","middle vocational","","","",""
"Rarely","1991","35-65 y.","vocational + Abi","","","",""
"Rarely","1991","35-65 y.","higher vocational","","","",""
"Rarely","1991","35-65 y.","higher education","","","",""
"Rarely","1991","66 and older","in school","","","",""
"Rarely","1991","66 and older","inadequately","","","",""
"Rarely","1991","66 and older","general elemantary","","","",""
"Rarely","1991","66 and older","middle vocational","","","",""
"Rarely","1991","66 and older","vocational + Abi","","","",""
"Rarely","1991","66 and older","higher vocational","","","",""
"Rarely","1991","66 and older","higher education","","","",""
"Never","1991","16-34 y.","in school","","","",""
"Never","1991","16-34 y.","inadequately","","","",""
"Never","1991","16-34 y.","general elemantary","","","",""
"Never","1991","16-34 y.","middle vocational","","","",""
"Never","1991","16-34 y.","vocational + Abi","","","",""
"Never","1991","16-34 y.","higher vocational","","","",""
"Never","1991","16-34 y.","higher education","","","",""
"Never","1991","35-65 y.","in school","","","",""
"Never","1991","35-65 y.","inadequately","","","",""
"Never","1991","35-65 y.","general elemantary","","","",""
"Never","1991","35-65 y.","middle vocational","","","",""
"Never","1991","35-65 y.","vocational + Abi","","","",""
"Never","1991","35-65 y.","higher vocational","","","",""
"Never","1991","35-65 y.","higher education","","","",""
"Never","1991","66 and older","in school","","","",""
"Never","1991","66 and older","inadequately","","","",""
"Never","1991","66 and older","general elemantary","","","",""
"Never","1991","66 and older","middle vocational","","","",""
"Never","1991","66 and older","vocational + Abi","","","",""
"Never","1991","66 and older","higher vocational","","","",""
"Never","1991","66 and older","higher education","","","",""
"Daily","1992","16-34 y.","in school","","","",""
"Daily","1992","16-34 y.","inadequately","","","",""
"Daily","1992","16-34 y.","general elemantary","","","",""
"Daily","1992","16-34 y.","middle vocational","","","",""
"Daily","1992","16-34 y.","vocational + Abi","","","",""
"Daily","1992","16-34 y.","higher vocational","","","",""
"Daily","1992","16-34 y.","higher education","","","",""
"Daily","1992","35-65 y.","in school","","","",""
"Daily","1992","35-65 y.","inadequately","","","",""
"Daily","1992","35-65 y.","general elemantary","","","",""
"Daily","1992","35-65 y.","middle vocational","","","",""
"Daily","1992","35-65 y.","vocational + Abi","","","",""
"Daily","1992","35-65 y.","higher vocational","","","",""
"Daily","1992","35-65 y.","higher education","","","",""
"Daily","1992","66 and older","in school","","","",""
"Daily","1992","66 and older","inadequately","","","",""
"Daily","1992","66 and older","general elemantary","","","",""
"Daily","1992","66 and older","middle vocational","","","",""
"Daily","1992","66 and older","vocational + Abi","","","",""
"Daily","1992","66 and older","higher vocational","","","",""
"Daily","1992","66 and older","higher education","","","",""
"Min 1x per week","1992","16-34 y.","in school","","","",""
"Min 1x per week","1992","16-34 y.","inadequately","","","",""
"Min 1x per week","1992","16-34 y.","general elemantary","","","",""
"Min 1x per week","1992","16-34 y.","middle vocational","","","",""
"Min 1x per week","1992","16-34 y.","vocational + Abi","","","",""
"Min 1x per week","1992","16-34 y.","higher vocational","","","",""
"Min 1x per week","1992","16-34 y.","higher education","","","",""
"Min 1x per week","1992","35-65 y.","in school","","","",""
"Min 1x per week","1992","35-65 y.","inadequately","","","",""
"Min 1x per week","1992","35-65 y.","general elemantary","","","",""
"Min 1x per week","1992","35-65 y.","middle vocational","","","",""
"Min 1x per week","1992","35-65 y.","vocational + Abi","","","",""
"Min 1x per week","1992","35-65 y.","higher vocational","","","",""
"Min 1x per week","1992","35-65 y.","higher education","","","",""
"Min 1x per week","1992","66 and older","in school","","","",""
"Min 1x per week","1992","66 and older","inadequately","","","",""
"Min 1x per week","1992","66 and older","general elemantary","","","",""
"Min 1x per week","1992","66 and older","middle vocational","","","",""
"Min 1x per week","1992","66 and older","vocational + Abi","","","",""
"Min 1x per week","1992","66 and older","higher vocational","","","",""
"Min 1x per week","1992","66 and older","higher education","","","",""
"Min 1x per month","1992","16-34 y.","in school","","","",""
"Min 1x per month","1992","16-34 y.","inadequately","","","",""
"Min 1x per month","1992","16-34 y.","general elemantary","","","",""
"Min 1x per month","1992","16-34 y.","middle vocational","","","",""
"Min 1x per month","1992","16-34 y.","vocational + Abi","","","",""
"Min 1x per month","1992","16-34 y.","higher vocational","","","",""
"Min 1x per month","1992","16-34 y.","higher education","","","",""
"Min 1x per month","1992","35-65 y.","in school","","","",""
"Min 1x per month","1992","35-65 y.","inadequately","","","",""
"Min 1x per month","1992","35-65 y.","general elemantary","","","",""
"Min 1x per month","1992","35-65 y.","middle vocational","","","",""
"Min 1x per month","1992","35-65 y.","vocational + Abi","","","",""
"Min 1x per month","1992","35-65 y.","higher vocational","","","",""
"Min 1x per month","1992","35-65 y.","higher education","","","",""
"Min 1x per month","1992","66 and older","in school","","","",""
"Min 1x per month","1992","66 and older","inadequately","","","",""
"Min 1x per month","1992","66 and older","general elemantary","","","",""
"Min 1x per month","1992","66 and older","middle vocational","","","",""
"Min 1x per month","1992","66 and older","vocational + Abi","","","",""
"Min 1x per month","1992","66 and older","higher vocational","","","",""
"Min 1x per month","1992","66 and older","higher education","","","",""
"Rarely","1992","16-34 y.","in school","","","",""
"Rarely","1992","16-34 y.","inadequately","","","",""
"Rarely","1992","16-34 y.","general elemantary","","","",""
"Rarely","1992","16-34 y.","middle vocational","","","",""
"Rarely","1992","16-34 y.","vocational + Abi","","","",""
"Rarely","1992","16-34 y.","higher vocational","","","",""
"Rarely","1992","16-34 y.","higher education","","","",""
"Rarely","1992","35-65 y.","in school","","","",""
"Rarely","1992","35-65 y.","inadequately","","","",""
"Rarely","1992","35-65 y.","general elemantary","","","",""
"Rarely","1992","35-65 y.","middle vocational","","","",""
"Rarely","1992","35-65 y.","vocational + Abi","","","",""
"Rarely","1992","35-65 y.","higher vocational","","","",""
"Rarely","1992","35-65 y.","higher education","","","",""
"Rarely","1992","66 and older","in school","","","",""
"Rarely","1992","66 and older","inadequately","","","",""
"Rarely","1992","66 and older","general elemantary","","","",""
"Rarely","1992","66 and older","middle vocational","","","",""
"Rarely","1992","66 and older","vocational + Abi","","","",""
"Rarely","1992","66 and older","higher vocational","","","",""
"Rarely","1992","66 and older","higher education","","","",""
"Never","1992","16-34 y.","in school","","","",""
"Never","1992","16-34 y.","inadequately","","","",""
"Never","1992","16-34 y.","general elemantary","","","",""
"Never","1992","16-34 y.","middle vocational","","","",""
"Never","1992","16-34 y.","vocational + Abi","","","",""
"Never","1992","16-34 y.","higher vocational","","","",""
"Never","1992","16-34 y.","higher education","","","",""
"Never","1992","35-65 y.","in school","","","",""
"Never","1992","35-65 y.","inadequately","","","",""
"Never","1992","35-65 y.","general elemantary","","","",""
"Never","1992","35-65 y.","middle vocational","","","",""
"Never","1992","35-65 y.","vocational + Abi","","","",""
"Never","1992","35-65 y.","higher vocational","","","",""
"Never","1992","35-65 y.","higher education","","","",""
"Never","1992","66 and older","in school","","","",""
"Never","1992","66 and older","inadequately","","","",""
"Never","1992","66 and older","general elemantary","","","",""
"Never","1992","66 and older","middle vocational","","","",""
"Never","1992","66 and older","vocational + Abi","","","",""
"Never","1992","66 and older","higher vocational","","","",""
"Never","1992","66 and older","higher education","","","",""
"Daily","1993","16-34 y.","in school","","","",""
"Daily","1993","16-34 y.","inadequately","","","",""
"Daily","1993","16-34 y.","general elemantary","","","",""
"Daily","1993","16-34 y.","middle vocational","","","",""
"Daily","1993","16-34 y.","vocational + Abi","","","",""
"Daily","1993","16-34 y.","higher vocational","","","",""
"Daily","1993","16-34 y.","higher education","","","",""
"Daily","1993","35-65 y.","in school","","","",""
"Daily","1993","35-65 y.","inadequately","","","",""
"Daily","1993","35-65 y.","general elemantary","","","",""
"Daily","1993","35-65 y.","middle vocational","","","",""
"Daily","1993","35-65 y.","vocational + Abi","","","",""
"Daily","1993","35-65 y.","higher vocational","","","",""
"Daily","1993","35-65 y.","higher education","","","",""
"Daily","1993","66 and older","in school","","","",""
"Daily","1993","66 and older","inadequately","","","",""
"Daily","1993","66 and older","general elemantary","","","",""
"Daily","1993","66 and older","middle vocational","","","",""
"Daily","1993","66 and older","vocational + Abi","","","",""
"Daily","1993","66 and older","higher vocational","","","",""
"Daily","1993","66 and older","higher education","","","",""
"Min 1x per week","1993","16-34 y.","in school","","","",""
"Min 1x per week","1993","16-34 y.","inadequately","","","",""
"Min 1x per week","1993","16-34 y.","general elemantary","","","",""
"Min 1x per week","1993","16-34 y.","middle vocational","","","",""
"Min 1x per week","1993","16-34 y.","vocational + Abi","","","",""
"Min 1x per week","1993","16-34 y.","higher vocational","","","",""
"Min 1x per week","1993","16-34 y.","higher education","","","",""
"Min 1x per week","1993","35-65 y.","in school","","","",""
"Min 1x per week","1993","35-65 y.","inadequately","","","",""
"Min 1x per week","1993","35-65 y.","general elemantary","","","",""
"Min 1x per week","1993","35-65 y.","middle vocational","","","",""
"Min 1x per week","1993","35-65 y.","vocational + Abi","","","",""
"Min 1x per week","1993","35-65 y.","higher vocational","","","",""
"Min 1x per week","1993","35-65 y.","higher education","","","",""
"Min 1x per week","1993","66 and older","in school","","","",""
"Min 1x per week","1993","66 and older","inadequately","","","",""
"Min 1x per week","1993","66 and older","general elemantary","","","",""
"Min 1x per week","1993","66 and older","middle vocational","","","",""
"Min 1x per week","1993","66 and older","vocational + Abi","","","",""
"Min 1x per week","1993","66 and older","higher vocational","","","",""
"Min 1x per week","1993","66 and older","higher education","","","",""
"Min 1x per month","1993","16-34 y.","in school","","","",""
"Min 1x per month","1993","16-34 y.","inadequately","","","",""
"Min 1x per month","1993","16-34 y.","general elemantary","","","",""
"Min 1x per month","1993","16-34 y.","middle vocational","","","",""
"Min 1x per month","1993","16-34 y.","vocational + Abi","","","",""
"Min 1x per month","1993","16-34 y.","higher vocational","","","",""
"Min 1x per month","1993","16-34 y.","higher education","","","",""
"Min 1x per month","1993","35-65 y.","in school","","","",""
"Min 1x per month","1993","35-65 y.","inadequately","","","",""
"Min 1x per month","1993","35-65 y.","general elemantary","","","",""
"Min 1x per month","1993","35-65 y.","middle vocational","","","",""
"Min 1x per month","1993","35-65 y.","vocational + Abi","","","",""
"Min 1x per month","1993","35-65 y.","higher vocational","","","",""
"Min 1x per month","1993","35-65 y.","higher education","","","",""
"Min 1x per month","1993","66 and older","in school","","","",""
"Min 1x per month","1993","66 and older","inadequately","","","",""
"Min 1x per month","1993","66 and older","general elemantary","","","",""
"Min 1x per month","1993","66 and older","middle vocational","","","",""
"Min 1x per month","1993","66 and older","vocational + Abi","","","",""
"Min 1x per month","1993","66 and older","higher vocational","","","",""
"Min 1x per month","1993","66 and older","higher education","","","",""
"Rarely","1993","16-34 y.","in school","","","",""
"Rarely","1993","16-34 y.","inadequately","","","",""
"Rarely","1993","16-34 y.","general elemantary","","","",""
"Rarely","1993","16-34 y.","middle vocational","","","",""
"Rarely","1993","16-34 y.","vocational + Abi","","","",""
"Rarely","1993","16-34 y.","higher vocational","","","",""
"Rarely","1993","16-34 y.","higher education","","","",""
"Rarely","1993","35-65 y.","in school","","","",""
"Rarely","1993","35-65 y.","inadequately","","","",""
"Rarely","1993","35-65 y.","general elemantary","","","",""
"Rarely","1993","35-65 y.","middle vocational","","","",""
"Rarely","1993","35-65 y.","vocational + Abi","","","",""
"Rarely","1993","35-65 y.","higher vocational","","","",""
"Rarely","1993","35-65 y.","higher education","","","",""
"Rarely","1993","66 and older","in school","","","",""
"Rarely","1993","66 and older","inadequately","","","",""
"Rarely","1993","66 and older","general elemantary","","","",""
"Rarely","1993","66 and older","middle vocational","","","",""
"Rarely","1993","66 and older","vocational + Abi","","","",""
"Rarely","1993","66 and older","higher vocational","","","",""
"Rarely","1993","66 and older","higher education","","","",""
"Never","1993","16-34 y.","in school","","","",""
"Never","1993","16-34 y.","inadequately","","","",""
"Never","1993","16-34 y.","general elemantary","","","",""
"Never","1993","16-34 y.","middle vocational","","","",""
"Never","1993","16-34 y.","vocational + Abi","","","",""
"Never","1993","16-34 y.","higher vocational","","","",""
"Never","1993","16-34 y.","higher education","","","",""
"Never","1993","35-65 y.","in school","","","",""
"Never","1993","35-65 y.","inadequately","","","",""
"Never","1993","35-65 y.","general elemantary","","","",""
"Never","1993","35-65 y.","middle vocational","","","",""
"Never","1993","35-65 y.","vocational + Abi","","","",""
"Never","1993","35-65 y.","higher vocational","","","",""
"Never","1993","35-65 y.","higher education","","","",""
"Never","1993","66 and older","in school","","","",""
"Never","1993","66 and older","inadequately","","","",""
"Never","1993","66 and older","general elemantary","","","",""
"Never","1993","66 and older","middle vocational","","","",""
"Never","1993","66 and older","vocational + Abi","","","",""
"Never","1993","66 and older","higher vocational","","","",""
"Never","1993","66 and older","higher education","","","",""
"Daily","1994","16-34 y.","in school","","","",""
"Daily","1994","16-34 y.","inadequately","","","",""
"Daily","1994","16-34 y.","general elemantary","","","",""
"Daily","1994","16-34 y.","middle vocational","","","",""
"Daily","1994","16-34 y.","vocational + Abi","","","",""
"Daily","1994","16-34 y.","higher vocational","","","",""
"Daily","1994","16-34 y.","higher education","","","",""
"Daily","1994","35-65 y.","in school","","","",""
"Daily","1994","35-65 y.","inadequately","","","",""
"Daily","1994","35-65 y.","general elemantary","","","",""
"Daily","1994","35-65 y.","middle vocational","","","",""
"Daily","1994","35-65 y.","vocational + Abi","","","",""
"Daily","1994","35-65 y.","higher vocational","","","",""
"Daily","1994","35-65 y.","higher education","","","",""
"Daily","1994","66 and older","in school","","","",""
"Daily","1994","66 and older","inadequately","","","",""
"Daily","1994","66 and older","general elemantary","","","",""
"Daily","1994","66 and older","middle vocational","","","",""
"Daily","1994","66 and older","vocational + Abi","","","",""
"Daily","1994","66 and older","higher vocational","","","",""
"Daily","1994","66 and older","higher education","","","",""
"Min 1x per week","1994","16-34 y.","in school","","","",""
"Min 1x per week","1994","16-34 y.","inadequately","","","",""
"Min 1x per week","1994","16-34 y.","general elemantary","","","",""
"Min 1x per week","1994","16-34 y.","middle vocational","","","",""
"Min 1x per week","1994","16-34 y.","vocational + Abi","","","",""
"Min 1x per week","1994","16-34 y.","higher vocational","","","",""
"Min 1x per week","1994","16-34 y.","higher education","","","",""
"Min 1x per week","1994","35-65 y.","in school","","","",""
"Min 1x per week","1994","35-65 y.","inadequately","","","",""
"Min 1x per week","1994","35-65 y.","general elemantary","","","",""
"Min 1x per week","1994","35-65 y.","middle vocational","","","",""
"Min 1x per week","1994","35-65 y.","vocational + Abi","","","",""
"Min 1x per week","1994","35-65 y.","higher vocational","","","",""
"Min 1x per week","1994","35-65 y.","higher education","","","",""
"Min 1x per week","1994","66 and older","in school","","","",""
"Min 1x per week","1994","66 and older","inadequately","","","",""
"Min 1x per week","1994","66 and older","general elemantary","","","",""
"Min 1x per week","1994","66 and older","middle vocational","","","",""
"Min 1x per week","1994","66 and older","vocational + Abi","","","",""
"Min 1x per week","1994","66 and older","higher vocational","","","",""
"Min 1x per week","1994","66 and older","higher education","","","",""
"Min 1x per month","1994","16-34 y.","in school","","","",""
"Min 1x per month","1994","16-34 y.","inadequately","","","",""
"Min 1x per month","1994","16-34 y.","general elemantary","","","",""
"Min 1x per month","1994","16-34 y.","middle vocational","","","",""
"Min 1x per month","1994","16-34 y.","vocational + Abi","","","",""
"Min 1x per month","1994","16-34 y.","higher vocational","","","",""
"Min 1x per month","1994","16-34 y.","higher education","","","",""
"Min 1x per month","1994","35-65 y.","in school","","","",""
"Min 1x per month","1994","35-65 y.","inadequately","","","",""
"Min 1x per month","1994","35-65 y.","general elemantary","","","",""
"Min 1x per month","1994","35-65 y.","middle vocational","","","",""
"Min 1x per month","1994","35-65 y.","vocational + Abi","","","",""
"Min 1x per month","1994","35-65 y.","higher vocational","","","",""
"Min 1x per month","1994","35-65 y.","higher education","","","",""
"Min 1x per month","1994","66 and older","in school","","","",""
"Min 1x per month","1994","66 and older","inadequately","","","",""
"Min 1x per month","1994","66 and older","general elemantary","","","",""
"Min 1x per month","1994","66 and older","middle vocational","","","",""
"Min 1x per month","1994","66 and older","vocational + Abi","","","",""
"Min 1x per month","1994","66 and older","higher vocational","","","",""
"Min 1x per month","1994","66 and older","higher education","","","",""
"Rarely","1994","16-34 y.","in school","","","",""
"Rarely","1994","16-34 y.","inadequately","","","",""
"Rarely","1994","16-34 y.","general elemantary","","","",""
"Rarely","1994","16-34 y.","middle vocational","","","",""
"Rarely","1994","16-34 y.","vocational + Abi","","","",""
"Rarely","1994","16-34 y.","higher vocational","","","",""
"Rarely","1994","16-34 y.","higher education","","","",""
"Rarely","1994","35-65 y.","in school","","","",""
"Rarely","1994","35-65 y.","inadequately","","","",""
"Rarely","1994","35-65 y.","general elemantary","","","",""
