"pli0083","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","1998","Not Employed","Urban Area","3230","0.898401077985685","0.888523766792101","0.908278389179269","1"
"Daily","1998","Employed","Rural Area","2554","0.815097473238619","0.801326618876748","0.828868327600491","1"
"Daily","1998","Employed","Urban Area","4718","0.794820804050594","0.784418067717253","0.805223540383936","1"
"Daily","1998","Not Employed","Rural Area","1668","0.919562244889977","0.907025943787102","0.932098545992851","1"
"Min 1x per month","1998","Employed","Urban Area","64","0.012958167294818","0.0100448627446151","0.0158714718450209","3"
"Min 1x per month","1998","Employed","Rural Area","40","0.0242146234889148","0.0187620603678634","0.0296671866099662","3"
"Min 1x per month","1998","Not Employed","Urban Area","22","","","","3"
"Min 1x per month","1998","Not Employed","Rural Area","12","","","","3"
"Min 1x per week","1998","Not Employed","Rural Area","88","0.0483015247662763","0.0384187480123996","0.0581843015201529","2"
"Min 1x per week","1998","Employed","Rural Area","340","0.114658990888975","0.103357284065319","0.12596069771263","2"
"Min 1x per week","1998","Employed","Urban Area","788","0.149574449833996","0.140387038240051","0.15876186142794","2"
"Min 1x per week","1998","Not Employed","Urban Area","242","0.0689010417405637","0.0606202880063707","0.0771817954747567","2"
"Never","1998","Not Employed","Urban Area","42","0.0112764517357899","0.0078243568354376","0.0147285466361421","5"
"Never","1998","Not Employed","Rural Area","13","","","","5"
"Never","1998","Employed","Urban Area","61","0.0114583173195914","0.00871671643196179","0.014199918207221","5"
"Never","1998","Employed","Rural Area","19","","","","5"
"Rarely","1998","Employed","Rural Area","100","0.0377556968357603","0.0309945773934933","0.0445168162780273","4"
"Rarely","1998","Not Employed","Rural Area","27","","","","4"
"Rarely","1998","Not Employed","Urban Area","58","0.0164101705145067","0.0122565901645315","0.020563750864482","4"
"Rarely","1998","Employed","Urban Area","158","0.0311882615010005","0.0267104934239913","0.0356660295780096","4"
"Daily","1999","Not Employed","Urban Area","","","","","1"
"Daily","1999","Employed","Rural Area","","","","","1"
"Daily","1999","Not Employed","Rural Area","","","","","1"
"Daily","1999","Employed","Urban Area","","","","","1"
"Min 1x per month","1999","Employed","Rural Area","","","","","3"
"Min 1x per month","1999","Employed","Urban Area","","","","","3"
"Min 1x per month","1999","Not Employed","Rural Area","","","","","3"
"Min 1x per month","1999","Not Employed","Urban Area","","","","","3"
"Min 1x per week","1999","Employed","Urban Area","","","","","2"
"Min 1x per week","1999","Not Employed","Rural Area","","","","","2"
"Min 1x per week","1999","Employed","Rural Area","","","","","2"
"Min 1x per week","1999","Not Employed","Urban Area","","","","","2"
"Never","1999","Not Employed","Urban Area","","","","","5"
"Never","1999","Not Employed","Rural Area","","","","","5"
"Never","1999","Employed","Urban Area","","","","","5"
"Never","1999","Employed","Rural Area","","","","","5"
"Rarely","1999","Employed","Urban Area","","","","","4"
"Rarely","1999","Employed","Rural Area","","","","","4"
"Rarely","1999","Not Employed","Rural Area","","","","","4"
"Rarely","1999","Not Employed","Urban Area","","","","","4"
"Daily","2000","Not Employed","Urban Area","","","","","1"
"Daily","2000","Employed","Urban Area","","","","","1"
"Daily","2000","Employed","Rural Area","","","","","1"
"Daily","2000","Not Employed","Rural Area","","","","","1"
"Min 1x per month","2000","Employed","Rural Area","","","","","3"
"Min 1x per month","2000","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2000","Employed","Urban Area","","","","","3"
"Min 1x per month","2000","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2000","Employed","Rural Area","","","","","2"
"Min 1x per week","2000","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2000","Employed","Urban Area","","","","","2"
"Min 1x per week","2000","Not Employed","Rural Area","","","","","2"
"Never","2000","Not Employed","Urban Area","","","","","5"
"Never","2000","Not Employed","Rural Area","","","","","5"
"Never","2000","Employed","Urban Area","","","","","5"
"Never","2000","Employed","Rural Area","","","","","5"
"Rarely","2000","Employed","Rural Area","","","","","4"
"Rarely","2000","Employed","Urban Area","","","","","4"
"Rarely","2000","Not Employed","Urban Area","","","","","4"
"Rarely","2000","Not Employed","Rural Area","","","","","4"
"Daily","2001","Not Employed","Urban Area","","","","","1"
"Daily","2001","Employed","Urban Area","","","","","1"
"Daily","2001","Employed","Rural Area","","","","","1"
"Daily","2001","Not Employed","Rural Area","","","","","1"
"Min 1x per month","2001","Employed","Urban Area","","","","","3"
"Min 1x per month","2001","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2001","Employed","Rural Area","","","","","3"
"Min 1x per month","2001","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2001","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2001","Employed","Rural Area","","","","","2"
"Min 1x per week","2001","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2001","Employed","Urban Area","","","","","2"
"Never","2001","Not Employed","Rural Area","","","","","5"
"Never","2001","Not Employed","Urban Area","","","","","5"
"Never","2001","Employed","Urban Area","","","","","5"
"Never","2001","Employed","Rural Area","","","","","5"
"Rarely","2001","Employed","Rural Area","","","","","4"
"Rarely","2001","Not Employed","Rural Area","","","","","4"
"Rarely","2001","Employed","Urban Area","","","","","4"
"Rarely","2001","Not Employed","Urban Area","","","","","4"
"Daily","2002","Not Employed","Urban Area","","","","","1"
"Daily","2002","Not Employed","Rural Area","","","","","1"
"Daily","2002","Employed","Urban Area","","","","","1"
"Daily","2002","Employed","Rural Area","","","","","1"
"Min 1x per month","2002","Employed","Urban Area","","","","","3"
"Min 1x per month","2002","Employed","Rural Area","","","","","3"
"Min 1x per month","2002","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2002","Not Employed","Rural Area","","","","","3"
"Min 1x per week","2002","Employed","Urban Area","","","","","2"
"Min 1x per week","2002","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2002","Employed","Rural Area","","","","","2"
"Min 1x per week","2002","Not Employed","Urban Area","","","","","2"
"Never","2002","Not Employed","Urban Area","","","","","5"
"Never","2002","Not Employed","Rural Area","","","","","5"
"Never","2002","Employed","Urban Area","","","","","5"
"Never","2002","Employed","Rural Area","","","","","5"
"Rarely","2002","Employed","Urban Area","","","","","4"
"Rarely","2002","Employed","Rural Area","","","","","4"
"Rarely","2002","Not Employed","Rural Area","","","","","4"
"Rarely","2002","Not Employed","Urban Area","","","","","4"
"Daily","2003","Not Employed","Urban Area","4975","0.919736979876212","0.912512313258046","0.926961646494377","1"
"Daily","2003","Not Employed","Rural Area","2538","0.926537228152779","0.916782732507297","0.936291723798262","1"
"Daily","2003","Employed","Urban Area","7806","0.822603830731257","0.814906377617064","0.83030128384545","1"
"Daily","2003","Employed","Rural Area","3837","0.838123532859921","0.827450240194443","0.848796825525399","1"
"Min 1x per month","2003","Not Employed","Rural Area","15","","","","3"
"Min 1x per month","2003","Not Employed","Urban Area","26","","","","3"
"Min 1x per month","2003","Employed","Urban Area","111","0.0165564424126423","0.0139852309173726","0.019127653907912","3"
"Min 1x per month","2003","Employed","Rural Area","57","0.0156465879722323","0.0120504372100856","0.019242738734379","3"
"Min 1x per week","2003","Not Employed","Urban Area","299","0.0498745804222421","0.0440861830894212","0.0556629777550631","2"
"Min 1x per week","2003","Employed","Urban Area","1242","0.127547728667332","0.120825910297879","0.134269547036785","2"
"Min 1x per week","2003","Employed","Rural Area","523","0.112264155429746","0.103116390909935","0.121411919949557","2"
"Min 1x per week","2003","Not Employed","Rural Area","125","0.0408192141120813","0.0334210786079259","0.0482173496162368","2"
"Never","2003","Not Employed","Rural Area","42","0.0178061009129831","0.0128615966224355","0.0227506052035308","5"
"Never","2003","Not Employed","Urban Area","75","0.0171735243608529","0.0137189354286668","0.020628113293039","5"
"Never","2003","Employed","Urban Area","106","0.0122293376807167","0.010014667287441","0.0144440080739923","5"
"Never","2003","Employed","Rural Area","46","0.00943477619661643","0.00663347451722997","0.0122360778760029","5"
"Rarely","2003","Employed","Urban Area","196","0.0210626605080519","0.0181692261732188","0.0239560948428851","4"
"Rarely","2003","Not Employed","Urban Area","58","0.00971992955708186","0.00711114138544541","0.0123287177287183","4"
"Rarely","2003","Not Employed","Rural Area","28","","","","4"
"Rarely","2003","Employed","Rural Area","112","0.0245309475414843","0.020048487244778","0.0290134078381906","4"
"Daily","2004","Not Employed","Urban Area","","","","","1"
"Daily","2004","Not Employed","Rural Area","","","","","1"
"Daily","2004","Employed","Urban Area","","","","","1"
"Daily","2004","Employed","Rural Area","","","","","1"
"Min 1x per month","2004","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2004","Employed","Urban Area","","","","","3"
"Min 1x per month","2004","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2004","Employed","Rural Area","","","","","3"
"Min 1x per week","2004","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2004","Employed","Rural Area","","","","","2"
"Min 1x per week","2004","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2004","Employed","Urban Area","","","","","2"
"Never","2004","Not Employed","Rural Area","","","","","5"
"Never","2004","Not Employed","Urban Area","","","","","5"
"Never","2004","Employed","Urban Area","","","","","5"
"Never","2004","Employed","Rural Area","","","","","5"
"Rarely","2004","Employed","Rural Area","","","","","4"
"Rarely","2004","Not Employed","Rural Area","","","","","4"
"Rarely","2004","Employed","Urban Area","","","","","4"
"Rarely","2004","Not Employed","Urban Area","","","","","4"
"Daily","2005","Not Employed","Urban Area","","","","","1"
"Daily","2005","Not Employed","Rural Area","","","","","1"
"Daily","2005","Employed","Rural Area","","","","","1"
"Daily","2005","Employed","Urban Area","","","","","1"
"Min 1x per month","2005","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2005","Employed","Rural Area","","","","","3"
"Min 1x per month","2005","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2005","Employed","Urban Area","","","","","3"
"Min 1x per week","2005","Employed","Rural Area","","","","","2"
"Min 1x per week","2005","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2005","Employed","Urban Area","","","","","2"
"Min 1x per week","2005","Not Employed","Urban Area","","","","","2"
"Never","2005","Not Employed","Urban Area","","","","","5"
"Never","2005","Not Employed","Rural Area","","","","","5"
"Never","2005","Employed","Urban Area","","","","","5"
"Never","2005","Employed","Rural Area","","","","","5"
"Rarely","2005","Not Employed","Rural Area","","","","","4"
"Rarely","2005","Employed","Rural Area","","","","","4"
"Rarely","2005","Not Employed","Urban Area","","","","","4"
"Rarely","2005","Employed","Urban Area","","","","","4"
"Daily","2006","Not Employed","Urban Area","","","","","1"
"Daily","2006","Not Employed","Rural Area","","","","","1"
"Daily","2006","Employed","Rural Area","","","","","1"
"Daily","2006","Employed","Urban Area","","","","","1"
"Min 1x per month","2006","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2006","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2006","Employed","Rural Area","","","","","3"
"Min 1x per month","2006","Employed","Urban Area","","","","","3"
"Min 1x per week","2006","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2006","Employed","Urban Area","","","","","2"
"Min 1x per week","2006","Employed","Rural Area","","","","","2"
"Min 1x per week","2006","Not Employed","Rural Area","","","","","2"
"Never","2006","Not Employed","Urban Area","","","","","5"
"Never","2006","Not Employed","Rural Area","","","","","5"
"Never","2006","Employed","Urban Area","","","","","5"
"Never","2006","Employed","Rural Area","","","","","5"
"Rarely","2006","Employed","Urban Area","","","","","4"
"Rarely","2006","Not Employed","Urban Area","","","","","4"
"Rarely","2006","Not Employed","Rural Area","","","","","4"
"Rarely","2006","Employed","Rural Area","","","","","4"
"Daily","2007","Not Employed","Urban Area","","","","","1"
"Daily","2007","Not Employed","Rural Area","","","","","1"
"Daily","2007","Employed","Urban Area","","","","","1"
"Daily","2007","Employed","Rural Area","","","","","1"
"Min 1x per month","2007","Employed","Urban Area","","","","","3"
"Min 1x per month","2007","Employed","Rural Area","","","","","3"
"Min 1x per month","2007","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2007","Not Employed","Rural Area","","","","","3"
"Min 1x per week","2007","Employed","Rural Area","","","","","2"
"Min 1x per week","2007","Employed","Urban Area","","","","","2"
"Min 1x per week","2007","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2007","Not Employed","Rural Area","","","","","2"
"Never","2007","Not Employed","Urban Area","","","","","5"
"Never","2007","Not Employed","Rural Area","","","","","5"
"Never","2007","Employed","Urban Area","","","","","5"
"Never","2007","Employed","Rural Area","","","","","5"
"Rarely","2007","Employed","Rural Area","","","","","4"
"Rarely","2007","Not Employed","Urban Area","","","","","4"
"Rarely","2007","Employed","Urban Area","","","","","4"
"Rarely","2007","Not Employed","Rural Area","","","","","4"
"Daily","2008","Not Employed","Urban Area","4375","0.892001768728897","0.883310452525196","0.900693084932599","1"
"Daily","2008","Not Employed","Rural Area","2332","0.902037380055531","0.890546864476359","0.913527895634703","1"
"Daily","2008","Employed","Rural Area","3253","0.807948873011314","0.795712509452191","0.820185236570437","1"
"Daily","2008","Employed","Urban Area","6223","0.790315586031583","0.781349636951816","0.799281535111351","1"
"Min 1x per month","2008","Employed","Rural Area","63","0.0152426512370267","0.0114368432446314","0.0190484592294219","3"
"Min 1x per month","2008","Not Employed","Urban Area","60","0.0129936598366267","0.00982248571282161","0.0161648339604318","3"
"Min 1x per month","2008","Employed","Urban Area","135","0.0186215982844688","0.0156441814182346","0.021599015150703","3"
"Min 1x per month","2008","Not Employed","Rural Area","17","","","","3"
"Min 1x per week","2008","Employed","Rural Area","526","0.137091367301958","0.126407229936437","0.147775504667478","2"
"Min 1x per week","2008","Not Employed","Rural Area","148","0.0506104410123688","0.0421373994027349","0.0590834826220027","2"
"Min 1x per week","2008","Employed","Urban Area","1261","0.155747241954778","0.147760689545413","0.163733794364143","2"
"Min 1x per week","2008","Not Employed","Urban Area","321","0.0625535546240005","0.0557725568558445","0.0693345523921565","2"
"Never","2008","Employed","Urban Area","84","0.0108435808155739","0.00856254677377174","0.0131246148573761","5"
"Never","2008","Not Employed","Urban Area","69","0.0165344864445767","0.0129636554626594","0.0201053174264939","5"
"Never","2008","Not Employed","Rural Area","37","0.0212677746020527","0.0156909110198689","0.0268446381842366","5"
"Never","2008","Employed","Rural Area","27","","","","5"
"Rarely","2008","Not Employed","Rural Area","37","0.0198082290849953","0.0144221167898371","0.0251943413801536","4"
"Rarely","2008","Employed","Rural Area","112","0.0298677125117078","0.0245799923546117","0.0351554326688039","4"
"Rarely","2008","Not Employed","Urban Area","74","0.0159165303658986","0.0124119619656892","0.019421098766108","4"
"Rarely","2008","Employed","Urban Area","216","0.0244719929135962","0.0210689497329086","0.0278750360942838","4"
"Daily","2009","Not Employed","Urban Area","","","","","1"
"Daily","2009","Not Employed","Rural Area","","","","","1"
"Daily","2009","Employed","Urban Area","","","","","1"
"Daily","2009","Employed","Rural Area","","","","","1"
"Min 1x per month","2009","Employed","Rural Area","","","","","3"
"Min 1x per month","2009","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2009","Employed","Urban Area","","","","","3"
"Min 1x per month","2009","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2009","Employed","Urban Area","","","","","2"
"Min 1x per week","2009","Employed","Rural Area","","","","","2"
"Min 1x per week","2009","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2009","Not Employed","Urban Area","","","","","2"
"Never","2009","Employed","Urban Area","","","","","5"
"Never","2009","Not Employed","Urban Area","","","","","5"
"Never","2009","Not Employed","Rural Area","","","","","5"
"Never","2009","Employed","Rural Area","","","","","5"
"Rarely","2009","Employed","Urban Area","","","","","4"
"Rarely","2009","Not Employed","Rural Area","","","","","4"
"Rarely","2009","Employed","Rural Area","","","","","4"
"Rarely","2009","Not Employed","Urban Area","","","","","4"
"Daily","2010","Not Employed","Urban Area","","","","","1"
"Daily","2010","Not Employed","Rural Area","","","","","1"
"Daily","2010","Employed","Urban Area","","","","","1"
"Daily","2010","Employed","Rural Area","","","","","1"
"Min 1x per month","2010","Employed","Rural Area","","","","","3"
"Min 1x per month","2010","Employed","Urban Area","","","","","3"
"Min 1x per month","2010","Not Employed","Rural Area","","","","","3"
"Min 1x per month","2010","Not Employed","Urban Area","","","","","3"
"Min 1x per week","2010","Employed","Rural Area","","","","","2"
"Min 1x per week","2010","Employed","Urban Area","","","","","2"
"Min 1x per week","2010","Not Employed","Urban Area","","","","","2"
"Min 1x per week","2010","Not Employed","Rural Area","","","","","2"
"Never","2010","Not Employed","Rural Area","","","","","5"
"Never","2010","Employed","Urban Area","","","","","5"
"Never","2010","Not Employed","Urban Area","","","","","5"
"Never","2010","Employed","Rural Area","","","","","5"
"Rarely","2010","Employed","Rural Area","","","","","4"
"Rarely","2010","Not Employed","Urban Area","","","","","4"
"Rarely","2010","Employed","Urban Area","","","","","4"
"Rarely","2010","Not Employed","Rural Area","","","","","4"
"Daily","2011","Not Employed","Urban Area","","","","","1"
"Daily","2011","Not Employed","Rural Area","","","","","1"
"Daily","2011","Employed","Urban Area","","","","","1"
"Daily","2011","Employed","Rural Area","","","","","1"
"Min 1x per month","2011","Employed","Urban Area","","","","","3"
"Min 1x per month","2011","Employed","Rural Area","","","","","3"
"Min 1x per month","2011","Not Employed","Urban Area","","","","","3"
"Min 1x per month","2011","Not Employed","Rural Area","","","","","3"
"Min 1x per week","2011","Not Employed","Rural Area","","","","","2"
"Min 1x per week","2011","Employed","Rural Area","","","","","2"
"Min 1x per week","2011","Employed","Urban Area","","","","","2"
"Min 1x per week","2011","Not Employed","Urban Area","","","","","2"
"Never","2011","Employed","Urban Area","","","","","5"
