"pli0083","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1991","Employed","higher vocational","","","","","2"
"Min 1x per week","1991","Employed","higher education","","","","","2"
"Never","1991","Not Employed","in school","","","","","5"
"Never","1991","Not Employed","inadequately","","","","","5"
"Never","1991","Not Employed","general elemantary","","","","","5"
"Never","1991","Not Employed","middle vocational","","","","","5"
"Never","1991","Not Employed","vocational + Abi","","","","","5"
"Never","1991","Not Employed","higher vocational","","","","","5"
"Never","1991","Not Employed","higher education","","","","","5"
"Never","1991","Employed","in school","","","","","5"
"Never","1991","Employed","inadequately","","","","","5"
"Never","1991","Employed","general elemantary","","","","","5"
"Never","1991","Employed","middle vocational","","","","","5"
"Never","1991","Employed","vocational + Abi","","","","","5"
"Never","1991","Employed","higher vocational","","","","","5"
"Never","1991","Employed","higher education","","","","","5"
"Rarely","1991","Not Employed","in school","","","","","4"
"Rarely","1991","Not Employed","inadequately","","","","","4"
"Rarely","1991","Not Employed","general elemantary","","","","","4"
"Rarely","1991","Not Employed","middle vocational","","","","","4"
"Rarely","1991","Not Employed","vocational + Abi","","","","","4"
"Rarely","1991","Not Employed","higher vocational","","","","","4"
"Rarely","1991","Not Employed","higher education","","","","","4"
"Rarely","1991","Employed","in school","","","","","4"
"Rarely","1991","Employed","inadequately","","","","","4"
"Rarely","1991","Employed","general elemantary","","","","","4"
"Rarely","1991","Employed","middle vocational","","","","","4"
"Rarely","1991","Employed","vocational + Abi","","","","","4"
"Rarely","1991","Employed","higher vocational","","","","","4"
"Rarely","1991","Employed","higher education","","","","","4"
"Daily","1992","Not Employed","in school","","","","","1"
"Daily","1992","Not Employed","inadequately","","","","","1"
"Daily","1992","Not Employed","general elemantary","","","","","1"
"Daily","1992","Not Employed","middle vocational","","","","","1"
"Daily","1992","Not Employed","vocational + Abi","","","","","1"
"Daily","1992","Not Employed","higher vocational","","","","","1"
"Daily","1992","Not Employed","higher education","","","","","1"
"Daily","1992","Employed","in school","","","","","1"
"Daily","1992","Employed","inadequately","","","","","1"
"Daily","1992","Employed","general elemantary","","","","","1"
"Daily","1992","Employed","middle vocational","","","","","1"
"Daily","1992","Employed","vocational + Abi","","","","","1"
"Daily","1992","Employed","higher vocational","","","","","1"
"Daily","1992","Employed","higher education","","","","","1"
"Min 1x per month","1992","Not Employed","in school","","","","","3"
"Min 1x per month","1992","Not Employed","inadequately","","","","","3"
"Min 1x per month","1992","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1992","Employed","higher vocational","","","","","3"
"Min 1x per month","1992","Employed","higher education","","","","","3"
"Min 1x per month","1992","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1992","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1992","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1992","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1992","Not Employed","higher education","","","","","3"
"Min 1x per month","1992","Employed","in school","","","","","3"
"Min 1x per month","1992","Employed","inadequately","","","","","3"
"Min 1x per month","1992","Employed","general elemantary","","","","","3"
"Min 1x per month","1992","Employed","middle vocational","","","","","3"
"Min 1x per week","1992","Not Employed","in school","","","","","2"
"Min 1x per week","1992","Not Employed","inadequately","","","","","2"
"Min 1x per week","1992","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1992","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1992","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1992","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1992","Not Employed","higher education","","","","","2"
"Min 1x per week","1992","Employed","in school","","","","","2"
"Min 1x per week","1992","Employed","inadequately","","","","","2"
"Min 1x per week","1992","Employed","general elemantary","","","","","2"
"Min 1x per week","1992","Employed","middle vocational","","","","","2"
"Min 1x per week","1992","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1992","Employed","higher vocational","","","","","2"
"Min 1x per week","1992","Employed","higher education","","","","","2"
"Never","1992","Employed","vocational + Abi","","","","","5"
"Never","1992","Employed","higher vocational","","","","","5"
"Never","1992","Employed","higher education","","","","","5"
"Never","1992","Not Employed","in school","","","","","5"
"Never","1992","Not Employed","inadequately","","","","","5"
"Never","1992","Not Employed","general elemantary","","","","","5"
"Never","1992","Not Employed","middle vocational","","","","","5"
"Never","1992","Not Employed","vocational + Abi","","","","","5"
"Never","1992","Not Employed","higher vocational","","","","","5"
"Never","1992","Not Employed","higher education","","","","","5"
"Never","1992","Employed","in school","","","","","5"
"Never","1992","Employed","inadequately","","","","","5"
"Never","1992","Employed","general elemantary","","","","","5"
"Never","1992","Employed","middle vocational","","","","","5"
"Rarely","1992","Employed","vocational + Abi","","","","","4"
"Rarely","1992","Employed","higher vocational","","","","","4"
"Rarely","1992","Employed","higher education","","","","","4"
"Rarely","1992","Not Employed","in school","","","","","4"
"Rarely","1992","Not Employed","inadequately","","","","","4"
"Rarely","1992","Not Employed","general elemantary","","","","","4"
"Rarely","1992","Not Employed","middle vocational","","","","","4"
"Rarely","1992","Not Employed","vocational + Abi","","","","","4"
"Rarely","1992","Not Employed","higher vocational","","","","","4"
"Rarely","1992","Not Employed","higher education","","","","","4"
"Rarely","1992","Employed","in school","","","","","4"
"Rarely","1992","Employed","inadequately","","","","","4"
"Rarely","1992","Employed","general elemantary","","","","","4"
"Rarely","1992","Employed","middle vocational","","","","","4"
"Daily","1993","Not Employed","in school","","","","","1"
"Daily","1993","Not Employed","inadequately","","","","","1"
"Daily","1993","Not Employed","general elemantary","","","","","1"
"Daily","1993","Not Employed","middle vocational","","","","","1"
"Daily","1993","Not Employed","vocational + Abi","","","","","1"
"Daily","1993","Not Employed","higher vocational","","","","","1"
"Daily","1993","Not Employed","higher education","","","","","1"
"Daily","1993","Employed","in school","","","","","1"
"Daily","1993","Employed","inadequately","","","","","1"
"Daily","1993","Employed","general elemantary","","","","","1"
"Daily","1993","Employed","middle vocational","","","","","1"
"Daily","1993","Employed","vocational + Abi","","","","","1"
"Daily","1993","Employed","higher vocational","","","","","1"
"Daily","1993","Employed","higher education","","","","","1"
"Min 1x per month","1993","Not Employed","in school","","","","","3"
"Min 1x per month","1993","Not Employed","inadequately","","","","","3"
"Min 1x per month","1993","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1993","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1993","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1993","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1993","Not Employed","higher education","","","","","3"
"Min 1x per month","1993","Employed","in school","","","","","3"
"Min 1x per month","1993","Employed","inadequately","","","","","3"
"Min 1x per month","1993","Employed","general elemantary","","","","","3"
"Min 1x per month","1993","Employed","middle vocational","","","","","3"
"Min 1x per month","1993","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1993","Employed","higher vocational","","","","","3"
"Min 1x per month","1993","Employed","higher education","","","","","3"
"Min 1x per week","1993","Not Employed","in school","","","","","2"
"Min 1x per week","1993","Not Employed","inadequately","","","","","2"
"Min 1x per week","1993","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1993","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1993","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1993","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1993","Not Employed","higher education","","","","","2"
"Min 1x per week","1993","Employed","in school","","","","","2"
"Min 1x per week","1993","Employed","inadequately","","","","","2"
"Min 1x per week","1993","Employed","general elemantary","","","","","2"
"Min 1x per week","1993","Employed","middle vocational","","","","","2"
"Min 1x per week","1993","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1993","Employed","higher vocational","","","","","2"
"Min 1x per week","1993","Employed","higher education","","","","","2"
"Never","1993","Not Employed","in school","","","","","5"
"Never","1993","Not Employed","inadequately","","","","","5"
"Never","1993","Not Employed","general elemantary","","","","","5"
"Never","1993","Not Employed","middle vocational","","","","","5"
"Never","1993","Not Employed","vocational + Abi","","","","","5"
"Never","1993","Not Employed","higher vocational","","","","","5"
"Never","1993","Not Employed","higher education","","","","","5"
"Never","1993","Employed","in school","","","","","5"
"Never","1993","Employed","inadequately","","","","","5"
"Never","1993","Employed","general elemantary","","","","","5"
"Never","1993","Employed","middle vocational","","","","","5"
"Never","1993","Employed","vocational + Abi","","","","","5"
"Never","1993","Employed","higher vocational","","","","","5"
"Never","1993","Employed","higher education","","","","","5"
"Rarely","1993","Not Employed","in school","","","","","4"
"Rarely","1993","Not Employed","inadequately","","","","","4"
"Rarely","1993","Not Employed","general elemantary","","","","","4"
"Rarely","1993","Not Employed","middle vocational","","","","","4"
"Rarely","1993","Not Employed","vocational + Abi","","","","","4"
"Rarely","1993","Not Employed","higher vocational","","","","","4"
"Rarely","1993","Not Employed","higher education","","","","","4"
"Rarely","1993","Employed","in school","","","","","4"
"Rarely","1993","Employed","inadequately","","","","","4"
"Rarely","1993","Employed","general elemantary","","","","","4"
"Rarely","1993","Employed","middle vocational","","","","","4"
"Rarely","1993","Employed","vocational + Abi","","","","","4"
"Rarely","1993","Employed","higher vocational","","","","","4"
"Rarely","1993","Employed","higher education","","","","","4"
"Daily","1994","Not Employed","in school","","","","","1"
"Daily","1994","Not Employed","inadequately","","","","","1"
"Daily","1994","Not Employed","general elemantary","","","","","1"
"Daily","1994","Not Employed","middle vocational","","","","","1"
"Daily","1994","Not Employed","vocational + Abi","","","","","1"
"Daily","1994","Not Employed","higher vocational","","","","","1"
"Daily","1994","Not Employed","higher education","","","","","1"
"Daily","1994","Employed","in school","","","","","1"
"Daily","1994","Employed","inadequately","","","","","1"
"Daily","1994","Employed","general elemantary","","","","","1"
"Daily","1994","Employed","middle vocational","","","","","1"
"Daily","1994","Employed","vocational + Abi","","","","","1"
"Daily","1994","Employed","higher vocational","","","","","1"
"Daily","1994","Employed","higher education","","","","","1"
"Min 1x per month","1994","Not Employed","in school","","","","","3"
"Min 1x per month","1994","Not Employed","inadequately","","","","","3"
"Min 1x per month","1994","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1994","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1994","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1994","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1994","Not Employed","higher education","","","","","3"
"Min 1x per month","1994","Employed","in school","","","","","3"
"Min 1x per month","1994","Employed","inadequately","","","","","3"
"Min 1x per month","1994","Employed","general elemantary","","","","","3"
"Min 1x per month","1994","Employed","middle vocational","","","","","3"
"Min 1x per month","1994","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1994","Employed","higher vocational","","","","","3"
"Min 1x per month","1994","Employed","higher education","","","","","3"
"Min 1x per week","1994","Not Employed","in school","","","","","2"
"Min 1x per week","1994","Not Employed","inadequately","","","","","2"
"Min 1x per week","1994","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1994","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1994","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1994","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1994","Not Employed","higher education","","","","","2"
"Min 1x per week","1994","Employed","in school","","","","","2"
"Min 1x per week","1994","Employed","inadequately","","","","","2"
"Min 1x per week","1994","Employed","general elemantary","","","","","2"
"Min 1x per week","1994","Employed","middle vocational","","","","","2"
"Min 1x per week","1994","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1994","Employed","higher vocational","","","","","2"
"Min 1x per week","1994","Employed","higher education","","","","","2"
"Never","1994","Not Employed","in school","","","","","5"
"Never","1994","Not Employed","inadequately","","","","","5"
"Never","1994","Not Employed","general elemantary","","","","","5"
"Never","1994","Not Employed","middle vocational","","","","","5"
"Never","1994","Not Employed","vocational + Abi","","","","","5"
"Never","1994","Not Employed","higher vocational","","","","","5"
"Never","1994","Not Employed","higher education","","","","","5"
"Never","1994","Employed","in school","","","","","5"
"Never","1994","Employed","inadequately","","","","","5"
"Never","1994","Employed","general elemantary","","","","","5"
"Never","1994","Employed","middle vocational","","","","","5"
"Never","1994","Employed","vocational + Abi","","","","","5"
"Never","1994","Employed","higher vocational","","","","","5"
"Never","1994","Employed","higher education","","","","","5"
"Rarely","1994","Not Employed","in school","","","","","4"
"Rarely","1994","Not Employed","inadequately","","","","","4"
"Rarely","1994","Not Employed","general elemantary","","","","","4"
"Rarely","1994","Not Employed","middle vocational","","","","","4"
"Rarely","1994","Not Employed","vocational + Abi","","","","","4"
"Rarely","1994","Not Employed","higher vocational","","","","","4"
"Rarely","1994","Not Employed","higher education","","","","","4"
"Rarely","1994","Employed","in school","","","","","4"
"Rarely","1994","Employed","inadequately","","","","","4"
"Rarely","1994","Employed","general elemantary","","","","","4"
"Rarely","1994","Employed","middle vocational","","","","","4"
"Rarely","1994","Employed","vocational + Abi","","","","","4"
"Rarely","1994","Employed","higher vocational","","","","","4"
"Rarely","1994","Employed","higher education","","","","","4"
"Daily","1995","Not Employed","in school","231","0.804885009809058","0.758132407659721","0.851637611958395","1"
"Daily","1995","Not Employed","inadequately","229","0.881061996108702","0.841251756652707","0.920872235564697","1"
"Daily","1995","Not Employed","general elemantary","1103","0.873456664186803","0.854981929019765","0.891931399353841","1"
"Daily","1995","Not Employed","middle vocational","2028","0.915851050300624","0.904367486380812","0.927334614220436","1"
"Daily","1995","Not Employed","vocational + Abi","102","0.820718965048912","0.754267047723263","0.887170882374561","1"
"Daily","1995","Not Employed","higher vocational","168","0.868007120473782","0.819877971092469","0.916136269855095","1"
"Daily","1995","Not Employed","higher education","320","0.867253999539164","0.832493066387782","0.902014932690547","1"
"Daily","1995","Employed","in school","7","","","","1"
"Daily","1995","Employed","inadequately","245","0.907742942757914","0.873477681378209","0.942008204137619","1"
"Daily","1995","Employed","general elemantary","1072","0.838475757651882","0.818131372750506","0.858820142553258","1"
"Daily","1995","Employed","middle vocational","3764","0.829325386010331","0.818303650208269","0.840347121812394","1"
"Daily","1995","Employed","vocational + Abi","250","0.679362231364334","0.630326065284179","0.72839839744449","1"
"Daily","1995","Employed","higher vocational","451","0.778967619792006","0.745022308344455","0.812912931239556","1"
"Daily","1995","Employed","higher education","1033","0.713829451457655","0.690060683696434","0.737598219218876","1"
"Min 1x per month","1995","Not Employed","in school","2","","","","3"
"Min 1x per month","1995","Not Employed","inadequately","","","","","3"
"Min 1x per month","1995","Not Employed","general elemantary","11","","","","3"
"Min 1x per month","1995","Not Employed","middle vocational","25","","","","3"
"Min 1x per month","1995","Not Employed","vocational + Abi","2","","","","3"
"Min 1x per month","1995","Not Employed","higher vocational","1","","","","3"
"Min 1x per month","1995","Not Employed","higher education","1","","","","3"
"Min 1x per month","1995","Employed","in school","","","","","3"
"Min 1x per month","1995","Employed","inadequately","1","","","","3"
"Min 1x per month","1995","Employed","general elemantary","14","","","","3"
"Min 1x per month","1995","Employed","middle vocational","52","0.0133609585241764","0.00999738435752906","0.0167245326908238","3"
"Min 1x per month","1995","Employed","vocational + Abi","8","","","","3"
"Min 1x per month","1995","Employed","higher vocational","10","","","","3"
"Min 1x per month","1995","Employed","higher education","21","","","","3"
"Min 1x per week","1995","Not Employed","in school","37","0.161482775537576","0.118070490411035","0.204895060664117","2"
"Min 1x per week","1995","Not Employed","inadequately","16","","","","2"
"Min 1x per week","1995","Not Employed","general elemantary","95","0.078130214914673","0.063216624868592","0.093043804960754","2"
"Min 1x per week","1995","Not Employed","middle vocational","134","0.0502073142476094","0.0411741933281263","0.0592404351670925","2"
"Min 1x per week","1995","Not Employed","vocational + Abi","20","","","","2"
"Min 1x per week","1995","Not Employed","higher vocational","13","","","","2"
"Min 1x per week","1995","Not Employed","higher education","37","0.109549104434612","0.0775515378396066","0.141546671029617","2"
"Min 1x per week","1995","Employed","in school","2","","","","2"
"Min 1x per week","1995","Employed","inadequately","22","","","","2"
"Min 1x per week","1995","Employed","general elemantary","135","0.111478779519391","0.0940803336177973","0.128877225420985","2"
"Min 1x per week","1995","Employed","middle vocational","510","0.12132809352186","0.111762826255089","0.130893360788631","2"
"Min 1x per week","1995","Employed","vocational + Abi","73","0.245170282629476","0.199972526157275","0.290368039101676","2"
"Min 1x per week","1995","Employed","higher vocational","95","0.166958680840276","0.136449544148848","0.197467817531704","2"
"Min 1x per week","1995","Employed","higher education","252","0.192947281168046","0.172194932657457","0.213699629678634","2"
"Never","1995","Not Employed","in school","1","","","","5"
"Never","1995","Not Employed","inadequately","6","","","","5"
"Never","1995","Not Employed","general elemantary","18","","","","5"
"Never","1995","Not Employed","middle vocational","20","","","","5"
"Never","1995","Not Employed","vocational + Abi","","","","","5"
"Never","1995","Not Employed","higher vocational","5","","","","5"
"Never","1995","Not Employed","higher education","5","","","","5"
"Never","1995","Employed","in school","","","","","5"
"Never","1995","Employed","inadequately","3","","","","5"
"Never","1995","Employed","general elemantary","10","","","","5"
"Never","1995","Employed","middle vocational","25","","","","5"
"Never","1995","Employed","vocational + Abi","5","","","","5"
"Never","1995","Employed","higher vocational","2","","","","5"
"Never","1995","Employed","higher education","20","","","","5"
"Rarely","1995","Not Employed","in school","5","","","","4"
"Rarely","1995","Not Employed","inadequately","3","","","","4"
"Rarely","1995","Not Employed","general elemantary","17","","","","4"
"Rarely","1995","Not Employed","middle vocational","38","0.0123184327001311","0.00775568851477281","0.0168811768854895","4"
"Rarely","1995","Not Employed","vocational + Abi","4","","","","4"
"Rarely","1995","Not Employed","higher vocational","3","","","","4"
"Rarely","1995","Not Employed","higher education","3","","","","4"
"Rarely","1995","Employed","in school","1","","","","4"
"Rarely","1995","Employed","inadequately","3","","","","4"
"Rarely","1995","Employed","general elemantary","26","","","","4"
"Rarely","1995","Employed","middle vocational","125","0.0307172442926933","0.0256622645318021","0.0357722240535845","4"
"Rarely","1995","Employed","vocational + Abi","12","","","","4"
"Rarely","1995","Employed","higher vocational","16","","","","4"
"Rarely","1995","Employed","higher education","63","0.0488313528313777","0.0374975641885052","0.0601651414742503","4"
"Daily","1996","Not Employed","in school","","","","","1"
"Daily","1996","Not Employed","inadequately","","","","","1"
"Daily","1996","Not Employed","general elemantary","","","","","1"
"Daily","1996","Not Employed","middle vocational","","","","","1"
"Daily","1996","Not Employed","vocational + Abi","","","","","1"
"Daily","1996","Not Employed","higher vocational","","","","","1"
"Daily","1996","Not Employed","higher education","","","","","1"
"Daily","1996","Employed","in school","","","","","1"
"Daily","1996","Employed","inadequately","","","","","1"
"Daily","1996","Employed","general elemantary","","","","","1"
"Daily","1996","Employed","middle vocational","","","","","1"
"Daily","1996","Employed","vocational + Abi","","","","","1"
"Daily","1996","Employed","higher vocational","","","","","1"
"Daily","1996","Employed","higher education","","","","","1"
"Min 1x per month","1996","Not Employed","in school","","","","","3"
"Min 1x per month","1996","Not Employed","inadequately","","","","","3"
"Min 1x per month","1996","Not Employed","general elemantary","","","","","3"
"Min 1x per month","1996","Not Employed","middle vocational","","","","","3"
"Min 1x per month","1996","Not Employed","vocational + Abi","","","","","3"
"Min 1x per month","1996","Not Employed","higher vocational","","","","","3"
"Min 1x per month","1996","Not Employed","higher education","","","","","3"
"Min 1x per month","1996","Employed","in school","","","","","3"
"Min 1x per month","1996","Employed","inadequately","","","","","3"
"Min 1x per month","1996","Employed","general elemantary","","","","","3"
"Min 1x per month","1996","Employed","middle vocational","","","","","3"
"Min 1x per month","1996","Employed","vocational + Abi","","","","","3"
"Min 1x per month","1996","Employed","higher vocational","","","","","3"
"Min 1x per month","1996","Employed","higher education","","","","","3"
"Min 1x per week","1996","Not Employed","in school","","","","","2"
"Min 1x per week","1996","Not Employed","inadequately","","","","","2"
"Min 1x per week","1996","Not Employed","general elemantary","","","","","2"
"Min 1x per week","1996","Not Employed","middle vocational","","","","","2"
"Min 1x per week","1996","Not Employed","vocational + Abi","","","","","2"
"Min 1x per week","1996","Not Employed","higher vocational","","","","","2"
"Min 1x per week","1996","Not Employed","higher education","","","","","2"
"Min 1x per week","1996","Employed","in school","","","","","2"
"Min 1x per week","1996","Employed","inadequately","","","","","2"
"Min 1x per week","1996","Employed","general elemantary","","","","","2"
"Min 1x per week","1996","Employed","middle vocational","","","","","2"
"Min 1x per week","1996","Employed","vocational + Abi","","","","","2"
"Min 1x per week","1996","Employed","higher vocational","","","","","2"
"Min 1x per week","1996","Employed","higher education","","","","","2"
"Never","1996","Not Employed","in school","","","","","5"
"Never","1996","Not Employed","inadequately","","","","","5"
"Never","1996","Not Employed","general elemantary","","","","","5"
