"pli0083","year","education","n","percent","lower_confidence","upper_confidence"
"Never","1999","no degree/no degree yet","","","",""
"Daily","2000","lower secondary degree","","","",""
"Daily","2000","secondary school degree","","","",""
"Daily","2000","college entrance qualification","","","",""
"Daily","2000","Other degree","","","",""
"Daily","2000","no degree/no degree yet","","","",""
"Min 1x per week","2000","lower secondary degree","","","",""
"Min 1x per week","2000","secondary school degree","","","",""
"Min 1x per week","2000","college entrance qualification","","","",""
"Min 1x per week","2000","Other degree","","","",""
"Min 1x per week","2000","no degree/no degree yet","","","",""
"Min 1x per month","2000","lower secondary degree","","","",""
"Min 1x per month","2000","secondary school degree","","","",""
"Min 1x per month","2000","college entrance qualification","","","",""
"Min 1x per month","2000","Other degree","","","",""
"Min 1x per month","2000","no degree/no degree yet","","","",""
"Rarely","2000","lower secondary degree","","","",""
"Rarely","2000","secondary school degree","","","",""
"Rarely","2000","college entrance qualification","","","",""
"Rarely","2000","Other degree","","","",""
"Rarely","2000","no degree/no degree yet","","","",""
"Never","2000","lower secondary degree","","","",""
"Never","2000","secondary school degree","","","",""
"Never","2000","college entrance qualification","","","",""
"Never","2000","Other degree","","","",""
"Never","2000","no degree/no degree yet","","","",""
"Daily","2001","lower secondary degree","","","",""
"Daily","2001","secondary school degree","","","",""
"Daily","2001","college entrance qualification","","","",""
"Daily","2001","Other degree","","","",""
"Daily","2001","no degree/no degree yet","","","",""
"Min 1x per week","2001","lower secondary degree","","","",""
"Min 1x per week","2001","secondary school degree","","","",""
"Min 1x per week","2001","college entrance qualification","","","",""
"Min 1x per week","2001","Other degree","","","",""
"Min 1x per week","2001","no degree/no degree yet","","","",""
"Min 1x per month","2001","lower secondary degree","","","",""
"Min 1x per month","2001","secondary school degree","","","",""
"Min 1x per month","2001","college entrance qualification","","","",""
"Min 1x per month","2001","Other degree","","","",""
"Min 1x per month","2001","no degree/no degree yet","","","",""
"Rarely","2001","lower secondary degree","","","",""
"Rarely","2001","secondary school degree","","","",""
"Rarely","2001","college entrance qualification","","","",""
"Rarely","2001","Other degree","","","",""
"Rarely","2001","no degree/no degree yet","","","",""
"Never","2001","lower secondary degree","","","",""
"Never","2001","secondary school degree","","","",""
"Never","2001","college entrance qualification","","","",""
"Never","2001","Other degree","","","",""
"Never","2001","no degree/no degree yet","","","",""
"Daily","2002","lower secondary degree","","","",""
"Daily","2002","secondary school degree","","","",""
"Daily","2002","college entrance qualification","","","",""
"Daily","2002","Other degree","","","",""
"Daily","2002","no degree/no degree yet","","","",""
"Min 1x per week","2002","lower secondary degree","","","",""
"Min 1x per week","2002","secondary school degree","","","",""
"Min 1x per week","2002","college entrance qualification","","","",""
"Min 1x per week","2002","Other degree","","","",""
"Min 1x per week","2002","no degree/no degree yet","","","",""
"Min 1x per month","2002","lower secondary degree","","","",""
"Min 1x per month","2002","secondary school degree","","","",""
"Min 1x per month","2002","college entrance qualification","","","",""
"Min 1x per month","2002","Other degree","","","",""
"Min 1x per month","2002","no degree/no degree yet","","","",""
"Rarely","2002","lower secondary degree","","","",""
"Rarely","2002","secondary school degree","","","",""
"Rarely","2002","college entrance qualification","","","",""
"Rarely","2002","Other degree","","","",""
"Rarely","2002","no degree/no degree yet","","","",""
"Never","2002","lower secondary degree","","","",""
"Never","2002","secondary school degree","","","",""
"Never","2002","college entrance qualification","","","",""
"Never","2002","Other degree","","","",""
"Never","2002","no degree/no degree yet","","","",""
"Daily","2003","lower secondary degree","7287","0.917824155611432","0.91177694502773","0.923871366195133"
"Daily","2003","secondary school degree","5576","0.859115216856562","0.850626175266837","0.867604258446286"
"Daily","2003","college entrance qualification","4184","0.767125503263216","0.755886639318167","0.778364367208264"
"Daily","2003","Other degree","1115","0.897581023208234","0.88073237943296","0.914429666983508"
"Daily","2003","no degree/no degree yet","767","0.844522919870769","0.820783205922104","0.868262633819434"
"Min 1x per week","2003","lower secondary degree","408","0.0494922300911509","0.0447163918315339","0.0542680683507679"
"Min 1x per week","2003","secondary school degree","630","0.0996921058914586","0.0923819468478639","0.107002264935053"
"Min 1x per week","2003","college entrance qualification","938","0.172199898514498","0.162160506291812","0.182239290737184"
"Min 1x per week","2003","Other degree","85","0.0653006305666306","0.0515718310441975","0.0790294300890637"
"Min 1x per week","2003","no degree/no degree yet","97","0.100302412071211","0.0806217121312332","0.119983112011188"
"Min 1x per month","2003","lower secondary degree","51","0.00871609658386611","0.00666935361499992","0.0107628395527323"
"Min 1x per month","2003","secondary school degree","62","0.0106336524926772","0.00813088381878917","0.0131364211665652"
"Min 1x per month","2003","college entrance qualification","77","0.0162121540229343","0.012854009942818","0.0195702981030506"
"Min 1x per month","2003","Other degree","10","","",""
"Min 1x per month","2003","no degree/no degree yet","6","","",""
"Rarely","2003","lower secondary degree","84","0.0102487413091467","0.00803104762317715","0.0124664349951162"
"Rarely","2003","secondary school degree","116","0.0190251019233613","0.0156916564548196","0.0223585473919031"
"Rarely","2003","college entrance qualification","158","0.0269797062675357","0.0226713878233766","0.0312880247116947"
"Rarely","2003","Other degree","16","","",""
"Rarely","2003","no degree/no degree yet","16","","",""
"Never","2003","lower secondary degree","93","0.0137187764044045","0.0111574711844075","0.0162800816244016"
"Never","2003","secondary school degree","68","0.0115339228359413","0.00892854738203236","0.0141392982898503"
"Never","2003","college entrance qualification","76","0.017482737931816","0.0139977357292217","0.0209677401344103"
"Never","2003","Other degree","18","","",""
"Never","2003","no degree/no degree yet","9","","",""
"Daily","2004","lower secondary degree","","","",""
"Daily","2004","secondary school degree","","","",""
"Daily","2004","college entrance qualification","","","",""
"Daily","2004","Other degree","","","",""
"Daily","2004","no degree/no degree yet","","","",""
"Min 1x per week","2004","lower secondary degree","","","",""
"Min 1x per week","2004","secondary school degree","","","",""
"Min 1x per week","2004","college entrance qualification","","","",""
"Min 1x per week","2004","Other degree","","","",""
"Min 1x per week","2004","no degree/no degree yet","","","",""
"Min 1x per month","2004","lower secondary degree","","","",""
"Min 1x per month","2004","secondary school degree","","","",""
"Min 1x per month","2004","college entrance qualification","","","",""
"Min 1x per month","2004","Other degree","","","",""
"Min 1x per month","2004","no degree/no degree yet","","","",""
"Rarely","2004","lower secondary degree","","","",""
"Rarely","2004","secondary school degree","","","",""
"Rarely","2004","college entrance qualification","","","",""
"Rarely","2004","Other degree","","","",""
"Rarely","2004","no degree/no degree yet","","","",""
"Never","2004","lower secondary degree","","","",""
"Never","2004","secondary school degree","","","",""
"Never","2004","college entrance qualification","","","",""
"Never","2004","Other degree","","","",""
"Never","2004","no degree/no degree yet","","","",""
"Daily","2005","lower secondary degree","","","",""
"Daily","2005","secondary school degree","","","",""
"Daily","2005","college entrance qualification","","","",""
"Daily","2005","Other degree","","","",""
"Daily","2005","no degree/no degree yet","","","",""
"Min 1x per week","2005","lower secondary degree","","","",""
"Min 1x per week","2005","secondary school degree","","","",""
"Min 1x per week","2005","college entrance qualification","","","",""
"Min 1x per week","2005","Other degree","","","",""
"Min 1x per week","2005","no degree/no degree yet","","","",""
"Min 1x per month","2005","lower secondary degree","","","",""
"Min 1x per month","2005","secondary school degree","","","",""
"Min 1x per month","2005","college entrance qualification","","","",""
"Min 1x per month","2005","Other degree","","","",""
"Min 1x per month","2005","no degree/no degree yet","","","",""
"Rarely","2005","lower secondary degree","","","",""
"Rarely","2005","secondary school degree","","","",""
"Rarely","2005","college entrance qualification","","","",""
"Rarely","2005","Other degree","","","",""
"Rarely","2005","no degree/no degree yet","","","",""
"Never","2005","lower secondary degree","","","",""
"Never","2005","secondary school degree","","","",""
"Never","2005","college entrance qualification","","","",""
"Never","2005","Other degree","","","",""
"Never","2005","no degree/no degree yet","","","",""
"Daily","2006","lower secondary degree","","","",""
"Daily","2006","secondary school degree","","","",""
"Daily","2006","college entrance qualification","","","",""
"Daily","2006","Other degree","","","",""
"Daily","2006","no degree/no degree yet","","","",""
"Min 1x per week","2006","lower secondary degree","","","",""
"Min 1x per week","2006","secondary school degree","","","",""
"Min 1x per week","2006","college entrance qualification","","","",""
"Min 1x per week","2006","Other degree","","","",""
"Min 1x per week","2006","no degree/no degree yet","","","",""
"Min 1x per month","2006","lower secondary degree","","","",""
"Min 1x per month","2006","secondary school degree","","","",""
"Min 1x per month","2006","college entrance qualification","","","",""
"Min 1x per month","2006","Other degree","","","",""
"Min 1x per month","2006","no degree/no degree yet","","","",""
"Rarely","2006","lower secondary degree","","","",""
"Rarely","2006","secondary school degree","","","",""
"Rarely","2006","college entrance qualification","","","",""
"Rarely","2006","Other degree","","","",""
"Rarely","2006","no degree/no degree yet","","","",""
"Never","2006","lower secondary degree","","","",""
"Never","2006","secondary school degree","","","",""
"Never","2006","college entrance qualification","","","",""
"Never","2006","Other degree","","","",""
"Never","2006","no degree/no degree yet","","","",""
"Daily","2007","lower secondary degree","","","",""
"Daily","2007","secondary school degree","","","",""
"Daily","2007","college entrance qualification","","","",""
"Daily","2007","Other degree","","","",""
"Daily","2007","no degree/no degree yet","","","",""
"Min 1x per week","2007","lower secondary degree","","","",""
"Min 1x per week","2007","secondary school degree","","","",""
"Min 1x per week","2007","college entrance qualification","","","",""
"Min 1x per week","2007","Other degree","","","",""
"Min 1x per week","2007","no degree/no degree yet","","","",""
"Min 1x per month","2007","lower secondary degree","","","",""
"Min 1x per month","2007","secondary school degree","","","",""
"Min 1x per month","2007","college entrance qualification","","","",""
"Min 1x per month","2007","Other degree","","","",""
"Min 1x per month","2007","no degree/no degree yet","","","",""
"Rarely","2007","lower secondary degree","","","",""
"Rarely","2007","secondary school degree","","","",""
"Rarely","2007","college entrance qualification","","","",""
"Rarely","2007","Other degree","","","",""
"Rarely","2007","no degree/no degree yet","","","",""
"Never","2007","lower secondary degree","","","",""
"Never","2007","secondary school degree","","","",""
"Never","2007","college entrance qualification","","","",""
"Never","2007","Other degree","","","",""
"Never","2007","no degree/no degree yet","","","",""
"Daily","2008","lower secondary degree","5910","0.902466555144256","0.895243525118301","0.909689585170211"
"Daily","2008","secondary school degree","4867","0.841158615295278","0.831713186359119","0.850604044231437"
"Daily","2008","college entrance qualification","3737","0.722671928249283","0.710434453810443","0.734909402688123"
"Daily","2008","Other degree","830","0.866048166151118","0.844343761492702","0.887752570809533"
"Daily","2008","no degree/no degree yet","450","0.816282207127564","0.783859177998382","0.848705236256745"
"Min 1x per week","2008","lower secondary degree","354","0.0557198284112274","0.0501353527743216","0.0613043040481332"
"Min 1x per week","2008","secondary school degree","622","0.113004974777735","0.104823901599069","0.1211860479564"
"Min 1x per week","2008","college entrance qualification","1053","0.206497484732328","0.195432372431573","0.217562597033084"
"Min 1x per week","2008","Other degree","66","0.0764322150440734","0.0595015064958775","0.0933629235922694"
"Min 1x per week","2008","no degree/no degree yet","76","0.126288665386783","0.0984771928871052","0.154100137886461"
"Min 1x per month","2008","lower secondary degree","52","0.0111758878664574","0.0086165500010983","0.0137352257318165"
"Min 1x per month","2008","secondary school degree","77","0.01293755048421","0.0100174402391091","0.015857660729311"
"Min 1x per month","2008","college entrance qualification","121","0.0245784471182411","0.020345940137652","0.0288109540988302"
"Min 1x per month","2008","Other degree","12","","",""
"Min 1x per month","2008","no degree/no degree yet","7","","",""
"Rarely","2008","lower secondary degree","102","0.0200643940522508","0.0166505877676678","0.0234782003368338"
"Rarely","2008","secondary school degree","131","0.0205291268261881","0.0168649037473214","0.0241933499050548"
"Rarely","2008","college entrance qualification","162","0.0289692203270289","0.0243845386130086","0.0335539020410492"
"Rarely","2008","Other degree","23","","",""
"Rarely","2008","no degree/no degree yet","8","","",""
"Never","2008","lower secondary degree","63","0.0105733345258083","0.00808318817578681","0.0130634808758298"
"Never","2008","secondary school degree","56","0.0123697326165894","0.00951360074492837","0.0152258644882504"
"Never","2008","college entrance qualification","68","0.0172829195731186","0.0137204833686353","0.020845355777602"
"Never","2008","Other degree","15","","",""
"Never","2008","no degree/no degree yet","7","","",""
"Daily","2009","lower secondary degree","","","",""
"Daily","2009","secondary school degree","","","",""
"Daily","2009","college entrance qualification","","","",""
"Daily","2009","Other degree","","","",""
"Daily","2009","no degree/no degree yet","","","",""
"Min 1x per week","2009","lower secondary degree","","","",""
"Min 1x per week","2009","secondary school degree","","","",""
"Min 1x per week","2009","college entrance qualification","","","",""
"Min 1x per week","2009","Other degree","","","",""
"Min 1x per week","2009","no degree/no degree yet","","","",""
"Min 1x per month","2009","lower secondary degree","","","",""
"Min 1x per month","2009","secondary school degree","","","",""
"Min 1x per month","2009","college entrance qualification","","","",""
"Min 1x per month","2009","Other degree","","","",""
"Min 1x per month","2009","no degree/no degree yet","","","",""
"Rarely","2009","lower secondary degree","","","",""
"Rarely","2009","secondary school degree","","","",""
"Rarely","2009","college entrance qualification","","","",""
"Rarely","2009","Other degree","","","",""
"Rarely","2009","no degree/no degree yet","","","",""
"Never","2009","lower secondary degree","","","",""
"Never","2009","secondary school degree","","","",""
"Never","2009","college entrance qualification","","","",""
"Never","2009","Other degree","","","",""
"Never","2009","no degree/no degree yet","","","",""
"Daily","2010","lower secondary degree","","","",""
"Daily","2010","secondary school degree","","","",""
"Daily","2010","college entrance qualification","","","",""
"Daily","2010","Other degree","","","",""
"Daily","2010","no degree/no degree yet","","","",""
"Min 1x per week","2010","lower secondary degree","","","",""
"Min 1x per week","2010","secondary school degree","","","",""
"Min 1x per week","2010","college entrance qualification","","","",""
"Min 1x per week","2010","Other degree","","","",""
"Min 1x per week","2010","no degree/no degree yet","","","",""
"Min 1x per month","2010","lower secondary degree","","","",""
"Min 1x per month","2010","secondary school degree","","","",""
"Min 1x per month","2010","college entrance qualification","","","",""
"Min 1x per month","2010","Other degree","","","",""
"Min 1x per month","2010","no degree/no degree yet","","","",""
"Rarely","2010","lower secondary degree","","","",""
"Rarely","2010","secondary school degree","","","",""
"Rarely","2010","college entrance qualification","","","",""
"Rarely","2010","Other degree","","","",""
"Rarely","2010","no degree/no degree yet","","","",""
"Never","2010","lower secondary degree","","","",""
"Never","2010","secondary school degree","","","",""
"Never","2010","college entrance qualification","","","",""
"Never","2010","Other degree","","","",""
"Never","2010","no degree/no degree yet","","","",""
"Daily","2011","lower secondary degree","","","",""
"Daily","2011","secondary school degree","","","",""
"Daily","2011","college entrance qualification","","","",""
"Daily","2011","Other degree","","","",""
"Daily","2011","no degree/no degree yet","","","",""
