"pli0083","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1990","higher education","Male","100","0.220399349618263","0.182844466456813","0.257954232779713","2"
"Min 1x per week","1990","higher education","Female","50","0.210083001297988","0.157089654420746","0.263076348175229","2"
"Never","1990","in school","Male","","","","","5"
"Never","1990","vocational + Abi","Female","2","","","","5"
"Never","1990","higher vocational","Male","1","","","","5"
"Never","1990","higher vocational","Female","4","","","","5"
"Never","1990","higher education","Male","9","","","","5"
"Never","1990","higher education","Female","7","","","","5"
"Never","1990","in school","Female","","","","","5"
"Never","1990","inadequately","Male","10","","","","5"
"Never","1990","inadequately","Female","7","","","","5"
"Never","1990","general elemantary","Male","9","","","","5"
"Never","1990","general elemantary","Female","22","","","","5"
"Never","1990","middle vocational","Male","18","","","","5"
"Never","1990","middle vocational","Female","8","","","","5"
"Never","1990","vocational + Abi","Male","2","","","","5"
"Rarely","1990","in school","Male","","","","","4"
"Rarely","1990","general elemantary","Female","57","0.0323598083851255","0.0237027470856856","0.0410168696845654","4"
"Rarely","1990","middle vocational","Male","70","0.0325585973689443","0.0255466691352063","0.0395705256026823","4"
"Rarely","1990","in school","Female","4","","","","4"
"Rarely","1990","inadequately","Male","3","","","","4"
"Rarely","1990","inadequately","Female","15","","","","4"
"Rarely","1990","general elemantary","Male","27","","","","4"
"Rarely","1990","middle vocational","Female","67","0.0306116566658983","0.0232210654769316","0.038002247854865","4"
"Rarely","1990","vocational + Abi","Male","7","","","","4"
"Rarely","1990","vocational + Abi","Female","6","","","","4"
"Rarely","1990","higher vocational","Male","7","","","","4"
"Rarely","1990","higher vocational","Female","12","","","","4"
"Rarely","1990","higher education","Male","35","0.0696929547462802","0.0466237428477285","0.0927621666448319","4"
"Rarely","1990","higher education","Female","17","","","","4"
"Daily","1991","in school","Male","","","","","1"
"Daily","1991","in school","Female","","","","","1"
"Daily","1991","inadequately","Male","","","","","1"
"Daily","1991","inadequately","Female","","","","","1"
"Daily","1991","general elemantary","Male","","","","","1"
"Daily","1991","general elemantary","Female","","","","","1"
"Daily","1991","middle vocational","Male","","","","","1"
"Daily","1991","middle vocational","Female","","","","","1"
"Daily","1991","vocational + Abi","Male","","","","","1"
"Daily","1991","vocational + Abi","Female","","","","","1"
"Daily","1991","higher vocational","Male","","","","","1"
"Daily","1991","higher vocational","Female","","","","","1"
"Daily","1991","higher education","Male","","","","","1"
"Daily","1991","higher education","Female","","","","","1"
"Min 1x per month","1991","in school","Male","","","","","3"
"Min 1x per month","1991","in school","Female","","","","","3"
"Min 1x per month","1991","inadequately","Male","","","","","3"
"Min 1x per month","1991","inadequately","Female","","","","","3"
"Min 1x per month","1991","general elemantary","Male","","","","","3"
"Min 1x per month","1991","general elemantary","Female","","","","","3"
"Min 1x per month","1991","middle vocational","Male","","","","","3"
"Min 1x per month","1991","middle vocational","Female","","","","","3"
"Min 1x per month","1991","vocational + Abi","Male","","","","","3"
"Min 1x per month","1991","vocational + Abi","Female","","","","","3"
"Min 1x per month","1991","higher vocational","Male","","","","","3"
"Min 1x per month","1991","higher vocational","Female","","","","","3"
"Min 1x per month","1991","higher education","Male","","","","","3"
"Min 1x per month","1991","higher education","Female","","","","","3"
"Min 1x per week","1991","in school","Male","","","","","2"
"Min 1x per week","1991","in school","Female","","","","","2"
"Min 1x per week","1991","inadequately","Male","","","","","2"
"Min 1x per week","1991","inadequately","Female","","","","","2"
"Min 1x per week","1991","general elemantary","Male","","","","","2"
"Min 1x per week","1991","general elemantary","Female","","","","","2"
"Min 1x per week","1991","middle vocational","Male","","","","","2"
"Min 1x per week","1991","middle vocational","Female","","","","","2"
"Min 1x per week","1991","vocational + Abi","Male","","","","","2"
"Min 1x per week","1991","vocational + Abi","Female","","","","","2"
"Min 1x per week","1991","higher vocational","Male","","","","","2"
"Min 1x per week","1991","higher vocational","Female","","","","","2"
"Min 1x per week","1991","higher education","Male","","","","","2"
"Min 1x per week","1991","higher education","Female","","","","","2"
"Never","1991","in school","Male","","","","","5"
"Never","1991","in school","Female","","","","","5"
"Never","1991","inadequately","Male","","","","","5"
"Never","1991","inadequately","Female","","","","","5"
"Never","1991","general elemantary","Male","","","","","5"
"Never","1991","general elemantary","Female","","","","","5"
"Never","1991","middle vocational","Male","","","","","5"
"Never","1991","middle vocational","Female","","","","","5"
"Never","1991","vocational + Abi","Male","","","","","5"
"Never","1991","vocational + Abi","Female","","","","","5"
"Never","1991","higher vocational","Male","","","","","5"
"Never","1991","higher vocational","Female","","","","","5"
"Never","1991","higher education","Male","","","","","5"
"Never","1991","higher education","Female","","","","","5"
"Rarely","1991","in school","Male","","","","","4"
"Rarely","1991","in school","Female","","","","","4"
"Rarely","1991","inadequately","Male","","","","","4"
"Rarely","1991","inadequately","Female","","","","","4"
"Rarely","1991","general elemantary","Male","","","","","4"
"Rarely","1991","general elemantary","Female","","","","","4"
"Rarely","1991","middle vocational","Male","","","","","4"
"Rarely","1991","middle vocational","Female","","","","","4"
"Rarely","1991","vocational + Abi","Male","","","","","4"
"Rarely","1991","vocational + Abi","Female","","","","","4"
"Rarely","1991","higher vocational","Male","","","","","4"
"Rarely","1991","higher vocational","Female","","","","","4"
"Rarely","1991","higher education","Male","","","","","4"
"Rarely","1991","higher education","Female","","","","","4"
"Daily","1992","in school","Male","","","","","1"
"Daily","1992","in school","Female","","","","","1"
"Daily","1992","inadequately","Male","","","","","1"
"Daily","1992","inadequately","Female","","","","","1"
"Daily","1992","general elemantary","Male","","","","","1"
"Daily","1992","general elemantary","Female","","","","","1"
"Daily","1992","middle vocational","Male","","","","","1"
"Daily","1992","middle vocational","Female","","","","","1"
"Daily","1992","vocational + Abi","Male","","","","","1"
"Daily","1992","vocational + Abi","Female","","","","","1"
"Daily","1992","higher vocational","Male","","","","","1"
"Daily","1992","higher vocational","Female","","","","","1"
"Daily","1992","higher education","Male","","","","","1"
"Daily","1992","higher education","Female","","","","","1"
"Min 1x per month","1992","in school","Male","","","","","3"
"Min 1x per month","1992","in school","Female","","","","","3"
"Min 1x per month","1992","higher vocational","Female","","","","","3"
"Min 1x per month","1992","higher education","Male","","","","","3"
"Min 1x per month","1992","higher education","Female","","","","","3"
"Min 1x per month","1992","inadequately","Male","","","","","3"
"Min 1x per month","1992","inadequately","Female","","","","","3"
"Min 1x per month","1992","general elemantary","Male","","","","","3"
"Min 1x per month","1992","general elemantary","Female","","","","","3"
"Min 1x per month","1992","middle vocational","Male","","","","","3"
"Min 1x per month","1992","middle vocational","Female","","","","","3"
"Min 1x per month","1992","vocational + Abi","Male","","","","","3"
"Min 1x per month","1992","vocational + Abi","Female","","","","","3"
"Min 1x per month","1992","higher vocational","Male","","","","","3"
"Min 1x per week","1992","in school","Male","","","","","2"
"Min 1x per week","1992","in school","Female","","","","","2"
"Min 1x per week","1992","inadequately","Male","","","","","2"
"Min 1x per week","1992","inadequately","Female","","","","","2"
"Min 1x per week","1992","general elemantary","Male","","","","","2"
"Min 1x per week","1992","general elemantary","Female","","","","","2"
"Min 1x per week","1992","middle vocational","Male","","","","","2"
"Min 1x per week","1992","middle vocational","Female","","","","","2"
"Min 1x per week","1992","vocational + Abi","Male","","","","","2"
"Min 1x per week","1992","vocational + Abi","Female","","","","","2"
"Min 1x per week","1992","higher vocational","Male","","","","","2"
"Min 1x per week","1992","higher vocational","Female","","","","","2"
"Min 1x per week","1992","higher education","Male","","","","","2"
"Min 1x per week","1992","higher education","Female","","","","","2"
"Never","1992","higher vocational","Female","","","","","5"
"Never","1992","higher education","Male","","","","","5"
"Never","1992","higher education","Female","","","","","5"
"Never","1992","in school","Male","","","","","5"
"Never","1992","in school","Female","","","","","5"
"Never","1992","inadequately","Male","","","","","5"
"Never","1992","inadequately","Female","","","","","5"
"Never","1992","general elemantary","Male","","","","","5"
"Never","1992","general elemantary","Female","","","","","5"
"Never","1992","middle vocational","Male","","","","","5"
"Never","1992","middle vocational","Female","","","","","5"
"Never","1992","vocational + Abi","Male","","","","","5"
"Never","1992","vocational + Abi","Female","","","","","5"
"Never","1992","higher vocational","Male","","","","","5"
"Rarely","1992","higher vocational","Female","","","","","4"
"Rarely","1992","higher education","Male","","","","","4"
"Rarely","1992","higher education","Female","","","","","4"
"Rarely","1992","in school","Male","","","","","4"
"Rarely","1992","in school","Female","","","","","4"
"Rarely","1992","inadequately","Male","","","","","4"
"Rarely","1992","inadequately","Female","","","","","4"
"Rarely","1992","general elemantary","Male","","","","","4"
"Rarely","1992","general elemantary","Female","","","","","4"
"Rarely","1992","middle vocational","Male","","","","","4"
"Rarely","1992","middle vocational","Female","","","","","4"
"Rarely","1992","vocational + Abi","Male","","","","","4"
"Rarely","1992","vocational + Abi","Female","","","","","4"
"Rarely","1992","higher vocational","Male","","","","","4"
"Daily","1993","in school","Male","","","","","1"
"Daily","1993","in school","Female","","","","","1"
"Daily","1993","inadequately","Male","","","","","1"
"Daily","1993","inadequately","Female","","","","","1"
"Daily","1993","general elemantary","Male","","","","","1"
"Daily","1993","general elemantary","Female","","","","","1"
"Daily","1993","middle vocational","Male","","","","","1"
"Daily","1993","middle vocational","Female","","","","","1"
"Daily","1993","vocational + Abi","Male","","","","","1"
"Daily","1993","vocational + Abi","Female","","","","","1"
"Daily","1993","higher vocational","Male","","","","","1"
"Daily","1993","higher vocational","Female","","","","","1"
"Daily","1993","higher education","Male","","","","","1"
"Daily","1993","higher education","Female","","","","","1"
"Min 1x per month","1993","in school","Male","","","","","3"
"Min 1x per month","1993","in school","Female","","","","","3"
"Min 1x per month","1993","inadequately","Male","","","","","3"
"Min 1x per month","1993","inadequately","Female","","","","","3"
"Min 1x per month","1993","general elemantary","Male","","","","","3"
"Min 1x per month","1993","general elemantary","Female","","","","","3"
"Min 1x per month","1993","middle vocational","Male","","","","","3"
"Min 1x per month","1993","middle vocational","Female","","","","","3"
"Min 1x per month","1993","vocational + Abi","Male","","","","","3"
"Min 1x per month","1993","vocational + Abi","Female","","","","","3"
"Min 1x per month","1993","higher vocational","Male","","","","","3"
"Min 1x per month","1993","higher vocational","Female","","","","","3"
"Min 1x per month","1993","higher education","Male","","","","","3"
"Min 1x per month","1993","higher education","Female","","","","","3"
"Min 1x per week","1993","in school","Male","","","","","2"
"Min 1x per week","1993","in school","Female","","","","","2"
"Min 1x per week","1993","inadequately","Male","","","","","2"
"Min 1x per week","1993","inadequately","Female","","","","","2"
"Min 1x per week","1993","general elemantary","Male","","","","","2"
"Min 1x per week","1993","general elemantary","Female","","","","","2"
"Min 1x per week","1993","middle vocational","Male","","","","","2"
"Min 1x per week","1993","middle vocational","Female","","","","","2"
"Min 1x per week","1993","vocational + Abi","Male","","","","","2"
"Min 1x per week","1993","vocational + Abi","Female","","","","","2"
"Min 1x per week","1993","higher vocational","Male","","","","","2"
"Min 1x per week","1993","higher vocational","Female","","","","","2"
"Min 1x per week","1993","higher education","Male","","","","","2"
"Min 1x per week","1993","higher education","Female","","","","","2"
"Never","1993","in school","Male","","","","","5"
"Never","1993","in school","Female","","","","","5"
"Never","1993","inadequately","Male","","","","","5"
"Never","1993","inadequately","Female","","","","","5"
"Never","1993","general elemantary","Male","","","","","5"
"Never","1993","general elemantary","Female","","","","","5"
"Never","1993","middle vocational","Male","","","","","5"
"Never","1993","middle vocational","Female","","","","","5"
"Never","1993","vocational + Abi","Male","","","","","5"
"Never","1993","vocational + Abi","Female","","","","","5"
"Never","1993","higher vocational","Male","","","","","5"
"Never","1993","higher vocational","Female","","","","","5"
"Never","1993","higher education","Male","","","","","5"
"Never","1993","higher education","Female","","","","","5"
"Rarely","1993","in school","Male","","","","","4"
"Rarely","1993","in school","Female","","","","","4"
"Rarely","1993","inadequately","Male","","","","","4"
"Rarely","1993","inadequately","Female","","","","","4"
"Rarely","1993","general elemantary","Male","","","","","4"
"Rarely","1993","general elemantary","Female","","","","","4"
"Rarely","1993","middle vocational","Male","","","","","4"
"Rarely","1993","middle vocational","Female","","","","","4"
"Rarely","1993","vocational + Abi","Male","","","","","4"
"Rarely","1993","vocational + Abi","Female","","","","","4"
"Rarely","1993","higher vocational","Male","","","","","4"
"Rarely","1993","higher vocational","Female","","","","","4"
"Rarely","1993","higher education","Male","","","","","4"
"Rarely","1993","higher education","Female","","","","","4"
"Daily","1994","in school","Male","","","","","1"
"Daily","1994","in school","Female","","","","","1"
"Daily","1994","inadequately","Male","","","","","1"
"Daily","1994","inadequately","Female","","","","","1"
"Daily","1994","general elemantary","Male","","","","","1"
"Daily","1994","general elemantary","Female","","","","","1"
"Daily","1994","middle vocational","Male","","","","","1"
"Daily","1994","middle vocational","Female","","","","","1"
"Daily","1994","vocational + Abi","Male","","","","","1"
"Daily","1994","vocational + Abi","Female","","","","","1"
"Daily","1994","higher vocational","Male","","","","","1"
"Daily","1994","higher vocational","Female","","","","","1"
"Daily","1994","higher education","Male","","","","","1"
"Daily","1994","higher education","Female","","","","","1"
"Min 1x per month","1994","in school","Male","","","","","3"
"Min 1x per month","1994","in school","Female","","","","","3"
"Min 1x per month","1994","inadequately","Male","","","","","3"
"Min 1x per month","1994","inadequately","Female","","","","","3"
"Min 1x per month","1994","general elemantary","Male","","","","","3"
"Min 1x per month","1994","general elemantary","Female","","","","","3"
"Min 1x per month","1994","middle vocational","Male","","","","","3"
"Min 1x per month","1994","middle vocational","Female","","","","","3"
"Min 1x per month","1994","vocational + Abi","Male","","","","","3"
"Min 1x per month","1994","vocational + Abi","Female","","","","","3"
"Min 1x per month","1994","higher vocational","Male","","","","","3"
"Min 1x per month","1994","higher vocational","Female","","","","","3"
"Min 1x per month","1994","higher education","Male","","","","","3"
"Min 1x per month","1994","higher education","Female","","","","","3"
"Min 1x per week","1994","in school","Male","","","","","2"
"Min 1x per week","1994","in school","Female","","","","","2"
"Min 1x per week","1994","inadequately","Male","","","","","2"
"Min 1x per week","1994","inadequately","Female","","","","","2"
"Min 1x per week","1994","general elemantary","Male","","","","","2"
"Min 1x per week","1994","general elemantary","Female","","","","","2"
"Min 1x per week","1994","middle vocational","Male","","","","","2"
"Min 1x per week","1994","middle vocational","Female","","","","","2"
"Min 1x per week","1994","vocational + Abi","Male","","","","","2"
"Min 1x per week","1994","vocational + Abi","Female","","","","","2"
"Min 1x per week","1994","higher vocational","Male","","","","","2"
"Min 1x per week","1994","higher vocational","Female","","","","","2"
"Min 1x per week","1994","higher education","Male","","","","","2"
"Min 1x per week","1994","higher education","Female","","","","","2"
"Never","1994","in school","Male","","","","","5"
"Never","1994","in school","Female","","","","","5"
"Never","1994","inadequately","Male","","","","","5"
"Never","1994","inadequately","Female","","","","","5"
"Never","1994","general elemantary","Male","","","","","5"
"Never","1994","general elemantary","Female","","","","","5"
"Never","1994","middle vocational","Male","","","","","5"
"Never","1994","middle vocational","Female","","","","","5"
"Never","1994","vocational + Abi","Male","","","","","5"
"Never","1994","vocational + Abi","Female","","","","","5"
"Never","1994","higher vocational","Male","","","","","5"
"Never","1994","higher vocational","Female","","","","","5"
"Never","1994","higher education","Male","","","","","5"
"Never","1994","higher education","Female","","","","","5"
"Rarely","1994","in school","Male","","","","","4"
"Rarely","1994","in school","Female","","","","","4"
"Rarely","1994","inadequately","Male","","","","","4"
"Rarely","1994","inadequately","Female","","","","","4"
"Rarely","1994","general elemantary","Male","","","","","4"
"Rarely","1994","general elemantary","Female","","","","","4"
"Rarely","1994","middle vocational","Male","","","","","4"
"Rarely","1994","middle vocational","Female","","","","","4"
"Rarely","1994","vocational + Abi","Male","","","","","4"
"Rarely","1994","vocational + Abi","Female","","","","","4"
"Rarely","1994","higher vocational","Male","","","","","4"
"Rarely","1994","higher vocational","Female","","","","","4"
"Rarely","1994","higher education","Male","","","","","4"
"Rarely","1994","higher education","Female","","","","","4"
"Daily","1995","in school","Male","122","0.826854140366602","0.764838593115763","0.888869687617441","1"
"Daily","1995","in school","Female","116","0.772079926599003","0.703325210837269","0.840834642360736","1"
"Daily","1995","inadequately","Male","190","0.898711952625817","0.857709882709363","0.939714022542271","1"
"Daily","1995","inadequately","Female","284","0.891875738105394","0.857851621766574","0.925899854444214","1"
"Daily","1995","general elemantary","Male","753","0.862716038500436","0.839768555481422","0.885663521519449","1"
"Daily","1995","general elemantary","Female","1422","0.858908539839283","0.842045045323444","0.875772034355122","1"
"Daily","1995","middle vocational","Male","2911","0.857556838403884","0.845793341145249","0.86932033566252","1"
"Daily","1995","middle vocational","Female","2881","0.87039601806956","0.858988436194526","0.881803599944593","1"
"Daily","1995","vocational + Abi","Male","194","0.791388475731575","0.740920901960643","0.841856049502507","1"
"Daily","1995","vocational + Abi","Female","158","0.638405457651361","0.575903389020092","0.700907526282631","1"
"Daily","1995","higher vocational","Male","401","0.867705992361982","0.837237029530834","0.89817495519313","1"
"Daily","1995","higher vocational","Female","218","0.713411976682289","0.661280696962657","0.765543256401921","1"
"Daily","1995","higher education","Male","736","0.753201642676573","0.72588553073749","0.780517754615657","1"
"Daily","1995","higher education","Female","617","0.746365602917441","0.7161781459581","0.776553059876782","1"
"Min 1x per month","1995","in school","Male","1","","","","3"
"Min 1x per month","1995","in school","Female","1","","","","3"
"Min 1x per month","1995","inadequately","Male","1","","","","3"
"Min 1x per month","1995","inadequately","Female","","","","","3"
"Min 1x per month","1995","general elemantary","Male","12","","","","3"
"Min 1x per month","1995","general elemantary","Female","13","","","","3"
"Min 1x per month","1995","middle vocational","Male","35","0.0117779337882284","0.00814676845157976","0.015409099124877","3"
"Min 1x per month","1995","middle vocational","Female","42","0.0132139821666367","0.00933556673604585","0.0170923975972275","3"
"Min 1x per month","1995","vocational + Abi","Male","4","","","","3"
"Min 1x per month","1995","vocational + Abi","Female","6","","","","3"
"Min 1x per month","1995","higher vocational","Male","7","","","","3"
"Min 1x per month","1995","higher vocational","Female","4","","","","3"
"Min 1x per month","1995","higher education","Male","10","","","","3"
"Min 1x per month","1995","higher education","Female","12","","","","3"
"Min 1x per week","1995","in school","Male","17","","","","2"
"Min 1x per week","1995","in school","Female","22","","","","2"
"Min 1x per week","1995","inadequately","Male","9","","","","2"
"Min 1x per week","1995","inadequately","Female","29","","","","2"
"Min 1x per week","1995","general elemantary","Male","76","0.0903173258112925","0.0712046401817052","0.10943001144088","2"
"Min 1x per week","1995","general elemantary","Female","154","0.0912717867092127","0.0773206680251368","0.105222905393288","2"
"Min 1x per week","1995","middle vocational","Male","346","0.100473335111243","0.0903548236895435","0.110591846532942","2"
"Min 1x per week","1995","middle vocational","Female","298","0.0851352683915825","0.0756563415397505","0.0946141952434145","2"
"Min 1x per week","1995","vocational + Abi","Male","42","0.178697452472221","0.131113645724844","0.226281259219598","2"
"Min 1x per week","1995","vocational + Abi","Female","51","0.250749783389355","0.19436409534385","0.30713547143486","2"
"Min 1x per week","1995","higher vocational","Male","53","0.091038999328376","0.0651695223147546","0.116908476341997","2"
"Min 1x per week","1995","higher vocational","Female","55","0.205655631731592","0.159056922882279","0.252254340580904","2"
"Min 1x per week","1995","higher education","Male","157","0.166237942767575","0.142650640977121","0.18982524455803","2"
"Min 1x per week","1995","higher education","Female","132","0.182808350888107","0.155991571405538","0.209625130370676","2"
"Never","1995","in school","Male","1","","","","5"
"Never","1995","in school","Female","","","","","5"
"Never","1995","inadequately","Male","4","","","","5"
"Never","1995","inadequately","Female","5","","","","5"
"Never","1995","general elemantary","Male","8","","","","5"
"Never","1995","general elemantary","Female","20","","","","5"
"Never","1995","middle vocational","Male","23","","","","5"
"Never","1995","middle vocational","Female","22","","","","5"
"Never","1995","vocational + Abi","Male","4","","","","5"
"Never","1995","vocational + Abi","Female","1","","","","5"
"Never","1995","higher vocational","Male","3","","","","5"
"Never","1995","higher vocational","Female","4","","","","5"
"Never","1995","higher education","Male","13","","","","5"
"Never","1995","higher education","Female","12","","","","5"
"Rarely","1995","in school","Male","2","","","","4"
"Rarely","1995","in school","Female","4","","","","4"
"Rarely","1995","inadequately","Male","4","","","","4"
"Rarely","1995","inadequately","Female","2","","","","4"
"Rarely","1995","general elemantary","Male","15","","","","4"
"Rarely","1995","general elemantary","Female","28","","","","4"
"Rarely","1995","middle vocational","Male","76","0.0227130836477284","0.0176985183766523","0.0277276489188045","4"
"Rarely","1995","middle vocational","Female","87","0.0240564652764559","0.0188522622923929","0.0292606682605188","4"
"Rarely","1995","vocational + Abi","Male","5","","","","4"
"Rarely","1995","vocational + Abi","Female","11","","","","4"
"Rarely","1995","higher vocational","Male","11","","","","4"
"Rarely","1995","higher vocational","Female","8","","","","4"
"Rarely","1995","higher education","Male","41","0.0456905494987997","0.0324608516646117","0.0589202473329876","4"
"Rarely","1995","higher education","Female","25","","","","4"
"Daily","1996","in school","Male","","","","","1"
"Daily","1996","in school","Female","","","","","1"
"Daily","1996","inadequately","Male","","","","","1"
"Daily","1996","inadequately","Female","","","","","1"
"Daily","1996","general elemantary","Male","","","","","1"
"Daily","1996","general elemantary","Female","","","","","1"
"Daily","1996","middle vocational","Male","","","","","1"
"Daily","1996","middle vocational","Female","","","","","1"
"Daily","1996","vocational + Abi","Male","","","","","1"
"Daily","1996","vocational + Abi","Female","","","","","1"
"Daily","1996","higher vocational","Male","","","","","1"
"Daily","1996","higher vocational","Female","","","","","1"
"Daily","1996","higher education","Male","","","","","1"
"Daily","1996","higher education","Female","","","","","1"
"Min 1x per month","1996","in school","Male","","","","","3"
"Min 1x per month","1996","in school","Female","","","","","3"
"Min 1x per month","1996","inadequately","Male","","","","","3"
"Min 1x per month","1996","inadequately","Female","","","","","3"
"Min 1x per month","1996","general elemantary","Male","","","","","3"
"Min 1x per month","1996","general elemantary","Female","","","","","3"
"Min 1x per month","1996","middle vocational","Male","","","","","3"
"Min 1x per month","1996","middle vocational","Female","","","","","3"
"Min 1x per month","1996","vocational + Abi","Male","","","","","3"
"Min 1x per month","1996","vocational + Abi","Female","","","","","3"
"Min 1x per month","1996","higher vocational","Male","","","","","3"
"Min 1x per month","1996","higher vocational","Female","","","","","3"
"Min 1x per month","1996","higher education","Male","","","","","3"
"Min 1x per month","1996","higher education","Female","","","","","3"
"Min 1x per week","1996","in school","Male","","","","","2"
"Min 1x per week","1996","in school","Female","","","","","2"
"Min 1x per week","1996","inadequately","Male","","","","","2"
"Min 1x per week","1996","inadequately","Female","","","","","2"
"Min 1x per week","1996","general elemantary","Male","","","","","2"
"Min 1x per week","1996","general elemantary","Female","","","","","2"
"Min 1x per week","1996","middle vocational","Male","","","","","2"
"Min 1x per week","1996","middle vocational","Female","","","","","2"
"Min 1x per week","1996","vocational + Abi","Male","","","","","2"
"Min 1x per week","1996","vocational + Abi","Female","","","","","2"
"Min 1x per week","1996","higher vocational","Male","","","","","2"
"Min 1x per week","1996","higher vocational","Female","","","","","2"
"Min 1x per week","1996","higher education","Male","","","","","2"
"Min 1x per week","1996","higher education","Female","","","","","2"
"Never","1996","in school","Male","","","","","5"
"Never","1996","in school","Female","","","","","5"
"Never","1996","inadequately","Male","","","","","5"
"Never","1996","inadequately","Female","","","","","5"
"Never","1996","general elemantary","Male","","","","","5"
"Never","1996","general elemantary","Female","","","","","5"
"Never","1996","middle vocational","Male","","","","","5"
"Never","1996","middle vocational","Female","","","","","5"
"Never","1996","vocational + Abi","Male","","","","","5"
"Never","1996","vocational + Abi","Female","","","","","5"
"Never","1996","higher vocational","Male","","","","","5"
"Never","1996","higher vocational","Female","","","","","5"
"Never","1996","higher education","Male","","","","","5"
"Never","1996","higher education","Female","","","","","5"
"Rarely","1996","in school","Male","","","","","4"
"Rarely","1996","in school","Female","","","","","4"
"Rarely","1996","inadequately","Male","","","","","4"
"Rarely","1996","inadequately","Female","","","","","4"
"Rarely","1996","general elemantary","Male","","","","","4"
"Rarely","1996","general elemantary","Female","","","","","4"
"Rarely","1996","middle vocational","Male","","","","","4"
"Rarely","1996","middle vocational","Female","","","","","4"
"Rarely","1996","vocational + Abi","Male","","","","","4"
"Rarely","1996","vocational + Abi","Female","","","","","4"
"Rarely","1996","higher vocational","Male","","","","","4"
"Rarely","1996","higher vocational","Female","","","","","4"
"Rarely","1996","higher education","Male","","","","","4"
"Rarely","1996","higher education","Female","","","","","4"
"Daily","1997","in school","Male","","","","","1"
"Daily","1997","in school","Female","","","","","1"
"Daily","1997","inadequately","Male","","","","","1"
"Daily","1997","inadequately","Female","","","","","1"
"Daily","1997","general elemantary","Male","","","","","1"
"Daily","1997","general elemantary","Female","","","","","1"
"Daily","1997","middle vocational","Male","","","","","1"
"Daily","1997","middle vocational","Female","","","","","1"
"Daily","1997","vocational + Abi","Male","","","","","1"
