"pli0083","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","Not Working","(Married) couple without C. ","47","0.0438324205861546","0.0308073609878134","0.0568574801844957"
"Min 1x per week","1990","Not Working","Single parent ","29","","",""
"Min 1x per week","1990","Not Working","Couple + C. LE 16 ","64","0.113639231211644","0.0862554985390029","0.141022963884286"
"Min 1x per week","1990","Not Working","Couple + C. GT 16 ","86","0.132338312651058","0.106447054718759","0.158229570583357"
"Min 1x per week","1990","Not Working","Couple + C. LE and GT 16","50","0.195059192163454","0.149454001543997","0.240664382782911"
"Min 1x per month","1990","Full Time","1-pers.-HH","15","","",""
"Min 1x per month","1990","Full Time","(Married) couple without C. ","18","","",""
"Min 1x per month","1990","Full Time","Single parent ","5","","",""
"Min 1x per month","1990","Full Time","Couple + C. LE 16 ","14","","",""
"Min 1x per month","1990","Full Time","Couple + C. GT 16 ","16","","",""
"Min 1x per month","1990","Full Time","Couple + C. LE and GT 16","7","","",""
"Min 1x per month","1990","Part Time","1-pers.-HH","6","","",""
"Min 1x per month","1990","Part Time","(Married) couple without C. ","4","","",""
"Min 1x per month","1990","Part Time","Single parent ","3","","",""
"Min 1x per month","1990","Part Time","Couple + C. LE 16 ","6","","",""
"Min 1x per month","1990","Part Time","Couple + C. GT 16 ","7","","",""
"Min 1x per month","1990","Part Time","Couple + C. LE and GT 16","1","","",""
"Min 1x per month","1990","Not Working","1-pers.-HH","7","","",""
"Min 1x per month","1990","Not Working","(Married) couple without C. ","9","","",""
"Min 1x per month","1990","Not Working","Single parent ","3","","",""
"Min 1x per month","1990","Not Working","Couple + C. LE 16 ","5","","",""
"Min 1x per month","1990","Not Working","Couple + C. GT 16 ","13","","",""
"Min 1x per month","1990","Not Working","Couple + C. LE and GT 16","6","","",""
"Rarely","1990","Full Time","1-pers.-HH","35","0.0843967084717357","0.0578745849871954","0.110918831956276"
"Rarely","1990","Full Time","(Married) couple without C. ","29","","",""
"Rarely","1990","Full Time","Single parent ","12","","",""
"Rarely","1990","Full Time","Couple + C. LE 16 ","33","0.032024418053821","0.0215190761130368","0.0425297599946053"
"Rarely","1990","Full Time","Couple + C. GT 16 ","31","0.0266292228328601","0.016533923354406","0.0367245223113141"
"Rarely","1990","Full Time","Couple + C. LE and GT 16","24","","",""
"Rarely","1990","Part Time","1-pers.-HH","8","","",""
"Rarely","1990","Part Time","(Married) couple without C. ","5","","",""
"Rarely","1990","Part Time","Single parent ","5","","",""
"Rarely","1990","Part Time","Couple + C. LE 16 ","21","","",""
"Rarely","1990","Part Time","Couple + C. GT 16 ","13","","",""
"Rarely","1990","Part Time","Couple + C. LE and GT 16","11","","",""
"Rarely","1990","Not Working","1-pers.-HH","19","","",""
"Rarely","1990","Not Working","(Married) couple without C. ","9","","",""
"Rarely","1990","Not Working","Single parent ","8","","",""
"Rarely","1990","Not Working","Couple + C. LE 16 ","18","","",""
"Rarely","1990","Not Working","Couple + C. GT 16 ","25","","",""
"Rarely","1990","Not Working","Couple + C. LE and GT 16","10","","",""
"Never","1990","Full Time","1-pers.-HH","10","","",""
"Never","1990","Full Time","(Married) couple without C. ","15","","",""
"Never","1990","Full Time","Single parent ","2","","",""
"Never","1990","Full Time","Couple + C. LE 16 ","8","","",""
"Never","1990","Full Time","Couple + C. GT 16 ","7","","",""
"Never","1990","Full Time","Couple + C. LE and GT 16","4","","",""
"Never","1990","Part Time","1-pers.-HH","4","","",""
"Never","1990","Part Time","(Married) couple without C. ","5","","",""
"Never","1990","Part Time","Single parent ","","","",""
"Never","1990","Part Time","Couple + C. LE 16 ","4","","",""
"Never","1990","Part Time","Couple + C. GT 16 ","1","","",""
"Never","1990","Part Time","Couple + C. LE and GT 16","","","",""
"Never","1990","Not Working","1-pers.-HH","10","","",""
"Never","1990","Not Working","(Married) couple without C. ","7","","",""
"Never","1990","Not Working","Single parent ","1","","",""
"Never","1990","Not Working","Couple + C. LE 16 ","6","","",""
"Never","1990","Not Working","Couple + C. GT 16 ","6","","",""
"Never","1990","Not Working","Couple + C. LE and GT 16","","","",""
"Daily","1991","Full Time","1-pers.-HH","","","",""
"Daily","1991","Full Time","(Married) couple without C. ","","","",""
"Daily","1991","Full Time","Single parent ","","","",""
"Daily","1991","Full Time","Couple + C. LE 16 ","","","",""
"Daily","1991","Full Time","Couple + C. GT 16 ","","","",""
"Daily","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","1991","Part Time","1-pers.-HH","","","",""
"Daily","1991","Part Time","(Married) couple without C. ","","","",""
"Daily","1991","Part Time","Single parent ","","","",""
"Daily","1991","Part Time","Couple + C. LE 16 ","","","",""
"Daily","1991","Part Time","Couple + C. GT 16 ","","","",""
"Daily","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","1991","Not Working","1-pers.-HH","","","",""
"Daily","1991","Not Working","(Married) couple without C. ","","","",""
"Daily","1991","Not Working","Single parent ","","","",""
"Daily","1991","Not Working","Couple + C. LE 16 ","","","",""
"Daily","1991","Not Working","Couple + C. GT 16 ","","","",""
"Daily","1991","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Full Time","1-pers.-HH","","","",""
"Min 1x per week","1991","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Full Time","Single parent ","","","",""
"Min 1x per week","1991","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Part Time","1-pers.-HH","","","",""
"Min 1x per week","1991","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Part Time","Single parent ","","","",""
"Min 1x per week","1991","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Not Working","1-pers.-HH","","","",""
"Min 1x per week","1991","Not Working","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Not Working","Single parent ","","","",""
"Min 1x per week","1991","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Full Time","1-pers.-HH","","","",""
"Min 1x per month","1991","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Full Time","Single parent ","","","",""
"Min 1x per month","1991","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Part Time","1-pers.-HH","","","",""
"Min 1x per month","1991","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Part Time","Single parent ","","","",""
"Min 1x per month","1991","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Not Working","1-pers.-HH","","","",""
"Min 1x per month","1991","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Not Working","Single parent ","","","",""
"Min 1x per month","1991","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Full Time","1-pers.-HH","","","",""
"Rarely","1991","Full Time","(Married) couple without C. ","","","",""
"Rarely","1991","Full Time","Single parent ","","","",""
"Rarely","1991","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","1991","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Part Time","1-pers.-HH","","","",""
"Rarely","1991","Part Time","(Married) couple without C. ","","","",""
"Rarely","1991","Part Time","Single parent ","","","",""
"Rarely","1991","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","1991","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Not Working","1-pers.-HH","","","",""
"Rarely","1991","Not Working","(Married) couple without C. ","","","",""
"Rarely","1991","Not Working","Single parent ","","","",""
"Rarely","1991","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","1991","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","1991","Not Working","Couple + C. LE and GT 16","","","",""
"Never","1991","Full Time","1-pers.-HH","","","",""
"Never","1991","Full Time","(Married) couple without C. ","","","",""
"Never","1991","Full Time","Single parent ","","","",""
"Never","1991","Full Time","Couple + C. LE 16 ","","","",""
"Never","1991","Full Time","Couple + C. GT 16 ","","","",""
"Never","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Never","1991","Part Time","1-pers.-HH","","","",""
"Never","1991","Part Time","(Married) couple without C. ","","","",""
"Never","1991","Part Time","Single parent ","","","",""
"Never","1991","Part Time","Couple + C. LE 16 ","","","",""
"Never","1991","Part Time","Couple + C. GT 16 ","","","",""
"Never","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Never","1991","Not Working","1-pers.-HH","","","",""
"Never","1991","Not Working","(Married) couple without C. ","","","",""
"Never","1991","Not Working","Single parent ","","","",""
"Never","1991","Not Working","Couple + C. LE 16 ","","","",""
"Never","1991","Not Working","Couple + C. GT 16 ","","","",""
"Never","1991","Not Working","Couple + C. LE and GT 16","","","",""
"Daily","1992","Full Time","1-pers.-HH","","","",""
"Daily","1992","Full Time","(Married) couple without C. ","","","",""
"Daily","1992","Full Time","Single parent ","","","",""
"Daily","1992","Full Time","Couple + C. LE 16 ","","","",""
"Daily","1992","Full Time","Couple + C. GT 16 ","","","",""
"Daily","1992","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","1992","Part Time","1-pers.-HH","","","",""
"Daily","1992","Part Time","(Married) couple without C. ","","","",""
"Daily","1992","Part Time","Single parent ","","","",""
"Daily","1992","Part Time","Couple + C. LE 16 ","","","",""
"Daily","1992","Part Time","Couple + C. GT 16 ","","","",""
"Daily","1992","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","1992","Not Working","1-pers.-HH","","","",""
"Daily","1992","Not Working","(Married) couple without C. ","","","",""
"Daily","1992","Not Working","Single parent ","","","",""
"Daily","1992","Not Working","Couple + C. LE 16 ","","","",""
"Daily","1992","Not Working","Couple + C. GT 16 ","","","",""
"Daily","1992","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","Full Time","1-pers.-HH","","","",""
"Min 1x per week","1992","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","1992","Full Time","Single parent ","","","",""
"Min 1x per week","1992","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","Part Time","1-pers.-HH","","","",""
"Min 1x per week","1992","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","1992","Part Time","Single parent ","","","",""
"Min 1x per week","1992","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","Not Working","1-pers.-HH","","","",""
"Min 1x per week","1992","Not Working","(Married) couple without C. ","","","",""
"Min 1x per week","1992","Not Working","Single parent ","","","",""
"Min 1x per week","1992","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per week","1992","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per week","1992","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","Full Time","1-pers.-HH","","","",""
"Min 1x per month","1992","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","1992","Full Time","Single parent ","","","",""
"Min 1x per month","1992","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","Part Time","1-pers.-HH","","","",""
"Min 1x per month","1992","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","1992","Part Time","Single parent ","","","",""
"Min 1x per month","1992","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1992","Not Working","1-pers.-HH","","","",""
"Min 1x per month","1992","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","1992","Not Working","Single parent ","","","",""
"Min 1x per month","1992","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per month","1992","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per month","1992","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","1992","Full Time","1-pers.-HH","","","",""
"Rarely","1992","Full Time","(Married) couple without C. ","","","",""
"Rarely","1992","Full Time","Single parent ","","","",""
"Rarely","1992","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","1992","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","1992","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","1992","Part Time","1-pers.-HH","","","",""
"Rarely","1992","Part Time","(Married) couple without C. ","","","",""
"Rarely","1992","Part Time","Single parent ","","","",""
"Rarely","1992","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","1992","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","1992","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","1992","Not Working","1-pers.-HH","","","",""
"Rarely","1992","Not Working","(Married) couple without C. ","","","",""
"Rarely","1992","Not Working","Single parent ","","","",""
"Rarely","1992","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","1992","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","1992","Not Working","Couple + C. LE and GT 16","","","",""
"Never","1992","Full Time","1-pers.-HH","","","",""
"Never","1992","Full Time","(Married) couple without C. ","","","",""
"Never","1992","Full Time","Single parent ","","","",""
"Never","1992","Full Time","Couple + C. LE 16 ","","","",""
"Never","1992","Full Time","Couple + C. GT 16 ","","","",""
"Never","1992","Full Time","Couple + C. LE and GT 16","","","",""
"Never","1992","Part Time","1-pers.-HH","","","",""
"Never","1992","Part Time","(Married) couple without C. ","","","",""
"Never","1992","Part Time","Single parent ","","","",""
"Never","1992","Part Time","Couple + C. LE 16 ","","","",""
"Never","1992","Part Time","Couple + C. GT 16 ","","","",""
"Never","1992","Part Time","Couple + C. LE and GT 16","","","",""
"Never","1992","Not Working","1-pers.-HH","","","",""
"Never","1992","Not Working","(Married) couple without C. ","","","",""
"Never","1992","Not Working","Single parent ","","","",""
"Never","1992","Not Working","Couple + C. LE 16 ","","","",""
"Never","1992","Not Working","Couple + C. GT 16 ","","","",""
"Never","1992","Not Working","Couple + C. LE and GT 16","","","",""
"Daily","1993","Full Time","1-pers.-HH","","","",""
"Daily","1993","Full Time","(Married) couple without C. ","","","",""
"Daily","1993","Full Time","Single parent ","","","",""
"Daily","1993","Full Time","Couple + C. LE 16 ","","","",""
"Daily","1993","Full Time","Couple + C. GT 16 ","","","",""
"Daily","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","1993","Part Time","1-pers.-HH","","","",""
"Daily","1993","Part Time","(Married) couple without C. ","","","",""
"Daily","1993","Part Time","Single parent ","","","",""
"Daily","1993","Part Time","Couple + C. LE 16 ","","","",""
"Daily","1993","Part Time","Couple + C. GT 16 ","","","",""
"Daily","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","1993","Not Working","1-pers.-HH","","","",""
"Daily","1993","Not Working","(Married) couple without C. ","","","",""
"Daily","1993","Not Working","Single parent ","","","",""
"Daily","1993","Not Working","Couple + C. LE 16 ","","","",""
"Daily","1993","Not Working","Couple + C. GT 16 ","","","",""
"Daily","1993","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","Full Time","1-pers.-HH","","","",""
"Min 1x per week","1993","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","1993","Full Time","Single parent ","","","",""
"Min 1x per week","1993","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","Part Time","1-pers.-HH","","","",""
"Min 1x per week","1993","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","1993","Part Time","Single parent ","","","",""
"Min 1x per week","1993","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","Not Working","1-pers.-HH","","","",""
"Min 1x per week","1993","Not Working","(Married) couple without C. ","","","",""
"Min 1x per week","1993","Not Working","Single parent ","","","",""
"Min 1x per week","1993","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Full Time","1-pers.-HH","","","",""
"Min 1x per month","1993","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Full Time","Single parent ","","","",""
"Min 1x per month","1993","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Part Time","1-pers.-HH","","","",""
"Min 1x per month","1993","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Part Time","Single parent ","","","",""
"Min 1x per month","1993","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Not Working","1-pers.-HH","","","",""
"Min 1x per month","1993","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Not Working","Single parent ","","","",""
"Min 1x per month","1993","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Full Time","1-pers.-HH","","","",""
"Rarely","1993","Full Time","(Married) couple without C. ","","","",""
"Rarely","1993","Full Time","Single parent ","","","",""
"Rarely","1993","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","1993","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Part Time","1-pers.-HH","","","",""
"Rarely","1993","Part Time","(Married) couple without C. ","","","",""
"Rarely","1993","Part Time","Single parent ","","","",""
"Rarely","1993","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","1993","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Not Working","1-pers.-HH","","","",""
"Rarely","1993","Not Working","(Married) couple without C. ","","","",""
"Rarely","1993","Not Working","Single parent ","","","",""
"Rarely","1993","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","1993","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","1993","Not Working","Couple + C. LE and GT 16","","","",""
"Never","1993","Full Time","1-pers.-HH","","","",""
"Never","1993","Full Time","(Married) couple without C. ","","","",""
"Never","1993","Full Time","Single parent ","","","",""
"Never","1993","Full Time","Couple + C. LE 16 ","","","",""
"Never","1993","Full Time","Couple + C. GT 16 ","","","",""
"Never","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Never","1993","Part Time","1-pers.-HH","","","",""
"Never","1993","Part Time","(Married) couple without C. ","","","",""
"Never","1993","Part Time","Single parent ","","","",""
"Never","1993","Part Time","Couple + C. LE 16 ","","","",""
"Never","1993","Part Time","Couple + C. GT 16 ","","","",""
"Never","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Never","1993","Not Working","1-pers.-HH","","","",""
"Never","1993","Not Working","(Married) couple without C. ","","","",""
"Never","1993","Not Working","Single parent ","","","",""
"Never","1993","Not Working","Couple + C. LE 16 ","","","",""
"Never","1993","Not Working","Couple + C. GT 16 ","","","",""
"Never","1993","Not Working","Couple + C. LE and GT 16","","","",""
"Daily","1994","Full Time","1-pers.-HH","","","",""
"Daily","1994","Full Time","(Married) couple without C. ","","","",""
"Daily","1994","Full Time","Single parent ","","","",""
"Daily","1994","Full Time","Couple + C. LE 16 ","","","",""
"Daily","1994","Full Time","Couple + C. GT 16 ","","","",""
"Daily","1994","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","1994","Part Time","1-pers.-HH","","","",""
"Daily","1994","Part Time","(Married) couple without C. ","","","",""
"Daily","1994","Part Time","Single parent ","","","",""
"Daily","1994","Part Time","Couple + C. LE 16 ","","","",""
"Daily","1994","Part Time","Couple + C. GT 16 ","","","",""
"Daily","1994","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","1994","Not Working","1-pers.-HH","","","",""
"Daily","1994","Not Working","(Married) couple without C. ","","","",""
"Daily","1994","Not Working","Single parent ","","","",""
"Daily","1994","Not Working","Couple + C. LE 16 ","","","",""
"Daily","1994","Not Working","Couple + C. GT 16 ","","","",""
"Daily","1994","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1994","Full Time","1-pers.-HH","","","",""
"Min 1x per week","1994","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","1994","Full Time","Single parent ","","","",""
"Min 1x per week","1994","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1994","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1994","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1994","Part Time","1-pers.-HH","","","",""
"Min 1x per week","1994","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","1994","Part Time","Single parent ","","","",""
"Min 1x per week","1994","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1994","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1994","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1994","Not Working","1-pers.-HH","","","",""
"Min 1x per week","1994","Not Working","(Married) couple without C. ","","","",""
"Min 1x per week","1994","Not Working","Single parent ","","","",""
"Min 1x per week","1994","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per week","1994","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per week","1994","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1994","Full Time","1-pers.-HH","","","",""
"Min 1x per month","1994","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","1994","Full Time","Single parent ","","","",""
"Min 1x per month","1994","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1994","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1994","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1994","Part Time","1-pers.-HH","","","",""
"Min 1x per month","1994","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","1994","Part Time","Single parent ","","","",""
"Min 1x per month","1994","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1994","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1994","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1994","Not Working","1-pers.-HH","","","",""
"Min 1x per month","1994","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","1994","Not Working","Single parent ","","","",""
"Min 1x per month","1994","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per month","1994","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per month","1994","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","1994","Full Time","1-pers.-HH","","","",""
"Rarely","1994","Full Time","(Married) couple without C. ","","","",""
"Rarely","1994","Full Time","Single parent ","","","",""
"Rarely","1994","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","1994","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","1994","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","1994","Part Time","1-pers.-HH","","","",""
"Rarely","1994","Part Time","(Married) couple without C. ","","","",""
"Rarely","1994","Part Time","Single parent ","","","",""
"Rarely","1994","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","1994","Part Time","Couple + C. GT 16 ","","","",""
