"pli0083","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","1990","(3b) higher tertiary education","vocational + Abi","","","",""
"Daily","1990","(3b) higher tertiary education","higher vocational","","","",""
"Daily","1990","(3b) higher tertiary education","higher education","297","0.652368197043899","0.608754641551096","0.695981752536702"
"Min 1x per week","1990","(0) in school","in school","30","0.239507591299926","0.173583790837962","0.305431391761891"
"Min 1x per week","1990","(0) in school","inadequately","","","",""
"Min 1x per week","1990","(0) in school","general elemantary","","","",""
"Min 1x per week","1990","(0) in school","middle vocational","","","",""
"Min 1x per week","1990","(0) in school","vocational + Abi","","","",""
"Min 1x per week","1990","(0) in school","higher vocational","","","",""
"Min 1x per week","1990","(0) in school","higher education","","","",""
"Min 1x per week","1990","(1a) inadequately completed","in school","","","",""
"Min 1x per week","1990","(1a) inadequately completed","inadequately","81","0.130802926282375","0.10393474552007","0.157671107044679"
"Min 1x per week","1990","(1a) inadequately completed","general elemantary","","","",""
"Min 1x per week","1990","(1a) inadequately completed","middle vocational","10","","",""
"Min 1x per week","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Min 1x per week","1990","(1a) inadequately completed","higher vocational","1","","",""
"Min 1x per week","1990","(1a) inadequately completed","higher education","","","",""
"Min 1x per week","1990","(1b) general elementary school","in school","","","",""
"Min 1x per week","1990","(1b) general elementary school","inadequately","","","",""
"Min 1x per week","1990","(1b) general elementary school","general elemantary","254","0.0900831248036351","0.077870006740925","0.102296242866345"
"Min 1x per week","1990","(1b) general elementary school","middle vocational","","","",""
"Min 1x per week","1990","(1b) general elementary school","vocational + Abi","","","",""
"Min 1x per week","1990","(1b) general elementary school","higher vocational","","","",""
"Min 1x per week","1990","(1b) general elementary school","higher education","","","",""
"Min 1x per week","1990","(1c) basic vocational qualification","in school","","","",""
"Min 1x per week","1990","(1c) basic vocational qualification","inadequately","","","",""
"Min 1x per week","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Min 1x per week","1990","(1c) basic vocational qualification","middle vocational","350","0.11007578280829","0.0988629037849616","0.121288661831619"
"Min 1x per week","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Min 1x per week","1990","(1c) basic vocational qualification","higher vocational","21","","",""
"Min 1x per week","1990","(1c) basic vocational qualification","higher education","","","",""
"Min 1x per week","1990","(2b) intermediate general qualification","in school","","","",""
"Min 1x per week","1990","(2b) intermediate general qualification","inadequately","","","",""
"Min 1x per week","1990","(2b) intermediate general qualification","general elemantary","70","0.18251442247005","0.142613265871591","0.22241557906851"
"Min 1x per week","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Min 1x per week","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Min 1x per week","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Min 1x per week","1990","(2b) intermediate general qualification","higher education","","","",""
"Min 1x per week","1990","(2a) intermediate vocational","in school","","","",""
"Min 1x per week","1990","(2a) intermediate vocational","inadequately","","","",""
"Min 1x per week","1990","(2a) intermediate vocational","general elemantary","","","",""
"Min 1x per week","1990","(2a) intermediate vocational","middle vocational","206","0.175054020600658","0.152607282902122","0.197500758299194"
"Min 1x per week","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Min 1x per week","1990","(2a) intermediate vocational","higher vocational","41","0.218944446036698","0.155846670638483","0.282042221434913"
"Min 1x per week","1990","(2a) intermediate vocational","higher education","","","",""
"Min 1x per week","1990","(2c_gen) general maturity certificate","in school","","","",""
"Min 1x per week","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Min 1x per week","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"Min 1x per week","1990","(2c_gen) general maturity certificate","middle vocational","94","0.279266672519027","0.231579069875153","0.326954275162901"
"Min 1x per week","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Min 1x per week","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"Min 1x per week","1990","(2c_gen) general maturity certificate","higher education","","","",""
"Min 1x per week","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"Min 1x per week","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Min 1x per week","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Min 1x per week","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Min 1x per week","1990","(2c_voc) vocational maturity certificate","vocational + Abi","66","0.289424356531762","0.237586489598457","0.341262223465067"
"Min 1x per week","1990","(2c_voc) vocational maturity certificate","higher vocational","23","","",""
"Min 1x per week","1990","(2c_voc) vocational maturity certificate","higher education","","","",""
"Min 1x per week","1990","(3a) lower tertiary education","in school","","","",""
"Min 1x per week","1990","(3a) lower tertiary education","inadequately","","","",""
"Min 1x per week","1990","(3a) lower tertiary education","general elemantary","","","",""
"Min 1x per week","1990","(3a) lower tertiary education","middle vocational","","","",""
"Min 1x per week","1990","(3a) lower tertiary education","vocational + Abi","","","",""
"Min 1x per week","1990","(3a) lower tertiary education","higher vocational","","","",""
"Min 1x per week","1990","(3a) lower tertiary education","higher education","51","0.22654222509614","0.173249638000757","0.279834812191524"
"Min 1x per week","1990","(3b) higher tertiary education","in school","","","",""
"Min 1x per week","1990","(3b) higher tertiary education","inadequately","","","",""
"Min 1x per week","1990","(3b) higher tertiary education","general elemantary","","","",""
"Min 1x per week","1990","(3b) higher tertiary education","middle vocational","","","",""
"Min 1x per week","1990","(3b) higher tertiary education","vocational + Abi","","","",""
"Min 1x per week","1990","(3b) higher tertiary education","higher vocational","","","",""
"Min 1x per week","1990","(3b) higher tertiary education","higher education","99","0.211853739907995","0.174430892469895","0.249276587346095"
"Min 1x per month","1990","(0) in school","in school","4","","",""
"Min 1x per month","1990","(0) in school","inadequately","","","",""
"Min 1x per month","1990","(0) in school","general elemantary","","","",""
"Min 1x per month","1990","(0) in school","middle vocational","","","",""
"Min 1x per month","1990","(0) in school","vocational + Abi","","","",""
"Min 1x per month","1990","(0) in school","higher vocational","","","",""
"Min 1x per month","1990","(0) in school","higher education","","","",""
"Min 1x per month","1990","(1a) inadequately completed","in school","","","",""
"Min 1x per month","1990","(1a) inadequately completed","inadequately","8","","",""
"Min 1x per month","1990","(1a) inadequately completed","general elemantary","","","",""
"Min 1x per month","1990","(1a) inadequately completed","middle vocational","1","","",""
"Min 1x per month","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Min 1x per month","1990","(1a) inadequately completed","higher vocational","","","",""
"Min 1x per month","1990","(1a) inadequately completed","higher education","","","",""
"Min 1x per month","1990","(1b) general elementary school","in school","","","",""
"Min 1x per month","1990","(1b) general elementary school","inadequately","","","",""
"Min 1x per month","1990","(1b) general elementary school","general elemantary","28","","",""
"Min 1x per month","1990","(1b) general elementary school","middle vocational","","","",""
"Min 1x per month","1990","(1b) general elementary school","vocational + Abi","","","",""
"Min 1x per month","1990","(1b) general elementary school","higher vocational","","","",""
"Min 1x per month","1990","(1b) general elementary school","higher education","","","",""
"Min 1x per month","1990","(1c) basic vocational qualification","in school","","","",""
"Min 1x per month","1990","(1c) basic vocational qualification","inadequately","","","",""
"Min 1x per month","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Min 1x per month","1990","(1c) basic vocational qualification","middle vocational","38","0.0145035910349435","0.0102204731445587","0.0187867089253283"
"Min 1x per month","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Min 1x per month","1990","(1c) basic vocational qualification","higher vocational","2","","",""
"Min 1x per month","1990","(1c) basic vocational qualification","higher education","","","",""
"Min 1x per month","1990","(2b) intermediate general qualification","in school","","","",""
"Min 1x per month","1990","(2b) intermediate general qualification","inadequately","","","",""
"Min 1x per month","1990","(2b) intermediate general qualification","general elemantary","9","","",""
"Min 1x per month","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Min 1x per month","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Min 1x per month","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Min 1x per month","1990","(2b) intermediate general qualification","higher education","","","",""
"Min 1x per month","1990","(2a) intermediate vocational","in school","","","",""
"Min 1x per month","1990","(2a) intermediate vocational","inadequately","","","",""
"Min 1x per month","1990","(2a) intermediate vocational","general elemantary","","","",""
"Min 1x per month","1990","(2a) intermediate vocational","middle vocational","25","","",""
"Min 1x per month","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Min 1x per month","1990","(2a) intermediate vocational","higher vocational","4","","",""
"Min 1x per month","1990","(2a) intermediate vocational","higher education","","","",""
"Min 1x per month","1990","(2c_gen) general maturity certificate","in school","","","",""
"Min 1x per month","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Min 1x per month","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"Min 1x per month","1990","(2c_gen) general maturity certificate","middle vocational","4","","",""
"Min 1x per month","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Min 1x per month","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"Min 1x per month","1990","(2c_gen) general maturity certificate","higher education","","","",""
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","vocational + Abi","7","","",""
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","higher vocational","6","","",""
"Min 1x per month","1990","(2c_voc) vocational maturity certificate","higher education","","","",""
"Min 1x per month","1990","(3a) lower tertiary education","in school","","","",""
"Min 1x per month","1990","(3a) lower tertiary education","inadequately","","","",""
"Min 1x per month","1990","(3a) lower tertiary education","general elemantary","","","",""
"Min 1x per month","1990","(3a) lower tertiary education","middle vocational","","","",""
"Min 1x per month","1990","(3a) lower tertiary education","vocational + Abi","","","",""
"Min 1x per month","1990","(3a) lower tertiary education","higher vocational","","","",""
"Min 1x per month","1990","(3a) lower tertiary education","higher education","1","","",""
"Min 1x per month","1990","(3b) higher tertiary education","in school","","","",""
"Min 1x per month","1990","(3b) higher tertiary education","inadequately","","","",""
"Min 1x per month","1990","(3b) higher tertiary education","general elemantary","","","",""
"Min 1x per month","1990","(3b) higher tertiary education","middle vocational","","","",""
"Min 1x per month","1990","(3b) higher tertiary education","vocational + Abi","","","",""
"Min 1x per month","1990","(3b) higher tertiary education","higher vocational","","","",""
"Min 1x per month","1990","(3b) higher tertiary education","higher education","15","","",""
"Rarely","1990","(0) in school","in school","4","","",""
"Rarely","1990","(0) in school","inadequately","","","",""
"Rarely","1990","(0) in school","general elemantary","","","",""
"Rarely","1990","(0) in school","middle vocational","","","",""
"Rarely","1990","(0) in school","vocational + Abi","","","",""
"Rarely","1990","(0) in school","higher vocational","","","",""
"Rarely","1990","(0) in school","higher education","","","",""
"Rarely","1990","(1a) inadequately completed","in school","","","",""
"Rarely","1990","(1a) inadequately completed","inadequately","17","","",""
"Rarely","1990","(1a) inadequately completed","general elemantary","","","",""
"Rarely","1990","(1a) inadequately completed","middle vocational","","","",""
"Rarely","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Rarely","1990","(1a) inadequately completed","higher vocational","","","",""
"Rarely","1990","(1a) inadequately completed","higher education","","","",""
"Rarely","1990","(1b) general elementary school","in school","","","",""
"Rarely","1990","(1b) general elementary school","inadequately","1","","",""
"Rarely","1990","(1b) general elementary school","general elemantary","66","0.032223508702821","0.0246903360315061","0.0397566813741359"
"Rarely","1990","(1b) general elementary school","middle vocational","","","",""
"Rarely","1990","(1b) general elementary school","vocational + Abi","","","",""
"Rarely","1990","(1b) general elementary school","higher vocational","","","",""
"Rarely","1990","(1b) general elementary school","higher education","","","",""
"Rarely","1990","(1c) basic vocational qualification","in school","","","",""
"Rarely","1990","(1c) basic vocational qualification","inadequately","","","",""
"Rarely","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Rarely","1990","(1c) basic vocational qualification","middle vocational","82","0.0289395914684644","0.0229338856580768","0.034945297278852"
"Rarely","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Rarely","1990","(1c) basic vocational qualification","higher vocational","8","","",""
"Rarely","1990","(1c) basic vocational qualification","higher education","","","",""
"Rarely","1990","(2b) intermediate general qualification","in school","","","",""
"Rarely","1990","(2b) intermediate general qualification","inadequately","","","",""
"Rarely","1990","(2b) intermediate general qualification","general elemantary","18","","",""
"Rarely","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Rarely","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Rarely","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Rarely","1990","(2b) intermediate general qualification","higher education","","","",""
"Rarely","1990","(2a) intermediate vocational","in school","","","",""
"Rarely","1990","(2a) intermediate vocational","inadequately","","","",""
"Rarely","1990","(2a) intermediate vocational","general elemantary","","","",""
"Rarely","1990","(2a) intermediate vocational","middle vocational","33","0.0297844880490752","0.0197433345010838","0.0398256415970666"
"Rarely","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Rarely","1990","(2a) intermediate vocational","higher vocational","6","","",""
"Rarely","1990","(2a) intermediate vocational","higher education","","","",""
"Rarely","1990","(2c_gen) general maturity certificate","in school","","","",""
"Rarely","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Rarely","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"Rarely","1990","(2c_gen) general maturity certificate","middle vocational","21","","",""
"Rarely","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Rarely","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"Rarely","1990","(2c_gen) general maturity certificate","higher education","","","",""
"Rarely","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"Rarely","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Rarely","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Rarely","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Rarely","1990","(2c_voc) vocational maturity certificate","vocational + Abi","13","","",""
"Rarely","1990","(2c_voc) vocational maturity certificate","higher vocational","5","","",""
"Rarely","1990","(2c_voc) vocational maturity certificate","higher education","","","",""
"Rarely","1990","(3a) lower tertiary education","in school","","","",""
"Rarely","1990","(3a) lower tertiary education","inadequately","","","",""
"Rarely","1990","(3a) lower tertiary education","general elemantary","","","",""
"Rarely","1990","(3a) lower tertiary education","middle vocational","","","",""
"Rarely","1990","(3a) lower tertiary education","vocational + Abi","","","",""
"Rarely","1990","(3a) lower tertiary education","higher vocational","","","",""
"Rarely","1990","(3a) lower tertiary education","higher education","15","","",""
"Rarely","1990","(3b) higher tertiary education","in school","","","",""
"Rarely","1990","(3b) higher tertiary education","inadequately","","","",""
"Rarely","1990","(3b) higher tertiary education","general elemantary","","","",""
"Rarely","1990","(3b) higher tertiary education","middle vocational","","","",""
"Rarely","1990","(3b) higher tertiary education","vocational + Abi","","","",""
"Rarely","1990","(3b) higher tertiary education","higher vocational","","","",""
"Rarely","1990","(3b) higher tertiary education","higher education","37","0.0812525222373666","0.0562299554244252","0.106275089050308"
"Never","1990","(0) in school","in school","","","",""
"Never","1990","(0) in school","inadequately","","","",""
"Never","1990","(0) in school","general elemantary","","","",""
"Never","1990","(0) in school","middle vocational","","","",""
"Never","1990","(0) in school","vocational + Abi","","","",""
"Never","1990","(0) in school","higher vocational","","","",""
"Never","1990","(0) in school","higher education","","","",""
"Never","1990","(1a) inadequately completed","in school","","","",""
"Never","1990","(1a) inadequately completed","inadequately","16","","",""
"Never","1990","(1a) inadequately completed","general elemantary","","","",""
"Never","1990","(1a) inadequately completed","middle vocational","","","",""
"Never","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Never","1990","(1a) inadequately completed","higher vocational","","","",""
"Never","1990","(1a) inadequately completed","higher education","","","",""
"Never","1990","(1b) general elementary school","in school","","","",""
"Never","1990","(1b) general elementary school","inadequately","1","","",""
"Never","1990","(1b) general elementary school","general elemantary","29","","",""
"Never","1990","(1b) general elementary school","middle vocational","","","",""
"Never","1990","(1b) general elementary school","vocational + Abi","","","",""
"Never","1990","(1b) general elementary school","higher vocational","","","",""
"Never","1990","(1b) general elementary school","higher education","","","",""
"Never","1990","(1c) basic vocational qualification","in school","","","",""
"Never","1990","(1c) basic vocational qualification","inadequately","","","",""
"Never","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Never","1990","(1c) basic vocational qualification","middle vocational","15","","",""
"Never","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Never","1990","(1c) basic vocational qualification","higher vocational","1","","",""
"Never","1990","(1c) basic vocational qualification","higher education","","","",""
"Never","1990","(2b) intermediate general qualification","in school","","","",""
"Never","1990","(2b) intermediate general qualification","inadequately","","","",""
"Never","1990","(2b) intermediate general qualification","general elemantary","2","","",""
"Never","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Never","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Never","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Never","1990","(2b) intermediate general qualification","higher education","","","",""
"Never","1990","(2a) intermediate vocational","in school","","","",""
"Never","1990","(2a) intermediate vocational","inadequately","","","",""
"Never","1990","(2a) intermediate vocational","general elemantary","","","",""
"Never","1990","(2a) intermediate vocational","middle vocational","4","","",""
"Never","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Never","1990","(2a) intermediate vocational","higher vocational","3","","",""
"Never","1990","(2a) intermediate vocational","higher education","","","",""
"Never","1990","(2c_gen) general maturity certificate","in school","","","",""
"Never","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Never","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"Never","1990","(2c_gen) general maturity certificate","middle vocational","7","","",""
"Never","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Never","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"Never","1990","(2c_gen) general maturity certificate","higher education","","","",""
"Never","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"Never","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Never","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Never","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Never","1990","(2c_voc) vocational maturity certificate","vocational + Abi","4","","",""
"Never","1990","(2c_voc) vocational maturity certificate","higher vocational","1","","",""
"Never","1990","(2c_voc) vocational maturity certificate","higher education","","","",""
"Never","1990","(3a) lower tertiary education","in school","","","",""
"Never","1990","(3a) lower tertiary education","inadequately","","","",""
"Never","1990","(3a) lower tertiary education","general elemantary","","","",""
"Never","1990","(3a) lower tertiary education","middle vocational","","","",""
"Never","1990","(3a) lower tertiary education","vocational + Abi","","","",""
"Never","1990","(3a) lower tertiary education","higher vocational","","","",""
"Never","1990","(3a) lower tertiary education","higher education","6","","",""
"Never","1990","(3b) higher tertiary education","in school","","","",""
"Never","1990","(3b) higher tertiary education","inadequately","","","",""
"Never","1990","(3b) higher tertiary education","general elemantary","","","",""
"Never","1990","(3b) higher tertiary education","middle vocational","","","",""
"Never","1990","(3b) higher tertiary education","vocational + Abi","","","",""
"Never","1990","(3b) higher tertiary education","higher vocational","","","",""
"Never","1990","(3b) higher tertiary education","higher education","10","","",""
"Daily","1991","(0) in school","in school","","","",""
"Daily","1991","(0) in school","inadequately","","","",""
"Daily","1991","(0) in school","general elemantary","","","",""
"Daily","1991","(0) in school","middle vocational","","","",""
"Daily","1991","(0) in school","vocational + Abi","","","",""
"Daily","1991","(0) in school","higher vocational","","","",""
"Daily","1991","(0) in school","higher education","","","",""
"Daily","1991","(1a) inadequately completed","in school","","","",""
"Daily","1991","(1a) inadequately completed","inadequately","","","",""
"Daily","1991","(1a) inadequately completed","general elemantary","","","",""
"Daily","1991","(1a) inadequately completed","middle vocational","","","",""
"Daily","1991","(1a) inadequately completed","vocational + Abi","","","",""
"Daily","1991","(1a) inadequately completed","higher vocational","","","",""
"Daily","1991","(1a) inadequately completed","higher education","","","",""
"Daily","1991","(1b) general elementary school","in school","","","",""
"Daily","1991","(1b) general elementary school","inadequately","","","",""
"Daily","1991","(1b) general elementary school","general elemantary","","","",""
"Daily","1991","(1b) general elementary school","middle vocational","","","",""
"Daily","1991","(1b) general elementary school","vocational + Abi","","","",""
"Daily","1991","(1b) general elementary school","higher vocational","","","",""
"Daily","1991","(1b) general elementary school","higher education","","","",""
"Daily","1991","(1c) basic vocational qualification","in school","","","",""
"Daily","1991","(1c) basic vocational qualification","inadequately","","","",""
"Daily","1991","(1c) basic vocational qualification","general elemantary","","","",""
"Daily","1991","(1c) basic vocational qualification","middle vocational","","","",""
"Daily","1991","(1c) basic vocational qualification","vocational + Abi","","","",""
"Daily","1991","(1c) basic vocational qualification","higher vocational","","","",""
"Daily","1991","(1c) basic vocational qualification","higher education","","","",""
"Daily","1991","(2b) intermediate general qualification","in school","","","",""
"Daily","1991","(2b) intermediate general qualification","inadequately","","","",""
"Daily","1991","(2b) intermediate general qualification","general elemantary","","","",""
"Daily","1991","(2b) intermediate general qualification","middle vocational","","","",""
"Daily","1991","(2b) intermediate general qualification","vocational + Abi","","","",""
"Daily","1991","(2b) intermediate general qualification","higher vocational","","","",""
"Daily","1991","(2b) intermediate general qualification","higher education","","","",""
"Daily","1991","(2a) intermediate vocational","in school","","","",""
"Daily","1991","(2a) intermediate vocational","inadequately","","","",""
"Daily","1991","(2a) intermediate vocational","general elemantary","","","",""
"Daily","1991","(2a) intermediate vocational","middle vocational","","","",""
"Daily","1991","(2a) intermediate vocational","vocational + Abi","","","",""
"Daily","1991","(2a) intermediate vocational","higher vocational","","","",""
"Daily","1991","(2a) intermediate vocational","higher education","","","",""
"Daily","1991","(2c_gen) general maturity certificate","in school","","","",""
"Daily","1991","(2c_gen) general maturity certificate","inadequately","","","",""
"Daily","1991","(2c_gen) general maturity certificate","general elemantary","","","",""
"Daily","1991","(2c_gen) general maturity certificate","middle vocational","","","",""
"Daily","1991","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Daily","1991","(2c_gen) general maturity certificate","higher vocational","","","",""
"Daily","1991","(2c_gen) general maturity certificate","higher education","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","in school","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Daily","1991","(2c_voc) vocational maturity certificate","higher education","","","",""
"Daily","1991","(3a) lower tertiary education","in school","","","",""
"Daily","1991","(3a) lower tertiary education","inadequately","","","",""
"Daily","1991","(3a) lower tertiary education","general elemantary","","","",""
"Daily","1991","(3a) lower tertiary education","middle vocational","","","",""
"Daily","1991","(3a) lower tertiary education","vocational + Abi","","","",""
"Daily","1991","(3a) lower tertiary education","higher vocational","","","",""
"Daily","1991","(3a) lower tertiary education","higher education","","","",""
"Daily","1991","(3b) higher tertiary education","in school","","","",""
