"pli0083","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","1994","no migration background","Female","","","",""
"Rarely","1994","direct migration background","Male","","","",""
"Rarely","1994","direct migration background","Female","","","",""
"Rarely","1994","indirect migration background","Male","","","",""
"Rarely","1994","indirect migration background","Female","","","",""
"Never","1994","no migration background","Male","","","",""
"Never","1994","no migration background","Female","","","",""
"Never","1994","direct migration background","Male","","","",""
"Never","1994","direct migration background","Female","","","",""
"Never","1994","indirect migration background","Male","","","",""
"Never","1994","indirect migration background","Female","","","",""
"Daily","1995","no migration background","Male","3953","0.83317664616675","0.822565451440944","0.843787840892557"
"Daily","1995","no migration background","Female","4423","0.836484228361395","0.8264868114122","0.846481645310591"
"Daily","1995","direct migration background","Male","1241","0.871534696346098","0.85405087714419","0.889018515548007"
"Daily","1995","direct migration background","Female","1188","0.835489906926038","0.815922519863753","0.855057293988323"
"Daily","1995","indirect migration background","Male","209","0.821094026295437","0.773959396547232","0.868228656043643"
"Daily","1995","indirect migration background","Female","206","0.793833377182379","0.744179649647556","0.843487104717203"
"Min 1x per week","1995","no migration background","Male","567","0.117508681416577","0.108343152887039","0.126674209946115"
"Min 1x per week","1995","no migration background","Female","585","0.110009046506274","0.101550687802519","0.118467405210029"
"Min 1x per week","1995","direct migration background","Male","112","0.0845078739311315","0.0699741489830136","0.0990415988792493"
"Min 1x per week","1995","direct migration background","Female","137","0.112494772548634","0.0958177856037642","0.129171759493504"
"Min 1x per week","1995","indirect migration background","Male","36","0.126348307669676","0.0854895546058941","0.167207060733457"
"Min 1x per week","1995","indirect migration background","Female","37","0.158700365782003","0.113852444852464","0.203548286711542"
"Min 1x per month","1995","no migration background","Male","55","0.0124701491141552","0.00931166820903901","0.0156286300192714"
"Min 1x per month","1995","no migration background","Female","63","0.0134701509660423","0.0103539859394161","0.0165863159926686"
"Min 1x per month","1995","direct migration background","Male","12","","",""
"Min 1x per month","1995","direct migration background","Female","14","","",""
"Min 1x per month","1995","indirect migration background","Male","4","","",""
"Min 1x per month","1995","indirect migration background","Female","1","","",""
"Rarely","1995","no migration background","Male","130","0.0277354988056161","0.0230616191995843","0.0324093784116478"
"Rarely","1995","no migration background","Female","141","0.0279103108996951","0.0234577014062815","0.0323629203931087"
"Rarely","1995","direct migration background","Male","24","","",""
"Rarely","1995","direct migration background","Female","24","","",""
"Rarely","1995","indirect migration background","Male","4","","",""
"Rarely","1995","indirect migration background","Female","7","","",""
"Never","1995","no migration background","Male","37","0.00910902449690099","0.00640496534435186","0.0118130836494501"
"Never","1995","no migration background","Female","45","0.0121262632665932","0.00916761513127217","0.0150849114019142"
"Never","1995","direct migration background","Male","18","","",""
"Never","1995","direct migration background","Female","16","","",""
"Never","1995","indirect migration background","Male","1","","",""
"Never","1995","indirect migration background","Female","4","","",""
"Daily","1996","no migration background","Male","","","",""
"Daily","1996","no migration background","Female","","","",""
"Daily","1996","direct migration background","Male","","","",""
"Daily","1996","direct migration background","Female","","","",""
"Daily","1996","indirect migration background","Male","","","",""
"Daily","1996","indirect migration background","Female","","","",""
"Min 1x per week","1996","no migration background","Male","","","",""
"Min 1x per week","1996","no migration background","Female","","","",""
"Min 1x per week","1996","direct migration background","Male","","","",""
"Min 1x per week","1996","direct migration background","Female","","","",""
"Min 1x per week","1996","indirect migration background","Male","","","",""
"Min 1x per week","1996","indirect migration background","Female","","","",""
"Min 1x per month","1996","no migration background","Male","","","",""
"Min 1x per month","1996","no migration background","Female","","","",""
"Min 1x per month","1996","direct migration background","Male","","","",""
"Min 1x per month","1996","direct migration background","Female","","","",""
"Min 1x per month","1996","indirect migration background","Male","","","",""
"Min 1x per month","1996","indirect migration background","Female","","","",""
"Rarely","1996","no migration background","Male","","","",""
"Rarely","1996","no migration background","Female","","","",""
"Rarely","1996","direct migration background","Male","","","",""
"Rarely","1996","direct migration background","Female","","","",""
"Rarely","1996","indirect migration background","Male","","","",""
"Rarely","1996","indirect migration background","Female","","","",""
"Never","1996","no migration background","Male","","","",""
"Never","1996","no migration background","Female","","","",""
"Never","1996","direct migration background","Male","","","",""
"Never","1996","direct migration background","Female","","","",""
"Never","1996","indirect migration background","Male","","","",""
"Never","1996","indirect migration background","Female","","","",""
"Daily","1997","no migration background","Male","","","",""
"Daily","1997","no migration background","Female","","","",""
"Daily","1997","direct migration background","Male","","","",""
"Daily","1997","direct migration background","Female","","","",""
"Daily","1997","indirect migration background","Male","","","",""
"Daily","1997","indirect migration background","Female","","","",""
"Min 1x per week","1997","no migration background","Male","","","",""
"Min 1x per week","1997","no migration background","Female","","","",""
"Min 1x per week","1997","direct migration background","Male","","","",""
"Min 1x per week","1997","direct migration background","Female","","","",""
"Min 1x per week","1997","indirect migration background","Male","","","",""
"Min 1x per week","1997","indirect migration background","Female","","","",""
"Min 1x per month","1997","no migration background","Male","","","",""
"Min 1x per month","1997","no migration background","Female","","","",""
"Min 1x per month","1997","direct migration background","Male","","","",""
"Min 1x per month","1997","direct migration background","Female","","","",""
"Min 1x per month","1997","indirect migration background","Male","","","",""
"Min 1x per month","1997","indirect migration background","Female","","","",""
"Rarely","1997","no migration background","Male","","","",""
"Rarely","1997","no migration background","Female","","","",""
"Rarely","1997","direct migration background","Male","","","",""
"Rarely","1997","direct migration background","Female","","","",""
"Rarely","1997","indirect migration background","Male","","","",""
"Rarely","1997","indirect migration background","Female","","","",""
"Never","1997","no migration background","Male","","","",""
"Never","1997","no migration background","Female","","","",""
"Never","1997","direct migration background","Male","","","",""
"Never","1997","direct migration background","Female","","","",""
"Never","1997","indirect migration background","Male","","","",""
"Never","1997","indirect migration background","Female","","","",""
"Daily","1998","no migration background","Male","4547","0.8418308821212","0.832061221317648","0.851600542924753"
"Daily","1998","no migration background","Female","4997","0.844017761993983","0.834743640206695","0.853291883781271"
"Daily","1998","direct migration background","Male","1085","0.875055324186122","0.856485786995647","0.893624861376597"
"Daily","1998","direct migration background","Female","1039","0.859928618608573","0.840176592378175","0.879680644838971"
"Daily","1998","indirect migration background","Male","256","0.810144827823604","0.766416648064633","0.853873007582575"
"Daily","1998","indirect migration background","Female","246","0.838006244978488","0.79574625117023","0.880266238786746"
"Min 1x per week","1998","no migration background","Male","592","0.111514706863316","0.103087233126537","0.119942180600095"
"Min 1x per week","1998","no migration background","Female","625","0.107100225457651","0.0991960608295214","0.115004390085782"
"Min 1x per week","1998","direct migration background","Male","83","0.0807385160353952","0.0654387651236539","0.0960382669471365"
"Min 1x per week","1998","direct migration background","Female","87","0.0852866062346426","0.0693905759239829","0.101182636545302"
"Min 1x per week","1998","indirect migration background","Male","42","0.159245840531729","0.11844797780619","0.200043703257268"
"Min 1x per week","1998","indirect migration background","Female","29","","",""
"Min 1x per month","1998","no migration background","Male","54","0.0128766676964687","0.00985815042452175","0.0158951849684157"
"Min 1x per month","1998","no migration background","Female","49","0.0090073993724718","0.00659252610791461","0.011422272637029"
"Min 1x per month","1998","direct migration background","Male","15","","",""
"Min 1x per month","1998","direct migration background","Female","11","","",""
"Min 1x per month","1998","indirect migration background","Male","4","","",""
"Min 1x per month","1998","indirect migration background","Female","5","","",""
"Rarely","1998","no migration background","Male","127","0.024853371136467","0.0206853124333031","0.0290214298396309"
"Rarely","1998","no migration background","Female","144","0.026125296418828","0.0220482882285604","0.0302023046090955"
"Rarely","1998","direct migration background","Male","21","","",""
"Rarely","1998","direct migration background","Female","36","0.0338734983100772","0.023577872031677","0.0441691245884775"
"Rarely","1998","indirect migration background","Male","6","","",""
"Rarely","1998","indirect migration background","Female","9","","",""
"Never","1998","no migration background","Male","39","0.00892437218254807","0.00640641438071999","0.0114423299843762"
"Never","1998","no migration background","Female","65","0.0137493167570654","0.0107729006560159","0.0167257328581149"
"Never","1998","direct migration background","Male","14","","",""
"Never","1998","direct migration background","Female","13","","",""
"Never","1998","indirect migration background","Male","1","","",""
"Never","1998","indirect migration background","Female","3","","",""
"Daily","1999","no migration background","Male","","","",""
"Daily","1999","no migration background","Female","","","",""
"Daily","1999","direct migration background","Male","","","",""
"Daily","1999","direct migration background","Female","","","",""
"Daily","1999","indirect migration background","Male","","","",""
"Daily","1999","indirect migration background","Female","","","",""
"Min 1x per week","1999","no migration background","Male","","","",""
"Min 1x per week","1999","no migration background","Female","","","",""
"Min 1x per week","1999","direct migration background","Male","","","",""
"Min 1x per week","1999","direct migration background","Female","","","",""
"Min 1x per week","1999","indirect migration background","Male","","","",""
"Min 1x per week","1999","indirect migration background","Female","","","",""
"Min 1x per month","1999","no migration background","Male","","","",""
"Min 1x per month","1999","no migration background","Female","","","",""
"Min 1x per month","1999","direct migration background","Male","","","",""
"Min 1x per month","1999","direct migration background","Female","","","",""
"Min 1x per month","1999","indirect migration background","Male","","","",""
"Min 1x per month","1999","indirect migration background","Female","","","",""
"Rarely","1999","no migration background","Male","","","",""
"Rarely","1999","no migration background","Female","","","",""
"Rarely","1999","direct migration background","Male","","","",""
"Rarely","1999","direct migration background","Female","","","",""
"Rarely","1999","indirect migration background","Male","","","",""
"Rarely","1999","indirect migration background","Female","","","",""
"Never","1999","no migration background","Male","","","",""
"Never","1999","no migration background","Female","","","",""
"Never","1999","direct migration background","Male","","","",""
"Never","1999","direct migration background","Female","","","",""
"Never","1999","indirect migration background","Male","","","",""
"Never","1999","indirect migration background","Female","","","",""
"Daily","2000","no migration background","Male","","","",""
"Daily","2000","no migration background","Female","","","",""
"Daily","2000","direct migration background","Male","","","",""
"Daily","2000","direct migration background","Female","","","",""
"Daily","2000","indirect migration background","Male","","","",""
"Daily","2000","indirect migration background","Female","","","",""
"Min 1x per week","2000","no migration background","Male","","","",""
"Min 1x per week","2000","no migration background","Female","","","",""
"Min 1x per week","2000","direct migration background","Male","","","",""
"Min 1x per week","2000","direct migration background","Female","","","",""
"Min 1x per week","2000","indirect migration background","Male","","","",""
"Min 1x per week","2000","indirect migration background","Female","","","",""
"Min 1x per month","2000","no migration background","Male","","","",""
"Min 1x per month","2000","no migration background","Female","","","",""
"Min 1x per month","2000","direct migration background","Male","","","",""
"Min 1x per month","2000","direct migration background","Female","","","",""
"Min 1x per month","2000","indirect migration background","Male","","","",""
"Min 1x per month","2000","indirect migration background","Female","","","",""
"Rarely","2000","no migration background","Male","","","",""
"Rarely","2000","no migration background","Female","","","",""
"Rarely","2000","direct migration background","Male","","","",""
"Rarely","2000","direct migration background","Female","","","",""
"Rarely","2000","indirect migration background","Male","","","",""
"Rarely","2000","indirect migration background","Female","","","",""
"Never","2000","no migration background","Male","","","",""
"Never","2000","no migration background","Female","","","",""
"Never","2000","direct migration background","Male","","","",""
"Never","2000","direct migration background","Female","","","",""
"Never","2000","indirect migration background","Male","","","",""
"Never","2000","indirect migration background","Female","","","",""
"Daily","2001","no migration background","Male","","","",""
"Daily","2001","no migration background","Female","","","",""
"Daily","2001","direct migration background","Male","","","",""
"Daily","2001","direct migration background","Female","","","",""
"Daily","2001","indirect migration background","Male","","","",""
"Daily","2001","indirect migration background","Female","","","",""
"Min 1x per week","2001","no migration background","Male","","","",""
"Min 1x per week","2001","no migration background","Female","","","",""
"Min 1x per week","2001","direct migration background","Male","","","",""
"Min 1x per week","2001","direct migration background","Female","","","",""
"Min 1x per week","2001","indirect migration background","Male","","","",""
"Min 1x per week","2001","indirect migration background","Female","","","",""
"Min 1x per month","2001","no migration background","Male","","","",""
"Min 1x per month","2001","no migration background","Female","","","",""
"Min 1x per month","2001","direct migration background","Male","","","",""
"Min 1x per month","2001","direct migration background","Female","","","",""
"Min 1x per month","2001","indirect migration background","Male","","","",""
"Min 1x per month","2001","indirect migration background","Female","","","",""
"Rarely","2001","no migration background","Male","","","",""
"Rarely","2001","no migration background","Female","","","",""
"Rarely","2001","direct migration background","Male","","","",""
"Rarely","2001","direct migration background","Female","","","",""
"Rarely","2001","indirect migration background","Male","","","",""
"Rarely","2001","indirect migration background","Female","","","",""
"Never","2001","no migration background","Male","","","",""
"Never","2001","no migration background","Female","","","",""
"Never","2001","direct migration background","Male","","","",""
"Never","2001","direct migration background","Female","","","",""
"Never","2001","indirect migration background","Male","","","",""
"Never","2001","indirect migration background","Female","","","",""
"Daily","2002","no migration background","Male","","","",""
"Daily","2002","no migration background","Female","","","",""
"Daily","2002","direct migration background","Male","","","",""
"Daily","2002","direct migration background","Female","","","",""
"Daily","2002","indirect migration background","Male","","","",""
"Daily","2002","indirect migration background","Female","","","",""
"Min 1x per week","2002","no migration background","Male","","","",""
"Min 1x per week","2002","no migration background","Female","","","",""
"Min 1x per week","2002","direct migration background","Male","","","",""
"Min 1x per week","2002","direct migration background","Female","","","",""
"Min 1x per week","2002","indirect migration background","Male","","","",""
"Min 1x per week","2002","indirect migration background","Female","","","",""
"Min 1x per month","2002","no migration background","Male","","","",""
"Min 1x per month","2002","no migration background","Female","","","",""
"Min 1x per month","2002","direct migration background","Male","","","",""
"Min 1x per month","2002","direct migration background","Female","","","",""
"Min 1x per month","2002","indirect migration background","Male","","","",""
"Min 1x per month","2002","indirect migration background","Female","","","",""
"Rarely","2002","no migration background","Male","","","",""
"Rarely","2002","no migration background","Female","","","",""
"Rarely","2002","direct migration background","Male","","","",""
"Rarely","2002","direct migration background","Female","","","",""
"Rarely","2002","indirect migration background","Male","","","",""
"Rarely","2002","indirect migration background","Female","","","",""
"Never","2002","no migration background","Male","","","",""
"Never","2002","no migration background","Female","","","",""
"Never","2002","direct migration background","Male","","","",""
"Never","2002","direct migration background","Female","","","",""
"Never","2002","indirect migration background","Male","","","",""
"Never","2002","indirect migration background","Female","","","",""
"Daily","2003","no migration background","Male","7775","0.859732443668537","0.852580630169553","0.86688425716752"
"Daily","2003","no migration background","Female","8428","0.875163050511441","0.86860049137624","0.881725609646642"
"Daily","2003","direct migration background","Male","1128","0.874436223839735","0.856183508018776","0.892688939660693"
"Daily","2003","direct migration background","Female","1185","0.862442570249059","0.844163755782728","0.880721384715391"
"Daily","2003","indirect migration background","Male","291","0.792467017746859","0.751200739924607","0.833733295569111"
"Daily","2003","indirect migration background","Female","349","0.841373021009092","0.806182091500701","0.876563950517482"
"Min 1x per week","2003","no migration background","Male","931","0.0984847754447838","0.0923481871216938","0.104621363767874"
"Min 1x per week","2003","no migration background","Female","946","0.08630559526802","0.0807301811796721","0.0918810093563679"
"Min 1x per week","2003","direct migration background","Male","91","0.0682594982707011","0.0543676423252088","0.0821513542161935"
"Min 1x per week","2003","direct migration background","Female","114","0.0867560072109699","0.0718182947270727","0.101693719694867"
"Min 1x per week","2003","indirect migration background","Male","63","0.159156218247956","0.121931570203803","0.196380866292108"
"Min 1x per week","2003","indirect migration background","Female","44","0.113945968121655","0.0833384930220601","0.144553443221249"
"Min 1x per month","2003","no migration background","Male","87","0.0114240538064917","0.00923543036401821","0.0136126772489652"
"Min 1x per month","2003","no migration background","Female","89","0.00982442857967659","0.00786618404542444","0.0117826731139287"
"Min 1x per month","2003","direct migration background","Male","11","","",""
"Min 1x per month","2003","direct migration background","Female","12","","",""
"Min 1x per month","2003","indirect migration background","Male","6","","",""
"Min 1x per month","2003","indirect migration background","Female","4","","",""
"Rarely","2003","no migration background","Male","170","0.0182048256111176","0.0154514870622414","0.0209581641599938"
"Rarely","2003","no migration background","Female","167","0.0151275742137005","0.0127041368211936","0.0175510116062074"
"Rarely","2003","direct migration background","Male","17","","",""
"Rarely","2003","direct migration background","Female","23","","",""
"Rarely","2003","indirect migration background","Male","7","","",""
"Rarely","2003","indirect migration background","Female","10","","",""
"Never","2003","no migration background","Male","94","0.0121539014690701","0.00989728160236951","0.0144105213357707"
"Never","2003","no migration background","Female","115","0.013579351427162","0.0112814692295547","0.0158772336247692"
"Never","2003","direct migration background","Male","19","","",""
"Never","2003","direct migration background","Female","30","0.0189682628399028","0.0117289688464739","0.0262075568333317"
"Never","2003","indirect migration background","Male","4","","",""
"Never","2003","indirect migration background","Female","7","","",""
"Daily","2004","no migration background","Male","","","",""
"Daily","2004","no migration background","Female","","","",""
"Daily","2004","direct migration background","Male","","","",""
"Daily","2004","direct migration background","Female","","","",""
"Daily","2004","indirect migration background","Male","","","",""
"Daily","2004","indirect migration background","Female","","","",""
"Min 1x per week","2004","no migration background","Male","","","",""
"Min 1x per week","2004","no migration background","Female","","","",""
"Min 1x per week","2004","direct migration background","Male","","","",""
"Min 1x per week","2004","direct migration background","Female","","","",""
"Min 1x per week","2004","indirect migration background","Male","","","",""
"Min 1x per week","2004","indirect migration background","Female","","","",""
"Min 1x per month","2004","no migration background","Male","","","",""
"Min 1x per month","2004","no migration background","Female","","","",""
"Min 1x per month","2004","direct migration background","Male","","","",""
"Min 1x per month","2004","direct migration background","Female","","","",""
"Min 1x per month","2004","indirect migration background","Male","","","",""
"Min 1x per month","2004","indirect migration background","Female","","","",""
"Rarely","2004","no migration background","Male","","","",""
"Rarely","2004","no migration background","Female","","","",""
"Rarely","2004","direct migration background","Male","","","",""
"Rarely","2004","direct migration background","Female","","","",""
"Rarely","2004","indirect migration background","Male","","","",""
"Rarely","2004","indirect migration background","Female","","","",""
"Never","2004","no migration background","Male","","","",""
"Never","2004","no migration background","Female","","","",""
"Never","2004","direct migration background","Male","","","",""
"Never","2004","direct migration background","Female","","","",""
"Never","2004","indirect migration background","Male","","","",""
"Never","2004","indirect migration background","Female","","","",""
"Daily","2005","no migration background","Male","","","",""
"Daily","2005","no migration background","Female","","","",""
"Daily","2005","direct migration background","Male","","","",""
"Daily","2005","direct migration background","Female","","","",""
"Daily","2005","indirect migration background","Male","","","",""
"Daily","2005","indirect migration background","Female","","","",""
"Min 1x per week","2005","no migration background","Male","","","",""
"Min 1x per week","2005","no migration background","Female","","","",""
"Min 1x per week","2005","direct migration background","Male","","","",""
"Min 1x per week","2005","direct migration background","Female","","","",""
"Min 1x per week","2005","indirect migration background","Male","","","",""
"Min 1x per week","2005","indirect migration background","Female","","","",""
"Min 1x per month","2005","no migration background","Male","","","",""
"Min 1x per month","2005","no migration background","Female","","","",""
"Min 1x per month","2005","direct migration background","Male","","","",""
"Min 1x per month","2005","direct migration background","Female","","","",""
"Min 1x per month","2005","indirect migration background","Male","","","",""
"Min 1x per month","2005","indirect migration background","Female","","","",""
"Rarely","2005","no migration background","Male","","","",""
"Rarely","2005","no migration background","Female","","","",""
"Rarely","2005","direct migration background","Male","","","",""
"Rarely","2005","direct migration background","Female","","","",""
"Rarely","2005","indirect migration background","Male","","","",""
"Rarely","2005","indirect migration background","Female","","","",""
"Never","2005","no migration background","Male","","","",""
"Never","2005","no migration background","Female","","","",""
"Never","2005","direct migration background","Male","","","",""
"Never","2005","direct migration background","Female","","","",""
"Never","2005","indirect migration background","Male","","","",""
"Never","2005","indirect migration background","Female","","","",""
"Daily","2006","no migration background","Male","","","",""
"Daily","2006","no migration background","Female","","","",""
"Daily","2006","direct migration background","Male","","","",""
"Daily","2006","direct migration background","Female","","","",""
"Daily","2006","indirect migration background","Male","","","",""
"Daily","2006","indirect migration background","Female","","","",""
"Min 1x per week","2006","no migration background","Male","","","",""
"Min 1x per week","2006","no migration background","Female","","","",""
"Min 1x per week","2006","direct migration background","Male","","","",""
"Min 1x per week","2006","direct migration background","Female","","","",""
"Min 1x per week","2006","indirect migration background","Male","","","",""
"Min 1x per week","2006","indirect migration background","Female","","","",""
"Min 1x per month","2006","no migration background","Male","","","",""
"Min 1x per month","2006","no migration background","Female","","","",""
"Min 1x per month","2006","direct migration background","Male","","","",""
"Min 1x per month","2006","direct migration background","Female","","","",""
"Min 1x per month","2006","indirect migration background","Male","","","",""
"Min 1x per month","2006","indirect migration background","Female","","","",""
"Rarely","2006","no migration background","Male","","","",""
"Rarely","2006","no migration background","Female","","","",""
"Rarely","2006","direct migration background","Male","","","",""
"Rarely","2006","direct migration background","Female","","","",""
"Rarely","2006","indirect migration background","Male","","","",""
"Rarely","2006","indirect migration background","Female","","","",""
"Never","2006","no migration background","Male","","","",""
"Never","2006","no migration background","Female","","","",""
"Never","2006","direct migration background","Male","","","",""
"Never","2006","direct migration background","Female","","","",""
"Never","2006","indirect migration background","Male","","","",""
"Never","2006","indirect migration background","Female","","","",""
"Daily","2007","no migration background","Male","","","",""
"Daily","2007","no migration background","Female","","","",""
"Daily","2007","direct migration background","Male","","","",""
"Daily","2007","direct migration background","Female","","","",""
"Daily","2007","indirect migration background","Male","","","",""
"Daily","2007","indirect migration background","Female","","","",""
