"plb0037_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Limited","1994","Other degree","Female","6","","",""
"Limited","1994","Other degree","Male","12","","",""
"Limited","1994","secondary school degree","Female","75","0.248574987056806","0.196142630930188","0.301007343183425"
"Limited","1994","secondary school degree","Male","58","0.36611277999147","0.298323555033193","0.433902004949747"
"Permanent","1994","college entrance qualification","Female","65","0.549642330074409","0.460251395442876","0.639033264705941"
"Permanent","1994","college entrance qualification","Male","79","0.610289768664645","0.527717419505191","0.6928621178241"
"Permanent","1994","lower secondary degree","Female","119","0.72081948827053","0.653972653373625","0.787666323167435"
"Permanent","1994","lower secondary degree","Male","164","0.776333805456447","0.721519233494662","0.831148377418231"
"Permanent","1994","no degree/no degree yet","Female","8","","",""
"Permanent","1994","no degree/no degree yet","Male","9","","",""
"Permanent","1994","Other degree","Female","15","","",""
"Permanent","1994","Other degree","Male","15","","",""
"Permanent","1994","secondary school degree","Female","186","0.751425012943194","0.698992656816575","0.803857369069812"
"Permanent","1994","secondary school degree","Male","136","0.63388722000853","0.566097995050253","0.701676444966807"
"Limited","1995","college entrance qualification","Female","111","0.220352537114751","0.18315646644869","0.257548607780811"
"Limited","1995","college entrance qualification","Male","106","0.137273542033497","0.112066518994121","0.162480565072873"
"Limited","1995","lower secondary degree","Female","108","0.0960323799667207","0.0772966088771436","0.114768151056298"
"Limited","1995","lower secondary degree","Male","162","0.100696600441348","0.0854577324714025","0.115935468411294"
"Limited","1995","no degree/no degree yet","Female","8","","",""
"Limited","1995","no degree/no degree yet","Male","13","","",""
"Limited","1995","Other degree","Female","25","","",""
"Limited","1995","Other degree","Male","45","0.144521877470318","0.111704789025658","0.177338965914978"
"Limited","1995","secondary school degree","Female","174","0.11652839924998","0.0988330718307843","0.134223726669177"
"Limited","1995","secondary school degree","Male","124","0.106983652546715","0.0890489704092432","0.124918334684187"
"Permanent","1995","college entrance qualification","Female","366","0.779647462885249","0.742451392219189","0.81684353355131"
"Permanent","1995","college entrance qualification","Male","610","0.862726457966503","0.837519434927127","0.887933481005879"
"Permanent","1995","lower secondary degree","Female","842","0.903967620033279","0.885231848943702","0.922703391122856"
"Permanent","1995","lower secondary degree","Male","1336","0.899303399558652","0.884064531588706","0.914542267528598"
"Permanent","1995","no degree/no degree yet","Female","103","0.90141633740328","0.845959922701685","0.956872752104875"
"Permanent","1995","no degree/no degree yet","Male","131","0.889588805243249","0.838400817865734","0.940776792620764"
"Permanent","1995","Other degree","Female","219","0.889101614239466","0.849702043560612","0.928501184918319"
"Permanent","1995","Other degree","Male","396","0.855478122529682","0.822661034085022","0.888295210974342"
"Permanent","1995","secondary school degree","Female","1089","0.88347160075002","0.865776273330823","0.901166928169216"
"Permanent","1995","secondary school degree","Male","1017","0.893016347453285","0.875081665315813","0.910951029590757"
"Limited","1996","college entrance qualification","Female","86","0.159913673408678","0.127226355753479","0.192600991063877"
"Limited","1996","college entrance qualification","Male","96","0.123449677056279","0.0992871974588137","0.147612156653743"
"Limited","1996","lower secondary degree","Female","123","0.114026538278052","0.0936207460004005","0.134432330555703"
"Limited","1996","lower secondary degree","Male","153","0.0960735531943743","0.0808263350627978","0.111320771325951"
"Limited","1996","no degree/no degree yet","Female","10","","",""
"Limited","1996","no degree/no degree yet","Male","8","","",""
"Limited","1996","Other degree","Female","23","","",""
"Limited","1996","Other degree","Male","29","","",""
"Limited","1996","secondary school degree","Female","169","0.114165456952618","0.09657824746159","0.131752666443645"
"Limited","1996","secondary school degree","Male","114","0.0999397738554637","0.0822400984758054","0.117639449235122"
"Permanent","1996","college entrance qualification","Female","397","0.840086326591322","0.807399008936123","0.872773644246521"
"Permanent","1996","college entrance qualification","Male","616","0.876550322943721","0.852387843346257","0.900712802541186"
"Permanent","1996","lower secondary degree","Female","809","0.885973461721948","0.865567669444297","0.9063792539996"
"Permanent","1996","lower secondary degree","Male","1282","0.903926446805626","0.888679228674049","0.919173664937202"
"Permanent","1996","no degree/no degree yet","Female","97","0.892532926879201","0.833850774322352","0.95121507943605"
"Permanent","1996","no degree/no degree yet","Male","120","0.797269238882053","0.727621754341226","0.866916723422879"
"Permanent","1996","Other degree","Female","202","0.867715144305464","0.82344606552888","0.911984223082048"
"Permanent","1996","Other degree","Male","356","0.908150372691358","0.879301070808097","0.936999674574619"
"Permanent","1996","secondary school degree","Female","1087","0.885834543047383","0.868247333556355","0.90342175253841"
"Permanent","1996","secondary school degree","Male","989","0.900060226144536","0.882360550764878","0.917759901524195"
"Limited","1997","college entrance qualification","Female","98","0.177712175565111","0.14417176767216","0.211252583458061"
"Limited","1997","college entrance qualification","Male","113","0.160858263406791","0.134188222863422","0.18752830395016"
"Limited","1997","lower secondary degree","Female","108","0.109893846049425","0.0891233627602163","0.130664329338634"
"Limited","1997","lower secondary degree","Male","178","0.107985275602222","0.0915567856761754","0.124413765528268"
"Limited","1997","no degree/no degree yet","Female","9","","",""
"Limited","1997","no degree/no degree yet","Male","8","","",""
"Limited","1997","Other degree","Female","14","","",""
"Limited","1997","Other degree","Male","33","0.133948160111747","0.0984176813948179","0.169478638828677"
"Limited","1997","secondary school degree","Female","186","0.133084484282618","0.11407904506766","0.152089923497577"
"Limited","1997","secondary school degree","Male","145","0.121868710244023","0.102358495620848","0.141378924867197"
"Permanent","1997","college entrance qualification","Female","401","0.822287824434889","0.788747416541939","0.85582823232784"
"Permanent","1997","college entrance qualification","Male","616","0.839141736593209","0.81247169604984","0.865811777136578"
"Permanent","1997","lower secondary degree","Female","763","0.890106153950575","0.869335670661366","0.910876637239784"
"Permanent","1997","lower secondary degree","Male","1193","0.892014724397778","0.875586234471732","0.908443214323825"
"Permanent","1997","no degree/no degree yet","Female","91","0.87089771936053","0.805177557435806","0.936617881285254"
"Permanent","1997","no degree/no degree yet","Male","105","0.874042268944777","0.812865363978073","0.935219173911481"
"Permanent","1997","Other degree","Female","179","0.913458696151234","0.873792038233981","0.953125354068487"
"Permanent","1997","Other degree","Male","320","0.866051839888253","0.830521361171323","0.901582318605182"
"Permanent","1997","secondary school degree","Female","1041","0.866915515717382","0.847910076502423","0.88592095493234"
"Permanent","1997","secondary school degree","Male","935","0.878131289755977","0.858621075132803","0.897641504379152"
"Limited","1998","college entrance qualification","Female","99","0.155028981558936","0.125211756104688","0.184846207013185"
"Limited","1998","college entrance qualification","Male","118","0.167214097095773","0.141241545127382","0.193186649064164"
"Limited","1998","lower secondary degree","Female","119","0.103729441748716","0.0842063371498426","0.12325254634759"
"Limited","1998","lower secondary degree","Male","179","0.113630863652866","0.0972221259259206","0.130039601379812"
"Limited","1998","no degree/no degree yet","Female","9","","",""
"Limited","1998","no degree/no degree yet","Male","8","","",""
"Limited","1998","Other degree","Female","19","","",""
"Limited","1998","Other degree","Male","39","0.133055318520611","0.0971647215091451","0.168945915532077"
"Limited","1998","secondary school degree","Female","182","0.127183526312405","0.109134442313352","0.145232610311457"
"Limited","1998","secondary school degree","Male","171","0.131251229163422","0.112364893728226","0.150137564598618"
"Permanent","1998","college entrance qualification","Female","467","0.844971018441064","0.815153792986815","0.874788243895313"
"Permanent","1998","college entrance qualification","Male","675","0.832785902904227","0.806813350935836","0.858758454872618"
"Permanent","1998","lower secondary degree","Female","818","0.896270558251284","0.87674745365241","0.915793662850157"
"Permanent","1998","lower secondary degree","Male","1258","0.886369136347134","0.869960398620188","0.902777874074079"
"Permanent","1998","no degree/no degree yet","Female","87","0.892600564575852","0.830664721690436","0.954536407461268"
"Permanent","1998","no degree/no degree yet","Male","105","0.921349121115011","0.871715864443568","0.970982377786454"
"Permanent","1998","Other degree","Female","184","0.898242219358529","0.856653014495528","0.939831424221531"
"Permanent","1998","Other degree","Male","305","0.866944681479389","0.831054084467923","0.902835278490855"
"Permanent","1998","secondary school degree","Female","1127","0.872816473687595","0.854767389688543","0.890865557686648"
"Permanent","1998","secondary school degree","Male","1057","0.868748770836578","0.849862435401382","0.887635106271774"
"Limited","1999","college entrance qualification","Female","119","0.162913100154549","0.133631772610671","0.192194427698427"
"Limited","1999","college entrance qualification","Male","123","0.153435580685059","0.128812566248223","0.178058595121894"
"Limited","1999","lower secondary degree","Female","130","0.11205539615109","0.0918691299712885","0.132241662330892"
"Limited","1999","lower secondary degree","Male","181","0.10561844037984","0.0896774507024191","0.121559430057261"
"Limited","1999","no degree/no degree yet","Female","8","","",""
"Limited","1999","no degree/no degree yet","Male","11","","",""
"Limited","1999","Other degree","Female","15","","",""
"Limited","1999","Other degree","Male","42","0.165355037197789","0.12445929796444","0.206250776431139"
"Limited","1999","secondary school degree","Female","208","0.134142831234464","0.115908967882723","0.152376694586204"
"Limited","1999","secondary school degree","Male","190","0.161752837438254","0.141141087934523","0.182364586941985"
"Permanent","1999","college entrance qualification","Female","492","0.837086899845451","0.807805572301573","0.866368227389329"
"Permanent","1999","college entrance qualification","Male","700","0.846564419314942","0.821941404878106","0.871187433751777"
"Permanent","1999","lower secondary degree","Female","808","0.88794460384891","0.867758337669108","0.908130870028712"
"Permanent","1999","lower secondary degree","Male","1247","0.89438155962016","0.878440569942739","0.910322549297581"
"Permanent","1999","no degree/no degree yet","Female","98","0.897312863373434","0.839526531537669","0.955099195209198"
"Permanent","1999","no degree/no degree yet","Male","106","0.779840602946219","0.704760182605347","0.854921023287092"
"Permanent","1999","Other degree","Female","175","0.929800989377511","0.893473800818023","0.966128177936998"
"Permanent","1999","Other degree","Male","275","0.834644962802211","0.793749223568861","0.87554070203556"
"Permanent","1999","secondary school degree","Female","1134","0.865857168765536","0.847623305413796","0.884091032117277"
"Permanent","1999","secondary school degree","Male","1036","0.838247162561746","0.817635413058014","0.858858912065477"
"Limited","2000","college entrance qualification","Female","222","0.184735528838824","0.162555152919169","0.206915904758478"
"Limited","2000","college entrance qualification","Male","219","0.143791486568439","0.126435287505657","0.161147685631222"
"Limited","2000","lower secondary degree","Female","182","0.114602212474381","0.0982234531561717","0.13098097179259"
"Limited","2000","lower secondary degree","Male","289","0.114735665489775","0.101852948096853","0.127618382882696"
"Limited","2000","no degree/no degree yet","Female","10","","",""
"Limited","2000","no degree/no degree yet","Male","16","","",""
"Limited","2000","Other degree","Female","42","0.165822567532451","0.123236717859781","0.208408417205121"
"Limited","2000","Other degree","Male","54","0.159680160570429","0.125137641463806","0.194222679677052"
"Limited","2000","secondary school degree","Female","346","0.145752352129422","0.131149653037212","0.160355051221632"
"Limited","2000","secondary school degree","Male","305","0.144291286018637","0.129061827433854","0.15952074460342"
"Permanent","2000","college entrance qualification","Female","954","0.815264471161176","0.793084095241522","0.837444847080831"
"Permanent","2000","college entrance qualification","Male","1351","0.85620851343156","0.838852314368778","0.873564712494343"
"Permanent","2000","lower secondary degree","Female","1271","0.885397787525619","0.86901902820741","0.901776546843828"
"Permanent","2000","lower secondary degree","Male","2062","0.885264334510225","0.872381617117304","0.898147051903147"
"Permanent","2000","no degree/no degree yet","Female","55","0.854122312105986","0.76831073538726","0.939933888824712"
"Permanent","2000","no degree/no degree yet","Male","73","0.819280101227299","0.73933860390793","0.899221598546667"
"Permanent","2000","Other degree","Female","251","0.834177432467549","0.791591582794879","0.876763282140219"
"Permanent","2000","Other degree","Male","378","0.840319839429571","0.805777320322948","0.874862358536194"
"Permanent","2000","secondary school degree","Female","1897","0.854247647870577","0.839644948778367","0.868850346962788"
"Permanent","2000","secondary school degree","Male","1740","0.855708713981363","0.84047925539658","0.870938172566146"
"Limited","2001","college entrance qualification","Female","230","0.204890951909611","0.181242223939726","0.228539679879495"
"Limited","2001","college entrance qualification","Male","179","0.12264562638738","0.105767355985595","0.139523896789164"
"Limited","2001","lower secondary degree","Female","168","0.124248302165636","0.10616330731128","0.142333297019991"
"Limited","2001","lower secondary degree","Male","238","0.108644728508416","0.0950673083318672","0.122222148684964"
"Limited","2001","no degree/no degree yet","Female","8","","",""
"Limited","2001","no degree/no degree yet","Male","14","","",""
"Limited","2001","Other degree","Female","35","0.168277877045598","0.124613609863788","0.211942144227408"
"Limited","2001","Other degree","Male","36","0.114686498416171","0.0825641800985914","0.14680881673375"
"Limited","2001","secondary school degree","Female","313","0.142986270710923","0.127964124028871","0.158008417392975"
"Limited","2001","secondary school degree","Male","279","0.140700825848044","0.124957959145567","0.156443692550521"
"Permanent","2001","college entrance qualification","Female","889","0.795109048090389","0.771460320120505","0.818757776060274"
"Permanent","2001","college entrance qualification","Male","1272","0.87735437361262","0.860476103210836","0.894232644014405"
"Permanent","2001","lower secondary degree","Female","1110","0.875751697834364","0.857666702980009","0.89383669268872"
"Permanent","2001","lower secondary degree","Male","1780","0.891355271491584","0.877777851315035","0.904932691668133"
"Permanent","2001","no degree/no degree yet","Female","58","0.887637247061578","0.811446002501432","0.963828491621725"
"Permanent","2001","no degree/no degree yet","Male","67","0.810867240015927","0.725583970999672","0.896150509032182"
"Permanent","2001","Other degree","Female","247","0.831722122954402","0.788057855772592","0.875386390136212"
"Permanent","2001","Other degree","Male","342","0.885313501583829","0.85319118326625","0.917435819901409"
"Permanent","2001","secondary school degree","Female","1773","0.857013729289077","0.841991582607025","0.872035875971129"
"Permanent","2001","secondary school degree","Male","1595","0.859299174151956","0.843556307449479","0.875042040854433"
"Limited","2002","college entrance qualification","Female","256","0.202136854816129","0.181373063220858","0.222900646411399"
"Limited","2002","college entrance qualification","Male","229","0.135305785291528","0.119586919669959","0.151024650913097"
"Limited","2002","lower secondary degree","Female","137","0.11904492323001","0.100637648905223","0.137452197554796"
