"plb0037_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Permanent","2001","direct migration background","Rural Area","186","0.842616867275865","0.794821057214319","0.890412677337412"
"Permanent","2001","indirect migration background","Urban Area","255","0.677510509212504","0.630137814309183","0.724883204115824"
"Permanent","2001","indirect migration background","Rural Area","35","0.677875605501878","0.550866976077177","0.804884234926579"
"Limited","2001","no migration background","Urban Area","653","0.111033010043426","0.102761520894915","0.119304499191938"
"Limited","2001","no migration background","Rural Area","558","0.160594938083795","0.148041403321364","0.173148472846225"
"Limited","2001","direct migration background","Urban Area","147","0.162127791703328","0.141291833213365","0.182963750193291"
"Limited","2001","direct migration background","Rural Area","37","0.157383132724135","0.109587322662588","0.205178942785681"
"Limited","2001","indirect migration background","Urban Area","119","0.322489490787496","0.275116795884176","0.369862185690817"
"Limited","2001","indirect migration background","Rural Area","17","","",""
"Permanent","2002","no migration background","Urban Area","5370","0.884961254142453","0.876944436640676","0.892978071644231"
"Permanent","2002","no migration background","Rural Area","2871","0.848276578814724","0.836187529653268","0.86036562797618"
"Permanent","2002","direct migration background","Urban Area","977","0.832825886865814","0.810894943199041","0.854756830532587"
"Permanent","2002","direct migration background","Rural Area","167","0.786685902561367","0.730745582914663","0.842626222208071"
"Permanent","2002","indirect migration background","Urban Area","250","0.635240628615446","0.585722167322276","0.684759089908615"
"Permanent","2002","indirect migration background","Rural Area","32","0.70825403042824","0.582257075676985","0.834250985179496"
"Limited","2002","no migration background","Urban Area","715","0.115038745857547","0.107021928355769","0.123055563359324"
"Limited","2002","no migration background","Rural Area","512","0.151723421185276","0.13963437202382","0.163812470346732"
"Limited","2002","direct migration background","Urban Area","135","0.167174113134186","0.145243169467413","0.189105056800959"
"Limited","2002","direct migration background","Rural Area","39","0.213314097438633","0.157373777791929","0.269254417085337"
"Limited","2002","indirect migration background","Urban Area","113","0.364759371384554","0.315240910091385","0.414277832677724"
"Limited","2002","indirect migration background","Rural Area","18","","",""
"Permanent","2003","no migration background","Urban Area","5021","0.88035277778991","0.871931074310607","0.888774481269213"
"Permanent","2003","no migration background","Rural Area","2678","0.850542784276621","0.838113607380996","0.862971961172247"
"Permanent","2003","direct migration background","Urban Area","891","0.838567643274957","0.815999305982351","0.861135980567562"
"Permanent","2003","direct migration background","Rural Area","153","0.833267491168244","0.779556324145623","0.886978658190866"
"Permanent","2003","indirect migration background","Urban Area","261","0.689041559948294","0.641684040958388","0.7363990789382"
"Permanent","2003","indirect migration background","Rural Area","33","0.637642066156087","0.503053731764628","0.772230400547547"
"Limited","2003","no migration background","Urban Area","684","0.11964722221009","0.111225518730787","0.128068925689393"
"Limited","2003","no migration background","Rural Area","483","0.149457215723379","0.137028038827754","0.161886392619004"
"Limited","2003","direct migration background","Urban Area","130","0.161432356725044","0.138864019432438","0.184000694017649"
"Limited","2003","direct migration background","Rural Area","32","0.166732508831756","0.113021341809134","0.220443675854377"
"Limited","2003","indirect migration background","Urban Area","106","0.310958440051706","0.2636009210618","0.358315959041612"
"Limited","2003","indirect migration background","Rural Area","16","","",""
"Permanent","2004","no migration background","Urban Area","4811","0.864689832889693","0.855671255379114","0.873708410400273"
"Permanent","2004","no migration background","Rural Area","2557","0.845654837368299","0.832831163664562","0.858478511072036"
"Permanent","2004","direct migration background","Urban Area","858","0.863641206418111","0.841830683137155","0.885451729699068"
"Permanent","2004","direct migration background","Rural Area","141","0.796699190837614","0.735842239578057","0.85755614209717"
"Permanent","2004","indirect migration background","Urban Area","260","0.662262525980956","0.613340370581628","0.711184681380285"
"Permanent","2004","indirect migration background","Rural Area","31","0.478908999188502","0.34441793138975","0.613400066987255"
"Limited","2004","no migration background","Urban Area","715","0.135310167110306","0.126291589599727","0.144328744620886"
"Limited","2004","no migration background","Rural Area","492","0.154345162631701","0.141521488927964","0.167168836335438"
"Limited","2004","direct migration background","Urban Area","93","0.136358793581889","0.114548270300932","0.158169316862845"
"Limited","2004","direct migration background","Rural Area","27","","",""
"Limited","2004","indirect migration background","Urban Area","99","0.337737474019044","0.288815318619715","0.386659629418372"
"Limited","2004","indirect migration background","Rural Area","22","","",""
"Permanent","2005","no migration background","Urban Area","4701","0.874564796171213","0.865689621363171","0.883439970979255"
"Permanent","2005","no migration background","Rural Area","2527","0.839497367594269","0.826237782421172","0.852756952767366"
"Permanent","2005","direct migration background","Urban Area","802","0.860057631842094","0.837252341960772","0.882862921723417"
"Permanent","2005","direct migration background","Rural Area","140","0.827122328129066","0.768345810186467","0.885898846071666"
"Permanent","2005","indirect migration background","Urban Area","266","0.709428814357118","0.662593312869149","0.756264315845087"
"Permanent","2005","indirect migration background","Rural Area","32","0.553855432542074","0.422483447929331","0.685227417154817"
"Limited","2005","no migration background","Urban Area","649","0.125435203828787","0.116560029020745","0.134310378636829"
"Limited","2005","no migration background","Rural Area","417","0.160502632405731","0.147243047232634","0.173762217578828"
"Limited","2005","direct migration background","Urban Area","87","0.139942368157906","0.117137078276583","0.162747658039228"
"Limited","2005","direct migration background","Rural Area","19","","",""
"Limited","2005","indirect migration background","Urban Area","95","0.290571185642882","0.243735684154913","0.337406687130851"
"Limited","2005","indirect migration background","Rural Area","23","","",""
"Permanent","2006","no migration background","Urban Area","4921","0.863446202837033","0.854468825790676","0.872423579883389"
"Permanent","2006","no migration background","Rural Area","2664","0.846561216131114","0.833902619978337","0.859219812283891"
"Permanent","2006","direct migration background","Urban Area","794","0.861083922907289","0.838425192668","0.883742653146577"
"Permanent","2006","direct migration background","Rural Area","137","0.798614746829403","0.737423596962223","0.859805896696583"
"Permanent","2006","indirect migration background","Urban Area","249","0.673890141704672","0.625124894521257","0.722655388888087"
"Permanent","2006","indirect migration background","Rural Area","38","0.568918055185856","0.450336957888664","0.687499152483048"
"Limited","2006","no migration background","Urban Area","699","0.136553797162967","0.127576420116611","0.145531174209324"
"Limited","2006","no migration background","Rural Area","450","0.153438783868886","0.140780187716109","0.166097380021663"
"Limited","2006","direct migration background","Urban Area","101","0.138916077092711","0.116257346853423","0.161574807332"
"Limited","2006","direct migration background","Rural Area","28","","",""
"Limited","2006","indirect migration background","Urban Area","106","0.326109858295328","0.277344611111913","0.374875105478743"
"Limited","2006","indirect migration background","Rural Area","29","","",""
"Permanent","2007","no migration background","Urban Area","4675","0.862580059397003","0.853363044667994","0.871797074126012"
"Permanent","2007","no migration background","Rural Area","2560","0.839046058485837","0.825922116067854","0.852170000903821"
"Permanent","2007","direct migration background","Urban Area","684","0.852198093050808","0.827386930403587","0.877009255698029"
"Permanent","2007","direct migration background","Rural Area","136","0.803045742954686","0.742179149623081","0.86391233628629"
"Permanent","2007","indirect migration background","Urban Area","269","0.677407741614556","0.630344641186041","0.724470842043071"
"Permanent","2007","indirect migration background","Rural Area","42","0.71026921437008","0.60323260009545","0.817305828644709"
"Limited","2007","no migration background","Urban Area","685","0.137419940602997","0.128202925873988","0.146636955332006"
"Limited","2007","no migration background","Rural Area","452","0.160953941514163","0.147829999096179","0.174077883932146"
"Limited","2007","direct migration background","Urban Area","102","0.147801906949192","0.122990744301971","0.172613069596413"
"Limited","2007","direct migration background","Rural Area","28","","",""
"Limited","2007","indirect migration background","Urban Area","110","0.322592258385444","0.275529157956929","0.369655358813959"
"Limited","2007","indirect migration background","Rural Area","27","","",""
"Permanent","2008","no migration background","Urban Area","4480","0.855083575600025","0.845481610662723","0.864685540537327"
"Permanent","2008","no migration background","Rural Area","2460","0.833995723640783","0.820448807255037","0.847542640026528"
"Permanent","2008","direct migration background","Urban Area","645","0.862708271466417","0.837911999069305","0.88750454386353"
"Permanent","2008","direct migration background","Rural Area","120","0.796195672613056","0.730629369533326","0.861761975692787"
"Permanent","2008","indirect migration background","Urban Area","277","0.726471071588887","0.681651563329244","0.77129057984853"
"Permanent","2008","indirect migration background","Rural Area","45","0.728352673207273","0.623399125681066","0.833306220733481"
"Limited","2008","no migration background","Urban Area","683","0.144916424399975","0.135314459462673","0.154518389337277"
"Limited","2008","no migration background","Rural Area","438","0.166004276359218","0.152457359973472","0.179551192744963"
"Limited","2008","direct migration background","Urban Area","95","0.137291728533583","0.11249545613647","0.162088000930695"
"Limited","2008","direct migration background","Rural Area","25","","",""
"Limited","2008","indirect migration background","Urban Area","103","0.273528928411113","0.22870942015147","0.318348436670755"
"Limited","2008","indirect migration background","Rural Area","24","","",""
"Permanent","2009","no migration background","Urban Area","4110","0.848074476627112","0.837916771557707","0.858232181696516"
"Permanent","2009","no migration background","Rural Area","2389","0.856467388517158","0.843429337406713","0.869505439627603"
"Permanent","2009","direct migration background","Urban Area","548","0.866921271323606","0.840334936377999","0.893507606269214"
"Permanent","2009","direct migration background","Rural Area","104","0.840848926754796","0.77566820295418","0.906029650555413"
"Permanent","2009","indirect migration background","Urban Area","255","0.7335307776648","0.687279127677771","0.779782427651829"
"Permanent","2009","indirect migration background","Rural Area","48","0.650700202211184","0.539806073096633","0.761594331325735"
"Limited","2009","no migration background","Urban Area","687","0.151925523372889","0.141767818303484","0.162083228442293"
"Limited","2009","no migration background","Rural Area","389","0.143532611482842","0.130494560372397","0.156570662593287"
"Limited","2009","direct migration background","Urban Area","79","0.133078728676394","0.106492393730786","0.159665063622001"
"Limited","2009","direct migration background","Rural Area","17","","",""
"Limited","2009","indirect migration background","Urban Area","96","0.2664692223352","0.220217572348171","0.312720872322229"
"Limited","2009","indirect migration background","Rural Area","23","","",""
"Permanent","2010","no migration background","Urban Area","5434","0.851627065580117","0.842885385330835","0.860368745829398"
"Permanent","2010","no migration background","Rural Area","3215","0.843813511906123","0.832245069521614","0.855381954290632"
"Permanent","2010","direct migration background","Urban Area","855","0.864888983149277","0.843869269232728","0.885908697065826"
"Permanent","2010","direct migration background","Rural Area","208","0.694639817359141","0.639083664029912","0.75019597068837"
"Permanent","2010","indirect migration background","Urban Area","371","0.737597045100838","0.698957912865231","0.776236177336444"
"Permanent","2010","indirect migration background","Rural Area","84","0.609023042698863","0.517416332774106","0.70062975262362"
"Limited","2010","no migration background","Urban Area","918","0.148372934419883","0.139631254170602","0.157114614669165"
"Limited","2010","no migration background","Rural Area","568","0.156186488093877","0.144618045709368","0.167754930478386"
"Limited","2010","direct migration background","Urban Area","161","0.135111016850723","0.114091302934174","0.156130730767272"
"Limited","2010","direct migration background","Rural Area","56","0.305360182640859","0.24980402931163","0.360916335970088"
"Limited","2010","indirect migration background","Urban Area","127","0.262402954899162","0.223763822663556","0.301042087134769"
"Limited","2010","indirect migration background","Rural Area","25","","",""
"Permanent","2011","no migration background","Urban Area","6608","0.850769544894269","0.84279382196265","0.858745267825888"
"Permanent","2011","no migration background","Rural Area","3980","0.843468803538523","0.833038500629488","0.853899106447557"
"Permanent","2011","direct migration background","Urban Area","967","0.845332801965307","0.824497759918614","0.866167844012001"
"Permanent","2011","direct migration background","Rural Area","289","0.805992136571774","0.765087180033723","0.846897093109824"
"Permanent","2011","indirect migration background","Urban Area","479","0.727185821478518","0.691868833634597","0.762502809322439"
"Permanent","2011","indirect migration background","Rural Area","101","0.596971321789375","0.517678452605291","0.676264190973458"
"Limited","2011","no migration background","Urban Area","1059","0.149230455105731","0.141254732174112","0.15720617803735"
"Limited","2011","no migration background","Rural Area","682","0.156531196461477","0.146100893552443","0.166961499370512"
"Limited","2011","direct migration background","Urban Area","190","0.154667198034693","0.133832155987999","0.175502240081386"
"Limited","2011","direct migration background","Rural Area","70","0.194007863428226","0.153102906890176","0.234912819966277"
"Limited","2011","indirect migration background","Urban Area","132","0.272814178521482","0.237497190677561","0.308131166365403"
"Limited","2011","indirect migration background","Rural Area","46","0.403028678210625","0.323735809026542","0.482321547394709"
"Permanent","2012","no migration background","Urban Area","6361","0.847072234214659","0.838900484378851","0.855243984050467"
"Permanent","2012","no migration background","Rural Area","3970","0.855197909159399","0.845099731696954","0.865296086621844"
