"plb0037_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Permanent","1989","Not Employed","indirect migration background","1","","","","1"
"Permanent","1989","Employed","no migration background","447","0.774649746047858","0.741049954282371","0.808249537813345","1"
"Permanent","1989","Employed","direct migration background","140","0.735053707603173","0.674196661898115","0.79591075330823","1"
"Permanent","1989","Employed","indirect migration background","22","","","","1"
"Limited","1990","Not Employed","no migration background","17","","","","2"
"Limited","1990","Not Employed","direct migration background","6","","","","2"
"Limited","1990","Not Employed","indirect migration background","1","","","","2"
"Limited","1990","Employed","no migration background","129","0.202712605430747","0.171016808178494","0.234408402683","2"
"Limited","1990","Employed","direct migration background","56","0.255185924451268","0.19677507797497","0.313596770927566","2"
"Limited","1990","Employed","indirect migration background","19","","","","2"
"Permanent","1990","Not Employed","no migration background","18","","","","1"
"Permanent","1990","Not Employed","direct migration background","14","","","","1"
"Permanent","1990","Not Employed","indirect migration background","","","","","1"
"Permanent","1990","Employed","no migration background","489","0.797287394569253","0.765591597317","0.828983191821506","1"
"Permanent","1990","Employed","direct migration background","158","0.744814075548732","0.686403229072434","0.80322492202503","1"
"Permanent","1990","Employed","indirect migration background","29","","","","1"
"Limited","1991","Not Employed","no migration background","13","","","","2"
"Limited","1991","Not Employed","direct migration background","8","","","","2"
"Limited","1991","Not Employed","indirect migration background","2","","","","2"
"Limited","1991","Employed","no migration background","135","0.223229654455565","0.189399119842501","0.257060189068629","2"
"Limited","1991","Employed","direct migration background","42","0.190029597513425","0.137950308911939","0.242108886114912","2"
"Limited","1991","Employed","indirect migration background","21","","","","2"
"Permanent","1991","Not Employed","no migration background","26","","","","1"
"Permanent","1991","Not Employed","direct migration background","24","","","","1"
"Permanent","1991","Not Employed","indirect migration background","6","","","","1"
"Permanent","1991","Employed","no migration background","447","0.776770345544435","0.742939810931372","0.810600880157499","1"
"Permanent","1991","Employed","direct migration background","176","0.809970402486575","0.757891113885088","0.862049691088061","1"
"Permanent","1991","Employed","indirect migration background","33","0.584696489379036","0.453265052646328","0.716127926111744","1"
"Limited","1992","Not Employed","no migration background","30","0.536874922403444","0.400023690488898","0.67372615431799","2"
"Limited","1992","Not Employed","direct migration background","6","","","","2"
"Limited","1992","Not Employed","indirect migration background","1","","","","2"
"Limited","1992","Employed","no migration background","293","0.230059646566852","0.206948997537097","0.253170295596608","2"
"Limited","1992","Employed","direct migration background","39","0.211648006514969","0.154751883741735","0.268544129288202","2"
"Limited","1992","Employed","indirect migration background","26","","","","2"
"Permanent","1992","Not Employed","no migration background","21","","","","1"
"Permanent","1992","Not Employed","indirect migration background","2","","","","1"
"Permanent","1992","Employed","no migration background","981","0.769940353433148","0.746829704403392","0.793051002462903","1"
"Permanent","1992","Employed","direct migration background","159","0.788351993485031","0.731455870711798","0.845248116258265","1"
"Permanent","1992","Not Employed","direct migration background","9","","","","1"
"Permanent","1992","Employed","indirect migration background","38","0.54670515823263","0.424743006367162","0.668667310098097","1"
"Limited","1993","Not Employed","no migration background","21","","","","2"
"Limited","1993","Not Employed","direct migration background","6","","","","2"
"Limited","1993","Not Employed","indirect migration background","2","","","","2"
"Limited","1993","Employed","no migration background","235","0.228870031848167","0.203721713231414","0.25401835046492","2"
"Limited","1993","Employed","direct migration background","31","0.220796052487673","0.153283377769788","0.288308727205557","2"
"Limited","1993","Employed","indirect migration background","24","","","","2"
"Permanent","1993","Not Employed","no migration background","47","0.783001006524938","0.685028627372142","0.880973385677734","1"
"Permanent","1993","Not Employed","direct migration background","5","","","","1"
"Permanent","1993","Not Employed","indirect migration background","3","","","","1"
"Permanent","1993","Employed","no migration background","837","0.771129968151833","0.74598164953508","0.796278286768586","1"
"Permanent","1993","Employed","direct migration background","114","0.779203947512327","0.711691272794443","0.846716622230212","1"
"Permanent","1993","Employed","indirect migration background","48","0.664443227272276","0.555376122012566","0.773510332531987","1"
"Limited","1994","Not Employed","no migration background","29","","","","2"
"Limited","1994","Not Employed","direct migration background","16","","","","2"
"Limited","1994","Not Employed","indirect migration background","7","","","","2"
"Limited","1994","Employed","no migration background","289","0.292717941575228","0.263722914754443","0.321712968396013","2"
"Limited","1994","Employed","direct migration background","32","0.229871332119018","0.152294342870933","0.307448321367104","2"
"Limited","1994","Employed","indirect migration background","40","0.453102337820414","0.352470512755188","0.553734162885639","2"
"Permanent","1994","Not Employed","no migration background","29","","","","1"
"Permanent","1994","Not Employed","direct migration background","6","","","","1"
"Permanent","1994","Not Employed","indirect migration background","8","","","","1"
"Permanent","1994","Employed","no migration background","657","0.707282058424772","0.678287031603987","0.736277085245557","1"
"Permanent","1994","Employed","direct migration background","81","0.770128667880981","0.692551678632896","0.847705657129067","1"
"Permanent","1994","Employed","indirect migration background","54","0.546897662179586","0.446265837114361","0.647529487244812","1"
"Limited","1995","Not Employed","no migration background","56","0.411770817324394","0.325146801404279","0.49839483324451","2"
"Limited","1995","Not Employed","direct migration background","11","","","","2"
"Limited","1995","Not Employed","indirect migration background","6","","","","2"
"Limited","1995","Employed","no migration background","629","0.111149202538529","0.102711749696631","0.119586655380426","2"
"Limited","1995","Employed","direct migration background","135","0.108449273938082","0.0923216517585701","0.124576896117594","2"
"Limited","1995","Employed","indirect migration background","95","0.36243662172822","0.30652956366787","0.418343679788569","2"
"Permanent","1995","Not Employed","no migration background","68","0.588229182675606","0.50160516675549","0.674853198595721","1"
"Permanent","1995","Not Employed","direct migration background","18","","","","1"
"Permanent","1995","Not Employed","indirect migration background","5","","","","1"
"Permanent","1995","Employed","no migration background","4702","0.888850797461471","0.880413344619574","0.897288250303369","1"
"Permanent","1995","Employed","direct migration background","1293","0.891550726061918","0.875423103882406","0.90767834824143","1"
"Permanent","1995","Employed","indirect migration background","189","0.63756337827178","0.581656320211431","0.69347043633213","1"
"Limited","1996","Not Employed","no migration background","49","0.474148605788597","0.376767173487715","0.571530038089479","2"
"Limited","1996","Not Employed","direct migration background","9","","","","2"
"Limited","1996","Not Employed","indirect migration background","10","","","","2"
"Limited","1996","Employed","no migration background","595","0.106235196591958","0.0979000301540325","0.114570363029883","2"
"Limited","1996","Employed","direct migration background","118","0.102523814446423","0.0861537820857003","0.118893846807146","2"
"Limited","1996","Employed","indirect migration background","86","0.357340225672955","0.301408908227316","0.413271543118594","2"
"Permanent","1996","Not Employed","no migration background","52","0.525851394211403","0.428469961910521","0.623232826512285","1"
"Permanent","1996","Not Employed","direct migration background","18","","","","1"
"Permanent","1996","Not Employed","indirect migration background","3","","","","1"
"Permanent","1996","Employed","no migration background","4655","0.893764803408042","0.885429636970117","0.902099969845968","1"
"Permanent","1996","Employed","direct migration background","1201","0.897476185553577","0.881106153192854","0.9138462179143","1"
"Permanent","1996","Employed","indirect migration background","196","0.642659774327045","0.586728456881406","0.698591091772684","1"
"Limited","1997","Not Employed","no migration background","55","0.512622943701646","0.406362851470124","0.618883035933168","2"
"Limited","1997","Not Employed","direct migration background","6","","","","2"
"Limited","1997","Not Employed","indirect migration background","14","","","","2"
"Limited","1997","Employed","no migration background","654","0.121165317732241","0.112204216629591","0.130126418834892","2"
"Limited","1997","Employed","direct migration background","121","0.122946295565648","0.10461735469338","0.141275236437917","2"
"Limited","1997","Employed","indirect migration background","113","0.416185331329551","0.362093257087631","0.470277405571472","2"
"Permanent","1997","Not Employed","no migration background","30","0.487377056298354","0.381116964066832","0.593637148529876","1"
"Permanent","1997","Not Employed","direct migration background","12","","","","1"
"Permanent","1997","Not Employed","indirect migration background","5","","","","1"
"Permanent","1997","Employed","no migration background","4440","0.878834682267759","0.869873581165108","0.887795783370409","1"
"Permanent","1997","Employed","direct migration background","1112","0.877053704434352","0.858724763562083","0.89538264530662","1"
"Permanent","1997","Employed","indirect migration background","206","0.583814668670449","0.529722594428528","0.637906742912369","1"
"Limited","1998","Not Employed","no migration background","50","0.524571412592161","0.422524673096933","0.626618152087388","2"
"Limited","1998","Not Employed","direct migration background","15","","","","2"
"Limited","1998","Not Employed","indirect migration background","10","","","","2"
"Limited","1998","Employed","no migration background","721","0.115419216270857","0.107186053772014","0.123652378769699","2"
"Limited","1998","Employed","direct migration background","124","0.122828745171558","0.104132067410053","0.141525422933064","2"
"Limited","1998","Employed","indirect migration background","113","0.386040349022951","0.332782718563765","0.439297979482137","2"
"Permanent","1998","Not Employed","no migration background","42","0.475428587407839","0.373381847912612","0.577475326903066","1"
"Permanent","1998","Not Employed","direct migration background","9","","","","1"
"Permanent","1998","Not Employed","indirect migration background","4","","","","1"
"Permanent","1998","Employed","no migration background","5065","0.884580783729143","0.876347621230301","0.892813946227985","1"
"Permanent","1998","Employed","direct migration background","1060","0.877171254828442","0.858474577066936","0.895867932589947","1"
"Permanent","1998","Employed","indirect migration background","208","0.613959650977049","0.560702020517863","0.667217281436235","1"
"Limited","1999","Not Employed","no migration background","41","0.426239146658204","0.325186823769218","0.527291469547191","2"
"Limited","1999","Not Employed","direct migration background","7","","","","2"
"Limited","1999","Employed","direct migration background","122","0.129178801809202","0.109295059219284","0.149062544399119","2"
"Limited","1999","Not Employed","indirect migration background","6","","","","2"
"Limited","1999","Employed","no migration background","810","0.126124589752835","0.117562165559026","0.134687013946645","2"
"Limited","1999","Employed","indirect migration background","119","0.361440343563003","0.311252814875893","0.411627872250113","2"
"Permanent","1999","Not Employed","no migration background","51","0.573760853341796","0.472708530452809","0.674813176230782","1"
"Permanent","1999","Not Employed","indirect migration background","5","","","","1"
"Permanent","1999","Not Employed","direct migration background","15","","","","1"
"Permanent","1999","Employed","no migration background","4965","0.873875410247165","0.865312986053355","0.882437834440974","1"
"Permanent","1999","Employed","direct migration background","971","0.870821198190798","0.850937455600881","0.890704940780716","1"
"Permanent","1999","Employed","indirect migration background","233","0.638559656436997","0.588372127749887","0.688747185124107","1"
"Limited","2000","Not Employed","no migration background","89","0.543350424539334","0.464932783011611","0.621768066067058","2"
"Limited","2000","Not Employed","direct migration background","26","","","","2"
"Limited","2000","Employed","direct migration background","181","0.134326356802124","0.117261874131766","0.151390839472482","2"
"Limited","2000","Not Employed","indirect migration background","4","","","","2"
"Limited","2000","Employed","no migration background","1256","0.125308633871464","0.118671470688692","0.131945797054235","2"
"Limited","2000","Employed","indirect migration background","130","0.303083772988461","0.259286251113407","0.346881294863516","2"
"Permanent","2000","Not Employed","no migration background","66","0.456649575460666","0.378231933932942","0.535067216988389","1"
"Permanent","2000","Not Employed","indirect migration background","8","","","","1"
"Permanent","2000","Not Employed","direct migration background","21","","","","1"
"Permanent","2000","Employed","no migration background","8302","0.874691366128536","0.868054202945765","0.881328529311308","1"
"Permanent","2000","Employed","direct migration background","1353","0.865673643197876","0.848609160527517","0.882738125868234","1"
"Permanent","2000","Employed","indirect migration background","293","0.696916227011539","0.653118705136484","0.740713748886593","1"
"Limited","2001","Not Employed","no migration background","83","0.569870185910999","0.490902873250841","0.648837498571157","2"
"Limited","2001","Not Employed","direct migration background","11","","","","2"
"Limited","2001","Employed","direct migration background","173","0.152754420443489","0.133943437999159","0.171565402887819","2"
"Limited","2001","Not Employed","indirect migration background","8","","","","2"
"Limited","2001","Employed","no migration background","1128","0.120574428825945","0.113722853389703","0.127426004262186","2"
"Limited","2001","Employed","indirect migration background","128","0.313998897036301","0.269183633847521","0.35881416022508","2"
"Permanent","2001","Not Employed","no migration background","68","0.430129814089","0.351162501428842","0.509097126749159","1"
"Permanent","2001","Not Employed","indirect migration background","6","","","","1"
"Permanent","2001","Not Employed","direct migration background","9","","","","1"
"Permanent","2001","Employed","no migration background","7549","0.879425571174056","0.872573995737814","0.886277146610297","1"
"Permanent","2001","Employed","direct migration background","1232","0.847245579556511","0.828434597112181","0.866056562000841","1"
"Permanent","2001","Employed","indirect migration background","284","0.686001102963699","0.64118583977492","0.730816366152479","1"
"Limited","2002","Not Employed","no migration background","77","0.585799485036596","0.501448093163996","0.670150876909197","2"
"Limited","2002","Employed","direct migration background","163","0.164931464070406","0.144773093887262","0.185089834253551","2"
"Limited","2002","Not Employed","direct migration background","11","","","","2"
"Limited","2002","Not Employed","indirect migration background","8","","","","2"
"Limited","2002","Employed","no migration background","1150","0.120589365661923","0.113984031802264","0.127194699521582","2"
"Limited","2002","Employed","indirect migration background","123","0.352367303514113","0.305552815281874","0.399181791746353","2"
"Permanent","2002","Not Employed","no migration background","54","0.414200514963404","0.329849123090803","0.498551906836004","1"
"Permanent","2002","Not Employed","indirect migration background","5","","","","1"
"Permanent","2002","Employed","no migration background","8187","0.879410634338077","0.872805300478418","0.886015968197736","1"
"Permanent","2002","Employed","direct migration background","1139","0.835068535929594","0.814910165746449","0.855226906112738","1"
"Permanent","2002","Not Employed","direct migration background","5","","","","1"
"Permanent","2002","Employed","indirect migration background","277","0.647632696485887","0.600818208253647","0.694447184718126","1"
"Limited","2003","Not Employed","no migration background","66","0.619921878395678","0.528375507888229","0.711468248903127","2"
"Limited","2003","Not Employed","direct migration background","4","","","","2"
"Limited","2003","Not Employed","indirect migration background","7","","","","2"
"Limited","2003","Employed","direct migration background","158","0.156755034321044","0.136150152477533","0.177359916164556","2"
"Limited","2003","Employed","no migration background","1101","0.123562833871782","0.116670759684155","0.13045490805941","2"
"Limited","2003","Employed","indirect migration background","115","0.31253745362744","0.267338022969921","0.357736884284959","2"
"Permanent","2003","Not Employed","no migration background","42","0.380078121604322","0.288531751096873","0.471624492111771","1"
"Permanent","2003","Not Employed","indirect migration background","5","","","","1"
"Permanent","2003","Employed","no migration background","7657","0.876437166128218","0.86954509194059","0.883329240315845","1"
"Permanent","2003","Not Employed","direct migration background","6","","","","1"
"Permanent","2003","Employed","direct migration background","1038","0.843244965678956","0.822640083835444","0.863849847522467","1"
"Permanent","2003","Employed","indirect migration background","289","0.68746254637256","0.642263115715041","0.732661977030079","1"
"Limited","2004","Not Employed","no migration background","73","0.64336866319966","0.554258691807913","0.732478634591407","2"
"Limited","2004","Not Employed","direct migration background","5","","","","2"
"Limited","2004","Not Employed","indirect migration background","4","","","","2"
"Limited","2004","Employed","direct migration background","115","0.143425350589889","0.12274033257524","0.164110368604538","2"
"Limited","2004","Employed","no migration background","1134","0.13498329768527","0.127703613692739","0.1422629816778","2"
"Limited","2004","Employed","indirect migration background","117","0.351613264855498","0.305111411155828","0.398115118555167","2"
"Permanent","2004","Not Employed","no migration background","38","0.35663133680034","0.267521365408593","0.445741308192087","1"
"Permanent","2004","Not Employed","indirect migration background","3","","","","1"
"Permanent","2004","Employed","no migration background","7330","0.86501670231473","0.857737018322199","0.872296386307261","1"
"Permanent","2004","Not Employed","direct migration background","11","","","","1"
"Permanent","2004","Employed","direct migration background","988","0.856574649410111","0.835889631395462","0.87725966742476","1"
"Permanent","2004","Employed","indirect migration background","288","0.648386735144502","0.601884881444833","0.694888588844172","1"
"Limited","2005","Not Employed","no migration background","60","0.630319489497845","0.533757518922295","0.726881460073395","2"
"Limited","2005","Not Employed","direct migration background","7","","","","2"
"Limited","2005","Not Employed","indirect migration background","11","","","","2"
"Limited","2005","Employed","direct migration background","99","0.140395912570361","0.119180281888248","0.161611543252474","2"
"Limited","2005","Employed","no migration background","1006","0.131616809156758","0.124298588213279","0.138935030100238","2"
"Limited","2005","Employed","indirect migration background","107","0.30106524513344","0.256334509709669","0.345795980557211","2"
"Permanent","2005","Not Employed","no migration background","36","0.369680510502155","0.273118539926605","0.466242481077705","1"
"Permanent","2005","Not Employed","indirect migration background","1","","","","1"
"Permanent","2005","Employed","no migration background","7192","0.868383190843241","0.861064969899762","0.875701411786721","1"
"Permanent","2005","Not Employed","direct migration background","11","","","","1"
"Permanent","2005","Employed","direct migration background","931","0.859604087429639","0.838388456747526","0.880819718111752","1"
"Permanent","2005","Employed","indirect migration background","297","0.69893475486656","0.654204019442789","0.743665490290331","1"
"Limited","2006","Not Employed","no migration background","61","0.5792595422183","0.486581131451462","0.671937952985138","2"
"Limited","2006","Not Employed","direct migration background","12","","","","2"
"Limited","2006","Not Employed","indirect migration background","7","","","","2"
"Limited","2006","Employed","no migration background","1088","0.135858146941399","0.128627054685182","0.143089239197615","2"
"Limited","2006","Employed","direct migration background","117","0.139121520660074","0.118007238252731","0.160235803067418","2"
"Limited","2006","Employed","indirect migration background","128","0.337167735388541","0.291684760013369","0.382650710763714","2"
"Permanent","2006","Not Employed","no migration background","48","0.4207404577817","0.328062047014862","0.513418868548538","1"
"Permanent","2006","Not Employed","direct migration background","16","","","","1"
"Permanent","2006","Not Employed","indirect migration background","","","","","1"
"Permanent","2006","Employed","no migration background","7537","0.864141853058601","0.856910760802385","0.871372945314818","1"
"Permanent","2006","Employed","direct migration background","915","0.860878479339926","0.839764196932582","0.881992761747269","1"
"Permanent","2006","Employed","indirect migration background","287","0.662832264611459","0.617349289236287","0.708315239986631","1"
"Limited","2007","Not Employed","no migration background","70","0.617856222160715","0.534004817052952","0.701707627268477","2"
"Limited","2007","Not Employed","direct migration background","7","","","","2"
"Limited","2007","Not Employed","indirect migration background","12","","","","2"
"Limited","2007","Employed","no migration background","1067","0.137898566790962","0.130455284316579","0.145341849265345","2"
"Limited","2007","Employed","direct migration background","123","0.152206020982967","0.129217673554581","0.175194368411354","2"
"Limited","2007","Employed","indirect migration background","125","0.293712821627394","0.250763299950988","0.3366623433038","2"
"Permanent","2007","Not Employed","no migration background","59","0.382143777839285","0.298292372731523","0.465995182947048","1"
"Permanent","2007","Not Employed","direct migration background","5","","","","1"
"Permanent","2007","Not Employed","indirect migration background","4","","","","1"
"Permanent","2007","Employed","no migration background","7176","0.862101433209038","0.854658150734655","0.869544715683421","1"
"Permanent","2007","Employed","direct migration background","815","0.847793979017033","0.824805631588646","0.870782326445419","1"
"Permanent","2007","Employed","indirect migration background","307","0.706287178372606","0.6633376566962","0.749236700049012","1"
"Limited","2008","Not Employed","no migration background","64","0.565169979807715","0.477561763590016","0.652778196025414","2"
"Limited","2008","Not Employed","direct migration background","9","","","","2"
"Limited","2008","Not Employed","indirect migration background","8","","","","2"
"Limited","2008","Employed","no migration background","1057","0.14449025295196","0.136755894417517","0.152224611486403","2"
"Limited","2008","Employed","direct migration background","111","0.137267337932542","0.114413416011129","0.160121259853956","2"
"Limited","2008","Employed","indirect migration background","119","0.267032380037683","0.22555305025178","0.308511709823587","2"
"Permanent","2008","Not Employed","no migration background","59","0.434830020192285","0.347221803974586","0.522438236409984","1"
"Permanent","2008","Not Employed","direct migration background","5","","","","1"
"Permanent","2008","Not Employed","indirect migration background","4","","","","1"
"Permanent","2008","Employed","no migration background","6881","0.85550974704804","0.847775388513597","0.863244105582483","1"
"Permanent","2008","Employed","direct migration background","760","0.862732662067458","0.839878740146044","0.885586583988871","1"
"Permanent","2008","Employed","indirect migration background","318","0.732967619962317","0.691488290176413","0.77444694974822","1"
"Limited","2009","Not Employed","no migration background","43","0.530524172026574","0.423157806690514","0.637890537362635","2"
"Limited","2009","Not Employed","direct migration background","4","","","","2"
"Limited","2009","Not Employed","indirect migration background","2","","","","2"
"Limited","2009","Employed","no migration background","1033","0.144730080761053","0.136763348762002","0.152696812760105","2"
"Limited","2009","Employed","direct migration background","92","0.134983091463181","0.110313251586238","0.159652931340125","2"
"Limited","2009","Employed","indirect migration background","117","0.283486056225046","0.240228872825888","0.326743239624203","2"
"Permanent","2009","Not Employed","no migration background","40","0.469475827973426","0.362109462637365","0.576842193309486","1"
"Permanent","2009","Not Employed","direct migration background","7","","","","1"
"Permanent","2009","Not Employed","indirect migration background","3","","","","1"
"Permanent","2009","Employed","no migration background","6459","0.855269919238947","0.847303187239895","0.863236651237998","1"
"Permanent","2009","Employed","direct migration background","645","0.865016908536819","0.840347068659876","0.889686748413762","1"
"Permanent","2009","Employed","indirect migration background","300","0.716513943774955","0.673256760375797","0.759771127174112","1"
"Limited","2010","Not Employed","no migration background","98","0.503319445741538","0.439120105659151","0.567518785823926","2"
"Limited","2010","Not Employed","direct migration background","26","","","","2"
"Limited","2010","Not Employed","indirect migration background","7","","","","2"
"Limited","2010","Employed","no migration background","1388","0.145335596699884","0.138393823233835","0.152277370165934","2"
"Limited","2010","Employed","direct migration background","191","0.158856424246409","0.138494199521389","0.179218648971429","2"
"Limited","2010","Employed","indirect migration background","145","0.280063838506101","0.243707947266326","0.316419729745876","2"
"Permanent","2010","Not Employed","no migration background","135","0.496680554258462","0.432481214176074","0.560879894340849","1"
"Permanent","2010","Not Employed","direct migration background","16","","","","1"
"Permanent","2010","Not Employed","indirect migration background","14","","","","1"
"Permanent","2010","Employed","no migration background","8514","0.854664403300116","0.847722629834066","0.861606176766165","1"
"Permanent","2010","Employed","direct migration background","1047","0.841143575753591","0.820781351028571","0.861505800478611","1"
"Permanent","2010","Employed","indirect migration background","441","0.719936161493899","0.683580270254124","0.756292052733674","1"
"Limited","2011","Not Employed","no migration background","108","0.45693252764899","0.397181498015263","0.516683557282717","2"
"Limited","2011","Not Employed","direct migration background","22","","","","2"
"Limited","2011","Not Employed","indirect migration background","16","","","","2"
"Limited","2011","Employed","no migration background","1633","0.146352924677019","0.140045118934698","0.152660730419339","2"
"Limited","2011","Employed","direct migration background","238","0.158998813953276","0.140222360644303","0.17777526726225","2"
"Limited","2011","Employed","indirect migration background","162","0.285062952316751","0.252381571743438","0.317744332890063","2"
"Permanent","2011","Not Employed","no migration background","159","0.54306747235101","0.483316442717283","0.602818501984737","1"
"Permanent","2011","Not Employed","direct migration background","37","0.637816997036125","0.515176426545479","0.760457567526771","1"
"Permanent","2011","Not Employed","indirect migration background","9","","","","1"
"Permanent","2011","Employed","no migration background","10429","0.853647075322981","0.847339269580661","0.859954881065302","1"
"Permanent","2011","Employed","direct migration background","1219","0.841001186046724","0.82222473273775","0.859777639355697","1"
"Permanent","2011","Employed","indirect migration background","571","0.714937047683249","0.682255667109937","0.747618428256561","1"
"Limited","2012","Not Employed","no migration background","116","0.376731312190124","0.322527177352845","0.430935447027404","2"
"Limited","2012","Employed","direct migration background","269","0.166614117989013","0.147911942065987","0.185316293912039","2"
"Limited","2012","Not Employed","direct migration background","16","","","","2"
"Limited","2012","Not Employed","indirect migration background","8","","","","2"
"Limited","2012","Employed","no migration background","1670","0.1457638527923","0.139399752222234","0.152127953362367","2"
"Limited","2012","Employed","indirect migration background","184","0.300526450394874","0.267603635990429","0.333449264799319","2"
"Permanent","2012","Not Employed","no migration background","191","0.623268687809876","0.569064552972596","0.677472822647155","1"
"Permanent","2012","Not Employed","direct migration background","33","0.778803654066998","0.662591108184466","0.895016199949529","1"
"Permanent","2012","Not Employed","indirect migration background","14","","","","1"
"Permanent","2012","Employed","no migration background","10140","0.8542361472077","0.847872046637633","0.860600247777766","1"
"Permanent","2012","Employed","direct migration background","1256","0.833385882010987","0.814683706087961","0.852088057934013","1"
"Permanent","2012","Employed","indirect migration background","561","0.699473549605126","0.666550735200681","0.732396364009571","1"
"Limited","2013","Not Employed","no migration background","132","0.31565789187174","0.273092139953737","0.358223643789742","2"
"Limited","2013","Not Employed","direct migration background","542","0.233302900552039","0.215673980876014","0.250931820228065","2"
"Limited","2013","Not Employed","indirect migration background","196","0.369506356191611","0.328833865209237","0.410178847173985","2"
"Limited","2013","Employed","no migration background","1634","0.14859058643061","0.141982360360214","0.155198812501006","2"
"Limited","2013","Employed","direct migration background","223","0.153355373033418","0.13399743301067","0.172713313056165","2"
"Limited","2013","Employed","indirect migration background","173","0.26330760603385","0.230445276909223","0.296169935158477","2"
"Permanent","2013","Not Employed","no migration background","326","0.68434210812826","0.641776356210258","0.726907860046263","1"
"Permanent","2013","Not Employed","direct migration background","1669","0.766697099447961","0.749068179771935","0.784326019123986","1"
