"plh0220","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1 Strongly disagree","2005","Saxony","no migration background","158","0.117918479015727","0.101487534478049","0.134349423553404"
"1 Strongly disagree","2005","Saxony","direct migration background","","","",""
"1 Strongly disagree","2005","Saxony","indirect migration background","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","no migration background","92","0.1343064557511","0.111596322694916","0.157016588807285"
"1 Strongly disagree","2005","Saxony-Anhalt","direct migration background","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","indirect migration background","","","",""
"1 Strongly disagree","2005","Thuringia","no migration background","74","0.102584619399925","0.0823764476162491","0.1227927911836"
"1 Strongly disagree","2005","Thuringia","direct migration background","","","",""
"1 Strongly disagree","2005","Thuringia","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","no migration background","61","0.134151366118819","0.106270216135297","0.16203251610234"
"2 on scale 1-7 ","2005","Schleswig-Holstein","direct migration background","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Hamburg","no migration background","","","",""
"2 on scale 1-7 ","2005","Hamburg","direct migration background","","","",""
"2 on scale 1-7 ","2005","Hamburg","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Lower Saxony","no migration background","158","0.10965269749561","0.0940218226877373","0.125283572303482"
"2 on scale 1-7 ","2005","Lower Saxony","direct migration background","","","",""
"2 on scale 1-7 ","2005","Lower Saxony","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Bremen","no migration background","","","",""
"2 on scale 1-7 ","2005","Bremen","direct migration background","","","",""
"2 on scale 1-7 ","2005","Bremen","indirect migration background","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","no migration background","412","0.127978601926285","0.116811836157322","0.139145367695249"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","direct migration background","66","0.095137889022769","0.0723887157236375","0.117887062321901"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","indirect migration background","33","0.13815137876487","0.0941278149418421","0.182174942587897"
"2 on scale 1-7 ","2005","Hesse","no migration background","126","0.141281515359165","0.120460019021716","0.162103011696615"
"2 on scale 1-7 ","2005","Hesse","direct migration background","","","",""
"2 on scale 1-7 ","2005","Hesse","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","no migration background","116","0.125127297778086","0.104630806688243","0.145623788867929"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","no migration background","247","0.143612965250384","0.127233478857837","0.15999245164293"
"2 on scale 1-7 ","2005","Baden-Württemberg","direct migration background","90","0.177510822346909","0.145223318772975","0.209798325920842"
"2 on scale 1-7 ","2005","Baden-Württemberg","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Bavaria","no migration background","301","0.126591768791029","0.11337644890511","0.139807088676949"
"2 on scale 1-7 ","2005","Bavaria","direct migration background","36","0.0940965812105568","0.0629248435775187","0.125268318843595"
"2 on scale 1-7 ","2005","Bavaria","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Berlin","no migration background","60","0.0951736885462281","0.0729200555819222","0.117427321510534"
"2 on scale 1-7 ","2005","Berlin","direct migration background","","","",""
"2 on scale 1-7 ","2005","Berlin","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Brandenburg","no migration background","104","0.140437983520378","0.117337604624026","0.16353836241673"
"2 on scale 1-7 ","2005","Brandenburg","direct migration background","","","",""
"2 on scale 1-7 ","2005","Brandenburg","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","no migration background","62","0.159044630814563","0.126563615935007","0.191525645694119"
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Saxony","no migration background","186","0.130231940939563","0.113085352757079","0.147378529122046"
"2 on scale 1-7 ","2005","Saxony","direct migration background","","","",""
"2 on scale 1-7 ","2005","Saxony","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","no migration background","104","0.117414113317219","0.095973964988137","0.138854261646301"
"2 on scale 1-7 ","2005","Saxony-Anhalt","direct migration background","","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Thuringia","no migration background","126","0.162515670434624","0.137944541451942","0.187086799417307"
"2 on scale 1-7 ","2005","Thuringia","direct migration background","","","",""
"2 on scale 1-7 ","2005","Thuringia","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","no migration background","84","0.151371085287346","0.122050507802959","0.180691662771734"
"3 on scale 1-7 ","2005","Schleswig-Holstein","direct migration background","","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Hamburg","no migration background","31","0.115252613200858","0.0764378937085083","0.154067332693208"
"3 on scale 1-7 ","2005","Hamburg","direct migration background","","","",""
"3 on scale 1-7 ","2005","Hamburg","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Lower Saxony","no migration background","209","0.139474629752466","0.122143640651636","0.156805618853295"
"3 on scale 1-7 ","2005","Lower Saxony","direct migration background","","","",""
"3 on scale 1-7 ","2005","Lower Saxony","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Bremen","no migration background","","","",""
"3 on scale 1-7 ","2005","Bremen","direct migration background","","","",""
"3 on scale 1-7 ","2005","Bremen","indirect migration background","","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","no migration background","434","0.116048947369074","0.105342882604243","0.126755012133904"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","direct migration background","85","0.134806028938479","0.108326572732816","0.161285485144141"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","indirect migration background","35","0.151476559583625","0.105736499796242","0.197216619371008"
"3 on scale 1-7 ","2005","Hesse","no migration background","151","0.147339816085893","0.126151721043702","0.168527911128085"
"3 on scale 1-7 ","2005","Hesse","direct migration background","","","",""
"3 on scale 1-7 ","2005","Hesse","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","no migration background","161","0.157047460314553","0.134507763352511","0.179587157276595"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","direct migration background","36","0.208855783865848","0.148107369077252","0.269604198654444"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","no migration background","264","0.15500058312617","0.138097602889747","0.171903563362593"
"3 on scale 1-7 ","2005","Baden-Württemberg","direct migration background","93","0.189752579675445","0.156619666220743","0.222885493130147"
"3 on scale 1-7 ","2005","Baden-Württemberg","indirect migration background","39","0.191849466048405","0.13897028520713","0.244728646889679"
"3 on scale 1-7 ","2005","Bavaria","no migration background","335","0.124593719935325","0.111468118549898","0.137719321320752"
"3 on scale 1-7 ","2005","Bavaria","direct migration background","51","0.147133589528345","0.109312889680096","0.184954289376593"
"3 on scale 1-7 ","2005","Bavaria","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Berlin","no migration background","71","0.0949371882739063","0.0727083174229043","0.117166059124908"
"3 on scale 1-7 ","2005","Berlin","direct migration background","","","",""
"3 on scale 1-7 ","2005","Berlin","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Brandenburg","no migration background","133","0.161267838368972","0.136815312138683","0.185720364599262"
"3 on scale 1-7 ","2005","Brandenburg","direct migration background","","","",""
"3 on scale 1-7 ","2005","Brandenburg","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","no migration background","67","0.115828313029196","0.0874060091863199","0.144250616872073"
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Saxony","no migration background","220","0.146058298956015","0.128065676644869","0.164050921267161"
"3 on scale 1-7 ","2005","Saxony","direct migration background","","","",""
"3 on scale 1-7 ","2005","Saxony","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","no migration background","118","0.11815597865653","0.0966572448050404","0.139654712508019"
"3 on scale 1-7 ","2005","Saxony-Anhalt","direct migration background","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Thuringia","no migration background","141","0.173952611184586","0.148705766838403","0.199199455530769"
"3 on scale 1-7 ","2005","Thuringia","direct migration background","","","",""
"3 on scale 1-7 ","2005","Thuringia","indirect migration background","","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","no migration background","118","0.219355856383026","0.185503156217718","0.253208556548334"
"4 on scale 1-7","2005","Schleswig-Holstein","direct migration background","","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","indirect migration background","","","",""
"4 on scale 1-7","2005","Hamburg","no migration background","40","0.143249815505286","0.100666883994886","0.185832747015686"
"4 on scale 1-7","2005","Hamburg","direct migration background","","","",""
"4 on scale 1-7","2005","Hamburg","indirect migration background","","","",""
"4 on scale 1-7","2005","Lower Saxony","no migration background","278","0.185109792353192","0.165680447913024","0.204539136793359"
"4 on scale 1-7","2005","Lower Saxony","direct migration background","38","0.167627008750652","0.115597888397282","0.219656129104022"
"4 on scale 1-7","2005","Lower Saxony","indirect migration background","","","",""
"4 on scale 1-7","2005","Bremen","no migration background","","","",""
"4 on scale 1-7","2005","Bremen","direct migration background","","","",""
"4 on scale 1-7","2005","Bremen","indirect migration background","","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","no migration background","702","0.215183422519897","0.201446683598112","0.228920161441682"
"4 on scale 1-7","2005","North Rhine-Westphalia","direct migration background","148","0.210117114109484","0.178530016118843","0.241704212100125"
"4 on scale 1-7","2005","North Rhine-Westphalia","indirect migration background","57","0.259762513155709","0.203816922214655","0.315708104096763"
"4 on scale 1-7","2005","Hesse","no migration background","225","0.219487983792096","0.194745742939054","0.244230224645138"
"4 on scale 1-7","2005","Hesse","direct migration background","39","0.174053206821244","0.122772323901669","0.225334089740819"
"4 on scale 1-7","2005","Hesse","indirect migration background","","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no migration background","193","0.207490554081573","0.182369813355715","0.23261129480743"
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"4 on scale 1-7","2005","Baden-Württemberg","no migration background","368","0.214944827814361","0.195758935513505","0.234130720115217"
"4 on scale 1-7","2005","Baden-Württemberg","direct migration background","131","0.21194974096502","0.177415464907627","0.246484017022413"
"4 on scale 1-7","2005","Baden-Württemberg","indirect migration background","40","0.201714328079407","0.147824620072089","0.255604036086725"
"4 on scale 1-7","2005","Bavaria","no migration background","514","0.204075920645429","0.188058299778788","0.220093541512071"
"4 on scale 1-7","2005","Bavaria","direct migration background","74","0.199797261559647","0.157107087755266","0.242487435364028"
"4 on scale 1-7","2005","Bavaria","indirect migration background","40","0.309459337537013","0.228421189263808","0.390497485810219"
"4 on scale 1-7","2005","Berlin","no migration background","119","0.180531900708282","0.151364155139067","0.209699646277498"
"4 on scale 1-7","2005","Berlin","direct migration background","","","",""
"4 on scale 1-7","2005","Berlin","indirect migration background","","","",""
"4 on scale 1-7","2005","Brandenburg","no migration background","169","0.192634336574371","0.166413883533532","0.218854789615211"
"4 on scale 1-7","2005","Brandenburg","direct migration background","","","",""
"4 on scale 1-7","2005","Brandenburg","indirect migration background","","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","no migration background","97","0.222806579119147","0.185848263195757","0.259764895042538"
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"4 on scale 1-7","2005","Saxony","no migration background","314","0.204800220856667","0.184240341164005","0.225360100549329"
"4 on scale 1-7","2005","Saxony","direct migration background","","","",""
"4 on scale 1-7","2005","Saxony","indirect migration background","","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","no migration background","167","0.180528172540328","0.154911149921119","0.206145195159536"
"4 on scale 1-7","2005","Saxony-Anhalt","direct migration background","","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","indirect migration background","","","",""
"4 on scale 1-7","2005","Thuringia","no migration background","187","0.199927468169657","0.173290176977116","0.226564759362197"
"4 on scale 1-7","2005","Thuringia","direct migration background","","","",""
"4 on scale 1-7","2005","Thuringia","indirect migration background","","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","no migration background","89","0.12287958305049","0.0960223282453563","0.149736837855624"
"5 on scale 1-7","2005","Schleswig-Holstein","direct migration background","","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","indirect migration background","","","",""
"5 on scale 1-7","2005","Hamburg","no migration background","42","0.128568526430263","0.0878824911954708","0.169254561665056"
"5 on scale 1-7","2005","Hamburg","direct migration background","","","",""
"5 on scale 1-7","2005","Hamburg","indirect migration background","","","",""
"5 on scale 1-7","2005","Lower Saxony","no migration background","232","0.144707492270919","0.127108137593377","0.162306846948462"
"5 on scale 1-7","2005","Lower Saxony","direct migration background","35","0.208358223449716","0.151788354694135","0.264928092205296"
"5 on scale 1-7","2005","Lower Saxony","indirect migration background","","","",""
"5 on scale 1-7","2005","Bremen","no migration background","","","",""
"5 on scale 1-7","2005","Bremen","direct migration background","","","",""
"5 on scale 1-7","2005","Bremen","indirect migration background","","","",""
"5 on scale 1-7","2005","North Rhine-Westphalia","no migration background","615","0.169581498345146","0.157037589272784","0.182125407417509"
"5 on scale 1-7","2005","North Rhine-Westphalia","direct migration background","114","0.203721992510047","0.172493646690934","0.23495033832916"
"5 on scale 1-7","2005","North Rhine-Westphalia","indirect migration background","37","0.176720976762521","0.128056768042495","0.225385185482548"
"5 on scale 1-7","2005","Hesse","no migration background","179","0.13560706095349","0.115140700627485","0.156073421279494"
"5 on scale 1-7","2005","Hesse","direct migration background","36","0.152851549965417","0.104182471012878","0.201520628917957"
"5 on scale 1-7","2005","Hesse","indirect migration background","","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no migration background","180","0.17770034619501","0.154019880278641","0.20138081211138"
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"5 on scale 1-7","2005","Baden-Württemberg","no migration background","322","0.174273503312818","0.156556012987345","0.191990993638292"
"5 on scale 1-7","2005","Baden-Württemberg","direct migration background","65","0.139783088171454","0.110481695877657","0.169084480465252"
"5 on scale 1-7","2005","Baden-Württemberg","indirect migration background","33","0.137988216106261","0.0916716993459036","0.184304732866619"
"5 on scale 1-7","2005","Bavaria","no migration background","414","0.164273184982633","0.149547286134031","0.178999083831235"
"5 on scale 1-7","2005","Bavaria","direct migration background","60","0.185425241745062","0.143931457766412","0.226919025723713"
"5 on scale 1-7","2005","Bavaria","indirect migration background","","","",""
"5 on scale 1-7","2005","Berlin","no migration background","117","0.18488331635081","0.155444617405258","0.214322015296361"
"5 on scale 1-7","2005","Berlin","direct migration background","","","",""
"5 on scale 1-7","2005","Berlin","indirect migration background","","","",""
"5 on scale 1-7","2005","Brandenburg","no migration background","174","0.19021548431623","0.164121171127862","0.216309797504598"
"5 on scale 1-7","2005","Brandenburg","direct migration background","","","",""
"5 on scale 1-7","2005","Brandenburg","indirect migration background","","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","no migration background","109","0.184142617665529","0.149718097892834","0.218567137438224"
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"5 on scale 1-7","2005","Saxony","no migration background","255","0.177916245612601","0.15843202361872","0.197400467606483"
"5 on scale 1-7","2005","Saxony","direct migration background","","","",""
"5 on scale 1-7","2005","Saxony","indirect migration background","","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","no migration background","155","0.176930970377872","0.151514853151582","0.202347087604163"
"5 on scale 1-7","2005","Saxony-Anhalt","direct migration background","","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","indirect migration background","","","",""
"5 on scale 1-7","2005","Thuringia","no migration background","152","0.161438635421424","0.136933319344593","0.185943951498255"
"5 on scale 1-7","2005","Thuringia","direct migration background","","","",""
"5 on scale 1-7","2005","Thuringia","indirect migration background","","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","no migration background","74","0.119067203636073","0.0925724667360017","0.145561940536145"
"6 on scale 1-7","2005","Schleswig-Holstein","direct migration background","","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","indirect migration background","","","",""
"6 on scale 1-7","2005","Hamburg","no migration background","47","0.204125166321721","0.155132386824315","0.253117945819127"
"6 on scale 1-7","2005","Hamburg","direct migration background","","","",""
"6 on scale 1-7","2005","Hamburg","indirect migration background","","","",""
"6 on scale 1-7","2005","Lower Saxony","no migration background","238","0.146706084165724","0.129006327807511","0.164405840523938"
"6 on scale 1-7","2005","Lower Saxony","direct migration background","","","",""
"6 on scale 1-7","2005","Lower Saxony","indirect migration background","","","",""
"6 on scale 1-7","2005","Bremen","no migration background","","","",""
"6 on scale 1-7","2005","Bremen","direct migration background","","","",""
"6 on scale 1-7","2005","Bremen","indirect migration background","","","",""
"6 on scale 1-7","2005","North Rhine-Westphalia","no migration background","568","0.155478506135741","0.143365953199948","0.167591059071534"
"6 on scale 1-7","2005","North Rhine-Westphalia","direct migration background","65","0.0942174976932405","0.071567122087689","0.116867873298792"
"6 on scale 1-7","2005","North Rhine-Westphalia","indirect migration background","34","0.125662051859706","0.0833724275527","0.167951676166711"
"6 on scale 1-7","2005","Hesse","no migration background","180","0.160192998022794","0.138267202016358","0.182118794029229"
"6 on scale 1-7","2005","Hesse","direct migration background","","","",""
"6 on scale 1-7","2005","Hesse","indirect migration background","","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no migration background","122","0.0953081536578866","0.0771175790218454","0.113498728293928"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"6 on scale 1-7","2005","Baden-Württemberg","no migration background","271","0.129469310543981","0.113789389416243","0.14514923167172"
"6 on scale 1-7","2005","Baden-Württemberg","direct migration background","54","0.0916175442398713","0.06724052245947","0.115994566020273"
"6 on scale 1-7","2005","Baden-Württemberg","indirect migration background","32","0.181030379972819","0.129321168320187","0.232739591625451"
"6 on scale 1-7","2005","Bavaria","no migration background","363","0.153394506339982","0.139072239860803","0.167716772819161"
"6 on scale 1-7","2005","Bavaria","direct migration background","41","0.126598912877944","0.0910967352282719","0.162101090527615"
"6 on scale 1-7","2005","Bavaria","indirect migration background","","","",""
"6 on scale 1-7","2005","Berlin","no migration background","128","0.208592907406869","0.177781637562236","0.239404177251502"
"6 on scale 1-7","2005","Berlin","direct migration background","","","",""
"6 on scale 1-7","2005","Berlin","indirect migration background","","","",""
"6 on scale 1-7","2005","Brandenburg","no migration background","123","0.11471874538212","0.0935304493853999","0.13590704137884"
"6 on scale 1-7","2005","Brandenburg","direct migration background","","","",""
"6 on scale 1-7","2005","Brandenburg","indirect migration background","","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","no migration background","72","0.107717341211902","0.0801828123752483","0.135251870048555"
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"6 on scale 1-7","2005","Saxony","no migration background","220","0.140645151496251","0.122933221717332","0.158357081275169"
"6 on scale 1-7","2005","Saxony","direct migration background","","","",""
"6 on scale 1-7","2005","Saxony","indirect migration background","","","",""
"6 on scale 1-7","2005","Saxony-Anhalt","no migration background","131","0.165518241195481","0.140765659628873","0.190270822762088"
"6 on scale 1-7","2005","Saxony-Anhalt","direct migration background","","","",""
"6 on scale 1-7","2005","Saxony-Anhalt","indirect migration background","","","",""
"6 on scale 1-7","2005","Thuringia","no migration background","112","0.106721609270194","0.086157554979292","0.127285663561097"
"6 on scale 1-7","2005","Thuringia","direct migration background","","","",""
"6 on scale 1-7","2005","Thuringia","indirect migration background","","","",""
"7 Strongly agree","2005","Schleswig-Holstein","no migration background","70","0.0851408729543178","0.0623091699360915","0.107972575972544"
"7 Strongly agree","2005","Schleswig-Holstein","direct migration background","","","",""
"7 Strongly agree","2005","Schleswig-Holstein","indirect migration background","","","",""
"7 Strongly agree","2005","Hamburg","no migration background","55","0.201503647358408","0.152746381801642","0.250260912915174"
"7 Strongly agree","2005","Hamburg","direct migration background","","","",""
"7 Strongly agree","2005","Hamburg","indirect migration background","","","",""
"7 Strongly agree","2005","Lower Saxony","no migration background","232","0.133863647594664","0.116829580175423","0.150897715013905"
"7 Strongly agree","2005","Lower Saxony","direct migration background","30","0.130268195506782","0.0833839026132354","0.177152488400328"
"7 Strongly agree","2005","Lower Saxony","indirect migration background","","","",""
"7 Strongly agree","2005","Bremen","no migration background","30","0.171076564278768","0.105582988923202","0.236570139634334"
"7 Strongly agree","2005","Bremen","direct migration background","","","",""
"7 Strongly agree","2005","Bremen","indirect migration background","","","",""
"7 Strongly agree","2005","North Rhine-Westphalia","no migration background","397","0.116320805830314","0.105603856660998","0.12703775499963"
"7 Strongly agree","2005","North Rhine-Westphalia","direct migration background","71","0.11959799508788","0.0944386041732052","0.144757386002554"
"7 Strongly agree","2005","North Rhine-Westphalia","indirect migration background","","","",""
"7 Strongly agree","2005","Hesse","no migration background","113","0.111895160905783","0.0930507906073694","0.130739531204196"
"7 Strongly agree","2005","Hesse","direct migration background","","","",""
"7 Strongly agree","2005","Hesse","indirect migration background","","","",""
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","no migration background","102","0.0981841077032775","0.0797504892816424","0.116617726124913"
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"7 Strongly agree","2005","Baden-Württemberg","no migration background","166","0.0879283237095593","0.0747017518884392","0.101154895530679"
"7 Strongly agree","2005","Baden-Württemberg","direct migration background","34","0.0745571507717821","0.0523610643713984","0.0967532371721657"
"7 Strongly agree","2005","Baden-Württemberg","indirect migration background","","","",""
"7 Strongly agree","2005","Bavaria","no migration background","241","0.103197496508574","0.0911068564422526","0.115288136574896"
"7 Strongly agree","2005","Bavaria","direct migration background","36","0.125446817035393","0.0900832490704154","0.160810385000371"
"7 Strongly agree","2005","Bavaria","indirect migration background","","","",""
"7 Strongly agree","2005","Berlin","no migration background","124","0.16276188264216","0.134768156585883","0.190755608698438"
"7 Strongly agree","2005","Berlin","direct migration background","","","",""
"7 Strongly agree","2005","Berlin","indirect migration background","","","",""
"7 Strongly agree","2005","Brandenburg","no migration background","86","0.105552930631917","0.0851237629354685","0.125982098328365"
"7 Strongly agree","2005","Brandenburg","direct migration background","","","",""
"7 Strongly agree","2005","Brandenburg","indirect migration background","","","",""
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","no migration background","48","0.122101039120611","0.0930229704477221","0.151179107793501"
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"7 Strongly agree","2005","Saxony","no migration background","127","0.0824296631231765","0.0684183551715205","0.0964409710748325"
"7 Strongly agree","2005","Saxony","direct migration background","","","",""
"7 Strongly agree","2005","Saxony","indirect migration background","","","",""
"7 Strongly agree","2005","Saxony-Anhalt","no migration background","99","0.10714606816147","0.086546056219799","0.127746080103141"
"7 Strongly agree","2005","Saxony-Anhalt","direct migration background","","","",""
"7 Strongly agree","2005","Saxony-Anhalt","indirect migration background","","","",""
"7 Strongly agree","2005","Thuringia","no migration background","74","0.0928593861195903","0.0735290522647098","0.112189719974471"
"7 Strongly agree","2005","Thuringia","direct migration background","","","",""
"7 Strongly agree","2005","Thuringia","indirect migration background","","","",""
"1 Strongly disagree","2006","Schleswig-Holstein","no migration background","","","",""
"1 Strongly disagree","2006","Schleswig-Holstein","direct migration background","","","",""
"1 Strongly disagree","2006","Schleswig-Holstein","indirect migration background","","","",""
"1 Strongly disagree","2006","Hamburg","no migration background","","","",""
