"plh0220","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","Employed","Female","1067","0.154593150525232","0.145512043915706","0.163674257134758"
"7 Strongly agree","2005","Not Employed","Male","302","0.0947850590146784","0.0845396555368377","0.105030462492519"
"7 Strongly agree","2005","Not Employed","Female","632","0.13249156407524","0.122757681573834","0.142225446576645"
"7 Strongly agree","2005","Employed","Male","539","0.0796098798404352","0.0731350720462511","0.0860846876346194"
"7 Strongly agree","2005","Employed","Female","822","0.138323100213108","0.129650878920918","0.146995321505298"
"1 Strongly disagree","2006","Not Employed","Male","","","",""
"1 Strongly disagree","2006","Not Employed","Female","","","",""
"1 Strongly disagree","2006","Employed","Male","","","",""
"1 Strongly disagree","2006","Employed","Female","","","",""
"2 on scale 1-7 ","2006","Not Employed","Male","","","",""
"2 on scale 1-7 ","2006","Not Employed","Female","","","",""
"2 on scale 1-7 ","2006","Employed","Male","","","",""
"2 on scale 1-7 ","2006","Employed","Female","","","",""
"3 on scale 1-7 ","2006","Not Employed","Male","","","",""
"3 on scale 1-7 ","2006","Not Employed","Female","","","",""
"3 on scale 1-7 ","2006","Employed","Male","","","",""
"3 on scale 1-7 ","2006","Employed","Female","","","",""
"4 on scale 1-7","2006","Not Employed","Male","","","",""
"4 on scale 1-7","2006","Not Employed","Female","","","",""
"4 on scale 1-7","2006","Employed","Male","","","",""
"4 on scale 1-7","2006","Employed","Female","","","",""
"5 on scale 1-7","2006","Not Employed","Male","","","",""
"5 on scale 1-7","2006","Not Employed","Female","","","",""
"5 on scale 1-7","2006","Employed","Male","","","",""
"5 on scale 1-7","2006","Employed","Female","","","",""
"6 on scale 1-7","2006","Not Employed","Male","","","",""
"6 on scale 1-7","2006","Not Employed","Female","","","",""
"6 on scale 1-7","2006","Employed","Male","","","",""
"6 on scale 1-7","2006","Employed","Female","","","",""
"7 Strongly agree","2006","Not Employed","Male","","","",""
"7 Strongly agree","2006","Not Employed","Female","","","",""
"7 Strongly agree","2006","Employed","Male","","","",""
"7 Strongly agree","2006","Employed","Female","","","",""
"1 Strongly disagree","2007","Not Employed","Male","","","",""
"1 Strongly disagree","2007","Not Employed","Female","","","",""
"1 Strongly disagree","2007","Employed","Male","","","",""
"1 Strongly disagree","2007","Employed","Female","","","",""
"2 on scale 1-7 ","2007","Not Employed","Male","","","",""
"2 on scale 1-7 ","2007","Not Employed","Female","","","",""
"2 on scale 1-7 ","2007","Employed","Male","","","",""
"2 on scale 1-7 ","2007","Employed","Female","","","",""
"3 on scale 1-7 ","2007","Not Employed","Male","","","",""
"3 on scale 1-7 ","2007","Not Employed","Female","","","",""
"3 on scale 1-7 ","2007","Employed","Male","","","",""
"3 on scale 1-7 ","2007","Employed","Female","","","",""
"4 on scale 1-7","2007","Not Employed","Male","","","",""
"4 on scale 1-7","2007","Not Employed","Female","","","",""
"4 on scale 1-7","2007","Employed","Male","","","",""
"4 on scale 1-7","2007","Employed","Female","","","",""
"5 on scale 1-7","2007","Not Employed","Male","","","",""
"5 on scale 1-7","2007","Not Employed","Female","","","",""
"5 on scale 1-7","2007","Employed","Male","","","",""
"5 on scale 1-7","2007","Employed","Female","","","",""
"6 on scale 1-7","2007","Not Employed","Male","","","",""
"6 on scale 1-7","2007","Not Employed","Female","","","",""
"6 on scale 1-7","2007","Employed","Male","","","",""
"6 on scale 1-7","2007","Employed","Female","","","",""
"7 Strongly agree","2007","Not Employed","Male","","","",""
"7 Strongly agree","2007","Not Employed","Female","","","",""
"7 Strongly agree","2007","Employed","Male","","","",""
"7 Strongly agree","2007","Employed","Female","","","",""
"1 Strongly disagree","2008","Not Employed","Male","","","",""
"1 Strongly disagree","2008","Not Employed","Female","","","",""
"1 Strongly disagree","2008","Employed","Male","","","",""
"1 Strongly disagree","2008","Employed","Female","","","",""
"2 on scale 1-7 ","2008","Not Employed","Male","","","",""
"2 on scale 1-7 ","2008","Not Employed","Female","","","",""
"2 on scale 1-7 ","2008","Employed","Male","","","",""
"2 on scale 1-7 ","2008","Employed","Female","","","",""
"3 on scale 1-7 ","2008","Not Employed","Male","","","",""
"3 on scale 1-7 ","2008","Not Employed","Female","","","",""
"3 on scale 1-7 ","2008","Employed","Male","","","",""
"3 on scale 1-7 ","2008","Employed","Female","","","",""
"4 on scale 1-7","2008","Not Employed","Male","","","",""
"4 on scale 1-7","2008","Not Employed","Female","","","",""
"4 on scale 1-7","2008","Employed","Male","","","",""
"4 on scale 1-7","2008","Employed","Female","","","",""
"5 on scale 1-7","2008","Not Employed","Male","","","",""
"5 on scale 1-7","2008","Not Employed","Female","","","",""
"5 on scale 1-7","2008","Employed","Male","","","",""
"5 on scale 1-7","2008","Employed","Female","","","",""
"6 on scale 1-7","2008","Not Employed","Male","","","",""
"6 on scale 1-7","2008","Not Employed","Female","","","",""
"6 on scale 1-7","2008","Employed","Male","","","",""
"6 on scale 1-7","2008","Employed","Female","","","",""
"7 Strongly agree","2008","Not Employed","Male","","","",""
"7 Strongly agree","2008","Not Employed","Female","","","",""
"7 Strongly agree","2008","Employed","Male","","","",""
"7 Strongly agree","2008","Employed","Female","","","",""
"1 Strongly disagree","2009","Not Employed","Male","363","0.149558679754591","0.136395781488167","0.162721578021015"
"1 Strongly disagree","2009","Not Employed","Female","350","0.10699336664578","0.0973108561401066","0.116675877151454"
"1 Strongly disagree","2009","Employed","Male","767","0.137771676845731","0.128857734979404","0.146685618712058"
"1 Strongly disagree","2009","Employed","Female","490","0.106094996941102","0.0979152044717249","0.11427478941048"
"2 on scale 1-7 ","2009","Not Employed","Male","412","0.156098283690908","0.142702487359774","0.169494080022042"
"2 on scale 1-7 ","2009","Not Employed","Female","419","0.116021302765027","0.105989661891957","0.126052943638096"
"2 on scale 1-7 ","2009","Employed","Male","1059","0.188880234013282","0.178757112934154","0.199003355092409"
"2 on scale 1-7 ","2009","Employed","Female","631","0.118222505118204","0.109646624375499","0.126798385860908"
"3 on scale 1-7 ","2009","Not Employed","Male","469","0.155163301163312","0.141800287030427","0.168526315296197"
"3 on scale 1-7 ","2009","Not Employed","Female","562","0.144574303641456","0.133558430945191","0.15559017633772"
"3 on scale 1-7 ","2009","Employed","Male","1014","0.175595665838423","0.165755425356102","0.185435906320745"
"3 on scale 1-7 ","2009","Employed","Female","766","0.152532394243577","0.142982649887391","0.162082138599763"
"4 on scale 1-7","2009","Not Employed","Male","551","0.190113489736099","0.175631038114281","0.204595941357916"
"4 on scale 1-7","2009","Not Employed","Female","764","0.202361089660783","0.189776215472488","0.214945963849078"
"4 on scale 1-7","2009","Employed","Male","1085","0.188100032465938","0.177992983257788","0.198207081674087"
"4 on scale 1-7","2009","Employed","Female","1058","0.185883976166726","0.175551289085823","0.196216663247628"
"5 on scale 1-7","2009","Not Employed","Male","478","0.16667289431952","0.152917793447253","0.180427995191788"
"5 on scale 1-7","2009","Not Employed","Female","735","0.175064852624273","0.163160888950628","0.186968816297918"
"5 on scale 1-7","2009","Employed","Male","786","0.133987790927566","0.125177843765666","0.142797738089466"
"5 on scale 1-7","2009","Employed","Female","934","0.151353048663035","0.141833677436679","0.160872419889392"
"6 on scale 1-7","2009","Not Employed","Male","328","0.115034182599346","0.103258116348449","0.126810248850244"
"6 on scale 1-7","2009","Not Employed","Female","562","0.135115009740134","0.124406890802774","0.145823128677493"
"6 on scale 1-7","2009","Employed","Male","636","0.103190399151542","0.0953226871607949","0.111058111142288"
"6 on scale 1-7","2009","Employed","Female","882","0.157565426282512","0.147888271123188","0.167242581441836"
"7 Strongly agree","2009","Not Employed","Male","219","0.0673591687362241","0.0581083726305976","0.0766099648418506"
"7 Strongly agree","2009","Not Employed","Female","523","0.119870074922548","0.109695623795301","0.130044526049795"
"7 Strongly agree","2009","Employed","Male","396","0.0724742007575184","0.0657686662865483","0.0791797352284884"
"7 Strongly agree","2009","Employed","Female","684","0.128347652584844","0.119463525425104","0.137231779744584"
"1 Strongly disagree","2010","Not Employed","Male","","","",""
"1 Strongly disagree","2010","Not Employed","Female","","","",""
"1 Strongly disagree","2010","Employed","Male","","","",""
"1 Strongly disagree","2010","Employed","Female","","","",""
"2 on scale 1-7 ","2010","Not Employed","Male","","","",""
"2 on scale 1-7 ","2010","Not Employed","Female","","","",""
"2 on scale 1-7 ","2010","Employed","Male","","","",""
"2 on scale 1-7 ","2010","Employed","Female","","","",""
"3 on scale 1-7 ","2010","Not Employed","Male","","","",""
"3 on scale 1-7 ","2010","Not Employed","Female","","","",""
"3 on scale 1-7 ","2010","Employed","Male","","","",""
"3 on scale 1-7 ","2010","Employed","Female","","","",""
"4 on scale 1-7","2010","Not Employed","Male","","","",""
"4 on scale 1-7","2010","Not Employed","Female","","","",""
"4 on scale 1-7","2010","Employed","Male","","","",""
"4 on scale 1-7","2010","Employed","Female","","","",""
"5 on scale 1-7","2010","Not Employed","Male","","","",""
"5 on scale 1-7","2010","Not Employed","Female","","","",""
"5 on scale 1-7","2010","Employed","Male","","","",""
"5 on scale 1-7","2010","Employed","Female","","","",""
"6 on scale 1-7","2010","Not Employed","Male","","","",""
"6 on scale 1-7","2010","Not Employed","Female","","","",""
"6 on scale 1-7","2010","Employed","Male","","","",""
"6 on scale 1-7","2010","Employed","Female","","","",""
"7 Strongly agree","2010","Not Employed","Male","","","",""
"7 Strongly agree","2010","Not Employed","Female","","","",""
"7 Strongly agree","2010","Employed","Male","","","",""
"7 Strongly agree","2010","Employed","Female","","","",""
"1 Strongly disagree","2011","Not Employed","Male","","","",""
"1 Strongly disagree","2011","Not Employed","Female","","","",""
"1 Strongly disagree","2011","Employed","Male","","","",""
"1 Strongly disagree","2011","Employed","Female","","","",""
"2 on scale 1-7 ","2011","Not Employed","Male","","","",""
"2 on scale 1-7 ","2011","Not Employed","Female","","","",""
"2 on scale 1-7 ","2011","Employed","Male","","","",""
"2 on scale 1-7 ","2011","Employed","Female","","","",""
"3 on scale 1-7 ","2011","Not Employed","Male","","","",""
"3 on scale 1-7 ","2011","Not Employed","Female","","","",""
"3 on scale 1-7 ","2011","Employed","Male","","","",""
"3 on scale 1-7 ","2011","Employed","Female","","","",""
"4 on scale 1-7","2011","Not Employed","Male","","","",""
"4 on scale 1-7","2011","Not Employed","Female","","","",""
"4 on scale 1-7","2011","Employed","Male","","","",""
"4 on scale 1-7","2011","Employed","Female","","","",""
"5 on scale 1-7","2011","Not Employed","Male","","","",""
"5 on scale 1-7","2011","Not Employed","Female","","","",""
"5 on scale 1-7","2011","Employed","Male","","","",""
"5 on scale 1-7","2011","Employed","Female","","","",""
"6 on scale 1-7","2011","Not Employed","Male","","","",""
"6 on scale 1-7","2011","Not Employed","Female","","","",""
"6 on scale 1-7","2011","Employed","Male","","","",""
"6 on scale 1-7","2011","Employed","Female","","","",""
"7 Strongly agree","2011","Not Employed","Male","","","",""
"7 Strongly agree","2011","Not Employed","Female","","","",""
"7 Strongly agree","2011","Employed","Male","","","",""
"7 Strongly agree","2011","Employed","Female","","","",""
"1 Strongly disagree","2012","Not Employed","Male","59","0.175217825029013","0.135672723917178","0.214762926140847"
"1 Strongly disagree","2012","Not Employed","Female","139","0.103178929805859","0.0870652482018188","0.119292611409899"
"1 Strongly disagree","2012","Employed","Male","381","0.157150849562793","0.142901637463796","0.17140006166179"
"1 Strongly disagree","2012","Employed","Female","244","0.101137860526014","0.0900312490087709","0.112244472043258"
"2 on scale 1-7 ","2012","Not Employed","Male","50","0.136703425862768","0.100967616521068","0.172439235204468"
"2 on scale 1-7 ","2012","Not Employed","Female","154","0.117055592077816","0.100025808447763","0.134085375707868"
"2 on scale 1-7 ","2012","Employed","Male","427","0.177700104069382","0.162733732734891","0.192666475403874"
"2 on scale 1-7 ","2012","Employed","Female","284","0.108825605519794","0.0973539775984008","0.120297233441188"
"3 on scale 1-7 ","2012","Not Employed","Male","56","0.137205638733708","0.101414662568894","0.172996614898522"
"3 on scale 1-7 ","2012","Not Employed","Female","171","0.113566791482883","0.0967596036415144","0.130373979324251"
"3 on scale 1-7 ","2012","Employed","Male","356","0.15042234002466","0.13642597469294","0.16441870535638"
"3 on scale 1-7 ","2012","Employed","Female","334","0.123414011803633","0.11129805674968","0.135529966857585"
"4 on scale 1-7","2012","Not Employed","Male","64","0.206479758662304","0.164373014544392","0.248586502780215"
"4 on scale 1-7","2012","Not Employed","Female","219","0.169050973828942","0.149197230773627","0.188904716884258"
"4 on scale 1-7","2012","Employed","Male","413","0.167726161049861","0.153097954534416","0.182354367565306"
"4 on scale 1-7","2012","Employed","Female","478","0.163196865094586","0.149584120019603","0.176809610169569"
"5 on scale 1-7","2012","Not Employed","Male","48","0.105692728899368","0.0737111536579118","0.137674304140825"
"5 on scale 1-7","2012","Not Employed","Female","249","0.175984399283462","0.155812296655391","0.196156501911532"
"5 on scale 1-7","2012","Employed","Male","410","0.152380113491573","0.138309200656192","0.166451026326955"
"5 on scale 1-7","2012","Employed","Female","582","0.195288683264285","0.180685862678499","0.209891503850072"
"6 on scale 1-7","2012","Not Employed","Male","44","0.140132266657467","0.10402298789252","0.176241545422415"
"6 on scale 1-7","2012","Not Employed","Female","242","0.166777424193666","0.147030679453928","0.186524168933403"
"6 on scale 1-7","2012","Employed","Male","328","0.127525865181399","0.114466171895505","0.140585558467293"
"6 on scale 1-7","2012","Employed","Female","495","0.17174840820319","0.157855100440336","0.185641715966045"
"7 Strongly agree","2012","Not Employed","Male","34","0.0985683561553722","0.0675606906018671","0.129576021708877"
"7 Strongly agree","2012","Not Employed","Female","195","0.154385889327374","0.13524613850007","0.173525640154677"
"7 Strongly agree","2012","Employed","Male","191","0.0670945666203325","0.0572992146703618","0.0768899185703032"
"7 Strongly agree","2012","Employed","Female","414","0.136388565588497","0.123746258679235","0.14903087249776"
"1 Strongly disagree","2013","Not Employed","Male","385","0.13317281586994","0.121292744400474","0.145052887339406"
"1 Strongly disagree","2013","Not Employed","Female","314","0.0803882592017843","0.0720748609434933","0.0887016574600752"
"1 Strongly disagree","2013","Employed","Male","648","0.124728410202473","0.116108381777821","0.133348438627126"
"1 Strongly disagree","2013","Employed","Female","390","0.0768056958295519","0.0699937323241273","0.0836176593349766"
"2 on scale 1-7 ","2013","Not Employed","Male","370","0.131189771274321","0.119385003423765","0.142994539124877"
"2 on scale 1-7 ","2013","Not Employed","Female","338","0.0849762751807726","0.0764502807831116","0.0935022695784335"
"2 on scale 1-7 ","2013","Employed","Male","903","0.159906408548456","0.15034435087108","0.169468466225833"
"2 on scale 1-7 ","2013","Employed","Female","584","0.0974312301073759","0.0898451349788656","0.105017325235886"
"3 on scale 1-7 ","2013","Not Employed","Male","464","0.147408135651674","0.13501228544563","0.159803985857717"
"3 on scale 1-7 ","2013","Not Employed","Female","436","0.111738066294235","0.102105297832129","0.12137083475634"
"3 on scale 1-7 ","2013","Employed","Male","941","0.160677887763758","0.151097193575046","0.170258581952471"
"3 on scale 1-7 ","2013","Employed","Female","742","0.127087584219164","0.118567067402862","0.135608101035466"
"4 on scale 1-7","2013","Not Employed","Male","553","0.169873358939786","0.15674290278909","0.183003815090481"
"4 on scale 1-7","2013","Not Employed","Female","705","0.174465041372607","0.16286119517816","0.186068887567055"
"4 on scale 1-7","2013","Employed","Male","1007","0.180107558149282","0.170082220716113","0.190132895582451"
"4 on scale 1-7","2013","Employed","Female","1070","0.18471307349866","0.174785728911503","0.194640418085818"
"5 on scale 1-7","2013","Not Employed","Male","580","0.177203497423944","0.163852080316761","0.190554914531127"
"5 on scale 1-7","2013","Not Employed","Female","809","0.191477976989342","0.179447430308737","0.203508523669946"
"5 on scale 1-7","2013","Employed","Male","880","0.146581853525003","0.137354532515136","0.15580917453487"
"5 on scale 1-7","2013","Employed","Female","1112","0.184584308387302","0.174659640972878","0.194508975801725"
"6 on scale 1-7","2013","Not Employed","Male","477","0.140619045162693","0.128463905999455","0.15277418432593"
"6 on scale 1-7","2013","Not Employed","Female","817","0.190130472842212","0.178132346975922","0.202128598708502"
"6 on scale 1-7","2013","Employed","Male","789","0.142141858686577","0.133031754953704","0.151251962419451"
"6 on scale 1-7","2013","Employed","Female","1112","0.18534461868711","0.175404169805232","0.195285067568987"
"7 Strongly agree","2013","Not Employed","Male","313","0.100533375677643","0.0900187779989905","0.111047973356296"
"7 Strongly agree","2013","Not Employed","Female","690","0.166823908119048","0.155424624333839","0.178223191904257"
"7 Strongly agree","2013","Employed","Male","476","0.0858560231244501","0.0785472030030336","0.0931648432458666"
"7 Strongly agree","2013","Employed","Female","860","0.144033489270837","0.135051155929882","0.153015822611792"
"1 Strongly disagree","2014","Not Employed","Male","","","",""
"1 Strongly disagree","2014","Not Employed","Female","","","",""
"1 Strongly disagree","2014","Employed","Male","","","",""
"1 Strongly disagree","2014","Employed","Female","","","",""
"2 on scale 1-7 ","2014","Not Employed","Male","","","",""
"2 on scale 1-7 ","2014","Not Employed","Female","","","",""
"2 on scale 1-7 ","2014","Employed","Male","","","",""
"2 on scale 1-7 ","2014","Employed","Female","","","",""
"3 on scale 1-7 ","2014","Not Employed","Male","","","",""
"3 on scale 1-7 ","2014","Not Employed","Female","","","",""
"3 on scale 1-7 ","2014","Employed","Male","","","",""
"3 on scale 1-7 ","2014","Employed","Female","","","",""
"4 on scale 1-7","2014","Not Employed","Male","","","",""
"4 on scale 1-7","2014","Not Employed","Female","","","",""
"4 on scale 1-7","2014","Employed","Male","","","",""
"4 on scale 1-7","2014","Employed","Female","","","",""
"5 on scale 1-7","2014","Not Employed","Male","","","",""
"5 on scale 1-7","2014","Not Employed","Female","","","",""
"5 on scale 1-7","2014","Employed","Male","","","",""
"5 on scale 1-7","2014","Employed","Female","","","",""
"6 on scale 1-7","2014","Not Employed","Male","","","",""
"6 on scale 1-7","2014","Not Employed","Female","","","",""
"6 on scale 1-7","2014","Employed","Male","","","",""
"6 on scale 1-7","2014","Employed","Female","","","",""
"7 Strongly agree","2014","Not Employed","Male","","","",""
"7 Strongly agree","2014","Not Employed","Female","","","",""
"7 Strongly agree","2014","Employed","Male","","","",""
"7 Strongly agree","2014","Employed","Female","","","",""
"1 Strongly disagree","2015","Not Employed","Male","","","",""
"1 Strongly disagree","2015","Not Employed","Female","","","",""
"1 Strongly disagree","2015","Employed","Male","","","",""
"1 Strongly disagree","2015","Employed","Female","","","",""
"2 on scale 1-7 ","2015","Not Employed","Male","","","",""
"2 on scale 1-7 ","2015","Not Employed","Female","","","",""
"2 on scale 1-7 ","2015","Employed","Male","","","",""
"2 on scale 1-7 ","2015","Employed","Female","","","",""
"3 on scale 1-7 ","2015","Not Employed","Male","","","",""
"3 on scale 1-7 ","2015","Not Employed","Female","","","",""
"3 on scale 1-7 ","2015","Employed","Male","","","",""
"3 on scale 1-7 ","2015","Employed","Female","","","",""
"4 on scale 1-7","2015","Not Employed","Male","","","",""
"4 on scale 1-7","2015","Not Employed","Female","","","",""
"4 on scale 1-7","2015","Employed","Male","","","",""
"4 on scale 1-7","2015","Employed","Female","","","",""
"5 on scale 1-7","2015","Not Employed","Male","","","",""
"5 on scale 1-7","2015","Not Employed","Female","","","",""
"5 on scale 1-7","2015","Employed","Male","","","",""
"5 on scale 1-7","2015","Employed","Female","","","",""
"6 on scale 1-7","2015","Not Employed","Male","","","",""
"6 on scale 1-7","2015","Not Employed","Female","","","",""
"6 on scale 1-7","2015","Employed","Male","","","",""
"6 on scale 1-7","2015","Employed","Female","","","",""
"7 Strongly agree","2015","Not Employed","Male","","","",""
"7 Strongly agree","2015","Not Employed","Female","","","",""
"7 Strongly agree","2015","Employed","Male","","","",""
"7 Strongly agree","2015","Employed","Female","","","",""
"1 Strongly disagree","2016","Not Employed","Male","","","",""
"1 Strongly disagree","2016","Not Employed","Female","","","",""
"1 Strongly disagree","2016","Employed","Male","","","",""
"1 Strongly disagree","2016","Employed","Female","","","",""
"2 on scale 1-7 ","2016","Not Employed","Male","","","",""
"2 on scale 1-7 ","2016","Not Employed","Female","","","",""
"2 on scale 1-7 ","2016","Employed","Male","","","",""
"2 on scale 1-7 ","2016","Employed","Female","","","",""
"3 on scale 1-7 ","2016","Not Employed","Male","","","",""
"3 on scale 1-7 ","2016","Not Employed","Female","","","",""
"3 on scale 1-7 ","2016","Employed","Male","","","",""
"3 on scale 1-7 ","2016","Employed","Female","","","",""
"4 on scale 1-7","2016","Not Employed","Male","","","",""
"4 on scale 1-7","2016","Not Employed","Female","","","",""
"4 on scale 1-7","2016","Employed","Male","","","",""
"4 on scale 1-7","2016","Employed","Female","","","",""
"5 on scale 1-7","2016","Not Employed","Male","","","",""
"5 on scale 1-7","2016","Not Employed","Female","","","",""
"5 on scale 1-7","2016","Employed","Male","","","",""
"5 on scale 1-7","2016","Employed","Female","","","",""
"6 on scale 1-7","2016","Not Employed","Male","","","",""
"6 on scale 1-7","2016","Not Employed","Female","","","",""
"6 on scale 1-7","2016","Employed","Male","","","",""
"6 on scale 1-7","2016","Employed","Female","","","",""
"7 Strongly agree","2016","Not Employed","Male","","","",""
"7 Strongly agree","2016","Not Employed","Female","","","",""
"7 Strongly agree","2016","Employed","Male","","","",""
"7 Strongly agree","2016","Employed","Female","","","",""
"1 Strongly disagree","2017","Not Employed","Male","420","0.1148128809493","0.105916663630601","0.123709098267999"
"1 Strongly disagree","2017","Not Employed","Female","348","0.0616773683391973","0.0555132345671592","0.0678415021112355"
"1 Strongly disagree","2017","Employed","Male","1014","0.11652725122506","0.109857157017354","0.123197345432765"
"1 Strongly disagree","2017","Employed","Female","524","0.0613650776766345","0.0564913006141725","0.0662388547390966"
"2 on scale 1-7 ","2017","Not Employed","Male","494","0.138279963586866","0.128647103395437","0.147912823778295"
"2 on scale 1-7 ","2017","Not Employed","Female","442","0.0792151688181891","0.0722950062642852","0.0861353313720931"
"2 on scale 1-7 ","2017","Employed","Male","1392","0.155685381590204","0.148148395565303","0.163222367615104"
"2 on scale 1-7 ","2017","Employed","Female","958","0.110247104390636","0.103886843031616","0.116607365749657"
"3 on scale 1-7 ","2017","Not Employed","Male","579","0.14314572292215","0.133372558488781","0.15291888735552"
"3 on scale 1-7 ","2017","Not Employed","Female","591","0.116993508406125","0.108757896504339","0.12522912030791"
"3 on scale 1-7 ","2017","Employed","Male","1301","0.152116632727296","0.144650803572167","0.159582461882426"
"3 on scale 1-7 ","2017","Employed","Female","1077","0.12349395206662","0.116812713727928","0.130175190405313"
"4 on scale 1-7","2017","Not Employed","Male","783","0.181927134973273","0.171161559072785","0.192692710873761"
"4 on scale 1-7","2017","Not Employed","Female","957","0.171905041177725","0.162237469099234","0.181572613256216"
"4 on scale 1-7","2017","Employed","Male","1494","0.169179084696651","0.161385294980566","0.176972874412735"
"4 on scale 1-7","2017","Employed","Female","1579","0.167441886591781","0.159859673348396","0.175024099835166"
"5 on scale 1-7","2017","Not Employed","Male","759","0.156037548410279","0.145910831841106","0.166164264979451"
"5 on scale 1-7","2017","Not Employed","Female","1050","0.193954075942412","0.183822840913337","0.204085310971486"
"5 on scale 1-7","2017","Employed","Male","1466","0.16889022493306","0.161101738098655","0.176678711767465"
"5 on scale 1-7","2017","Employed","Female","1799","0.196011044325177","0.187949430800716","0.204072657849637"
"6 on scale 1-7","2017","Not Employed","Male","805","0.154551756950525","0.144464501489785","0.164639012411266"
"6 on scale 1-7","2017","Not Employed","Female","1106","0.186310566553895","0.176333999557358","0.196287133550432"
"6 on scale 1-7","2017","Employed","Male","1293","0.141176417614551","0.133937815635732","0.148415019593369"
"6 on scale 1-7","2017","Employed","Female","1901","0.187785812684511","0.179854896941381","0.19571672842764"
"7 Strongly agree","2017","Not Employed","Male","1093","0.111244992207607","0.102470463510476","0.120019520904737"
"7 Strongly agree","2017","Not Employed","Female","1357","0.189944270762457","0.179893402278974","0.199995139245941"
"7 Strongly agree","2017","Employed","Male","929","0.0964250072131793","0.0902888203098421","0.102561194116516"
"7 Strongly agree","2017","Employed","Female","1477","0.153655122264641","0.14633187213904","0.160978372390241"
"1 Strongly disagree","2018","Not Employed","Male","","","",""
"1 Strongly disagree","2018","Not Employed","Female","","","",""
"1 Strongly disagree","2018","Employed","Male","","","",""
"1 Strongly disagree","2018","Employed","Female","","","",""
"2 on scale 1-7 ","2018","Not Employed","Male","","","",""
"2 on scale 1-7 ","2018","Not Employed","Female","","","",""
"2 on scale 1-7 ","2018","Employed","Male","","","",""
"2 on scale 1-7 ","2018","Employed","Female","","","",""
"3 on scale 1-7 ","2018","Not Employed","Male","","","",""
"3 on scale 1-7 ","2018","Not Employed","Female","","","",""
"3 on scale 1-7 ","2018","Employed","Male","","","",""
"3 on scale 1-7 ","2018","Employed","Female","","","",""
"4 on scale 1-7","2018","Not Employed","Male","","","",""
"4 on scale 1-7","2018","Not Employed","Female","","","",""
"4 on scale 1-7","2018","Employed","Male","","","",""
"4 on scale 1-7","2018","Employed","Female","","","",""
"5 on scale 1-7","2018","Not Employed","Male","","","",""
"5 on scale 1-7","2018","Not Employed","Female","","","",""
"5 on scale 1-7","2018","Employed","Male","","","",""
"5 on scale 1-7","2018","Employed","Female","","","",""
"6 on scale 1-7","2018","Not Employed","Male","","","",""
"6 on scale 1-7","2018","Not Employed","Female","","","",""
"6 on scale 1-7","2018","Employed","Male","","","",""
"6 on scale 1-7","2018","Employed","Female","","","",""
"7 Strongly agree","2018","Not Employed","Male","","","",""
"7 Strongly agree","2018","Not Employed","Female","","","",""
"7 Strongly agree","2018","Employed","Male","","","",""
"7 Strongly agree","2018","Employed","Female","","","",""
