"plh0220","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2010","66 and older","","","","","5"
"5 on scale 1-7","2010","35-65 y.","","","","","5"
"5 on scale 1-7","2010","16-34 y.","","","","","5"
"6 on scale 1-7","2010","35-65 y.","","","","","6"
"6 on scale 1-7","2010","66 and older","","","","","6"
"6 on scale 1-7","2010","16-34 y.","","","","","6"
"7 Strongly agree","2010","66 and older","","","","","7"
"7 Strongly agree","2010","16-34 y.","","","","","7"
"7 Strongly agree","2010","35-65 y.","","","","","7"
"1 Strongly disagree","2011","35-65 y.","","","","","1"
"1 Strongly disagree","2011","66 and older","","","","","1"
"1 Strongly disagree","2011","16-34 y.","","","","","1"
"2 on scale 1-7 ","2011","66 and older","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","","","","","2"
"3 on scale 1-7 ","2011","35-65 y.","","","","","3"
"3 on scale 1-7 ","2011","66 and older","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","","","","","3"
"4 on scale 1-7","2011","66 and older","","","","","4"
"4 on scale 1-7","2011","35-65 y.","","","","","4"
"4 on scale 1-7","2011","16-34 y.","","","","","4"
"5 on scale 1-7","2011","66 and older","","","","","5"
"5 on scale 1-7","2011","35-65 y.","","","","","5"
"5 on scale 1-7","2011","16-34 y.","","","","","5"
"6 on scale 1-7","2011","35-65 y.","","","","","6"
"6 on scale 1-7","2011","66 and older","","","","","6"
"6 on scale 1-7","2011","16-34 y.","","","","","6"
"7 Strongly agree","2011","66 and older","","","","","7"
"7 Strongly agree","2011","16-34 y.","","","","","7"
"7 Strongly agree","2011","35-65 y.","","","","","7"
"1 Strongly disagree","2012","35-65 y.","515","0.117646492219212","0.108588316193242","0.126704668245183","1"
"1 Strongly disagree","2012","66 and older","2","","","","1"
"1 Strongly disagree","2012","16-34 y.","306","0.144497162788947","0.129727884848528","0.159266440729365","1"
"2 on scale 1-7 ","2012","66 and older","2","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","616","0.138208172896045","0.128505352224858","0.147910993567231","2"
"2 on scale 1-7 ","2012","16-34 y.","297","0.138044394824071","0.123554317128153","0.152534472519989","2"
"3 on scale 1-7 ","2012","66 and older","1","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","598","0.124076024811266","0.11480757508201","0.133344474540523","3"
"3 on scale 1-7 ","2012","16-34 y.","318","0.148382502412224","0.133450002873397","0.16331500195105","3"
"4 on scale 1-7","2012","66 and older","6","","","","4"
"4 on scale 1-7","2012","35-65 y.","787","0.157291176624405","0.147055397458065","0.167526955790744","4"
"4 on scale 1-7","2012","16-34 y.","381","0.187400380606315","0.171007985320529","0.203792775892101","4"
"5 on scale 1-7","2012","66 and older","7","","","","5"
"5 on scale 1-7","2012","35-65 y.","915","0.177482508122308","0.166740627877643","0.188224388366973","5"
"5 on scale 1-7","2012","16-34 y.","367","0.156931631535046","0.141652259028696","0.172211004041396","5"
"6 on scale 1-7","2012","66 and older","4","","","","6"
"6 on scale 1-7","2012","35-65 y.","827","0.171850183979249","0.161243993756439","0.182456374202059","6"
"6 on scale 1-7","2012","16-34 y.","278","0.117014271250849","0.10351174175071","0.130516800750989","6"
"7 Strongly agree","2012","66 and older","2","","","","7"
"7 Strongly agree","2012","16-34 y.","230","0.107729656582548","0.0947059457948041","0.120753367370291","7"
"7 Strongly agree","2012","35-65 y.","602","0.113445441347515","0.104529314990771","0.12236156770426","7"
"1 Strongly disagree","2013","35-65 y.","919","0.103563542506361","0.0976414911202906","0.109485593892431","1"
"1 Strongly disagree","2013","66 and older","438","0.0989103876617674","0.0905564878456361","0.107264287477899","1"
"1 Strongly disagree","2013","16-34 y.","380","0.10453925782079","0.0946674227822851","0.114411092859296","1"
"2 on scale 1-7 ","2013","66 and older","424","0.0937535111198396","0.0855970596182958","0.101909962621383","2"
"2 on scale 1-7 ","2013","16-34 y.","538","0.153029119845644","0.141413130964313","0.164645108726976","2"
"2 on scale 1-7 ","2013","35-65 y.","1233","0.121821926305531","0.115464768483192","0.128179084127871","2"
"3 on scale 1-7 ","2013","66 and older","580","0.120156406524961","0.111058100866287","0.129254712183636","3"
"3 on scale 1-7 ","2013","35-65 y.","1395","0.135160201482652","0.128515106146645","0.141805296818659","3"
"3 on scale 1-7 ","2013","16-34 y.","608","0.168849077759325","0.156761919736548","0.180936235782103","3"
"4 on scale 1-7","2013","66 and older","877","0.176943550313515","0.166264896713986","0.187622203913043","4"
"4 on scale 1-7","2013","35-65 y.","1833","0.184072258462945","0.17653993455415","0.19160458237174","4"
"4 on scale 1-7","2013","16-34 y.","625","0.166139652891432","0.154130338388003","0.178148967394862","4"
"5 on scale 1-7","2013","66 and older","965","0.188314892564505","0.177374813986618","0.199254971142393","5"
"5 on scale 1-7","2013","16-34 y.","630","0.159917945256597","0.148091768594528","0.171744121918666","5"
"5 on scale 1-7","2013","35-65 y.","1786","0.169375131574287","0.162084985089869","0.176665278058704","5"
"6 on scale 1-7","2013","66 and older","901","0.173001673354502","0.162417381994813","0.183585964714192","6"
"6 on scale 1-7","2013","35-65 y.","1777","0.171066588826966","0.163747594889559","0.178385582764373","6"
"6 on scale 1-7","2013","16-34 y.","517","0.138902372160274","0.127743612193728","0.15006113212682","6"
"7 Strongly agree","2013","66 and older","721","0.148919578460909","0.138957601839599","0.158881555082219","7"
"7 Strongly agree","2013","16-34 y.","392","0.108622574265936","0.0985827579065597","0.118662390625313","7"
"7 Strongly agree","2013","35-65 y.","1226","0.114940350841258","0.108741210088811","0.121139491593706","7"
"1 Strongly disagree","2014","35-65 y.","","","","","1"
"1 Strongly disagree","2014","66 and older","","","","","1"
"1 Strongly disagree","2014","16-34 y.","","","","","1"
"2 on scale 1-7 ","2014","66 and older","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","","","","","2"
"3 on scale 1-7 ","2014","66 and older","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","","","","","3"
"4 on scale 1-7","2014","35-65 y.","","","","","4"
"4 on scale 1-7","2014","66 and older","","","","","4"
"4 on scale 1-7","2014","16-34 y.","","","","","4"
"5 on scale 1-7","2014","66 and older","","","","","5"
"5 on scale 1-7","2014","35-65 y.","","","","","5"
"5 on scale 1-7","2014","16-34 y.","","","","","5"
"6 on scale 1-7","2014","66 and older","","","","","6"
"6 on scale 1-7","2014","35-65 y.","","","","","6"
"6 on scale 1-7","2014","16-34 y.","","","","","6"
"7 Strongly agree","2014","66 and older","","","","","7"
"7 Strongly agree","2014","16-34 y.","","","","","7"
"7 Strongly agree","2014","35-65 y.","","","","","7"
"1 Strongly disagree","2015","35-65 y.","","","","","1"
"1 Strongly disagree","2015","66 and older","","","","","1"
"1 Strongly disagree","2015","16-34 y.","","","","","1"
"2 on scale 1-7 ","2015","66 and older","","","","","2"
"2 on scale 1-7 ","2015","16-34 y.","","","","","2"
"2 on scale 1-7 ","2015","35-65 y.","","","","","2"
"3 on scale 1-7 ","2015","66 and older","","","","","3"
"3 on scale 1-7 ","2015","35-65 y.","","","","","3"
"3 on scale 1-7 ","2015","16-34 y.","","","","","3"
"4 on scale 1-7","2015","66 and older","","","","","4"
"4 on scale 1-7","2015","35-65 y.","","","","","4"
"4 on scale 1-7","2015","16-34 y.","","","","","4"
"5 on scale 1-7","2015","66 and older","","","","","5"
"5 on scale 1-7","2015","35-65 y.","","","","","5"
"5 on scale 1-7","2015","16-34 y.","","","","","5"
"6 on scale 1-7","2015","35-65 y.","","","","","6"
"6 on scale 1-7","2015","66 and older","","","","","6"
"6 on scale 1-7","2015","16-34 y.","","","","","6"
"7 Strongly agree","2015","66 and older","","","","","7"
"7 Strongly agree","2015","16-34 y.","","","","","7"
"7 Strongly agree","2015","35-65 y.","","","","","7"
"1 Strongly disagree","2016","35-65 y.","","","","","1"
"1 Strongly disagree","2016","66 and older","","","","","1"
"1 Strongly disagree","2016","16-34 y.","","","","","1"
"2 on scale 1-7 ","2016","66 and older","","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","","","","","2"
"2 on scale 1-7 ","2016","16-34 y.","","","","","2"
"3 on scale 1-7 ","2016","66 and older","","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","","","","","3"
"3 on scale 1-7 ","2016","16-34 y.","","","","","3"
"4 on scale 1-7","2016","66 and older","","","","","4"
"4 on scale 1-7","2016","35-65 y.","","","","","4"
"4 on scale 1-7","2016","16-34 y.","","","","","4"
"5 on scale 1-7","2016","66 and older","","","","","5"
"5 on scale 1-7","2016","35-65 y.","","","","","5"
"5 on scale 1-7","2016","16-34 y.","","","","","5"
"6 on scale 1-7","2016","35-65 y.","","","","","6"
"6 on scale 1-7","2016","66 and older","","","","","6"
"6 on scale 1-7","2016","16-34 y.","","","","","6"
"7 Strongly agree","2016","66 and older","","","","","7"
"7 Strongly agree","2016","16-34 y.","","","","","7"
"7 Strongly agree","2016","35-65 y.","","","","","7"
"1 Strongly disagree","2017","35-65 y.","1323","0.0915185525684602","0.0871262110423752","0.0959108940945452","1"
"1 Strongly disagree","2017","66 and older","336","0.073543960707358","0.0662884423222959","0.0807994790924201","1"
"1 Strongly disagree","2017","16-34 y.","647","0.0962915468771404","0.0895979766372432","0.102985117117038","1"
"2 on scale 1-7 ","2017","66 and older","467","0.0927949372366774","0.0847300666137127","0.100859807859642","2"
"2 on scale 1-7 ","2017","35-65 y.","1936","0.130119134341381","0.124994251162613","0.135244017520148","2"
"2 on scale 1-7 ","2017","16-34 y.","883","0.140761445593966","0.132870150063997","0.148652741123936","2"
"3 on scale 1-7 ","2017","66 and older","642","0.127416971033192","0.118148682393133","0.136685259673251","3"
"3 on scale 1-7 ","2017","35-65 y.","1958","0.128041040506905","0.122951177212135","0.133130903801676","3"
"3 on scale 1-7 ","2017","16-34 y.","948","0.157264751820958","0.14900416600033","0.165525337641585","3"
"4 on scale 1-7","2017","35-65 y.","2725","0.167228599118223","0.16154397601991","0.172913222216536","4"
"4 on scale 1-7","2017","66 and older","889","0.182991554884878","0.172243959019857","0.193739150749899","4"
"4 on scale 1-7","2017","16-34 y.","1199","0.167646425066959","0.1591702358309","0.176122614303017","4"
"5 on scale 1-7","2017","66 and older","946","0.185974597316244","0.17515955249988","0.196789642132608","5"
"5 on scale 1-7","2017","16-34 y.","1235","0.162779521332986","0.15440289050194","0.171156152164033","5"
"5 on scale 1-7","2017","35-65 y.","2893","0.18566442529493","0.179741318664394","0.191587531925466","5"
"6 on scale 1-7","2017","35-65 y.","2950","0.164393830903566","0.158748010286772","0.17003965152036","6"
"6 on scale 1-7","2017","16-34 y.","1213","0.158989432590657","0.150692177788596","0.167286687392719","6"
"6 on scale 1-7","2017","66 and older","942","0.178869955120389","0.168217316320504","0.189522593920275","6"
"7 Strongly agree","2017","66 and older","750","0.158408023701261","0.148259055026287","0.168556992376235","7"
"7 Strongly agree","2017","16-34 y.","1336","0.116266876717334","0.108993465522387","0.12354028791228","7"
"7 Strongly agree","2017","35-65 y.","2770","0.133034417266535","0.127861131931844","0.138207702601226","7"
"1 Strongly disagree","2018","35-65 y.","","","","","1"
"1 Strongly disagree","2018","66 and older","","","","","1"
"1 Strongly disagree","2018","16-34 y.","","","","","1"
"2 on scale 1-7 ","2018","66 and older","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","","","","","2"
"3 on scale 1-7 ","2018","35-65 y.","","","","","3"
"3 on scale 1-7 ","2018","66 and older","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","","","","","3"
"4 on scale 1-7","2018","35-65 y.","","","","","4"
"4 on scale 1-7","2018","66 and older","","","","","4"
"4 on scale 1-7","2018","16-34 y.","","","","","4"
"5 on scale 1-7","2018","16-34 y.","","","","","5"
"5 on scale 1-7","2018","35-65 y.","","","","","5"
"5 on scale 1-7","2018","66 and older","","","","","5"
"6 on scale 1-7","2018","35-65 y.","","","","","6"
"6 on scale 1-7","2018","66 and older","","","","","6"
"6 on scale 1-7","2018","16-34 y.","","","","","6"
"7 Strongly agree","2018","16-34 y.","","","","","7"
"7 Strongly agree","2018","35-65 y.","","","","","7"
"7 Strongly agree","2018","66 and older","","","","","7"
"1 Strongly disagree","2019","35-65 y.","1577","0.116690504231647","0.111561081669187","0.121819926794107","1"
"1 Strongly disagree","2019","66 and older","449","0.0870133802299831","0.079328199471901","0.0946985609880653","1"
"1 Strongly disagree","2019","16-34 y.","621","0.105713505740079","0.0975134920758339","0.113913519404324","1"
"2 on scale 1-7 ","2019","66 and older","500","0.106506434905405","0.098095146995875","0.114917722814935","2"
"2 on scale 1-7 ","2019","35-65 y.","1966","0.146099393998844","0.140456236933874","0.151742551063814","2"
"2 on scale 1-7 ","2019","16-34 y.","751","0.141795610436698","0.13249229467586","0.151098926197536","2"
"3 on scale 1-7 ","2019","16-34 y.","686","0.133475285428091","0.124405397756166","0.142545173100016","3"
"3 on scale 1-7 ","2019","35-65 y.","1723","0.116205741168913","0.111085579778065","0.121325902559761","3"
"3 on scale 1-7 ","2019","66 and older","572","0.111319040336809","0.102743005731825","0.119895074941793","3"
"4 on scale 1-7","2019","35-65 y.","2444","0.170815986801584","0.164803086719143","0.176828886884025","4"
"4 on scale 1-7","2019","16-34 y.","911","0.176607634986578","0.166437677028257","0.1867775929449","4"
"4 on scale 1-7","2019","66 and older","884","0.175829078360354","0.165449424906546","0.186208731814162","4"
"5 on scale 1-7","2019","16-34 y.","901","0.161918157860104","0.152093849279379","0.17174246644083","5"
"5 on scale 1-7","2019","35-65 y.","2648","0.171491156310776","0.165468837971929","0.177513474649623","5"
"5 on scale 1-7","2019","66 and older","944","0.178910383982151","0.168459767408184","0.189361000556118","5"
"6 on scale 1-7","2019","35-65 y.","2683","0.160422949040231","0.154559437323951","0.166286460756511","6"
"6 on scale 1-7","2019","16-34 y.","823","0.151233140492992","0.14167818442112","0.160788096564864","6"
"6 on scale 1-7","2019","66 and older","988","0.180627450425019","0.17013778971005","0.191117111139988","6"
"7 Strongly agree","2019","16-34 y.","708","0.129256665055457","0.120309559623364","0.13820377048755","7"
"7 Strongly agree","2019","35-65 y.","2008","0.118274268448004","0.11311478572262","0.123433751173388","7"
"7 Strongly agree","2019","66 and older","830","0.159794231760279","0.149803386359918","0.16978507716064","7"
