"plh0195","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"People are fair","2008","16-34 y.","Female","1248","0.523102508987087","0.50251044913937","0.543694568834803"
"People are fair","2008","35-65 y.","Male","2452","0.462833707981668","0.449074787132298","0.476592628831037"
"People are fair","2008","35-65 y.","Female","3002","0.528649539030583","0.515430710349812","0.541868367711354"
"People are fair","2008","66 and older","Male","1129","0.5551374790879","0.533417708215569","0.576857249960232"
"People are fair","2008","66 and older","Female","1367","0.611493390087424","0.591358213950846","0.631628566224001"
"People exploit","2009","16-34 y.","Male","","","",""
"People exploit","2009","16-34 y.","Female","","","",""
"People exploit","2009","35-65 y.","Male","","","",""
"People exploit","2009","35-65 y.","Female","","","",""
"People exploit","2009","66 and older","Male","","","",""
"People exploit","2009","66 and older","Female","","","",""
"People are fair","2009","16-34 y.","Male","","","",""
"People are fair","2009","16-34 y.","Female","","","",""
"People are fair","2009","35-65 y.","Male","","","",""
"People are fair","2009","35-65 y.","Female","","","",""
"People are fair","2009","66 and older","Male","","","",""
"People are fair","2009","66 and older","Female","","","",""
"People exploit","2010","16-34 y.","Male","","","",""
"People exploit","2010","16-34 y.","Female","","","",""
"People exploit","2010","35-65 y.","Male","","","",""
"People exploit","2010","35-65 y.","Female","","","",""
"People exploit","2010","66 and older","Male","","","",""
"People exploit","2010","66 and older","Female","","","",""
"People are fair","2010","16-34 y.","Male","","","",""
"People are fair","2010","16-34 y.","Female","","","",""
"People are fair","2010","35-65 y.","Male","","","",""
"People are fair","2010","35-65 y.","Female","","","",""
"People are fair","2010","66 and older","Male","","","",""
"People are fair","2010","66 and older","Female","","","",""
"People exploit","2011","16-34 y.","Male","","","",""
"People exploit","2011","16-34 y.","Female","","","",""
"People exploit","2011","35-65 y.","Male","","","",""
"People exploit","2011","35-65 y.","Female","","","",""
"People exploit","2011","66 and older","Male","","","",""
"People exploit","2011","66 and older","Female","","","",""
"People are fair","2011","16-34 y.","Male","","","",""
"People are fair","2011","16-34 y.","Female","","","",""
"People are fair","2011","35-65 y.","Male","","","",""
"People are fair","2011","35-65 y.","Female","","","",""
"People are fair","2011","66 and older","Male","","","",""
"People are fair","2011","66 and older","Female","","","",""
"People exploit","2012","16-34 y.","Male","","","",""
"People exploit","2012","16-34 y.","Female","","","",""
"People exploit","2012","35-65 y.","Male","","","",""
"People exploit","2012","35-65 y.","Female","","","",""
"People exploit","2012","66 and older","Male","","","",""
"People exploit","2012","66 and older","Female","","","",""
"People are fair","2012","16-34 y.","Male","","","",""
"People are fair","2012","16-34 y.","Female","","","",""
"People are fair","2012","35-65 y.","Male","","","",""
"People are fair","2012","35-65 y.","Female","","","",""
"People are fair","2012","66 and older","Male","","","",""
"People are fair","2012","66 and older","Female","","","",""
"People exploit","2013","16-34 y.","Male","1052","0.425022373838273","0.405334791354617","0.444709956321928"
"People exploit","2013","16-34 y.","Female","1306","0.412615675870797","0.395379828774092","0.429851522967502"
"People exploit","2013","35-65 y.","Male","2982","0.477229706647539","0.465124327339584","0.489335085955494"
"People exploit","2013","35-65 y.","Female","3176","0.422484153952357","0.411697778651445","0.43327052925327"
"People exploit","2013","66 and older","Male","878","0.377831936983114","0.358224999137539","0.39743887482869"
"People exploit","2013","66 and older","Female","803","0.327685905994081","0.309356474447565","0.346015337540598"
"People are fair","2013","16-34 y.","Male","1370","0.574977626161727","0.555290043678072","0.594665208645383"
"People are fair","2013","16-34 y.","Female","1828","0.587384324129203","0.570148477032498","0.604620171225908"
"People are fair","2013","35-65 y.","Male","3558","0.522770293352461","0.510664914044506","0.534875672660416"
"People are fair","2013","35-65 y.","Female","4880","0.577515846047643","0.56672947074673","0.588302221348555"
"People are fair","2013","66 and older","Male","1471","0.622168063016886","0.60256112517131","0.641775000862461"
"People are fair","2013","66 and older","Female","1716","0.672314094005919","0.653984662459402","0.690643525552435"
"People exploit","2014","16-34 y.","Male","","","",""
"People exploit","2014","16-34 y.","Female","","","",""
"People exploit","2014","35-65 y.","Male","","","",""
"People exploit","2014","35-65 y.","Female","","","",""
"People exploit","2014","66 and older","Male","","","",""
"People exploit","2014","66 and older","Female","","","",""
"People are fair","2014","16-34 y.","Male","","","",""
"People are fair","2014","16-34 y.","Female","","","",""
"People are fair","2014","35-65 y.","Male","","","",""
"People are fair","2014","35-65 y.","Female","","","",""
"People are fair","2014","66 and older","Male","","","",""
"People are fair","2014","66 and older","Female","","","",""
"People exploit","2015","16-34 y.","Male","","","",""
"People exploit","2015","16-34 y.","Female","","","",""
"People exploit","2015","35-65 y.","Male","","","",""
"People exploit","2015","35-65 y.","Female","","","",""
"People exploit","2015","66 and older","Male","","","",""
"People exploit","2015","66 and older","Female","","","",""
"People are fair","2015","16-34 y.","Male","","","",""
"People are fair","2015","16-34 y.","Female","","","",""
"People are fair","2015","35-65 y.","Male","","","",""
"People are fair","2015","35-65 y.","Female","","","",""
"People are fair","2015","66 and older","Male","","","",""
"People are fair","2015","66 and older","Female","","","",""
"People exploit","2016","16-34 y.","Male","","","",""
"People exploit","2016","16-34 y.","Female","","","",""
"People exploit","2016","35-65 y.","Male","","","",""
"People exploit","2016","35-65 y.","Female","","","",""
"People exploit","2016","66 and older","Male","","","",""
"People exploit","2016","66 and older","Female","","","",""
"People are fair","2016","16-34 y.","Male","","","",""
"People are fair","2016","16-34 y.","Female","","","",""
"People are fair","2016","35-65 y.","Male","","","",""
"People are fair","2016","35-65 y.","Female","","","",""
"People are fair","2016","66 and older","Male","","","",""
"People are fair","2016","66 and older","Female","","","",""
"People exploit","2017","16-34 y.","Male","","","",""
"People exploit","2017","16-34 y.","Female","","","",""
"People exploit","2017","35-65 y.","Male","","","",""
"People exploit","2017","35-65 y.","Female","","","",""
"People exploit","2017","66 and older","Male","","","",""
"People exploit","2017","66 and older","Female","","","",""
"People are fair","2017","16-34 y.","Male","","","",""
"People are fair","2017","16-34 y.","Female","","","",""
"People are fair","2017","35-65 y.","Male","","","",""
"People are fair","2017","35-65 y.","Female","","","",""
"People are fair","2017","66 and older","Male","","","",""
"People are fair","2017","66 and older","Female","","","",""
"People exploit","2018","16-34 y.","Male","1745","0.435498410050537","0.420084763493728","0.450912056607346"
"People exploit","2018","16-34 y.","Female","1617","0.420945659289936","0.405246148386962","0.43664517019291"
"People exploit","2018","35-65 y.","Male","3076","0.428235764925555","0.416936434294706","0.439535095556404"
"People exploit","2018","35-65 y.","Female","3340","0.396574461769365","0.386205405084984","0.406943518453745"
"People exploit","2018","66 and older","Male","801","0.346118640059106","0.327141033832118","0.365096246286093"
"People exploit","2018","66 and older","Female","711","0.277101758799638","0.259678983547823","0.294524534051454"
"People are fair","2018","16-34 y.","Male","2230","0.564501589949463","0.549087943392654","0.579915236506272"
"People are fair","2018","16-34 y.","Female","2182","0.579054340710064","0.56335482980709","0.594753851613038"
"People are fair","2018","35-65 y.","Male","4291","0.571764235074445","0.560464904443596","0.583063565705294"
"People are fair","2018","35-65 y.","Female","5210","0.603425538230635","0.593056481546255","0.613794594915016"
"People are fair","2018","66 and older","Male","1613","0.653881359940894","0.634903753713907","0.672858966167882"
"People are fair","2018","66 and older","Female","1824","0.722898241200362","0.705475465948546","0.740321016452177"
