"plh0195","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"People are fair","2011","no migration background","Urban Area","","","",""
"People are fair","2011","no migration background","Rural Area","","","",""
"People are fair","2011","direct migration background","Urban Area","","","",""
"People are fair","2011","direct migration background","Rural Area","","","",""
"People are fair","2011","indirect migration background","Urban Area","","","",""
"People are fair","2011","indirect migration background","Rural Area","","","",""
"People exploit","2012","no migration background","Urban Area","","","",""
"People exploit","2012","no migration background","Rural Area","","","",""
"People exploit","2012","direct migration background","Urban Area","","","",""
"People exploit","2012","direct migration background","Rural Area","","","",""
"People exploit","2012","indirect migration background","Urban Area","","","",""
"People exploit","2012","indirect migration background","Rural Area","","","",""
"People are fair","2012","no migration background","Urban Area","","","",""
"People are fair","2012","no migration background","Rural Area","","","",""
"People are fair","2012","direct migration background","Urban Area","","","",""
"People are fair","2012","direct migration background","Rural Area","","","",""
"People are fair","2012","indirect migration background","Urban Area","","","",""
"People are fair","2012","indirect migration background","Rural Area","","","",""
"People exploit","2013","no migration background","Urban Area","4970","0.394467178426066","0.386121780300733","0.402812576551399"
"People exploit","2013","no migration background","Rural Area","3484","0.433981571072038","0.423205495915847","0.444757646228228"
"People exploit","2013","direct migration background","Urban Area","900","0.474654356912796","0.452364571910435","0.496944141915158"
"People exploit","2013","direct migration background","Rural Area","293","0.476803339791222","0.437520360607951","0.516086318974492"
"People exploit","2013","indirect migration background","Urban Area","434","0.482606735688141","0.450814427511621","0.514399043864662"
"People exploit","2013","indirect migration background","Rural Area","116","0.549257685959062","0.483657632907397","0.614857739010727"
"People are fair","2013","no migration background","Urban Area","8205","0.605532821573934","0.597187423448601","0.613878219699267"
"People are fair","2013","no migration background","Rural Area","4642","0.566018428927962","0.555242353771772","0.576794504084153"
"People are fair","2013","direct migration background","Urban Area","1028","0.525345643087204","0.503055858084842","0.547635428089565"
"People are fair","2013","direct migration background","Rural Area","328","0.523196660208778","0.483913681025508","0.562479639392049"
"People are fair","2013","indirect migration background","Urban Area","515","0.517393264311859","0.485600956135338","0.549185572488379"
"People are fair","2013","indirect migration background","Rural Area","105","0.450742314040938","0.385142260989273","0.516342367092603"
"People exploit","2014","no migration background","Urban Area","","","",""
"People exploit","2014","no migration background","Rural Area","","","",""
"People exploit","2014","direct migration background","Urban Area","","","",""
"People exploit","2014","direct migration background","Rural Area","","","",""
"People exploit","2014","indirect migration background","Urban Area","","","",""
"People exploit","2014","indirect migration background","Rural Area","","","",""
"People are fair","2014","no migration background","Urban Area","","","",""
"People are fair","2014","no migration background","Rural Area","","","",""
"People are fair","2014","direct migration background","Urban Area","","","",""
"People are fair","2014","direct migration background","Rural Area","","","",""
"People are fair","2014","indirect migration background","Urban Area","","","",""
"People are fair","2014","indirect migration background","Rural Area","","","",""
"People exploit","2015","no migration background","Urban Area","","","",""
"People exploit","2015","no migration background","Rural Area","","","",""
"People exploit","2015","direct migration background","Urban Area","","","",""
"People exploit","2015","direct migration background","Rural Area","","","",""
"People exploit","2015","indirect migration background","Urban Area","","","",""
"People exploit","2015","indirect migration background","Rural Area","","","",""
"People are fair","2015","no migration background","Urban Area","","","",""
"People are fair","2015","no migration background","Rural Area","","","",""
"People are fair","2015","direct migration background","Urban Area","","","",""
"People are fair","2015","direct migration background","Rural Area","","","",""
"People are fair","2015","indirect migration background","Urban Area","","","",""
"People are fair","2015","indirect migration background","Rural Area","","","",""
"People exploit","2016","no migration background","Urban Area","","","",""
"People exploit","2016","no migration background","Rural Area","","","",""
"People exploit","2016","direct migration background","Urban Area","","","",""
"People exploit","2016","direct migration background","Rural Area","","","",""
"People exploit","2016","indirect migration background","Urban Area","","","",""
"People exploit","2016","indirect migration background","Rural Area","","","",""
"People are fair","2016","no migration background","Urban Area","","","",""
"People are fair","2016","no migration background","Rural Area","","","",""
"People are fair","2016","direct migration background","Urban Area","","","",""
"People are fair","2016","direct migration background","Rural Area","","","",""
"People are fair","2016","indirect migration background","Urban Area","","","",""
"People are fair","2016","indirect migration background","Rural Area","","","",""
"People exploit","2017","no migration background","Urban Area","","","",""
"People exploit","2017","no migration background","Rural Area","","","",""
"People exploit","2017","direct migration background","Urban Area","","","",""
"People exploit","2017","direct migration background","Rural Area","","","",""
"People exploit","2017","indirect migration background","Urban Area","","","",""
"People exploit","2017","indirect migration background","Rural Area","","","",""
"People are fair","2017","no migration background","Urban Area","","","",""
"People are fair","2017","no migration background","Rural Area","","","",""
"People are fair","2017","direct migration background","Urban Area","","","",""
"People are fair","2017","direct migration background","Rural Area","","","",""
"People are fair","2017","indirect migration background","Urban Area","","","",""
"People are fair","2017","indirect migration background","Rural Area","","","",""
"People exploit","2018","no migration background","Urban Area","4033","0.348368245872777","0.339762874982557","0.356973616762996"
"People exploit","2018","no migration background","Rural Area","3065","0.41896368038822","0.407741934070244","0.430185426706196"
"People exploit","2018","direct migration background","Urban Area","2569","0.454281423567399","0.441450932838875","0.467111914295924"
"People exploit","2018","direct migration background","Rural Area","854","0.455598288424847","0.433661841848264","0.477534735001429"
"People exploit","2018","indirect migration background","Urban Area","619","0.449599045049299","0.423141442661299","0.476056647437298"
"People exploit","2018","indirect migration background","Rural Area","150","0.437577139554442","0.382793408194268","0.492360870914617"
"People are fair","2018","no migration background","Urban Area","7743","0.651631754127224","0.643026383237004","0.660237125017443"
"People are fair","2018","no migration background","Rural Area","4361","0.58103631961178","0.569814573293804","0.592258065929756"
"People are fair","2018","direct migration background","Urban Area","3216","0.545718576432601","0.532888085704076","0.558549067161125"
"People are fair","2018","direct migration background","Rural Area","1126","0.544401711575153","0.522465264998571","0.566338158151736"
"People are fair","2018","indirect migration background","Urban Area","739","0.550400954950701","0.523943352562702","0.576858557338701"
"People are fair","2018","indirect migration background","Rural Area","165","0.562422860445557","0.507639129085383","0.617206591805732"
