"plh0195","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"People are fair","2011","Not Employed","Part Time","","","",""
"People are fair","2011","Not Employed","Not Working","","","",""
"People are fair","2011","Employed","Full Time","","","",""
"People are fair","2011","Employed","Part Time","","","",""
"People are fair","2011","Employed","Not Working","","","",""
"People exploit","2012","Not Employed","Full Time","","","",""
"People exploit","2012","Not Employed","Part Time","","","",""
"People exploit","2012","Not Employed","Not Working","","","",""
"People exploit","2012","Employed","Full Time","","","",""
"People exploit","2012","Employed","Part Time","","","",""
"People exploit","2012","Employed","Not Working","","","",""
"People are fair","2012","Not Employed","Full Time","","","",""
"People are fair","2012","Not Employed","Part Time","","","",""
"People are fair","2012","Not Employed","Not Working","","","",""
"People are fair","2012","Employed","Full Time","","","",""
"People are fair","2012","Employed","Part Time","","","",""
"People are fair","2012","Employed","Not Working","","","",""
"People exploit","2013","Not Employed","Full Time","","","",""
"People exploit","2013","Not Employed","Part Time","","","",""
"People exploit","2013","Not Employed","Not Working","3464","0.399544794102969","0.389188634603897","0.409900953602042"
"People exploit","2013","Employed","Full Time","4043","0.44280979459215","0.432801870169167","0.452817719015133"
"People exploit","2013","Employed","Part Time","2690","0.402322396215976","0.390805397841477","0.413839394590475"
"People exploit","2013","Employed","Not Working","","","",""
"People are fair","2013","Not Employed","Full Time","","","",""
"People are fair","2013","Not Employed","Part Time","","","",""
"People are fair","2013","Not Employed","Not Working","5129","0.600455205897031","0.590099046397958","0.610811365396103"
"People are fair","2013","Employed","Full Time","5420","0.55719020540785","0.547182280984867","0.567198129830833"
"People are fair","2013","Employed","Part Time","4274","0.597677603784024","0.586160605409525","0.609194602158523"
"People are fair","2013","Employed","Not Working","","","",""
"People exploit","2014","Not Employed","Full Time","","","",""
"People exploit","2014","Not Employed","Part Time","","","",""
"People exploit","2014","Not Employed","Not Working","","","",""
"People exploit","2014","Employed","Full Time","","","",""
"People exploit","2014","Employed","Part Time","","","",""
"People exploit","2014","Employed","Not Working","","","",""
"People are fair","2014","Not Employed","Full Time","","","",""
"People are fair","2014","Not Employed","Part Time","","","",""
"People are fair","2014","Not Employed","Not Working","","","",""
"People are fair","2014","Employed","Full Time","","","",""
"People are fair","2014","Employed","Part Time","","","",""
"People are fair","2014","Employed","Not Working","","","",""
"People exploit","2015","Not Employed","Full Time","","","",""
"People exploit","2015","Not Employed","Part Time","","","",""
"People exploit","2015","Not Employed","Not Working","","","",""
"People exploit","2015","Employed","Full Time","","","",""
"People exploit","2015","Employed","Part Time","","","",""
"People exploit","2015","Employed","Not Working","","","",""
"People are fair","2015","Not Employed","Full Time","","","",""
"People are fair","2015","Not Employed","Part Time","","","",""
"People are fair","2015","Not Employed","Not Working","","","",""
"People are fair","2015","Employed","Full Time","","","",""
"People are fair","2015","Employed","Part Time","","","",""
"People are fair","2015","Employed","Not Working","","","",""
"People exploit","2016","Not Employed","Full Time","","","",""
"People exploit","2016","Not Employed","Part Time","","","",""
"People exploit","2016","Not Employed","Not Working","","","",""
"People exploit","2016","Employed","Full Time","","","",""
"People exploit","2016","Employed","Part Time","","","",""
"People exploit","2016","Employed","Not Working","","","",""
"People are fair","2016","Not Employed","Full Time","","","",""
"People are fair","2016","Not Employed","Part Time","","","",""
"People are fair","2016","Not Employed","Not Working","","","",""
"People are fair","2016","Employed","Full Time","","","",""
"People are fair","2016","Employed","Part Time","","","",""
"People are fair","2016","Employed","Not Working","","","",""
"People exploit","2017","Not Employed","Full Time","","","",""
"People exploit","2017","Not Employed","Part Time","","","",""
"People exploit","2017","Not Employed","Not Working","","","",""
"People exploit","2017","Employed","Full Time","","","",""
"People exploit","2017","Employed","Part Time","","","",""
"People exploit","2017","Employed","Not Working","","","",""
"People are fair","2017","Not Employed","Full Time","","","",""
"People are fair","2017","Not Employed","Part Time","","","",""
"People are fair","2017","Not Employed","Not Working","","","",""
"People are fair","2017","Employed","Full Time","","","",""
"People are fair","2017","Employed","Part Time","","","",""
"People are fair","2017","Employed","Not Working","","","",""
"People exploit","2018","Not Employed","Full Time","","","",""
"People exploit","2018","Not Employed","Part Time","","","",""
"People exploit","2018","Not Employed","Not Working","4371","0.373365102630585","0.364362740724419","0.38236746453675"
"People exploit","2018","Employed","Full Time","3949","0.402902481222169","0.39321580850504","0.412589153939298"
"People exploit","2018","Employed","Part Time","2970","0.394196473486399","0.383282150661248","0.405110796311549"
"People exploit","2018","Employed","Not Working","","","",""
"People are fair","2018","Not Employed","Full Time","","","",""
"People are fair","2018","Not Employed","Part Time","","","",""
"People are fair","2018","Not Employed","Not Working","6719","0.626634897369415","0.61763253546325","0.635637259275581"
"People are fair","2018","Employed","Full Time","5900","0.597097518777831","0.587410846060702","0.60678419149496"
"People are fair","2018","Employed","Part Time","4731","0.605803526513601","0.594889203688451","0.616717849338752"
"People are fair","2018","Employed","Not Working","","","",""
