"plh0195","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"People exploit","2008","Not Working","indirect migration background","94","0.508531873285196","0.44009692734158","0.576966819228812"
"People are fair","2008","Full Time","no migration background","3389","0.503043830882608","0.490832384297355","0.515255277467861"
"People are fair","2008","Full Time","direct migration background","267","0.409115813582986","0.370569540015738","0.447662087150234"
"People are fair","2008","Full Time","indirect migration background","160","0.44154875860221","0.38829419600274","0.494803321201681"
"People are fair","2008","Part Time","no migration background","2062","0.556350413618364","0.54024841225936","0.572452414977368"
"People are fair","2008","Part Time","direct migration background","226","0.47469860861874","0.429601272150255","0.519795945087226"
"People are fair","2008","Part Time","indirect migration background","106","0.436433703302749","0.371047879285851","0.501819527319647"
"People are fair","2008","Not Working","no migration background","3592","0.559166617310662","0.54697238628023","0.571360848341095"
"People are fair","2008","Not Working","direct migration background","374","0.464209480464813","0.429277619312839","0.499141341616788"
"People are fair","2008","Not Working","indirect migration background","111","0.491468126714804","0.423033180771188","0.55990307265842"
"People exploit","2009","Full Time","no migration background","","","",""
"People exploit","2009","Full Time","direct migration background","","","",""
"People exploit","2009","Full Time","indirect migration background","","","",""
"People exploit","2009","Part Time","no migration background","","","",""
"People exploit","2009","Part Time","direct migration background","","","",""
"People exploit","2009","Part Time","indirect migration background","","","",""
"People exploit","2009","Not Working","no migration background","","","",""
"People exploit","2009","Not Working","direct migration background","","","",""
"People exploit","2009","Not Working","indirect migration background","","","",""
"People are fair","2009","Full Time","no migration background","","","",""
"People are fair","2009","Full Time","direct migration background","","","",""
"People are fair","2009","Full Time","indirect migration background","","","",""
"People are fair","2009","Part Time","no migration background","","","",""
"People are fair","2009","Part Time","direct migration background","","","",""
"People are fair","2009","Part Time","indirect migration background","","","",""
"People are fair","2009","Not Working","no migration background","","","",""
"People are fair","2009","Not Working","direct migration background","","","",""
"People are fair","2009","Not Working","indirect migration background","","","",""
"People exploit","2010","Full Time","no migration background","","","",""
"People exploit","2010","Full Time","direct migration background","","","",""
"People exploit","2010","Full Time","indirect migration background","","","",""
"People exploit","2010","Part Time","no migration background","","","",""
"People exploit","2010","Part Time","direct migration background","","","",""
"People exploit","2010","Part Time","indirect migration background","","","",""
"People exploit","2010","Not Working","no migration background","","","",""
"People exploit","2010","Not Working","direct migration background","","","",""
"People exploit","2010","Not Working","indirect migration background","","","",""
"People are fair","2010","Full Time","no migration background","","","",""
"People are fair","2010","Full Time","direct migration background","","","",""
"People are fair","2010","Full Time","indirect migration background","","","",""
"People are fair","2010","Part Time","no migration background","","","",""
"People are fair","2010","Part Time","direct migration background","","","",""
"People are fair","2010","Part Time","indirect migration background","","","",""
"People are fair","2010","Not Working","no migration background","","","",""
"People are fair","2010","Not Working","direct migration background","","","",""
"People are fair","2010","Not Working","indirect migration background","","","",""
"People exploit","2011","Full Time","no migration background","","","",""
"People exploit","2011","Full Time","direct migration background","","","",""
"People exploit","2011","Full Time","indirect migration background","","","",""
"People exploit","2011","Part Time","no migration background","","","",""
"People exploit","2011","Part Time","direct migration background","","","",""
"People exploit","2011","Part Time","indirect migration background","","","",""
"People exploit","2011","Not Working","no migration background","","","",""
"People exploit","2011","Not Working","direct migration background","","","",""
"People exploit","2011","Not Working","indirect migration background","","","",""
"People are fair","2011","Full Time","no migration background","","","",""
"People are fair","2011","Full Time","direct migration background","","","",""
"People are fair","2011","Full Time","indirect migration background","","","",""
"People are fair","2011","Part Time","no migration background","","","",""
"People are fair","2011","Part Time","direct migration background","","","",""
"People are fair","2011","Part Time","indirect migration background","","","",""
"People are fair","2011","Not Working","no migration background","","","",""
"People are fair","2011","Not Working","direct migration background","","","",""
"People are fair","2011","Not Working","indirect migration background","","","",""
"People exploit","2012","Full Time","no migration background","","","",""
"People exploit","2012","Full Time","direct migration background","","","",""
"People exploit","2012","Full Time","indirect migration background","","","",""
"People exploit","2012","Part Time","no migration background","","","",""
"People exploit","2012","Part Time","direct migration background","","","",""
"People exploit","2012","Part Time","indirect migration background","","","",""
"People exploit","2012","Not Working","no migration background","","","",""
"People exploit","2012","Not Working","direct migration background","","","",""
"People exploit","2012","Not Working","indirect migration background","","","",""
"People are fair","2012","Full Time","no migration background","","","",""
"People are fair","2012","Full Time","direct migration background","","","",""
"People are fair","2012","Full Time","indirect migration background","","","",""
"People are fair","2012","Part Time","no migration background","","","",""
"People are fair","2012","Part Time","direct migration background","","","",""
"People are fair","2012","Part Time","indirect migration background","","","",""
"People are fair","2012","Not Working","no migration background","","","",""
"People are fair","2012","Not Working","direct migration background","","","",""
"People are fair","2012","Not Working","indirect migration background","","","",""
"People exploit","2013","Full Time","no migration background","3357","0.43302320137814","0.422222640583381","0.443823762172899"
"People exploit","2013","Full Time","direct migration background","456","0.51328085122669","0.480859624004732","0.545702078448647"
"People exploit","2013","Full Time","indirect migration background","230","0.528593115044073","0.483221908737999","0.573964321350147"
"People exploit","2013","Part Time","no migration background","2185","0.391450159909444","0.378915177709198","0.40398514210969"
"People exploit","2013","Part Time","direct migration background","334","0.481002274323754","0.445100334427331","0.516904214220176"
"People exploit","2013","Part Time","indirect migration background","171","0.428038787974441","0.379305540834493","0.476772035114389"
"People exploit","2013","Not Working","no migration background","2912","0.392878938526894","0.381745376439349","0.40401250061444"
"People exploit","2013","Not Working","direct migration background","403","0.437658713784136","0.405102533961077","0.470214893607195"
"People exploit","2013","Not Working","indirect migration background","149","0.516862722111922","0.461145208147","0.572580236076844"
"People are fair","2013","Full Time","no migration background","4728","0.56697679862186","0.556176237827101","0.577777359416619"
"People are fair","2013","Full Time","direct migration background","457","0.486719148773311","0.454297921551353","0.519140375995268"
"People are fair","2013","Full Time","indirect migration background","235","0.471406884955927","0.426035678649853","0.516778091262001"
"People are fair","2013","Part Time","no migration background","3639","0.608549840090556","0.59601485789031","0.621084822290802"
"People are fair","2013","Part Time","direct migration background","410","0.518997725676246","0.483095785779824","0.554899665572668"
"People are fair","2013","Part Time","indirect migration background","225","0.571961212025559","0.523227964885611","0.620694459165507"
"People are fair","2013","Not Working","no migration background","4480","0.607121061473106","0.59598749938556","0.618254623560651"
"People are fair","2013","Not Working","direct migration background","489","0.562341286215864","0.529785106392805","0.594897466038923"
"People are fair","2013","Not Working","indirect migration background","160","0.483137277888078","0.427419763923156","0.538854791853"
"People exploit","2014","Full Time","no migration background","","","",""
"People exploit","2014","Full Time","direct migration background","","","",""
"People exploit","2014","Full Time","indirect migration background","","","",""
"People exploit","2014","Part Time","no migration background","","","",""
"People exploit","2014","Part Time","direct migration background","","","",""
"People exploit","2014","Part Time","indirect migration background","","","",""
"People exploit","2014","Not Working","no migration background","","","",""
"People exploit","2014","Not Working","direct migration background","","","",""
"People exploit","2014","Not Working","indirect migration background","","","",""
"People are fair","2014","Full Time","no migration background","","","",""
"People are fair","2014","Full Time","direct migration background","","","",""
"People are fair","2014","Full Time","indirect migration background","","","",""
"People are fair","2014","Part Time","no migration background","","","",""
"People are fair","2014","Part Time","direct migration background","","","",""
"People are fair","2014","Part Time","indirect migration background","","","",""
"People are fair","2014","Not Working","no migration background","","","",""
"People are fair","2014","Not Working","direct migration background","","","",""
"People are fair","2014","Not Working","indirect migration background","","","",""
"People exploit","2015","Full Time","no migration background","","","",""
"People exploit","2015","Full Time","direct migration background","","","",""
"People exploit","2015","Full Time","indirect migration background","","","",""
"People exploit","2015","Part Time","no migration background","","","",""
"People exploit","2015","Part Time","direct migration background","","","",""
"People exploit","2015","Part Time","indirect migration background","","","",""
"People exploit","2015","Not Working","no migration background","","","",""
"People exploit","2015","Not Working","direct migration background","","","",""
"People exploit","2015","Not Working","indirect migration background","","","",""
"People are fair","2015","Full Time","no migration background","","","",""
"People are fair","2015","Full Time","direct migration background","","","",""
"People are fair","2015","Full Time","indirect migration background","","","",""
"People are fair","2015","Part Time","no migration background","","","",""
"People are fair","2015","Part Time","direct migration background","","","",""
"People are fair","2015","Part Time","indirect migration background","","","",""
"People are fair","2015","Not Working","no migration background","","","",""
"People are fair","2015","Not Working","direct migration background","","","",""
"People are fair","2015","Not Working","indirect migration background","","","",""
"People exploit","2016","Full Time","no migration background","","","",""
"People exploit","2016","Full Time","direct migration background","","","",""
"People exploit","2016","Full Time","indirect migration background","","","",""
"People exploit","2016","Part Time","no migration background","","","",""
"People exploit","2016","Part Time","direct migration background","","","",""
"People exploit","2016","Part Time","indirect migration background","","","",""
"People exploit","2016","Not Working","no migration background","","","",""
"People exploit","2016","Not Working","direct migration background","","","",""
"People exploit","2016","Not Working","indirect migration background","","","",""
"People are fair","2016","Full Time","no migration background","","","",""
"People are fair","2016","Full Time","direct migration background","","","",""
"People are fair","2016","Full Time","indirect migration background","","","",""
"People are fair","2016","Part Time","no migration background","","","",""
"People are fair","2016","Part Time","direct migration background","","","",""
"People are fair","2016","Part Time","indirect migration background","","","",""
"People are fair","2016","Not Working","no migration background","","","",""
"People are fair","2016","Not Working","direct migration background","","","",""
"People are fair","2016","Not Working","indirect migration background","","","",""
"People exploit","2017","Full Time","no migration background","","","",""
"People exploit","2017","Full Time","direct migration background","","","",""
"People exploit","2017","Full Time","indirect migration background","","","",""
"People exploit","2017","Part Time","no migration background","","","",""
"People exploit","2017","Part Time","direct migration background","","","",""
"People exploit","2017","Part Time","indirect migration background","","","",""
"People exploit","2017","Not Working","no migration background","","","",""
"People exploit","2017","Not Working","direct migration background","","","",""
"People exploit","2017","Not Working","indirect migration background","","","",""
"People are fair","2017","Full Time","no migration background","","","",""
"People are fair","2017","Full Time","direct migration background","","","",""
"People are fair","2017","Full Time","indirect migration background","","","",""
"People are fair","2017","Part Time","no migration background","","","",""
"People are fair","2017","Part Time","direct migration background","","","",""
"People are fair","2017","Part Time","indirect migration background","","","",""
"People are fair","2017","Not Working","no migration background","","","",""
"People are fair","2017","Not Working","direct migration background","","","",""
"People are fair","2017","Not Working","indirect migration background","","","",""
"People exploit","2018","Full Time","no migration background","2839","0.392259631963056","0.381155433133193","0.403363830792919"
"People exploit","2018","Full Time","direct migration background","803","0.444019891021307","0.420701118231263","0.467338663811351"
"People exploit","2018","Full Time","indirect migration background","307","0.435935333214894","0.39860956734904","0.473261099080748"
"People exploit","2018","Part Time","no migration background","1936","0.375378825414893","0.362481724518994","0.388275926310792"
"People exploit","2018","Part Time","direct migration background","758","0.457628825825567","0.433819884680529","0.481437766970604"
"People exploit","2018","Part Time","indirect migration background","276","0.435925978696547","0.396379843512624","0.47547211388047"
"People exploit","2018","Not Working","no migration background","2323","0.350107349352266","0.338384290107257","0.361830408597275"
"People exploit","2018","Not Working","direct migration background","1862","0.46291008923883","0.448073807009261","0.4777463714684"
"People exploit","2018","Not Working","indirect migration background","186","0.488776579103385","0.439229246721868","0.538323911484902"
"People are fair","2018","Full Time","no migration background","4588","0.607740368036944","0.596636169207081","0.618844566866807"
"People are fair","2018","Full Time","direct migration background","941","0.555980108978693","0.532661336188649","0.579298881768737"
"People are fair","2018","Full Time","indirect migration background","371","0.564064666785106","0.526738900919252","0.60139043265096"
"People are fair","2018","Part Time","no migration background","3479","0.624621174585107","0.611724073689208","0.637518275481006"
"People are fair","2018","Part Time","direct migration background","924","0.542371174174433","0.518562233029396","0.566180115319471"
"People are fair","2018","Part Time","indirect migration background","328","0.564074021303453","0.52452788611953","0.603620156487376"
"People are fair","2018","Not Working","no migration background","4037","0.649892650647734","0.638169591402725","0.661615709892743"
"People are fair","2018","Not Working","direct migration background","2477","0.53708991076117","0.5222536285316","0.551926192990739"
"People are fair","2018","Not Working","indirect migration background","205","0.511223420896615","0.461676088515098","0.560770753278132"
