"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1994","indirect migration background","Westdeutschland, alte Bundeslaender","7.56","8","468","5","7","9","10","7.41","7.71","8","8"
"1994","no migration background","Ostdeutschland, neue Bundeslaender","6.42","7","3598","4","5","8","9","6.36","6.48","7","7"
"1994","no migration background","Westdeutschland, alte Bundeslaender","6.92","7","6312","4","6","8","9","6.87","6.97","7","8"
"1995","direct migration background","Ostdeutschland, neue Bundeslaender","6.4","7","140","4","5","8","9","6.04","6.76","6","7"
"1995","direct migration background","Westdeutschland, alte Bundeslaender","7.07","8","2627","4","6","8","9","6.99","7.15","8","8"
"1995","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1995","indirect migration background","Westdeutschland, alte Bundeslaender","7.4","8","488","5","7","9","9","7.25","7.55","8","8"
"1995","no migration background","Ostdeutschland, neue Bundeslaender","6.52","7","3520","4","5","8","9","6.46","6.58","7","7"
"1995","no migration background","Westdeutschland, alte Bundeslaender","6.9","7","6368","4","6","8","9","6.85","6.95","7","8"
"1996","direct migration background","Ostdeutschland, neue Bundeslaender","5.86","6","140","3","4","8","8","5.51","6.21","5","7"
"1996","direct migration background","Westdeutschland, alte Bundeslaender","6.79","7","2437","4","5","8","9","6.71","6.87","7","7"
"1996","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1996","indirect migration background","Westdeutschland, alte Bundeslaender","7.42","8","520","5","7","9","9","7.27","7.57","8","8"
"1996","no migration background","Ostdeutschland, neue Bundeslaender","6.33","7","3516","4","5","8","9","6.27","6.39","7","7"
"1996","no migration background","Westdeutschland, alte Bundeslaender","6.83","7","6349","4","6","8","9","6.78","6.88","7","7"
"1997","direct migration background","Ostdeutschland, neue Bundeslaender","5.51","6","129","3","4","7","8","5.13","5.89","5","6"
"1997","direct migration background","Westdeutschland, alte Bundeslaender","6.73","7","2333","4","5","8","9","6.65","6.81","7","7"
"1997","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1997","indirect migration background","Westdeutschland, alte Bundeslaender","7.43","8","541","5","6","9","10","7.28","7.58","8","8"
"1997","no migration background","Ostdeutschland, neue Bundeslaender","6.07","6","3470","3","5","8","8","6","6.14","6","6"
"1997","no migration background","Westdeutschland, alte Bundeslaender","6.63","7","6274","4","5","8","9","6.58","6.68","7","7"
"1998","direct migration background","Ostdeutschland, neue Bundeslaender","5.81","6","118","3","4","8","8","5.43","6.19","5","7"
"1998","direct migration background","Westdeutschland, alte Bundeslaender","7.02","7","2272","4","6","8","9","6.94","7.1","7","8"
"1998","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1998","indirect migration background","Westdeutschland, alte Bundeslaender","7.75","8","574","5","7","9","10","7.62","7.88","8","8"
"1998","no migration background","Ostdeutschland, neue Bundeslaender","6.28","7","3705","3","5","8","9","6.22","6.34","7","7"
"1998","no migration background","Westdeutschland, alte Bundeslaender","6.95","7","7451","4","6","8","9","6.91","6.99","8","8"
"1999","direct migration background","Ostdeutschland, neue Bundeslaender","6.04","6","110","3","5","8","8","5.68","6.4","6","7"
"1999","direct migration background","Westdeutschland, alte Bundeslaender","7","7","2087","4","6","8","9","6.92","7.08","7","8"
"1999","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"1999","indirect migration background","Westdeutschland, alte Bundeslaender","7.52","8","583","5","7","9","9","7.38","7.66","8","8"
"1999","no migration background","Ostdeutschland, neue Bundeslaender","6.5","7","3637","4","5","8","9","6.44","6.56","7","7"
"1999","no migration background","Westdeutschland, alte Bundeslaender","7.09","8","7132","5","6","8","9","7.05","7.13","8","8"
"2000","direct migration background","Ostdeutschland, neue Bundeslaender","6.38","7","148","3","5","8","9","6.06","6.7","6","7"
"2000","direct migration background","Westdeutschland, alte Bundeslaender","7.21","8","3121","5","6","9","9","7.14","7.28","8","8"
"2000","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2000","indirect migration background","Westdeutschland, alte Bundeslaender","7.85","8","782","6","7","9","10","7.74","7.96","8","8"
"2000","no migration background","Ostdeutschland, neue Bundeslaender","6.49","7","5615","4","5","8","9","6.44","6.54","7","7"
"2000","no migration background","Westdeutschland, alte Bundeslaender","7.21","8","14021","5","6","8","9","7.18","7.24","8","8"
"2001","direct migration background","Ostdeutschland, neue Bundeslaender","6.16","6","120","3","5","8","8","5.8","6.52","6","7"
"2001","direct migration background","Westdeutschland, alte Bundeslaender","7.28","8","2748","5","6","9","9","7.21","7.35","8","8"
"2001","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2001","indirect migration background","Westdeutschland, alte Bundeslaender","7.99","8","736","6","7","9","10","7.88","8.1","8","8"
"2001","no migration background","Ostdeutschland, neue Bundeslaender","6.5","7","5227","4","5","8","9","6.45","6.55","7","7"
"2001","no migration background","Westdeutschland, alte Bundeslaender","7.29","8","12654","5","6","8","9","7.26","7.32","8","8"
"2002","direct migration background","Ostdeutschland, neue Bundeslaender","5.88","6","111","3","5","8","8","5.5","6.26","5","7"
"2002","direct migration background","Westdeutschland, alte Bundeslaender","7.02","7","2614","5","6","8","9","6.95","7.09","7","8"
"2002","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2002","indirect migration background","Westdeutschland, alte Bundeslaender","7.69","8","740","5","7","9","9","7.58","7.8","8","8"
"2002","no migration background","Ostdeutschland, neue Bundeslaender","6.27","7","5212","4","5","8","9","6.22","6.32","7","7"
"2002","no migration background","Westdeutschland, alte Bundeslaender","7.05","8","13782","5","6","8","9","7.02","7.08","8","8"
"2003","direct migration background","Ostdeutschland, neue Bundeslaender","5.43","6","104","2","4","7","8","4.98","5.88","5","6"
"2003","direct migration background","Westdeutschland, alte Bundeslaender","6.89","7","2446","4","6","8","9","6.81","6.97","7","7"
"2003","indirect migration background","Ostdeutschland, neue Bundeslaender","6.56","7","32","4","5","8","9","5.73","7.39","6","8"
"2003","indirect migration background","Westdeutschland, alte Bundeslaender","7.48","8","741","5","6","9","10","7.36","7.6","8","8"
"2003","no migration background","Ostdeutschland, neue Bundeslaender","6.11","6","5176","3","5","8","9","6.05","6.17","7","7"
"2003","no migration background","Westdeutschland, alte Bundeslaender","6.95","7","13256","4","6","8","9","6.92","6.98","8","8"
"2004","direct migration background","Ostdeutschland, neue Bundeslaender","5.47","5","101","2","4","7","8","5.07","5.87","5","6"
"2004","direct migration background","Westdeutschland, alte Bundeslaender","6.74","7","2381","4","5","8","9","6.66","6.82","7","7"
"2004","indirect migration background","Ostdeutschland, neue Bundeslaender","7.1","7","35","5","6","9","9","6.29","7.91","6","8"
"2004","indirect migration background","Westdeutschland, alte Bundeslaender","7.26","8","760","5","6","9","10","7.13","7.39","8","8"
"2004","no migration background","Ostdeutschland, neue Bundeslaender","5.85","6","5047","3","5","8","8","5.79","5.91","6","6"
"2004","no migration background","Westdeutschland, alte Bundeslaender","6.78","7","12858","4","5","8","9","6.75","6.81","7","8"
"2005","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2005","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2005","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2005","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","direct migration background","Ostdeutschland, neue Bundeslaender","6.06","6","81","3","4","8","9","5.5","6.62","5","7"
"2008","direct migration background","Westdeutschland, alte Bundeslaender","6.83","7","1758","4","5","8","9","6.73","6.93","7","8"
"2008","indirect migration background","Ostdeutschland, neue Bundeslaender","7.55","8","43","4","6","9","10","6.9","8.2","7","9"
"2008","indirect migration background","Westdeutschland, alte Bundeslaender","7.66","8","714","5","7","9","10","7.53","7.79","8","8"
"2008","no migration background","Ostdeutschland, neue Bundeslaender","6.28","7","4610","3","5","8","9","6.22","6.34","7","7"
"2008","no migration background","Westdeutschland, alte Bundeslaender","6.96","7","11555","4","6","8","9","6.92","7","8","8"
"2009","direct migration background","Ostdeutschland, neue Bundeslaender","5.39","5","76","1","3","7","9","4.84","5.94","5","7"
"2009","direct migration background","Westdeutschland, alte Bundeslaender","6.8","7","1560","4","5","8","9","6.7","6.9","7","7"
"2009","indirect migration background","Ostdeutschland, neue Bundeslaender","6.84","7.19","41","3","5","8","9","6.21","7.47","7","8"
"2009","indirect migration background","Westdeutschland, alte Bundeslaender","7.5","8","666","5","7","9","9","7.38","7.62","8","8"
"2009","no migration background","Ostdeutschland, neue Bundeslaender","6.41","7","4389","4","5","8","9","6.35","6.47","7","7"
"2009","no migration background","Westdeutschland, alte Bundeslaender","6.95","7","10923","4","6","8","9","6.92","6.98","8","8"
"2010","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","direct migration background","Ostdeutschland, neue Bundeslaender","5.78","5","74","3","5","8","9","5.25","6.31","5","7"
"2011","direct migration background","Westdeutschland, alte Bundeslaender","7","7","1558","4","6","8","9","6.9","7.1","7","8"
"2011","indirect migration background","Ostdeutschland, neue Bundeslaender","7.27","8","40","5","5","9","9","6.63","7.91","7","9"
"2011","indirect migration background","Westdeutschland, alte Bundeslaender","7.62","8","662","5","7","9","10","7.49","7.75","8","8"
"2011","no migration background","Ostdeutschland, neue Bundeslaender","6.52","7","4256","4","5","8","9","6.46","6.58","7","7"
"2011","no migration background","Westdeutschland, alte Bundeslaender","7.08","8","11269","5","6","8","9","7.05","7.11","8","8"
"2012","direct migration background","Ostdeutschland, neue Bundeslaender","8.05","8","54","6","7","9","10","7.61","8.49","8","9"
"2012","direct migration background","Westdeutschland, alte Bundeslaender","7.89","8","1030","5","7","9","10","7.78","8","8","8"
"2012","indirect migration background","Ostdeutschland, neue Bundeslaender","7.52","8","32","3","7","9","10","6.73","8.31","8","9"
"2012","indirect migration background","Westdeutschland, alte Bundeslaender","8.08","8","449","6","7","9","10","7.93","8.23","8","8"
"2012","no migration background","Ostdeutschland, neue Bundeslaender","7.47","8","1222","5","7","9","9","7.37","7.57","8","8"
"2012","no migration background","Westdeutschland, alte Bundeslaender","7.86","8","4270","5","7","9","10","7.81","7.91","8","8"
"2013","direct migration background","Ostdeutschland, neue Bundeslaender","7.27","8","368","4","6","9","10","7.04","7.5","8","8"
"2013","direct migration background","Westdeutschland, alte Bundeslaender","7.58","8","4771","5","7","9","10","7.53","7.63","8","8"
"2013","indirect migration background","Ostdeutschland, neue Bundeslaender","7.49","8","74","5","5","9","10","7.03","7.95","8","9"
"2013","indirect migration background","Westdeutschland, alte Bundeslaender","8.3","9","1542","6","8","10","10","8.22","8.38","9","9"
"2013","no migration background","Ostdeutschland, neue Bundeslaender","6.72","7","4293","4","5","8","9","6.66","6.78","7","7"
"2013","no migration background","Westdeutschland, alte Bundeslaender","7.24","8","12069","5","6","9","9","7.21","7.27","8","8"
"2014","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","direct migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","direct migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","indirect migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","indirect migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","no migration background","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","no migration background","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","direct migration background","Ostdeutschland, neue Bundeslaender","8.02","8","334","5","7","9","10","7.83","8.21","8","8"
"2018","direct migration background","Westdeutschland, alte Bundeslaender","7.7","8","3847","5","7","9","10","7.64","7.76","8","8"
"2018","indirect migration background","Ostdeutschland, neue Bundeslaender","7.8","8","116","5","7","9","10","7.49","8.11","8","9"
"2018","indirect migration background","Westdeutschland, alte Bundeslaender","8.27","9","1545","6","8","9","10","8.19","8.35","9","9"
"2018","no migration background","Ostdeutschland, neue Bundeslaender","7.17","8","4854","5","6","8","9","7.11","7.23","8","8"
"2018","no migration background","Westdeutschland, alte Bundeslaender","7.53","8","13916","5","7","9","10","7.5","7.56","8","8"
