"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","indirect migration background","Male","","","","","","","","","","",""
"2006","no migration background","Female","","","","","","","","","","",""
"2006","no migration background","Male","","","","","","","","","","",""
"2007","direct migration background","Female","","","","","","","","","","",""
"2007","direct migration background","Male","","","","","","","","","","",""
"2007","indirect migration background","Female","","","","","","","","","","",""
"2007","indirect migration background","Male","","","","","","","","","","",""
"2007","no migration background","Female","","","","","","","","","","",""
"2007","no migration background","Male","","","","","","","","","","",""
"2008","direct migration background","Female","6.87","7","994","4","5","8","9","6.74","7","7","8"
"2008","direct migration background","Male","6.74","7","845","3","5","8","9","6.59","6.89","7","8"
"2008","indirect migration background","Female","7.66","8","389","5","7","9","10","7.48","7.84","8","8"
"2008","indirect migration background","Male","7.64","8","368","5","7","9","10","7.46","7.82","8","8"
"2008","no migration background","Female","6.8","7","8403","4","5","8","9","6.76","6.84","7","8"
"2008","no migration background","Male","6.81","7","7762","4","5","8","9","6.76","6.86","7","7"
"2009","direct migration background","Female","6.85","7","887","4","5","8","9","6.71","6.99","7","7"
"2009","direct migration background","Male","6.66","7","749","4","5","8","9","6.51","6.81","7","7"
"2009","indirect migration background","Female","7.43","8","364","5","7","9","10","7.25","7.61","8","8"
"2009","indirect migration background","Male","7.52","8","343","5","7","9","9","7.35","7.69","8","8"
"2009","no migration background","Female","6.83","7","7949","4","5","8","9","6.79","6.87","7","7"
"2009","no migration background","Male","6.82","7","7363","4","5","8","9","6.78","6.86","7","7"
"2010","direct migration background","Female","","","","","","","","","","",""
"2010","direct migration background","Male","","","","","","","","","","",""
"2010","indirect migration background","Female","","","","","","","","","","",""
"2010","indirect migration background","Male","","","","","","","","","","",""
"2010","no migration background","Female","","","","","","","","","","",""
"2010","no migration background","Male","","","","","","","","","","",""
"2011","direct migration background","Female","7.05","8","901","5","6","8","9","6.92","7.18","7","8"
"2011","direct migration background","Male","6.86","7","731","4","6","8","9","6.72","7","7","8"
"2011","indirect migration background","Female","7.54","8","366","5","7","9","10","7.36","7.72","8","8"
"2011","indirect migration background","Male","7.67","8","336","5","7","9","10","7.5","7.84","8","8"
"2011","no migration background","Female","6.95","7","8144","4","5","8","9","6.91","6.99","7","8"
"2011","no migration background","Male","6.96","7","7381","5","6","8","9","6.92","7","7","8"
"2012","direct migration background","Female","8.04","8","601","5","7","9","10","7.91","8.17","8","8"
"2012","direct migration background","Male","7.74","8","483","5","7","9","10","7.58","7.9","8","8"
"2012","indirect migration background","Female","8.04","8","285","6","8","9","10","7.84","8.24","8","8"
"2012","indirect migration background","Male","8.07","8","196","6","7","9","10","7.84","8.3","8","9"
"2012","no migration background","Female","7.82","8","3311","5","7","9","10","7.76","7.88","8","8"
"2012","no migration background","Male","7.71","8","2181","5","7","9","10","7.64","7.78","8","8"
"2013","direct migration background","Female","7.62","8","2819","5","7","9","10","7.55","7.69","8","8"
"2013","direct migration background","Male","7.51","8","2320","5","6","9","10","7.43","7.59","8","8"
"2013","indirect migration background","Female","8.26","9","804","6","8","10","10","8.14","8.38","9","9"
"2013","indirect migration background","Male","8.27","9","812","6","8","10","10","8.16","8.38","9","9"
"2013","no migration background","Female","7.13","8","8612","4","6","9","9","7.09","7.17","8","8"
"2013","no migration background","Male","7.13","8","7750","5","6","9","9","7.09","7.17","8","8"
"2014","direct migration background","Female","","","","","","","","","","",""
"2014","direct migration background","Male","","","","","","","","","","",""
"2014","indirect migration background","Female","","","","","","","","","","",""
"2014","indirect migration background","Male","","","","","","","","","","",""
"2014","no migration background","Female","","","","","","","","","","",""
"2014","no migration background","Male","","","","","","","","","","",""
"2015","direct migration background","Female","","","","","","","","","","",""
"2015","direct migration background","Male","","","","","","","","","","",""
"2015","indirect migration background","Female","","","","","","","","","","",""
"2015","indirect migration background","Male","","","","","","","","","","",""
"2015","no migration background","Female","","","","","","","","","","",""
"2015","no migration background","Male","","","","","","","","","","",""
"2016","direct migration background","Female","","","","","","","","","","",""
"2016","direct migration background","Male","","","","","","","","","","",""
"2016","indirect migration background","Female","","","","","","","","","","",""
"2016","indirect migration background","Male","","","","","","","","","","",""
"2016","no migration background","Female","","","","","","","","","","",""
"2016","no migration background","Male","","","","","","","","","","",""
"2017","direct migration background","Female","","","","","","","","","","",""
"2017","direct migration background","Male","","","","","","","","","","",""
"2017","indirect migration background","Female","","","","","","","","","","",""
"2017","indirect migration background","Male","","","","","","","","","","",""
"2017","no migration background","Female","","","","","","","","","","",""
"2017","no migration background","Male","","","","","","","","","","",""
"2018","direct migration background","Female","7.76","8","2296","5","7","9","10","7.69","7.83","8","8"
"2018","direct migration background","Male","7.68","8","1885","5","7","9","10","7.6","7.76","8","8"
"2018","indirect migration background","Female","8.3","9","909","6","8","10","10","8.19","8.41","9","9"
"2018","indirect migration background","Male","8.19","9","752","6","7","9","10","8.07","8.31","8","9"
"2018","no migration background","Female","7.47","8","10050","5","7","9","10","7.43","7.51","8","8"
"2018","no migration background","Male","7.43","8","8720","5","7","9","10","7.39","7.47","8","8"
