"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1998","66 and older","no degree/no degree yet","5.38","5","52","2","3","7","8","4.79","5.97","5","7"
"1998","66 and older","Other degree","6.14","7","66","3","4","8","9","5.6","6.68","5","7"
"1998","66 and older","secondary school degree","6.25","6","237","3","5","8","9","5.96","6.54","6","7"
"1999","16-34 y.","college entrance qualification","7.98","8","971","6","8","9","9","7.9","8.06","8","8"
"1999","16-34 y.","lower secondary degree","7.48","8","1142","5","7","9","9","7.38","7.58","8","8"
"1999","16-34 y.","no degree/no degree yet","7.7","8","388","5","7","9","9","7.54","7.86","8","8"
"1999","16-34 y.","Other degree","7.87","8","190","5","7","9","10","7.6","8.14","8","8"
"1999","16-34 y.","secondary school degree","7.59","8","1583","5","7","9","9","7.51","7.67","8","8"
"1999","35-65 y.","college entrance qualification","7.29","8","1104","5","7","8","9","7.19","7.39","8","8"
"1999","35-65 y.","lower secondary degree","6.7","7","3021","4","5","8","9","6.63","6.77","7","7"
"1999","35-65 y.","no degree/no degree yet","6.64","7","321","4","5","8","9","6.43","6.85","7","7"
"1999","35-65 y.","Other degree","6.85","7","667","4","5","8","9","6.7","7","7","8"
"1999","35-65 y.","secondary school degree","7.05","8","2009","5","6","8","9","6.97","7.13","7","7"
"1999","66 and older","college entrance qualification","6.3","6.35","136","3","5","8","9","5.92","6.68","6","7"
"1999","66 and older","lower secondary degree","6.14","6","1267","3","5","8","9","6.02","6.26","6","7"
"1999","66 and older","no degree/no degree yet","6.06","5.89","62","4","5","8","9","5.54","6.58","5","7"
"1999","66 and older","Other degree","6.28","7","66","3","5","8","9","5.72","6.84","6","8"
"1999","66 and older","secondary school degree","6.46","7","226","4","5","8","9","6.19","6.73","6","8"
"2000","16-34 y.","college entrance qualification","8.16","8","1868","7","8","9","10","8.1","8.22","8","8"
"2000","16-34 y.","lower secondary degree","7.52","8","1693","5","7","9","10","7.44","7.6","8","8"
"2000","16-34 y.","no degree/no degree yet","7.75","8","555","5","7","9","10","7.62","7.88","8","8"
"2000","16-34 y.","Other degree","7.68","8","329","5","7","9","10","7.49","7.87","8","8"
"2000","16-34 y.","secondary school degree","7.74","8","2589","5","7","9","10","7.68","7.8","8","8"
"2000","35-65 y.","college entrance qualification","7.44","8","2451","5","7","9","9","7.37","7.51","8","8"
"2000","35-65 y.","lower secondary degree","6.81","7","5593","4","5","8","9","6.76","6.86","7","7"
"2000","35-65 y.","no degree/no degree yet","6.41","7","268","4","5","8","9","6.18","6.64","7","7"
"2000","35-65 y.","Other degree","7.09","7","1031","5","6","8","9","6.97","7.21","7","8"
"2000","35-65 y.","secondary school degree","7.1","8","3831","5","6","8","9","7.04","7.16","7","7"
"2000","66 and older","college entrance qualification","6.52","7","343","3","5","8","9","6.28","6.76","7","7"
"2000","66 and older","lower secondary degree","6.2","6","2419","3","5","8","9","6.12","6.28","6","7"
"2000","66 and older","no degree/no degree yet","6.45","7","75","4","5","8","9","5.98","6.92","6","7"
"2000","66 and older","Other degree","6.78","7","142","4","5","8","10","6.42","7.14","6","7"
"2000","66 and older","secondary school degree","6.4","7","472","4","5","8","9","6.21","6.59","7","7"
"2001","16-34 y.","college entrance qualification","8.21","8","1657","7","8","9","10","8.15","8.27","8","8"
"2001","16-34 y.","lower secondary degree","7.66","8","1400","5","7","9","10","7.57","7.75","8","8"
"2001","16-34 y.","no degree/no degree yet","8.05","8","601","6","7","9","10","7.94","8.16","8","8"
"2001","16-34 y.","Other degree","7.47","8","260","5","7","9","9","7.26","7.68","8","8"
"2001","16-34 y.","secondary school degree","7.76","8","2224","5","7","9","10","7.69","7.83","8","8"
"2001","35-65 y.","college entrance qualification","7.5","8","2361","5","7","9","9","7.43","7.57","8","8"
"2001","35-65 y.","lower secondary degree","6.88","7","4871","4","5","8","9","6.83","6.93","7","7"
"2001","35-65 y.","no degree/no degree yet","6.61","7","195","4","5","8","9","6.36","6.86","7","7"
"2001","35-65 y.","Other degree","7.17","8","935","5","6","8","9","7.05","7.29","7","8"
"2001","35-65 y.","secondary school degree","7.09","8","3646","5","6","8","9","7.03","7.15","7","8"
"2001","66 and older","college entrance qualification","6.78","7","365","4","5","8","9","6.57","6.99","7","7"
"2001","66 and older","lower secondary degree","6.32","7","2231","3","5","8","9","6.23","6.41","7","7"
"2001","66 and older","no degree/no degree yet","6.35","7","58","4","5","8","9","5.78","6.92","5","7"
"2001","66 and older","Other degree","6.36","7","134","4","5","8","9","6","6.72","6","7"
"2001","66 and older","secondary school degree","6.55","7","463","4","5","8","9","6.36","6.74","7","7"
"2002","16-34 y.","college entrance qualification","8.01","8","1746","7","8","9","9","7.95","8.07","8","8"
"2002","16-34 y.","lower secondary degree","7.4","8","1225","5","6","9","10","7.3","7.5","8","8"
"2002","16-34 y.","no degree/no degree yet","7.89","8","653","6","7","9","10","7.77","8.01","8","8"
"2002","16-34 y.","Other degree","7.79","8","211","6","7","9","10","7.57","8.01","8","8"
"2002","16-34 y.","secondary school degree","7.48","8","2089","5","7","9","9","7.41","7.55","8","8"
"2002","35-65 y.","college entrance qualification","7.39","8","3309","5","7","9","9","7.33","7.45","8","8"
"2002","35-65 y.","lower secondary degree","6.55","7","4585","4","5","8","9","6.49","6.61","7","7"
"2002","35-65 y.","no degree/no degree yet","6.55","7","172","4","5","8","9","6.27","6.83","6","7"
"2002","35-65 y.","Other degree","6.89","7","913","5","6","8","9","6.77","7.01","7","7"
"2002","35-65 y.","secondary school degree","6.84","7","4001","4","6","8","9","6.78","6.9","7","7"
"2002","66 and older","college entrance qualification","6.55","7","447","4","5","8","9","6.36","6.74","7","7"
"2002","66 and older","lower secondary degree","6.11","6","2252","3","5","8","8","6.02","6.2","6","7"
"2002","66 and older","no degree/no degree yet","6.12","7","58","3","5","8","9","5.54","6.7","6","7"
"2002","66 and older","Other degree","6.23","6","141","4","5","8","8","5.9","6.56","6","7"
"2002","66 and older","secondary school degree","6.33","6","487","4","5","8","9","6.15","6.51","6","7"
"2003","16-34 y.","college entrance qualification","7.87","8","1677","6","7","9","9","7.8","7.94","8","8"
"2003","16-34 y.","lower secondary degree","7.18","8","1140","5","6","9","9","7.07","7.29","8","8"
"2003","16-34 y.","no degree/no degree yet","7.69","8","657","5","7","9","10","7.56","7.82","8","8"
"2003","16-34 y.","Other degree","7.55","8","204","5","7","8","9","7.3","7.8","8","8"
"2003","16-34 y.","secondary school degree","7.44","8","1911","5","7","9","9","7.36","7.52","8","8"
"2003","35-65 y.","college entrance qualification","7.25","8","3212","5","6","8","9","7.19","7.31","8","8"
"2003","35-65 y.","lower secondary degree","6.49","7","4248","4","5","8","9","6.43","6.55","7","7"
"2003","35-65 y.","no degree/no degree yet","6.2","6","155","4","5","8","9","5.89","6.51","6","7"
"2003","35-65 y.","Other degree","6.76","7","829","4","5","8","9","6.62","6.9","7","7"
"2003","35-65 y.","secondary school degree","6.68","7","3975","4","5","8","9","6.62","6.74","7","7"
"2003","66 and older","college entrance qualification","6.51","7","477","4","5","8","9","6.32","6.7","7","7"
"2003","66 and older","lower secondary degree","5.96","6","2291","3","5","8","8","5.87","6.05","6","6"
"2003","66 and older","no degree/no degree yet","6.23","6.86","59","3","5","8","9","5.65","6.81","6","8"
"2003","66 and older","Other degree","6.15","6","161","3","5","8","9","5.81","6.49","6","7"
"2003","66 and older","secondary school degree","6.36","7","493","3","5","8","9","6.17","6.55","7","7"
"2004","16-34 y.","college entrance qualification","7.82","8","1652","6","7","9","9","7.75","7.89","8","8"
"2004","16-34 y.","lower secondary degree","7.15","7","1034","5","6","8","10","7.03","7.27","7","8"
"2004","16-34 y.","no degree/no degree yet","7.58","8","675","5","7","9","9","7.46","7.7","8","8"
"2004","16-34 y.","Other degree","7.4","8","182","5","7","9","9","7.12","7.68","7","8"
"2004","16-34 y.","secondary school degree","7.35","8","1754","5","6","9","9","7.27","7.43","8","8"
"2004","35-65 y.","college entrance qualification","7.2","8","3134","5","6","8","9","7.14","7.26","8","8"
"2004","35-65 y.","lower secondary degree","6.25","7","3969","3","5","8","9","6.18","6.32","7","7"
"2004","35-65 y.","no degree/no degree yet","6.31","6","152","3","5","8","9","6","6.62","6","7"
"2004","35-65 y.","Other degree","6.48","7","808","3","5","8","9","6.34","6.62","7","7"
"2004","35-65 y.","secondary school degree","6.43","7","3928","4","5","8","9","6.37","6.49","7","7"
"2004","66 and older","college entrance qualification","6.12","6","510","3","5","8","9","5.93","6.31","6","7"
"2004","66 and older","lower secondary degree","5.82","6","2311","3","5","8","8","5.73","5.91","6","6"
"2004","66 and older","no degree/no degree yet","5.75","6","63","2","4","8","8","5.19","6.31","5","7"
"2004","66 and older","Other degree","5.62","6","168","3","4","7","8","5.3","5.94","5","6"
"2004","66 and older","secondary school degree","6.01","6","521","3","5","8","8","5.82","6.2","6","7"
"2005","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2005","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2005","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2005","16-34 y.","Other degree","","","","","","","","","","",""
"2005","16-34 y.","secondary school degree","","","","","","","","","","",""
"2005","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2005","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2005","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2005","35-65 y.","Other degree","","","","","","","","","","",""
"2005","35-65 y.","secondary school degree","","","","","","","","","","",""
"2005","66 and older","college entrance qualification","","","","","","","","","","",""
"2005","66 and older","lower secondary degree","","","","","","","","","","",""
"2005","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2005","66 and older","Other degree","","","","","","","","","","",""
"2005","66 and older","secondary school degree","","","","","","","","","","",""
"2006","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2006","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2006","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2006","16-34 y.","Other degree","","","","","","","","","","",""
"2006","16-34 y.","secondary school degree","","","","","","","","","","",""
"2006","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2006","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2006","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2006","35-65 y.","Other degree","","","","","","","","","","",""
"2006","35-65 y.","secondary school degree","","","","","","","","","","",""
"2006","66 and older","college entrance qualification","","","","","","","","","","",""
"2006","66 and older","lower secondary degree","","","","","","","","","","",""
"2006","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2006","66 and older","Other degree","","","","","","","","","","",""
"2006","66 and older","secondary school degree","","","","","","","","","","",""
"2007","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2007","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2007","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2007","16-34 y.","Other degree","","","","","","","","","","",""
"2007","16-34 y.","secondary school degree","","","","","","","","","","",""
"2007","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2007","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2007","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2007","35-65 y.","Other degree","","","","","","","","","","",""
"2007","35-65 y.","secondary school degree","","","","","","","","","","",""
"2007","66 and older","college entrance qualification","","","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","8.12","8","1428","6","8","9","10","8.05","8.19","8","8"
"2008","16-34 y.","lower secondary degree","7.76","8","656","5","7","9","10","7.61","7.91","8","8"
"2008","16-34 y.","no degree/no degree yet","7.83","8","387","5","7","9","10","7.68","7.98","8","8"
"2008","16-34 y.","Other degree","7.65","8","116","5","6","9","10","7.31","7.99","8","9"
"2008","16-34 y.","secondary school degree","7.62","8","1290","5","7","9","10","7.52","7.72","8","8"
"2008","35-65 y.","college entrance qualification","7.4","8","2933","5","7","9","9","7.34","7.46","8","8"
"2008","35-65 y.","lower secondary degree","6.56","7","3053","4","5","8","9","6.49","6.63","7","7"
"2008","35-65 y.","no degree/no degree yet","6.13","6","90","3","5","8","9","5.67","6.59","6","7"
"2008","35-65 y.","Other degree","6.69","7","597","4","5","8","9","6.53","6.85","7","7"
"2008","35-65 y.","secondary school degree","6.72","7","3714","4","5","8","9","6.65","6.79","7","7"
"2008","66 and older","college entrance qualification","6.46","7","679","4","5","8","9","6.31","6.61","7","7"
"2008","66 and older","lower secondary degree","5.64","6","2418","3","4","7","8","5.55","5.73","6","6"
"2008","66 and older","no degree/no degree yet","5.67","6","55","3","4","7","8","5.09","6.25","5","7"
"2008","66 and older","Other degree","5.85","6","191","2","5","8","8","5.51","6.19","5","7"
"2008","66 and older","secondary school degree","6.04","6","661","3","5","8","9","5.87","6.21","6","6"
"2009","16-34 y.","college entrance qualification","8.04","8","1376","7","8","9","9","7.97","8.11","8","8"
"2009","16-34 y.","lower secondary degree","7.26","8","574","5","6","9","10","7.11","7.41","7","8"
"2009","16-34 y.","no degree/no degree yet","7.77","8","335","6","7","9","9","7.63","7.91","8","8"
"2009","16-34 y.","Other degree","7.95","8","96","6","8","9","10","7.59","8.31","8","8"
"2009","16-34 y.","secondary school degree","7.58","8","1138","5","7","9","9","7.49","7.67","8","8"
"2009","35-65 y.","college entrance qualification","7.36","8","2767","5","7","8","9","7.3","7.42","8","8"
"2009","35-65 y.","lower secondary degree","6.47","7","2800","4","5","8","9","6.4","6.54","7","7"
"2009","35-65 y.","no degree/no degree yet","5.55","5","89","3","4","7","9","5.07","6.03","5","7"
"2009","35-65 y.","Other degree","6.77","7","524","5","5","8","9","6.61","6.93","7","7"
"2009","35-65 y.","secondary school degree","6.7","7","3508","4","5","8","9","6.64","6.76","7","7"
"2009","66 and older","college entrance qualification","6.46","7","691","4","5","8","9","6.31","6.61","7","7"
"2009","66 and older","lower secondary degree","6.05","6","2355","3","5","8","8","5.97","6.13","6","6"
"2009","66 and older","no degree/no degree yet","5.33","5","55","2","4","7","8","4.78","5.88","5","6"
"2009","66 and older","Other degree","5.9","6","170","3","4","8","8","5.57","6.23","6","7"
"2009","66 and older","secondary school degree","6.21","6","676","4","5","8","9","6.06","6.36","6","7"
"2010","16-34 y.","college entrance qualification","","","","","","","","","","",""
"2010","16-34 y.","lower secondary degree","","","","","","","","","","",""
"2010","16-34 y.","no degree/no degree yet","","","","","","","","","","",""
"2010","16-34 y.","Other degree","","","","","","","","","","",""
"2010","16-34 y.","secondary school degree","","","","","","","","","","",""
"2010","35-65 y.","college entrance qualification","","","","","","","","","","",""
"2010","35-65 y.","lower secondary degree","","","","","","","","","","",""
"2010","35-65 y.","no degree/no degree yet","","","","","","","","","","",""
"2010","35-65 y.","Other degree","","","","","","","","","","",""
"2010","35-65 y.","secondary school degree","","","","","","","","","","",""
"2010","66 and older","college entrance qualification","","","","","","","","","","",""
"2010","66 and older","lower secondary degree","","","","","","","","","","",""
"2010","66 and older","no degree/no degree yet","","","","","","","","","","",""
"2010","66 and older","Other degree","","","","","","","","","","",""
"2010","66 and older","secondary school degree","","","","","","","","","","",""
"2011","16-34 y.","college entrance qualification","8.34","8","1436","7","8","9","10","8.28","8.4","8","8"
"2011","16-34 y.","lower secondary degree","7.52","8","500","5","6","9","10","7.37","7.67","8","8"
"2011","16-34 y.","no degree/no degree yet","8.04","8","299","6","8","9","10","7.87","8.21","8","9"
"2011","16-34 y.","Other degree","7.87","8","97","5","6","9","10","7.56","8.18","8","9"
