"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1997","66 and older","direct migration background","5.94","6","235","3","4","8","9","5.66","6.22","6","7"
"1997","66 and older","indirect migration background","","","","","","","","","","",""
"1997","66 and older","no migration background","5.88","6","1324","3","5","8","8","5.76","6","6","6"
"1998","16-34 y.","direct migration background","7.62","8","718","5","7","9","10","7.5","7.74","8","8"
"1998","16-34 y.","indirect migration background","7.8","8","551","5","7","9","10","7.67","7.93","8","8"
"1998","16-34 y.","no migration background","7.48","8","3578","5","7","9","9","7.42","7.54","8","8"
"1998","35-65 y.","direct migration background","6.89","7","1423","4","5","8","9","6.79","6.99","7","7"
"1998","35-65 y.","indirect migration background","7.4","7","43","5","6","9","10","6.86","7.94","6","8"
"1998","35-65 y.","no migration background","6.73","7","6010","4","5","8","9","6.68","6.78","7","7"
"1998","66 and older","direct migration background","5.94","6","249","3","4","8","9","5.67","6.21","6","7"
"1998","66 and older","indirect migration background","","","","","","","","","","",""
"1998","66 and older","no migration background","6.1","6","1568","3","5","8","9","5.99","6.21","6","7"
"1999","16-34 y.","direct migration background","7.69","8","631","5","7","9","10","7.56","7.82","8","8"
"1999","16-34 y.","indirect migration background","7.69","8","549","5","7","9","9","7.55","7.83","8","8"
"1999","16-34 y.","no migration background","7.66","8","3394","5","7","9","9","7.61","7.71","8","8"
"1999","35-65 y.","direct migration background","6.82","7","1316","4","5","8","9","6.72","6.92","7","7"
"1999","35-65 y.","indirect migration background","7.03","7","50","5","6","8","9","6.49","7.57","6","8"
"1999","35-65 y.","no migration background","6.92","7","5859","4","6","8","9","6.87","6.97","7","7"
"1999","66 and older","direct migration background","6.29","6","250","3","5","8","9","6.03","6.55","6","7"
"1999","66 and older","indirect migration background","","","","","","","","","","",""
"1999","66 and older","no migration background","6.19","6","1516","3","5","8","9","6.08","6.3","6","7"
"2000","16-34 y.","direct migration background","7.89","8","974","5","7","9","10","7.79","7.99","8","8"
"2000","16-34 y.","indirect migration background","8.01","8","700","6","7","9","10","7.9","8.12","8","8"
"2000","16-34 y.","no migration background","7.77","8","5371","5","7","9","10","7.73","7.81","8","8"
"2000","35-65 y.","direct migration background","6.99","7","1952","5","6","8","9","6.91","7.07","7","7"
"2000","35-65 y.","indirect migration background","7.46","7.66","92","5","7","8","10","7.12","7.8","7","8"
"2000","35-65 y.","no migration background","7.03","7","11157","5","6","8","9","6.99","7.07","7","7"
"2000","66 and older","direct migration background","6.42","7","343","3","5","8","9","6.19","6.65","6","7"
"2000","66 and older","indirect migration background","","","","","","","","","","",""
"2000","66 and older","no migration background","6.28","7","3106","3","5","8","9","6.2","6.36","6","7"
"2001","16-34 y.","direct migration background","7.91","8","817","6","7","9","10","7.81","8.01","8","8"
"2001","16-34 y.","indirect migration background","8.08","8","646","6","7","9","10","7.96","8.2","8","8"
"2001","16-34 y.","no migration background","7.85","8","4750","6","7","9","10","7.81","7.89","8","8"
"2001","35-65 y.","direct migration background","7.09","8","1729","5","6","8","9","7","7.18","7","8"
"2001","35-65 y.","indirect migration background","7.54","8","99","6","7","9","9","7.23","7.85","7","8"
"2001","35-65 y.","no migration background","7.07","8","10206","5","6","8","9","7.03","7.11","7","8"
"2001","66 and older","direct migration background","6.37","7","322","3","5","8","9","6.15","6.59","6","7"
"2001","66 and older","indirect migration background","","","","","","","","","","",""
"2001","66 and older","no migration background","6.41","7","2925","4","5","8","9","6.33","6.49","7","7"
"2002","16-34 y.","direct migration background","7.82","8","728","5","7","9","10","7.71","7.93","8","8"
"2002","16-34 y.","indirect migration background","7.94","8","626","6","7","9","10","7.83","8.05","8","8"
"2002","16-34 y.","no migration background","7.61","8","4723","5","7","9","9","7.56","7.66","8","8"
"2002","35-65 y.","direct migration background","6.77","7","1667","4","5","8","9","6.68","6.86","7","7"
"2002","35-65 y.","indirect migration background","6.9","7","126","4","6","8","9","6.6","7.2","7","8"
"2002","35-65 y.","no migration background","6.83","7","11215","4","6","8","9","6.79","6.87","7","7"
"2002","66 and older","direct migration background","6.1","6.37","330","3","5","8","9","5.88","6.32","6","7"
"2002","66 and older","indirect migration background","","","","","","","","","","",""
"2002","66 and older","no migration background","6.21","6","3056","3","5","8","9","6.14","6.28","6","7"
"2003","16-34 y.","direct migration background","7.67","8","659","5","7","9","10","7.54","7.8","8","8"
"2003","16-34 y.","indirect migration background","7.56","8","628","5","7","9","10","7.43","7.69","8","8"
"2003","16-34 y.","no migration background","7.51","8","4520","5","7","9","9","7.46","7.56","8","8"
"2003","35-65 y.","direct migration background","6.61","7","1552","4","5","8","9","6.51","6.71","7","7"
"2003","35-65 y.","indirect migration background","7.12","7","133","5","6","8","9","6.81","7.43","7","8"
"2003","35-65 y.","no migration background","6.73","7","10772","4","5","8","9","6.69","6.77","7","7"
"2003","66 and older","direct migration background","6.21","6.36","339","3","5","8","9","5.98","6.44","6","7"
"2003","66 and older","indirect migration background","","","","","","","","","","",""
"2003","66 and older","no migration background","6.09","6","3140","3","5","8","9","6.01","6.17","6","6"
"2004","16-34 y.","direct migration background","7.64","8","618","5","7","9","10","7.51","7.77","8","8"
"2004","16-34 y.","indirect migration background","7.4","8","638","5","6","9","10","7.26","7.54","8","8"
"2004","16-34 y.","no migration background","7.44","8","4319","5","7","9","9","7.39","7.49","8","8"
"2004","35-65 y.","direct migration background","6.47","7","1521","3","5","8","9","6.37","6.57","7","7"
"2004","35-65 y.","indirect migration background","6.79","7","146","5","5","8","9","6.46","7.12","7","8"
"2004","35-65 y.","no migration background","6.53","7","10358","4","5","8","9","6.49","6.57","7","7"
"2004","66 and older","direct migration background","5.89","6","343","3","5","7","8","5.68","6.1","6","6"
"2004","66 and older","indirect migration background","","","","","","","","","","",""
"2004","66 and older","no migration background","5.87","6","3228","3","5","8","8","5.79","5.95","6","6"
"2005","16-34 y.","direct migration background","","","","","","","","","","",""
"2005","16-34 y.","indirect migration background","","","","","","","","","","",""
"2005","16-34 y.","no migration background","","","","","","","","","","",""
"2005","35-65 y.","direct migration background","","","","","","","","","","",""
"2005","35-65 y.","indirect migration background","","","","","","","","","","",""
"2005","35-65 y.","no migration background","","","","","","","","","","",""
"2005","66 and older","direct migration background","","","","","","","","","","",""
"2005","66 and older","indirect migration background","","","","","","","","","","",""
"2005","66 and older","no migration background","","","","","","","","","","",""
"2006","16-34 y.","direct migration background","","","","","","","","","","",""
"2006","16-34 y.","indirect migration background","","","","","","","","","","",""
"2006","16-34 y.","no migration background","","","","","","","","","","",""
"2006","35-65 y.","direct migration background","","","","","","","","","","",""
"2006","35-65 y.","indirect migration background","","","","","","","","","","",""
"2006","35-65 y.","no migration background","","","","","","","","","","",""
"2006","66 and older","direct migration background","","","","","","","","","","",""
"2006","66 and older","indirect migration background","","","","","","","","","","",""
"2006","66 and older","no migration background","","","","","","","","","","",""
"2007","16-34 y.","direct migration background","","","","","","","","","","",""
"2007","16-34 y.","indirect migration background","","","","","","","","","","",""
"2007","16-34 y.","no migration background","","","","","","","","","","",""
"2007","35-65 y.","direct migration background","","","","","","","","","","",""
"2007","35-65 y.","indirect migration background","","","","","","","","","","",""
"2007","35-65 y.","no migration background","","","","","","","","","","",""
"2007","66 and older","direct migration background","","","","","","","","","","",""
"2007","66 and older","indirect migration background","","","","","","","","","","",""
"2007","66 and older","no migration background","","","","","","","","","","",""
"2008","16-34 y.","direct migration background","7.93","8","364","5","8","9","10","7.75","8.11","8","8"
"2008","16-34 y.","indirect migration background","7.9","8","561","5","7","9","10","7.77","8.03","8","8"
"2008","16-34 y.","no migration background","7.82","8","3396","5","7","9","10","7.76","7.88","8","8"
"2008","35-65 y.","direct migration background","6.72","7","1124","4","5","8","9","6.6","6.84","7","7"
"2008","35-65 y.","indirect migration background","6.92","7","186","3","6","8","9","6.64","7.2","8","8"
"2008","35-65 y.","no migration background","6.83","7","9116","4","5","8","9","6.79","6.87","7","8"
"2008","66 and older","direct migration background","5.63","6","351","2","4","7","8","5.39","5.87","6","6"
"2008","66 and older","indirect migration background","","","","","","","","","","",""
"2008","66 and older","no migration background","5.87","6","3653","3","5","8","8","5.8","5.94","6","6"
"2009","16-34 y.","direct migration background","7.96","8","295","6","7","9","10","7.78","8.14","8","8"
"2009","16-34 y.","indirect migration background","7.63","8","514","5","7","9","9","7.49","7.77","8","8"
"2009","16-34 y.","no migration background","7.71","8","3158","5","7","9","9","7.66","7.76","8","8"
"2009","35-65 y.","direct migration background","6.61","7","1014","4","5","8","9","6.49","6.73","7","7"
"2009","35-65 y.","indirect migration background","7.02","7","187","5","6","8","9","6.77","7.27","7","8"
"2009","35-65 y.","no migration background","6.79","7","8528","4","5","8","9","6.75","6.83","7","7"
"2009","66 and older","direct migration background","5.88","6","327","3","4","8","9","5.64","6.12","6","7"
"2009","66 and older","indirect migration background","","","","","","","","","","",""
"2009","66 and older","no migration background","6.14","6","3626","3","5","8","8","6.07","6.21","6","6"
"2010","16-34 y.","direct migration background","","","","","","","","","","",""
"2010","16-34 y.","indirect migration background","","","","","","","","","","",""
"2010","16-34 y.","no migration background","","","","","","","","","","",""
"2010","35-65 y.","direct migration background","","","","","","","","","","",""
"2010","35-65 y.","indirect migration background","","","","","","","","","","",""
"2010","35-65 y.","no migration background","","","","","","","","","","",""
"2010","66 and older","direct migration background","","","","","","","","","","",""
"2010","66 and older","indirect migration background","","","","","","","","","","",""
"2010","66 and older","no migration background","","","","","","","","","","",""
"2011","16-34 y.","direct migration background","8.13","8","292","6","8","9","10","7.95","8.31","8","9"
"2011","16-34 y.","indirect migration background","7.77","8","461","5","7","9","10","7.63","7.91","8","8"
"2011","16-34 y.","no migration background","8","8","3040","6","7","9","10","7.95","8.05","8","8"
"2011","35-65 y.","direct migration background","6.91","7","994","5","6","8","9","6.79","7.03","7","8"
"2011","35-65 y.","indirect migration background","7.26","8","235","5","6","9","9","7.04","7.48","8","8"
"2011","35-65 y.","no migration background","6.97","7","8546","5","6","8","9","6.93","7.01","7","8"
"2011","66 and older","direct migration background","6.06","6","346","3","5","8","9","5.83","6.29","6","7"
"2011","66 and older","indirect migration background","","","","","","","","","","",""
"2011","66 and older","no migration background","6.17","6","3939","3","5","8","9","6.11","6.23","6","7"
"2012","16-34 y.","direct migration background","8.3","8","412","6","7","10","10","8.15","8.45","8","9"
"2012","16-34 y.","indirect migration background","8.3","8","242","7","8","9","10","8.11","8.49","8","9"
"2012","16-34 y.","no migration background","7.98","8","1546","6","7","9","10","7.9","8.06","8","8"
"2012","35-65 y.","direct migration background","7.62","8","672","5","7","9","10","7.49","7.75","8","8"
"2012","35-65 y.","indirect migration background","7.71","8","239","5","7","9","10","7.48","7.94","8","8"
"2012","35-65 y.","no migration background","7.68","8","3926","5","7","9","10","7.63","7.73","8","8"
"2012","66 and older","direct migration background","","","","","","","","","","",""
"2012","66 and older","indirect migration background","","","","","","","","","","",""
"2012","66 and older","no migration background","","","","","","","","","","",""
"2013","16-34 y.","direct migration background","8.67","9","1550","7","8","10","10","8.6","8.74","9","9"
"2013","16-34 y.","indirect migration background","8.51","9","1127","7","8","10","10","8.42","8.6","9","9"
"2013","16-34 y.","no migration background","8.19","8","3076","6","8","9","10","8.14","8.24","8","9"
"2013","35-65 y.","direct migration background","7.37","8","3177","5","6","9","10","7.3","7.44","8","8"
"2013","35-65 y.","indirect migration background","7.64","8","484","5","7","9","10","7.47","7.81","8","8"
"2013","35-65 y.","no migration background","7.19","8","8959","5","6","8","9","7.15","7.23","8","8"
"2013","66 and older","direct migration background","6.41","7","412","3","5","8","9","6.19","6.63","7","7"
"2013","66 and older","indirect migration background","","","","","","","","","","",""
"2013","66 and older","no migration background","6.26","6","4327","3","5","8","9","6.2","6.32","7","7"
"2014","16-34 y.","direct migration background","","","","","","","","","","",""
"2014","16-34 y.","indirect migration background","","","","","","","","","","",""
"2014","16-34 y.","no migration background","","","","","","","","","","",""
"2014","35-65 y.","direct migration background","","","","","","","","","","",""
"2014","35-65 y.","indirect migration background","","","","","","","","","","",""
"2014","35-65 y.","no migration background","","","","","","","","","","",""
"2014","66 and older","direct migration background","","","","","","","","","","",""
"2014","66 and older","indirect migration background","","","","","","","","","","",""
"2014","66 and older","no migration background","","","","","","","","","","",""
"2015","16-34 y.","direct migration background","","","","","","","","","","",""
"2015","16-34 y.","indirect migration background","","","","","","","","","","",""
"2015","16-34 y.","no migration background","","","","","","","","","","",""
"2015","35-65 y.","direct migration background","","","","","","","","","","",""
"2015","35-65 y.","indirect migration background","","","","","","","","","","",""
"2015","35-65 y.","no migration background","","","","","","","","","","",""
"2015","66 and older","direct migration background","","","","","","","","","","",""
"2015","66 and older","indirect migration background","","","","","","","","","","",""
"2015","66 and older","no migration background","","","","","","","","","","",""
"2016","16-34 y.","direct migration background","","","","","","","","","","",""
"2016","16-34 y.","indirect migration background","","","","","","","","","","",""
"2016","16-34 y.","no migration background","","","","","","","","","","",""
"2016","35-65 y.","direct migration background","","","","","","","","","","",""
"2016","35-65 y.","indirect migration background","","","","","","","","","","",""
"2016","35-65 y.","no migration background","","","","","","","","","","",""
"2016","66 and older","direct migration background","","","","","","","","","","",""
"2016","66 and older","indirect migration background","","","","","","","","","","",""
"2016","66 and older","no migration background","","","","","","","","","","",""
"2017","16-34 y.","direct migration background","","","","","","","","","","",""
"2017","16-34 y.","indirect migration background","","","","","","","","","","",""
"2017","16-34 y.","no migration background","","","","","","","","","","",""
"2017","35-65 y.","direct migration background","","","","","","","","","","",""
"2017","35-65 y.","indirect migration background","","","","","","","","","","",""
"2017","35-65 y.","no migration background","","","","","","","","","","",""
"2017","66 and older","direct migration background","","","","","","","","","","",""
"2017","66 and older","indirect migration background","","","","","","","","","","",""
"2017","66 and older","no migration background","","","","","","","","","","",""
"2018","16-34 y.","direct migration background","8.64","9","1042","7","8","10","10","8.56","8.72","9","9"
"2018","16-34 y.","indirect migration background","8.46","9","962","7","8","10","10","8.36","8.56","9","9"
"2018","16-34 y.","no migration background","8.31","9","3923","7","8","9","10","8.27","8.35","9","9"
"2018","35-65 y.","direct migration background","7.72","8","2744","5","7","9","10","7.65","7.79","8","8"
"2018","35-65 y.","indirect migration background","7.87","8","682","5","7","9","10","7.74","8","8","8"
"2018","35-65 y.","no migration background","7.55","8","10706","5","7","9","10","7.52","7.58","8","8"
"2018","66 and older","direct migration background","6.52","7","395","4","5","8","9","6.31","6.73","7","7"
"2018","66 and older","indirect migration background","","","","","","","","","","",""
"2018","66 and older","no migration background","6.58","7","4141","4","5","8","9","6.52","6.64","7","7"
