"hlf0001_h","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Nursing Home/Retirement Community","1994","Not Employed","Female","","","",""
"Nursing Home/Retirement Community","1994","Employed","Male","","","",""
"Nursing Home/Retirement Community","1994","Employed","Female","","","",""
"Tenant","1994","Not Employed","Male","","","",""
"Tenant","1994","Not Employed","Female","","","",""
"Tenant","1994","Employed","Male","","","",""
"Tenant","1994","Employed","Female","","","",""
"Main Tenant","1995","Not Employed","Male","922","0.49470402622028","0.470491685114335","0.518916367326224"
"Main Tenant","1995","Not Employed","Female","1871","0.527324339817926","0.510026429928552","0.544622249707301"
"Main Tenant","1995","Employed","Male","2792","0.517427188305342","0.503293905127365","0.531560471483319"
"Main Tenant","1995","Employed","Female","2215","0.546197208176017","0.530219959499695","0.562174456852338"
"Sub-Tenant","1995","Not Employed","Male","42","0.0349333587383946","0.026041552996327","0.0438251644804621"
"Sub-Tenant","1995","Not Employed","Female","94","0.0341094837550579","0.0278205846677227","0.0403983828423931"
"Sub-Tenant","1995","Employed","Male","126","0.0277726102117455","0.023125004373663","0.032420216049828"
"Sub-Tenant","1995","Employed","Female","120","0.0396303519947146","0.0333695949197513","0.045891109069678"
"Owner","1995","Not Employed","Male","674","0.470362615041326","0.446191490463635","0.494533739619017"
"Owner","1995","Not Employed","Female","1235","0.438566176427016","0.421373639900859","0.455758712953172"
"Owner","1995","Employed","Male","1884","0.454800201482912","0.440716228584261","0.468884174381563"
"Owner","1995","Employed","Female","1395","0.414172439829269","0.398364722080074","0.429980157578464"
"Nursing Home/Retirement Community","1995","Not Employed","Male","","","",""
"Nursing Home/Retirement Community","1995","Not Employed","Female","","","",""
"Nursing Home/Retirement Community","1995","Employed","Male","","","",""
"Nursing Home/Retirement Community","1995","Employed","Female","","","",""
"Tenant","1995","Not Employed","Male","","","",""
"Tenant","1995","Not Employed","Female","","","",""
"Tenant","1995","Employed","Male","","","",""
"Tenant","1995","Employed","Female","","","",""
"Main Tenant","1996","Not Employed","Male","877","0.483530066531008","0.458943726042112","0.508116407019903"
"Main Tenant","1996","Not Employed","Female","1786","0.532788344557757","0.515179733599368","0.550396955516146"
"Main Tenant","1996","Employed","Male","2666","0.514910293798291","0.500664515754609","0.529156071841973"
"Main Tenant","1996","Employed","Female","2187","0.551279542405496","0.535309703366077","0.567249381444915"
"Sub-Tenant","1996","Not Employed","Male","39","0.0288466841982562","0.0206119141477511","0.0370814542487613"
"Sub-Tenant","1996","Not Employed","Female","81","0.0274800081788994","0.0217103696656817","0.0332496466921172"
"Sub-Tenant","1996","Employed","Male","153","0.0333991549314495","0.0282776136041279","0.0385206962587711"
"Sub-Tenant","1996","Employed","Female","115","0.0337938664772379","0.0279918293612671","0.0395959035932087"
"Owner","1996","Not Employed","Male","671","0.487623249270736","0.463031097110099","0.512215401431374"
"Owner","1996","Not Employed","Female","1217","0.439731647263343","0.422213716178616","0.45724957834807"
"Owner","1996","Employed","Male","1909","0.451690551270259","0.43750511408612","0.465875988454399"
"Owner","1996","Employed","Female","1424","0.414926591117267","0.399106190390198","0.430746991844335"
"Nursing Home/Retirement Community","1996","Not Employed","Male","","","",""
"Nursing Home/Retirement Community","1996","Not Employed","Female","","","",""
"Nursing Home/Retirement Community","1996","Employed","Male","","","",""
"Nursing Home/Retirement Community","1996","Employed","Female","","","",""
"Tenant","1996","Not Employed","Male","","","",""
"Tenant","1996","Not Employed","Female","","","",""
"Tenant","1996","Employed","Male","","","",""
"Tenant","1996","Employed","Female","","","",""
"Main Tenant","1997","Not Employed","Male","930","0.498962224112833","0.474851395363984","0.523073052861682"
"Main Tenant","1997","Not Employed","Female","1745","0.520866880853645","0.503281219251331","0.538452542455959"
"Main Tenant","1997","Employed","Male","2512","0.505949861044391","0.491478223576235","0.520421498512547"
"Main Tenant","1997","Employed","Female","2054","0.545270775439991","0.528954896776781","0.561586654103201"
"Sub-Tenant","1997","Not Employed","Male","32","0.0236329091139376","0.0163078990059277","0.0309579192219476"
"Sub-Tenant","1997","Not Employed","Female","74","0.0318534709944699","0.0256716536017356","0.0380352883872043"
"Sub-Tenant","1997","Employed","Male","128","0.0276088526547425","0.0228661805617905","0.0323515247476945"
"Sub-Tenant","1997","Employed","Female","111","0.0341908522974086","0.0282365820301189","0.0401451225646983"
"Owner","1997","Not Employed","Male","690","0.477404866773229","0.45331861781266","0.501491115733798"
"Owner","1997","Not Employed","Female","1281","0.447279648151885","0.42977676711568","0.46478252918809"
"Owner","1997","Employed","Male","1945","0.466441286300867","0.45200125875737","0.480881313844363"
"Owner","1997","Employed","Female","1413","0.4205383722626","0.404363417355119","0.436713327170082"
"Nursing Home/Retirement Community","1997","Not Employed","Male","","","",""
"Nursing Home/Retirement Community","1997","Not Employed","Female","","","",""
"Nursing Home/Retirement Community","1997","Employed","Male","","","",""
"Nursing Home/Retirement Community","1997","Employed","Female","","","",""
"Tenant","1997","Not Employed","Male","","","",""
"Tenant","1997","Not Employed","Female","","","",""
"Tenant","1997","Employed","Male","","","",""
"Tenant","1997","Employed","Female","","","",""
"Main Tenant","1998","Not Employed","Male","1010","0.472597437785086","0.450341342958482","0.49485353261169"
"Main Tenant","1998","Not Employed","Female","1873","0.501190855585504","0.484640363622568","0.51774134754844"
"Main Tenant","1998","Employed","Male","2612","0.494112290579351","0.480230594242677","0.507993986916025"
"Main Tenant","1998","Employed","Female","2173","0.541910742337992","0.526283710183547","0.557537774492437"
"Sub-Tenant","1998","Not Employed","Male","46","0.0240438606238981","0.0172149816627498","0.0308727395850464"
"Sub-Tenant","1998","Not Employed","Female","91","0.0290022696233017","0.0234474848623537","0.0345570543842496"
"Sub-Tenant","1998","Employed","Male","151","0.0345795025763341","0.0295064393391907","0.0396525658134775"
"Sub-Tenant","1998","Employed","Female","130","0.0382576098856643","0.0322413599730863","0.0442738597982423"
"Owner","1998","Not Employed","Male","873","0.499804672608213","0.477515079776959","0.522094265439468"
"Owner","1998","Not Employed","Female","1527","0.461439667576675","0.444938420039733","0.477940915113616"
"Owner","1998","Employed","Male","2220","0.471308206844315","0.457448423770383","0.485167989918248"
"Owner","1998","Employed","Female","1602","0.419831647776344","0.404352317169312","0.435310978383375"
"Nursing Home/Retirement Community","1998","Not Employed","Male","","","",""
"Nursing Home/Retirement Community","1998","Not Employed","Female","","","",""
"Nursing Home/Retirement Community","1998","Employed","Male","","","",""
"Nursing Home/Retirement Community","1998","Employed","Female","","","",""
"Tenant","1998","Not Employed","Male","4","","",""
"Tenant","1998","Not Employed","Female","15","","",""
"Tenant","1998","Employed","Male","","","",""
"Tenant","1998","Employed","Female","","","",""
"Main Tenant","1999","Not Employed","Male","924","0.483524966370149","0.460125004049273","0.506924928691025"
"Main Tenant","1999","Not Employed","Female","1716","0.504616875598896","0.487336962260684","0.521896788937109"
"Main Tenant","1999","Employed","Male","2536","0.494478526116758","0.480469627074538","0.508487425158978"
"Main Tenant","1999","Employed","Female","2137","0.534271872478908","0.518630539027486","0.549913205930329"
"Sub-Tenant","1999","Not Employed","Male","39","0.0223856500076586","0.0154585783747558","0.0293127216405614"
"Sub-Tenant","1999","Not Employed","Female","71","0.0250013773627452","0.0196053512868752","0.0303974034386152"
"Sub-Tenant","1999","Employed","Male","114","0.0268489093382731","0.0223197881218975","0.0313780305546487"
"Sub-Tenant","1999","Employed","Female","105","0.0281624587005053","0.0229749539780476","0.0333499634229629"
"Owner","1999","Not Employed","Male","784","0.488857526421337","0.465450665307008","0.512264387535666"
"Owner","1999","Not Employed","Female","1410","0.459067117986628","0.441844472777455","0.4762897631958"
"Owner","1999","Employed","Male","2242","0.47860091632712","0.464603999632501","0.492597833021739"
"Owner","1999","Employed","Female","1664","0.437466031277633","0.421910926895393","0.453021135659872"
"Nursing Home/Retirement Community","1999","Not Employed","Male","5","","",""
"Nursing Home/Retirement Community","1999","Not Employed","Female","19","","",""
"Nursing Home/Retirement Community","1999","Employed","Male","1","","",""
"Nursing Home/Retirement Community","1999","Employed","Female","1","","",""
"Tenant","1999","Not Employed","Male","","","",""
"Tenant","1999","Not Employed","Female","","","",""
"Tenant","1999","Employed","Male","","","",""
"Tenant","1999","Employed","Female","","","",""
"Main Tenant","2000","Not Employed","Male","1526","0.465066235721902","0.448030549341728","0.482101922102076"
"Main Tenant","2000","Not Employed","Female","2798","0.504895447441097","0.492001565601461","0.517789329280733"
"Main Tenant","2000","Employed","Male","4042","0.512384857871631","0.501671398065509","0.523098317677754"
"Main Tenant","2000","Employed","Female","3467","0.534957544584646","0.523131259590468","0.546783829578824"
"Sub-Tenant","2000","Not Employed","Male","48","0.0173536459678951","0.0128935293344885","0.0218137626013018"
"Sub-Tenant","2000","Not Employed","Female","55","0.0120345151252763","0.00922248684806434","0.0148465434024882"
"Sub-Tenant","2000","Employed","Male","121","0.0177666698744134","0.0149352559778114","0.0205980837710153"
"Sub-Tenant","2000","Employed","Female","126","0.0206614494356884","0.0172886602382862","0.0240342386330906"
"Owner","2000","Not Employed","Male","1713","0.514211931381384","0.497141412496547","0.531282450266221"
"Owner","2000","Not Employed","Female","2897","0.475188756030005","0.462310141569027","0.488067370490982"
"Owner","2000","Employed","Male","4198","0.46953034810358","0.458833517581845","0.480227178625314"
"Owner","2000","Employed","Female","3240","0.444381005979666","0.432599286814852","0.456162725144479"
"Nursing Home/Retirement Community","2000","Not Employed","Male","6","","",""
"Nursing Home/Retirement Community","2000","Not Employed","Female","26","","",""
"Nursing Home/Retirement Community","2000","Employed","Male","1","","",""
"Nursing Home/Retirement Community","2000","Employed","Female","","","",""
"Tenant","2000","Not Employed","Male","","","",""
"Tenant","2000","Not Employed","Female","","","",""
"Tenant","2000","Employed","Male","","","",""
"Tenant","2000","Employed","Female","","","",""
"Main Tenant","2001","Not Employed","Male","1415","0.469761947338522","0.452052649168281","0.487471245508762"
"Main Tenant","2001","Not Employed","Female","2443","0.49642828419759","0.482689969415177","0.510166598980003"
"Main Tenant","2001","Employed","Male","3603","0.508743300331511","0.497452483503575","0.520034117159447"
"Main Tenant","2001","Employed","Female","3215","0.530786857950669","0.518553634648332","0.543020081253005"
"Sub-Tenant","2001","Not Employed","Male","39","0.0155203956522144","0.0111342631939846","0.0199065281104442"
"Sub-Tenant","2001","Not Employed","Female","54","0.0143534710651561","0.0110852335773439","0.0176217085529683"
"Sub-Tenant","2001","Employed","Male","121","0.0199950610379521","0.0168335313340856","0.0231565907418186"
"Sub-Tenant","2001","Employed","Female","115","0.0201908705528898","0.0167430551787755","0.023638685927004"
"Owner","2001","Not Employed","Male","1592","0.510558615012859","0.492820799406983","0.528296430618735"
"Owner","2001","Not Employed","Female","2562","0.479088723590964","0.465362078858065","0.492815368323863"
"Owner","2001","Employed","Male","3805","0.470884962708081","0.459611580529328","0.482158344886834"
"Owner","2001","Employed","Female","3061","0.448967781051832","0.436775307468164","0.461160254635501"
"Nursing Home/Retirement Community","2001","Not Employed","Male","5","","",""
"Nursing Home/Retirement Community","2001","Not Employed","Female","29","","",""
"Nursing Home/Retirement Community","2001","Employed","Male","2","","",""
"Nursing Home/Retirement Community","2001","Employed","Female","2","","",""
"Tenant","2001","Not Employed","Male","","","",""
"Tenant","2001","Not Employed","Female","","","",""
"Tenant","2001","Employed","Male","","","",""
"Tenant","2001","Employed","Female","","","",""
"Main Tenant","2002","Not Employed","Male","1408","0.465202794876207","0.447883072455899","0.482522517296516"
"Main Tenant","2002","Not Employed","Female","2352","0.492681634431291","0.478991447060916","0.506371821801665"
