"hlf0001_h","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Owner","1985","16-34 y.","Male","731","0.426679286467064","0.405485095295575","0.447873477638553","3"
"Owner","1985","16-34 y.","Female","618","0.363089298665762","0.342393141557452","0.383785455774071","3"
"Owner","1985","35-65 y.","Male","1243","0.537208728097188","0.519073881137966","0.55534357505641","3"
"Owner","1985","35-65 y.","Female","1300","0.53074910755275","0.512500595112913","0.548997619992587","3"
"Owner","1985","66 and older","Male","227","0.48026089156821","0.433841505160285","0.526680277976135","3"
"Owner","1985","66 and older","Female","277","0.366866603129552","0.330346101626909","0.403387104632196","3"
"Sub-Tenant","1985","16-34 y.","Male","35","0.0166548264731632","0.0111709166807969","0.0221387362655294","2"
"Sub-Tenant","1985","35-65 y.","Male","47","0.0132492731311679","0.00909065024743592","0.0174078960149","2"
"Sub-Tenant","1985","16-34 y.","Female","37","0.0187786739186039","0.0129366993145314","0.0246206485226764","2"
"Sub-Tenant","1985","35-65 y.","Female","22","","","","2"
"Sub-Tenant","1985","66 and older","Male","5","","","","2"
"Sub-Tenant","1985","66 and older","Female","10","","","","2"
"Tenant","1985","16-34 y.","Male","","","","","5"
"Tenant","1985","16-34 y.","Female","","","","","5"
"Tenant","1985","35-65 y.","Male","","","","","5"
"Tenant","1985","35-65 y.","Female","","","","","5"
"Tenant","1985","66 and older","Male","","","","","5"
"Tenant","1985","66 and older","Female","","","","","5"
"Main Tenant","1986","16-34 y.","Male","1287","0.551121158387451","0.529746236648444","0.572496080126458","1"
"Main Tenant","1986","16-34 y.","Female","1336","0.610444708144513","0.58912084711832","0.631768569170707","1"
"Main Tenant","1986","35-65 y.","Male","1491","0.452631242690307","0.434048032000436","0.471214453380178","1"
"Main Tenant","1986","35-65 y.","Female","1425","0.456849722342412","0.438194571694974","0.47550487298985","1"
"Main Tenant","1986","66 and older","Male","187","0.484942299087231","0.4373717528031","0.532512845371361","1"
"Main Tenant","1986","66 and older","Female","336","0.606020059496553","0.56758895678634","0.644451162206765","1"
"Nursing Home/Retirement Community","1986","16-34 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1986","16-34 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1986","35-65 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1986","35-65 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1986","66 and older","Male","","","","","4"
"Nursing Home/Retirement Community","1986","66 and older","Female","","","","","4"
"Owner","1986","16-34 y.","Male","747","0.427185405194032","0.405926951851386","0.448443858536678","3"
"Owner","1986","16-34 y.","Female","622","0.361018502696332","0.340016196090377","0.382020809302286","3"
"Owner","1986","35-65 y.","Male","1213","0.536132284025535","0.517513919108896","0.554750648942174","3"
"Owner","1986","35-65 y.","Female","1284","0.534424544929393","0.515743966866739","0.553105122992047","3"
"Owner","1986","66 and older","Male","227","0.480247112018145","0.432692132468781","0.527802091567509","3"
"Owner","1986","66 and older","Female","276","0.378135522533685","0.339996118331163","0.416274926736208","3"
"Sub-Tenant","1986","16-34 y.","Female","51","0.0285367891591549","0.0212560771087611","0.0358175012095487","2"
"Sub-Tenant","1986","16-34 y.","Male","46","0.0216934364185173","0.0154328057575741","0.0279540670794606","2"
"Sub-Tenant","1986","35-65 y.","Female","30","0.0087257327281951","0.00524276104025074","0.0122087044161395","2"
"Sub-Tenant","1986","35-65 y.","Male","52","0.0112364732841585","0.00730124695633507","0.015171699611982","2"
"Sub-Tenant","1986","66 and older","Male","10","","","","2"
"Sub-Tenant","1986","66 and older","Female","9","","","","2"
"Tenant","1986","16-34 y.","Male","","","","","5"
"Tenant","1986","16-34 y.","Female","","","","","5"
"Tenant","1986","35-65 y.","Male","","","","","5"
"Tenant","1986","35-65 y.","Female","","","","","5"
"Tenant","1986","66 and older","Male","","","","","5"
"Tenant","1986","66 and older","Female","","","","","5"
"Main Tenant","1987","16-34 y.","Male","1277","0.547289487796179","0.525872524949165","0.568706450643193","1"
"Main Tenant","1987","16-34 y.","Female","1283","0.599009335321117","0.57733422704121","0.620684443601023","1"
"Main Tenant","1987","35-65 y.","Male","1453","0.44947691378222","0.430706727558177","0.468247100006263","1"
"Main Tenant","1987","35-65 y.","Female","1408","0.460056047228344","0.441193583533735","0.478918510922953","1"
"Main Tenant","1987","66 and older","Male","188","0.48790826919712","0.440552905398427","0.535263632995813","1"
"Main Tenant","1987","66 and older","Female","352","0.603668347961976","0.566237923444597","0.641098772479355","1"
"Nursing Home/Retirement Community","1987","16-34 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1987","16-34 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1987","35-65 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1987","35-65 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1987","66 and older","Male","","","","","4"
"Nursing Home/Retirement Community","1987","66 and older","Female","","","","","4"
"Owner","1987","16-34 y.","Male","746","0.423350400523652","0.402091293154306","0.444609507892999","3"
"Owner","1987","16-34 y.","Female","622","0.362267843921664","0.341010382462371","0.383525305380958","3"
"Owner","1987","35-65 y.","Male","1196","0.537712374341614","0.51889936513078","0.556525383552448","3"
"Owner","1987","35-65 y.","Female","1244","0.529484718518142","0.51059470424712","0.548374732789164","3"
"Owner","1987","66 and older","Male","231","0.481108934597193","0.43377353867289","0.528444330521495","3"
"Owner","1987","66 and older","Female","296","0.380173010301027","0.343026155026786","0.417319865575267","3"
"Sub-Tenant","1987","16-34 y.","Female","59","0.0387228207572188","0.0301901466567307","0.047255494857707","2"
"Sub-Tenant","1987","16-34 y.","Male","52","0.0293601116801688","0.0220965946450756","0.0366236287152621","2"
"Sub-Tenant","1987","35-65 y.","Male","49","0.012810711876166","0.00856731192259477","0.0170541118297372","2"
"Sub-Tenant","1987","35-65 y.","Female","30","0.0104592342535142","0.00660901470755778","0.0143094537994707","2"
"Sub-Tenant","1987","66 and older","Male","9","","","","2"
"Sub-Tenant","1987","66 and older","Female","8","","","","2"
"Tenant","1987","16-34 y.","Male","","","","","5"
"Tenant","1987","16-34 y.","Female","","","","","5"
"Tenant","1987","35-65 y.","Male","","","","","5"
"Tenant","1987","66 and older","Male","","","","","5"
"Tenant","1987","35-65 y.","Female","","","","","5"
"Tenant","1987","66 and older","Female","","","","","5"
"Main Tenant","1988","16-34 y.","Male","1211","0.53043108235028","0.50839832090288","0.552463843797681","1"
"Main Tenant","1988","16-34 y.","Female","1244","0.598272384978897","0.576111633254585","0.620433136703208","1"
"Main Tenant","1988","35-65 y.","Male","1379","0.445480781505492","0.426231430602948","0.464730132408036","1"
"Main Tenant","1988","35-65 y.","Female","1346","0.458220524362991","0.438885647748712","0.47755540097727","1"
"Main Tenant","1988","66 and older","Male","193","0.498387594341493","0.450569618095527","0.546205570587459","1"
"Main Tenant","1988","66 and older","Female","347","0.611480865436922","0.573540535420403","0.64942119545344","1"
"Nursing Home/Retirement Community","1988","16-34 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1988","16-34 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1988","35-65 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1988","35-65 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1988","66 and older","Male","","","","","4"
"Nursing Home/Retirement Community","1988","66 and older","Female","","","","","4"
"Owner","1988","16-34 y.","Female","583","0.362553558601887","0.340822689139209","0.384284428064566","3"
"Owner","1988","16-34 y.","Male","712","0.436094688456009","0.414202041678406","0.457987335233611","3"
"Owner","1988","35-65 y.","Male","1136","0.536975640430787","0.51766385115171","0.556287429709864","3"
"Owner","1988","35-65 y.","Female","1173","0.52487974543763","0.505501049821331","0.544258441053928","3"
"Owner","1988","66 and older","Female","276","0.369597468088414","0.332024376583363","0.407170559593465","3"
"Owner","1988","66 and older","Male","222","0.484354941871604","0.43656013144449","0.532149752298718","3"
"Sub-Tenant","1988","16-34 y.","Male","48","0.033474229193711","0.0255333828822215","0.0414150755052005","2"
"Sub-Tenant","1988","16-34 y.","Female","53","0.0391740564192157","0.0304042340046514","0.04794387883378","2"
"Sub-Tenant","1988","35-65 y.","Male","46","0.0175435780637208","0.0124589517984404","0.0226282043290012","2"
"Sub-Tenant","1988","35-65 y.","Female","32","0.0168997301993792","0.0118978687811095","0.0219015916176489","2"
"Sub-Tenant","1988","66 and older","Female","11","","","","2"
"Sub-Tenant","1988","66 and older","Male","5","","","","2"
"Tenant","1988","16-34 y.","Male","","","","","5"
"Tenant","1988","16-34 y.","Female","","","","","5"
"Tenant","1988","66 and older","Male","","","","","5"
"Tenant","1988","35-65 y.","Male","","","","","5"
"Tenant","1988","35-65 y.","Female","","","","","5"
"Tenant","1988","66 and older","Female","","","","","5"
"Main Tenant","1989","16-34 y.","Male","1169","0.515775909213447","0.493480104111278","0.538071714315616","1"
"Main Tenant","1989","16-34 y.","Female","1215","0.598371168983393","0.575965650569354","0.620776687397433","1"
"Main Tenant","1989","35-65 y.","Male","1313","0.450830218226419","0.431127557727919","0.470532878724919","1"
"Main Tenant","1989","35-65 y.","Female","1299","0.453218233221601","0.433530550198554","0.472905916244649","1"
"Main Tenant","1989","66 and older","Male","179","0.495806494449822","0.446809118212863","0.544803870686782","1"
"Main Tenant","1989","66 and older","Female","326","0.582475549446199","0.543936360143125","0.621014738749273","1"
"Nursing Home/Retirement Community","1989","16-34 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1989","16-34 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1989","35-65 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1989","35-65 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1989","66 and older","Male","","","","","4"
"Nursing Home/Retirement Community","1989","66 and older","Female","","","","","4"
"Owner","1989","16-34 y.","Female","573","0.367256891435258","0.345224790362456","0.389288992508059","3"
"Owner","1989","16-34 y.","Male","704","0.443218998267859","0.421056392335219","0.465381604200499","3"
"Owner","1989","35-65 y.","Male","1097","0.532033687875053","0.512275736598295","0.551791639151812","3"
"Owner","1989","35-65 y.","Female","1125","0.526718176450599","0.506972001732199","0.546464351168998","3"
"Owner","1989","66 and older","Male","215","0.489080092395703","0.440092679910705","0.538067504880702","3"
"Owner","1989","66 and older","Female","295","0.401740796805922","0.363428302200865","0.440053291410979","3"
"Sub-Tenant","1989","16-34 y.","Male","50","0.0358354944174683","0.0275426845810643","0.0441283042538723","2"
"Sub-Tenant","1989","16-34 y.","Female","49","0.0330611867704233","0.0248894203841563","0.0412329531566902","2"
"Sub-Tenant","1989","35-65 y.","Male","39","0.0165683215025903","0.0115138424343699","0.0216228005708106","2"
"Sub-Tenant","1989","66 and older","Male","5","","","","2"
"Sub-Tenant","1989","35-65 y.","Female","31","0.0195600783555868","0.0140832428386763","0.0250369138724973","2"
"Sub-Tenant","1989","66 and older","Female","6","","","","2"
"Tenant","1989","16-34 y.","Male","7","","","","5"
"Tenant","1989","16-34 y.","Female","2","","","","5"
"Tenant","1989","35-65 y.","Male","1","","","","5"
"Tenant","1989","35-65 y.","Female","1","","","","5"
"Tenant","1989","66 and older","Male","1","","","","5"
"Tenant","1989","66 and older","Female","2","","","","5"
"Main Tenant","1990","16-34 y.","Male","1676","0.562804792683976","0.544084001134651","0.5815255842333","1"
"Main Tenant","1990","16-34 y.","Female","1743","0.618592132482368","0.60011940278855","0.637064862176186","1"
"Main Tenant","1990","35-65 y.","Male","1975","0.49180045062392","0.475331798379635","0.508269102868205","1"
"Main Tenant","1990","35-65 y.","Female","1980","0.489680239242759","0.473261508290688","0.50609897019483","1"
"Main Tenant","1990","66 and older","Male","273","0.506578115094598","0.465169901642802","0.547986328546395","1"
"Main Tenant","1990","66 and older","Female","530","0.616976166718004","0.585899727038499","0.648052606397509","1"
"Nursing Home/Retirement Community","1990","16-34 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1990","16-34 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1990","35-65 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1990","35-65 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1990","66 and older","Male","","","","","4"
"Nursing Home/Retirement Community","1990","66 and older","Female","","","","","4"
"Owner","1990","16-34 y.","Male","921","0.390646657844983","0.372233245740433","0.409060069949534","3"
"Owner","1990","16-34 y.","Female","809","0.332592742675629","0.314674892437609","0.350510592913648","3"
"Owner","1990","35-65 y.","Male","1493","0.491642492670044","0.475173926590708","0.50811105874938","3"
"Owner","1990","35-65 y.","Female","1507","0.487179145579476","0.470762316076184","0.503595975082767","3"
"Owner","1990","66 and older","Male","280","0.478820746710742","0.437446117289713","0.520195376131772","3"
"Owner","1990","66 and older","Female","396","0.365557130732819","0.334770791223062","0.396343470242576","3"
"Sub-Tenant","1990","16-34 y.","Male","100","0.046548549471041","0.0385977649088192","0.0544993340332627","2"
"Sub-Tenant","1990","16-34 y.","Female","101","0.0482303407877115","0.040082169518204","0.056378512057219","2"
"Sub-Tenant","1990","35-65 y.","Male","68","0.0155374773528217","0.0114633339798186","0.0196116207258247","2"
"Sub-Tenant","1990","35-65 y.","Female","71","0.0222713199067642","0.0174246408768549","0.0271179989366735","2"
"Sub-Tenant","1990","66 and older","Male","6","","","","2"
"Sub-Tenant","1990","66 and older","Female","14","","","","2"
"Tenant","1990","16-34 y.","Male","","","","","5"
"Tenant","1990","16-34 y.","Female","3","","","","5"
"Tenant","1990","35-65 y.","Male","4","","","","5"
"Tenant","1990","35-65 y.","Female","3","","","","5"
"Tenant","1990","66 and older","Male","1","","","","5"
"Tenant","1990","66 and older","Female","","","","","5"
"Main Tenant","1991","16-34 y.","Male","1630","0.572144931288021","0.553134331769716","0.591155530806327","1"
"Main Tenant","1991","16-34 y.","Female","1698","0.629678884761756","0.610998579899891","0.64835918962362","1"
"Main Tenant","1991","35-65 y.","Male","1912","0.491340300318785","0.474766223030654","0.507914377606915","1"
"Main Tenant","1991","35-65 y.","Female","1930","0.49308812687055","0.476541528997965","0.509634724743134","1"
"Main Tenant","1991","66 and older","Male","260","0.479718224454926","0.438266423203112","0.521170025706739","1"
"Main Tenant","1991","66 and older","Female","500","0.594120842434119","0.562458147640626","0.625783537227612","1"
"Nursing Home/Retirement Community","1991","16-34 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1991","16-34 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1991","35-65 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1991","35-65 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1991","66 and older","Male","","","","","4"
"Nursing Home/Retirement Community","1991","66 and older","Female","","","","","4"
"Owner","1991","16-34 y.","Female","753","0.314251965965103","0.296294028952272","0.332209902977934","3"
"Owner","1991","16-34 y.","Male","863","0.375525588380939","0.356918794946921","0.394132381814958","3"
"Owner","1991","35-65 y.","Female","1507","0.486684263363569","0.470141953588167","0.503226573138972","3"
"Owner","1991","35-65 y.","Male","1495","0.488218730660889","0.471646769256881","0.504790692064897","3"
"Owner","1991","66 and older","Male","291","0.506512626931077","0.465030200450452","0.547995053411702","3"
"Owner","1991","66 and older","Female","397","0.372862374677958","0.341682970298957","0.40404177905696","3"
"Sub-Tenant","1991","16-34 y.","Male","109","0.0523294803310392","0.0437729766559812","0.0608859840060971","2"
"Sub-Tenant","1991","16-34 y.","Female","115","0.0558313961163642","0.0469496331620346","0.0647131590706937","2"
"Sub-Tenant","1991","35-65 y.","Male","84","0.0194258772574669","0.0148502036770508","0.024001550837883","2"
"Sub-Tenant","1991","35-65 y.","Female","68","0.0199321065287906","0.015306327435249","0.0245578856223323","2"
"Sub-Tenant","1991","66 and older","Female","24","","","","2"
"Sub-Tenant","1991","66 and older","Male","7","","","","2"
"Tenant","1991","16-34 y.","Male","","","","","5"
"Tenant","1991","16-34 y.","Female","1","","","","5"
"Tenant","1991","35-65 y.","Male","4","","","","5"
"Tenant","1991","35-65 y.","Female","2","","","","5"
"Tenant","1991","66 and older","Male","","","","","5"
"Tenant","1991","66 and older","Female","3","","","","5"
"Main Tenant","1992","16-34 y.","Male","1596","0.579065483526173","0.559693061347749","0.598437905704598","1"
"Main Tenant","1992","16-34 y.","Female","1683","0.644650297931329","0.625900018776572","0.663400577086087","1"
"Main Tenant","1992","35-65 y.","Male","1897","0.493114645257598","0.476400385502539","0.509828905012657","1"
"Main Tenant","1992","35-65 y.","Female","1918","0.492988621758172","0.476363666515918","0.509613577000426","1"
"Main Tenant","1992","66 and older","Female","501","0.592050334453474","0.560345181942698","0.62375548696425","1"
"Main Tenant","1992","66 and older","Male","259","0.468621607437946","0.427180286172159","0.510062928703734","1"
"Nursing Home/Retirement Community","1992","16-34 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1992","16-34 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1992","35-65 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1992","35-65 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1992","66 and older","Male","","","","","4"
"Nursing Home/Retirement Community","1992","66 and older","Female","","","","","4"
"Owner","1992","16-34 y.","Female","724","0.306167424093955","0.288111301299961","0.324223546887948","3"
"Owner","1992","16-34 y.","Male","813","0.373881429953404","0.354896541231298","0.39286631867551","3"
"Owner","1992","35-65 y.","Male","1466","0.484249141419499","0.467541592767449","0.500956690071549","3"
"Owner","1992","35-65 y.","Female","1496","0.48990367352096","0.473280473526522","0.506526873515397","3"
"Owner","1992","66 and older","Male","292","0.517624549893772","0.476127184509353","0.55912191527819","3"
"Owner","1992","66 and older","Female","403","0.379793608230856","0.348483167194681","0.411104049267031","3"
"Sub-Tenant","1992","16-34 y.","Male","85","0.046484750534269","0.0382237644635465","0.0547457366049914","2"
"Sub-Tenant","1992","16-34 y.","Female","96","0.0491822779747159","0.0407105769595746","0.0576539789898573","2"
"Sub-Tenant","1992","35-65 y.","Male","72","0.0216969599705928","0.0168262253225114","0.0265676946186743","2"
"Sub-Tenant","1992","35-65 y.","Female","56","0.0150737843159476","0.0110220012876367","0.0191255673442586","2"
"Sub-Tenant","1992","66 and older","Male","6","","","","2"
"Sub-Tenant","1992","66 and older","Female","18","","","","2"
"Tenant","1992","16-34 y.","Male","1","","","","5"
"Tenant","1992","16-34 y.","Female","","","","","5"
"Tenant","1992","35-65 y.","Male","2","","","","5"
"Tenant","1992","35-65 y.","Female","4","","","","5"
"Tenant","1992","66 and older","Male","","","","","5"
"Tenant","1992","66 and older","Female","1","","","","5"
"Main Tenant","1993","16-34 y.","Male","1579","0.589404920539127","0.569992608435788","0.608817232642466","1"
"Main Tenant","1993","16-34 y.","Female","1649","0.646192575432826","0.627266859766319","0.665118291099334","1"
"Main Tenant","1993","35-65 y.","Male","1846","0.487210189591827","0.470319476999264","0.50410090218439","1"
"Main Tenant","1993","35-65 y.","Female","1847","0.474712804902635","0.457912929824563","0.491512679980706","1"
"Main Tenant","1993","66 and older","Male","259","0.45954635685783","0.418307126785311","0.50078558693035","1"
"Main Tenant","1993","66 and older","Female","513","0.581723481731238","0.550139394160758","0.613307569301718","1"
"Nursing Home/Retirement Community","1993","16-34 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1993","16-34 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1993","35-65 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1993","35-65 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1993","66 and older","Male","","","","","4"
"Nursing Home/Retirement Community","1993","66 and older","Female","","","","","4"
"Owner","1993","16-34 y.","Male","776","0.353256545898792","0.334395114592794","0.37211797720479","3"
"Owner","1993","16-34 y.","Female","708","0.312085177206952","0.293745496819259","0.330424857594644","3"
"Owner","1993","35-65 y.","Male","1458","0.492523201337081","0.475628849281531","0.50941755339263","3"
"Owner","1993","35-65 y.","Female","1488","0.502667833256255","0.48584667122411","0.519488995288399","3"
"Owner","1993","66 and older","Male","292","0.519561996006661","0.47821880197465","0.560905190038672","3"
"Owner","1993","66 and older","Female","406","0.393626181691196","0.36234447029432","0.424907893088072","3"
"Sub-Tenant","1993","16-34 y.","Male","112","0.0573385335620811","0.0481644079034769","0.0665126592206853","2"
"Sub-Tenant","1993","35-65 y.","Male","60","0.0202666090710922","0.0155048809224633","0.025028337219721","2"
"Sub-Tenant","1993","16-34 y.","Female","95","0.0417222473602221","0.0338078580819299","0.0496366366385143","2"
"Sub-Tenant","1993","66 and older","Male","10","","","","2"
"Sub-Tenant","1993","35-65 y.","Female","59","0.0226193618411104","0.0176171254454724","0.0276215982367484","2"
"Sub-Tenant","1993","66 and older","Female","18","","","","2"
"Tenant","1993","16-34 y.","Male","","","","","5"
"Tenant","1993","16-34 y.","Female","","","","","5"
"Tenant","1993","35-65 y.","Male","","","","","5"
"Tenant","1993","35-65 y.","Female","","","","","5"
"Tenant","1993","66 and older","Male","","","","","5"
"Tenant","1993","66 and older","Female","","","","","5"
"Main Tenant","1994","16-34 y.","Male","1527","0.600535018221227","0.58085346380102","0.620216572641434","1"
"Main Tenant","1994","16-34 y.","Female","1635","0.652177158860982","0.633263685573667","0.671090632148297","1"
"Main Tenant","1994","35-65 y.","Male","1762","0.48086330988844","0.463782835770443","0.497943784006438","1"
"Main Tenant","1994","35-65 y.","Female","1783","0.476301499231146","0.459305097218276","0.493297901244015","1"
"Main Tenant","1994","66 and older","Male","261","0.445969324483462","0.405198505426075","0.486740143540848","1"
"Main Tenant","1994","66 and older","Female","521","0.579582065667455","0.54817603351141","0.6109880978235","1"
"Nursing Home/Retirement Community","1994","16-34 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1994","35-65 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1994","16-34 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1994","35-65 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1994","66 and older","Male","","","","","4"
"Nursing Home/Retirement Community","1994","66 and older","Female","","","","","4"
"Owner","1994","16-34 y.","Male","763","0.357020488424164","0.337767594984546","0.376273381863783","3"
"Owner","1994","16-34 y.","Female","703","0.306197808639213","0.287894553999155","0.32450106327927","3"
"Owner","1994","35-65 y.","Male","1460","0.500277622101325","0.483184626677005","0.517370617525646","3"
"Owner","1994","35-65 y.","Female","1474","0.500073132437167","0.483057607377847","0.517088657496486","3"
"Owner","1994","66 and older","Male","303","0.525757467688839","0.484800951080215","0.566713984297463","3"
"Owner","1994","66 and older","Female","411","0.392259004835735","0.361194766312276","0.423323243359194","3"
"Sub-Tenant","1994","16-34 y.","Female","98","0.0416250324998049","0.0336935481321438","0.049556516867466","2"
"Sub-Tenant","1994","16-34 y.","Male","89","0.0424444933546087","0.0343434020678016","0.0505455846414158","2"
"Sub-Tenant","1994","35-65 y.","Male","65","0.0188590680102343","0.0142088421231082","0.0235092938973604","2"
"Sub-Tenant","1994","35-65 y.","Female","60","0.0236253683316874","0.0184567686939815","0.0287939679693934","2"
"Sub-Tenant","1994","66 and older","Male","7","","","","2"
"Sub-Tenant","1994","66 and older","Female","17","","","","2"
"Tenant","1994","16-34 y.","Male","","","","","5"
"Tenant","1994","16-34 y.","Female","","","","","5"
"Tenant","1994","35-65 y.","Male","","","","","5"
"Tenant","1994","35-65 y.","Female","","","","","5"
"Tenant","1994","66 and older","Male","","","","","5"
"Tenant","1994","66 and older","Female","","","","","5"
"Main Tenant","1995","16-34 y.","Male","1589","0.590075821891371","0.570601124140026","0.609550519642717","1"
"Main Tenant","1995","16-34 y.","Female","1678","0.628511870089504","0.609615974250868","0.647407765928141","1"
"Main Tenant","1995","35-65 y.","Male","1854","0.487375480418006","0.470569342255302","0.50418161858071","1"
"Main Tenant","1995","35-65 y.","Female","1883","0.473967757574214","0.457320534241867","0.490614980906561","1"
"Main Tenant","1995","66 and older","Female","525","0.556970811967805","0.525580694337844","0.588360929597765","1"
"Main Tenant","1995","66 and older","Male","271","0.420374246355989","0.380611247992553","0.460137244719424","1"
"Nursing Home/Retirement Community","1995","16-34 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1995","16-34 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1995","35-65 y.","Male","","","","","4"
"Nursing Home/Retirement Community","1995","35-65 y.","Female","","","","","4"
"Nursing Home/Retirement Community","1995","66 and older","Female","","","","","4"
"Nursing Home/Retirement Community","1995","66 and older","Male","","","","","4"
"Owner","1995","16-34 y.","Female","717","0.30998951116223","0.291903632228701","0.32807539009576","3"
