"hlf0001_h","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Tenant","1994","Rural Area","","","",""
"Main Tenant","1995","Urban Area","5636","0.56133699350523","0.551023027359483","0.571650959650978"
"Main Tenant","1995","Rural Area","2164","0.438290144871204","0.423757558226891","0.452822731515517"
"Sub-Tenant","1995","Urban Area","208","0.0292133539165221","0.0257130885497235","0.0327136192833206"
"Sub-Tenant","1995","Rural Area","174","0.0431868620427094","0.0372330456695989","0.0491406784158199"
"Owner","1995","Urban Area","3048","0.409449652578248","0.399229036331433","0.419670268825062"
"Owner","1995","Rural Area","2140","0.518522993086087","0.50388849500402","0.533157491168153"
"Nursing Home/Retirement Community","1995","Urban Area","","","",""
"Nursing Home/Retirement Community","1995","Rural Area","","","",""
"Tenant","1995","Urban Area","","","",""
"Tenant","1995","Rural Area","","","",""
"Main Tenant","1996","Urban Area","5425","0.562008355438153","0.55157695777481","0.572439753101495"
"Main Tenant","1996","Rural Area","2090","0.435447921793478","0.420854055501734","0.450041788085221"
"Sub-Tenant","1996","Urban Area","246","0.0296912335931679","0.0261225561052759","0.0332599110810598"
"Sub-Tenant","1996","Rural Area","142","0.0348364112943976","0.02943922490976","0.0402335976790352"
"Owner","1996","Urban Area","3019","0.408300410968679","0.397966166165327","0.418634655772032"
"Owner","1996","Rural Area","2202","0.529715666912125","0.515024648228134","0.544406685596116"
"Nursing Home/Retirement Community","1996","Urban Area","","","",""
"Nursing Home/Retirement Community","1996","Rural Area","","","",""
"Tenant","1996","Urban Area","","","",""
"Tenant","1996","Rural Area","","","",""
"Main Tenant","1997","Urban Area","5239","0.557592472629736","0.5470635110912","0.568121434168273"
"Main Tenant","1997","Rural Area","2001","0.426403045800885","0.411733394433383","0.441072697168386"
"Sub-Tenant","1997","Urban Area","200","0.0264453862744226","0.0230438825457341","0.0298468900031111"
"Sub-Tenant","1997","Rural Area","145","0.0377223621185665","0.0320709645301306","0.0433737597070024"
"Owner","1997","Urban Area","3109","0.415962141095841","0.405513417594189","0.426410864597494"
"Owner","1997","Rural Area","2220","0.535874592080549","0.521081618546377","0.550667565614721"
"Nursing Home/Retirement Community","1997","Urban Area","","","",""
"Nursing Home/Retirement Community","1997","Rural Area","","","",""
"Tenant","1997","Urban Area","","","",""
"Tenant","1997","Rural Area","","","",""
"Main Tenant","1998","Urban Area","5590","0.548394275615046","0.538356389398232","0.558432161831861"
"Main Tenant","1998","Rural Area","2078","0.401787624610347","0.388039553127765","0.415535696092929"
"Sub-Tenant","1998","Urban Area","252","0.0301777409772933","0.026727054276225","0.0336284276783615"
"Sub-Tenant","1998","Rural Area","166","0.0371670088072022","0.0318621956299934","0.042471821984411"
"Owner","1998","Urban Area","3586","0.418122200483099","0.408173104962141","0.428071296004057"
"Owner","1998","Rural Area","2636","0.559153322145913","0.545230571407459","0.573076072884366"
"Nursing Home/Retirement Community","1998","Urban Area","","","",""
"Nursing Home/Retirement Community","1998","Rural Area","","","",""
"Tenant","1998","Urban Area","14","","",""
"Tenant","1998","Rural Area","5","","",""
"Main Tenant","1999","Urban Area","5280","0.548912015336869","0.538654412632076","0.559169618041661"
"Main Tenant","1999","Rural Area","2033","0.404578403772395","0.390588233614278","0.418568573930512"
"Sub-Tenant","1999","Urban Area","199","0.0233778539834808","0.0202630588984094","0.0264926490685523"
"Sub-Tenant","1999","Rural Area","130","0.0322549599454777","0.0272189325077306","0.0372909873832248"
"Owner","1999","Urban Area","3541","0.423351780579091","0.413166569147455","0.433536992010727"
"Owner","1999","Rural Area","2559","0.56064706177667","0.546500174277648","0.574793949275692"
"Nursing Home/Retirement Community","1999","Urban Area","20","","",""
"Nursing Home/Retirement Community","1999","Rural Area","6","","",""
"Tenant","1999","Urban Area","","","",""
"Tenant","1999","Rural Area","","","",""
"Main Tenant","2000","Urban Area","8545","0.549700622285541","0.541981657825178","0.557419586745904"
"Main Tenant","2000","Rural Area","3290","0.420298798746688","0.409684112532109","0.430913484961267"
"Sub-Tenant","2000","Urban Area","221","0.0167422144436177","0.0147516080219685","0.0187328208652669"
"Sub-Tenant","2000","Rural Area","129","0.0175300634634149","0.0147079311924568","0.0203521957343731"
"Owner","2000","Urban Area","7169","0.430938460302663","0.42325543083715","0.438621489768177"
"Owner","2000","Rural Area","4879","0.559558021107763","0.548882406157097","0.57023363605843"
"Nursing Home/Retirement Community","2000","Urban Area","24","","",""
"Nursing Home/Retirement Community","2000","Rural Area","9","","",""
"Tenant","2000","Urban Area","","","",""
"Tenant","2000","Rural Area","","","",""
"Main Tenant","2001","Urban Area","7798","0.54994434477231","0.541855103934015","0.558033585610606"
"Main Tenant","2001","Rural Area","2878","0.407374927588056","0.396279315471676","0.418470539704435"
"Sub-Tenant","2001","Urban Area","192","0.017507125442021","0.0153746334432745","0.0196396174407675"
"Sub-Tenant","2001","Rural Area","137","0.0191003657645892","0.0160093783587141","0.0221913531704642"
"Owner","2001","Urban Area","6510","0.428991042082193","0.420943544471617","0.437038539692769"
"Owner","2001","Rural Area","4510","0.570949059740583","0.559772266490255","0.582125852990911"
"Nursing Home/Retirement Community","2001","Urban Area","30","0.00355748770347519","0.00258940354898077","0.0045255718579696"
"Nursing Home/Retirement Community","2001","Rural Area","8","","",""
"Tenant","2001","Urban Area","","","",""
"Tenant","2001","Rural Area","","","",""
"Main Tenant","2002","Urban Area","7631","0.544591559503963","0.536748230502031","0.552434888505895"
"Main Tenant","2002","Rural Area","2854","0.410287472244594","0.399279312727481","0.421295631761707"
"Sub-Tenant","2002","Urban Area","211","0.0164107168933608","0.014409772071796","0.0184116617149257"
"Sub-Tenant","2002","Rural Area","139","0.0209814153978405","0.0177739404856153","0.0241888903100656"
"Owner","2002","Urban Area","7620","0.435904953225246","0.428095214820709","0.443714691629783"
"Owner","2002","Rural Area","4668","0.566156623089433","0.555065253145698","0.577247993033169"
"Nursing Home/Retirement Community","2002","Urban Area","25","","",""
"Nursing Home/Retirement Community","2002","Rural Area","9","","",""
"Tenant","2002","Urban Area","","","",""
"Tenant","2002","Rural Area","","","",""
"Main Tenant","2003","Urban Area","7279","0.545392303982877","0.537409711326684","0.553374896639069"
"Main Tenant","2003","Rural Area","2676","0.396466261442964","0.385283261679558","0.407649261206371"
"Sub-Tenant","2003","Urban Area","238","0.0200769382582508","0.0178283196269488","0.0223255568895529"
"Sub-Tenant","2003","Rural Area","162","0.0287917237613212","0.0249688105186984","0.0326146370039441"
"Owner","2003","Urban Area","7405","0.431619784037695","0.423679405228684","0.439560162846706"
"Owner","2003","Rural Area","4503","0.572000716785554","0.560689111847365","0.583312321723743"
"Nursing Home/Retirement Community","2003","Urban Area","25","","",""
"Nursing Home/Retirement Community","2003","Rural Area","9","","",""
"Tenant","2003","Urban Area","","","",""
"Tenant","2003","Rural Area","","","",""
"Main Tenant","2004","Urban Area","7076","0.549459857111119","0.541372333652181","0.557547380570057"
"Main Tenant","2004","Rural Area","2607","0.406145016319337","0.39479638097953","0.417493651659145"
"Sub-Tenant","2004","Urban Area","213","0.0198706518103611","0.0176022051272265","0.0221390984934957"
"Sub-Tenant","2004","Rural Area","150","0.0250204609764562","0.0214112831666618","0.0286296387862505"
"Owner","2004","Urban Area","7224","0.427549723685085","0.419508113398276","0.435591333971893"
"Owner","2004","Rural Area","4423","0.564473403337838","0.553015848171853","0.575930958503823"
"Nursing Home/Retirement Community","2004","Urban Area","26","","",""
"Nursing Home/Retirement Community","2004","Rural Area","14","","",""
"Tenant","2004","Urban Area","","","",""
"Tenant","2004","Rural Area","","","",""
"Main Tenant","2005","Urban Area","6800","0.560601057390104","0.552359421857504","0.568842692922705"
"Main Tenant","2005","Rural Area","2452","0.406512050753479","0.394905677404502","0.418118424102455"
"Sub-Tenant","2005","Urban Area","248","0.0259773355603045","0.0233359075531586","0.0286187635674504"
"Sub-Tenant","2005","Rural Area","143","0.0230524999346942","0.0195064201757748","0.0265985796936135"
"Owner","2005","Urban Area","6865","0.410937418187946","0.402767353273324","0.419107483102568"
"Owner","2005","Rural Area","4264","0.564857014822183","0.553142100180439","0.576571929463927"
"Nursing Home/Retirement Community","2005","Urban Area","18","","",""
"Nursing Home/Retirement Community","2005","Rural Area","21","","",""
"Tenant","2005","Urban Area","","","",""
"Tenant","2005","Rural Area","","","",""
"Main Tenant","2006","Urban Area","7095","0.562847763634335","0.554867027258085","0.570828500010585"
"Main Tenant","2006","Rural Area","2711","0.415678238040346","0.404553343719233","0.42680313236146"
"Sub-Tenant","2006","Urban Area","220","0.0203916674238034","0.0181177025827181","0.0226656322648887"
"Sub-Tenant","2006","Rural Area","149","0.0253617489795218","0.0218127772064614","0.0289107207525822"
"Owner","2006","Urban Area","7500","0.41438452809613","0.406458799846699","0.422310256345561"
"Owner","2006","Rural Area","4656","0.553876469373424","0.542655632667618","0.56509730607923"
"Nursing Home/Retirement Community","2006","Urban Area","25","","",""
"Nursing Home/Retirement Community","2006","Rural Area","23","","",""
"Tenant","2006","Urban Area","","","",""
"Tenant","2006","Rural Area","","","",""
"Main Tenant","2007","Urban Area","6576","0.550702236388421","0.542421358933136","0.558983113843706"
"Main Tenant","2007","Rural Area","2581","0.415986884192493","0.40452521858414","0.427448549800846"
"Sub-Tenant","2007","Urban Area","220","0.0218497724166475","0.0194160163432123","0.0242835284900827"
"Sub-Tenant","2007","Rural Area","129","0.0266280665478776","0.0228843251554765","0.0303718079402787"
"Owner","2007","Urban Area","7039","0.424666361656418","0.416437597345728","0.432895125967109"
"Owner","2007","Rural Area","4368","0.550908565774771","0.539342017815055","0.562475113734488"
"Nursing Home/Retirement Community","2007","Urban Area","26","","",""
"Nursing Home/Retirement Community","2007","Rural Area","26","","",""
"Tenant","2007","Urban Area","","","",""
"Tenant","2007","Rural Area","","","",""
"Main Tenant","2008","Urban Area","6126","0.542340726021069","0.533785467703284","0.550895984338855"
"Main Tenant","2008","Rural Area","2334","0.402718578608312","0.390938887040248","0.414498270176376"
"Sub-Tenant","2008","Urban Area","196","0.020956596491824","0.018496867653348","0.0234163253303"
"Sub-Tenant","2008","Rural Area","138","0.0293241841776705","0.0252719581889709","0.0333764101663701"
"Owner","2008","Urban Area","6678","0.433368081145839","0.424858565081044","0.441877597210635"
"Owner","2008","Rural Area","4165","0.562247421013697","0.550331662963244","0.574163179064149"
"Nursing Home/Retirement Community","2008","Urban Area","27","","",""
"Nursing Home/Retirement Community","2008","Rural Area","22","","",""
"Tenant","2008","Urban Area","","","",""
"Tenant","2008","Rural Area","","","",""
"Main Tenant","2009","Urban Area","5591","0.53327430034044","0.524363000995625","0.542185599685255"
"Main Tenant","2009","Rural Area","2242","0.407454011079766","0.395342820723413","0.41956520143612"
"Sub-Tenant","2009","Urban Area","205","0.0226390126203474","0.0199820154728808","0.0252960097678139"
"Sub-Tenant","2009","Rural Area","142","0.0276459347091147","0.0236046973769937","0.0316871720412356"
"Owner","2009","Urban Area","6220","0.440969183306879","0.432100547062355","0.449837819551404"
"Owner","2009","Rural Area","3921","0.56039358788407","0.548159683327152","0.572627492440989"
"Nursing Home/Retirement Community","2009","Urban Area","24","","",""
"Nursing Home/Retirement Community","2009","Rural Area","18","","",""
"Tenant","2009","Urban Area","","","",""
"Tenant","2009","Rural Area","","","",""
"Main Tenant","2010","Urban Area","8267","0.522880359617482","0.515155027198904","0.53060569203606"
"Main Tenant","2010","Rural Area","3341","0.410225862991338","0.399690827736299","0.420760898246377"
"Sub-Tenant","2010","Urban Area","218","0.0218057790451432","0.0195468597547317","0.0240646983355547"
"Sub-Tenant","2010","Rural Area","157","0.0223542527599788","0.0191879499302465","0.0255205555897111"
"Owner","2010","Urban Area","7545","0.451814428716821","0.444116990488056","0.459511866945586"
"Owner","2010","Rural Area","4856","0.562688708164314","0.552064145595718","0.57331327073291"
"Nursing Home/Retirement Community","2010","Urban Area","28","","",""
"Nursing Home/Retirement Community","2010","Rural Area","20","","",""
"Tenant","2010","Urban Area","","","",""
"Tenant","2010","Rural Area","","","",""
"Main Tenant","2011","Urban Area","9493","0.517056249367592","0.50990497282171","0.524207525913474"
"Main Tenant","2011","Rural Area","4107","0.408696421059493","0.399183313331788","0.418209528787198"
"Sub-Tenant","2011","Urban Area","220","0.0179075972417105","0.0160097500716472","0.0198054444117737"
"Sub-Tenant","2011","Rural Area","149","0.0217408581711794","0.0189186955032959","0.0245630208390629"
"Owner","2011","Urban Area","9011","0.461767740823547","0.454633248769477","0.468902232877617"
"Owner","2011","Rural Area","5976","0.565614360914611","0.556022239066659","0.575206482762563"
"Nursing Home/Retirement Community","2011","Urban Area","33","0.00326841256715038","0.00245159710827333","0.00408522802602744"
"Nursing Home/Retirement Community","2011","Rural Area","26","","",""
"Tenant","2011","Urban Area","","","",""
"Tenant","2011","Rural Area","","","",""
"Main Tenant","2012","Urban Area","9135","0.515794488726972","0.508517391763494","0.52307158569045"
"Main Tenant","2012","Rural Area","4107","0.419514738458721","0.409918703505791","0.429110773411651"
"Sub-Tenant","2012","Urban Area","194","0.0170889270917444","0.0152017204291542","0.0189761337543346"
"Sub-Tenant","2012","Rural Area","163","0.022483511989636","0.0196006972645193","0.0253663267147527"
"Owner","2012","Urban Area","8765","0.464955682119546","0.457692856669657","0.472218507569436"
"Owner","2012","Rural Area","5869","0.555034207388159","0.545370454891344","0.564697959884974"
"Nursing Home/Retirement Community","2012","Urban Area","23","","",""
"Nursing Home/Retirement Community","2012","Rural Area","20","","",""
"Tenant","2012","Urban Area","","","",""
"Tenant","2012","Rural Area","","","",""
"Main Tenant","2013","Urban Area","11437","0.514486858725606","0.507687563513125","0.521286153938086"
"Main Tenant","2013","Rural Area","4569","0.412788245780234","0.403397995599724","0.422178495960744"
"Sub-Tenant","2013","Urban Area","216","0.0155404926996506","0.0138577892673631","0.0172231961319382"
"Sub-Tenant","2013","Rural Area","173","0.019266663261028","0.016644891663198","0.021888434858858"
"Owner","2013","Urban Area","9073","0.467328175922321","0.460540562408695","0.474115789435946"
"Owner","2013","Rural Area","5800","0.565187722668938","0.555732682228628","0.574642763109248"
"Nursing Home/Retirement Community","2013","Urban Area","30","0.00264447265242287","0.00194580473747846","0.00334314056736728"
"Nursing Home/Retirement Community","2013","Rural Area","18","","",""
"Tenant","2013","Urban Area","","","",""
"Tenant","2013","Rural Area","","","",""
"Main Tenant","2014","Urban Area","9800","0.515098522040418","0.507853233923952","0.522343810156885"
"Main Tenant","2014","Rural Area","4055","0.425251377978918","0.415314148051566","0.43518860790627"
"Sub-Tenant","2014","Urban Area","214","0.016867453302641","0.0150005812701108","0.0187343253351713"
"Sub-Tenant","2014","Rural Area","138","0.0191621445390424","0.0164064938177905","0.0219177952602944"
"Owner","2014","Urban Area","8235","0.465740333611904","0.458508775611398","0.47297189161241"
"Owner","2014","Rural Area","5299","0.552406092709557","0.542411276382557","0.562400909036556"
"Nursing Home/Retirement Community","2014","Urban Area","29","","",""
"Nursing Home/Retirement Community","2014","Rural Area","16","","",""
"Tenant","2014","Urban Area","","","",""
"Tenant","2014","Rural Area","","","",""
"Main Tenant","2015","Urban Area","10020","0.510451749239204","0.503175420501942","0.517728077976466"
"Main Tenant","2015","Rural Area","4110","0.432450498280696","0.422425285540939","0.442475711020453"
"Sub-Tenant","2015","Urban Area","247","0.0173815112450622","0.0154792356130368","0.0192837868770875"
"Sub-Tenant","2015","Rural Area","146","0.0180866602943661","0.0153899189469616","0.0207834016417705"
"Owner","2015","Urban Area","7826","0.469181301951364","0.461917221150795","0.476445382751933"
"Owner","2015","Rural Area","5115","0.547041904878178","0.536968812107309","0.557114997649048"
"Nursing Home/Retirement Community","2015","Urban Area","38","0.00298543756437037","0.00219130691217235","0.00377956821656838"
"Nursing Home/Retirement Community","2015","Rural Area","10","","",""
"Tenant","2015","Urban Area","","","",""
"Tenant","2015","Rural Area","","","",""
"Main Tenant","2016","Urban Area","8847","0.512146891373716","0.504486961425579","0.519806821321853"
"Main Tenant","2016","Rural Area","3635","0.416372418673467","0.405952645831453","0.426792191515481"
"Sub-Tenant","2016","Urban Area","211","0.0187769834331785","0.0166969047463803","0.0208570621199767"
"Sub-Tenant","2016","Rural Area","146","0.0242859758668588","0.0210321940803136","0.027539757653404"
"Owner","2016","Urban Area","7266","0.465613733131087","0.457969683044249","0.473257783217924"
"Owner","2016","Rural Area","4805","0.556320078803682","0.54581869272029","0.566821464887074"
"Nursing Home/Retirement Community","2016","Urban Area","34","0.0034623920620189","0.00256223569581506","0.00436254842822274"
"Nursing Home/Retirement Community","2016","Rural Area","12","","",""
"Tenant","2016","Urban Area","","","",""
"Tenant","2016","Rural Area","","","",""
"Main Tenant","2017","Urban Area","11129","0.50961589941165","0.502612139380449","0.516619659442851"
"Main Tenant","2017","Rural Area","4855","0.419829580285624","0.410376157991248","0.42928300258"
"Sub-Tenant","2017","Urban Area","376","0.0212119976244178","0.0191932748336655","0.02323072041517"
"Sub-Tenant","2017","Rural Area","217","0.0259037514288135","0.0228610662601619","0.028946436597465"
"Owner","2017","Urban Area","8029","0.465734881577226","0.458746294580818","0.472723468573635"
"Owner","2017","Rural Area","5378","0.550009700294236","0.540480389298938","0.559539011289533"
"Nursing Home/Retirement Community","2017","Urban Area","37","0.00343722138670574","0.00261725194722179","0.00425719082618968"
"Nursing Home/Retirement Community","2017","Rural Area","20","","",""
"Tenant","2017","Urban Area","","","",""
"Tenant","2017","Rural Area","","","",""
"Main Tenant","2018","Urban Area","11771","0.512135446472487","0.505148678906419","0.519122214038556"
"Main Tenant","2018","Rural Area","4929","0.418878411029331","0.409334066502549","0.428422755556114"
"Sub-Tenant","2018","Urban Area","308","0.0169925330974555","0.0151860174994362","0.0187990486954748"
"Sub-Tenant","2018","Rural Area","189","0.0210017366770803","0.0182278598063107","0.0237756135478499"
"Owner","2018","Urban Area","7547","0.467359759689714","0.46038584082932","0.474333678550107"
"Owner","2018","Rural Area","5129","0.556939320875948","0.547329746354424","0.566548895397471"
"Nursing Home/Retirement Community","2018","Urban Area","36","0.00351226074034339","0.00268534054317002","0.00433918093751675"
"Nursing Home/Retirement Community","2018","Rural Area","18","","",""
"Tenant","2018","Urban Area","","","",""
"Tenant","2018","Rural Area","","","",""
"Main Tenant","2019","Urban Area","9810","0.489738169091326","0.482458369435125","0.497017968747527"
"Main Tenant","2019","Rural Area","4431","0.41048075742414","0.400829142773712","0.420132372074567"
"Sub-Tenant","2019","Urban Area","355","0.0179388120644795","0.0160059225810714","0.0198717015478875"
"Sub-Tenant","2019","Rural Area","180","0.0207649441443027","0.017967164928411","0.0235627233601943"
"Owner","2019","Urban Area","7913","0.488225130554645","0.48094581657086","0.495504444538429"
"Owner","2019","Rural Area","5348","0.56570326148514","0.555978203376754","0.575428319593527"
"Nursing Home/Retirement Community","2019","Urban Area","36","0.00409788828955042","0.00316757485304012","0.00502820172606071"
"Nursing Home/Retirement Community","2019","Rural Area","20","","",""
"Tenant","2019","Urban Area","","","",""
"Tenant","2019","Rural Area","","","",""
