"hlf0001_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","1986","66 and older","Full Time","","","","","2"
"Sub-Tenant","1986","16-34 y.","Full Time","52","0.0259671417464756","0.018928187012471","0.0330060964804802","2"
"Sub-Tenant","1986","35-65 y.","Not Working","16","","","","2"
"Sub-Tenant","1986","35-65 y.","Part Time","17","","","","2"
"Sub-Tenant","1986","35-65 y.","Full Time","49","0.0107902619585346","0.0070203138887018","0.0145602100283674","2"
"Sub-Tenant","1986","66 and older","Not Working","19","","","","2"
"Sub-Tenant","1986","66 and older","Part Time","","","","","2"
"Tenant","1986","16-34 y.","Full Time","","","","","5"
"Tenant","1986","16-34 y.","Not Working","","","","","5"
"Tenant","1986","35-65 y.","Full Time","","","","","5"
"Tenant","1986","35-65 y.","Part Time","","","","","5"
"Tenant","1986","16-34 y.","Part Time","","","","","5"
"Tenant","1986","35-65 y.","Not Working","","","","","5"
"Tenant","1986","66 and older","Full Time","","","","","5"
"Tenant","1986","66 and older","Part Time","","","","","5"
"Tenant","1986","66 and older","Not Working","","","","","5"
"Main Tenant","1987","16-34 y.","Full Time","1286","0.58874430494512","0.56710872806105","0.61037988182919","1"
"Main Tenant","1987","16-34 y.","Part Time","575","0.578869521249288","0.546912808272661","0.610826234225914","1"
"Main Tenant","1987","16-34 y.","Not Working","699","0.532137199172056","0.503108924210024","0.561165474134088","1"
"Main Tenant","1987","35-65 y.","Full Time","1590","0.451105834640748","0.432967075477055","0.469244593804441","1"
"Main Tenant","1987","35-65 y.","Part Time","455","0.48031836769651","0.447157710461885","0.513479024931135","1"
"Main Tenant","1987","35-65 y.","Not Working","816","0.447209134813272","0.4229749261517","0.471443343474843","1"
"Main Tenant","1987","66 and older","Full Time","4","","","","1"
"Main Tenant","1987","66 and older","Part Time","8","","","","1"
"Main Tenant","1987","66 and older","Not Working","528","0.570612372285497","0.54052898209453","0.600695762476465","1"
"Nursing Home/Retirement Community","1987","16-34 y.","Not Working","","","","","4"
"Nursing Home/Retirement Community","1987","35-65 y.","Not Working","","","","","4"
"Nursing Home/Retirement Community","1987","16-34 y.","Full Time","","","","","4"
"Nursing Home/Retirement Community","1987","16-34 y.","Part Time","","","","","4"
"Nursing Home/Retirement Community","1987","35-65 y.","Part Time","","","","","4"
"Nursing Home/Retirement Community","1987","66 and older","Full Time","","","","","4"
"Nursing Home/Retirement Community","1987","66 and older","Not Working","","","","","4"
"Nursing Home/Retirement Community","1987","66 and older","Part Time","","","","","4"
"Nursing Home/Retirement Community","1987","35-65 y.","Full Time","","","","","4"
"Owner","1987","66 and older","Full Time","14","","","","3"
"Owner","1987","16-34 y.","Part Time","313","0.383893606475838","0.35241636102167","0.415370851930006","3"
"Owner","1987","35-65 y.","Not Working","783","0.54240787167967","0.518125262765892","0.566690480593449","3"
"Owner","1987","16-34 y.","Full Time","645","0.375334756773335","0.354044435257664","0.396625078289006","3"
"Owner","1987","66 and older","Not Working","495","0.407255019058584","0.377394415156475","0.437115622960693","3"
"Owner","1987","16-34 y.","Not Working","410","0.441326163384376","0.412438716212641","0.470213610556111","3"
"Owner","1987","35-65 y.","Full Time","1257","0.537916136023228","0.519742503893104","0.556089768153351","3"
"Owner","1987","35-65 y.","Part Time","400","0.503883556750952","0.47069818000705","0.537068933494855","3"
"Owner","1987","66 and older","Part Time","18","","","","3"
"Sub-Tenant","1987","16-34 y.","Not Working","26","","","","2"
"Sub-Tenant","1987","16-34 y.","Part Time","29","","","","2"
"Sub-Tenant","1987","35-65 y.","Not Working","18","","","","2"
"Sub-Tenant","1987","16-34 y.","Full Time","56","0.035920938281545","0.0277385644206235","0.0441033121424665","2"
"Sub-Tenant","1987","35-65 y.","Part Time","17","","","","2"
"Sub-Tenant","1987","66 and older","Full Time","","","","","2"
"Sub-Tenant","1987","66 and older","Not Working","17","","","","2"
"Sub-Tenant","1987","35-65 y.","Full Time","44","0.0109780293360242","0.00717972981836583","0.0147763288536826","2"
"Sub-Tenant","1987","66 and older","Part Time","","","","","2"
"Tenant","1987","35-65 y.","Part Time","","","","","5"
"Tenant","1987","35-65 y.","Full Time","","","","","5"
"Tenant","1987","16-34 y.","Full Time","","","","","5"
"Tenant","1987","16-34 y.","Part Time","","","","","5"
"Tenant","1987","16-34 y.","Not Working","","","","","5"
"Tenant","1987","35-65 y.","Not Working","","","","","5"
"Tenant","1987","66 and older","Full Time","","","","","5"
"Tenant","1987","66 and older","Part Time","","","","","5"
"Tenant","1987","66 and older","Not Working","","","","","5"
"Main Tenant","1988","16-34 y.","Full Time","1246","0.573019777727013","0.55094630508417","0.595093250369856","1"
"Main Tenant","1988","16-34 y.","Part Time","563","0.594110028867528","0.561385180760974","0.626834876974083","1"
"Main Tenant","1988","16-34 y.","Not Working","646","0.51480429453518","0.48467491750683","0.54493367156353","1"
"Main Tenant","1988","35-65 y.","Full Time","1446","0.449509556196814","0.430584290371285","0.468434822022342","1"
"Main Tenant","1988","35-65 y.","Part Time","497","0.456868579940365","0.425192283558983","0.488544876321747","1"
"Main Tenant","1988","35-65 y.","Not Working","782","0.452775021334307","0.42765201507176","0.477898027596854","1"
"Main Tenant","1988","66 and older","Full Time","1","","","","1"
"Main Tenant","1988","66 and older","Part Time","13","","","","1"
"Main Tenant","1988","66 and older","Not Working","526","0.58017959111675","0.549682241524873","0.610676940708626","1"
"Nursing Home/Retirement Community","1988","16-34 y.","Not Working","","","","","4"
"Nursing Home/Retirement Community","1988","16-34 y.","Part Time","","","","","4"
"Nursing Home/Retirement Community","1988","35-65 y.","Not Working","","","","","4"
"Nursing Home/Retirement Community","1988","16-34 y.","Full Time","","","","","4"
"Nursing Home/Retirement Community","1988","35-65 y.","Full Time","","","","","4"
"Nursing Home/Retirement Community","1988","35-65 y.","Part Time","","","","","4"
"Nursing Home/Retirement Community","1988","66 and older","Full Time","","","","","4"
"Nursing Home/Retirement Community","1988","66 and older","Part Time","","","","","4"
"Nursing Home/Retirement Community","1988","66 and older","Not Working","","","","","4"
"Owner","1988","16-34 y.","Full Time","627","0.384073682033976","0.362368989782273","0.405778374285679","3"
"Owner","1988","16-34 y.","Part Time","279","0.37200799852734","0.33979781255596","0.404218184498721","3"
"Owner","1988","35-65 y.","Not Working","702","0.523250762886854","0.498042242313594","0.548459283460115","3"
"Owner","1988","66 and older","Full Time","14","","","","3"
"Owner","1988","66 and older","Not Working","466","0.402012366366227","0.371714300286347","0.432310432446108","3"
"Owner","1988","16-34 y.","Not Working","389","0.460732943148263","0.430683448293251","0.490782438003276","3"
"Owner","1988","35-65 y.","Full Time","1163","0.535092780943194","0.516117189434128","0.55406837245226","3"
"Owner","1988","35-65 y.","Part Time","444","0.532382100436641","0.500654036322535","0.564110164550747","3"
"Owner","1988","66 and older","Part Time","18","","","","3"
"Sub-Tenant","1988","16-34 y.","Not Working","22","","","","2"
"Sub-Tenant","1988","35-65 y.","Not Working","24","","","","2"
"Sub-Tenant","1988","16-34 y.","Part Time","23","","","","2"
"Sub-Tenant","1988","16-34 y.","Full Time","56","0.0429065402390105","0.0338633659765493","0.0519497145014718","2"
"Sub-Tenant","1988","35-65 y.","Part Time","9","","","","2"
"Sub-Tenant","1988","35-65 y.","Full Time","45","0.0153976628599923","0.0107132467479835","0.0200820789720011","2"
"Sub-Tenant","1988","66 and older","Full Time","1","","","","2"
"Sub-Tenant","1988","66 and older","Not Working","14","","","","2"
"Sub-Tenant","1988","66 and older","Part Time","1","","","","2"
"Tenant","1988","16-34 y.","Full Time","","","","","5"
"Tenant","1988","35-65 y.","Part Time","","","","","5"
"Tenant","1988","35-65 y.","Full Time","","","","","5"
"Tenant","1988","16-34 y.","Part Time","","","","","5"
"Tenant","1988","16-34 y.","Not Working","","","","","5"
"Tenant","1988","35-65 y.","Not Working","","","","","5"
"Tenant","1988","66 and older","Full Time","","","","","5"
"Tenant","1988","66 and older","Part Time","","","","","5"
"Tenant","1988","66 and older","Not Working","","","","","5"
"Main Tenant","1989","16-34 y.","Full Time","1276","0.58252563348985","0.560626544805238","0.604424722174462","1"
"Main Tenant","1989","16-34 y.","Part Time","496","0.541330654794459","0.507078808492268","0.575582501096651","1"
"Main Tenant","1989","16-34 y.","Not Working","612","0.512723090236807","0.481866553580662","0.543579626892952","1"
"Main Tenant","1989","35-65 y.","Full Time","1427","0.461839284655903","0.442643060330789","0.481035508981017","1"
"Main Tenant","1989","35-65 y.","Part Time","436","0.446955401642422","0.413918399059746","0.479992404225099","1"
"Main Tenant","1989","35-65 y.","Not Working","749","0.439055934843431","0.41346808036089","0.464643789325972","1"
"Main Tenant","1989","66 and older","Full Time","1","","","","1"
"Main Tenant","1989","66 and older","Part Time","10","","","","1"
"Main Tenant","1989","66 and older","Not Working","494","0.562036476051268","0.531005633413213","0.593067318689324","1"
"Nursing Home/Retirement Community","1989","16-34 y.","Part Time","","","","","4"
"Nursing Home/Retirement Community","1989","35-65 y.","Not Working","","","","","4"
"Nursing Home/Retirement Community","1989","16-34 y.","Not Working","","","","","4"
"Nursing Home/Retirement Community","1989","16-34 y.","Full Time","","","","","4"
"Nursing Home/Retirement Community","1989","35-65 y.","Full Time","","","","","4"
"Nursing Home/Retirement Community","1989","35-65 y.","Part Time","","","","","4"
"Nursing Home/Retirement Community","1989","66 and older","Full Time","","","","","4"
"Nursing Home/Retirement Community","1989","66 and older","Part Time","","","","","4"
"Nursing Home/Retirement Community","1989","66 and older","Not Working","","","","","4"
"Owner","1989","16-34 y.","Full Time","622","0.380826534694484","0.359262829618979","0.402390239769988","3"
"Owner","1989","16-34 y.","Part Time","284","0.411924872175262","0.378092828573081","0.445756915777444","3"
"Owner","1989","35-65 y.","Not Working","674","0.536233808466241","0.510521515597234","0.561946101335247","3"
"Owner","1989","66 and older","Full Time","16","","","","3"
"Owner","1989","66 and older","Not Working","474","0.421769802221731","0.390882464798166","0.452657139645296","3"
"Owner","1989","16-34 y.","Not Working","371","0.454896263090616","0.424155574659407","0.485636951521825","3"
"Owner","1989","35-65 y.","Full Time","1122","0.522126922630705","0.50289340543285","0.54136043982856","3"
"Owner","1989","35-65 y.","Part Time","426","0.537771420396827","0.504641856353157","0.570900984440497","3"
"Owner","1989","66 and older","Part Time","20","","","","3"
"Sub-Tenant","1989","16-34 y.","Full Time","45","0.0330540139137492","0.025114995212064","0.0409930326154344","2"
"Sub-Tenant","1989","16-34 y.","Part Time","31","0.0448621010605476","0.0306330590436984","0.0590911430773968","2"
"Sub-Tenant","1989","35-65 y.","Not Working","21","","","","2"
"Sub-Tenant","1989","16-34 y.","Not Working","23","","","","2"
"Sub-Tenant","1989","35-65 y.","Part Time","8","","","","2"
"Sub-Tenant","1989","35-65 y.","Full Time","41","0.0155334232252906","0.0107718720070936","0.0202949744434877","2"
"Sub-Tenant","1989","66 and older","Full Time","","","","","2"
"Sub-Tenant","1989","66 and older","Not Working","11","","","","2"
"Sub-Tenant","1989","66 and older","Part Time","","","","","2"
"Tenant","1989","16-34 y.","Full Time","5","","","","5"
"Tenant","1989","35-65 y.","Full Time","1","","","","5"
"Tenant","1989","35-65 y.","Part Time","","","","","5"
"Tenant","1989","16-34 y.","Part Time","2","","","","5"
"Tenant","1989","16-34 y.","Not Working","2","","","","5"
"Tenant","1989","35-65 y.","Not Working","1","","","","5"
"Tenant","1989","66 and older","Full Time","","","","","5"
"Tenant","1989","66 and older","Part Time","","","","","5"
"Tenant","1989","66 and older","Not Working","3","","","","5"
"Main Tenant","1990","16-34 y.","Full Time","1229","0.592154034995515","0.570097454867792","0.614210615123238","1"
"Main Tenant","1990","16-34 y.","Part Time","519","0.573966159256221","0.540365204314182","0.60756711419826","1"
"Main Tenant","1990","16-34 y.","Not Working","554","0.499944001839752","0.467599776649016","0.532288227030487","1"
"Main Tenant","1990","35-65 y.","Full Time","1343","0.454183377740886","0.434732218921113","0.473634536560658","1"
"Main Tenant","1990","35-65 y.","Part Time","440","0.46336485310022","0.430248682241261","0.496481023959179","1"
"Main Tenant","1990","35-65 y.","Not Working","729","0.447383137658944","0.421429967953507","0.473336307364381","1"
"Main Tenant","1990","66 and older","Full Time","3","","","","1"
"Main Tenant","1990","66 and older","Part Time","6","","","","1"
"Main Tenant","1990","66 and older","Not Working","510","0.56558532987423","0.535121189763357","0.596049469985103","1"
"Nursing Home/Retirement Community","1990","16-34 y.","Part Time","","","","","4"
"Nursing Home/Retirement Community","1990","35-65 y.","Not Working","","","","","4"
"Nursing Home/Retirement Community","1990","16-34 y.","Full Time","","","","","4"
"Nursing Home/Retirement Community","1990","16-34 y.","Not Working","","","","","4"
"Nursing Home/Retirement Community","1990","35-65 y.","Full Time","","","","","4"
"Nursing Home/Retirement Community","1990","35-65 y.","Part Time","","","","","4"
"Nursing Home/Retirement Community","1990","66 and older","Part Time","","","","","4"
"Nursing Home/Retirement Community","1990","66 and older","Not Working","","","","","4"
"Nursing Home/Retirement Community","1990","66 and older","Full Time","","","","","4"
"Owner","1990","16-34 y.","Part Time","287","0.378082849083036","0.345133549790013","0.411032148376059","3"
"Owner","1990","16-34 y.","Not Working","337","0.456562628743441","0.424340689022822","0.488784568464061","3"
"Owner","1990","35-65 y.","Not Working","658","0.530039705515512","0.503988770212166","0.556090640818859","3"
"Owner","1990","16-34 y.","Full Time","605","0.361016893892802","0.339460247627003","0.382573540158602","3"
"Owner","1990","66 and older","Not Working","495","0.418409189127801","0.38809143758337","0.448726940672231","3"
"Owner","1990","35-65 y.","Full Time","1137","0.530733258610124","0.511236854289787","0.550229662930461","3"
"Owner","1990","35-65 y.","Part Time","417","0.519365994253769","0.486185487378375","0.552546501129162","3"
"Owner","1990","66 and older","Full Time","11","","","","3"
"Owner","1990","66 and older","Part Time","24","","","","3"
"Sub-Tenant","1990","16-34 y.","Part Time","25","","","","2"
"Sub-Tenant","1990","35-65 y.","Not Working","21","","","","2"
"Sub-Tenant","1990","16-34 y.","Full Time","73","0.0468290711116831","0.0373467226649586","0.0563114195584075","2"
"Sub-Tenant","1990","66 and older","Not Working","11","","","","2"
"Sub-Tenant","1990","35-65 y.","Full Time","36","0.0150083635175062","0.010258409287674","0.0197583177473384","2"
"Sub-Tenant","1990","66 and older","Part Time","","","","","2"
"Sub-Tenant","1990","16-34 y.","Not Working","27","","","","2"
"Sub-Tenant","1990","35-65 y.","Part Time","14","","","","2"
"Sub-Tenant","1990","66 and older","Full Time","","","","","2"
"Tenant","1990","35-65 y.","Part Time","","","","","5"
"Tenant","1990","35-65 y.","Full Time","1","","","","5"
"Tenant","1990","16-34 y.","Full Time","","","","","5"
"Tenant","1990","16-34 y.","Part Time","1","","","","5"
"Tenant","1990","16-34 y.","Not Working","","","","","5"
"Tenant","1990","35-65 y.","Not Working","2","","","","5"
"Tenant","1990","66 and older","Full Time","","","","","5"
"Tenant","1990","66 and older","Part Time","","","","","5"
"Tenant","1990","66 and older","Not Working","1","","","","5"
"Main Tenant","1991","16-34 y.","Full Time","1283","0.630022828020658","0.608221986949361","0.651823669091954","1"
"Main Tenant","1991","16-34 y.","Part Time","507","0.559592199341048","0.525879857841208","0.593304540840888","1"
"Main Tenant","1991","16-34 y.","Not Working","550","0.504625518452771","0.471960849882162","0.53729018702338","1"
"Main Tenant","1991","35-65 y.","Full Time","1354","0.465729939690848","0.446308014212302","0.485151865169394","1"
"Main Tenant","1991","35-65 y.","Part Time","438","0.436973623847333","0.404459555548969","0.469487692145697","1"
"Main Tenant","1991","35-65 y.","Not Working","667","0.44154828170166","0.414881052484435","0.468215510918886","1"
"Main Tenant","1991","66 and older","Full Time","3","","","","1"
"Main Tenant","1991","66 and older","Part Time","14","","","","1"
"Main Tenant","1991","66 and older","Not Working","494","0.533349271253321","0.502926430968451","0.56377211153819","1"
"Nursing Home/Retirement Community","1991","35-65 y.","Not Working","","","","","4"
"Nursing Home/Retirement Community","1991","16-34 y.","Full Time","","","","","4"
"Nursing Home/Retirement Community","1991","16-34 y.","Part Time","","","","","4"
"Nursing Home/Retirement Community","1991","16-34 y.","Not Working","","","","","4"
"Nursing Home/Retirement Community","1991","35-65 y.","Full Time","","","","","4"
"Nursing Home/Retirement Community","1991","35-65 y.","Part Time","","","","","4"
"Nursing Home/Retirement Community","1991","66 and older","Part Time","","","","","4"
"Nursing Home/Retirement Community","1991","66 and older","Not Working","","","","","4"
"Nursing Home/Retirement Community","1991","66 and older","Full Time","","","","","4"
"Owner","1991","16-34 y.","Full Time","537","0.321741206150391","0.300647217830374","0.342835194470408","3"
"Owner","1991","16-34 y.","Part Time","292","0.39479155043807","0.361597365734006","0.427985735142134","3"
"Owner","1991","16-34 y.","Not Working","325","0.451097633661333","0.41858818065345","0.483607086669215","3"
"Owner","1991","35-65 y.","Not Working","639","0.537329286037351","0.510552882800349","0.564105689274353","3"
"Owner","1991","66 and older","Not Working","526","0.447227158103715","0.416906727599064","0.477547588608367","3"
"Owner","1991","35-65 y.","Full Time","1144","0.518949049402824","0.499495328328045","0.538402770477604","3"
"Owner","1991","35-65 y.","Part Time","449","0.554938722378521","0.522361672577585","0.587515772179457","3"
"Owner","1991","66 and older","Full Time","6","","","","3"
"Owner","1991","66 and older","Part Time","18","","","","3"
"Sub-Tenant","1991","35-65 y.","Not Working","26","","","","2"
"Sub-Tenant","1991","66 and older","Not Working","11","","","","2"
"Sub-Tenant","1991","16-34 y.","Full Time","64","0.0482359658289515","0.0385608142914343","0.0579111173664687","2"
"Sub-Tenant","1991","16-34 y.","Part Time","34","0.0456162502208821","0.0314469990314683","0.0597855014102959","2"
"Sub-Tenant","1991","35-65 y.","Part Time","6","","","","2"
"Sub-Tenant","1991","35-65 y.","Full Time","35","0.0152520846243751","0.0104803978919346","0.0200237713568155","2"
"Sub-Tenant","1991","66 and older","Part Time","","","","","2"
"Sub-Tenant","1991","16-34 y.","Not Working","25","","","","2"
"Sub-Tenant","1991","66 and older","Full Time","","","","","2"
"Tenant","1991","16-34 y.","Full Time","","","","","5"
"Tenant","1991","35-65 y.","Part Time","1","","","","5"
"Tenant","1991","35-65 y.","Full Time","1","","","","5"
"Tenant","1991","16-34 y.","Part Time","","","","","5"
"Tenant","1991","16-34 y.","Not Working","","","","","5"
"Tenant","1991","35-65 y.","Not Working","","","","","5"
"Tenant","1991","66 and older","Full Time","","","","","5"
"Tenant","1991","66 and older","Part Time","","","","","5"
"Tenant","1991","66 and older","Not Working","2","","","","5"
