"hlf0001_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","1989","Rural Area","Male","380","0.345661149170187","0.315450764512294","0.375871533828079","1"
"Main Tenant","1989","Urban Area","Female","2438","0.567280796981377","0.551835836216888","0.582725757745867","1"
"Nursing Home/Retirement Community","1989","Rural Area","Male","","","","","4"
"Nursing Home/Retirement Community","1989","Rural Area","Female","","","","","4"
"Nursing Home/Retirement Community","1989","Urban Area","Male","","","","","4"
"Nursing Home/Retirement Community","1989","Urban Area","Female","","","","","4"
"Owner","1989","Rural Area","Female","551","0.592018557810199","0.561106612185717","0.622930503434681","3"
"Owner","1989","Urban Area","Female","1442","0.409716290272065","0.394385776883935","0.425046803660196","3"
"Owner","1989","Rural Area","Male","553","0.624453635511914","0.593691853019302","0.655215418004526","3"
"Owner","1989","Urban Area","Male","1463","0.456545367878878","0.440766140142045","0.472324595615711","3"
"Sub-Tenant","1989","Rural Area","Female","16","","","","2"
"Sub-Tenant","1989","Rural Area","Male","18","","","","2"
"Sub-Tenant","1989","Urban Area","Male","76","0.021002282276501","0.0164598735265154","0.0255446910264865","2"
"Sub-Tenant","1989","Urban Area","Female","70","0.0213810711646803","0.0168718013819412","0.0258903409474194","2"
"Tenant","1989","Urban Area","Male","8","","","","5"
"Tenant","1989","Urban Area","Female","3","","","","5"
"Tenant","1989","Rural Area","Male","1","","","","5"
"Tenant","1989","Rural Area","Female","2","","","","5"
"Main Tenant","1990","Rural Area","Female","1182","0.457249933016688","0.437483425316158","0.477016440717217","1"
"Main Tenant","1990","Urban Area","Male","2832","0.564120189915756","0.549581940612331","0.578658439219181","1"
"Main Tenant","1990","Rural Area","Male","1057","0.411455802475735","0.391305262742978","0.431606342208492","1"
"Main Tenant","1990","Urban Area","Female","3025","0.597720792610674","0.583652474974775","0.611789110246572","1"
"Nursing Home/Retirement Community","1990","Rural Area","Female","","","","","4"
"Nursing Home/Retirement Community","1990","Urban Area","Male","","","","","4"
"Nursing Home/Retirement Community","1990","Urban Area","Female","","","","","4"
"Nursing Home/Retirement Community","1990","Rural Area","Male","","","","","4"
"Owner","1990","Rural Area","Male","1149","0.551006585004098","0.530639263131287","0.571373906876908","3"
"Owner","1990","Rural Area","Female","1162","0.500484525004843","0.480645378786357","0.520323671223329","3"
"Owner","1990","Urban Area","Female","1547","0.377812506019613","0.363902478344368","0.391722533694857","3"
"Owner","1990","Urban Area","Male","1544","0.413496692989071","0.399058455981839","0.427934929996302","3"
"Sub-Tenant","1990","Rural Area","Female","93","0.0409791126537502","0.033113211474552","0.0488450138329484","2"
"Sub-Tenant","1990","Urban Area","Male","90","0.0212941634109846","0.0170616407297521","0.0255266860922171","2"
"Sub-Tenant","1990","Urban Area","Female","92","0.0241687019594071","0.0197627148188975","0.0285746890999167","2"
"Sub-Tenant","1990","Rural Area","Male","83","0.0362280040059135","0.0285765336241566","0.0438794743876704","2"
"Tenant","1990","Urban Area","Male","3","","","","5"
"Tenant","1990","Urban Area","Female","3","","","","5"
"Tenant","1990","Rural Area","Male","2","","","","5"
"Tenant","1990","Rural Area","Female","3","","","","5"
"Main Tenant","1991","Rural Area","Female","1150","0.467913925771755","0.447922182164191","0.487905669379318","1"
"Main Tenant","1991","Urban Area","Female","2932","0.594403275254341","0.58014575327106","0.608660797237622","1"
"Main Tenant","1991","Rural Area","Male","1034","0.419387413595191","0.399020475786664","0.439754351403719","1"
"Main Tenant","1991","Urban Area","Male","2731","0.561389550824769","0.546658751750941","0.576120349898597","1"
"Nursing Home/Retirement Community","1991","Urban Area","Female","","","","","4"
"Nursing Home/Retirement Community","1991","Rural Area","Female","","","","","4"
"Nursing Home/Retirement Community","1991","Rural Area","Male","","","","","4"
"Nursing Home/Retirement Community","1991","Urban Area","Male","","","","","4"
"Owner","1991","Rural Area","Male","1131","0.543388273756847","0.522829203095629","0.563947344418064","3"
"Owner","1991","Rural Area","Female","1140","0.487525824350725","0.467499024976693","0.507552623724758","3"
"Owner","1991","Urban Area","Male","1515","0.411122451150374","0.396515729543665","0.425729172757084","3"
"Owner","1991","Urban Area","Female","1515","0.376606075655752","0.362536494237986","0.390675657073519","3"
"Sub-Tenant","1991","Rural Area","Male","90","0.0372243126479621","0.0294107208498582","0.045037904446066","2"
"Sub-Tenant","1991","Rural Area","Female","103","0.04456024987752","0.0362931686773047","0.0528273310777352","2"
"Sub-Tenant","1991","Urban Area","Female","103","0.0266941880436274","0.0220137203771088","0.0313746557101461","2"
"Sub-Tenant","1991","Urban Area","Male","109","0.0267086593926685","0.0219223349828444","0.0314949838024927","2"
"Tenant","1991","Urban Area","Male","4","","","","5"
"Tenant","1991","Urban Area","Female","6","","","","5"
"Tenant","1991","Rural Area","Male","","","","","5"
"Tenant","1991","Rural Area","Female","","","","","5"
"Main Tenant","1992","Urban Area","Male","2686","0.556162162843706","0.541296587754845","0.571027737932567","1"
"Main Tenant","1992","Rural Area","Female","1137","0.477338362925587","0.456920885350953","0.497755840500221","1"
"Main Tenant","1992","Urban Area","Female","2907","0.592001997940085","0.577702972143994","0.606301023736176","1"
"Main Tenant","1992","Rural Area","Male","1014","0.427096154253274","0.406148178767845","0.448044129738704","1"
"Nursing Home/Retirement Community","1992","Rural Area","Male","","","","","4"
"Nursing Home/Retirement Community","1992","Urban Area","Male","","","","","4"
"Nursing Home/Retirement Community","1992","Urban Area","Female","","","","","4"
"Nursing Home/Retirement Community","1992","Rural Area","Female","","","","","4"
"Owner","1992","Rural Area","Female","1090","0.488867448492911","0.468434034432615","0.509300862553208","3"
"Owner","1992","Urban Area","Female","1529","0.380957063889559","0.366827972091093","0.395086155688024","3"
"Owner","1992","Rural Area","Male","1064","0.53919545625771","0.518086349998451","0.560304562516969","3"
"Owner","1992","Urban Area","Male","1504","0.415875346265321","0.401128362919592","0.430622329611049","3"
"Sub-Tenant","1992","Rural Area","Male","63","0.0328080812174858","0.0252643691603261","0.0403517932746455","2"
"Sub-Tenant","1992","Rural Area","Female","71","0.0330472248698481","0.0257400628783415","0.0403543868613546","2"
"Sub-Tenant","1992","Urban Area","Male","99","0.0273624051442755","0.022481262557727","0.0322435477308241","2"
"Sub-Tenant","1992","Urban Area","Female","98","0.0248819707885398","0.0203500028755047","0.0294139387015749","2"
"Tenant","1992","Urban Area","Male","2","","","","5"
"Tenant","1992","Urban Area","Female","4","","","","5"
"Tenant","1992","Rural Area","Male","1","","","","5"
"Tenant","1992","Rural Area","Female","1","","","","5"
"Main Tenant","1993","Urban Area","Male","2696","0.555852925200769","0.540958512533718","0.570747337867821","1"
"Main Tenant","1993","Rural Area","Male","988","0.431026913582013","0.409931612983869","0.452122214180156","1"
"Main Tenant","1993","Rural Area","Female","1119","0.467938761255113","0.447466510512344","0.488411011997881","1"
"Main Tenant","1993","Urban Area","Female","2890","0.583876727622602","0.569476638838227","0.598276816406978","1"
"Nursing Home/Retirement Community","1993","Urban Area","Male","","","","","4"
"Nursing Home/Retirement Community","1993","Rural Area","Male","","","","","4"
"Nursing Home/Retirement Community","1993","Rural Area","Female","","","","","4"
"Nursing Home/Retirement Community","1993","Urban Area","Female","","","","","4"
"Owner","1993","Urban Area","Female","1514","0.391861523254831","0.377600156891517","0.406122889618146","3"
"Owner","1993","Rural Area","Male","1047","0.527039716774533","0.505771960716939","0.548307472832128","3"
"Owner","1993","Rural Area","Female","1088","0.493580193568211","0.473067415826885","0.514092971309538","3"
"Owner","1993","Urban Area","Male","1479","0.415152557250767","0.400381717453949","0.429923397047585","3"
"Sub-Tenant","1993","Rural Area","Female","75","0.0384810451766759","0.0305889443377414","0.0463731460156103","2"
"Sub-Tenant","1993","Urban Area","Female","97","0.0242617491225665","0.0197668359845518","0.0287566622605812","2"
"Sub-Tenant","1993","Rural Area","Male","82","0.041933369643454","0.0333951877973019","0.0504715514896061","2"
"Sub-Tenant","1993","Urban Area","Male","100","0.0289945175484637","0.0239647395611962","0.0340242955357312","2"
"Tenant","1993","Urban Area","Male","","","","","5"
"Tenant","1993","Urban Area","Female","","","","","5"
"Tenant","1993","Rural Area","Male","","","","","5"
"Tenant","1993","Rural Area","Female","","","","","5"
"Main Tenant","1994","Urban Area","Male","2606","0.5568853548498","0.541780953142779","0.571989756556821","1"
"Main Tenant","1994","Rural Area","Male","944","0.418633685606307","0.397442768817564","0.43982460239505","1"
"Main Tenant","1994","Rural Area","Female","1076","0.470976862255243","0.45028276685671","0.491670957653775","1"
"Main Tenant","1994","Urban Area","Female","2863","0.584473090853115","0.570021290540763","0.598924891165467","1"
"Nursing Home/Retirement Community","1994","Urban Area","Female","","","","","4"
"Nursing Home/Retirement Community","1994","Rural Area","Female","","","","","4"
"Nursing Home/Retirement Community","1994","Urban Area","Male","","","","","4"
"Nursing Home/Retirement Community","1994","Rural Area","Male","","","","","4"
"Owner","1994","Rural Area","Male","1067","0.548228187028035","0.526851127120262","0.569605246935807","3"
"Owner","1994","Urban Area","Male","1459","0.417490513989234","0.402495827701299","0.432485200277169","3"
"Owner","1994","Urban Area","Female","1505","0.38870262959118","0.374407927202178","0.402997331980183","3"
"Owner","1994","Rural Area","Female","1083","0.492145269835766","0.471418781045119","0.512871758626412","3"
"Sub-Tenant","1994","Urban Area","Female","99","0.0268242795557047","0.0220862280148828","0.0315623310965265","2"
"Sub-Tenant","1994","Rural Area","Male","71","0.0331381273656586","0.0254494094615779","0.0408268452697393","2"
"Sub-Tenant","1994","Rural Area","Female","76","0.0368778679089917","0.0290645964947298","0.0446911393232536","2"
"Sub-Tenant","1994","Urban Area","Male","90","0.0256241311609658","0.0208196066738362","0.0304286556480954","2"
"Tenant","1994","Urban Area","Male","","","","","5"
"Tenant","1994","Urban Area","Female","","","","","5"
"Tenant","1994","Rural Area","Male","","","","","5"
"Tenant","1994","Rural Area","Female","","","","","5"
"Main Tenant","1995","Urban Area","Male","2690","0.552334476629417","0.537421607520829","0.567247345738005","1"
"Main Tenant","1995","Urban Area","Female","2946","0.569512183575577","0.555236002468028","0.583788364683126","1"
"Main Tenant","1995","Rural Area","Male","1024","0.416700651563132","0.395952655809666","0.437448647316598","1"
"Main Tenant","1995","Rural Area","Female","1140","0.458590791691292","0.438266678331091","0.478914905051493","1"
"Nursing Home/Retirement Community","1995","Urban Area","Female","","","","","4"
"Nursing Home/Retirement Community","1995","Rural Area","Male","","","","","4"
"Nursing Home/Retirement Community","1995","Rural Area","Female","","","","","4"
"Nursing Home/Retirement Community","1995","Urban Area","Male","","","","","4"
"Owner","1995","Urban Area","Male","1489","0.421255080008236","0.406446975292617","0.436063184723856","3"
"Owner","1995","Urban Area","Female","1559","0.398729138034017","0.384611755826608","0.412846520241426","3"
"Owner","1995","Rural Area","Female","1071","0.493194248189091","0.472801963118928","0.513586533259255","3"
"Owner","1995","Rural Area","Male","1069","0.545459808119706","0.524504896273338","0.566414719966074","3"
"Sub-Tenant","1995","Rural Area","Male","76","0.0378395403171622","0.0298095505162973","0.045869530118027","2"
"Sub-Tenant","1995","Urban Area","Male","92","0.0264104433623467","0.0216013954424535","0.0312194912822398","2"
"Sub-Tenant","1995","Urban Area","Female","116","0.0317586783904062","0.0267027242743359","0.0368146325064766","2"
"Sub-Tenant","1995","Rural Area","Female","98","0.0482149601196167","0.039477273437094","0.0569526468021393","2"
"Tenant","1995","Urban Area","Male","","","","","5"
"Tenant","1995","Urban Area","Female","","","","","5"
"Tenant","1995","Rural Area","Male","","","","","5"
"Tenant","1995","Rural Area","Female","","","","","5"
"Main Tenant","1996","Urban Area","Male","2562","0.547346037062237","0.532227600460522","0.562464473663952","1"
"Main Tenant","1996","Urban Area","Female","2863","0.575324578818021","0.560924136118951","0.589725021517091","1"
"Main Tenant","1996","Rural Area","Male","981","0.408853501459509","0.388077627241326","0.429629375677693","1"
"Main Tenant","1996","Rural Area","Female","1109","0.460439088918559","0.439993413220544","0.480884764616574","1"
"Nursing Home/Retirement Community","1996","Urban Area","Male","","","","","4"
"Nursing Home/Retirement Community","1996","Rural Area","Male","","","","","4"
"Nursing Home/Retirement Community","1996","Rural Area","Female","","","","","4"
"Nursing Home/Retirement Community","1996","Urban Area","Female","","","","","4"
"Owner","1996","Urban Area","Female","1537","0.394128225161961","0.379891832911208","0.408364617412715","3"
"Owner","1996","Urban Area","Male","1482","0.423905218311795","0.40889544674816","0.438914989875431","3"
"Owner","1996","Rural Area","Male","1098","0.551505086760639","0.530487569734109","0.57252260378717","3"
"Owner","1996","Rural Area","Female","1104","0.509239829268194","0.488733356216043","0.529746302320344","3"
"Sub-Tenant","1996","Rural Area","Female","70","0.0303210818132474","0.0232874204023006","0.0373547432241941","2"
"Sub-Tenant","1996","Urban Area","Male","120","0.028748744625968","0.0236733715708069","0.033824117681129","2"
"Sub-Tenant","1996","Urban Area","Female","126","0.0305471960200178","0.0255337097762049","0.0355606822638307","2"
"Sub-Tenant","1996","Rural Area","Male","72","0.0396414117798512","0.031395870797928","0.0478869527617744","2"
"Tenant","1996","Urban Area","Female","","","","","5"
"Tenant","1996","Urban Area","Male","","","","","5"
"Tenant","1996","Rural Area","Male","","","","","5"
"Tenant","1996","Rural Area","Female","","","","","5"
"Main Tenant","1997","Urban Area","Male","2502","0.546004834749587","0.530800197853591","0.561209471645583","1"
"Main Tenant","1997","Urban Area","Female","2737","0.568198415287202","0.553610696728128","0.582786133846277","1"
"Main Tenant","1997","Rural Area","Male","940","0.405351896947038","0.384442994473896","0.426260799420181","1"
"Main Tenant","1997","Rural Area","Female","1061","0.446078642697474","0.425530162411215","0.466627122983733","1"
"Nursing Home/Retirement Community","1997","Rural Area","Female","","","","","4"
"Nursing Home/Retirement Community","1997","Urban Area","Male","","","","","4"
"Nursing Home/Retirement Community","1997","Urban Area","Female","","","","","4"
"Nursing Home/Retirement Community","1997","Rural Area","Male","","","","","4"
"Owner","1997","Urban Area","Male","1526","0.431331789584609","0.41620706746733","0.446456511701887","3"
"Owner","1997","Rural Area","Male","1109","0.559584644278412","0.538442490188436","0.580726798368388","3"
"Owner","1997","Rural Area","Female","1111","0.513713833412168","0.49305258660433","0.534375080220007","3"
"Owner","1997","Urban Area","Female","1583","0.401894596681415","0.387455494244616","0.416333699118215","3"
"Sub-Tenant","1997","Urban Area","Female","109","0.029906988031382","0.0248906328681133","0.0349233431946507","2"
"Sub-Tenant","1997","Rural Area","Female","76","0.0402075238903579","0.0320868462226832","0.0483282015580327","2"
"Sub-Tenant","1997","Urban Area","Male","91","0.0226633756658044","0.0181183474812748","0.0272084038503341","2"
"Sub-Tenant","1997","Rural Area","Male","69","0.0350634587745495","0.0272298502083808","0.0428970673407183","2"
"Tenant","1997","Urban Area","Male","","","","","5"
"Tenant","1997","Urban Area","Female","","","","","5"
"Tenant","1997","Rural Area","Male","","","","","5"
"Tenant","1997","Rural Area","Female","","","","","5"
"Main Tenant","1998","Urban Area","Male","2646","0.536168295604028","0.521655791738365","0.550680799469691","1"
"Main Tenant","1998","Urban Area","Female","2944","0.559669664797355","0.545778473055271","0.573560856539439","1"
"Main Tenant","1998","Rural Area","Male","976","0.374998808312521","0.355549015517616","0.394448601107427","1"
"Main Tenant","1998","Rural Area","Female","1102","0.42705414880841","0.407683574901496","0.446424722715325","1"
"Nursing Home/Retirement Community","1998","Rural Area","Female","","","","","4"
"Nursing Home/Retirement Community","1998","Urban Area","Female","","","","","4"
"Nursing Home/Retirement Community","1998","Rural Area","Male","","","","","4"
"Nursing Home/Retirement Community","1998","Urban Area","Male","","","","","4"
"Owner","1998","Rural Area","Female","1314","0.535586586646928","0.516056172656544","0.555117000637313","3"
"Owner","1998","Urban Area","Male","1771","0.435201778949682","0.420773864479646","0.449629693419719","3"
"Owner","1998","Urban Area","Female","1815","0.402370588415442","0.388648714816453","0.41609246201443","3"
"Owner","1998","Rural Area","Male","1322","0.584139938550796","0.564338731293505","0.603941145808086","3"
"Sub-Tenant","1998","Rural Area","Male","80","0.0391908700341356","0.03139489166301","0.0469868484052611","2"
"Sub-Tenant","1998","Urban Area","Male","117","0.0277243635494158","0.0229464634791555","0.0325022636196762","2"
"Sub-Tenant","1998","Urban Area","Female","135","0.0324403641196081","0.0274828261356444","0.0373979021035719","2"
"Sub-Tenant","1998","Rural Area","Female","86","0.0352581548251773","0.0280357874720351","0.0424805221783196","2"
"Tenant","1998","Urban Area","Male","2","","","","5"
"Tenant","1998","Urban Area","Female","12","","","","5"
"Tenant","1998","Rural Area","Male","2","","","","5"
"Tenant","1998","Rural Area","Female","3","","","","5"
"Main Tenant","1999","Urban Area","Male","2510","0.539442346279492","0.524637005830053","0.554247686728931","1"
"Main Tenant","1999","Urban Area","Female","2770","0.557731482661744","0.543511386225187","0.571951579098301","1"
"Main Tenant","1999","Rural Area","Male","950","0.379340293582717","0.359471256960895","0.399209330204538","1"
"Main Tenant","1999","Rural Area","Female","1083","0.428376001527262","0.408729369116134","0.448022633938389","1"
"Nursing Home/Retirement Community","1999","Rural Area","Male","2","","","","4"
"Nursing Home/Retirement Community","1999","Rural Area","Female","4","","","","4"
"Nursing Home/Retirement Community","1999","Urban Area","Male","4","","","","4"
"Nursing Home/Retirement Community","1999","Urban Area","Female","16","","","","4"
"Owner","1999","Rural Area","Female","1282","0.540451313931475","0.520665023511221","0.560237604351728","3"
"Owner","1999","Urban Area","Female","1792","0.40936088766028","0.395282230828732","0.423439544491828","3"
"Owner","1999","Rural Area","Male","1277","0.582065295445897","0.561868818539199","0.602261772352595","3"
"Owner","1999","Urban Area","Male","1749","0.438374130668721","0.423635745929314","0.453112515408129","3"
"Sub-Tenant","1999","Urban Area","Male","91","0.0205955108221591","0.0163768830454725","0.0248141385988457","2"
"Sub-Tenant","1999","Rural Area","Male","62","0.036886080159722","0.0291680649666281","0.044604095352816","2"
"Sub-Tenant","1999","Rural Area","Female","68","0.0278881695960922","0.0213510196598528","0.0344253195323315","2"
"Sub-Tenant","1999","Urban Area","Female","108","0.0259691572749883","0.0214154801746654","0.0305228343753112","2"
"Tenant","1999","Urban Area","Male","","","","","5"
"Tenant","1999","Urban Area","Female","","","","","5"
"Tenant","1999","Rural Area","Male","","","","","5"
"Tenant","1999","Rural Area","Female","","","","","5"
"Main Tenant","2000","Urban Area","Male","4037","0.541546855281163","0.530368807620893","0.552724902941433","1"
"Main Tenant","2000","Urban Area","Female","4508","0.557267789055142","0.546598575248928","0.567937002861356","1"
"Main Tenant","2000","Rural Area","Female","1758","0.436443827133791","0.421592811912196","0.451294842355385","1"
"Main Tenant","2000","Rural Area","Male","1532","0.403286575275876","0.388127843735885","0.418445306815868","1"
"Nursing Home/Retirement Community","2000","Rural Area","Female","7","","","","4"
"Nursing Home/Retirement Community","2000","Rural Area","Male","2","","","","4"
"Nursing Home/Retirement Community","2000","Urban Area","Male","5","","","","4"
"Nursing Home/Retirement Community","2000","Urban Area","Female","19","","","","4"
"Owner","2000","Rural Area","Male","2424","0.576160535253183","0.560890307141921","0.591430763364445","3"
"Owner","2000","Rural Area","Female","2455","0.543801817185626","0.528886913174185","0.558716721197068","3"
"Owner","2000","Urban Area","Male","3487","0.44034905590122","0.429212327843327","0.451485783959113","3"
"Owner","2000","Urban Area","Female","3682","0.422204883998936","0.411595786334488","0.432813981663385","3"
"Sub-Tenant","2000","Rural Area","Female","64","0.0157111460643027","0.0119873269515892","0.0194349651770162","2"
"Sub-Tenant","2000","Urban Area","Female","117","0.0166692384100794","0.0139192074732894","0.0194192693468694","2"
"Sub-Tenant","2000","Urban Area","Male","104","0.0168208475162711","0.0139358813298097","0.0197058137027325","2"
"Sub-Tenant","2000","Rural Area","Male","65","0.0194466800544","0.0151795938515069","0.023713766257293","2"
"Tenant","2000","Urban Area","Male","","","","","5"
"Tenant","2000","Urban Area","Female","","","","","5"
"Tenant","2000","Rural Area","Male","","","","","5"
"Tenant","2000","Rural Area","Female","","","","","5"
"Main Tenant","2001","Urban Area","Male","3666","0.543848510030252","0.532114210041523","0.555582810018981","1"
"Main Tenant","2001","Urban Area","Female","4132","0.555602227811523","0.544437394982672","0.566767060640373","1"
"Main Tenant","2001","Rural Area","Female","1526","0.420148045646965","0.40460127637834","0.43569481491559","1"
"Main Tenant","2001","Rural Area","Male","1352","0.394127765892141","0.378298627816514","0.409956903967768","1"
"Nursing Home/Retirement Community","2001","Urban Area","Female","24","","","","4"
"Nursing Home/Retirement Community","2001","Rural Area","Male","1","","","","4"
"Nursing Home/Retirement Community","2001","Rural Area","Female","7","","","","4"
"Nursing Home/Retirement Community","2001","Urban Area","Male","6","","","","4"
"Owner","2001","Rural Area","Female","2277","0.559206563454724","0.543568459119145","0.574844667790304","3"
"Owner","2001","Rural Area","Male","2233","0.583127350608564","0.567156368113809","0.599098333103318","3"
"Owner","2001","Urban Area","Male","3164","0.437164665194981","0.425478369534652","0.448850960855309","3"
"Owner","2001","Urban Area","Female","3346","0.421404648169694","0.410309798298577","0.432499498040812","3"
"Sub-Tenant","2001","Urban Area","Female","107","0.0178596268797155","0.0148838026762381","0.0208354510831929","2"
"Sub-Tenant","2001","Rural Area","Male","75","0.0219793267745005","0.0172300285967881","0.026728624952213","2"
"Sub-Tenant","2001","Rural Area","Female","62","0.0163244270608339","0.0123330263158365","0.0203158278058314","2"
