"hlf0001_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Sub-Tenant","1985","Full Time","in school","","","",""
"Sub-Tenant","1985","Full Time","inadequately","14","","",""
"Sub-Tenant","1985","Full Time","general elemantary","15","","",""
"Sub-Tenant","1985","Full Time","middle vocational","37","0.0133139893482941","0.00887929846596309","0.0177486802306251"
"Sub-Tenant","1985","Full Time","vocational + Abi","5","","",""
"Sub-Tenant","1985","Full Time","higher vocational","4","","",""
"Sub-Tenant","1985","Full Time","higher education","3","","",""
"Sub-Tenant","1985","Part Time","in school","","","",""
"Sub-Tenant","1985","Part Time","inadequately","2","","",""
"Sub-Tenant","1985","Part Time","general elemantary","5","","",""
"Sub-Tenant","1985","Part Time","middle vocational","10","","",""
"Sub-Tenant","1985","Part Time","vocational + Abi","1","","",""
"Sub-Tenant","1985","Part Time","higher vocational","2","","",""
"Sub-Tenant","1985","Part Time","higher education","2","","",""
"Sub-Tenant","1985","Not Working","in school","","","",""
"Sub-Tenant","1985","Not Working","inadequately","5","","",""
"Sub-Tenant","1985","Not Working","general elemantary","18","","",""
"Sub-Tenant","1985","Not Working","middle vocational","28","","",""
"Sub-Tenant","1985","Not Working","vocational + Abi","2","","",""
"Sub-Tenant","1985","Not Working","higher vocational","1","","",""
"Sub-Tenant","1985","Not Working","higher education","1","","",""
"Owner","1985","Full Time","in school","","","",""
"Owner","1985","Full Time","inadequately","30","0.12986020864421","0.0971624761063013","0.162557941182118"
"Owner","1985","Full Time","general elemantary","306","0.457360487364336","0.426483628048895","0.488237346679777"
"Owner","1985","Full Time","middle vocational","1062","0.467669694137408","0.448364242120905","0.486975146153911"
"Owner","1985","Full Time","vocational + Abi","45","0.381459565891536","0.303725610997722","0.459193520785351"
"Owner","1985","Full Time","higher vocational","186","0.529726408490443","0.477211276483619","0.582241540497267"
"Owner","1985","Full Time","higher education","228","0.50497288887316","0.459431515963161","0.550514261783159"
"Owner","1985","Part Time","in school","3","","",""
"Owner","1985","Part Time","inadequately","5","","",""
"Owner","1985","Part Time","general elemantary","204","0.476391824530897","0.434070762328849","0.518712886732945"
"Owner","1985","Part Time","middle vocational","388","0.461569074283226","0.428981532969269","0.494156615597183"
"Owner","1985","Part Time","vocational + Abi","14","","",""
"Owner","1985","Part Time","higher vocational","49","0.467667375537222","0.37223109165742","0.563103659417025"
"Owner","1985","Part Time","higher education","63","0.464203368859393","0.382747763003668","0.545658974715118"
"Owner","1985","Not Working","in school","98","0.641403126642972","0.571146003722933","0.711660249563011"
"Owner","1985","Not Working","inadequately","32","0.254564107709698","0.208396350959718","0.300731864459678"
"Owner","1985","Not Working","general elemantary","711","0.496803242316625","0.471799005067531","0.52180747956572"
"Owner","1985","Not Working","middle vocational","758","0.440882397043237","0.417398189715275","0.464366604371198"
"Owner","1985","Not Working","vocational + Abi","24","","",""
"Owner","1985","Not Working","higher vocational","89","0.503547767125966","0.427942418279307","0.579153115972625"
"Owner","1985","Not Working","higher education","72","0.511849863879212","0.431589160718121","0.592110567040303"
"Nursing Home/Retirement Community","1985","Full Time","in school","","","",""
"Nursing Home/Retirement Community","1985","Full Time","inadequately","","","",""
"Nursing Home/Retirement Community","1985","Full Time","general elemantary","","","",""
"Nursing Home/Retirement Community","1985","Full Time","middle vocational","","","",""
"Nursing Home/Retirement Community","1985","Full Time","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1985","Full Time","higher vocational","","","",""
"Nursing Home/Retirement Community","1985","Full Time","higher education","","","",""
"Nursing Home/Retirement Community","1985","Part Time","in school","","","",""
"Nursing Home/Retirement Community","1985","Part Time","inadequately","","","",""
"Nursing Home/Retirement Community","1985","Part Time","general elemantary","","","",""
"Nursing Home/Retirement Community","1985","Part Time","middle vocational","","","",""
"Nursing Home/Retirement Community","1985","Part Time","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1985","Part Time","higher vocational","","","",""
"Nursing Home/Retirement Community","1985","Part Time","higher education","","","",""
"Nursing Home/Retirement Community","1985","Not Working","in school","","","",""
"Nursing Home/Retirement Community","1985","Not Working","inadequately","","","",""
"Nursing Home/Retirement Community","1985","Not Working","general elemantary","","","",""
"Nursing Home/Retirement Community","1985","Not Working","middle vocational","","","",""
"Nursing Home/Retirement Community","1985","Not Working","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1985","Not Working","higher vocational","","","",""
"Nursing Home/Retirement Community","1985","Not Working","higher education","","","",""
"Tenant","1985","Full Time","in school","","","",""
"Tenant","1985","Full Time","inadequately","","","",""
"Tenant","1985","Full Time","general elemantary","","","",""
"Tenant","1985","Full Time","middle vocational","","","",""
"Tenant","1985","Full Time","vocational + Abi","","","",""
"Tenant","1985","Full Time","higher vocational","","","",""
"Tenant","1985","Full Time","higher education","","","",""
"Tenant","1985","Part Time","in school","","","",""
"Tenant","1985","Part Time","inadequately","","","",""
"Tenant","1985","Part Time","general elemantary","","","",""
"Tenant","1985","Part Time","middle vocational","","","",""
"Tenant","1985","Part Time","vocational + Abi","","","",""
"Tenant","1985","Part Time","higher vocational","","","",""
"Tenant","1985","Part Time","higher education","","","",""
"Tenant","1985","Not Working","in school","","","",""
"Tenant","1985","Not Working","inadequately","","","",""
"Tenant","1985","Not Working","general elemantary","","","",""
"Tenant","1985","Not Working","middle vocational","","","",""
"Tenant","1985","Not Working","vocational + Abi","","","",""
"Tenant","1985","Not Working","higher vocational","","","",""
"Tenant","1985","Not Working","higher education","","","",""
"Main Tenant","1986","Full Time","in school","","","",""
"Main Tenant","1986","Full Time","inadequately","316","0.820099951895389","0.780311631114585","0.859888272676192"
"Main Tenant","1986","Full Time","general elemantary","670","0.522429718029072","0.491609543651389","0.553249892406755"
"Main Tenant","1986","Full Time","middle vocational","1392","0.517779222486171","0.498172360806899","0.537386084165443"
"Main Tenant","1986","Full Time","vocational + Abi","103","0.601770151637729","0.524201793125313","0.679338510150144"
"Main Tenant","1986","Full Time","higher vocational","142","0.455997694299099","0.401342122391403","0.510653266206796"
"Main Tenant","1986","Full Time","higher education","234","0.48983810895123","0.444882738786545","0.534793479115915"
"Main Tenant","1986","Part Time","in school","","","",""
"Main Tenant","1986","Part Time","inadequately","95","0.834681706350569","0.763965970808555","0.905397441892583"
"Main Tenant","1986","Part Time","general elemantary","327","0.517072374905282","0.474569576712367","0.559575173098197"
"Main Tenant","1986","Part Time","middle vocational","484","0.527453894093981","0.494468543780942","0.56043924440702"
"Main Tenant","1986","Part Time","vocational + Abi","36","0.660170859065077","0.531433408904451","0.788908309225703"
"Main Tenant","1986","Part Time","higher vocational","51","0.486153549645313","0.387699427395886","0.58460767189474"
"Main Tenant","1986","Part Time","higher education","74","0.544671034207169","0.459715650679949","0.629626417734389"
"Main Tenant","1986","Not Working","in school","79","0.359092647010675","0.289586465617325","0.428598828404025"
"Main Tenant","1986","Not Working","inadequately","286","0.716507508793771","0.667432912105931","0.76558210548161"
"Main Tenant","1986","Not Working","general elemantary","696","0.493823031206245","0.467435253384536","0.520210809027955"
"Main Tenant","1986","Not Working","middle vocational","820","0.52531896794814","0.50111415712566","0.549523778770619"
"Main Tenant","1986","Not Working","vocational + Abi","45","0.560299732680589","0.446438669843797","0.674160795517381"
"Main Tenant","1986","Not Working","higher vocational","66","0.445222254832153","0.369389983034456","0.521054526629851"
"Main Tenant","1986","Not Working","higher education","66","0.437236064203219","0.356216862015162","0.518255266391276"
"Sub-Tenant","1986","Full Time","in school","","","",""
"Sub-Tenant","1986","Full Time","inadequately","14","","",""
"Sub-Tenant","1986","Full Time","general elemantary","24","","",""
"Sub-Tenant","1986","Full Time","middle vocational","55","0.018985339161993","0.0136303358360158","0.0243403424879702"
"Sub-Tenant","1986","Full Time","vocational + Abi","4","","",""
"Sub-Tenant","1986","Full Time","higher vocational","2","","",""
"Sub-Tenant","1986","Full Time","higher education","","","",""
"Sub-Tenant","1986","Part Time","in school","","","",""
"Sub-Tenant","1986","Part Time","inadequately","3","","",""
"Sub-Tenant","1986","Part Time","general elemantary","8","","",""
"Sub-Tenant","1986","Part Time","middle vocational","16","","",""
"Sub-Tenant","1986","Part Time","vocational + Abi","","","",""
"Sub-Tenant","1986","Part Time","higher vocational","3","","",""
"Sub-Tenant","1986","Part Time","higher education","2","","",""
"Sub-Tenant","1986","Not Working","in school","2","","",""
"Sub-Tenant","1986","Not Working","inadequately","7","","",""
"Sub-Tenant","1986","Not Working","general elemantary","22","","",""
"Sub-Tenant","1986","Not Working","middle vocational","27","","",""
"Sub-Tenant","1986","Not Working","vocational + Abi","2","","",""
"Sub-Tenant","1986","Not Working","higher vocational","3","","",""
"Sub-Tenant","1986","Not Working","higher education","1","","",""
"Owner","1986","Full Time","in school","","","",""
"Owner","1986","Full Time","inadequately","28","","",""
"Owner","1986","Full Time","general elemantary","315","0.454702941196199","0.423978572559908","0.48542730983249"
"Owner","1986","Full Time","middle vocational","1048","0.463235438351836","0.443669277400219","0.482801599303453"
"Owner","1986","Full Time","vocational + Abi","46","0.380103608490667","0.303188275242027","0.457018941739306"
"Owner","1986","Full Time","higher vocational","175","0.537619819962994","0.482906887812506","0.592332752113483"
"Owner","1986","Full Time","higher education","241","0.510161891048771","0.465206520884086","0.555117261213456"
"Owner","1986","Part Time","in school","5","","",""
"Owner","1986","Part Time","inadequately","8","","",""
"Owner","1986","Part Time","general elemantary","196","0.462880424100022","0.420470184301319","0.505290663898725"
"Owner","1986","Part Time","middle vocational","380","0.458832066161828","0.425909046350728","0.491755085972927"
"Owner","1986","Part Time","vocational + Abi","16","","",""
"Owner","1986","Part Time","higher vocational","45","0.486495031817582","0.388039069046556","0.584950994588609"
"Owner","1986","Part Time","higher education","56","0.445241418271562","0.360458000699403","0.530024835843721"
"Owner","1986","Not Working","in school","102","0.631533083261324","0.561642309362646","0.701423857160002"
"Owner","1986","Not Working","inadequately","31","0.21826960597921","0.17329154622625","0.263247665732169"
"Owner","1986","Not Working","general elemantary","661","0.491567928592257","0.465181889777845","0.517953967406668"
"Owner","1986","Not Working","middle vocational","788","0.456954787172107","0.43280886352294","0.481100710821274"
"Owner","1986","Not Working","vocational + Abi","26","","",""
"Owner","1986","Not Working","higher vocational","96","0.529168781056765","0.453007217392061","0.60533034472147"
"Owner","1986","Not Working","higher education","77","0.551679072883382","0.470451288783074","0.632906856983689"
"Nursing Home/Retirement Community","1986","Full Time","in school","","","",""
"Nursing Home/Retirement Community","1986","Full Time","inadequately","","","",""
"Nursing Home/Retirement Community","1986","Full Time","general elemantary","","","",""
"Nursing Home/Retirement Community","1986","Full Time","middle vocational","","","",""
"Nursing Home/Retirement Community","1986","Full Time","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1986","Full Time","higher vocational","","","",""
"Nursing Home/Retirement Community","1986","Full Time","higher education","","","",""
"Nursing Home/Retirement Community","1986","Part Time","in school","","","",""
"Nursing Home/Retirement Community","1986","Part Time","inadequately","","","",""
"Nursing Home/Retirement Community","1986","Part Time","general elemantary","","","",""
"Nursing Home/Retirement Community","1986","Part Time","middle vocational","","","",""
"Nursing Home/Retirement Community","1986","Part Time","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1986","Part Time","higher vocational","","","",""
"Nursing Home/Retirement Community","1986","Part Time","higher education","","","",""
"Nursing Home/Retirement Community","1986","Not Working","in school","","","",""
"Nursing Home/Retirement Community","1986","Not Working","inadequately","","","",""
"Nursing Home/Retirement Community","1986","Not Working","general elemantary","","","",""
"Nursing Home/Retirement Community","1986","Not Working","middle vocational","","","",""
"Nursing Home/Retirement Community","1986","Not Working","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1986","Not Working","higher vocational","","","",""
"Nursing Home/Retirement Community","1986","Not Working","higher education","","","",""
"Tenant","1986","Full Time","in school","","","",""
"Tenant","1986","Full Time","inadequately","","","",""
"Tenant","1986","Full Time","general elemantary","","","",""
"Tenant","1986","Full Time","middle vocational","","","",""
"Tenant","1986","Full Time","vocational + Abi","","","",""
"Tenant","1986","Full Time","higher vocational","","","",""
"Tenant","1986","Full Time","higher education","","","",""
"Tenant","1986","Part Time","in school","","","",""
"Tenant","1986","Part Time","inadequately","","","",""
"Tenant","1986","Part Time","general elemantary","","","",""
"Tenant","1986","Part Time","middle vocational","","","",""
"Tenant","1986","Part Time","vocational + Abi","","","",""
"Tenant","1986","Part Time","higher vocational","","","",""
"Tenant","1986","Part Time","higher education","","","",""
"Tenant","1986","Not Working","in school","","","",""
"Tenant","1986","Not Working","inadequately","","","",""
"Tenant","1986","Not Working","general elemantary","","","",""
"Tenant","1986","Not Working","middle vocational","","","",""
"Tenant","1986","Not Working","vocational + Abi","","","",""
"Tenant","1986","Not Working","higher vocational","","","",""
"Tenant","1986","Not Working","higher education","","","",""
"Main Tenant","1987","Full Time","in school","","","",""
"Main Tenant","1987","Full Time","inadequately","311","0.833156473397199","0.794317796455821","0.871995150338577"
"Main Tenant","1987","Full Time","general elemantary","681","0.536146277060056","0.505466850306744","0.566825703813367"
"Main Tenant","1987","Full Time","middle vocational","1396","0.496857699024765","0.477474337591102","0.516241060458428"
"Main Tenant","1987","Full Time","vocational + Abi","105","0.593163310868392","0.515827714677862","0.670498907058922"
"Main Tenant","1987","Full Time","higher vocational","133","0.452684125819189","0.396730536084051","0.508637715554327"
"Main Tenant","1987","Full Time","higher education","212","0.462430428947259","0.41656761418826","0.508293243706259"
"Main Tenant","1987","Part Time","in school","2","","",""
"Main Tenant","1987","Part Time","inadequately","98","0.692453514426708","0.608834343679326","0.776072685174089"
"Main Tenant","1987","Part Time","general elemantary","308","0.517288962935345","0.474625804493912","0.559952121376779"
"Main Tenant","1987","Part Time","middle vocational","444","0.519667645067457","0.485698756377471","0.553636533757444"
"Main Tenant","1987","Part Time","vocational + Abi","35","0.708698081462088","0.582757588224293","0.834638574699883"
"Main Tenant","1987","Part Time","higher vocational","50","0.439076060212327","0.34323505813767","0.534917062286984"
"Main Tenant","1987","Part Time","higher education","82","0.53995387563483","0.459384788465379","0.620522962804281"
"Main Tenant","1987","Not Working","in school","90","0.435845617627361","0.363203766898644","0.508487468356078"
"Main Tenant","1987","Not Working","inadequately","252","0.781978277891083","0.734373954468928","0.829582601313239"
"Main Tenant","1987","Not Working","general elemantary","672","0.483050669933257","0.456021291376353","0.51008004849016"
"Main Tenant","1987","Not Working","middle vocational","822","0.543597510185038","0.519176004556154","0.568019015813922"
"Main Tenant","1987","Not Working","vocational + Abi","39","0.557458923518282","0.441926962101129","0.672990884935434"
"Main Tenant","1987","Not Working","higher vocational","72","0.459085797617537","0.382111404406827","0.536060190828247"
"Main Tenant","1987","Not Working","higher education","66","0.441849111320646","0.360455020675301","0.523243201965991"
"Sub-Tenant","1987","Full Time","in school","","","",""
"Sub-Tenant","1987","Full Time","inadequately","19","","",""
"Sub-Tenant","1987","Full Time","general elemantary","19","","",""
"Sub-Tenant","1987","Full Time","middle vocational","51","0.0219567827979177","0.0162757010064414","0.027637864589394"
"Sub-Tenant","1987","Full Time","vocational + Abi","1","","",""
"Sub-Tenant","1987","Full Time","higher vocational","3","","",""
"Sub-Tenant","1987","Full Time","higher education","7","","",""
"Sub-Tenant","1987","Part Time","in school","","","",""
"Sub-Tenant","1987","Part Time","inadequately","5","","",""
"Sub-Tenant","1987","Part Time","general elemantary","12","","",""
"Sub-Tenant","1987","Part Time","middle vocational","18","","",""
"Sub-Tenant","1987","Part Time","vocational + Abi","2","","",""
"Sub-Tenant","1987","Part Time","higher vocational","3","","",""
"Sub-Tenant","1987","Part Time","higher education","5","","",""
"Sub-Tenant","1987","Not Working","in school","1","","",""
"Sub-Tenant","1987","Not Working","inadequately","7","","",""
"Sub-Tenant","1987","Not Working","general elemantary","20","","",""
"Sub-Tenant","1987","Not Working","middle vocational","27","","",""
"Sub-Tenant","1987","Not Working","vocational + Abi","3","","",""
"Sub-Tenant","1987","Not Working","higher vocational","1","","",""
"Sub-Tenant","1987","Not Working","higher education","2","","",""
"Owner","1987","Full Time","in school","","","",""
"Owner","1987","Full Time","inadequately","24","","",""
"Owner","1987","Full Time","general elemantary","315","0.439912048188964","0.4093750661664","0.470449030211529"
"Owner","1987","Full Time","middle vocational","1109","0.481185518177317","0.461815501907544","0.50055553444709"
"Owner","1987","Full Time","vocational + Abi","49","0.402460960231815","0.325259189095502","0.479662731368128"
"Owner","1987","Full Time","higher vocational","168","0.54012362182133","0.48409906419775","0.596148179444909"
"Owner","1987","Full Time","higher education","235","0.520455528103449","0.474501199866068","0.56640985634083"
"Owner","1987","Part Time","in school","10","","",""
"Owner","1987","Part Time","inadequately","14","","",""
"Owner","1987","Part Time","general elemantary","207","0.465444462793118","0.422857846597371","0.508031078988865"
"Owner","1987","Part Time","middle vocational","369","0.456457603874445","0.422591556272329","0.490323651476561"
"Owner","1987","Part Time","vocational + Abi","13","","",""
"Owner","1987","Part Time","higher vocational","50","0.521880592513845","0.425412600584652","0.618348584443037"
"Owner","1987","Part Time","higher education","60","0.425286370418619","0.345366291449285","0.505206449387953"
"Owner","1987","Not Working","in school","88","0.558221751629053","0.485472736614104","0.630970766644001"
"Owner","1987","Not Working","inadequately","30","0.182299394802384","0.137786181850272","0.226812607754497"
"Owner","1987","Not Working","general elemantary","621","0.49863478886352","0.471589967733973","0.525679609993067"
"Owner","1987","Not Working","middle vocational","749","0.438264896532206","0.413937601116789","0.462592191947623"
"Owner","1987","Not Working","vocational + Abi","29","","",""
"Owner","1987","Not Working","higher vocational","88","0.522893972322551","0.445741575495715","0.600046369149387"
"Owner","1987","Not Working","higher education","75","0.535588013357078","0.453845646811147","0.617330379903009"
"Nursing Home/Retirement Community","1987","Full Time","in school","","","",""
"Nursing Home/Retirement Community","1987","Full Time","inadequately","","","",""
"Nursing Home/Retirement Community","1987","Full Time","general elemantary","","","",""
"Nursing Home/Retirement Community","1987","Full Time","middle vocational","","","",""
"Nursing Home/Retirement Community","1987","Full Time","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1987","Full Time","higher vocational","","","",""
"Nursing Home/Retirement Community","1987","Full Time","higher education","","","",""
"Nursing Home/Retirement Community","1987","Part Time","in school","","","",""
"Nursing Home/Retirement Community","1987","Part Time","inadequately","","","",""
"Nursing Home/Retirement Community","1987","Part Time","general elemantary","","","",""
"Nursing Home/Retirement Community","1987","Part Time","middle vocational","","","",""
"Nursing Home/Retirement Community","1987","Part Time","vocational + Abi","","","",""
"Nursing Home/Retirement Community","1987","Part Time","higher vocational","","","",""
"Nursing Home/Retirement Community","1987","Part Time","higher education","","","",""
"Nursing Home/Retirement Community","1987","Not Working","in school","","","",""
