"hlf0001_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1985","35-65 y.","direct migration background","","","","","5"
"Tenant","1985","16-34 y.","no migration background","","","","","5"
"Tenant","1985","16-34 y.","indirect migration background","","","","","5"
"Tenant","1985","35-65 y.","no migration background","","","","","5"
"Tenant","1985","16-34 y.","direct migration background","","","","","5"
"Tenant","1985","35-65 y.","indirect migration background","","","","","5"
"Tenant","1985","66 and older","no migration background","","","","","5"
"Tenant","1985","66 and older","direct migration background","","","","","5"
"Tenant","1985","66 and older","indirect migration background","","","","","5"
"Main Tenant","1986","16-34 y.","no migration background","1545","0.553001890729095","0.534764563699728","0.571239217758462","1"
"Main Tenant","1986","16-34 y.","direct migration background","978","0.807057166176917","0.783780004138715","0.83033432821512","1"
"Main Tenant","1986","16-34 y.","indirect migration background","100","0.733521737725919","0.65752170085683","0.809521774595007","1"
"Main Tenant","1986","35-65 y.","no migration background","1478","0.417556948483406","0.401827384294026","0.433286512672787","1"
"Main Tenant","1986","35-65 y.","direct migration background","1424","0.715533724630117","0.694068392286348","0.736999056973886","1"
"Main Tenant","1986","35-65 y.","indirect migration background","14","","","","1"
"Main Tenant","1986","66 and older","no migration background","489","0.558624217488363","0.527708780208979","0.589539654767746","1"
"Main Tenant","1986","66 and older","direct migration background","31","0.624632457805375","0.490416634094502","0.758848281516247","1"
"Main Tenant","1986","66 and older","indirect migration background","3","","","","1"
"Nursing Home/Retirement Community","1986","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1986","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1986","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1986","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1986","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1986","66 and older","no migration background","","","","","4"
"Nursing Home/Retirement Community","1986","66 and older","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1986","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1986","35-65 y.","no migration background","","","","","4"
"Owner","1986","16-34 y.","no migration background","1242","0.421685391018476","0.403571097772585","0.439799684264367","3"
"Owner","1986","16-34 y.","direct migration background","97","0.167682822558402","0.145645832737697","0.189719812379107","3"
"Owner","1986","16-34 y.","indirect migration background","30","0.266478262274081","0.190478225404993","0.34247829914317","3"
"Owner","1986","35-65 y.","indirect migration background","8","","","","3"
"Owner","1986","66 and older","no migration background","486","0.419442759396931","0.388719298382586","0.450166220411277","3"
"Owner","1986","66 and older","direct migration background","16","","","","3"
"Owner","1986","66 and older","indirect migration background","1","","","","3"
"Owner","1986","35-65 y.","no migration background","2270","0.575150416430556","0.559383730525396","0.590917102335716","3"
"Owner","1986","35-65 y.","direct migration background","219","0.255207482453078","0.234464484523563","0.275950480382593","3"
"Sub-Tenant","1986","16-34 y.","direct migration background","29","","","","2"
"Sub-Tenant","1986","16-34 y.","indirect migration background","","","","","2"
"Sub-Tenant","1986","66 and older","no migration background","16","","","","2"
"Sub-Tenant","1986","16-34 y.","no migration background","68","0.0253127182524288","0.0195510655456694","0.0310743709591882","2"
"Sub-Tenant","1986","35-65 y.","indirect migration background","","","","","2"
"Sub-Tenant","1986","35-65 y.","direct migration background","54","0.029258792916805","0.0212404042197683","0.0372771816138417","2"
"Sub-Tenant","1986","35-65 y.","no migration background","28","","","","2"
"Sub-Tenant","1986","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1986","66 and older","direct migration background","3","","","","2"
"Tenant","1986","16-34 y.","no migration background","","","","","5"
"Tenant","1986","16-34 y.","indirect migration background","","","","","5"
"Tenant","1986","35-65 y.","no migration background","","","","","5"
"Tenant","1986","35-65 y.","direct migration background","","","","","5"
"Tenant","1986","16-34 y.","direct migration background","","","","","5"
"Tenant","1986","35-65 y.","indirect migration background","","","","","5"
"Tenant","1986","66 and older","no migration background","","","","","5"
"Tenant","1986","66 and older","direct migration background","","","","","5"
"Tenant","1986","66 and older","indirect migration background","","","","","5"
"Main Tenant","1987","16-34 y.","no migration background","1485","0.54367203664778","0.525272116816421","0.562071956479138","1"
"Main Tenant","1987","16-34 y.","direct migration background","958","0.813799066318962","0.79055084345848","0.837047289179443","1"
"Main Tenant","1987","16-34 y.","indirect migration background","117","0.717673367814668","0.644907324173248","0.790439411456087","1"
"Main Tenant","1987","35-65 y.","no migration background","1426","0.416154580863138","0.400163495666611","0.432145666059666","1"
"Main Tenant","1987","35-65 y.","direct migration background","1421","0.704432212173898","0.682767074661461","0.726097349686334","1"
"Main Tenant","1987","35-65 y.","indirect migration background","14","","","","1"
"Main Tenant","1987","66 and older","no migration background","504","0.560571877431925","0.530172989964793","0.590970764899057","1"
"Main Tenant","1987","66 and older","direct migration background","33","0.582363112751118","0.453196452081112","0.711529773421124","1"
"Main Tenant","1987","66 and older","indirect migration background","3","","","","1"
"Nursing Home/Retirement Community","1987","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1987","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1987","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1987","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1987","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1987","66 and older","no migration background","","","","","4"
"Nursing Home/Retirement Community","1987","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1987","66 and older","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1987","35-65 y.","no migration background","","","","","4"
"Owner","1987","66 and older","no migration background","504","0.418064869161726","0.387854416134816","0.448275322188636","3"
"Owner","1987","16-34 y.","direct migration background","102","0.173093774406661","0.150498943568406","0.195688605244915","3"
"Owner","1987","35-65 y.","indirect migration background","11","","","","3"
"Owner","1987","16-34 y.","no migration background","1237","0.419634667731977","0.401404305314099","0.437865030149855","3"
"Owner","1987","66 and older","indirect migration background","1","","","","3"
"Owner","1987","16-34 y.","indirect migration background","29","","","","3"
"Owner","1987","35-65 y.","no migration background","2195","0.575805546748012","0.559772277950947","0.591838815545076","3"
"Owner","1987","35-65 y.","direct migration background","234","0.260466419860837","0.239627840149232","0.281304999572442","3"
"Owner","1987","66 and older","direct migration background","22","","","","3"
"Sub-Tenant","1987","16-34 y.","indirect migration background","1","","","","2"
"Sub-Tenant","1987","16-34 y.","direct migration background","17","","","","2"
"Sub-Tenant","1987","35-65 y.","indirect migration background","1","","","","2"
"Sub-Tenant","1987","16-34 y.","no migration background","93","0.0366932956202436","0.0297480990393738","0.0436384922011135","2"
"Sub-Tenant","1987","35-65 y.","direct migration background","49","0.0351013679652648","0.0263632850342185","0.0438394508963111","2"
"Sub-Tenant","1987","66 and older","no migration background","16","","","","2"
"Sub-Tenant","1987","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1987","35-65 y.","no migration background","29","","","","2"
"Sub-Tenant","1987","66 and older","direct migration background","1","","","","2"
"Tenant","1987","35-65 y.","direct migration background","","","","","5"
"Tenant","1987","35-65 y.","no migration background","","","","","5"
"Tenant","1987","16-34 y.","no migration background","","","","","5"
"Tenant","1987","16-34 y.","direct migration background","","","","","5"
"Tenant","1987","16-34 y.","indirect migration background","","","","","5"
"Tenant","1987","35-65 y.","indirect migration background","","","","","5"
"Tenant","1987","66 and older","no migration background","","","","","5"
"Tenant","1987","66 and older","direct migration background","","","","","5"
"Tenant","1987","66 and older","indirect migration background","","","","","5"
"Main Tenant","1988","16-34 y.","no migration background","1382","0.534449447081718","0.515389380806649","0.553509513356787","1"
"Main Tenant","1988","16-34 y.","direct migration background","911","0.795644985350872","0.770959681748698","0.820330288953045","1"
"Main Tenant","1988","16-34 y.","indirect migration background","162","0.765301532421908","0.705817253167313","0.824785811676503","1"
"Main Tenant","1988","35-65 y.","no migration background","1372","0.416334095549815","0.399967820285953","0.432700370813677","1"
"Main Tenant","1988","35-65 y.","direct migration background","1340","0.692920451578526","0.670332129494563","0.715508773662488","1"
"Main Tenant","1988","35-65 y.","indirect migration background","13","","","","1"
"Main Tenant","1988","66 and older","no migration background","495","0.56693403611361","0.536021630288028","0.597846441939193","1"
"Main Tenant","1988","66 and older","direct migration background","42","0.630686922142639","0.511512769540405","0.749861074744872","1"
"Main Tenant","1988","66 and older","indirect migration background","3","","","","1"
"Nursing Home/Retirement Community","1988","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1988","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1988","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1988","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1988","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1988","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1988","66 and older","no migration background","","","","","4"
"Nursing Home/Retirement Community","1988","66 and older","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1988","66 and older","indirect migration background","","","","","4"
"Owner","1988","16-34 y.","no migration background","1160","0.427042106478613","0.408141124421836","0.445943088535391","3"
"Owner","1988","16-34 y.","direct migration background","102","0.182930639914404","0.159262787768722","0.206598492060087","3"
"Owner","1988","35-65 y.","indirect migration background","11","","","","3"
"Owner","1988","66 and older","no migration background","477","0.41489137523149","0.384153420404438","0.445629330058543","3"
"Owner","1988","66 and older","indirect migration background","1","","","","3"
"Owner","1988","16-34 y.","indirect migration background","33","0.234698467578092","0.175214188323497","0.294182746832687","3"
"Owner","1988","35-65 y.","no migration background","2069","0.56860181591859","0.552158478171941","0.585045153665238","3"
"Owner","1988","35-65 y.","direct migration background","229","0.275008567863036","0.253143220333489","0.296873915392583","3"
"Owner","1988","66 and older","direct migration background","20","","","","3"
"Sub-Tenant","1988","16-34 y.","indirect migration background","","","","","2"
"Sub-Tenant","1988","35-65 y.","indirect migration background","1","","","","2"
"Sub-Tenant","1988","16-34 y.","direct migration background","12","","","","2"
"Sub-Tenant","1988","16-34 y.","no migration background","89","0.0385084464396687","0.0311558893937446","0.0458610034855928","2"
"Sub-Tenant","1988","35-65 y.","direct migration background","33","0.032070980558438","0.0234432870309207","0.0406986740859553","2"
"Sub-Tenant","1988","35-65 y.","no migration background","44","0.0150640885315952","0.0110199863928341","0.0191081906703562","2"
"Sub-Tenant","1988","66 and older","no migration background","15","","","","2"
"Sub-Tenant","1988","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1988","66 and older","direct migration background","1","","","","2"
"Tenant","1988","16-34 y.","no migration background","","","","","5"
"Tenant","1988","35-65 y.","direct migration background","","","","","5"
"Tenant","1988","35-65 y.","no migration background","","","","","5"
"Tenant","1988","16-34 y.","direct migration background","","","","","5"
"Tenant","1988","16-34 y.","indirect migration background","","","","","5"
"Tenant","1988","35-65 y.","indirect migration background","","","","","5"
"Tenant","1988","66 and older","no migration background","","","","","5"
"Tenant","1988","66 and older","direct migration background","","","","","5"
"Tenant","1988","66 and older","indirect migration background","","","","","5"
"Main Tenant","1989","16-34 y.","no migration background","1338","0.523286061026809","0.50400614477413","0.542565977279488","1"
"Main Tenant","1989","16-34 y.","direct migration background","854","0.802530311598522","0.777374316711264","0.82768630648578","1"
"Main Tenant","1989","16-34 y.","indirect migration background","192","0.804615599565378","0.753262162361439","0.855969036769316","1"
"Main Tenant","1989","35-65 y.","no migration background","1293","0.4120891989631","0.395305819762764","0.428872578163435","1"
"Main Tenant","1989","35-65 y.","direct migration background","1305","0.700062260558623","0.67743188809073","0.722692633026515","1"
"Main Tenant","1989","35-65 y.","indirect migration background","14","","","","1"
"Main Tenant","1989","66 and older","no migration background","462","0.54934602677617","0.51780587775403","0.580886175798309","1"
"Main Tenant","1989","66 and older","direct migration background","40","0.574743994380822","0.458093658289888","0.691394330471756","1"
"Main Tenant","1989","66 and older","indirect migration background","3","","","","1"
"Nursing Home/Retirement Community","1989","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1989","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1989","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1989","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1989","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1989","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1989","66 and older","no migration background","","","","","4"
"Nursing Home/Retirement Community","1989","66 and older","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1989","66 and older","indirect migration background","","","","","4"
"Owner","1989","16-34 y.","no migration background","1150","0.436327632453794","0.417183911027603","0.455471353879984","3"
"Owner","1989","16-34 y.","direct migration background","91","0.176430673911441","0.152342843607721","0.200518504215162","3"
"Owner","1989","35-65 y.","indirect migration background","13","","","","3"
"Owner","1989","66 and older","no migration background","482","0.436378773080534","0.404941517645715","0.467816028515353","3"
"Owner","1989","66 and older","indirect migration background","1","","","","3"
"Owner","1989","16-34 y.","indirect migration background","36","0.192302208025593","0.141257945561113","0.243346470490073","3"
"Owner","1989","35-65 y.","no migration background","1969","0.5705698258771","0.553691523986391","0.587448127767809","3"
"Owner","1989","35-65 y.","direct migration background","240","0.272711944395847","0.250717493732758","0.294706395058935","3"
"Owner","1989","66 and older","direct migration background","27","","","","3"
"Sub-Tenant","1989","16-34 y.","no migration background","81","0.0366558517443556","0.0294019941731211","0.0439097093155902","2"
"Sub-Tenant","1989","16-34 y.","direct migration background","17","","","","2"
"Sub-Tenant","1989","35-65 y.","indirect migration background","","","","","2"
"Sub-Tenant","1989","16-34 y.","indirect migration background","1","","","","2"
"Sub-Tenant","1989","35-65 y.","direct migration background","30","0.027225795045531","0.019188607171646","0.0352629829194159","2"
"Sub-Tenant","1989","35-65 y.","no migration background","40","0.016718903366173","0.0123469974179122","0.0210908093144337","2"
"Sub-Tenant","1989","66 and older","no migration background","10","","","","2"
"Sub-Tenant","1989","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1989","66 and older","direct migration background","1","","","","2"
"Tenant","1989","16-34 y.","no migration background","9","","","","5"
"Tenant","1989","35-65 y.","no migration background","2","","","","5"
"Tenant","1989","35-65 y.","direct migration background","","","","","5"
"Tenant","1989","16-34 y.","direct migration background","","","","","5"
"Tenant","1989","16-34 y.","indirect migration background","","","","","5"
"Tenant","1989","35-65 y.","indirect migration background","","","","","5"
"Tenant","1989","66 and older","no migration background","2","","","","5"
"Tenant","1989","66 and older","direct migration background","1","","","","5"
"Tenant","1989","66 and older","indirect migration background","","","","","5"
"Main Tenant","1990","16-34 y.","no migration background","2386","0.565975071697996","0.550903073500567","0.581047069895426","1"
"Main Tenant","1990","16-34 y.","direct migration background","805","0.79238243580923","0.766314533629259","0.818450337989201","1"
"Main Tenant","1990","16-34 y.","indirect migration background","228","0.833853086613238","0.789373283097598","0.878332890128878","1"
"Main Tenant","1990","35-65 y.","no migration background","2616","0.461435687395506","0.448161652147302","0.474709722643709","1"
"Main Tenant","1990","35-65 y.","direct migration background","1328","0.694572163103437","0.672408686118522","0.716735640088351","1"
"Main Tenant","1990","35-65 y.","indirect migration background","11","","","","1"
"Main Tenant","1990","66 and older","no migration background","734","0.576323377294261","0.550336904422464","0.602309850166057","1"
"Main Tenant","1990","66 and older","direct migration background","65","0.602528589103722","0.509366989728361","0.695690188479084","1"
"Main Tenant","1990","66 and older","indirect migration background","4","","","","1"
"Nursing Home/Retirement Community","1990","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1990","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1990","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1990","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1990","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1990","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1990","66 and older","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1990","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1990","66 and older","no migration background","","","","","4"
"Owner","1990","16-34 y.","direct migration background","107","0.175731388913498","0.151270869866994","0.200191907960001","3"
"Owner","1990","16-34 y.","indirect migration background","39","0.159840491256696","0.116048345320182","0.203632637193211","3"
"Owner","1990","35-65 y.","indirect migration background","12","","","","3"
"Owner","1990","16-34 y.","no migration background","1584","0.384045302271774","0.369254883884326","0.398835720659222","3"
"Owner","1990","66 and older","indirect migration background","1","","","","3"
"Owner","1990","35-65 y.","no migration background","2701","0.521225915268528","0.507924222631653","0.534527607905403","3"
"Owner","1990","35-65 y.","direct migration background","287","0.268700546476901","0.247369763492303","0.2900313294615","3"
"Owner","1990","66 and older","no migration background","636","0.406477325706649","0.380646767714372","0.432307883698926","3"
"Owner","1990","66 and older","direct migration background","39","0.391845255563262","0.298914492255222","0.484776018871303","3"
"Sub-Tenant","1990","16-34 y.","direct migration background","17","","","","2"
"Sub-Tenant","1990","35-65 y.","indirect migration background","1","","","","2"
"Sub-Tenant","1990","16-34 y.","no migration background","182","0.0497079033730578","0.0430985933118698","0.0563172134342457","2"
"Sub-Tenant","1990","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1990","35-65 y.","no migration background","95","0.0162915383056435","0.0129206618074076","0.0196624148038795","2"
"Sub-Tenant","1990","66 and older","direct migration background","2","","","","2"
"Sub-Tenant","1990","16-34 y.","indirect migration background","2","","","","2"
"Sub-Tenant","1990","35-65 y.","direct migration background","43","0.0364816099502395","0.0274598368572615","0.0455033830432174","2"
"Sub-Tenant","1990","66 and older","no migration background","18","","","","2"
"Tenant","1990","35-65 y.","direct migration background","1","","","","5"
"Tenant","1990","35-65 y.","no migration background","6","","","","5"
"Tenant","1990","16-34 y.","no migration background","2","","","","5"
"Tenant","1990","16-34 y.","direct migration background","1","","","","5"
"Tenant","1990","16-34 y.","indirect migration background","","","","","5"
"Tenant","1990","35-65 y.","indirect migration background","","","","","5"
"Tenant","1990","66 and older","no migration background","1","","","","5"
"Tenant","1990","66 and older","direct migration background","","","","","5"
"Tenant","1990","66 and older","indirect migration background","","","","","5"
"Main Tenant","1991","16-34 y.","no migration background","2292","0.573176638568669","0.557771385766893","0.588581891370444","1"
"Main Tenant","1991","16-34 y.","direct migration background","764","0.810711923742286","0.784946545810771","0.836477301673801","1"
"Main Tenant","1991","16-34 y.","indirect migration background","272","0.837167310886064","0.796777436419247","0.877557185352881","1"
"Main Tenant","1991","35-65 y.","no migration background","2551","0.464492797479286","0.451126086981786","0.477859507976786","1"
"Main Tenant","1991","35-65 y.","direct migration background","1279","0.677841632772617","0.655141953644588","0.700541311900646","1"
"Main Tenant","1991","35-65 y.","indirect migration background","12","","","","1"
"Main Tenant","1991","66 and older","no migration background","680","0.551769267816048","0.525280099211852","0.578258436420243","1"
"Main Tenant","1991","66 and older","direct migration background","77","0.60193324830865","0.515426964831973","0.688439531785327","1"
"Main Tenant","1991","66 and older","indirect migration background","3","","","","1"
"Nursing Home/Retirement Community","1991","35-65 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1991","16-34 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1991","16-34 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1991","16-34 y.","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1991","35-65 y.","no migration background","","","","","4"
"Nursing Home/Retirement Community","1991","35-65 y.","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1991","66 and older","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1991","66 and older","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1991","66 and older","no migration background","","","","","4"
"Owner","1991","16-34 y.","no migration background","1467","0.369189269985668","0.354158730486601","0.384219809484736","3"
"Owner","1991","16-34 y.","direct migration background","104","0.161346714538992","0.137152423661622","0.185541005416361","3"
"Owner","1991","16-34 y.","indirect migration background","45","0.142395365186823","0.104166882458855","0.18062384791479","3"
"Owner","1991","35-65 y.","indirect migration background","14","","","","3"
"Owner","1991","66 and older","indirect migration background","2","","","","3"
"Owner","1991","35-65 y.","no migration background","2683","0.517063769150778","0.503671032174375","0.530456506127181","3"
"Owner","1991","35-65 y.","direct migration background","305","0.288637520767076","0.266626369377496","0.310648672156656","3"
"Owner","1991","66 and older","no migration background","643","0.420843072759274","0.394546631544978","0.447139513973569","3"
"Owner","1991","66 and older","direct migration background","43","0.384134528117654","0.298177748483684","0.470091307751624","3"
"Sub-Tenant","1991","35-65 y.","indirect migration background","","","","","2"
"Sub-Tenant","1991","66 and older","indirect migration background","","","","","2"
"Sub-Tenant","1991","16-34 y.","no migration background","200","0.0575035962454037","0.0502527640911817","0.0647544283996256","2"
"Sub-Tenant","1991","16-34 y.","direct migration background","20","","","","2"
"Sub-Tenant","1991","35-65 y.","direct migration background","41","0.0321563727444454","0.0235868425124689","0.0407259029764218","2"
"Sub-Tenant","1991","35-65 y.","no migration background","111","0.0178919546658003","0.0143392351582563","0.0214446741733443","2"
"Sub-Tenant","1991","66 and older","direct migration background","3","","","","2"
"Sub-Tenant","1991","16-34 y.","indirect migration background","4","","","","2"
"Sub-Tenant","1991","66 and older","no migration background","28","","","","2"
"Tenant","1991","16-34 y.","no migration background","1","","","","5"
"Tenant","1991","35-65 y.","direct migration background","3","","","","5"
"Tenant","1991","35-65 y.","no migration background","3","","","","5"
