"hlf0001_h","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","1986","no migration background","Female","1915","0.51677326337627","0.501232620983547","0.532313905768993","1"
"Main Tenant","1986","direct migration background","Male","1317","0.763741647132682","0.742505389769148","0.784977904496216","1"
"Main Tenant","1986","direct migration background","Female","1116","0.7137138636608","0.689273220315089","0.738154507006511","1"
"Main Tenant","1986","indirect migration background","Male","51","0.653964292136331","0.544839322219496","0.763089262053165","1"
"Main Tenant","1986","indirect migration background","Female","66","0.794989987256096","0.708138469841569","0.881841504670624","1"
"Nursing Home/Retirement Community","1986","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1986","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1986","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1986","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1986","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1986","indirect migration background","Female","","","","","4"
"Owner","1986","no migration background","Male","2001","0.52558712865214","0.509387604748636","0.541786652555644","3"
"Owner","1986","no migration background","Female","1997","0.467165426688724","0.451649596541382","0.482681256836065","3"
"Owner","1986","direct migration background","Male","164","0.199984354319012","0.179987650800389","0.219981057837634","3"
"Owner","1986","direct migration background","Female","168","0.26527847430498","0.24140790395537","0.289149044654591","3"
"Owner","1986","indirect migration background","Male","22","","","","3"
"Owner","1986","indirect migration background","Female","17","","","","3"
"Sub-Tenant","1986","no migration background","Female","60","0.016061309935006","0.0121518391547427","0.0199707807152694","2"
"Sub-Tenant","1986","no migration background","Male","52","0.0160875198833016","0.0120059762675937","0.0201690634990095","2"
"Sub-Tenant","1986","direct migration background","Female","30","0.02100766203422","0.0132536063440229","0.028761717724417","2"
"Sub-Tenant","1986","direct migration background","Male","56","0.0362739985483064","0.0269267097483547","0.0456212873482581","2"
"Sub-Tenant","1986","indirect migration background","Male","","","","","2"
"Sub-Tenant","1986","indirect migration background","Female","","","","","2"
"Tenant","1986","no migration background","Male","","","","","5"
"Tenant","1986","no migration background","Female","","","","","5"
"Tenant","1986","direct migration background","Male","","","","","5"
"Tenant","1986","direct migration background","Female","","","","","5"
"Tenant","1986","indirect migration background","Male","","","","","5"
"Tenant","1986","indirect migration background","Female","","","","","5"
"Main Tenant","1987","no migration background","Male","1563","0.454138714850942","0.43787001219861","0.470407417503273","1"
"Main Tenant","1987","no migration background","Female","1852","0.515597815886958","0.499895053593597","0.531300578180319","1"
"Main Tenant","1987","direct migration background","Male","1297","0.759643521523904","0.73816229215084","0.781124750896968","1"
"Main Tenant","1987","direct migration background","Female","1115","0.69872572292458","0.673946390845859","0.723505055003302","1"
"Main Tenant","1987","indirect migration background","Male","58","0.615526602717564","0.510870247400621","0.720182958034507","1"
"Main Tenant","1987","indirect migration background","Female","76","0.790520608959332","0.708256307582313","0.872784910336351","1"
"Nursing Home/Retirement Community","1987","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1987","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1987","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1987","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1987","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1987","indirect migration background","Female","","","","","4"
"Owner","1987","no migration background","Male","1973","0.526016560709861","0.509701120195353","0.542332001224368","3"
"Owner","1987","no migration background","Female","1963","0.463993802933995","0.448324182699341","0.47966342316865","3"
"Owner","1987","direct migration background","Male","177","0.207938512818574","0.187536490784419","0.22834053485273","3"
"Owner","1987","direct migration background","Female","181","0.27923136852815","0.255002382209965","0.303460354846335","3"
"Owner","1987","indirect migration background","Male","23","","","","3"
"Owner","1987","indirect migration background","Female","18","","","","3"
"Sub-Tenant","1987","no migration background","Female","76","0.0204083811790465","0.0159657088322179","0.0248510535258752","2"
"Sub-Tenant","1987","no migration background","Male","62","0.0198447244391977","0.0152876356664874","0.0244018132119079","2"
"Sub-Tenant","1987","direct migration background","Male","46","0.0324179656575217","0.0235144182811085","0.0413215130339349","2"
"Sub-Tenant","1987","direct migration background","Female","21","","","","2"
"Sub-Tenant","1987","indirect migration background","Male","2","","","","2"
"Sub-Tenant","1987","indirect migration background","Female","","","","","2"
"Tenant","1987","no migration background","Male","","","","","5"
"Tenant","1987","no migration background","Female","","","","","5"
"Tenant","1987","direct migration background","Male","","","","","5"
"Tenant","1987","indirect migration background","Male","","","","","5"
"Tenant","1987","direct migration background","Female","","","","","5"
"Tenant","1987","indirect migration background","Female","","","","","5"
"Main Tenant","1988","no migration background","Male","1482","0.448582216514856","0.431918590934017","0.465245842095695","1"
"Main Tenant","1988","no migration background","Female","1767","0.517249909145689","0.501107194273468","0.53339262401791","1"
"Main Tenant","1988","direct migration background","Male","1215","0.746627908127872","0.724021592285983","0.769234223969761","1"
"Main Tenant","1988","direct migration background","Female","1078","0.692573537536199","0.66717597520161","0.717971099870788","1"
"Main Tenant","1988","indirect migration background","Male","86","0.73602881613558","0.652898031012736","0.819159601258424","1"
"Main Tenant","1988","indirect migration background","Female","92","0.757471966377591","0.679473987094633","0.835469945660549","1"
"Nursing Home/Retirement Community","1988","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1988","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1988","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1988","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1988","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1988","indirect migration background","Female","","","","","4"
"Owner","1988","no migration background","Female","1833","0.458666696066545","0.442569651030957","0.474763741102133","3"
"Owner","1988","no migration background","Male","1873","0.528873238658531","0.512148752960734","0.545597724356327","3"
"Owner","1988","direct migration background","Male","176","0.224311112084609","0.202630703024666","0.245991521144552","3"
"Owner","1988","direct migration background","Female","175","0.280570008022989","0.25584119014977","0.305298825896207","3"
"Owner","1988","indirect migration background","Female","24","","","","3"
"Owner","1988","indirect migration background","Male","21","","","","3"
"Sub-Tenant","1988","no migration background","Male","67","0.0225445448266128","0.0175708708784146","0.027518218774811","2"
"Sub-Tenant","1988","no migration background","Female","81","0.0240833947877662","0.019130827456924","0.0290359621186083","2"
"Sub-Tenant","1988","direct migration background","Male","31","0.0290609797875193","0.0203302731330479","0.0377916864419907","2"
"Sub-Tenant","1988","direct migration background","Female","15","","","","2"
"Sub-Tenant","1988","indirect migration background","Female","","","","","2"
"Sub-Tenant","1988","indirect migration background","Male","1","","","","2"
"Tenant","1988","no migration background","Male","","","","","5"
"Tenant","1988","no migration background","Female","","","","","5"
"Tenant","1988","indirect migration background","Male","","","","","5"
"Tenant","1988","direct migration background","Male","","","","","5"
"Tenant","1988","direct migration background","Female","","","","","5"
"Tenant","1988","indirect migration background","Female","","","","","5"
"Main Tenant","1989","no migration background","Male","1415","0.442463224009503","0.425517252553807","0.4594091954652","1"
"Main Tenant","1989","no migration background","Female","1678","0.50543618330621","0.488961635195403","0.521910731417016","1"
"Main Tenant","1989","direct migration background","Male","1147","0.74876584071583","0.725689309751328","0.771842371680333","1"
"Main Tenant","1989","direct migration background","Female","1052","0.689152651899629","0.663484288983144","0.714821014816114","1"
"Main Tenant","1989","indirect migration background","Male","99","0.755667066789028","0.679730355009373","0.831603778568683","1"
"Main Tenant","1989","indirect migration background","Female","110","0.786547003947149","0.717934814909293","0.855159192985006","1"
"Nursing Home/Retirement Community","1989","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1989","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1989","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1989","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1989","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1989","indirect migration background","Female","","","","","4"
"Owner","1989","no migration background","Female","1787","0.471073614839141","0.454625687352618","0.487521542325664","3"
"Owner","1989","no migration background","Male","1814","0.532251705256896","0.515227934662037","0.549275475851756","3"
"Owner","1989","direct migration background","Male","178","0.223300498867567","0.201142551474001","0.245458446261132","3"
"Owner","1989","direct migration background","Female","180","0.285825228246541","0.260768786121138","0.310881670371944","3"
"Owner","1989","indirect migration background","Male","24","","","","3"
"Owner","1989","indirect migration background","Female","26","","","","3"
"Sub-Tenant","1989","no migration background","Male","62","0.0223896598403381","0.0173419107166575","0.0274374089640188","2"
"Sub-Tenant","1989","no migration background","Female","69","0.0224159661847719","0.0175381553043481","0.0272937770651957","2"
"Sub-Tenant","1989","direct migration background","Male","32","0.0279336604166031","0.0191662760999926","0.0367010447332136","2"
"Sub-Tenant","1989","indirect migration background","Male","","","","","2"
"Sub-Tenant","1989","direct migration background","Female","16","","","","2"
"Sub-Tenant","1989","indirect migration background","Female","1","","","","2"
"Tenant","1989","no migration background","Male","9","","","","5"
"Tenant","1989","no migration background","Female","4","","","","5"
"Tenant","1989","direct migration background","Male","","","","","5"
"Tenant","1989","direct migration background","Female","1","","","","5"
"Tenant","1989","indirect migration background","Male","","","","","5"
"Tenant","1989","indirect migration background","Female","","","","","5"
"Main Tenant","1990","no migration background","Male","2655","0.491037783751841","0.477505895923474","0.504569671580208","1"
"Main Tenant","1990","no migration background","Female","3081","0.540926591444093","0.528010347168457","0.55384283571973","1"
"Main Tenant","1990","direct migration background","Male","1152","0.733593574698612","0.710502355145937","0.756684794251286","1"
"Main Tenant","1990","direct migration background","Female","1046","0.691514130665566","0.666280660212677","0.716747601118455","1"
"Main Tenant","1990","indirect migration background","Male","117","0.771559372794757","0.703460015876925","0.839658729712588","1"
"Main Tenant","1990","indirect migration background","Female","126","0.807807594830866","0.745168081637979","0.870447108023754","1"
"Nursing Home/Retirement Community","1990","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1990","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1990","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1990","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1990","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1990","indirect migration background","Female","","","","","4"
"Owner","1990","no migration background","Male","2445","0.482030752825769","0.468505433629931","0.495556072021606","3"
"Owner","1990","no migration background","Female","2476","0.429810848255153","0.416979444315787","0.442642252194519","3"
"Owner","1990","direct migration background","Male","223","0.238813071281186","0.216543006952705","0.261083135609667","3"
"Owner","1990","direct migration background","Female","210","0.271240100932389","0.246950073810372","0.295530128054406","3"
"Owner","1990","indirect migration background","Male","26","","","","3"
"Owner","1990","indirect migration background","Female","26","","","","3"
"Sub-Tenant","1990","no migration background","Male","139","0.0256666728556524","0.0213861509028153","0.0299471948084894","2"
"Sub-Tenant","1990","no migration background","Female","156","0.0286325993442585","0.0243099683234629","0.0329552303650541","2"
"Sub-Tenant","1990","direct migration background","Male","32","0.0272913301600888","0.0187809196618553","0.0358017406583223","2"
"Sub-Tenant","1990","direct migration background","Female","30","0.03697386586641","0.0266646582788209","0.0472830734539991","2"
"Sub-Tenant","1990","indirect migration background","Male","3","","","","2"
"Sub-Tenant","1990","indirect migration background","Female","","","","","2"
"Tenant","1990","no migration background","Male","4","","","","5"
"Tenant","1990","no migration background","Female","5","","","","5"
"Tenant","1990","direct migration background","Male","1","","","","5"
"Tenant","1990","direct migration background","Female","1","","","","5"
"Tenant","1990","indirect migration background","Male","","","","","5"
"Tenant","1990","indirect migration background","Female","","","","","5"
"Main Tenant","1991","no migration background","Male","2554","0.489253707489585","0.475542447690836","0.502964967288333","1"
"Main Tenant","1991","no migration background","Female","2969","0.540110692394324","0.527005753020497","0.553215631768151","1"
"Main Tenant","1991","direct migration background","Male","1108","0.721534043755928","0.697824276542574","0.745243810969283","1"
"Main Tenant","1991","direct migration background","Female","1012","0.688513454450601","0.663003651729298","0.714023257171905","1"
"Main Tenant","1991","indirect migration background","Male","140","0.773068354664666","0.711188649462133","0.834948059867199","1"
"Main Tenant","1991","indirect migration background","Female","147","0.753298477378544","0.68960994857169","0.816987006185398","1"
"Nursing Home/Retirement Community","1991","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1991","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1991","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1991","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1991","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1991","indirect migration background","Female","","","","","4"
"Owner","1991","no migration background","Female","2402","0.425049063766463","0.412050304608166","0.438047822924761","3"
"Owner","1991","no migration background","Male","2391","0.480275995354999","0.466572242605897","0.4939797481041","3"
"Owner","1991","direct migration background","Female","227","0.283837489586985","0.259002046755995","0.308672932417975","3"
"Owner","1991","direct migration background","Male","225","0.246518845803166","0.223722035655158","0.269315655951174","3"
"Owner","1991","indirect migration background","Male","33","0.198780366409115","0.139820798512768","0.257739934305462","3"
"Owner","1991","indirect migration background","Female","28","","","","3"
"Sub-Tenant","1991","no migration background","Male","158","0.0299003470946541","0.0252288726724589","0.0345718215168492","2"
"Sub-Tenant","1991","no migration background","Female","181","0.0332285048696063","0.0285156475569414","0.0379413621822711","2"
"Sub-Tenant","1991","direct migration background","Male","39","0.0316809799414595","0.0224164933538964","0.0409454665290227","2"
"Sub-Tenant","1991","direct migration background","Female","25","","","","2"
"Sub-Tenant","1991","indirect migration background","Female","1","","","","2"
"Sub-Tenant","1991","indirect migration background","Male","3","","","","2"
"Tenant","1991","no migration background","Male","3","","","","5"
"Tenant","1991","no migration background","Female","4","","","","5"
"Tenant","1991","direct migration background","Male","1","","","","5"
"Tenant","1991","direct migration background","Female","2","","","","5"
"Tenant","1991","indirect migration background","Male","","","","","5"
"Tenant","1991","indirect migration background","Female","","","","","5"
"Main Tenant","1992","no migration background","Male","2536","0.489457129546129","0.475527146969945","0.503387112122314","1"
"Main Tenant","1992","no migration background","Female","2982","0.543295305849873","0.530082730296982","0.556507881402763","1"
"Main Tenant","1992","direct migration background","Male","1051","0.709491956630191","0.685129392516217","0.733854520744165","1"
"Main Tenant","1992","direct migration background","Female","956","0.681558516824552","0.655597025591959","0.707520008057146","1"
"Main Tenant","1992","indirect migration background","Female","164","0.715356960545024","0.653282670691976","0.777431250398071","1"
"Main Tenant","1992","indirect migration background","Male","165","0.776755866972461","0.720164690603444","0.833347043341478","1"
"Nursing Home/Retirement Community","1992","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1992","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1992","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1992","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1992","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1992","indirect migration background","Female","","","","","4"
"Owner","1992","no migration background","Female","2338","0.427721285647877","0.414598198954623","0.440844372341131","3"
"Owner","1992","no migration background","Male","2284","0.481337066013247","0.467413695018926","0.495260437007567","3"
"Owner","1992","direct migration background","Male","246","0.255234529441996","0.231838096097121","0.278630962786872","3"
"Owner","1992","direct migration background","Female","248","0.288803031117111","0.263547351291576","0.314058710942645","3"
"Owner","1992","indirect migration background","Male","41","0.2117707074656","0.156247358612499","0.267294056318702","3"
"Owner","1992","indirect migration background","Female","37","0.260130023692981","0.199780615670649","0.320479431715314","3"
"Sub-Tenant","1992","no migration background","Male","124","0.0284150220985554","0.0237849097351436","0.0330451344619673","2"
"Sub-Tenant","1992","no migration background","Female","136","0.0273340352353518","0.0230090412847949","0.0316590291859087","2"
"Sub-Tenant","1992","direct migration background","Male","37","0.0352735139278124","0.0253743927582515","0.0451726350973732","2"
"Sub-Tenant","1992","direct migration background","Female","32","0.0270734983495025","0.0180291882044361","0.0361178084945689","2"
"Sub-Tenant","1992","indirect migration background","Male","2","","","","2"
"Sub-Tenant","1992","indirect migration background","Female","2","","","","2"
"Tenant","1992","no migration background","Male","3","","","","5"
"Tenant","1992","no migration background","Female","4","","","","5"
"Tenant","1992","direct migration background","Male","","","","","5"
"Tenant","1992","direct migration background","Female","1","","","","5"
"Tenant","1992","indirect migration background","Male","","","","","5"
"Tenant","1992","indirect migration background","Female","","","","","5"
"Main Tenant","1993","no migration background","Male","2485","0.489200473176232","0.475140728650821","0.503260217701643","1"
"Main Tenant","1993","no migration background","Female","2908","0.532085067131863","0.518708390632004","0.545461743631722","1"
"Main Tenant","1993","direct migration background","Male","1011","0.689016319999193","0.663814660248777","0.714217979749609","1"
"Main Tenant","1993","direct migration background","Female","920","0.664744470858325","0.6380567676898","0.69143217402685","1"
"Main Tenant","1993","indirect migration background","Male","188","0.730031111217645","0.673865561496739","0.786196660938551","1"
"Main Tenant","1993","indirect migration background","Female","181","0.657617537249797","0.597078635442362","0.718156439057231","1"
"Nursing Home/Retirement Community","1993","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1993","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1993","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1993","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1993","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1993","indirect migration background","Female","","","","","4"
"Owner","1993","no migration background","Male","2235","0.479537988257559","0.465486744155623","0.493589232359494","3"
"Owner","1993","no migration background","Female","2307","0.441111372980177","0.427800363281139","0.454422382679215","3"
"Owner","1993","direct migration background","Male","244","0.266748686196011","0.242670533754167","0.290826838637855","3"
"Owner","1993","direct migration background","Female","247","0.293224909606362","0.267489155102517","0.318960664110206","3"
"Owner","1993","indirect migration background","Male","47","0.235848707153959","0.182139480856561","0.289557933451357","3"
"Owner","1993","indirect migration background","Female","48","0.307780664364693","0.248891604778953","0.366669723950432","3"
"Sub-Tenant","1993","no migration background","Male","136","0.0312615385662096","0.0263669386599545","0.0361561384724648","2"
"Sub-Tenant","1993","direct migration background","Male","41","0.0442349938047961","0.033040508298585","0.0554294793110073","2"
"Sub-Tenant","1993","no migration background","Female","130","0.0268035598879603","0.0224737310245631","0.0311333887513575","2"
"Sub-Tenant","1993","indirect migration background","Male","5","","","","2"
"Sub-Tenant","1993","direct migration background","Female","35","0.0420306195353134","0.0306869238581545","0.0533743152124723","2"
"Sub-Tenant","1993","indirect migration background","Female","7","","","","2"
"Tenant","1993","no migration background","Male","","","","","5"
"Tenant","1993","no migration background","Female","","","","","5"
"Tenant","1993","direct migration background","Male","","","","","5"
"Tenant","1993","direct migration background","Female","","","","","5"
"Tenant","1993","indirect migration background","Male","","","","","5"
"Tenant","1993","indirect migration background","Female","","","","","5"
"Main Tenant","1994","no migration background","Male","2411","0.485117791243151","0.470939303317024","0.499296279169277","1"
"Main Tenant","1994","no migration background","Female","2852","0.529359077849467","0.515918679527281","0.542799476171653","1"
"Main Tenant","1994","direct migration background","Male","942","0.684470577368595","0.658350249314967","0.710590905422222","1"
"Main Tenant","1994","direct migration background","Female","890","0.687854488210254","0.661143127687073","0.714565848733434","1"
"Main Tenant","1994","indirect migration background","Male","197","0.72378390552728","0.668135695223817","0.779432115830744","1"
"Main Tenant","1994","indirect migration background","Female","197","0.712917703650464","0.656612937883409","0.769222469417519","1"
"Nursing Home/Retirement Community","1994","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1994","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1994","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1994","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1994","indirect migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1994","indirect migration background","Female","","","","","4"
"Owner","1994","no migration background","Male","2240","0.486859295851877","0.472679422888265","0.50103916881549","3"
"Owner","1994","no migration background","Female","2309","0.441553979766052","0.428182649497349","0.454925310034755","3"
"Owner","1994","direct migration background","Male","239","0.287171912332602","0.261742010384558","0.312601814280646","3"
"Owner","1994","direct migration background","Female","233","0.276761721070349","0.250971035466042","0.302552406674655","3"
"Owner","1994","indirect migration background","Male","47","0.256397807642881","0.202054041203254","0.310741574082507","3"
"Owner","1994","indirect migration background","Female","46","0.256508945525702","0.202157464579144","0.31086042647226","3"
"Sub-Tenant","1994","no migration background","Female","137","0.0290869423844815","0.0245618096756584","0.0336120750933045","2"
"Sub-Tenant","1994","no migration background","Male","122","0.0280229129049721","0.0233408523538199","0.0327049734561243","2"
"Sub-Tenant","1994","direct migration background","Male","35","0.0283575102988037","0.0190277904748961","0.0376872301227114","2"
"Sub-Tenant","1994","direct migration background","Female","33","0.0353837907193976","0.0247338146830973","0.0460337667556979","2"
"Sub-Tenant","1994","indirect migration background","Male","4","","","","2"
"Sub-Tenant","1994","indirect migration background","Female","5","","","","2"
"Tenant","1994","no migration background","Male","","","","","5"
"Tenant","1994","no migration background","Female","","","","","5"
"Tenant","1994","direct migration background","Male","","","","","5"
"Tenant","1994","direct migration background","Female","","","","","5"
"Tenant","1994","indirect migration background","Male","","","","","5"
"Tenant","1994","indirect migration background","Female","","","","","5"
"Main Tenant","1995","no migration background","Male","2397","0.473638932941661","0.459456048100416","0.487821817782906","1"
"Main Tenant","1995","no migration background","Female","2812","0.511907863789072","0.498427683567653","0.525388044010492","1"
"Main Tenant","1995","direct migration background","Male","1117","0.7008924734581","0.677102990132097","0.724681956784104","1"
"Main Tenant","1995","direct migration background","Female","1079","0.678379480501962","0.653832801007716","0.702926159996208","1"
"Main Tenant","1995","indirect migration background","Female","195","0.612267735184637","0.552699026277658","0.671836444091615","1"
"Main Tenant","1995","indirect migration background","Male","200","0.631974474544575","0.572897690203957","0.691051258885193","1"
"Nursing Home/Retirement Community","1995","no migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1995","no migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1995","direct migration background","Male","","","","","4"
"Nursing Home/Retirement Community","1995","direct migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1995","indirect migration background","Female","","","","","4"
"Nursing Home/Retirement Community","1995","indirect migration background","Male","","","","","4"
"Owner","1995","no migration background","Female","2320","0.455153322231093","0.441723665727389","0.468582978734796","3"
"Owner","1995","no migration background","Male","2242","0.498337663279589","0.484135104204772","0.512540222354406","3"
"Owner","1995","direct migration background","Male","266","0.262452943886942","0.239593469929361","0.285312417844522","3"
"Owner","1995","direct migration background","Female","257","0.265559207706344","0.242350893081409","0.288767522331279","3"
"Owner","1995","indirect migration background","Male","50","0.308214521671666","0.251650487311479","0.364778556031854","3"
"Owner","1995","indirect migration background","Female","53","0.317880730506371","0.260950388911344","0.374811072101398","3"
"Sub-Tenant","1995","no migration background","Female","150","0.032938813979835","0.0281256589787014","0.0377519689809685","2"
"Sub-Tenant","1995","no migration background","Male","122","0.0280234037787501","0.0233354065483456","0.0327114010091547","2"
"Sub-Tenant","1995","direct migration background","Male","40","0.0366545826549578","0.0268911890406076","0.046417976269308","2"
"Sub-Tenant","1995","direct migration background","Female","55","0.0560613117916942","0.0439723766631346","0.0681502469202537","2"
"Sub-Tenant","1995","indirect migration background","Male","6","","","","2"
"Sub-Tenant","1995","indirect migration background","Female","9","","","","2"
"Tenant","1995","no migration background","Male","","","","","5"
"Tenant","1995","no migration background","Female","","","","","5"
