"hlf0001_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Tenant","1984","16-34 y.","Employed","7","","","","5"
"Tenant","1984","35-65 y.","Not Employed","7","","","","5"
"Tenant","1984","66 and older","Not Employed","6","","","","5"
"Tenant","1984","35-65 y.","Employed","8","","","","5"
"Tenant","1984","66 and older","Employed","","","","","5"
"Main Tenant","1985","16-34 y.","Not Employed","870","0.537676788159162","0.511080887621349","0.564272688696975","1"
"Main Tenant","1985","16-34 y.","Employed","1875","0.608095424275918","0.590064923013996","0.626125925537839","1"
"Main Tenant","1985","35-65 y.","Not Employed","921","0.443122113189152","0.42018002564755","0.466064200730753","1"
"Main Tenant","1985","35-65 y.","Employed","2244","0.463452066649255","0.447952070940714","0.478952062357796","1"
"Main Tenant","1985","66 and older","Not Employed","577","0.582854950493594","0.553296407007794","0.612413493979395","1"
"Main Tenant","1985","66 and older","Employed","18","","","","1"
"Nursing Home/Retirement Community","1985","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1985","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1985","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1985","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1985","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1985","66 and older","Employed","","","","","4"
"Owner","1985","16-34 y.","Not Employed","457","0.446398200913463","0.419880176201317","0.472916225625609","3"
"Owner","1985","16-34 y.","Employed","892","0.37344100433668","0.355575151522279","0.391306857151081","3"
"Owner","1985","35-65 y.","Not Employed","863","0.546978344343352","0.523988513157773","0.569968175528932","3"
"Owner","1985","35-65 y.","Employed","1680","0.527017757573739","0.511498892918772","0.542536622228707","3"
"Owner","1985","66 and older","Not Employed","477","0.402221094115486","0.372826873267783","0.431615314963189","3"
"Owner","1985","66 and older","Employed","27","","","","3"
"Sub-Tenant","1985","16-34 y.","Not Employed","23","","","","2"
"Sub-Tenant","1985","35-65 y.","Not Employed","17","","","","2"
"Sub-Tenant","1985","16-34 y.","Employed","49","0.0184635713874023","0.0134914373006708","0.0234357054741338","2"
"Sub-Tenant","1985","35-65 y.","Employed","52","0.00953017577700516","0.00651025198921866","0.0125500995647917","2"
"Sub-Tenant","1985","66 and older","Not Employed","15","","","","2"
"Sub-Tenant","1985","66 and older","Employed","","","","","2"
"Tenant","1985","16-34 y.","Not Employed","","","","","5"
"Tenant","1985","16-34 y.","Employed","","","","","5"
"Tenant","1985","35-65 y.","Not Employed","","","","","5"
"Tenant","1985","35-65 y.","Employed","","","","","5"
"Tenant","1985","66 and older","Not Employed","","","","","5"
"Tenant","1985","66 and older","Employed","","","","","5"
"Main Tenant","1986","16-34 y.","Not Employed","740","0.507485352982333","0.479714785998818","0.535255919965848","1"
"Main Tenant","1986","16-34 y.","Employed","1883","0.608303217876906","0.590363386617619","0.626243049136194","1"
"Main Tenant","1986","35-65 y.","Not Employed","845","0.448789766225706","0.425097875516444","0.472481656934969","1"
"Main Tenant","1986","35-65 y.","Employed","2071","0.457888582934143","0.442051827168232","0.473725338700053","1"
"Main Tenant","1986","66 and older","Not Employed","504","0.562288206293816","0.531585883319283","0.592990529268348","1"
"Main Tenant","1986","66 and older","Employed","19","","","","1"
"Nursing Home/Retirement Community","1986","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1986","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1986","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1986","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1986","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1986","66 and older","Employed","","","","","4"
"Owner","1986","16-34 y.","Not Employed","476","0.463573737657423","0.43587386047727","0.491273614837575","3"
"Owner","1986","16-34 y.","Employed","893","0.368175518434717","0.350449590744353","0.385901446125081","3"
"Owner","1986","35-65 y.","Not Employed","832","0.54472800346205","0.521006351376679","0.568449655547421","3"
"Owner","1986","35-65 y.","Employed","1665","0.530380518368383","0.514516658355214","0.546244378381552","3"
"Owner","1986","66 and older","Not Employed","480","0.414269858179235","0.383784726232329","0.444754990126141","3"
"Owner","1986","66 and older","Employed","23","","","","3"
"Sub-Tenant","1986","16-34 y.","Employed","68","0.0235212636883765","0.0179513942438034","0.0290911331329495","2"
"Sub-Tenant","1986","16-34 y.","Not Employed","29","","","","2"
"Sub-Tenant","1986","35-65 y.","Employed","66","0.0117308986974742","0.00830838428580809","0.0151534131091402","2"
"Sub-Tenant","1986","35-65 y.","Not Employed","16","","","","2"
"Sub-Tenant","1986","66 and older","Not Employed","19","","","","2"
"Sub-Tenant","1986","66 and older","Employed","","","","","2"
"Tenant","1986","16-34 y.","Not Employed","","","","","5"
"Tenant","1986","16-34 y.","Employed","","","","","5"
"Tenant","1986","35-65 y.","Not Employed","","","","","5"
"Tenant","1986","35-65 y.","Employed","","","","","5"
"Tenant","1986","66 and older","Not Employed","","","","","5"
"Tenant","1986","66 and older","Employed","","","","","5"
"Main Tenant","1987","16-34 y.","Not Employed","699","0.532137199172056","0.503108924210024","0.561165474134088","1"
"Main Tenant","1987","16-34 y.","Employed","1861","0.585659097001657","0.567742681078767","0.603575512924547","1"
"Main Tenant","1987","35-65 y.","Not Employed","816","0.447209134813272","0.4229749261517","0.471443343474843","1"
"Main Tenant","1987","35-65 y.","Employed","2045","0.458545708029373","0.442625336498485","0.47446607956026","1"
"Main Tenant","1987","66 and older","Not Employed","528","0.570612372285497","0.54052898209453","0.600695762476465","1"
"Main Tenant","1987","66 and older","Employed","12","","","","1"
"Nursing Home/Retirement Community","1987","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1987","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1987","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1987","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1987","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1987","66 and older","Employed","","","","","4"
"Owner","1987","16-34 y.","Not Employed","410","0.441326163384376","0.412438716212641","0.470213610556111","3"
"Owner","1987","16-34 y.","Employed","958","0.378008823558232","0.360373116933393","0.395644530183072","3"
"Owner","1987","35-65 y.","Not Employed","783","0.54240787167967","0.518125262765892","0.566690480593449","3"
"Owner","1987","35-65 y.","Employed","1657","0.529248689061653","0.513300673660626","0.54519670446268","3"
"Owner","1987","66 and older","Not Employed","495","0.407255019058584","0.377394415156475","0.437115622960693","3"
"Owner","1987","66 and older","Employed","32","0.680695832804539","0.542942983080711","0.818448682528367","3"
"Sub-Tenant","1987","16-34 y.","Employed","85","0.036332079440111","0.0295266017661552","0.0431375571140669","2"
"Sub-Tenant","1987","16-34 y.","Not Employed","26","","","","2"
"Sub-Tenant","1987","35-65 y.","Not Employed","18","","","","2"
"Sub-Tenant","1987","35-65 y.","Employed","61","0.0122056029089742","0.00869732588321376","0.0157138799347346","2"
"Sub-Tenant","1987","66 and older","Not Employed","17","","","","2"
"Sub-Tenant","1987","66 and older","Employed","","","","","2"
"Tenant","1987","16-34 y.","Not Employed","","","","","5"
"Tenant","1987","16-34 y.","Employed","","","","","5"
"Tenant","1987","35-65 y.","Not Employed","","","","","5"
"Tenant","1987","66 and older","Not Employed","","","","","5"
"Tenant","1987","35-65 y.","Employed","","","","","5"
"Tenant","1987","66 and older","Employed","","","","","5"
"Main Tenant","1988","16-34 y.","Not Employed","646","0.51480429453518","0.48467491750683","0.54493367156353","1"
"Main Tenant","1988","16-34 y.","Employed","1809","0.579492325782514","0.561188338825949","0.59779631273908","1"
"Main Tenant","1988","35-65 y.","Not Employed","782","0.452775021334307","0.42765201507176","0.477898027596854","1"
"Main Tenant","1988","35-65 y.","Employed","1943","0.451548107271411","0.435300965026528","0.467795249516294","1"
"Main Tenant","1988","66 and older","Not Employed","526","0.58017959111675","0.549682241524873","0.610676940708626","1"
"Main Tenant","1988","66 and older","Employed","14","","","","1"
"Nursing Home/Retirement Community","1988","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1988","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1988","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1988","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1988","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1988","66 and older","Employed","","","","","4"
"Owner","1988","16-34 y.","Employed","906","0.380370752381842","0.362369430298439","0.398372074465245","3"
"Owner","1988","16-34 y.","Not Employed","389","0.460732943148263","0.430683448293251","0.490782438003276","3"
"Owner","1988","35-65 y.","Not Employed","702","0.523250762886854","0.498042242313594","0.548459283460115","3"
"Owner","1988","35-65 y.","Employed","1607","0.534341885056445","0.51805646755478","0.55062730255811","3"
"Owner","1988","66 and older","Employed","32","0.63432848118472","0.498080478056001","0.770576484313439","3"
"Owner","1988","66 and older","Not Employed","466","0.402012366366227","0.371714300286347","0.432310432446108","3"
"Sub-Tenant","1988","16-34 y.","Not Employed","22","","","","2"
"Sub-Tenant","1988","16-34 y.","Employed","79","0.0401369218356436","0.032858929988537","0.0474149136827501","2"
"Sub-Tenant","1988","35-65 y.","Not Employed","24","","","","2"
"Sub-Tenant","1988","35-65 y.","Employed","54","0.0141100076721444","0.0102593620332974","0.0179606533109913","2"
"Sub-Tenant","1988","66 and older","Employed","2","","","","2"
"Sub-Tenant","1988","66 and older","Not Employed","14","","","","2"
"Tenant","1988","16-34 y.","Not Employed","","","","","5"
"Tenant","1988","16-34 y.","Employed","","","","","5"
"Tenant","1988","66 and older","Not Employed","","","","","5"
"Tenant","1988","35-65 y.","Not Employed","","","","","5"
"Tenant","1988","35-65 y.","Employed","","","","","5"
"Tenant","1988","66 and older","Employed","","","","","5"
"Main Tenant","1989","16-34 y.","Not Employed","612","0.512723090236807","0.481866553580662","0.543579626892952","1"
"Main Tenant","1989","16-34 y.","Employed","1772","0.570455026306776","0.551990851037252","0.588919201576299","1"
"Main Tenant","1989","35-65 y.","Not Employed","749","0.439055934843431","0.41346808036089","0.464643789325972","1"
"Main Tenant","1989","35-65 y.","Employed","1863","0.457944273977754","0.441345516630604","0.474543031324903","1"
"Main Tenant","1989","66 and older","Not Employed","494","0.562036476051268","0.531005633413213","0.593067318689324","1"
"Main Tenant","1989","66 and older","Employed","11","","","","1"
"Nursing Home/Retirement Community","1989","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1989","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1989","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1989","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1989","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1989","66 and older","Employed","","","","","4"
"Owner","1989","16-34 y.","Employed","906","0.389938708742511","0.371745898188761","0.408131519296261","3"
"Owner","1989","16-34 y.","Not Employed","371","0.454896263090616","0.424155574659407","0.485636951521825","3"
"Owner","1989","35-65 y.","Not Employed","674","0.536233808466241","0.510521515597234","0.561946101335247","3"
"Owner","1989","35-65 y.","Employed","1548","0.52622098100231","0.509586115895552","0.542855846109068","3"
"Owner","1989","66 and older","Not Employed","474","0.421769802221731","0.390882464798166","0.452657139645296","3"
"Owner","1989","66 and older","Employed","36","0.692594109924785","0.560678967329625","0.824509252519944","3"
"Sub-Tenant","1989","16-34 y.","Not Employed","23","","","","2"
"Sub-Tenant","1989","16-34 y.","Employed","76","0.0365139205831138","0.0295176460442965","0.0435101951219312","2"
"Sub-Tenant","1989","35-65 y.","Not Employed","21","","","","2"
"Sub-Tenant","1989","66 and older","Not Employed","11","","","","2"
"Sub-Tenant","1989","35-65 y.","Employed","49","0.0154653188144051","0.0113543683886071","0.0195762692402031","2"
"Sub-Tenant","1989","66 and older","Employed","","","","","2"
"Tenant","1989","16-34 y.","Not Employed","2","","","","5"
"Tenant","1989","16-34 y.","Employed","7","","","","5"
"Tenant","1989","35-65 y.","Not Employed","1","","","","5"
"Tenant","1989","35-65 y.","Employed","1","","","","5"
"Tenant","1989","66 and older","Not Employed","3","","","","5"
"Tenant","1989","66 and older","Employed","","","","","5"
"Main Tenant","1990","16-34 y.","Not Employed","554","0.499944001839752","0.467599776649016","0.532288227030487","1"
"Main Tenant","1990","16-34 y.","Employed","1748","0.586612961840304","0.56817103350984","0.605054890170767","1"
"Main Tenant","1990","35-65 y.","Not Employed","729","0.447383137658944","0.421429967953507","0.473336307364381","1"
"Main Tenant","1990","35-65 y.","Employed","1783","0.456664269133717","0.439891335082431","0.473437203185003","1"
"Main Tenant","1990","66 and older","Not Employed","510","0.56558532987423","0.535121189763357","0.596049469985103","1"
"Main Tenant","1990","66 and older","Employed","9","","","","1"
"Nursing Home/Retirement Community","1990","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1990","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1990","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1990","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1990","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1990","66 and older","Employed","","","","","4"
"Owner","1990","16-34 y.","Not Employed","337","0.456562628743441","0.424340689022822","0.488784568464061","3"
"Owner","1990","16-34 y.","Employed","892","0.366216165513531","0.348173885892934","0.384258445134127","3"
"Owner","1990","35-65 y.","Not Employed","658","0.530039705515512","0.503988770212166","0.556090640818859","3"
"Owner","1990","35-65 y.","Employed","1554","0.527661753519927","0.510851248724977","0.544472258314876","3"
"Owner","1990","66 and older","Not Employed","495","0.418409189127801","0.38809143758337","0.448726940672231","3"
"Owner","1990","66 and older","Employed","35","0.735716418728441","0.605426123406874","0.866006714050008","3"
"Sub-Tenant","1990","16-34 y.","Not Employed","27","","","","2"
"Sub-Tenant","1990","16-34 y.","Employed","98","0.04710492981222","0.0391706448275043","0.0550392147969358","2"
"Sub-Tenant","1990","35-65 y.","Not Employed","21","","","","2"
"Sub-Tenant","1990","35-65 y.","Employed","50","0.0156192427139757","0.0114439403174082","0.0197945451105431","2"
"Sub-Tenant","1990","66 and older","Not Employed","11","","","","2"
"Sub-Tenant","1990","66 and older","Employed","","","","","2"
"Tenant","1990","16-34 y.","Not Employed","","","","","5"
"Tenant","1990","16-34 y.","Employed","1","","","","5"
"Tenant","1990","35-65 y.","Not Employed","2","","","","5"
"Tenant","1990","35-65 y.","Employed","1","","","","5"
"Tenant","1990","66 and older","Not Employed","1","","","","5"
"Tenant","1990","66 and older","Employed","","","","","5"
"Main Tenant","1991","16-34 y.","Not Employed","550","0.504625518452771","0.471960849882162","0.53729018702338","1"
"Main Tenant","1991","16-34 y.","Employed","1790","0.607907346843813","0.58954972919194","0.626264964495687","1"
"Main Tenant","1991","35-65 y.","Not Employed","667","0.44154828170166","0.414881052484435","0.468215510918886","1"
"Main Tenant","1991","35-65 y.","Employed","1792","0.457861914833015","0.441183686960277","0.474540142705753","1"
"Main Tenant","1991","66 and older","Not Employed","494","0.533349271253321","0.502926430968451","0.56377211153819","1"
"Main Tenant","1991","66 and older","Employed","17","","","","1"
"Nursing Home/Retirement Community","1991","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1991","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1991","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1991","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1991","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1991","66 and older","Employed","","","","","4"
"Owner","1991","16-34 y.","Employed","829","0.344679287839329","0.326808742216862","0.362549833461797","3"
"Owner","1991","16-34 y.","Not Employed","325","0.451097633661333","0.41858818065345","0.483607086669215","3"
"Owner","1991","35-65 y.","Employed","1593","0.528796195439854","0.512086203535425","0.545506187344283","3"
"Owner","1991","35-65 y.","Not Employed","639","0.537329286037351","0.510552882800349","0.564105689274353","3"
"Owner","1991","66 and older","Not Employed","526","0.447227158103715","0.416906727599064","0.477547588608367","3"
"Owner","1991","66 and older","Employed","24","","","","3"
"Sub-Tenant","1991","16-34 y.","Not Employed","25","","","","2"
"Sub-Tenant","1991","16-34 y.","Employed","98","0.0474133653168576","0.039422277475128","0.0554044531585872","2"
"Sub-Tenant","1991","35-65 y.","Not Employed","26","","","","2"
"Sub-Tenant","1991","35-65 y.","Employed","41","0.0132417550477212","0.00941521871532184","0.0170682913801206","2"
"Sub-Tenant","1991","66 and older","Employed","","","","","2"
"Sub-Tenant","1991","66 and older","Not Employed","11","","","","2"
"Tenant","1991","16-34 y.","Not Employed","","","","","5"
"Tenant","1991","16-34 y.","Employed","","","","","5"
"Tenant","1991","35-65 y.","Not Employed","","","","","5"
"Tenant","1991","35-65 y.","Employed","2","","","","5"
"Tenant","1991","66 and older","Not Employed","2","","","","5"
"Tenant","1991","66 and older","Employed","","","","","5"
"Main Tenant","1992","16-34 y.","Not Employed","706","0.552933966443141","0.524148169711756","0.581719763174526","1"
"Main Tenant","1992","16-34 y.","Employed","2573","0.6271979848896","0.611927725842555","0.642468243936646","1"
"Main Tenant","1992","35-65 y.","Not Employed","909","0.486223032837603","0.462365562901706","0.5100805027735","1"
"Main Tenant","1992","35-65 y.","Employed","2906","0.495560199310956","0.482003379434396","0.509117019187516","1"
"Main Tenant","1992","66 and older","Employed","16","","","","1"
"Main Tenant","1992","66 and older","Not Employed","744","0.551619691714129","0.52595071198217","0.577288671446087","1"
"Nursing Home/Retirement Community","1992","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1992","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1992","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1992","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1992","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1992","66 and older","Employed","","","","","4"
"Owner","1992","16-34 y.","Employed","1131","0.322166535638709","0.307409243719842","0.336923827557576","3"
"Owner","1992","16-34 y.","Not Employed","406","0.40810888559735","0.379653484106571","0.436564287088129","3"
"Owner","1992","35-65 y.","Not Employed","753","0.496513354907716","0.472647403569161","0.520379306246271","3"
"Owner","1992","35-65 y.","Employed","2209","0.483596930665965","0.470046873764392","0.497146987567537","3"
"Owner","1992","66 and older","Not Employed","673","0.424750081202317","0.399237142880469","0.450263019524165","3"
"Owner","1992","66 and older","Employed","22","","","","3"
"Sub-Tenant","1992","16-34 y.","Not Employed","34","0.0389571479595091","0.0277544987754608","0.0501597971435573","2"
"Sub-Tenant","1992","16-34 y.","Employed","147","0.0502627503835508","0.0433630566668185","0.0571624441002831","2"
"Sub-Tenant","1992","35-65 y.","Not Employed","21","","","","2"
"Sub-Tenant","1992","35-65 y.","Employed","107","0.0198629481615512","0.0160796532026844","0.023646243120418","2"
"Sub-Tenant","1992","66 and older","Not Employed","24","","","","2"
"Sub-Tenant","1992","66 and older","Employed","","","","","2"
"Tenant","1992","16-34 y.","Not Employed","","","","","5"
"Tenant","1992","16-34 y.","Employed","1","","","","5"
"Tenant","1992","35-65 y.","Not Employed","3","","","","5"
"Tenant","1992","35-65 y.","Employed","3","","","","5"
"Tenant","1992","66 and older","Not Employed","1","","","","5"
"Tenant","1992","66 and older","Employed","","","","","5"
"Main Tenant","1993","16-34 y.","Not Employed","750","0.574429413465047","0.546158926164474","0.602699900765619","1"
"Main Tenant","1993","16-34 y.","Employed","2478","0.62889159201607","0.61341702656513","0.644366157467009","1"
"Main Tenant","1993","35-65 y.","Not Employed","1003","0.482094642249093","0.459049437425748","0.505139847072438","1"
"Main Tenant","1993","35-65 y.","Employed","2690","0.48055150329678","0.466635997711104","0.494467008882457","1"
"Main Tenant","1993","66 and older","Not Employed","758","0.542507086387616","0.516961382340083","0.568052790435149","1"
"Main Tenant","1993","66 and older","Employed","14","","","","1"
"Nursing Home/Retirement Community","1993","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1993","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1993","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1993","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1993","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1993","66 and older","Employed","","","","","4"
"Owner","1993","16-34 y.","Not Employed","387","0.385353344699821","0.357526018083776","0.413180671315867","3"
"Owner","1993","16-34 y.","Employed","1097","0.31844410933544","0.303521405539707","0.333366813131174","3"
"Owner","1993","35-65 y.","Not Employed","770","0.487722951289831","0.464669908095491","0.510775994484171","3"
"Owner","1993","35-65 y.","Employed","2176","0.501475437714007","0.487549453886168","0.515401421541846","3"
"Owner","1993","66 and older","Not Employed","675","0.433655950838211","0.408244128580922","0.4590677730955","3"
"Owner","1993","66 and older","Employed","23","","","","3"
"Sub-Tenant","1993","16-34 y.","Not Employed","38","0.040217241835132","0.0289835690138828","0.0514509146563813","2"
"Sub-Tenant","1993","35-65 y.","Not Employed","33","0.0301824064610762","0.0222917855527818","0.0380730273693706","2"
"Sub-Tenant","1993","16-34 y.","Employed","169","0.05266429864849","0.0455096176374153","0.0598189796595646","2"
"Sub-Tenant","1993","66 and older","Not Employed","28","","","","2"
"Sub-Tenant","1993","35-65 y.","Employed","86","0.0179730589892127","0.014272814043519","0.0216733039349064","2"
"Sub-Tenant","1993","66 and older","Employed","","","","","2"
"Tenant","1993","16-34 y.","Not Employed","","","","","5"
"Tenant","1993","16-34 y.","Employed","","","","","5"
"Tenant","1993","35-65 y.","Not Employed","","","","","5"
"Tenant","1993","35-65 y.","Employed","","","","","5"
"Tenant","1993","66 and older","Not Employed","","","","","5"
"Tenant","1993","66 and older","Employed","","","","","5"
"Main Tenant","1994","16-34 y.","Not Employed","758","0.546168088098886","0.518276832982457","0.574059343215315","1"
"Main Tenant","1994","16-34 y.","Employed","2404","0.651741959770667","0.636159758653145","0.667324160888188","1"
"Main Tenant","1994","35-65 y.","Not Employed","1048","0.492162142019174","0.469581329258276","0.514742954780071","1"
"Main Tenant","1994","35-65 y.","Employed","2497","0.472893339481833","0.458651635932465","0.4871350430312","1"
"Main Tenant","1994","66 and older","Not Employed","767","0.536561978457824","0.511156755456551","0.561967201459098","1"
"Main Tenant","1994","66 and older","Employed","15","","","","1"
"Nursing Home/Retirement Community","1994","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1994","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1994","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1994","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1994","66 and older","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1994","66 and older","Employed","","","","","4"
"Owner","1994","16-34 y.","Not Employed","420","0.408908672961666","0.38136652312237","0.436450822800963","3"
"Owner","1994","16-34 y.","Employed","1046","0.307154601152334","0.292066413743645","0.322242788561023","3"
"Owner","1994","35-65 y.","Not Employed","804","0.486099304553972","0.463524446222163","0.508674162885782","3"
"Owner","1994","35-65 y.","Employed","2130","0.506097840487133","0.491836222624693","0.520359458349573","3"
"Owner","1994","66 and older","Not Employed","689","0.434586859303656","0.409332376589591","0.459841342017721","3"
"Owner","1994","66 and older","Employed","25","","","","3"
"Sub-Tenant","1994","16-34 y.","Employed","141","0.0411034390769993","0.0346101408599332","0.0475967372940653","2"
"Sub-Tenant","1994","16-34 y.","Not Employed","46","0.0449232389394471","0.0333191232046312","0.056527354674263","2"
"Sub-Tenant","1994","35-65 y.","Not Employed","31","0.021738553426854","0.0151518862280272","0.0283252206256807","2"
"Sub-Tenant","1994","35-65 y.","Employed","94","0.0210088200310344","0.0169178969788961","0.0250997430831726","2"
"Sub-Tenant","1994","66 and older","Not Employed","24","","","","2"
"Sub-Tenant","1994","66 and older","Employed","","","","","2"
"Tenant","1994","16-34 y.","Not Employed","","","","","5"
"Tenant","1994","16-34 y.","Employed","","","","","5"
"Tenant","1994","35-65 y.","Not Employed","","","","","5"
"Tenant","1994","35-65 y.","Employed","","","","","5"
"Tenant","1994","66 and older","Not Employed","","","","","5"
"Tenant","1994","66 and older","Employed","","","","","5"
"Main Tenant","1995","16-34 y.","Not Employed","893","0.573962767373214","0.547768153266416","0.600157381480011","1"
"Main Tenant","1995","16-34 y.","Employed","2374","0.621155224311325","0.605293507025667","0.637016941596984","1"
"Main Tenant","1995","35-65 y.","Not Employed","1121","0.490610658949542","0.468467725052647","0.512753592846437","1"
"Main Tenant","1995","35-65 y.","Employed","2616","0.47627832688229","0.462288637576768","0.490268016187812","1"
"Main Tenant","1995","66 and older","Employed","17","","","","1"
"Main Tenant","1995","66 and older","Not Employed","779","0.513297133419886","0.488095294559662","0.53849897228011","1"
"Nursing Home/Retirement Community","1995","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1995","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1995","35-65 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","1995","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","1995","66 and older","Employed","","","","","4"
"Nursing Home/Retirement Community","1995","66 and older","Not Employed","","","","","4"
"Owner","1995","16-34 y.","Employed","1060","0.323125944076544","0.307834118657751","0.338417769495337","3"
"Owner","1995","16-34 y.","Not Employed","421","0.363301216507569","0.337824303565602","0.388778129449536","3"
"Owner","1995","35-65 y.","Not Employed","791","0.484568389848256","0.462432101058544","0.506704678637968","3"
