"hlf0001_h","year","sex","n","percent","lower_confidence","upper_confidence"
"Nursing Home/Retirement Community","1991","Female","","","",""
"Tenant","1991","Male","4","","",""
"Tenant","1991","Female","6","","",""
"Main Tenant","1992","Male","3752","0.518783544821849","0.506626653482288","0.53094043616141"
"Main Tenant","1992","Female","4102","0.559781223422661","0.548068254516605","0.571494192328716"
"Sub-Tenant","1992","Male","163","0.0289820384942743","0.0249003740327538","0.0330637029557948"
"Sub-Tenant","1992","Female","170","0.027271290509171","0.0234282739347297","0.0311143070836123"
"Owner","1992","Male","2571","0.451545790445603","0.439437570815811","0.463654010075395"
"Owner","1992","Female","2623","0.411224326860531","0.399614175713145","0.422834478007917"
"Nursing Home/Retirement Community","1992","Male","","","",""
"Nursing Home/Retirement Community","1992","Female","","","",""
"Tenant","1992","Male","3","","",""
"Tenant","1992","Female","5","","",""
"Main Tenant","1993","Male","3684","0.518107362144163","0.505857964436974","0.530356759851352"
"Main Tenant","1993","Female","4009","0.548610626836545","0.536768084236626","0.560453169436465"
"Sub-Tenant","1993","Male","182","0.032907037473583","0.0285337481265372","0.0372803268206287"
"Sub-Tenant","1993","Female","172","0.0285869856560548","0.0246212540080696","0.03255271730404"
"Owner","1993","Male","2526","0.448985600382254","0.436792128294879","0.461179072469629"
"Owner","1993","Female","2602","0.4228023875074","0.411046155153498","0.434558619861302"
"Nursing Home/Retirement Community","1993","Male","","","",""
"Nursing Home/Retirement Community","1993","Female","","","",""
"Tenant","1993","Male","","","",""
"Tenant","1993","Female","","","",""
"Main Tenant","1994","Male","3550","0.515072640220459","0.502669467152477","0.527475813288442"
"Main Tenant","1994","Female","3939","0.550592731827338","0.538683570943696","0.56250189271098"
"Sub-Tenant","1994","Male","161","0.0278966576393219","0.0238097716407659","0.0319835436378779"
"Sub-Tenant","1994","Female","175","0.0298254293482108","0.0257529004478095","0.0338979582486121"
"Owner","1994","Male","2526","0.457030702140219","0.444667796813815","0.469393607466622"
"Owner","1994","Female","2588","0.419581838824451","0.407767083918854","0.431396593730049"
"Nursing Home/Retirement Community","1994","Male","","","",""
"Nursing Home/Retirement Community","1994","Female","","","",""
"Tenant","1994","Male","","","",""
"Tenant","1994","Female","","","",""
"Main Tenant","1995","Male","3714","0.51058652649033","0.498377591165125","0.522795461815535"
"Main Tenant","1995","Female","4086","0.536188645984545","0.524447487011817","0.547929804957273"
"Sub-Tenant","1995","Male","168","0.029928307505537","0.0257668242460463","0.0340897907650277"
"Sub-Tenant","1995","Female","214","0.0367025536294046","0.0322755505998782","0.0411295566589311"
"Owner","1995","Male","2558","0.459485166004133","0.447313648903251","0.471656683105015"
"Owner","1995","Female","2630","0.427108800386051","0.415462531596455","0.438755069175647"
"Nursing Home/Retirement Community","1995","Male","","","",""
"Nursing Home/Retirement Community","1995","Female","","","",""
"Tenant","1995","Male","","","",""
"Tenant","1995","Female","","","",""
"Main Tenant","1996","Male","3543","0.505527012600356","0.493195825630017","0.517858199570695"
"Main Tenant","1996","Female","3973","0.541556106705633","0.529721894303149","0.553390319108116"
"Sub-Tenant","1996","Male","192","0.0320378801175013","0.0276945535890763","0.0363812066459263"
"Sub-Tenant","1996","Female","196","0.0304737789584378","0.0263913609492332","0.0345561969676424"
"Owner","1996","Male","2580","0.462435107282143","0.450138019835442","0.474732194728844"
"Owner","1996","Female","2641","0.427970114335929","0.416218687095082","0.439721541576777"
"Nursing Home/Retirement Community","1996","Male","","","",""
"Nursing Home/Retirement Community","1996","Female","","","",""
"Tenant","1996","Male","","","",""
"Tenant","1996","Female","","","",""
"Main Tenant","1997","Male","3442","0.50379787187839","0.491389417319983","0.516206326436797"
"Main Tenant","1997","Female","3799","0.532236041004628","0.520268900172576","0.544203181836681"
"Sub-Tenant","1997","Male","160","0.0263843775556141","0.0224067198047688","0.0303620353064593"
"Sub-Tenant","1997","Female","185","0.0329423981029279","0.0286615614062436","0.0372232347996121"
"Owner","1997","Male","2635","0.469817750565996","0.457431566736792","0.4822039343952"
"Owner","1997","Female","2694","0.434821560892444","0.422931797509589","0.446711324275299"
"Nursing Home/Retirement Community","1997","Male","","","",""
"Nursing Home/Retirement Community","1997","Female","","","",""
"Tenant","1997","Male","","","",""
"Tenant","1997","Female","","","",""
"Main Tenant","1998","Male","3622","0.487224306786039","0.4754442119407","0.499004401631377"
"Main Tenant","1998","Female","4046","0.520023351706781","0.508648881911171","0.531397821502391"
"Sub-Tenant","1998","Male","197","0.0312065150074921","0.0271086387570377","0.0353043912579465"
"Sub-Tenant","1998","Female","221","0.0332827618715123","0.0291989183351267","0.0373666054078979"
"Owner","1998","Male","3093","0.480431355221177","0.468656441389214","0.49220626905314"
"Owner","1998","Female","3129","0.442196419768382","0.430889145041908","0.453503694494856"
"Nursing Home/Retirement Community","1998","Male","","","",""
"Nursing Home/Retirement Community","1998","Female","","","",""
"Tenant","1998","Male","4","","",""
"Tenant","1998","Female","15","","",""
"Main Tenant","1999","Male","3460","0.491182759663219","0.479162798488421","0.503202720838017"
"Main Tenant","1999","Female","3853","0.519075731083691","0.507472730135559","0.530678732031824"
"Sub-Tenant","1999","Male","153","0.0255059796683237","0.0217153514415714","0.029296607895076"
"Sub-Tenant","1999","Female","176","0.0265426224494767","0.0228097168778233","0.03027552802113"
"Owner","1999","Male","3026","0.481686980789955","0.469673216374636","0.493700745205274"
"Owner","1999","Female","3074","0.448535098971296","0.436985317329463","0.460084880613129"
"Nursing Home/Retirement Community","1999","Male","6","","",""
"Nursing Home/Retirement Community","1999","Female","20","","",""
"Tenant","1999","Male","","","",""
"Tenant","1999","Female","","","",""
"Main Tenant","2000","Male","5569","0.498311799926671","0.489234830963534","0.507388768889807"
"Main Tenant","2000","Female","6266","0.520062916450085","0.511343033699813","0.528782799200358"
"Sub-Tenant","2000","Male","169","0.0176419655925059","0.0152520547049881","0.0200318764800237"
"Sub-Tenant","2000","Female","181","0.016374216602305","0.0141591552212404","0.0185892779833695"
"Owner","2000","Male","5911","0.482818352414529","0.473746692531562","0.491890012297496"
"Owner","2000","Female","6137","0.459647774766922","0.450949330186024","0.468346219347819"
"Nursing Home/Retirement Community","2000","Male","7","","",""
"Nursing Home/Retirement Community","2000","Female","26","","",""
"Tenant","2000","Male","","","",""
"Tenant","2000","Female","","","",""
"Main Tenant","2001","Male","5018","0.496989847344812","0.48746350145153","0.506516193238094"
"Main Tenant","2001","Female","5658","0.514310765200501","0.505168574446633","0.52345295595437"
"Sub-Tenant","2001","Male","160","0.0186458834131545","0.0160685620777826","0.0212232047485264"
"Sub-Tenant","2001","Female","169","0.0173916409902522","0.0150004253609948","0.0197828566195097"
"Owner","2001","Male","5397","0.482847154150197","0.473326243052594","0.492368065247801"
"Owner","2001","Female","5623","0.463411786980708","0.454290369473645","0.472533204487772"
"Nursing Home/Retirement Community","2001","Male","7","","",""
"Nursing Home/Retirement Community","2001","Female","31","0.0048858068285381","0.00361035858835441","0.00616125506872178"
"Tenant","2001","Male","","","",""
"Tenant","2001","Female","","","",""
"Main Tenant","2002","Male","4935","0.49453007621511","0.485261563438977","0.503798588991243"
"Main Tenant","2002","Female","5550","0.510401730006127","0.501449859016295","0.519353600995958"
"Sub-Tenant","2002","Male","157","0.0168679566876291","0.0144806775507022","0.0192552358245561"
"Sub-Tenant","2002","Female","193","0.0187439818191285","0.0163153599444169","0.02117260369384"
"Owner","2002","Male","6081","0.487641438863708","0.478375203245454","0.496907674481962"
"Owner","2002","Female","6207","0.466073835529071","0.45714066196794","0.475007009090202"
"Nursing Home/Retirement Community","2002","Male","5","","",""
"Nursing Home/Retirement Community","2002","Female","29","","",""
"Tenant","2002","Male","","","",""
"Tenant","2002","Female","","","",""
"Main Tenant","2003","Male","4679","0.495316385887121","0.485856651474533","0.504776120299708"
"Main Tenant","2003","Female","5276","0.503037821521816","0.493925721346695","0.512149921696936"
"Sub-Tenant","2003","Male","188","0.02188870024256","0.019120279346907","0.0246571211382129"
"Sub-Tenant","2003","Female","212","0.023608478577301","0.0208415210233287","0.0263754361312734"
"Owner","2003","Male","5860","0.48198352904773","0.472529522981406","0.491437535114053"
"Owner","2003","Female","6048","0.468568046821134","0.459473801539","0.477662292103268"
"Nursing Home/Retirement Community","2003","Male","4","","",""
"Nursing Home/Retirement Community","2003","Female","30","0.00478565307974912","0.00352792887935337","0.00604337728014487"
"Tenant","2003","Male","","","",""
"Tenant","2003","Female","","","",""
"Main Tenant","2004","Male","4527","0.500890813270217","0.491294684384285","0.510486942156148"
"Main Tenant","2004","Female","5156","0.508821195344354","0.499605366032991","0.518037024655716"
"Sub-Tenant","2004","Male","168","0.0195980854315737","0.016937754549731","0.0222584163134164"
"Sub-Tenant","2004","Female","195","0.0232346437397039","0.0204575205217977","0.0260117669576101"
"Owner","2004","Male","5728","0.478492180321811","0.468904918406289","0.488079442237333"
"Owner","2004","Female","5919","0.462093467178065","0.452902730141013","0.471284204215116"
"Nursing Home/Retirement Community","2004","Male","6","","",""
"Nursing Home/Retirement Community","2004","Female","34","0.00585069373787818","0.00444477083426325","0.00725661664149312"
"Tenant","2004","Male","","","",""
"Tenant","2004","Female","","","",""
"Main Tenant","2005","Male","4308","0.507584064672922","0.497758808044901","0.517409321300942"
"Main Tenant","2005","Female","4944","0.517316012695676","0.507920020826843","0.526712004564509"
"Sub-Tenant","2005","Male","171","0.0232902619074476","0.0203261553739422","0.0262543684409529"
"Sub-Tenant","2005","Female","220","0.0267359514297894","0.0237027839704296","0.0297691188891492"
"Owner","2005","Male","5461","0.46815834263717","0.458351901572442","0.477964783701899"
"Owner","2005","Female","5668","0.450167524074846","0.440812702681856","0.459522345467836"
"Nursing Home/Retirement Community","2005","Male","6","","",""
"Nursing Home/Retirement Community","2005","Female","33","0.00578051179968803","0.00435504368418203","0.00720597991519403"
"Tenant","2005","Male","","","",""
"Tenant","2005","Female","","","",""
"Main Tenant","2006","Male","4516","0.506856003056814","0.497371964261343","0.516340041852284"
"Main Tenant","2006","Female","5290","0.525550864970237","0.516504311766496","0.534597418173978"
"Sub-Tenant","2006","Male","169","0.0191050213575805","0.0165081575803601","0.0217018851348009"
"Sub-Tenant","2006","Female","200","0.0246594848585087","0.0218498423375001","0.0274691273795174"
"Owner","2006","Male","5980","0.472610043291109","0.46313935484647","0.482080731735747"
"Owner","2006","Female","6176","0.444855593856422","0.43585246540434","0.453858722308504"
"Nursing Home/Retirement Community","2006","Male","10","","",""
"Nursing Home/Retirement Community","2006","Female","38","0.00493405631483263","0.00366462584957231","0.00620348678009294"
"Tenant","2006","Male","","","",""
"Tenant","2006","Female","","","",""
"Main Tenant","2007","Male","4210","0.496446760192813","0.486645717462059","0.506247802923566"
"Main Tenant","2007","Female","4947","0.51877489044634","0.509424107333899","0.528125673558782"
"Sub-Tenant","2007","Male","158","0.0222680564023593","0.0193756167712254","0.0251604960334932"
"Sub-Tenant","2007","Female","191","0.0244035879282051","0.0215159262537978","0.0272912496026123"
"Owner","2007","Male","5618","0.479379718911713","0.469586767170842","0.489172670652584"
"Owner","2007","Female","5789","0.450933042895838","0.441620826606743","0.460245259184933"
"Nursing Home/Retirement Community","2007","Male","11","","",""
"Nursing Home/Retirement Community","2007","Female","41","0.00588847872961726","0.00445660909563943","0.00732034836359509"
"Tenant","2007","Male","","","",""
"Tenant","2007","Female","","","",""
"Main Tenant","2008","Male","3890","0.487955230179461","0.477842348908929","0.498068111449992"
"Main Tenant","2008","Female","4570","0.507916886909028","0.498262516568036","0.517571257250021"
"Sub-Tenant","2008","Male","149","0.0228766472715718","0.0198518112450623","0.0259014832980814"
"Sub-Tenant","2008","Female","185","0.024285208565084","0.0213125792207194","0.0272578379094487"
"Owner","2008","Male","5335","0.487099934657153","0.476987485167205","0.497212384147101"
"Owner","2008","Female","5508","0.461806700205446","0.452179330368292","0.4714340700426"
"Nursing Home/Retirement Community","2008","Male","11","","",""
"Nursing Home/Retirement Community","2008","Female","38","0.0059912043204417","0.00450094935862221","0.0074814592822612"
"Tenant","2008","Male","","","",""
"Tenant","2008","Female","","","",""
"Main Tenant","2009","Male","3584","0.479231067043247","0.46877858224546","0.489683551841033"
"Main Tenant","2009","Female","4249","0.506649454992215","0.496642183678239","0.516656726306191"
"Sub-Tenant","2009","Male","156","0.023550395444058","0.0203775527021475","0.0267232381859684"
"Sub-Tenant","2009","Female","191","0.0248768608478728","0.0217593239820167","0.0279943977137289"
"Owner","2009","Male","5024","0.495092276853868","0.48463126700045","0.505553286707286"
"Owner","2009","Female","5117","0.4635524453029","0.453570914495781","0.473533976110018"
"Nursing Home/Retirement Community","2009","Male","11","","",""
"Nursing Home/Retirement Community","2009","Female","31","0.00492123885701267","0.00352052305228961","0.00632195466173572"
"Tenant","2009","Male","","","",""
"Tenant","2009","Female","","","",""
"Main Tenant","2010","Male","4942","0.472598733234968","0.463324492751244","0.481872973718692"
"Main Tenant","2010","Female","6666","0.502315743369878","0.493818312954615","0.510813173785141"
"Sub-Tenant","2010","Male","156","0.021303705785823","0.0186213706282803","0.0239860409433657"
"Sub-Tenant","2010","Female","219","0.0226169381942567","0.0200901340510563","0.025143742337457"
"Owner","2010","Male","6019","0.503199337623698","0.493911329091727","0.512487346155669"
"Owner","2010","Female","6382","0.470247286262564","0.461764822468973","0.478729750056155"
"Nursing Home/Retirement Community","2010","Male","15","","",""
"Nursing Home/Retirement Community","2010","Female","33","0.00482003217330095","0.00364297366264613","0.00599709068395577"
"Tenant","2010","Male","","","",""
"Tenant","2010","Female","","","",""
"Main Tenant","2011","Male","5745","0.466101754578645","0.457585277113718","0.474618232043573"
"Main Tenant","2011","Female","7855","0.498139722584578","0.490352079204877","0.50592736596428"
"Sub-Tenant","2011","Male","173","0.0203394338890519","0.0179295416124283","0.0227493261656755"
"Sub-Tenant","2011","Female","196","0.0179841501243425","0.015914279192979","0.0200540210557061"
"Owner","2011","Male","7241","0.511060852821002","0.502526824124128","0.519594881517876"
"Owner","2011","Female","7746","0.479462372823928","0.471681247926692","0.487243497721164"
"Nursing Home/Retirement Community","2011","Male","21","","",""
"Nursing Home/Retirement Community","2011","Female","38","0.00441375446715095","0.00338127223606417","0.00544623669823774"
"Tenant","2011","Male","","","",""
"Tenant","2011","Female","","","",""
"Main Tenant","2012","Male","5630","0.469828079223099","0.461202158697927","0.478453999748271"
"Main Tenant","2012","Female","7612","0.499280446138282","0.491387633476642","0.507173258799923"
"Sub-Tenant","2012","Male","154","0.0174514204332029","0.0151882356545662","0.0197146052118397"
"Sub-Tenant","2012","Female","203","0.0201038775811539","0.0178882734039802","0.0223194817583275"
"Owner","2012","Male","7062","0.511152422335345","0.502512903573373","0.519791941097316"
"Owner","2012","Female","7572","0.477392994475908","0.469508245442177","0.485277743509639"
"Nursing Home/Retirement Community","2012","Male","14","","",""
"Nursing Home/Retirement Community","2012","Female","29","","",""
"Tenant","2012","Male","","","",""
"Tenant","2012","Female","","","",""
"Main Tenant","2013","Male","6964","0.467759979462232","0.459584584489067","0.475935374435397"
"Main Tenant","2013","Female","9042","0.49529065301748","0.487776414521232","0.502804891513728"
"Sub-Tenant","2013","Male","177","0.0160172509712111","0.0139602657013673","0.018074236241055"
"Sub-Tenant","2013","Female","212","0.0174119388780251","0.0154461198085915","0.0193777579474587"
"Owner","2013","Male","7153","0.514676999985345","0.506488086811685","0.522865913159006"
"Owner","2013","Female","7720","0.483543618900914","0.476033118264162","0.491054119537666"
"Nursing Home/Retirement Community","2013","Male","15","","",""
"Nursing Home/Retirement Community","2013","Female","33","0.00375378920358064","0.00283471089378259","0.0046728675133787"
"Tenant","2013","Male","","","",""
"Tenant","2013","Female","","","",""
"Main Tenant","2014","Male","6097","0.477551918102781","0.468892662668603","0.486211173536958"
"Main Tenant","2014","Female","7758","0.495203495046559","0.487203410374562","0.503203579718555"
"Sub-Tenant","2014","Male","149","0.0148569834740472","0.0127596685554221","0.0169542983926722"
"Sub-Tenant","2014","Female","203","0.020208611266784","0.0179570715756129","0.0224601509579552"
"Owner","2014","Male","6521","0.505906159132504","0.497238768149207","0.514573550115801"
"Owner","2014","Female","7013","0.481163537875193","0.473168764404556","0.489158311345829"
"Nursing Home/Retirement Community","2014","Male","15","","",""
"Nursing Home/Retirement Community","2014","Female","30","0.00342435581146445","0.00248961944415583","0.00435909217877307"
"Tenant","2014","Male","","","",""
"Tenant","2014","Female","","","",""
"Main Tenant","2015","Male","6253","0.476414830676395","0.467717612432361","0.485112048920429"
"Main Tenant","2015","Female","7877","0.495099191025049","0.487056122666624","0.503142259383473"
"Sub-Tenant","2015","Male","190","0.0179628577526957","0.015650016974052","0.0202756985313393"
"Sub-Tenant","2015","Female","203","0.0172587459656917","0.0151636842052042","0.0193538077261793"
"Owner","2015","Male","6208","0.503542684915282","0.494835993218403","0.512249376612161"
"Owner","2015","Female","6733","0.484137384686655","0.476097978793166","0.492176790580145"
"Nursing Home/Retirement Community","2015","Male","17","","",""
"Nursing Home/Retirement Community","2015","Female","31","0.00350467832260431","0.00255399837970216","0.00445535826550646"
"Tenant","2015","Male","","","",""
"Tenant","2015","Female","","","",""
"Main Tenant","2016","Male","5479","0.472106336224399","0.462962288439592","0.481250384009205"
"Main Tenant","2016","Female","7003","0.491998367170241","0.483566978630481","0.500429755710001"
"Sub-Tenant","2016","Male","164","0.0209572052084392","0.0183335131034744","0.0235808973134039"
"Sub-Tenant","2016","Female","193","0.020053532676618","0.0176893483211313","0.0224177170321047"
"Owner","2016","Male","5794","0.505036605557282","0.495878759958306","0.514194451156258"
"Owner","2016","Female","6277","0.483260019564096","0.474832278493408","0.491687760634784"
"Nursing Home/Retirement Community","2016","Male","13","","",""
"Nursing Home/Retirement Community","2016","Female","33","0.00468808058904521","0.00353605571796323","0.00584010546012718"
"Tenant","2016","Male","","","",""
"Tenant","2016","Female","","","",""
"Main Tenant","2017","Male","7408","0.473898607932931","0.465683101590772","0.48211411427509"
"Main Tenant","2017","Female","8576","0.488853999740211","0.481072168149429","0.496635831330994"
"Sub-Tenant","2017","Male","323","0.0251931409775934","0.0226146991367966","0.0277715828183903"
"Sub-Tenant","2017","Female","270","0.020256371237808","0.0180632794640572","0.0224494630115587"
"Owner","2017","Male","6439","0.498426993735277","0.490200311009376","0.506653676461179"
"Owner","2017","Female","6968","0.486025783389131","0.478245058153542","0.49380650862472"
"Nursing Home/Retirement Community","2017","Male","20","","",""
"Nursing Home/Retirement Community","2017","Female","37","0.00486384563284969","0.00378078965942251","0.00594690160627686"
"Tenant","2017","Male","","","",""
"Tenant","2017","Female","","","",""
"Main Tenant","2018","Male","7892","0.472458312635527","0.4642628283944","0.480653796876655"
"Main Tenant","2018","Female","8808","0.492987438696288","0.485160117313698","0.500814760078878"
"Sub-Tenant","2018","Male","258","0.0198470065841141","0.017557410243058","0.0221366029251701"
"Sub-Tenant","2018","Female","239","0.0167086075181452","0.0147018397032186","0.0187153753330719"
"Owner","2018","Male","6083","0.504997915676244","0.496790379855551","0.513205451496938"
"Owner","2018","Female","6593","0.486209870057611","0.478384756594862","0.49403498352036"
"Nursing Home/Retirement Community","2018","Male","22","","",""
"Nursing Home/Retirement Community","2018","Female","32","0.00409408372795563","0.00309437520246194","0.00509379225344932"
"Tenant","2018","Male","","","",""
"Tenant","2018","Female","","","",""
"Main Tenant","2019","Male","7375","0.468498560099637","0.460401233029497","0.476595887169778"
"Main Tenant","2019","Female","8045","0.486078886683504","0.478118587343183","0.494039186023825"
"Sub-Tenant","2019","Male","313","0.0204894793394998","0.0181906573502953","0.0227883013287043"
"Sub-Tenant","2019","Female","275","0.019022362410141","0.0168467097105182","0.0211980151097637"
"Owner","2019","Male","6875","0.507977438365872","0.49986502541702","0.516089851314724"
"Owner","2019","Female","6789","0.489993092211929","0.482031300744248","0.49795488367961"
"Nursing Home/Retirement Community","2019","Male","26","","",""
"Nursing Home/Retirement Community","2019","Female","35","0.00490565869442596","0.00379288055962674","0.00601843682922519"
"Tenant","2019","Male","","","",""
"Tenant","2019","Female","","","",""
