"plh0111","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Important","1990","(Married) couple without C. ","general elemantary","62","0.150985530020668","0.117682648221526","0.184288411819811"
"Important","1990","(Married) couple without C. ","middle vocational","230","0.203556772004452","0.180193941491602","0.226919602517302"
"Important","1990","(Married) couple without C. ","vocational + Abi","14","","",""
"Important","1990","(Married) couple without C. ","higher vocational","36","0.232917071750596","0.165720345300433","0.300113798200759"
"Important","1990","(Married) couple without C. ","higher education","74","0.376473364454529","0.307941569093781","0.445005159815277"
"Important","1990","Single parent ","in school","1","","",""
"Important","1990","Single parent ","inadequately","3","","",""
"Important","1990","Single parent ","general elemantary","21","","",""
"Important","1990","Single parent ","middle vocational","41","0.202943051155358","0.145298394510929","0.260587707799787"
"Important","1990","Single parent ","vocational + Abi","1","","",""
"Important","1990","Single parent ","higher vocational","4","","",""
"Important","1990","Single parent ","higher education","11","","",""
"Important","1990","Couple + C. LE 16 ","in school","","","",""
"Important","1990","Couple + C. LE 16 ","inadequately","2","","",""
"Important","1990","Couple + C. LE 16 ","general elemantary","23","","",""
"Important","1990","Couple + C. LE 16 ","middle vocational","178","0.1943531137331","0.16837082785629","0.22033539960991"
"Important","1990","Couple + C. LE 16 ","vocational + Abi","13","","",""
"Important","1990","Couple + C. LE 16 ","higher vocational","33","0.245236012904802","0.174966886670639","0.315505139138965"
"Important","1990","Couple + C. LE 16 ","higher education","68","0.354373494474092","0.284496674916834","0.424250314031351"
"Important","1990","Couple + C. GT 16 ","in school","16","","",""
"Important","1990","Couple + C. GT 16 ","inadequately","","","",""
"Important","1990","Couple + C. GT 16 ","general elemantary","64","0.160968865362187","0.124259429869286","0.197678300855088"
"Important","1990","Couple + C. GT 16 ","middle vocational","183","0.226354548766971","0.197885389225233","0.254823708308709"
"Important","1990","Couple + C. GT 16 ","vocational + Abi","15","","",""
"Important","1990","Couple + C. GT 16 ","higher vocational","18","","",""
"Important","1990","Couple + C. GT 16 ","higher education","37","0.389517809718926","0.29488359901786","0.484152020419992"
"Important","1990","Couple + C. LE and GT 16","in school","9","","",""
"Important","1990","Couple + C. LE and GT 16","inadequately","1","","",""
"Important","1990","Couple + C. LE and GT 16","general elemantary","15","","",""
"Important","1990","Couple + C. LE and GT 16","middle vocational","53","0.246429309442611","0.1872947743718","0.305563844513421"
"Important","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Important","1990","Couple + C. LE and GT 16","higher vocational","9","","",""
"Important","1990","Couple + C. LE and GT 16","higher education","11","","",""
"Less important","1990","1-pers.-HH","in school","2","","",""
"Less important","1990","1-pers.-HH","inadequately","","","",""
"Less important","1990","1-pers.-HH","general elemantary","100","0.356950532900613","0.298937756045121","0.414963309756105"
"Less important","1990","1-pers.-HH","middle vocational","185","0.398381612729015","0.352741453637157","0.444021771820874"
"Less important","1990","1-pers.-HH","vocational + Abi","15","","",""
"Less important","1990","1-pers.-HH","higher vocational","25","","",""
"Less important","1990","1-pers.-HH","higher education","40","0.378154072220713","0.285839354407287","0.470468790034139"
"Less important","1990","(Married) couple without C. ","in school","","","",""
"Less important","1990","(Married) couple without C. ","inadequately","1","","",""
"Less important","1990","(Married) couple without C. ","general elemantary","176","0.393705366363518","0.348260572760914","0.439150159966122"
"Less important","1990","(Married) couple without C. ","middle vocational","571","0.496928608704151","0.467917316107192","0.525939901301109"
"Less important","1990","(Married) couple without C. ","vocational + Abi","38","0.551612314652437","0.429768940038346","0.673455689266528"
"Less important","1990","(Married) couple without C. ","higher vocational","68","0.422842492317748","0.344307576289918","0.501377408345579"
"Less important","1990","(Married) couple without C. ","higher education","87","0.458115465162801","0.387639938264317","0.528590992061285"
"Less important","1990","Single parent ","in school","8","","",""
"Less important","1990","Single parent ","inadequately","3","","",""
"Less important","1990","Single parent ","general elemantary","40","0.351379356675232","0.262567672342644","0.440191041007821"
"Less important","1990","Single parent ","middle vocational","98","0.548913278683727","0.477593632883246","0.620232924484207"
"Less important","1990","Single parent ","vocational + Abi","8","","",""
"Less important","1990","Single parent ","higher vocational","14","","",""
"Less important","1990","Single parent ","higher education","8","","",""
"Less important","1990","Couple + C. LE 16 ","in school","","","",""
"Less important","1990","Couple + C. LE 16 ","inadequately","11","","",""
"Less important","1990","Couple + C. LE 16 ","general elemantary","86","0.500998170870592","0.426491668157338","0.575504673583846"
"Less important","1990","Couple + C. LE 16 ","middle vocational","509","0.5768822261174","0.544442031367284","0.609322420867515"
"Less important","1990","Couple + C. LE 16 ","vocational + Abi","19","","",""
"Less important","1990","Couple + C. LE 16 ","higher vocational","88","0.593522926637462","0.513299054100938","0.673746799173985"
"Less important","1990","Couple + C. LE 16 ","higher education","82","0.484980097862321","0.411969517129114","0.557990678595528"
"Less important","1990","Couple + C. GT 16 ","in school","29","","",""
"Less important","1990","Couple + C. GT 16 ","inadequately","9","","",""
"Less important","1990","Couple + C. GT 16 ","general elemantary","188","0.493759257837932","0.443818641351192","0.543699874324673"
"Less important","1990","Couple + C. GT 16 ","middle vocational","458","0.554271865324593","0.520457169430029","0.588086561219158"
"Less important","1990","Couple + C. GT 16 ","vocational + Abi","24","","",""
"Less important","1990","Couple + C. GT 16 ","higher vocational","46","0.597422895856498","0.488588478462628","0.706257313250368"
"Less important","1990","Couple + C. GT 16 ","higher education","52","0.499652049751577","0.402619397066196","0.596684702436959"
"Less important","1990","Couple + C. LE and GT 16","in school","18","","",""
"Less important","1990","Couple + C. LE and GT 16","inadequately","3","","",""
"Less important","1990","Couple + C. LE and GT 16","general elemantary","59","0.510774157620658","0.420580449924771","0.600967865316545"
"Less important","1990","Couple + C. LE and GT 16","middle vocational","104","0.529015638367509","0.460518803137","0.597512473598017"
"Less important","1990","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Less important","1990","Couple + C. LE and GT 16","higher vocational","15","","",""
"Less important","1990","Couple + C. LE and GT 16","higher education","13","","",""
"Quite unimportant","1990","1-pers.-HH","in school","","","",""
"Quite unimportant","1990","1-pers.-HH","inadequately","3","","",""
"Quite unimportant","1990","1-pers.-HH","general elemantary","124","0.494220343303063","0.433680898606081","0.554759788000045"
"Quite unimportant","1990","1-pers.-HH","middle vocational","133","0.321712660223904","0.278163690218336","0.365261630229473"
"Quite unimportant","1990","1-pers.-HH","vocational + Abi","5","","",""
"Quite unimportant","1990","1-pers.-HH","higher vocational","13","","",""
"Quite unimportant","1990","1-pers.-HH","higher education","9","","",""
"Quite unimportant","1990","(Married) couple without C. ","in school","","","",""
"Quite unimportant","1990","(Married) couple without C. ","inadequately","5","","",""
"Quite unimportant","1990","(Married) couple without C. ","general elemantary","205","0.453862479340888","0.407553015402781","0.500171943278994"
"Quite unimportant","1990","(Married) couple without C. ","middle vocational","313","0.27521984120625","0.249305015833622","0.301134666578877"
"Quite unimportant","1990","(Married) couple without C. ","vocational + Abi","10","","",""
"Quite unimportant","1990","(Married) couple without C. ","higher vocational","45","0.319289167240191","0.245175258207535","0.393403076272846"
"Quite unimportant","1990","(Married) couple without C. ","higher education","25","","",""
"Quite unimportant","1990","Single parent ","in school","1","","",""
"Quite unimportant","1990","Single parent ","inadequately","3","","",""
"Quite unimportant","1990","Single parent ","general elemantary","48","0.438395953598446","0.346088879694204","0.530703027502688"
"Quite unimportant","1990","Single parent ","middle vocational","45","0.23534813991351","0.174546604372056","0.296149675454963"
"Quite unimportant","1990","Single parent ","vocational + Abi","1","","",""
"Quite unimportant","1990","Single parent ","higher vocational","3","","",""
"Quite unimportant","1990","Single parent ","higher education","2","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","in school","","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","inadequately","9","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","general elemantary","60","0.335151489579823","0.264810744139826","0.405492235019819"
"Quite unimportant","1990","Couple + C. LE 16 ","middle vocational","180","0.201349796765669","0.175019052197542","0.227680541333795"
"Quite unimportant","1990","Couple + C. LE 16 ","vocational + Abi","6","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","higher vocational","22","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","higher education","21","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","in school","3","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","inadequately","10","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","general elemantary","125","0.319006599017379","0.272449167670919","0.36556403036384"
"Quite unimportant","1990","Couple + C. GT 16 ","middle vocational","171","0.197812767583852","0.170712468917635","0.224913066250068"
"Quite unimportant","1990","Couple + C. GT 16 ","vocational + Abi","4","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","higher vocational","11","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","higher education","9","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","in school","9","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","inadequately","2","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","general elemantary","41","0.326973901487516","0.242333135534492","0.411614667440541"
"Quite unimportant","1990","Couple + C. LE and GT 16","middle vocational","45","0.213008613038816","0.156824105413219","0.269193120664413"
"Quite unimportant","1990","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","higher vocational","2","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","higher education","4","","",""
"Very important","1991","1-pers.-HH","in school","","","",""
"Very important","1991","1-pers.-HH","inadequately","","","",""
"Very important","1991","1-pers.-HH","general elemantary","","","",""
"Very important","1991","1-pers.-HH","middle vocational","","","",""
"Very important","1991","1-pers.-HH","vocational + Abi","","","",""
"Very important","1991","1-pers.-HH","higher vocational","","","",""
"Very important","1991","1-pers.-HH","higher education","","","",""
"Very important","1991","(Married) couple without C. ","in school","","","",""
"Very important","1991","(Married) couple without C. ","inadequately","","","",""
"Very important","1991","(Married) couple without C. ","general elemantary","","","",""
"Very important","1991","(Married) couple without C. ","middle vocational","","","",""
"Very important","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Very important","1991","(Married) couple without C. ","higher vocational","","","",""
"Very important","1991","(Married) couple without C. ","higher education","","","",""
"Very important","1991","Single parent ","in school","","","",""
"Very important","1991","Single parent ","inadequately","","","",""
"Very important","1991","Single parent ","general elemantary","","","",""
"Very important","1991","Single parent ","middle vocational","","","",""
"Very important","1991","Single parent ","vocational + Abi","","","",""
"Very important","1991","Single parent ","higher vocational","","","",""
"Very important","1991","Single parent ","higher education","","","",""
"Very important","1991","Couple + C. LE 16 ","in school","","","",""
"Very important","1991","Couple + C. LE 16 ","inadequately","","","",""
"Very important","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Very important","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Very important","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very important","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Very important","1991","Couple + C. LE 16 ","higher education","","","",""
"Very important","1991","Couple + C. GT 16 ","in school","","","",""
"Very important","1991","Couple + C. GT 16 ","inadequately","","","",""
"Very important","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Very important","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Very important","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very important","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Very important","1991","Couple + C. GT 16 ","higher education","","","",""
"Very important","1991","Couple + C. LE and GT 16","in school","","","",""
"Very important","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Very important","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Very important","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Very important","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very important","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Very important","1991","Couple + C. LE and GT 16","higher education","","","",""
"Important","1991","1-pers.-HH","in school","","","",""
"Important","1991","1-pers.-HH","inadequately","","","",""
"Important","1991","1-pers.-HH","general elemantary","","","",""
"Important","1991","1-pers.-HH","middle vocational","","","",""
"Important","1991","1-pers.-HH","vocational + Abi","","","",""
"Important","1991","1-pers.-HH","higher vocational","","","",""
"Important","1991","1-pers.-HH","higher education","","","",""
"Important","1991","(Married) couple without C. ","in school","","","",""
"Important","1991","(Married) couple without C. ","inadequately","","","",""
"Important","1991","(Married) couple without C. ","general elemantary","","","",""
"Important","1991","(Married) couple without C. ","middle vocational","","","",""
"Important","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Important","1991","(Married) couple without C. ","higher vocational","","","",""
"Important","1991","(Married) couple without C. ","higher education","","","",""
"Important","1991","Single parent ","in school","","","",""
"Important","1991","Single parent ","inadequately","","","",""
"Important","1991","Single parent ","general elemantary","","","",""
"Important","1991","Single parent ","middle vocational","","","",""
"Important","1991","Single parent ","vocational + Abi","","","",""
"Important","1991","Single parent ","higher vocational","","","",""
"Important","1991","Single parent ","higher education","","","",""
"Important","1991","Couple + C. LE 16 ","in school","","","",""
"Important","1991","Couple + C. LE 16 ","inadequately","","","",""
"Important","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Important","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Important","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Important","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Important","1991","Couple + C. LE 16 ","higher education","","","",""
"Important","1991","Couple + C. GT 16 ","in school","","","",""
"Important","1991","Couple + C. GT 16 ","inadequately","","","",""
"Important","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Important","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Important","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Important","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Important","1991","Couple + C. GT 16 ","higher education","","","",""
"Important","1991","Couple + C. LE and GT 16","in school","","","",""
"Important","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Important","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Important","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Important","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Important","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Important","1991","Couple + C. LE and GT 16","higher education","","","",""
"Less important","1991","1-pers.-HH","in school","","","",""
"Less important","1991","1-pers.-HH","inadequately","","","",""
"Less important","1991","1-pers.-HH","general elemantary","","","",""
"Less important","1991","1-pers.-HH","middle vocational","","","",""
"Less important","1991","1-pers.-HH","vocational + Abi","","","",""
"Less important","1991","1-pers.-HH","higher vocational","","","",""
"Less important","1991","1-pers.-HH","higher education","","","",""
"Less important","1991","(Married) couple without C. ","in school","","","",""
"Less important","1991","(Married) couple without C. ","inadequately","","","",""
"Less important","1991","(Married) couple without C. ","general elemantary","","","",""
"Less important","1991","(Married) couple without C. ","middle vocational","","","",""
"Less important","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Less important","1991","(Married) couple without C. ","higher vocational","","","",""
"Less important","1991","(Married) couple without C. ","higher education","","","",""
"Less important","1991","Single parent ","in school","","","",""
"Less important","1991","Single parent ","inadequately","","","",""
"Less important","1991","Single parent ","general elemantary","","","",""
"Less important","1991","Single parent ","middle vocational","","","",""
"Less important","1991","Single parent ","vocational + Abi","","","",""
"Less important","1991","Single parent ","higher vocational","","","",""
"Less important","1991","Single parent ","higher education","","","",""
"Less important","1991","Couple + C. LE 16 ","in school","","","",""
"Less important","1991","Couple + C. LE 16 ","inadequately","","","",""
"Less important","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Less important","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Less important","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Less important","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Less important","1991","Couple + C. LE 16 ","higher education","","","",""
"Less important","1991","Couple + C. GT 16 ","in school","","","",""
"Less important","1991","Couple + C. GT 16 ","inadequately","","","",""
"Less important","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Less important","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Less important","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Less important","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Less important","1991","Couple + C. GT 16 ","higher education","","","",""
"Less important","1991","Couple + C. LE and GT 16","in school","","","",""
"Less important","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Less important","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Less important","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Less important","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Less important","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Less important","1991","Couple + C. LE and GT 16","higher education","","","",""
"Quite unimportant","1991","1-pers.-HH","in school","","","",""
"Quite unimportant","1991","1-pers.-HH","inadequately","","","",""
"Quite unimportant","1991","1-pers.-HH","general elemantary","","","",""
"Quite unimportant","1991","1-pers.-HH","middle vocational","","","",""
"Quite unimportant","1991","1-pers.-HH","vocational + Abi","","","",""
"Quite unimportant","1991","1-pers.-HH","higher vocational","","","",""
"Quite unimportant","1991","1-pers.-HH","higher education","","","",""
"Quite unimportant","1991","(Married) couple without C. ","in school","","","",""
"Quite unimportant","1991","(Married) couple without C. ","inadequately","","","",""
"Quite unimportant","1991","(Married) couple without C. ","general elemantary","","","",""
"Quite unimportant","1991","(Married) couple without C. ","middle vocational","","","",""
"Quite unimportant","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Quite unimportant","1991","(Married) couple without C. ","higher vocational","","","",""
"Quite unimportant","1991","(Married) couple without C. ","higher education","","","",""
"Quite unimportant","1991","Single parent ","in school","","","",""
"Quite unimportant","1991","Single parent ","inadequately","","","",""
"Quite unimportant","1991","Single parent ","general elemantary","","","",""
"Quite unimportant","1991","Single parent ","middle vocational","","","",""
"Quite unimportant","1991","Single parent ","vocational + Abi","","","",""
"Quite unimportant","1991","Single parent ","higher vocational","","","",""
"Quite unimportant","1991","Single parent ","higher education","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","in school","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","inadequately","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Quite unimportant","1991","Couple + C. LE 16 ","higher education","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","in school","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","inadequately","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Quite unimportant","1991","Couple + C. GT 16 ","higher education","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","in school","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Quite unimportant","1991","Couple + C. LE and GT 16","higher education","","","",""
"Very important","1992","1-pers.-HH","in school","","","",""
"Very important","1992","1-pers.-HH","inadequately","","","",""
"Very important","1992","1-pers.-HH","general elemantary","4","","",""
"Very important","1992","1-pers.-HH","middle vocational","12","","",""
"Very important","1992","1-pers.-HH","vocational + Abi","1","","",""
"Very important","1992","1-pers.-HH","higher vocational","1","","",""
"Very important","1992","1-pers.-HH","higher education","6","","",""
"Very important","1992","(Married) couple without C. ","in school","","","",""
"Very important","1992","(Married) couple without C. ","inadequately","1","","",""
"Very important","1992","(Married) couple without C. ","general elemantary","4","","",""
"Very important","1992","(Married) couple without C. ","middle vocational","30","0.0164426049160868","0.0103524849143411","0.0225327249178324"
"Very important","1992","(Married) couple without C. ","vocational + Abi","3","","",""
"Very important","1992","(Married) couple without C. ","higher vocational","6","","",""
"Very important","1992","(Married) couple without C. ","higher education","17","","",""
"Very important","1992","Single parent ","in school","1","","",""
"Very important","1992","Single parent ","inadequately","","","",""
"Very important","1992","Single parent ","general elemantary","2","","",""
"Very important","1992","Single parent ","middle vocational","2","","",""
"Very important","1992","Single parent ","vocational + Abi","","","",""
"Very important","1992","Single parent ","higher vocational","","","",""
"Very important","1992","Single parent ","higher education","1","","",""
"Very important","1992","Couple + C. LE 16 ","in school","","","",""
"Very important","1992","Couple + C. LE 16 ","inadequately","","","",""
"Very important","1992","Couple + C. LE 16 ","general elemantary","3","","",""
"Very important","1992","Couple + C. LE 16 ","middle vocational","22","","",""
"Very important","1992","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very important","1992","Couple + C. LE 16 ","higher vocational","4","","",""
"Very important","1992","Couple + C. LE 16 ","higher education","14","","",""
"Very important","1992","Couple + C. GT 16 ","in school","5","","",""
"Very important","1992","Couple + C. GT 16 ","inadequately","","","",""
"Very important","1992","Couple + C. GT 16 ","general elemantary","9","","",""
"Very important","1992","Couple + C. GT 16 ","middle vocational","24","","",""
"Very important","1992","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Very important","1992","Couple + C. GT 16 ","higher vocational","3","","",""
"Very important","1992","Couple + C. GT 16 ","higher education","9","","",""
"Very important","1992","Couple + C. LE and GT 16","in school","","","",""
"Very important","1992","Couple + C. LE and GT 16","inadequately","","","",""
"Very important","1992","Couple + C. LE and GT 16","general elemantary","4","","",""
"Very important","1992","Couple + C. LE and GT 16","middle vocational","2","","",""
"Very important","1992","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very important","1992","Couple + C. LE and GT 16","higher vocational","1","","",""
"Very important","1992","Couple + C. LE and GT 16","higher education","4","","",""
"Important","1992","1-pers.-HH","in school","","","",""
"Important","1992","1-pers.-HH","inadequately","1","","",""
"Important","1992","1-pers.-HH","general elemantary","20","","",""
"Important","1992","1-pers.-HH","middle vocational","100","0.167961840978947","0.138344278367143","0.19757940359075"
"Important","1992","1-pers.-HH","vocational + Abi","12","","",""
"Important","1992","1-pers.-HH","higher vocational","13","","",""
"Important","1992","1-pers.-HH","higher education","50","0.362405788853722","0.283342720541082","0.441468857166362"
"Important","1992","(Married) couple without C. ","in school","","","",""
"Important","1992","(Married) couple without C. ","inadequately","1","","",""
"Important","1992","(Married) couple without C. ","general elemantary","46","0.0898760564063639","0.0655499218567351","0.114202190955993"
"Important","1992","(Married) couple without C. ","middle vocational","190","0.125681911052047","0.109806981560717","0.141556840543377"
"Important","1992","(Married) couple without C. ","vocational + Abi","14","","",""
"Important","1992","(Married) couple without C. ","higher vocational","29","","",""
"Important","1992","(Married) couple without C. ","higher education","88","0.222641514959741","0.1814058067112","0.263877223208282"
"Important","1992","Single parent ","in school","3","","",""
"Important","1992","Single parent ","inadequately","","","",""
"Important","1992","Single parent ","general elemantary","8","","",""
"Important","1992","Single parent ","middle vocational","22","","",""
"Important","1992","Single parent ","vocational + Abi","3","","",""
"Important","1992","Single parent ","higher vocational","2","","",""
"Important","1992","Single parent ","higher education","16","","",""
"Important","1992","Couple + C. LE 16 ","in school","","","",""
"Important","1992","Couple + C. LE 16 ","inadequately","2","","",""
"Important","1992","Couple + C. LE 16 ","general elemantary","18","","",""
"Important","1992","Couple + C. LE 16 ","middle vocational","168","0.104555330960191","0.0895344155412886","0.119576246379094"
"Important","1992","Couple + C. LE 16 ","vocational + Abi","21","","",""
"Important","1992","Couple + C. LE 16 ","higher vocational","38","0.179545444040835","0.128479344872408","0.230611543209262"
"Important","1992","Couple + C. LE 16 ","higher education","139","0.265678313864485","0.230424130003682","0.300932497725288"
"Important","1992","Couple + C. GT 16 ","in school","12","","",""
"Important","1992","Couple + C. GT 16 ","inadequately","3","","",""
"Important","1992","Couple + C. GT 16 ","general elemantary","51","0.107320978103568","0.0782343459882634","0.136407610218872"
"Important","1992","Couple + C. GT 16 ","middle vocational","170","0.144374499378208","0.124513441235372","0.164235557521044"
"Important","1992","Couple + C. GT 16 ","vocational + Abi","10","","",""
"Important","1992","Couple + C. GT 16 ","higher vocational","30","0.277316612294714","0.197550691151354","0.357082533438075"
"Important","1992","Couple + C. GT 16 ","higher education","65","0.276973060734432","0.219999951306472","0.333946170162392"
"Important","1992","Couple + C. LE and GT 16","in school","9","","",""
"Important","1992","Couple + C. LE and GT 16","inadequately","2","","",""
