"ple0016","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2015","no migration background","Male","237","0.0283839519364189","0.0249178062329281","0.0318500976399098","1"
"Yes","2015","no migration background","Female","195","0.02279996576425","0.019930956050452","0.025668975478048","1"
"Yes","2015","direct migration background","Male","29","","","","1"
"Yes","2015","direct migration background","Female","28","","","","1"
"Yes","2015","indirect migration background","Male","3","","","","1"
"Yes","2015","indirect migration background","Female","8","","","","1"
"No","2016","no migration background","Male","","","","","2"
"No","2016","no migration background","Female","","","","","2"
"No","2016","direct migration background","Male","","","","","2"
"No","2016","direct migration background","Female","","","","","2"
"No","2016","indirect migration background","Male","","","","","2"
"No","2016","indirect migration background","Female","","","","","2"
"Yes","2016","direct migration background","Male","","","","","1"
"Yes","2016","direct migration background","Female","","","","","1"
"Yes","2016","no migration background","Male","","","","","1"
"Yes","2016","no migration background","Female","","","","","1"
"Yes","2016","indirect migration background","Male","","","","","1"
"Yes","2016","indirect migration background","Female","","","","","1"
"No","2017","no migration background","Male","9215","0.973530969541176","0.970297373197182","0.976764565885171","2"
"No","2017","no migration background","Female","10680","0.976977713041103","0.97415874626911","0.979796679813096","2"
"No","2017","direct migration background","Male","2047","0.977335234202179","0.970943762773441","0.983726705630916","2"
"No","2017","direct migration background","Female","2558","0.984783234931678","0.980064242200829","0.989502227662526","2"
"No","2017","indirect migration background","Male","787","0.995726042939678","0.991174123159388","1.00027796271997","2"
"No","2017","indirect migration background","Female","918","0.993767285684526","0.988698270921419","0.998836300447633","2"
"Yes","2017","direct migration background","Male","36","0.0226647657978212","0.0162732943690834","0.0290562372265589","1"
"Yes","2017","direct migration background","Female","27","","","","1"
"Yes","2017","indirect migration background","Male","2","","","","1"
"Yes","2017","no migration background","Male","252","0.0264690304588236","0.0232354341148294","0.0297026268028177","1"
"Yes","2017","no migration background","Female","193","0.023022286958897","0.0202033201869042","0.0258412537308898","1"
"Yes","2017","indirect migration background","Female","8","","","","1"
"No","2018","no migration background","Male","","","","","2"
"No","2018","no migration background","Female","","","","","2"
"No","2018","direct migration background","Male","","","","","2"
"No","2018","direct migration background","Female","","","","","2"
"No","2018","indirect migration background","Male","","","","","2"
"No","2018","indirect migration background","Female","","","","","2"
"Yes","2018","direct migration background","Male","","","","","1"
"Yes","2018","direct migration background","Female","","","","","1"
"Yes","2018","indirect migration background","Male","","","","","1"
"Yes","2018","no migration background","Male","","","","","1"
"Yes","2018","indirect migration background","Female","","","","","1"
"Yes","2018","no migration background","Female","","","","","1"
"No","2019","no migration background","Male","9508","0.969972384381712","0.966594175117431","0.973350593645994","2"
"No","2019","no migration background","Female","10311","0.978812971951031","0.976058237846712","0.98156770605535","2"
"No","2019","direct migration background","Male","1714","0.977723749868599","0.970801375277745","0.984646124459453","2"
"No","2019","direct migration background","Female","2094","0.985114198703696","0.979950894170709","0.990277503236683","2"
"No","2019","indirect migration background","Male","799","0.994897597004328","0.989969640252436","0.99982555375622","2"
"No","2019","indirect migration background","Female","902","0.994132454819279","0.989162015286967","0.99910289435159","2"
"Yes","2019","direct migration background","Male","32","0.022276250131401","0.0153538755405475","0.0291986247222545","1"
"Yes","2019","direct migration background","Female","19","","","","1"
"Yes","2019","no migration background","Male","296","0.0300276156182879","0.0266494063540064","0.0334058248825693","1"
"Yes","2019","indirect migration background","Male","4","","","","1"
"Yes","2019","indirect migration background","Female","5","","","","1"
"Yes","2019","no migration background","Female","187","0.0211870280489692","0.01843229394465","0.0239417621532884","1"
