"ple0016","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2015","middle vocational","Rural Area","109","0.0272632332949763","0.0225602604644239","0.0319662061255287","1"
"Yes","2015","higher vocational","Urban Area","27","","","","1"
"Yes","2015","higher vocational","Rural Area","16","","","","1"
"Yes","2015","in school","Urban Area","","","","","1"
"Yes","2015","in school","Rural Area","","","","","1"
"Yes","2015","inadequately","Urban Area","11","","","","1"
"Yes","2015","inadequately","Rural Area","5","","","","1"
"Yes","2015","general elemantary","Urban Area","41","0.029582118788","0.021724311071455","0.037439926504545","1"
"Yes","2015","general elemantary","Rural Area","17","","","","1"
"Yes","2015","vocational + Abi","Urban Area","18","","","","1"
"Yes","2015","vocational + Abi","Rural Area","7","","","","1"
"Yes","2015","higher education","Urban Area","53","0.0153207385399813","0.0116324020296491","0.0190090750503134","1"
"Yes","2015","higher education","Rural Area","27","","","","1"
"No","2016","in school","Urban Area","","","","","2"
"No","2016","in school","Rural Area","","","","","2"
"No","2016","general elemantary","Urban Area","","","","","2"
"No","2016","general elemantary","Rural Area","","","","","2"
"No","2016","middle vocational","Urban Area","","","","","2"
"No","2016","middle vocational","Rural Area","","","","","2"
"No","2016","vocational + Abi","Urban Area","","","","","2"
"No","2016","vocational + Abi","Rural Area","","","","","2"
"No","2016","higher vocational","Urban Area","","","","","2"
"No","2016","higher vocational","Rural Area","","","","","2"
"No","2016","higher education","Urban Area","","","","","2"
"No","2016","higher education","Rural Area","","","","","2"
"No","2016","inadequately","Urban Area","","","","","2"
"No","2016","inadequately","Rural Area","","","","","2"
"Yes","2016","middle vocational","Urban Area","","","","","1"
"Yes","2016","middle vocational","Rural Area","","","","","1"
"Yes","2016","higher vocational","Urban Area","","","","","1"
"Yes","2016","higher vocational","Rural Area","","","","","1"
"Yes","2016","in school","Urban Area","","","","","1"
"Yes","2016","in school","Rural Area","","","","","1"
"Yes","2016","inadequately","Urban Area","","","","","1"
"Yes","2016","inadequately","Rural Area","","","","","1"
"Yes","2016","general elemantary","Urban Area","","","","","1"
"Yes","2016","general elemantary","Rural Area","","","","","1"
"Yes","2016","vocational + Abi","Urban Area","","","","","1"
"Yes","2016","vocational + Abi","Rural Area","","","","","1"
"Yes","2016","higher education","Urban Area","","","","","1"
"Yes","2016","higher education","Rural Area","","","","","1"
"No","2017","in school","Urban Area","293","1","1","1","2"
"No","2017","in school","Rural Area","119","1","1","1","2"
"No","2017","inadequately","Urban Area","312","0.981604134894438","0.966926757782403","0.996281512006474","2"
"No","2017","inadequately","Rural Area","130","0.964893631883313","0.93384704391139","0.995940219855237","2"
"No","2017","general elemantary","Urban Area","1716","0.972047941896959","0.964327258285538","0.97976862550838","2"
"No","2017","general elemantary","Rural Area","990","0.96600020055438","0.9548510480551","0.97714935305366","2"
"No","2017","middle vocational","Urban Area","7110","0.974333199817066","0.970696814486898","0.977969585147234","2"
"No","2017","middle vocational","Rural Area","4756","0.972564265401963","0.967977443243065","0.977151087560861","2"
"No","2017","vocational + Abi","Urban Area","1590","0.987645931503063","0.982243603330244","0.993048259675882","2"
"No","2017","vocational + Abi","Rural Area","613","0.988920315065219","0.980680895831345","0.997159734299093","2"
"No","2017","higher vocational","Urban Area","870","0.967541333196628","0.955995536556843","0.979087129836413","2"
"No","2017","higher vocational","Rural Area","623","0.970064930763126","0.956872962069601","0.983256899456651","2"
"No","2017","higher education","Urban Area","4657","0.98560575294813","0.982205592642561","0.989005913253698","2"
"No","2017","higher education","Rural Area","1804","0.978958413278799","0.972400577388681","0.985516249168917","2"
"Yes","2017","in school","Urban Area","","","","","1"
"Yes","2017","in school","Rural Area","","","","","1"
"Yes","2017","inadequately","Urban Area","10","","","","1"
"Yes","2017","inadequately","Rural Area","5","","","","1"
"Yes","2017","middle vocational","Urban Area","155","0.0256668001829339","0.0220304148527664","0.0293031855131015","1"
"Yes","2017","middle vocational","Rural Area","116","0.0274357345980369","0.0228489124391392","0.0320225567569346","1"
"Yes","2017","higher vocational","Urban Area","35","0.0324586668033719","0.0209128701635869","0.044004463443157","1"
"Yes","2017","higher vocational","Rural Area","18","","","","1"
"Yes","2017","general elemantary","Urban Area","35","0.0279520581030412","0.0202313744916203","0.035672741714462","1"
"Yes","2017","vocational + Abi","Urban Area","16","","","","1"
"Yes","2017","higher education","Urban Area","57","0.0143942470518702","0.0109940867463016","0.0177944073574389","1"
"Yes","2017","general elemantary","Rural Area","25","","","","1"
"Yes","2017","vocational + Abi","Rural Area","7","","","","1"
"Yes","2017","higher education","Rural Area","36","0.0210415867212013","0.0144837508310831","0.0275994226113194","1"
"No","2018","in school","Urban Area","","","","","2"
"No","2018","in school","Rural Area","","","","","2"
"No","2018","inadequately","Urban Area","","","","","2"
"No","2018","inadequately","Rural Area","","","","","2"
"No","2018","general elemantary","Urban Area","","","","","2"
"No","2018","general elemantary","Rural Area","","","","","2"
"No","2018","middle vocational","Urban Area","","","","","2"
"No","2018","middle vocational","Rural Area","","","","","2"
"No","2018","vocational + Abi","Urban Area","","","","","2"
"No","2018","vocational + Abi","Rural Area","","","","","2"
"No","2018","higher vocational","Urban Area","","","","","2"
"No","2018","higher vocational","Rural Area","","","","","2"
"No","2018","higher education","Urban Area","","","","","2"
"No","2018","higher education","Rural Area","","","","","2"
"Yes","2018","inadequately","Urban Area","","","","","1"
"Yes","2018","inadequately","Rural Area","","","","","1"
"Yes","2018","middle vocational","Urban Area","","","","","1"
"Yes","2018","middle vocational","Rural Area","","","","","1"
"Yes","2018","higher vocational","Urban Area","","","","","1"
"Yes","2018","higher vocational","Rural Area","","","","","1"
"Yes","2018","in school","Urban Area","","","","","1"
"Yes","2018","in school","Rural Area","","","","","1"
"Yes","2018","general elemantary","Urban Area","","","","","1"
"Yes","2018","general elemantary","Rural Area","","","","","1"
"Yes","2018","vocational + Abi","Urban Area","","","","","1"
"Yes","2018","vocational + Abi","Rural Area","","","","","1"
"Yes","2018","higher education","Urban Area","","","","","1"
"Yes","2018","higher education","Rural Area","","","","","1"
"No","2019","in school","Urban Area","236","1","1","1","2"
"No","2019","in school","Rural Area","84","0.98878687666876","0.966402073781146","1.01117167955637","2"
"No","2019","inadequately","Urban Area","252","0.941341220441018","0.912941748395974","0.969740692486061","2"
"No","2019","inadequately","Rural Area","104","0.944996464863771","0.902391310627032","0.987601619100509","2"
"No","2019","general elemantary","Urban Area","1385","0.967642458893719","0.958426051189004","0.976858866598434","2"
"No","2019","general elemantary","Rural Area","888","0.962784626066301","0.950492849155394","0.975076402977208","2"
"No","2019","middle vocational","Urban Area","6100","0.971069105582065","0.966914026055597","0.975224185108532","2"
"No","2019","middle vocational","Rural Area","4224","0.972840557574209","0.967998437475698","0.977682677672721","2"
"No","2019","vocational + Abi","Urban Area","1431","0.995253495298313","0.991707250278353","0.998799740318272","2"
"No","2019","vocational + Abi","Rural Area","595","0.994976518542114","0.98931958230745","1.00063345477678","2"
"No","2019","higher vocational","Urban Area","881","0.977724832849732","0.968141695531998","0.987307970167467","2"
"No","2019","higher vocational","Rural Area","678","0.976075832755289","0.964706668246989","0.987444997263588","2"
"No","2019","higher education","Urban Area","4428","0.987251438402805","0.983971786703158","0.990531090102452","2"
"No","2019","higher education","Rural Area","1866","0.977080564679671","0.970367632324451","0.983793497034891","2"
"Yes","2019","inadequately","Urban Area","11","","","","1"
"Yes","2019","inadequately","Rural Area","6","","","","1"
"Yes","2019","middle vocational","Urban Area","151","0.0289308944179353","0.0247758148914676","0.0330859739444031","1"
"Yes","2019","middle vocational","Rural Area","105","0.0271594424257907","0.022317322327279","0.0320015625243023","1"
"Yes","2019","higher vocational","Urban Area","30","0.0222751671502676","0.0126920298325328","0.0318583044680023","1"
"Yes","2019","higher vocational","Rural Area","16","","","","1"
"Yes","2019","in school","Urban Area","","","","","1"
"Yes","2019","general elemantary","Urban Area","31","0.0323575411062812","0.0231411334015663","0.0415739488109962","1"
"Yes","2019","vocational + Abi","Urban Area","12","","","","1"
"Yes","2019","higher education","Urban Area","67","0.0127485615971947","0.00946890989754779","0.0160282132968415","1"
"Yes","2019","higher education","Rural Area","43","0.0229194353203287","0.0162065029651086","0.0296323676755487","1"
"Yes","2019","in school","Rural Area","1","","","","1"
"Yes","2019","general elemantary","Rural Area","23","","","","1"
"Yes","2019","vocational + Abi","Rural Area","5","","","","1"
