"ple0016","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2010","no degree/no degree yet","in school","","","",""
"Yes","2010","no degree/no degree yet","inadequately","","","",""
"Yes","2010","no degree/no degree yet","general elemantary","","","",""
"Yes","2010","no degree/no degree yet","middle vocational","","","",""
"Yes","2010","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2010","no degree/no degree yet","higher vocational","","","",""
"Yes","2010","no degree/no degree yet","higher education","","","",""
"Yes","2011","lower secondary degree","in school","","","",""
"Yes","2011","lower secondary degree","inadequately","","","",""
"Yes","2011","lower secondary degree","general elemantary","61","1","1","1"
"Yes","2011","lower secondary degree","middle vocational","163","1","1","1"
"Yes","2011","lower secondary degree","vocational + Abi","","","",""
"Yes","2011","lower secondary degree","higher vocational","14","","",""
"Yes","2011","lower secondary degree","higher education","6","","",""
"Yes","2011","secondary school degree","in school","","","",""
"Yes","2011","secondary school degree","inadequately","","","",""
"Yes","2011","secondary school degree","general elemantary","4","","",""
"Yes","2011","secondary school degree","middle vocational","66","1","1","1"
"Yes","2011","secondary school degree","vocational + Abi","","","",""
"Yes","2011","secondary school degree","higher vocational","10","","",""
"Yes","2011","secondary school degree","higher education","11","","",""
"Yes","2011","college entrance qualification","in school","","","",""
"Yes","2011","college entrance qualification","inadequately","","","",""
"Yes","2011","college entrance qualification","general elemantary","","","",""
"Yes","2011","college entrance qualification","middle vocational","1","","",""
"Yes","2011","college entrance qualification","vocational + Abi","2","","",""
"Yes","2011","college entrance qualification","higher vocational","7","","",""
"Yes","2011","college entrance qualification","higher education","46","1","1","1"
"Yes","2011","Other degree","in school","","","",""
"Yes","2011","Other degree","inadequately","1","","",""
"Yes","2011","Other degree","general elemantary","11","","",""
"Yes","2011","Other degree","middle vocational","13","","",""
"Yes","2011","Other degree","vocational + Abi","4","","",""
"Yes","2011","Other degree","higher vocational","2","","",""
"Yes","2011","Other degree","higher education","1","","",""
"Yes","2011","no degree/no degree yet","in school","","","",""
"Yes","2011","no degree/no degree yet","inadequately","8","","",""
"Yes","2011","no degree/no degree yet","general elemantary","","","",""
"Yes","2011","no degree/no degree yet","middle vocational","2","","",""
"Yes","2011","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2011","no degree/no degree yet","higher vocational","","","",""
"Yes","2011","no degree/no degree yet","higher education","","","",""
"Yes","2012","lower secondary degree","in school","","","",""
"Yes","2012","lower secondary degree","inadequately","","","",""
"Yes","2012","lower secondary degree","general elemantary","","","",""
"Yes","2012","lower secondary degree","middle vocational","","","",""
"Yes","2012","lower secondary degree","vocational + Abi","","","",""
"Yes","2012","lower secondary degree","higher vocational","","","",""
"Yes","2012","lower secondary degree","higher education","","","",""
"Yes","2012","secondary school degree","in school","","","",""
"Yes","2012","secondary school degree","inadequately","","","",""
"Yes","2012","secondary school degree","general elemantary","","","",""
"Yes","2012","secondary school degree","middle vocational","","","",""
"Yes","2012","secondary school degree","vocational + Abi","","","",""
"Yes","2012","secondary school degree","higher vocational","","","",""
"Yes","2012","secondary school degree","higher education","","","",""
"Yes","2012","college entrance qualification","in school","","","",""
"Yes","2012","college entrance qualification","inadequately","","","",""
"Yes","2012","college entrance qualification","general elemantary","","","",""
"Yes","2012","college entrance qualification","middle vocational","","","",""
"Yes","2012","college entrance qualification","vocational + Abi","","","",""
"Yes","2012","college entrance qualification","higher vocational","","","",""
"Yes","2012","college entrance qualification","higher education","","","",""
"Yes","2012","Other degree","in school","","","",""
"Yes","2012","Other degree","inadequately","","","",""
"Yes","2012","Other degree","general elemantary","","","",""
"Yes","2012","Other degree","middle vocational","","","",""
"Yes","2012","Other degree","vocational + Abi","","","",""
"Yes","2012","Other degree","higher vocational","","","",""
"Yes","2012","Other degree","higher education","","","",""
"Yes","2012","no degree/no degree yet","in school","","","",""
"Yes","2012","no degree/no degree yet","inadequately","","","",""
"Yes","2012","no degree/no degree yet","general elemantary","","","",""
"Yes","2012","no degree/no degree yet","middle vocational","","","",""
"Yes","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2012","no degree/no degree yet","higher vocational","","","",""
"Yes","2012","no degree/no degree yet","higher education","","","",""
"Yes","2013","lower secondary degree","in school","","","",""
"Yes","2013","lower secondary degree","inadequately","","","",""
"Yes","2013","lower secondary degree","general elemantary","50","1","1","1"
"Yes","2013","lower secondary degree","middle vocational","150","1","1","1"
"Yes","2013","lower secondary degree","vocational + Abi","","","",""
"Yes","2013","lower secondary degree","higher vocational","15","","",""
"Yes","2013","lower secondary degree","higher education","6","","",""
"Yes","2013","secondary school degree","in school","","","",""
"Yes","2013","secondary school degree","inadequately","","","",""
"Yes","2013","secondary school degree","general elemantary","3","","",""
"Yes","2013","secondary school degree","middle vocational","75","1","1","1"
"Yes","2013","secondary school degree","vocational + Abi","","","",""
"Yes","2013","secondary school degree","higher vocational","6","","",""
"Yes","2013","secondary school degree","higher education","6","","",""
"Yes","2013","college entrance qualification","in school","","","",""
"Yes","2013","college entrance qualification","inadequately","","","",""
"Yes","2013","college entrance qualification","general elemantary","","","",""
"Yes","2013","college entrance qualification","middle vocational","3","","",""
"Yes","2013","college entrance qualification","vocational + Abi","4","","",""
"Yes","2013","college entrance qualification","higher vocational","7","","",""
"Yes","2013","college entrance qualification","higher education","52","1","1","1"
"Yes","2013","Other degree","in school","","","",""
"Yes","2013","Other degree","inadequately","","","",""
"Yes","2013","Other degree","general elemantary","7","","",""
"Yes","2013","Other degree","middle vocational","7","","",""
"Yes","2013","Other degree","vocational + Abi","4","","",""
"Yes","2013","Other degree","higher vocational","3","","",""
"Yes","2013","Other degree","higher education","3","","",""
"Yes","2013","no degree/no degree yet","in school","","","",""
"Yes","2013","no degree/no degree yet","inadequately","6","","",""
"Yes","2013","no degree/no degree yet","general elemantary","","","",""
"Yes","2013","no degree/no degree yet","middle vocational","6","","",""
"Yes","2013","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2013","no degree/no degree yet","higher vocational","","","",""
"Yes","2013","no degree/no degree yet","higher education","","","",""
"Yes","2014","lower secondary degree","in school","","","",""
"Yes","2014","lower secondary degree","inadequately","","","",""
"Yes","2014","lower secondary degree","general elemantary","","","",""
"Yes","2014","lower secondary degree","middle vocational","","","",""
"Yes","2014","lower secondary degree","vocational + Abi","","","",""
"Yes","2014","lower secondary degree","higher vocational","","","",""
"Yes","2014","lower secondary degree","higher education","","","",""
"Yes","2014","secondary school degree","in school","","","",""
"Yes","2014","secondary school degree","inadequately","","","",""
"Yes","2014","secondary school degree","general elemantary","","","",""
"Yes","2014","secondary school degree","middle vocational","","","",""
"Yes","2014","secondary school degree","vocational + Abi","","","",""
"Yes","2014","secondary school degree","higher vocational","","","",""
"Yes","2014","secondary school degree","higher education","","","",""
"Yes","2014","college entrance qualification","in school","","","",""
"Yes","2014","college entrance qualification","inadequately","","","",""
"Yes","2014","college entrance qualification","general elemantary","","","",""
"Yes","2014","college entrance qualification","middle vocational","","","",""
"Yes","2014","college entrance qualification","vocational + Abi","","","",""
"Yes","2014","college entrance qualification","higher vocational","","","",""
"Yes","2014","college entrance qualification","higher education","","","",""
"Yes","2014","Other degree","in school","","","",""
"Yes","2014","Other degree","inadequately","","","",""
"Yes","2014","Other degree","general elemantary","","","",""
"Yes","2014","Other degree","middle vocational","","","",""
"Yes","2014","Other degree","vocational + Abi","","","",""
"Yes","2014","Other degree","higher vocational","","","",""
"Yes","2014","Other degree","higher education","","","",""
"Yes","2014","no degree/no degree yet","in school","","","",""
"Yes","2014","no degree/no degree yet","inadequately","","","",""
"Yes","2014","no degree/no degree yet","general elemantary","","","",""
"Yes","2014","no degree/no degree yet","middle vocational","","","",""
"Yes","2014","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2014","no degree/no degree yet","higher vocational","","","",""
"Yes","2014","no degree/no degree yet","higher education","","","",""
"Yes","2015","lower secondary degree","in school","","","",""
"Yes","2015","lower secondary degree","inadequately","","","",""
"Yes","2015","lower secondary degree","general elemantary","45","1","1","1"
"Yes","2015","lower secondary degree","middle vocational","162","1","1","1"
"Yes","2015","lower secondary degree","vocational + Abi","","","",""
"Yes","2015","lower secondary degree","higher vocational","15","","",""
"Yes","2015","lower secondary degree","higher education","5","","",""
"Yes","2015","secondary school degree","in school","","","",""
"Yes","2015","secondary school degree","inadequately","","","",""
"Yes","2015","secondary school degree","general elemantary","5","","",""
"Yes","2015","secondary school degree","middle vocational","82","1","1","1"
"Yes","2015","secondary school degree","vocational + Abi","","","",""
"Yes","2015","secondary school degree","higher vocational","17","","",""
"Yes","2015","secondary school degree","higher education","8","","",""
"Yes","2015","college entrance qualification","in school","","","",""
"Yes","2015","college entrance qualification","inadequately","","","",""
"Yes","2015","college entrance qualification","general elemantary","","","",""
"Yes","2015","college entrance qualification","middle vocational","3","","",""
"Yes","2015","college entrance qualification","vocational + Abi","15","","",""
"Yes","2015","college entrance qualification","higher vocational","9","","",""
"Yes","2015","college entrance qualification","higher education","60","1","1","1"
"Yes","2015","Other degree","in school","","","",""
"Yes","2015","Other degree","inadequately","1","","",""
"Yes","2015","Other degree","general elemantary","8","","",""
"Yes","2015","Other degree","middle vocational","21","","",""
"Yes","2015","Other degree","vocational + Abi","10","","",""
"Yes","2015","Other degree","higher vocational","1","","",""
"Yes","2015","Other degree","higher education","6","","",""
"Yes","2015","no degree/no degree yet","in school","","","",""
"Yes","2015","no degree/no degree yet","inadequately","15","","",""
"Yes","2015","no degree/no degree yet","general elemantary","","","",""
"Yes","2015","no degree/no degree yet","middle vocational","4","","",""
"Yes","2015","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2015","no degree/no degree yet","higher vocational","","","",""
"Yes","2015","no degree/no degree yet","higher education","","","",""
"Yes","2016","lower secondary degree","in school","","","",""
"Yes","2016","lower secondary degree","inadequately","","","",""
"Yes","2016","lower secondary degree","general elemantary","","","",""
"Yes","2016","lower secondary degree","middle vocational","","","",""
"Yes","2016","lower secondary degree","vocational + Abi","","","",""
"Yes","2016","lower secondary degree","higher vocational","","","",""
"Yes","2016","lower secondary degree","higher education","","","",""
"Yes","2016","secondary school degree","in school","","","",""
"Yes","2016","secondary school degree","inadequately","","","",""
"Yes","2016","secondary school degree","general elemantary","","","",""
"Yes","2016","secondary school degree","middle vocational","","","",""
"Yes","2016","secondary school degree","vocational + Abi","","","",""
"Yes","2016","secondary school degree","higher vocational","","","",""
"Yes","2016","secondary school degree","higher education","","","",""
"Yes","2016","college entrance qualification","in school","","","",""
"Yes","2016","college entrance qualification","inadequately","","","",""
"Yes","2016","college entrance qualification","general elemantary","","","",""
"Yes","2016","college entrance qualification","middle vocational","","","",""
"Yes","2016","college entrance qualification","vocational + Abi","","","",""
"Yes","2016","college entrance qualification","higher vocational","","","",""
"Yes","2016","college entrance qualification","higher education","","","",""
"Yes","2016","Other degree","in school","","","",""
"Yes","2016","Other degree","inadequately","","","",""
"Yes","2016","Other degree","general elemantary","","","",""
"Yes","2016","Other degree","middle vocational","","","",""
"Yes","2016","Other degree","vocational + Abi","","","",""
"Yes","2016","Other degree","higher vocational","","","",""
"Yes","2016","Other degree","higher education","","","",""
"Yes","2016","no degree/no degree yet","in school","","","",""
"Yes","2016","no degree/no degree yet","inadequately","","","",""
"Yes","2016","no degree/no degree yet","general elemantary","","","",""
"Yes","2016","no degree/no degree yet","middle vocational","","","",""
"Yes","2016","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2016","no degree/no degree yet","higher vocational","","","",""
"Yes","2016","no degree/no degree yet","higher education","","","",""
"Yes","2017","lower secondary degree","in school","","","",""
"Yes","2017","lower secondary degree","inadequately","","","",""
"Yes","2017","lower secondary degree","general elemantary","43","1","1","1"
"Yes","2017","lower secondary degree","middle vocational","149","1","1","1"
"Yes","2017","lower secondary degree","vocational + Abi","","","",""
"Yes","2017","lower secondary degree","higher vocational","15","","",""
"Yes","2017","lower secondary degree","higher education","6","","",""
"Yes","2017","secondary school degree","in school","","","",""
"Yes","2017","secondary school degree","inadequately","","","",""
"Yes","2017","secondary school degree","general elemantary","6","","",""
"Yes","2017","secondary school degree","middle vocational","94","1","1","1"
"Yes","2017","secondary school degree","vocational + Abi","","","",""
"Yes","2017","secondary school degree","higher vocational","25","","",""
"Yes","2017","secondary school degree","higher education","9","","",""
"Yes","2017","college entrance qualification","in school","","","",""
"Yes","2017","college entrance qualification","inadequately","","","",""
"Yes","2017","college entrance qualification","general elemantary","","","",""
"Yes","2017","college entrance qualification","middle vocational","4","","",""
"Yes","2017","college entrance qualification","vocational + Abi","16","","",""
"Yes","2017","college entrance qualification","higher vocational","11","","",""
"Yes","2017","college entrance qualification","higher education","68","1","1","1"
"Yes","2017","Other degree","in school","","","",""
"Yes","2017","Other degree","inadequately","","","",""
"Yes","2017","Other degree","general elemantary","11","","",""
"Yes","2017","Other degree","middle vocational","15","","",""
"Yes","2017","Other degree","vocational + Abi","7","","",""
"Yes","2017","Other degree","higher vocational","1","","",""
"Yes","2017","Other degree","higher education","9","","",""
"Yes","2017","no degree/no degree yet","in school","","","",""
"Yes","2017","no degree/no degree yet","inadequately","15","","",""
"Yes","2017","no degree/no degree yet","general elemantary","","","",""
"Yes","2017","no degree/no degree yet","middle vocational","6","","",""
"Yes","2017","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2017","no degree/no degree yet","higher vocational","","","",""
"Yes","2017","no degree/no degree yet","higher education","","","",""
"Yes","2018","lower secondary degree","in school","","","",""
"Yes","2018","lower secondary degree","inadequately","","","",""
"Yes","2018","lower secondary degree","general elemantary","","","",""
"Yes","2018","lower secondary degree","middle vocational","","","",""
"Yes","2018","lower secondary degree","vocational + Abi","","","",""
"Yes","2018","lower secondary degree","higher vocational","","","",""
"Yes","2018","lower secondary degree","higher education","","","",""
"Yes","2018","secondary school degree","in school","","","",""
"Yes","2018","secondary school degree","inadequately","","","",""
"Yes","2018","secondary school degree","general elemantary","","","",""
"Yes","2018","secondary school degree","middle vocational","","","",""
"Yes","2018","secondary school degree","vocational + Abi","","","",""
"Yes","2018","secondary school degree","higher vocational","","","",""
"Yes","2018","secondary school degree","higher education","","","",""
"Yes","2018","college entrance qualification","in school","","","",""
"Yes","2018","college entrance qualification","inadequately","","","",""
"Yes","2018","college entrance qualification","general elemantary","","","",""
"Yes","2018","college entrance qualification","middle vocational","","","",""
"Yes","2018","college entrance qualification","vocational + Abi","","","",""
"Yes","2018","college entrance qualification","higher vocational","","","",""
"Yes","2018","college entrance qualification","higher education","","","",""
"Yes","2018","Other degree","in school","","","",""
"Yes","2018","Other degree","inadequately","","","",""
"Yes","2018","Other degree","general elemantary","","","",""
"Yes","2018","Other degree","middle vocational","","","",""
"Yes","2018","Other degree","vocational + Abi","","","",""
"Yes","2018","Other degree","higher vocational","","","",""
"Yes","2018","Other degree","higher education","","","",""
"Yes","2018","no degree/no degree yet","in school","","","",""
"Yes","2018","no degree/no degree yet","inadequately","","","",""
"Yes","2018","no degree/no degree yet","general elemantary","","","",""
"Yes","2018","no degree/no degree yet","middle vocational","","","",""
"Yes","2018","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2018","no degree/no degree yet","higher vocational","","","",""
"Yes","2018","no degree/no degree yet","higher education","","","",""
"Yes","2019","lower secondary degree","in school","","","",""
"Yes","2019","lower secondary degree","inadequately","","","",""
"Yes","2019","lower secondary degree","general elemantary","36","1","1","1"
"Yes","2019","lower secondary degree","middle vocational","147","1","1","1"
"Yes","2019","lower secondary degree","vocational + Abi","","","",""
"Yes","2019","lower secondary degree","higher vocational","21","","",""
"Yes","2019","lower secondary degree","higher education","4","","",""
"Yes","2019","secondary school degree","in school","","","",""
"Yes","2019","secondary school degree","inadequately","","","",""
"Yes","2019","secondary school degree","general elemantary","11","","",""
"Yes","2019","secondary school degree","middle vocational","99","1","1","1"
"Yes","2019","secondary school degree","vocational + Abi","","","",""
"Yes","2019","secondary school degree","higher vocational","18","","",""
"Yes","2019","secondary school degree","higher education","15","","",""
"Yes","2019","college entrance qualification","in school","","","",""
"Yes","2019","college entrance qualification","inadequately","","","",""
"Yes","2019","college entrance qualification","general elemantary","","","",""
"Yes","2019","college entrance qualification","middle vocational","4","","",""
"Yes","2019","college entrance qualification","vocational + Abi","17","","",""
"Yes","2019","college entrance qualification","higher vocational","9","","",""
"Yes","2019","college entrance qualification","higher education","85","1","1","1"
"Yes","2019","Other degree","in school","","","",""
"Yes","2019","Other degree","inadequately","","","",""
"Yes","2019","Other degree","general elemantary","7","","",""
"Yes","2019","Other degree","middle vocational","16","","",""
"Yes","2019","Other degree","vocational + Abi","5","","",""
"Yes","2019","Other degree","higher vocational","","","",""
"Yes","2019","Other degree","higher education","7","","",""
"Yes","2019","no degree/no degree yet","in school","1","","",""
"Yes","2019","no degree/no degree yet","inadequately","17","","",""
"Yes","2019","no degree/no degree yet","general elemantary","","","",""
"Yes","2019","no degree/no degree yet","middle vocational","4","","",""
"Yes","2019","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2019","no degree/no degree yet","higher vocational","1","","",""
"Yes","2019","no degree/no degree yet","higher education","","","",""
