"ple0016","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2009","Couple + C. LE 16 ","higher vocational","1","","","","1"
"Yes","2009","Couple + C. LE 16 ","higher education","1","","","","1"
"Yes","2009","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2009","Couple + C. GT 16 ","inadequately","1","","","","1"
"Yes","2009","Couple + C. GT 16 ","general elemantary","9","","","","1"
"Yes","2009","Couple + C. GT 16 ","middle vocational","14","","","","1"
"Yes","2009","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2009","Couple + C. GT 16 ","higher vocational","2","","","","1"
"Yes","2009","Couple + C. GT 16 ","higher education","3","","","","1"
"Yes","2009","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","middle vocational","3","","","","1"
"Yes","2009","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2010","1-pers.-HH","in school","","","","","2"
"No","2010","1-pers.-HH","inadequately","","","","","2"
"No","2010","1-pers.-HH","general elemantary","","","","","2"
"No","2010","1-pers.-HH","middle vocational","","","","","2"
"No","2010","1-pers.-HH","vocational + Abi","","","","","2"
"No","2010","(Married) couple without C. ","middle vocational","","","","","2"
"No","2010","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2010","(Married) couple without C. ","higher vocational","","","","","2"
"No","2010","(Married) couple without C. ","higher education","","","","","2"
"No","2010","Single parent ","in school","","","","","2"
"No","2010","Single parent ","higher education","","","","","2"
"No","2010","Couple + C. LE 16 ","in school","","","","","2"
"No","2010","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2010","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2010","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2010","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2010","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2010","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2010","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2010","Couple + C. GT 16 ","higher education","","","","","2"
"No","2010","Couple + C. LE and GT 16","in school","","","","","2"
"No","2010","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2010","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2010","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2010","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2010","Couple + C. LE and GT 16","higher education","","","","","2"
"No","2010","1-pers.-HH","higher vocational","","","","","2"
"No","2010","1-pers.-HH","higher education","","","","","2"
"No","2010","(Married) couple without C. ","in school","","","","","2"
"No","2010","(Married) couple without C. ","inadequately","","","","","2"
"No","2010","(Married) couple without C. ","general elemantary","","","","","2"
"No","2010","Single parent ","inadequately","","","","","2"
"No","2010","Single parent ","general elemantary","","","","","2"
"No","2010","Single parent ","middle vocational","","","","","2"
"No","2010","Single parent ","vocational + Abi","","","","","2"
"No","2010","Single parent ","higher vocational","","","","","2"
"No","2010","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2010","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2010","Couple + C. LE 16 ","higher education","","","","","2"
"No","2010","Couple + C. GT 16 ","in school","","","","","2"
"No","2010","Couple + C. GT 16 ","inadequately","","","","","2"
"Yes","2010","1-pers.-HH","in school","","","","","1"
"Yes","2010","1-pers.-HH","inadequately","","","","","1"
"Yes","2010","1-pers.-HH","general elemantary","","","","","1"
"Yes","2010","1-pers.-HH","middle vocational","","","","","1"
"Yes","2010","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2010","1-pers.-HH","higher vocational","","","","","1"
"Yes","2010","1-pers.-HH","higher education","","","","","1"
"Yes","2010","(Married) couple without C. ","in school","","","","","1"
"Yes","2010","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2010","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2010","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2010","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2010","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2010","(Married) couple without C. ","higher education","","","","","1"
"Yes","2010","Single parent ","in school","","","","","1"
"Yes","2010","Single parent ","inadequately","","","","","1"
"Yes","2010","Single parent ","general elemantary","","","","","1"
"Yes","2010","Single parent ","middle vocational","","","","","1"
"Yes","2010","Single parent ","vocational + Abi","","","","","1"
"Yes","2010","Single parent ","higher vocational","","","","","1"
"Yes","2010","Single parent ","higher education","","","","","1"
"Yes","2010","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2010","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2010","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2010","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2010","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2010","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2010","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2010","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2010","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2010","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2010","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2010","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2010","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2010","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2011","1-pers.-HH","inadequately","45","0.974536079413977","0.929499981074154","1.0195721777538","2"
"No","2011","(Married) couple without C. ","vocational + Abi","372","0.994579329689132","0.987157681216653","1.00200097816161","2"
"No","2011","1-pers.-HH","in school","7","","","","2"
"No","2011","(Married) couple without C. ","middle vocational","4146","0.966222038152221","0.960816685618625","0.971627390685816","2"
"No","2011","Single parent ","higher education","174","0.988288146808265","0.972393665485521","1.00418262813101","2"
"No","2011","Couple + C. LE 16 ","in school","","","","","2"
"No","2011","1-pers.-HH","general elemantary","466","0.936351092947442","0.914909934026839","0.957792251868045","2"
"No","2011","1-pers.-HH","middle vocational","1763","0.965315238633302","0.956924836930232","0.973705640336372","2"
"No","2011","1-pers.-HH","vocational + Abi","202","0.998154259264887","0.992249743958476","1.0040587745713","2"
"No","2011","(Married) couple without C. ","higher vocational","613","0.97066556099993","0.957509882365975","0.983821239633885","2"
"No","2011","(Married) couple without C. ","higher education","1993","0.978449527768303","0.972138933969826","0.984760121566781","2"
"No","2011","Single parent ","in school","50","1","1","1","2"
"No","2011","Couple + C. LE 16 ","inadequately","30","1","1","1","2"
"No","2011","Couple + C. LE 16 ","general elemantary","173","0.992642513296306","0.979980865016879","1.00530416157573","2"
"No","2011","Couple + C. LE 16 ","middle vocational","1506","0.997410979759028","0.9948487347603","0.999973224757755","2"
"No","2011","1-pers.-HH","higher vocational","200","0.969834490477424","0.946700924204472","0.992968056750375","2"
"No","2011","1-pers.-HH","higher education","735","0.976761789110891","0.965965041052326","0.987558537169456","2"
"No","2011","(Married) couple without C. ","in school","","","","","2"
"No","2011","(Married) couple without C. ","inadequately","65","0.897687167243886","0.826692351881657","0.968681982606115","2"
"No","2011","(Married) couple without C. ","general elemantary","680","0.961588696591003","0.947422196097914","0.975755197084092","2"
"No","2011","Single parent ","inadequately","30","1","1","1","2"
"No","2011","Single parent ","general elemantary","212","0.995212381561257","0.985942462546574","1.00448230057594","2"
"No","2011","Single parent ","middle vocational","542","0.990212869053251","0.981970542926628","0.998455195179874","2"
"No","2011","Single parent ","vocational + Abi","66","1","1","1","2"
"No","2011","Single parent ","higher vocational","39","0.947805438169396","0.878878288195955","1.01673258814284","2"
"No","2011","Couple + C. LE 16 ","vocational + Abi","293","1","1","1","2"
"No","2011","Couple + C. LE 16 ","higher vocational","268","0.996563421039032","0.989570033656257","1.00355680842181","2"
"No","2011","Couple + C. LE 16 ","higher education","817","0.997665892476305","0.994360986321068","1.00097079863154","2"
"No","2011","Couple + C. GT 16 ","in school","147","1","1","1","2"
"No","2011","Couple + C. GT 16 ","inadequately","33","1","1","1","2"
"No","2011","Couple + C. GT 16 ","general elemantary","318","0.977905220759092","0.961997630911159","0.993812810607026","2"
"No","2011","Couple + C. GT 16 ","middle vocational","1582","0.991307488224112","0.98675617692995","0.995858799518273","2"
"No","2011","Couple + C. GT 16 ","vocational + Abi","184","1","1","1","2"
"No","2011","Couple + C. GT 16 ","higher vocational","209","0.990767562507426","0.977862772524237","1.00367235249061","2"
"No","2011","Couple + C. GT 16 ","higher education","577","0.984961989225061","0.97507437462809","0.994849603822032","2"
"No","2011","Couple + C. LE and GT 16","in school","103","1","1","1","2"
"No","2011","Couple + C. LE and GT 16","inadequately","9","","","","2"
"No","2011","Couple + C. LE and GT 16","general elemantary","177","0.967124229036437","0.941002574565371","0.993245883507502","2"
"No","2011","Couple + C. LE and GT 16","middle vocational","557","0.996115503773523","0.990968092585669","1.00126291496138","2"
"No","2011","Couple + C. LE and GT 16","vocational + Abi","68","1","1","1","2"
"No","2011","Couple + C. LE and GT 16","higher vocational","75","1","1","1","2"
"No","2011","Couple + C. LE and GT 16","higher education","199","1","1","1","2"
"Yes","2011","1-pers.-HH","in school","","","","","1"
"Yes","2011","1-pers.-HH","inadequately","2","","","","1"
"Yes","2011","1-pers.-HH","general elemantary","32","0.0636489070525582","0.0422077481319555","0.0850900659731608","1"
"Yes","2011","1-pers.-HH","middle vocational","64","0.0346847613666982","0.0262943596636283","0.043075163069768","1"
"Yes","2011","1-pers.-HH","vocational + Abi","1","","","","1"
"Yes","2011","1-pers.-HH","higher vocational","10","","","","1"
"Yes","2011","1-pers.-HH","higher education","13","","","","1"
"Yes","2011","(Married) couple without C. ","in school","","","","","1"
"Yes","2011","(Married) couple without C. ","inadequately","5","","","","1"
"Yes","2011","(Married) couple without C. ","general elemantary","27","","","","1"
"Yes","2011","(Married) couple without C. ","middle vocational","145","0.0337779618477794","0.0283726093141839","0.039183314381375","1"
"Yes","2011","(Married) couple without C. ","vocational + Abi","4","","","","1"
"Yes","2011","(Married) couple without C. ","higher vocational","19","","","","1"
"Yes","2011","(Married) couple without C. ","higher education","41","0.0215504722316966","0.0152398784332187","0.0278610660301745","1"
"Yes","2011","Single parent ","in school","","","","","1"
"Yes","2011","Single parent ","inadequately","","","","","1"
"Yes","2011","Single parent ","general elemantary","1","","","","1"
"Yes","2011","Single parent ","middle vocational","6","","","","1"
"Yes","2011","Single parent ","vocational + Abi","","","","","1"
"Yes","2011","Single parent ","higher vocational","1","","","","1"
"Yes","2011","Single parent ","higher education","2","","","","1"
"Yes","2011","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2011","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2011","Couple + C. LE 16 ","general elemantary","2","","","","1"
"Yes","2011","Couple + C. LE 16 ","middle vocational","5","","","","1"
"Yes","2011","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2011","Couple + C. LE 16 ","higher vocational","1","","","","1"
"Yes","2011","Couple + C. LE 16 ","higher education","2","","","","1"
"Yes","2011","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2011","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2011","Couple + C. GT 16 ","general elemantary","10","","","","1"
"Yes","2011","Couple + C. GT 16 ","middle vocational","16","","","","1"
"Yes","2011","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2011","Couple + C. GT 16 ","higher vocational","2","","","","1"
"Yes","2011","Couple + C. GT 16 ","higher education","5","","","","1"
"Yes","2011","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2011","Couple + C. LE and GT 16","inadequately","1","","","","1"
"Yes","2011","Couple + C. LE and GT 16","general elemantary","2","","","","1"
"Yes","2011","Couple + C. LE and GT 16","middle vocational","4","","","","1"
"Yes","2011","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2012","1-pers.-HH","in school","","","","","2"
"No","2012","1-pers.-HH","inadequately","","","","","2"
"No","2012","1-pers.-HH","general elemantary","","","","","2"
"No","2012","1-pers.-HH","middle vocational","","","","","2"
"No","2012","1-pers.-HH","vocational + Abi","","","","","2"
"No","2012","(Married) couple without C. ","middle vocational","","","","","2"
"No","2012","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2012","(Married) couple without C. ","higher vocational","","","","","2"
"No","2012","(Married) couple without C. ","higher education","","","","","2"
"No","2012","Single parent ","in school","","","","","2"
"No","2012","Single parent ","higher education","","","","","2"
"No","2012","Couple + C. LE 16 ","in school","","","","","2"
"No","2012","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2012","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2012","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2012","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2012","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2012","Couple + C. LE 16 ","higher education","","","","","2"
"No","2012","Couple + C. GT 16 ","in school","","","","","2"
"No","2012","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2012","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2012","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2012","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2012","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2012","Couple + C. GT 16 ","higher education","","","","","2"
"No","2012","Couple + C. LE and GT 16","in school","","","","","2"
"No","2012","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2012","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2012","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2012","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2012","Couple + C. LE and GT 16","higher education","","","","","2"
"No","2012","1-pers.-HH","higher vocational","","","","","2"
"No","2012","1-pers.-HH","higher education","","","","","2"
"No","2012","(Married) couple without C. ","in school","","","","","2"
"No","2012","(Married) couple without C. ","inadequately","","","","","2"
"No","2012","(Married) couple without C. ","general elemantary","","","","","2"
"No","2012","Single parent ","inadequately","","","","","2"
"No","2012","Single parent ","general elemantary","","","","","2"
"No","2012","Single parent ","middle vocational","","","","","2"
"No","2012","Single parent ","vocational + Abi","","","","","2"
"No","2012","Single parent ","higher vocational","","","","","2"
"Yes","2012","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2012","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2012","1-pers.-HH","in school","","","","","1"
"Yes","2012","1-pers.-HH","inadequately","","","","","1"
"Yes","2012","1-pers.-HH","general elemantary","","","","","1"
"Yes","2012","1-pers.-HH","middle vocational","","","","","1"
"Yes","2012","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2012","1-pers.-HH","higher vocational","","","","","1"
"Yes","2012","1-pers.-HH","higher education","","","","","1"
"Yes","2012","(Married) couple without C. ","in school","","","","","1"
"Yes","2012","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2012","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2012","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2012","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2012","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2012","(Married) couple without C. ","higher education","","","","","1"
"Yes","2012","Single parent ","in school","","","","","1"
"Yes","2012","Single parent ","inadequately","","","","","1"
"Yes","2012","Single parent ","general elemantary","","","","","1"
"Yes","2012","Single parent ","middle vocational","","","","","1"
"Yes","2012","Single parent ","vocational + Abi","","","","","1"
"Yes","2012","Single parent ","higher vocational","","","","","1"
"Yes","2012","Single parent ","higher education","","","","","1"
"Yes","2012","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2012","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2012","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2012","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2012","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2012","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2012","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2013","1-pers.-HH","in school","1","","","","2"
"No","2013","1-pers.-HH","inadequately","45","0.947250576384771","0.883344749232969","1.01115640353657","2"
"No","2013","1-pers.-HH","general elemantary","417","0.957856296822832","0.939040285648521","0.976672307997142","2"
"No","2013","1-pers.-HH","middle vocational","1683","0.96603549164447","0.957546377097272","0.974524606191667","2"
"No","2013","1-pers.-HH","vocational + Abi","205","0.996894848309686","0.989297175847019","1.00449252077235","2"
"No","2013","(Married) couple without C. ","middle vocational","3800","0.966820866536312","0.96122624244867","0.972415490623955","2"
"No","2013","(Married) couple without C. ","vocational + Abi","344","0.996123350064745","0.989594400374469","1.00265229975502","2"
"No","2013","(Married) couple without C. ","higher vocational","586","0.971475027341516","0.958199308056293","0.984750746626739","2"
"No","2013","(Married) couple without C. ","higher education","2007","0.976504621227791","0.969950902632811","0.983058339822771","2"
"No","2013","Single parent ","in school","51","1","1","1","2"
"No","2013","Single parent ","higher education","169","0.992480340750649","0.979532120658977","1.00542856084232","2"
"No","2013","Couple + C. LE 16 ","in school","1","","","","2"
"No","2013","Couple + C. LE 16 ","inadequately","29","","","","2"
"No","2013","Couple + C. LE 16 ","general elemantary","177","0.993192146704403","0.981146134240721","1.00523815916808","2"
"No","2013","Couple + C. LE 16 ","middle vocational","1277","0.995081529063969","0.991256445614579","0.998906612513359","2"
"No","2013","Couple + C. LE 16 ","vocational + Abi","255","0.999827730847109","0.998220069921022","1.0014353917732","2"
"No","2013","Couple + C. LE 16 ","higher vocational","237","1","1","1","2"
"No","2013","Couple + C. LE 16 ","higher education","769","0.998190599477213","0.995188833561851","1.00119236539257","2"
"No","2013","Couple + C. GT 16 ","in school","114","1","1","1","2"
"No","2013","Couple + C. GT 16 ","inadequately","17","","","","2"
"No","2013","Couple + C. GT 16 ","general elemantary","244","0.978263501333406","0.960151304169528","0.996375698497284","2"
"No","2013","Couple + C. GT 16 ","middle vocational","1338","0.98973859908231","0.984372705871633","0.995104492292988","2"
"No","2013","Couple + C. GT 16 ","vocational + Abi","146","1","1","1","2"
"No","2013","Couple + C. GT 16 ","higher vocational","164","0.964228000430253","0.936144261441241","0.992311739419266","2"
"No","2013","Couple + C. GT 16 ","higher education","490","0.992018350427782","0.984179512726189","0.999857188129375","2"
"No","2013","Couple + C. LE and GT 16","in school","81","1","1","1","2"
"No","2013","Couple + C. LE and GT 16","inadequately","15","","","","2"
"No","2013","Couple + C. LE and GT 16","general elemantary","123","0.994772803937942","0.98208070072317","1.00746490715271","2"
"No","2013","Couple + C. LE and GT 16","middle vocational","392","0.990581185810697","0.981031370599017","1.00013100102238","2"
"No","2013","Couple + C. LE and GT 16","vocational + Abi","64","0.997810511033768","0.98644767262961","1.00917334943793","2"
"No","2013","Couple + C. LE and GT 16","higher vocational","71","1","1","1","2"
"No","2013","Couple + C. LE and GT 16","higher education","153","0.999035969765533","0.994134530557755","1.00393740897331","2"
"No","2013","1-pers.-HH","higher vocational","193","0.965689986701926","0.940588368849074","0.990791604554777","2"
"No","2013","1-pers.-HH","higher education","779","0.974795517633536","0.963879074587471","0.985711960679601","2"
"No","2013","(Married) couple without C. ","in school","4","","","","2"
"No","2013","(Married) couple without C. ","inadequately","52","0.967323257842388","0.920336883238478","1.0143096324463","2"
"No","2013","(Married) couple without C. ","general elemantary","602","0.953488575184742","0.937031208830486","0.969945941538997","2"
"No","2013","Single parent ","inadequately","20","","","","2"
"No","2013","Single parent ","general elemantary","176","0.988375289527472","0.972628569645156","1.00412200940979","2"
"No","2013","Single parent ","middle vocational","539","0.991997490753885","0.98451720447719","0.99947777703058","2"
"No","2013","Single parent ","vocational + Abi","60","1","1","1","2"
"No","2013","Single parent ","higher vocational","35","1","1","1","2"
"Yes","2013","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2013","Couple + C. GT 16 ","higher vocational","4","","","","1"
"Yes","2013","Couple + C. GT 16 ","higher education","5","","","","1"
"Yes","2013","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2013","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2013","1-pers.-HH","in school","","","","","1"
"Yes","2013","1-pers.-HH","inadequately","2","","","","1"
"Yes","2013","1-pers.-HH","general elemantary","21","","","","1"
"Yes","2013","1-pers.-HH","middle vocational","66","0.0339645083555304","0.0254753938083332","0.0424536229027277","1"
"Yes","2013","1-pers.-HH","vocational + Abi","1","","","","1"
