"ple0016","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2013","16-34 y.","direct migration background","285","0.999263145290808","0.996118324216013","1.0024079663656","2"
"No","2013","16-34 y.","indirect migration background","425","1","1","1","2"
"No","2013","35-65 y.","no migration background","8800","0.984332824156676","0.981758604072701","0.986907044240651","2"
"No","2013","35-65 y.","direct migration background","1024","0.992130796556344","0.986745152169196","0.997516440943493","2"
"No","2013","35-65 y.","indirect migration background","282","0.982181359057366","0.966849380385921","0.99751333772881","2"
"No","2013","66 and older","no migration background","4380","0.94408134404326","0.937456690403907","0.950705997682613","2"
"No","2013","66 and older","direct migration background","360","0.955474697943594","0.934626563394934","0.976322832492254","2"
"No","2013","66 and older","indirect migration background","4","","","","2"
"Yes","2013","16-34 y.","no migration background","5","","","","1"
"Yes","2013","16-34 y.","direct migration background","1","","","","1"
"Yes","2013","16-34 y.","indirect migration background","","","","","1"
"Yes","2013","35-65 y.","no migration background","140","0.0156671758433241","0.0130929557593495","0.0182413959272986","1"
"Yes","2013","35-65 y.","direct migration background","10","","","","1"
"Yes","2013","35-65 y.","indirect migration background","4","","","","1"
"Yes","2013","66 and older","no migration background","241","0.0559186559567402","0.0492940023173873","0.0625433095960931","1"
"Yes","2013","66 and older","direct migration background","16","","","","1"
"Yes","2013","66 and older","indirect migration background","1","","","","1"
"No","2014","16-34 y.","no migration background","","","","","2"
"No","2014","16-34 y.","direct migration background","","","","","2"
"No","2014","16-34 y.","indirect migration background","","","","","2"
"No","2014","35-65 y.","no migration background","","","","","2"
"No","2014","35-65 y.","direct migration background","","","","","2"
"No","2014","35-65 y.","indirect migration background","","","","","2"
"No","2014","66 and older","no migration background","","","","","2"
"No","2014","66 and older","direct migration background","","","","","2"
"No","2014","66 and older","indirect migration background","","","","","2"
"Yes","2014","16-34 y.","no migration background","","","","","1"
"Yes","2014","16-34 y.","direct migration background","","","","","1"
"Yes","2014","16-34 y.","indirect migration background","","","","","1"
"Yes","2014","35-65 y.","no migration background","","","","","1"
"Yes","2014","35-65 y.","direct migration background","","","","","1"
"Yes","2014","35-65 y.","indirect migration background","","","","","1"
"Yes","2014","66 and older","no migration background","","","","","1"
"Yes","2014","66 and older","direct migration background","","","","","1"
"Yes","2014","66 and older","indirect migration background","","","","","1"
"No","2015","16-34 y.","no migration background","3726","0.999241471070916","0.998358190712933","1.0001247514289","2"
"No","2015","16-34 y.","direct migration background","1078","0.997713274012092","0.994864577707938","1.00056197031625","2"
"No","2015","16-34 y.","indirect migration background","956","0.999185681236474","0.997379398802996","1.00099196366995","2"
"No","2015","35-65 y.","no migration background","10797","0.98235745923601","0.979893354795321","0.984821563676699","2"
"No","2015","35-65 y.","direct migration background","2780","0.987620909842198","0.983535594871135","0.991706224813261","2"
"No","2015","35-65 y.","indirect migration background","661","0.980525090677757","0.970061571673322","0.990988609682191","2"
"No","2015","66 and older","no migration background","4261","0.942687504160978","0.935910535828754","0.949464472493202","2"
"No","2015","66 and older","direct migration background","406","0.956770236009592","0.937480360981884","0.9760601110373","2"
"No","2015","66 and older","indirect migration background","5","","","","2"
"Yes","2015","16-34 y.","no migration background","6","","","","1"
"Yes","2015","16-34 y.","direct migration background","2","","","","1"
"Yes","2015","16-34 y.","indirect migration background","2","","","","1"
"Yes","2015","35-65 y.","no migration background","168","0.0176425407639901","0.0151784363233008","0.0201066452046794","1"
"Yes","2015","35-65 y.","direct migration background","34","0.0123790901578019","0.00829377518673865","0.0164644051288652","1"
"Yes","2015","35-65 y.","indirect migration background","9","","","","1"
"Yes","2015","66 and older","no migration background","258","0.0573124958390222","0.0505355275067979","0.0640894641712465","1"
"Yes","2015","66 and older","direct migration background","21","","","","1"
"Yes","2015","66 and older","indirect migration background","","","","","1"
"No","2016","16-34 y.","no migration background","","","","","2"
"No","2016","16-34 y.","direct migration background","","","","","2"
"No","2016","16-34 y.","indirect migration background","","","","","2"
"No","2016","35-65 y.","no migration background","","","","","2"
"No","2016","35-65 y.","direct migration background","","","","","2"
"No","2016","35-65 y.","indirect migration background","","","","","2"
"No","2016","66 and older","no migration background","","","","","2"
"No","2016","66 and older","direct migration background","","","","","2"
"No","2016","66 and older","indirect migration background","","","","","2"
"Yes","2016","35-65 y.","no migration background","","","","","1"
"Yes","2016","16-34 y.","no migration background","","","","","1"
"Yes","2016","16-34 y.","direct migration background","","","","","1"
"Yes","2016","16-34 y.","indirect migration background","","","","","1"
"Yes","2016","35-65 y.","direct migration background","","","","","1"
"Yes","2016","35-65 y.","indirect migration background","","","","","1"
"Yes","2016","66 and older","no migration background","","","","","1"
"Yes","2016","66 and older","direct migration background","","","","","1"
"Yes","2016","66 and older","indirect migration background","","","","","1"
"No","2017","16-34 y.","no migration background","4091","0.999027273296865","0.998072605642081","0.99998194095165","2"
"No","2017","16-34 y.","direct migration background","1174","1","1","1","2"
"No","2017","16-34 y.","indirect migration background","974","0.999742826849626","0.998736352423881","1.00074930127537","2"
"No","2017","35-65 y.","no migration background","11489","0.983952844437616","0.981672153864523","0.98623353501071","2"
"No","2017","35-65 y.","direct migration background","3020","0.982693326074628","0.978072674868342","0.987313977280914","2"
"No","2017","35-65 y.","indirect migration background","715","0.984872743888501","0.975981777936486","0.993763709840516","2"
"No","2017","66 and older","no migration background","4315","0.94158222011367","0.934792141366968","0.948372298860372","2"
"No","2017","66 and older","direct migration background","411","0.950216469685382","0.929754033012574","0.97067890635819","2"
"No","2017","66 and older","indirect migration background","16","","","","2"
"Yes","2017","35-65 y.","no migration background","172","0.016047155562384","0.0137664649892905","0.0183278461354774","1"
"Yes","2017","16-34 y.","no migration background","5","","","","1"
"Yes","2017","16-34 y.","direct migration background","","","","","1"
"Yes","2017","16-34 y.","indirect migration background","1","","","","1"
"Yes","2017","35-65 y.","direct migration background","40","0.0173066739253719","0.0126860227190862","0.0219273251316577","1"
"Yes","2017","35-65 y.","indirect migration background","9","","","","1"
"Yes","2017","66 and older","no migration background","268","0.05841777988633","0.0516277011396282","0.0652078586330319","1"
"Yes","2017","66 and older","direct migration background","23","","","","1"
"Yes","2017","66 and older","indirect migration background","","","","","1"
"No","2018","16-34 y.","no migration background","","","","","2"
"No","2018","16-34 y.","direct migration background","","","","","2"
"No","2018","16-34 y.","indirect migration background","","","","","2"
"No","2018","35-65 y.","no migration background","","","","","2"
"No","2018","35-65 y.","direct migration background","","","","","2"
"No","2018","35-65 y.","indirect migration background","","","","","2"
"No","2018","66 and older","no migration background","","","","","2"
"No","2018","66 and older","direct migration background","","","","","2"
"No","2018","66 and older","indirect migration background","","","","","2"
"Yes","2018","35-65 y.","no migration background","","","","","1"
"Yes","2018","66 and older","direct migration background","","","","","1"
"Yes","2018","16-34 y.","no migration background","","","","","1"
"Yes","2018","16-34 y.","direct migration background","","","","","1"
"Yes","2018","16-34 y.","indirect migration background","","","","","1"
"Yes","2018","35-65 y.","direct migration background","","","","","1"
"Yes","2018","35-65 y.","indirect migration background","","","","","1"
"Yes","2018","66 and older","no migration background","","","","","1"
"Yes","2018","66 and older","indirect migration background","","","","","1"
"No","2019","16-34 y.","no migration background","3753","0.999344935703226","0.998526905430389","1.00016296597606","2"
"No","2019","16-34 y.","direct migration background","813","0.999901249136977","0.9992186198862","1.00058387838775","2"
"No","2019","16-34 y.","indirect migration background","883","0.999244998124151","0.997434358728957","1.00105563751935","2"
"No","2019","35-65 y.","no migration background","11592","0.984134609139061","0.981877284346249","0.986391933931873","2"
"No","2019","35-65 y.","direct migration background","2587","0.984473169261719","0.979734508750165","0.989211829773273","2"
"No","2019","35-65 y.","indirect migration background","787","0.99164604980475","0.985303204299758","0.997988895309742","2"
"No","2019","66 and older","no migration background","4482","0.93871372705087","0.931914854360206","0.945512599741535","2"
"No","2019","66 and older","direct migration background","408","0.948660206474603","0.927801072962561","0.969519339986645","2"
"No","2019","66 and older","indirect migration background","32","0.904712979447911","0.808801823578376","1.00062413531745","2"
"Yes","2019","35-65 y.","no migration background","179","0.015865390860939","0.0136080660681267","0.0181227156537514","1"
"Yes","2019","66 and older","direct migration background","22","","","","1"
"Yes","2019","16-34 y.","indirect migration background","1","","","","1"
"Yes","2019","35-65 y.","direct migration background","28","","","","1"
"Yes","2019","35-65 y.","indirect migration background","4","","","","1"
"Yes","2019","66 and older","no migration background","299","0.0612862729491297","0.0544874002584651","0.0680851456397942","1"
"Yes","2019","66 and older","indirect migration background","4","","","","1"
"Yes","2019","16-34 y.","no migration background","5","","","","1"
"Yes","2019","16-34 y.","direct migration background","1","","","","1"
