"ple0016","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2017","(2b) intermediate general qualification","Male","4","","",""
"Yes","2017","(2b) intermediate general qualification","Female","2","","",""
"Yes","2017","(2a) intermediate vocational","Male","65","1","1","1"
"Yes","2017","(2a) intermediate vocational","Female","53","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Male","2","","",""
"Yes","2017","(2c_gen) general maturity certificate","Female","2","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","Male","20","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","Female","16","","",""
"Yes","2017","(3a) lower tertiary education","Male","26","","",""
"Yes","2017","(3a) lower tertiary education","Female","8","","",""
"Yes","2017","(3b) higher tertiary education","Male","41","1","1","1"
"Yes","2017","(3b) higher tertiary education","Female","18","","",""
"Yes","2018","(0) in school","Male","","","",""
"Yes","2018","(0) in school","Female","","","",""
"Yes","2018","(1a) inadequately completed","Male","","","",""
"Yes","2018","(1a) inadequately completed","Female","","","",""
"Yes","2018","(1b) general elementary school","Male","","","",""
"Yes","2018","(1b) general elementary school","Female","","","",""
"Yes","2018","(1c) basic vocational qualification","Male","","","",""
"Yes","2018","(1c) basic vocational qualification","Female","","","",""
"Yes","2018","(2b) intermediate general qualification","Male","","","",""
"Yes","2018","(2b) intermediate general qualification","Female","","","",""
"Yes","2018","(2a) intermediate vocational","Male","","","",""
"Yes","2018","(2a) intermediate vocational","Female","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2018","(3a) lower tertiary education","Male","","","",""
"Yes","2018","(3a) lower tertiary education","Female","","","",""
"Yes","2018","(3b) higher tertiary education","Male","","","",""
"Yes","2018","(3b) higher tertiary education","Female","","","",""
"Yes","2019","(0) in school","Male","","","",""
"Yes","2019","(0) in school","Female","1","","",""
"Yes","2019","(1a) inadequately completed","Male","14","","",""
"Yes","2019","(1a) inadequately completed","Female","8","","",""
"Yes","2019","(1b) general elementary school","Male","18","","",""
"Yes","2019","(1b) general elementary school","Female","25","","",""
"Yes","2019","(1c) basic vocational qualification","Male","115","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Female","65","1","1","1"
"Yes","2019","(2b) intermediate general qualification","Male","5","","",""
"Yes","2019","(2b) intermediate general qualification","Female","6","","",""
"Yes","2019","(2a) intermediate vocational","Male","59","1","1","1"
"Yes","2019","(2a) intermediate vocational","Female","58","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Male","5","","",""
"Yes","2019","(2c_gen) general maturity certificate","Female","3","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","Male","23","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","Female","8","","",""
"Yes","2019","(3a) lower tertiary education","Male","32","1","1","1"
"Yes","2019","(3a) lower tertiary education","Female","11","","",""
"Yes","2019","(3b) higher tertiary education","Male","51","1","1","1"
"Yes","2019","(3b) higher tertiary education","Female","20","","",""
