"ple0016","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2011","middle vocational","Female","105","0.0216933945057822","0.0178856719265019","0.0255011170850626"
"Yes","2011","vocational + Abi","Male","4","","",""
"Yes","2011","vocational + Abi","Female","2","","",""
"Yes","2011","higher vocational","Male","24","","",""
"Yes","2011","higher vocational","Female","9","","",""
"Yes","2011","higher education","Male","48","0.0226371330874099","0.0167771128093907","0.028497153365429"
"Yes","2011","higher education","Female","17","","",""
"No","2011","in school","Male","162","1","1","1"
"No","2011","in school","Female","151","1","1","1"
"No","2011","inadequately","Male","86","0.970103360757089","0.934919213772075","1.0052875077421"
"No","2011","inadequately","Female","138","0.949053914571795","0.913014234713712","0.985093594429879"
"No","2011","general elemantary","Male","648","0.966736418179605","0.953168120076872","0.980304716282339"
"No","2011","general elemantary","Female","1464","0.95778641748852","0.947667926646526","0.967904908330514"
"No","2011","middle vocational","Male","4785","0.971716979321824","0.967087013715756","0.976346944927892"
"No","2011","middle vocational","Female","5518","0.978306605494218","0.974498882914937","0.982114328073498"
"No","2011","vocational + Abi","Male","451","0.995750286983907","0.989773092123524","1.00172748184429"
"No","2011","vocational + Abi","Female","752","0.998607743733532","0.995946286613309","1.00126920085376"
"No","2011","higher vocational","Male","878","0.973325448503123","0.962810130175355","0.983840766830892"
"No","2011","higher vocational","Female","543","0.983552715834697","0.972942493828588","0.994162937840806"
"No","2011","higher education","Male","2427","0.97736286691259","0.971502846634571","0.983222887190609"
"No","2011","higher education","Female","2108","0.988229791411051","0.983644259980571","0.992815322841531"
"Yes","2012","in school","Male","","","",""
"Yes","2012","in school","Female","","","",""
"Yes","2012","inadequately","Male","","","",""
"Yes","2012","inadequately","Female","","","",""
"Yes","2012","general elemantary","Male","","","",""
"Yes","2012","general elemantary","Female","","","",""
"Yes","2012","middle vocational","Male","","","",""
"Yes","2012","middle vocational","Female","","","",""
"Yes","2012","vocational + Abi","Male","","","",""
"Yes","2012","vocational + Abi","Female","","","",""
"Yes","2012","higher vocational","Male","","","",""
"Yes","2012","higher vocational","Female","","","",""
"Yes","2012","higher education","Male","","","",""
"Yes","2012","higher education","Female","","","",""
"No","2012","in school","Male","","","",""
"No","2012","in school","Female","","","",""
"No","2012","inadequately","Male","","","",""
"No","2012","inadequately","Female","","","",""
"No","2012","general elemantary","Male","","","",""
"No","2012","general elemantary","Female","","","",""
"No","2012","middle vocational","Male","","","",""
"No","2012","middle vocational","Female","","","",""
"No","2012","vocational + Abi","Male","","","",""
"No","2012","vocational + Abi","Female","","","",""
"No","2012","higher vocational","Male","","","",""
"No","2012","higher vocational","Female","","","",""
"No","2012","higher education","Male","","","",""
"No","2012","higher education","Female","","","",""
"Yes","2013","in school","Male","","","",""
"Yes","2013","in school","Female","","","",""
"Yes","2013","inadequately","Male","2","","",""
"Yes","2013","inadequately","Female","4","","",""
"Yes","2013","general elemantary","Male","17","","",""
"Yes","2013","general elemantary","Female","43","0.0387616231979438","0.0281912564795549","0.0493319899163327"
"Yes","2013","middle vocational","Male","129","0.0289568207638486","0.0239651233654705","0.0339485181622267"
"Yes","2013","middle vocational","Female","113","0.0234589411801697","0.0193147194115488","0.0276031629487906"
"Yes","2013","vocational + Abi","Male","6","","",""
"Yes","2013","vocational + Abi","Female","2","","",""
"Yes","2013","higher vocational","Male","24","","",""
"Yes","2013","higher vocational","Female","7","","",""
"Yes","2013","higher education","Male","48","0.022455690801542","0.0164768697315216","0.0284345118715624"
"Yes","2013","higher education","Female","20","","",""
"No","2013","in school","Male","122","1","1","1"
"No","2013","in school","Female","138","1","1","1"
"No","2013","inadequately","Male","83","0.974041542017408","0.940237641640631","1.00784544239418"
"No","2013","inadequately","Female","106","0.96233542026176","0.926757418941559","0.997913421581961"
"No","2013","general elemantary","Male","568","0.972589261378698","0.959358182388174","0.985820340369222"
"No","2013","general elemantary","Female","1238","0.961238376802056","0.950668010083667","0.971808743520445"
"No","2013","middle vocational","Male","4206","0.971043179236151","0.966051481837773","0.976034876634529"
"No","2013","middle vocational","Female","5011","0.97654105881983","0.972396837051209","0.980685280588451"
"No","2013","vocational + Abi","Male","414","0.995004023206875","0.988261133276579","1.00174691313717"
"No","2013","vocational + Abi","Female","681","0.999585794627859","0.998059790738078","1.00111179851764"
"No","2013","higher vocational","Male","802","0.97077058452632","0.959283060394562","0.982258108658079"
"No","2013","higher vocational","Female","500","0.981226958764925","0.969412980588473","0.993040936941377"
"No","2013","higher education","Male","2311","0.977544309198458","0.971565488128438","0.983523130268478"
"No","2013","higher education","Female","2099","0.986003673392298","0.981001843550775","0.991005503233822"
"Yes","2014","in school","Male","","","",""
"Yes","2014","in school","Female","","","",""
"Yes","2014","inadequately","Male","","","",""
"Yes","2014","inadequately","Female","","","",""
"Yes","2014","general elemantary","Male","","","",""
"Yes","2014","general elemantary","Female","","","",""
"Yes","2014","middle vocational","Male","","","",""
"Yes","2014","middle vocational","Female","","","",""
"Yes","2014","vocational + Abi","Male","","","",""
"Yes","2014","vocational + Abi","Female","","","",""
"Yes","2014","higher vocational","Male","","","",""
"Yes","2014","higher vocational","Female","","","",""
"Yes","2014","higher education","Male","","","",""
"Yes","2014","higher education","Female","","","",""
"No","2014","in school","Male","","","",""
"No","2014","in school","Female","","","",""
"No","2014","inadequately","Male","","","",""
"No","2014","inadequately","Female","","","",""
"No","2014","general elemantary","Male","","","",""
"No","2014","general elemantary","Female","","","",""
"No","2014","middle vocational","Male","","","",""
"No","2014","middle vocational","Female","","","",""
"No","2014","vocational + Abi","Male","","","",""
"No","2014","vocational + Abi","Female","","","",""
"No","2014","higher vocational","Male","","","",""
"No","2014","higher vocational","Female","","","",""
"No","2014","higher education","Male","","","",""
"No","2014","higher education","Female","","","",""
"Yes","2015","in school","Male","","","",""
"Yes","2015","in school","Female","","","",""
"Yes","2015","inadequately","Male","8","","",""
"Yes","2015","inadequately","Female","8","","",""
"Yes","2015","general elemantary","Male","13","","",""
"Yes","2015","general elemantary","Female","45","0.0382808694419209","0.0290673487283591","0.0474943901554827"
"Yes","2015","middle vocational","Male","149","0.0324053815346424","0.0276104856273563","0.0372002774419285"
"Yes","2015","middle vocational","Female","126","0.0228225870736988","0.0191842914587344","0.0264608826886631"
"Yes","2015","vocational + Abi","Male","15","","",""
"Yes","2015","vocational + Abi","Female","10","","",""
"Yes","2015","higher vocational","Male","28","","",""
"Yes","2015","higher vocational","Female","15","","",""
"Yes","2015","higher education","Male","54","0.0213297556484385","0.0161257229160702","0.0265337883808068"
"Yes","2015","higher education","Female","26","","",""
"No","2015","in school","Male","155","1","1","1"
"No","2015","in school","Female","197","1","1","1"
"No","2015","inadequately","Male","155","0.956788926491033","0.925574174631839","0.988003678350227"
"No","2015","inadequately","Female","241","0.963893679149626","0.940722154949855","0.987065203349398"
"No","2015","general elemantary","Male","1009","0.988848877465368","0.982410937839597","0.995286817091139"
"No","2015","general elemantary","Female","1621","0.961719130558079","0.952505609844517","0.970932651271641"
"No","2015","middle vocational","Male","5090","0.967594618465358","0.962799722558071","0.972389514372644"
"No","2015","middle vocational","Female","6346","0.977177412926301","0.973539117311337","0.980815708541266"
"No","2015","vocational + Abi","Male","702","0.988008865592102","0.980041787584193","0.995975943600011"
"No","2015","vocational + Abi","Female","1234","0.992704749906126","0.987975763743684","0.997433736068568"
"No","2015","higher vocational","Male","918","0.96850886135364","0.957380057086237","0.979637665621042"
"No","2015","higher vocational","Female","571","0.976419742326819","0.964134270729533","0.988705213924106"
"No","2015","higher education","Male","2907","0.978670244351561","0.973466211619193","0.98387427708393"
"No","2015","higher education","Female","2906","0.988724065880311","0.984902160547623","0.992545971212998"
"Yes","2016","in school","Male","","","",""
"Yes","2016","in school","Female","","","",""
"Yes","2016","inadequately","Male","","","",""
"Yes","2016","inadequately","Female","","","",""
"Yes","2016","general elemantary","Male","","","",""
"Yes","2016","general elemantary","Female","","","",""
"Yes","2016","middle vocational","Male","","","",""
"Yes","2016","middle vocational","Female","","","",""
"Yes","2016","vocational + Abi","Male","","","",""
"Yes","2016","vocational + Abi","Female","","","",""
"Yes","2016","higher vocational","Male","","","",""
"Yes","2016","higher vocational","Female","","","",""
"Yes","2016","higher education","Male","","","",""
"Yes","2016","higher education","Female","","","",""
"No","2016","in school","Male","","","",""
"No","2016","in school","Female","","","",""
"No","2016","inadequately","Male","","","",""
"No","2016","inadequately","Female","","","",""
"No","2016","general elemantary","Male","","","",""
"No","2016","general elemantary","Female","","","",""
"No","2016","middle vocational","Male","","","",""
"No","2016","middle vocational","Female","","","",""
"No","2016","vocational + Abi","Male","","","",""
"No","2016","vocational + Abi","Female","","","",""
"No","2016","higher vocational","Male","","","",""
"No","2016","higher vocational","Female","","","",""
"No","2016","higher education","Male","","","",""
"No","2016","higher education","Female","","","",""
"Yes","2017","in school","Male","","","",""
"Yes","2017","in school","Female","","","",""
"Yes","2017","inadequately","Male","9","","",""
"Yes","2017","inadequately","Female","6","","",""
"Yes","2017","general elemantary","Male","18","","",""
"Yes","2017","general elemantary","Female","42","0.032065093687163","0.0237003501822894","0.0404298371920367"
"Yes","2017","middle vocational","Male","146","0.0282566626619004","0.0238813558685082","0.0326319694552926"
"Yes","2017","middle vocational","Female","125","0.0244797026492134","0.0207591210842829","0.0282002842141438"
"Yes","2017","vocational + Abi","Male","11","","",""
"Yes","2017","vocational + Abi","Female","12","","",""
"Yes","2017","higher vocational","Male","37","0.0341844940045235","0.0226239931650895","0.0457449948439575"
"Yes","2017","higher vocational","Female","16","","",""
"Yes","2017","higher education","Male","67","0.0207605398865333","0.0158788111318111","0.0256422686412556"
"Yes","2017","higher education","Female","26","","",""
"No","2017","in school","Male","193","1","1","1"
"No","2017","in school","Female","219","1","1","1"
"No","2017","inadequately","Male","182","0.964618705723449","0.93841901860242","0.990818392844478"
"No","2017","inadequately","Female","260","0.987269136384411","0.973796456660131","1.00074181610869"
"No","2017","general elemantary","Male","1044","0.973364261823433","0.963680236876561","0.983048286770306"
"No","2017","general elemantary","Female","1662","0.967934906312837","0.959570162807963","0.976299649817711"
"No","2017","middle vocational","Male","5364","0.9717433373381","0.967368030544707","0.976118644131492"
"No","2017","middle vocational","Female","6502","0.975520297350787","0.971799715785856","0.979240878915717"
"No","2017","vocational + Abi","Male","815","0.991291342902228","0.984955063501674","0.997627622302783"
"No","2017","vocational + Abi","Female","1388","0.985294015372976","0.978988594944533","0.991599435801419"
"No","2017","higher vocational","Male","912","0.965815505995476","0.954255005156042","0.977376006834911"
"No","2017","higher vocational","Female","581","0.973375141009203","0.960461618944041","0.986288663074364"
"No","2017","higher education","Male","3210","0.979239460113467","0.974357731358744","0.984121188868189"
"No","2017","higher education","Female","3251","0.989360115171351","0.985847298113554","0.992872932229149"
"Yes","2018","in school","Male","","","",""
"Yes","2018","in school","Female","","","",""
"Yes","2018","inadequately","Male","","","",""
"Yes","2018","inadequately","Female","","","",""
"Yes","2018","general elemantary","Male","","","",""
"Yes","2018","general elemantary","Female","","","",""
"Yes","2018","middle vocational","Male","","","",""
"Yes","2018","middle vocational","Female","","","",""
"Yes","2018","vocational + Abi","Male","","","",""
"Yes","2018","vocational + Abi","Female","","","",""
"Yes","2018","higher vocational","Male","","","",""
"Yes","2018","higher vocational","Female","","","",""
"Yes","2018","higher education","Male","","","",""
"Yes","2018","higher education","Female","","","",""
"No","2018","in school","Male","","","",""
"No","2018","in school","Female","","","",""
"No","2018","inadequately","Male","","","",""
"No","2018","inadequately","Female","","","",""
"No","2018","general elemantary","Male","","","",""
"No","2018","general elemantary","Female","","","",""
"No","2018","middle vocational","Male","","","",""
"No","2018","middle vocational","Female","","","",""
"No","2018","vocational + Abi","Male","","","",""
"No","2018","vocational + Abi","Female","","","",""
"No","2018","higher vocational","Male","","","",""
"No","2018","higher vocational","Female","","","",""
"No","2018","higher education","Male","","","",""
"No","2018","higher education","Female","","","",""
"Yes","2019","in school","Male","","","",""
"Yes","2019","in school","Female","1","","",""
"Yes","2019","inadequately","Male","10","","",""
"Yes","2019","inadequately","Female","7","","",""
"Yes","2019","general elemantary","Male","23","","",""
"Yes","2019","general elemantary","Female","31","0.0318321621994595","0.0227269015495353","0.0409374228493837"
"Yes","2019","middle vocational","Male","153","0.0326245921196941","0.0277340499036845","0.0375151343357036"
"Yes","2019","middle vocational","Female","122","0.0253669041866197","0.0214090606767966","0.0293247476964428"
"Yes","2019","vocational + Abi","Male","17","","",""
"Yes","2019","vocational + Abi","Female","5","","",""
"Yes","2019","higher vocational","Male","38","0.0302561519095028","0.0200545299637506","0.0404577738552551"
"Yes","2019","higher vocational","Female","11","","",""
"Yes","2019","higher education","Male","83","0.0196759597380746","0.0151820222787921","0.024169897197357"
"Yes","2019","higher education","Female","31","0.00942098371519107","0.00615018690434155","0.0126917805260406"
"No","2019","in school","Male","168","1","1","1"
"No","2019","in school","Female","162","0.9951464733955","0.984477404975609","1.00581554181539"
"No","2019","inadequately","Male","164","0.906783139147673","0.863584265650924","0.949982012644422"
"No","2019","inadequately","Female","210","0.971442713708129","0.949281921099711","0.993603506316546"
"No","2019","general elemantary","Male","970","0.965867742186434","0.954574599734443","0.977160884638426"
"No","2019","general elemantary","Female","1397","0.96816783780054","0.959062577150616","0.977273098450465"
"No","2019","middle vocational","Male","4916","0.967375407880306","0.962484865664296","0.972265950096316"
"No","2019","middle vocational","Female","5941","0.97463309581338","0.970675252303557","0.978590939323203"
"No","2019","vocational + Abi","Male","815","0.991909583713149","0.98582251918992","0.997996648236377"
"No","2019","vocational + Abi","Female","1336","0.996222326707691","0.992938924882317","0.999505728533064"
"No","2019","higher vocational","Male","1045","0.969743848090497","0.959542226144745","0.979945470036249"
"No","2019","higher vocational","Female","578","0.991252572353606","0.983732486707884","0.998772657999327"
"No","2019","higher education","Male","3586","0.980324040261925","0.975830102802643","0.984817977721208"
"No","2019","higher education","Female","3320","0.990579016284809","0.987308219473959","0.993849813095658"
