"ple0016","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2010","35-65 y.","higher vocational","","","",""
"Yes","2010","35-65 y.","higher education","","","",""
"Yes","2010","66 and older","in school","","","",""
"Yes","2010","66 and older","inadequately","","","",""
"Yes","2010","66 and older","general elemantary","","","",""
"Yes","2010","66 and older","middle vocational","","","",""
"Yes","2010","66 and older","vocational + Abi","","","",""
"Yes","2010","66 and older","higher vocational","","","",""
"Yes","2010","66 and older","higher education","","","",""
"No","2010","16-34 y.","in school","","","",""
"No","2010","16-34 y.","inadequately","","","",""
"No","2010","16-34 y.","general elemantary","","","",""
"No","2010","16-34 y.","middle vocational","","","",""
"No","2010","16-34 y.","vocational + Abi","","","",""
"No","2010","16-34 y.","higher vocational","","","",""
"No","2010","16-34 y.","higher education","","","",""
"No","2010","35-65 y.","in school","","","",""
"No","2010","35-65 y.","inadequately","","","",""
"No","2010","35-65 y.","general elemantary","","","",""
"No","2010","35-65 y.","middle vocational","","","",""
"No","2010","35-65 y.","vocational + Abi","","","",""
"No","2010","35-65 y.","higher vocational","","","",""
"No","2010","35-65 y.","higher education","","","",""
"No","2010","66 and older","in school","","","",""
"No","2010","66 and older","inadequately","","","",""
"No","2010","66 and older","general elemantary","","","",""
"No","2010","66 and older","middle vocational","","","",""
"No","2010","66 and older","vocational + Abi","","","",""
"No","2010","66 and older","higher vocational","","","",""
"No","2010","66 and older","higher education","","","",""
"Yes","2011","16-34 y.","in school","","","",""
"Yes","2011","16-34 y.","inadequately","","","",""
"Yes","2011","16-34 y.","general elemantary","1","","",""
"Yes","2011","16-34 y.","middle vocational","1","","",""
"Yes","2011","16-34 y.","vocational + Abi","","","",""
"Yes","2011","16-34 y.","higher vocational","","","",""
"Yes","2011","16-34 y.","higher education","","","",""
"Yes","2011","35-65 y.","in school","","","",""
"Yes","2011","35-65 y.","inadequately","4","","",""
"Yes","2011","35-65 y.","general elemantary","20","","",""
"Yes","2011","35-65 y.","middle vocational","99","0.0180283739890311","0.0146438911571339","0.0214128568209284"
"Yes","2011","35-65 y.","vocational + Abi","2","","",""
"Yes","2011","35-65 y.","higher vocational","10","","",""
"Yes","2011","35-65 y.","higher education","19","","",""
"Yes","2011","66 and older","in school","","","",""
"Yes","2011","66 and older","inadequately","5","","",""
"Yes","2011","66 and older","general elemantary","55","0.0695369575769303","0.0523046765499361","0.0867692386039245"
"Yes","2011","66 and older","middle vocational","145","0.0560995871727775","0.0473744395259178","0.0648247348196372"
"Yes","2011","66 and older","vocational + Abi","4","","",""
"Yes","2011","66 and older","higher vocational","23","","",""
"Yes","2011","66 and older","higher education","46","0.061037298374864","0.0468577351522479","0.0752168615974801"
"No","2011","16-34 y.","in school","313","1","1","1"
"No","2011","16-34 y.","inadequately","54","1","1","1"
"No","2011","16-34 y.","general elemantary","569","0.999948252454439","0.999357719274818","1.00053878563406"
"No","2011","16-34 y.","middle vocational","1938","0.999678446853323","0.998880423257254","1.00047647044939"
"No","2011","16-34 y.","vocational + Abi","390","1","1","1"
"No","2011","16-34 y.","higher vocational","124","1","1","1"
"No","2011","16-34 y.","higher education","647","1","1","1"
"No","2011","35-65 y.","in school","","","",""
"No","2011","35-65 y.","inadequately","114","0.944565425872099","0.903278412534795","0.985852439209404"
"No","2011","35-65 y.","general elemantary","761","0.969041647074389","0.95689426424329","0.981189029905488"
"No","2011","35-65 y.","middle vocational","5838","0.981971626010969","0.978587143179071","0.985356108842866"
"No","2011","35-65 y.","vocational + Abi","689","0.998396225383984","0.995412683079506","1.00137976768846"
"No","2011","35-65 y.","higher vocational","938","0.992819814461343","0.987445204239491","0.998194424683195"
"No","2011","35-65 y.","higher education","2839","0.994105810593397","0.991299438011271","0.996912183175522"
"No","2011","66 and older","in school","","","",""
"No","2011","66 and older","inadequately","56","0.942786362772335","0.884503671390907","1.00106905415376"
"No","2011","66 and older","general elemantary","782","0.93046304242307","0.913230761396076","0.947695323450064"
"No","2011","66 and older","middle vocational","2527","0.943900412827223","0.935175265180363","0.952625560474082"
"No","2011","66 and older","vocational + Abi","124","0.986234761843034","0.966049930541864","1.0064195931442"
"No","2011","66 and older","higher vocational","359","0.934468459069662","0.909652908030179","0.959284010109145"
"No","2011","66 and older","higher education","1049","0.938962701625136","0.92478313840252","0.953142264847752"
"Yes","2012","16-34 y.","in school","","","",""
"Yes","2012","16-34 y.","inadequately","","","",""
"Yes","2012","16-34 y.","general elemantary","","","",""
"Yes","2012","16-34 y.","middle vocational","","","",""
"Yes","2012","16-34 y.","vocational + Abi","","","",""
"Yes","2012","16-34 y.","higher vocational","","","",""
"Yes","2012","16-34 y.","higher education","","","",""
"Yes","2012","35-65 y.","in school","","","",""
"Yes","2012","35-65 y.","inadequately","","","",""
"Yes","2012","35-65 y.","general elemantary","","","",""
"Yes","2012","35-65 y.","middle vocational","","","",""
"Yes","2012","35-65 y.","vocational + Abi","","","",""
"Yes","2012","35-65 y.","higher vocational","","","",""
"Yes","2012","35-65 y.","higher education","","","",""
"Yes","2012","66 and older","in school","","","",""
"Yes","2012","66 and older","inadequately","","","",""
"Yes","2012","66 and older","general elemantary","","","",""
"Yes","2012","66 and older","middle vocational","","","",""
"Yes","2012","66 and older","vocational + Abi","","","",""
"Yes","2012","66 and older","higher vocational","","","",""
"Yes","2012","66 and older","higher education","","","",""
"No","2012","16-34 y.","in school","","","",""
"No","2012","16-34 y.","inadequately","","","",""
"No","2012","16-34 y.","general elemantary","","","",""
"No","2012","16-34 y.","middle vocational","","","",""
"No","2012","16-34 y.","vocational + Abi","","","",""
"No","2012","16-34 y.","higher vocational","","","",""
"No","2012","16-34 y.","higher education","","","",""
"No","2012","35-65 y.","in school","","","",""
"No","2012","35-65 y.","inadequately","","","",""
"No","2012","35-65 y.","general elemantary","","","",""
"No","2012","35-65 y.","middle vocational","","","",""
"No","2012","35-65 y.","vocational + Abi","","","",""
"No","2012","35-65 y.","higher vocational","","","",""
"No","2012","35-65 y.","higher education","","","",""
"No","2012","66 and older","in school","","","",""
"No","2012","66 and older","inadequately","","","",""
"No","2012","66 and older","general elemantary","","","",""
"No","2012","66 and older","middle vocational","","","",""
"No","2012","66 and older","vocational + Abi","","","",""
"No","2012","66 and older","higher vocational","","","",""
"No","2012","66 and older","higher education","","","",""
"Yes","2013","16-34 y.","in school","","","",""
"Yes","2013","16-34 y.","inadequately","","","",""
"Yes","2013","16-34 y.","general elemantary","1","","",""
"Yes","2013","16-34 y.","middle vocational","4","","",""
"Yes","2013","16-34 y.","vocational + Abi","","","",""
"Yes","2013","16-34 y.","higher vocational","","","",""
"Yes","2013","16-34 y.","higher education","","","",""
"Yes","2013","35-65 y.","in school","","","",""
"Yes","2013","35-65 y.","inadequately","2","","",""
"Yes","2013","35-65 y.","general elemantary","16","","",""
"Yes","2013","35-65 y.","middle vocational","96","0.017973247871842","0.0143884007558658","0.0215580949878183"
"Yes","2013","35-65 y.","vocational + Abi","6","","",""
"Yes","2013","35-65 y.","higher vocational","12","","",""
"Yes","2013","35-65 y.","higher education","22","","",""
"Yes","2013","66 and older","in school","","","",""
"Yes","2013","66 and older","inadequately","4","","",""
"Yes","2013","66 and older","general elemantary","43","0.0583823452461914","0.0414892085659875","0.0752754819263953"
"Yes","2013","66 and older","middle vocational","142","0.0557840791104678","0.0469023975148922","0.0646657607060434"
"Yes","2013","66 and older","vocational + Abi","2","","",""
"Yes","2013","66 and older","higher vocational","19","","",""
"Yes","2013","66 and older","higher education","46","0.0550742061858949","0.0419293939561341","0.0682190184156557"
"No","2013","16-34 y.","in school","260","1","1","1"
"No","2013","16-34 y.","inadequately","47","1","1","1"
"No","2013","16-34 y.","general elemantary","466","0.999543294034306","0.997605494719804","1.00148109334881"
"No","2013","16-34 y.","middle vocational","1614","0.998911747445378","0.997305223362423","1.00051827152833"
"No","2013","16-34 y.","vocational + Abi","291","1","1","1"
"No","2013","16-34 y.","higher vocational","103","1","1","1"
"No","2013","16-34 y.","higher education","677","1","1","1"
"No","2013","35-65 y.","in school","","","",""
"No","2013","35-65 y.","inadequately","97","0.981447165419305","0.954866301478701","1.00802802935991"
"No","2013","35-65 y.","general elemantary","643","0.972776172775533","0.96035145776814","0.985200887782925"
"No","2013","35-65 y.","middle vocational","5180","0.982026752128158","0.978441905012182","0.985611599244134"
"No","2013","35-65 y.","vocational + Abi","686","0.997432539692485","0.993662128820489","1.00120295056448"
"No","2013","35-65 y.","higher vocational","865","0.986781808313533","0.979223147028468","0.994340469598597"
"No","2013","35-65 y.","higher education","2622","0.991893462411046","0.988475497657345","0.995311427164746"
"No","2013","66 and older","in school","","","",""
"No","2013","66 and older","inadequately","45","0.925359668089261","0.851774190079923","0.998945146098598"
"No","2013","66 and older","general elemantary","697","0.941617654753809","0.924724518073605","0.958510791434013"
"No","2013","66 and older","middle vocational","2423","0.944215920889532","0.935334239293957","0.953097602485108"
"No","2013","66 and older","vocational + Abi","118","0.992768939047448","0.977609519602542","1.00792835849235"
"No","2013","66 and older","higher vocational","334","0.941090176095848","0.916527808845443","0.965652543346253"
"No","2013","66 and older","higher education","1111","0.944925793814105","0.931780981584344","0.958070606043866"
"Yes","2014","16-34 y.","in school","","","",""
"Yes","2014","16-34 y.","inadequately","","","",""
"Yes","2014","16-34 y.","general elemantary","","","",""
"Yes","2014","16-34 y.","middle vocational","","","",""
"Yes","2014","16-34 y.","vocational + Abi","","","",""
"Yes","2014","16-34 y.","higher vocational","","","",""
"Yes","2014","16-34 y.","higher education","","","",""
"Yes","2014","35-65 y.","in school","","","",""
"Yes","2014","35-65 y.","inadequately","","","",""
"Yes","2014","35-65 y.","general elemantary","","","",""
"Yes","2014","35-65 y.","middle vocational","","","",""
"Yes","2014","35-65 y.","vocational + Abi","","","",""
"Yes","2014","35-65 y.","higher vocational","","","",""
"Yes","2014","35-65 y.","higher education","","","",""
"Yes","2014","66 and older","in school","","","",""
"Yes","2014","66 and older","inadequately","","","",""
"Yes","2014","66 and older","general elemantary","","","",""
"Yes","2014","66 and older","middle vocational","","","",""
"Yes","2014","66 and older","vocational + Abi","","","",""
"Yes","2014","66 and older","higher vocational","","","",""
"Yes","2014","66 and older","higher education","","","",""
"No","2014","16-34 y.","in school","","","",""
"No","2014","16-34 y.","inadequately","","","",""
"No","2014","16-34 y.","general elemantary","","","",""
"No","2014","16-34 y.","middle vocational","","","",""
"No","2014","16-34 y.","vocational + Abi","","","",""
"No","2014","16-34 y.","higher vocational","","","",""
"No","2014","16-34 y.","higher education","","","",""
"No","2014","35-65 y.","in school","","","",""
"No","2014","35-65 y.","inadequately","","","",""
"No","2014","35-65 y.","general elemantary","","","",""
"No","2014","35-65 y.","middle vocational","","","",""
"No","2014","35-65 y.","vocational + Abi","","","",""
"No","2014","35-65 y.","higher vocational","","","",""
"No","2014","35-65 y.","higher education","","","",""
"No","2014","66 and older","in school","","","",""
"No","2014","66 and older","inadequately","","","",""
"No","2014","66 and older","general elemantary","","","",""
"No","2014","66 and older","middle vocational","","","",""
"No","2014","66 and older","vocational + Abi","","","",""
"No","2014","66 and older","higher vocational","","","",""
"No","2014","66 and older","higher education","","","",""
"Yes","2015","16-34 y.","in school","","","",""
"Yes","2015","16-34 y.","inadequately","","","",""
"Yes","2015","16-34 y.","general elemantary","3","","",""
"Yes","2015","16-34 y.","middle vocational","6","","",""
"Yes","2015","16-34 y.","vocational + Abi","","","",""
"Yes","2015","16-34 y.","higher vocational","","","",""
"Yes","2015","16-34 y.","higher education","","","",""
"Yes","2015","35-65 y.","in school","","","",""
"Yes","2015","35-65 y.","inadequately","12","","",""
"Yes","2015","35-65 y.","general elemantary","16","","",""
"Yes","2015","35-65 y.","middle vocational","119","0.0201268800527294","0.0167924610086913","0.0234612990967674"
"Yes","2015","35-65 y.","vocational + Abi","17","","",""
"Yes","2015","35-65 y.","higher vocational","17","","",""
"Yes","2015","35-65 y.","higher education","29","","",""
"Yes","2015","66 and older","in school","","","",""
"Yes","2015","66 and older","inadequately","4","","",""
"Yes","2015","66 and older","general elemantary","39","0.0532453336963641","0.036154988667986","0.0703356787247422"
"Yes","2015","66 and older","middle vocational","150","0.0587449087430543","0.049619934492341","0.0678698829937675"
"Yes","2015","66 and older","vocational + Abi","8","","",""
"Yes","2015","66 and older","higher vocational","26","","",""
"Yes","2015","66 and older","higher education","51","0.0545247705182149","0.0416137113461083","0.0674358296903214"
"No","2015","16-34 y.","in school","352","1","1","1"
"No","2015","16-34 y.","inadequately","128","1","1","1"
"No","2015","16-34 y.","general elemantary","981","0.998742671388715","0.996528548386735","1.00095679439069"
"No","2015","16-34 y.","middle vocational","2340","0.998602050880715","0.997090140682866","1.00011396107856"
"No","2015","16-34 y.","vocational + Abi","446","1","1","1"
"No","2015","16-34 y.","higher vocational","123","1","1","1"
"No","2015","16-34 y.","higher education","867","1","1","1"
"No","2015","35-65 y.","in school","","","",""
"No","2015","35-65 y.","inadequately","229","0.945979524437382","0.917439151783462","0.974519897091302"
"No","2015","35-65 y.","general elemantary","1025","0.975843248103455","0.966516461795183","0.985170034411728"
"No","2015","35-65 y.","middle vocational","6695","0.979873119947271","0.976538700903232","0.983207538991309"
"No","2015","35-65 y.","vocational + Abi","1359","0.987712372152007","0.981891498859814","0.993533245444199"
"No","2015","35-65 y.","higher vocational","1045","0.984384917712403","0.97692832457628","0.991841510848525"
"No","2015","35-65 y.","higher education","3809","0.992563742572576","0.989845726521735","0.995281758623417"
"No","2015","66 and older","in school","","","",""
"No","2015","66 and older","inadequately","39","0.955988326874101","0.89467934595806","1.01729730779014"
"No","2015","66 and older","general elemantary","624","0.946754666303636","0.929664321275258","0.963845011332014"
"No","2015","66 and older","middle vocational","2401","0.941255091256946","0.932130117006233","0.950380065507659"
"No","2015","66 and older","vocational + Abi","131","0.983527371635882","0.962367386095983","1.00468735717578"
"No","2015","66 and older","higher vocational","321","0.930187408841488","0.903375022986423","0.956999794696553"
"No","2015","66 and older","higher education","1137","0.945475229481785","0.932564170309679","0.958386288653892"
"Yes","2016","16-34 y.","in school","","","",""
"Yes","2016","16-34 y.","inadequately","","","",""
"Yes","2016","16-34 y.","general elemantary","","","",""
"Yes","2016","16-34 y.","middle vocational","","","",""
"Yes","2016","16-34 y.","vocational + Abi","","","",""
"Yes","2016","16-34 y.","higher vocational","","","",""
"Yes","2016","16-34 y.","higher education","","","",""
"Yes","2016","35-65 y.","in school","","","",""
"Yes","2016","35-65 y.","inadequately","","","",""
"Yes","2016","35-65 y.","general elemantary","","","",""
"Yes","2016","35-65 y.","middle vocational","","","",""
"Yes","2016","35-65 y.","vocational + Abi","","","",""
"Yes","2016","35-65 y.","higher vocational","","","",""
"Yes","2016","35-65 y.","higher education","","","",""
"Yes","2016","66 and older","in school","","","",""
"Yes","2016","66 and older","inadequately","","","",""
"Yes","2016","66 and older","general elemantary","","","",""
"Yes","2016","66 and older","middle vocational","","","",""
"Yes","2016","66 and older","vocational + Abi","","","",""
"Yes","2016","66 and older","higher vocational","","","",""
"Yes","2016","66 and older","higher education","","","",""
"No","2016","16-34 y.","in school","","","",""
"No","2016","16-34 y.","inadequately","","","",""
"No","2016","16-34 y.","general elemantary","","","",""
"No","2016","16-34 y.","middle vocational","","","",""
"No","2016","16-34 y.","vocational + Abi","","","",""
"No","2016","16-34 y.","higher vocational","","","",""
"No","2016","16-34 y.","higher education","","","",""
"No","2016","35-65 y.","in school","","","",""
"No","2016","35-65 y.","inadequately","","","",""
"No","2016","35-65 y.","general elemantary","","","",""
"No","2016","35-65 y.","middle vocational","","","",""
"No","2016","35-65 y.","vocational + Abi","","","",""
"No","2016","35-65 y.","higher vocational","","","",""
"No","2016","35-65 y.","higher education","","","",""
"No","2016","66 and older","in school","","","",""
"No","2016","66 and older","inadequately","","","",""
"No","2016","66 and older","general elemantary","","","",""
"No","2016","66 and older","middle vocational","","","",""
"No","2016","66 and older","vocational + Abi","","","",""
"No","2016","66 and older","higher vocational","","","",""
"No","2016","66 and older","higher education","","","",""
"Yes","2017","16-34 y.","in school","","","",""
"Yes","2017","16-34 y.","inadequately","","","",""
"Yes","2017","16-34 y.","general elemantary","","","",""
"Yes","2017","16-34 y.","middle vocational","5","","",""
"Yes","2017","16-34 y.","vocational + Abi","","","",""
"Yes","2017","16-34 y.","higher vocational","1","","",""
"Yes","2017","16-34 y.","higher education","","","",""
"Yes","2017","35-65 y.","in school","","","",""
"Yes","2017","35-65 y.","inadequately","9","","",""
"Yes","2017","35-65 y.","general elemantary","23","","",""
"Yes","2017","35-65 y.","middle vocational","120","0.0183121928885622","0.0151870883615225","0.0214372974156019"
"Yes","2017","35-65 y.","vocational + Abi","14","","",""
"Yes","2017","35-65 y.","higher vocational","23","","",""
"Yes","2017","35-65 y.","higher education","31","0.00779379123977133","0.00514311944862637","0.0104444630309163"
"Yes","2017","66 and older","in school","","","",""
"Yes","2017","66 and older","inadequately","6","","",""
"Yes","2017","66 and older","general elemantary","37","0.0596365277730162","0.0410559229648701","0.0782171325811623"
"Yes","2017","66 and older","middle vocational","146","0.0590166594782888","0.0499199376693937","0.0681133812871839"
"Yes","2017","66 and older","vocational + Abi","9","","",""
"Yes","2017","66 and older","higher vocational","29","","",""
"Yes","2017","66 and older","higher education","62","0.0535086074092115","0.0411315789612791","0.0658856358571439"
"No","2017","16-34 y.","in school","411","1","1","1"
"No","2017","16-34 y.","inadequately","132","1","1","1"
"No","2017","16-34 y.","general elemantary","992","1","1","1"
"No","2017","16-34 y.","middle vocational","2483","0.998455143745011","0.996911911744895","0.999998375745127"
"No","2017","16-34 y.","vocational + Abi","536","1","1","1"
"No","2017","16-34 y.","higher vocational","127","0.995975488310213","0.98500757452607","1.00694340209436"
"No","2017","16-34 y.","higher education","1056","1","1","1"
"No","2017","35-65 y.","in school","1","","",""
"No","2017","35-65 y.","inadequately","273","0.971758775795539","0.952423759970478","0.991093791620601"
"No","2017","35-65 y.","general elemantary","1127","0.973027036059855","0.963663800262467","0.982390271857243"
"No","2017","35-65 y.","middle vocational","6951","0.981687807111438","0.978562702584398","0.984812911638478"
"No","2017","35-65 y.","vocational + Abi","1536","0.98912827734784","0.98396580506334","0.99429074963234"
"No","2017","35-65 y.","higher vocational","1046","0.976821436213297","0.967801362423811","0.985841510002783"
"No","2017","35-65 y.","higher education","4197","0.992206208760229","0.989555536969084","0.994856880551374"
"No","2017","66 and older","in school","","","",""
"No","2017","66 and older","inadequately","37","0.965677986483623","0.91126326533819","1.02009270762906"
"No","2017","66 and older","general elemantary","587","0.940363472226984","0.921782867418838","0.95894407703513"
"No","2017","66 and older","middle vocational","2432","0.940983340521711","0.931886618712816","0.950080062330606"
"No","2017","66 and older","vocational + Abi","131","0.95160370989873","0.916055464291197","0.987151955506262"
"No","2017","66 and older","higher vocational","320","0.937861902512636","0.912534899569724","0.963188905455549"
"No","2017","66 and older","higher education","1208","0.946491392590789","0.934114364142856","0.958868421038721"
"Yes","2018","16-34 y.","in school","","","",""
"Yes","2018","16-34 y.","inadequately","","","",""
"Yes","2018","16-34 y.","general elemantary","","","",""
"Yes","2018","16-34 y.","middle vocational","","","",""
"Yes","2018","16-34 y.","vocational + Abi","","","",""
"Yes","2018","16-34 y.","higher vocational","","","",""
"Yes","2018","16-34 y.","higher education","","","",""
"Yes","2018","35-65 y.","in school","","","",""
"Yes","2018","35-65 y.","inadequately","","","",""
"Yes","2018","35-65 y.","general elemantary","","","",""
"Yes","2018","35-65 y.","middle vocational","","","",""
"Yes","2018","35-65 y.","vocational + Abi","","","",""
"Yes","2018","35-65 y.","higher vocational","","","",""
"Yes","2018","35-65 y.","higher education","","","",""
"Yes","2018","66 and older","in school","","","",""
"Yes","2018","66 and older","inadequately","","","",""
"Yes","2018","66 and older","general elemantary","","","",""
"Yes","2018","66 and older","middle vocational","","","",""
"Yes","2018","66 and older","vocational + Abi","","","",""
"Yes","2018","66 and older","higher vocational","","","",""
"Yes","2018","66 and older","higher education","","","",""
"No","2018","16-34 y.","in school","","","",""
"No","2018","16-34 y.","inadequately","","","",""
"No","2018","16-34 y.","general elemantary","","","",""
"No","2018","16-34 y.","middle vocational","","","",""
"No","2018","16-34 y.","vocational + Abi","","","",""
"No","2018","16-34 y.","higher vocational","","","",""
"No","2018","16-34 y.","higher education","","","",""
"No","2018","35-65 y.","in school","","","",""
"No","2018","35-65 y.","inadequately","","","",""
"No","2018","35-65 y.","general elemantary","","","",""
"No","2018","35-65 y.","middle vocational","","","",""
"No","2018","35-65 y.","vocational + Abi","","","",""
"No","2018","35-65 y.","higher vocational","","","",""
"No","2018","35-65 y.","higher education","","","",""
"No","2018","66 and older","in school","","","",""
"No","2018","66 and older","inadequately","","","",""
"No","2018","66 and older","general elemantary","","","",""
"No","2018","66 and older","middle vocational","","","",""
"No","2018","66 and older","vocational + Abi","","","",""
"No","2018","66 and older","higher vocational","","","",""
"No","2018","66 and older","higher education","","","",""
"Yes","2019","16-34 y.","in school","1","","",""
"Yes","2019","16-34 y.","inadequately","","","",""
"Yes","2019","16-34 y.","general elemantary","","","",""
"Yes","2019","16-34 y.","middle vocational","2","","",""
"Yes","2019","16-34 y.","vocational + Abi","1","","",""
"Yes","2019","16-34 y.","higher vocational","","","",""
"Yes","2019","16-34 y.","higher education","3","","",""
"Yes","2019","35-65 y.","in school","","","",""
"Yes","2019","35-65 y.","inadequately","13","","",""
"Yes","2019","35-65 y.","general elemantary","17","","",""
"Yes","2019","35-65 y.","middle vocational","112","0.0197810058091895","0.0163872358374201","0.0231747757809589"
"Yes","2019","35-65 y.","vocational + Abi","11","","",""
"Yes","2019","35-65 y.","higher vocational","19","","",""
"Yes","2019","35-65 y.","higher education","36","0.00642366320177894","0.00410311140372822","0.00874421499982965"
"Yes","2019","66 and older","in school","","","",""
"Yes","2019","66 and older","inadequately","4","","",""
"Yes","2019","66 and older","general elemantary","37","0.0667837281906801","0.0460514525302343","0.0875160038511259"
"Yes","2019","66 and older","middle vocational","161","0.0645363862211152","0.0550737100008953","0.073999062441335"
"Yes","2019","66 and older","vocational + Abi","10","","",""
"Yes","2019","66 and older","higher vocational","30","0.0529114866962936","0.030694453988962","0.0751285194036251"
"Yes","2019","66 and older","higher education","75","0.0483747489401545","0.037376672206212","0.059372825674097"
"No","2019","16-34 y.","in school","330","0.997566945899626","0.992259555893939","1.00287433590531"
"No","2019","16-34 y.","inadequately","107","1","1","1"
"No","2019","16-34 y.","general elemantary","844","1","1","1"
"No","2019","16-34 y.","middle vocational","2077","0.999638324031478","0.998820985220354","1.0004556628426"
"No","2019","16-34 y.","vocational + Abi","460","0.99958708407484","0.997732533152552","1.00144163499713"
"No","2019","16-34 y.","higher vocational","135","1","1","1"
"No","2019","16-34 y.","higher education","1005","0.998539268407369","0.996181584330666","1.00089695248407"
"No","2019","35-65 y.","in school","","","",""
"No","2019","35-65 y.","inadequately","236","0.947478406105266","0.91977060722982","0.975186204980712"
"No","2019","35-65 y.","general elemantary","1004","0.972813936988106","0.962838698869737","0.982789175106474"
"No","2019","35-65 y.","middle vocational","6355","0.98021899419081","0.976825224219041","0.98361276416258"
"No","2019","35-65 y.","vocational + Abi","1532","0.996724373545954","0.993873356249104","0.999575390842804"
"No","2019","35-65 y.","higher vocational","1128","0.985172015880876","0.978177406408055","0.992166625353698"
"No","2019","35-65 y.","higher education","4517","0.993576336798221","0.99125578500017","0.995896888596272"
"No","2019","66 and older","in school","","","",""
"No","2019","66 and older","inadequately","31","0.844045617478541","0.723848010815866","0.964243224141216"
"No","2019","66 and older","general elemantary","520","0.93321627180932","0.912483996148874","0.953948547469766"
"No","2019","66 and older","middle vocational","2429","0.935463613778885","0.926000937558665","0.944926289999105"
"No","2019","66 and older","vocational + Abi","159","0.968965204919312","0.942820528520735","0.99510988131789"
"No","2019","66 and older","higher vocational","360","0.947088513303706","0.924871480596375","0.969305546011038"
"No","2019","66 and older","higher education","1387","0.951625251059845","0.940627174325903","0.962623327793788"
