"ple0016","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2012","66 and older","college entrance qualification","","","",""
"Yes","2012","66 and older","Other degree","","","",""
"Yes","2012","66 and older","no degree/no degree yet","","","",""
"Yes","2013","16-34 y.","lower secondary degree","","","",""
"Yes","2013","16-34 y.","secondary school degree","3","","",""
"Yes","2013","16-34 y.","college entrance qualification","1","","",""
"Yes","2013","16-34 y.","Other degree","1","","",""
"Yes","2013","16-34 y.","no degree/no degree yet","","","",""
"Yes","2013","35-65 y.","lower secondary degree","70","1","1","1"
"Yes","2013","35-65 y.","secondary school degree","47","1","1","1"
"Yes","2013","35-65 y.","college entrance qualification","25","","",""
"Yes","2013","35-65 y.","Other degree","9","","",""
"Yes","2013","35-65 y.","no degree/no degree yet","2","","",""
"Yes","2013","66 and older","lower secondary degree","151","1","1","1"
"Yes","2013","66 and older","secondary school degree","40","1","1","1"
"Yes","2013","66 and older","college entrance qualification","40","1","1","1"
"Yes","2013","66 and older","Other degree","14","","",""
"Yes","2013","66 and older","no degree/no degree yet","10","","",""
"Yes","2014","16-34 y.","lower secondary degree","","","",""
"Yes","2014","16-34 y.","secondary school degree","","","",""
"Yes","2014","16-34 y.","college entrance qualification","","","",""
"Yes","2014","16-34 y.","Other degree","","","",""
"Yes","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes","2014","35-65 y.","lower secondary degree","","","",""
"Yes","2014","35-65 y.","secondary school degree","","","",""
"Yes","2014","35-65 y.","college entrance qualification","","","",""
"Yes","2014","35-65 y.","Other degree","","","",""
"Yes","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes","2014","66 and older","lower secondary degree","","","",""
"Yes","2014","66 and older","secondary school degree","","","",""
"Yes","2014","66 and older","college entrance qualification","","","",""
"Yes","2014","66 and older","Other degree","","","",""
"Yes","2014","66 and older","no degree/no degree yet","","","",""
"Yes","2015","16-34 y.","lower secondary degree","4","","",""
"Yes","2015","16-34 y.","secondary school degree","2","","",""
"Yes","2015","16-34 y.","college entrance qualification","1","","",""
"Yes","2015","16-34 y.","Other degree","2","","",""
"Yes","2015","16-34 y.","no degree/no degree yet","","","",""
"Yes","2015","35-65 y.","lower secondary degree","69","1","1","1"
"Yes","2015","35-65 y.","secondary school degree","62","1","1","1"
"Yes","2015","35-65 y.","college entrance qualification","37","1","1","1"
"Yes","2015","35-65 y.","Other degree","28","","",""
"Yes","2015","35-65 y.","no degree/no degree yet","12","","",""
"Yes","2015","66 and older","lower secondary degree","154","1","1","1"
"Yes","2015","66 and older","secondary school degree","48","1","1","1"
"Yes","2015","66 and older","college entrance qualification","49","1","1","1"
"Yes","2015","66 and older","Other degree","17","","",""
"Yes","2015","66 and older","no degree/no degree yet","7","","",""
"Yes","2016","16-34 y.","lower secondary degree","","","",""
"Yes","2016","16-34 y.","secondary school degree","","","",""
"Yes","2016","16-34 y.","college entrance qualification","","","",""
"Yes","2016","16-34 y.","Other degree","","","",""
"Yes","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes","2016","35-65 y.","lower secondary degree","","","",""
"Yes","2016","35-65 y.","secondary school degree","","","",""
"Yes","2016","35-65 y.","college entrance qualification","","","",""
"Yes","2016","35-65 y.","Other degree","","","",""
"Yes","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes","2016","66 and older","lower secondary degree","","","",""
"Yes","2016","66 and older","secondary school degree","","","",""
"Yes","2016","66 and older","college entrance qualification","","","",""
"Yes","2016","66 and older","Other degree","","","",""
"Yes","2016","66 and older","no degree/no degree yet","","","",""
"Yes","2017","16-34 y.","lower secondary degree","","","",""
"Yes","2017","16-34 y.","secondary school degree","4","","",""
"Yes","2017","16-34 y.","college entrance qualification","1","","",""
"Yes","2017","16-34 y.","Other degree","","","",""
"Yes","2017","16-34 y.","no degree/no degree yet","1","","",""
"Yes","2017","35-65 y.","lower secondary degree","70","1","1","1"
"Yes","2017","35-65 y.","secondary school degree","68","1","1","1"
"Yes","2017","35-65 y.","college entrance qualification","40","1","1","1"
"Yes","2017","35-65 y.","Other degree","29","","",""
"Yes","2017","35-65 y.","no degree/no degree yet","10","","",""
"Yes","2017","66 and older","lower secondary degree","143","1","1","1"
"Yes","2017","66 and older","secondary school degree","62","1","1","1"
"Yes","2017","66 and older","college entrance qualification","58","1","1","1"
"Yes","2017","66 and older","Other degree","14","","",""
"Yes","2017","66 and older","no degree/no degree yet","10","","",""
"Yes","2018","16-34 y.","lower secondary degree","","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","","","",""
"Yes","2019","16-34 y.","secondary school degree","","","",""
"Yes","2019","16-34 y.","college entrance qualification","5","","",""
"Yes","2019","16-34 y.","Other degree","","","",""
"Yes","2019","16-34 y.","no degree/no degree yet","1","","",""
"Yes","2019","35-65 y.","lower secondary degree","59","1","1","1"
"Yes","2019","35-65 y.","secondary school degree","69","1","1","1"
"Yes","2019","35-65 y.","college entrance qualification","44","1","1","1"
"Yes","2019","35-65 y.","Other degree","20","","",""
"Yes","2019","35-65 y.","no degree/no degree yet","15","","",""
"Yes","2019","66 and older","lower secondary degree","149","1","1","1"
"Yes","2019","66 and older","secondary school degree","74","1","1","1"
"Yes","2019","66 and older","college entrance qualification","66","1","1","1"
"Yes","2019","66 and older","Other degree","15","","",""
"Yes","2019","66 and older","no degree/no degree yet","7","","",""
