"ple0016","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2017","indirect migration background","Rural Area","304","0.996346948225199","0.989576282347106","1.00311761410329","2"
"Yes","2017","direct migration background","Urban Area","47","0.0201814451633767","0.0154891264332633","0.0248737638934901","1"
"Yes","2017","direct migration background","Rural Area","16","","","","1"
"Yes","2017","indirect migration background","Urban Area","9","","","","1"
"Yes","2017","no migration background","Urban Area","253","0.0229780811976959","0.0203420306334572","0.0256141317619347","1"
"Yes","2017","no migration background","Rural Area","192","0.0280090696255824","0.0243772913208555","0.0316408479303093","1"
"Yes","2017","indirect migration background","Rural Area","1","","","","1"
"No","2018","no migration background","Urban Area","","","","","2"
"No","2018","no migration background","Rural Area","","","","","2"
"No","2018","direct migration background","Urban Area","","","","","2"
"No","2018","direct migration background","Rural Area","","","","","2"
"No","2018","indirect migration background","Urban Area","","","","","2"
"No","2018","indirect migration background","Rural Area","","","","","2"
"Yes","2018","direct migration background","Urban Area","","","","","1"
"Yes","2018","direct migration background","Rural Area","","","","","1"
"Yes","2018","indirect migration background","Urban Area","","","","","1"
"Yes","2018","no migration background","Urban Area","","","","","1"
"Yes","2018","indirect migration background","Rural Area","","","","","1"
"Yes","2018","no migration background","Rural Area","","","","","1"
"No","2019","no migration background","Urban Area","11236","0.975789410770891","0.972980839108833","0.978597982432949","2"
"No","2019","no migration background","Rural Area","7381","0.972092801965014","0.968381494772157","0.975804109157872","2"
"No","2019","direct migration background","Urban Area","2665","0.979768763998412","0.974453293535679","0.985084234461145","2"
"No","2019","direct migration background","Rural Area","969","0.98699747643101","0.979930048953753","0.994064903908266","2"
"No","2019","indirect migration background","Urban Area","1269","0.994741182841242","0.990772724381396","0.998709641301088","2"
"No","2019","indirect migration background","Rural Area","326","0.991694453914458","0.981872809481785","1.00151609834713","2"
"Yes","2019","direct migration background","Urban Area","30","0.020231236001588","0.014915765538855","0.0255467064643211","1"
"Yes","2019","direct migration background","Rural Area","18","","","","1"
"Yes","2019","no migration background","Urban Area","269","0.0242105892291092","0.0214020175670513","0.0270191608911672","1"
"Yes","2019","indirect migration background","Urban Area","7","","","","1"
"Yes","2019","indirect migration background","Rural Area","2","","","","1"
"Yes","2019","no migration background","Rural Area","185","0.0279071980349856","0.0241958908421284","0.0316185052278428","1"
