"ple0016","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2017","higher education","93","0.0159959877152601","0.0129586097494576","0.0190333656810626"
"No","2017","in school","412","1","1","1"
"No","2017","inadequately","442","0.97752184595255","0.963931404982547","0.991112286922553"
"No","2017","general elemantary","2706","0.970033885367075","0.963680127300358","0.976387643433793"
"No","2017","middle vocational","11866","0.973700694212083","0.970853760879693","0.976547627544474"
"No","2017","vocational + Abi","2203","0.987934500777572","0.983399031440968","0.992469970114176"
"No","2017","higher vocational","1493","0.968474246076424","0.959764206566014","0.977184285586833"
"No","2017","higher education","6461","0.98400401228474","0.980966634318937","0.987041390250542"
"Yes","2018","in school","","","",""
"Yes","2018","inadequately","","","",""
"Yes","2018","general elemantary","","","",""
"Yes","2018","middle vocational","","","",""
"Yes","2018","vocational + Abi","","","",""
"Yes","2018","higher vocational","","","",""
"Yes","2018","higher education","","","",""
"No","2018","in school","","","",""
"No","2018","inadequately","","","",""
"No","2018","general elemantary","","","",""
"No","2018","middle vocational","","","",""
"No","2018","vocational + Abi","","","",""
"No","2018","higher vocational","","","",""
"No","2018","higher education","","","",""
"Yes","2019","in school","1","","",""
"Yes","2019","inadequately","17","","",""
"Yes","2019","general elemantary","54","0.0327896437060893","0.025697298931655","0.0398819884805235"
"Yes","2019","middle vocational","275","0.0287932152486636","0.0256873370828161","0.0318990934145112"
"Yes","2019","vocational + Abi","22","","",""
"Yes","2019","higher vocational","49","0.0227535803343751","0.015606035794814","0.0299011248739363"
"Yes","2019","higher education","114","0.0148846098723525","0.0120525721297824","0.0177166476149226"
"No","2019","in school","330","0.997566945899626","0.992259555893939","1.00287433590531"
"No","2019","inadequately","374","0.944875209351341","0.922253760544874","0.967496658157808"
"No","2019","general elemantary","2368","0.967210356293911","0.960118011519477","0.974302701068345"
"No","2019","middle vocational","10861","0.971206784751336","0.968100906585489","0.974312662917184"
"No","2019","vocational + Abi","2151","0.994411342570766","0.991276938323271","0.997545746818262"
"No","2019","higher vocational","1623","0.977246419665625","0.970098875126064","0.984393964205186"
"No","2019","higher education","6909","0.985115390127647","0.982283352385077","0.987947427870218"
