"ple0016","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2011","college entrance qualification","Couple + C. GT 16 ","4","","",""
"Yes","2011","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2011","Other degree","1-pers.-HH","9","","",""
"Yes","2011","Other degree","(Married) couple without C. ","15","","",""
"Yes","2011","Other degree","Single parent ","2","","",""
"Yes","2011","Other degree","Couple + C. LE 16 ","1","","",""
"Yes","2011","Other degree","Couple + C. GT 16 ","2","","",""
"Yes","2011","Other degree","Couple + C. LE and GT 16","1","","",""
"Yes","2011","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","2011","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Yes","2011","no degree/no degree yet","Single parent ","","","",""
"Yes","2011","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2011","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2011","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"Yes","2012","lower secondary degree","1-pers.-HH","","","",""
"Yes","2012","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2012","lower secondary degree","Single parent ","","","",""
"Yes","2012","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2012","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2012","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","secondary school degree","1-pers.-HH","","","",""
"Yes","2012","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2012","secondary school degree","Single parent ","","","",""
"Yes","2012","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2012","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2012","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","college entrance qualification","1-pers.-HH","","","",""
"Yes","2012","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2012","college entrance qualification","Single parent ","","","",""
"Yes","2012","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2012","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2012","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2012","Other degree","1-pers.-HH","","","",""
"Yes","2012","Other degree","(Married) couple without C. ","","","",""
"Yes","2012","Other degree","Single parent ","","","",""
"Yes","2012","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2012","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2012","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2012","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2012","no degree/no degree yet","Single parent ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2013","lower secondary degree","1-pers.-HH","66","1","1","1"
"Yes","2013","lower secondary degree","(Married) couple without C. ","127","1","1","1"
"Yes","2013","lower secondary degree","Single parent ","3","","",""
"Yes","2013","lower secondary degree","Couple + C. LE 16 ","1","","",""
"Yes","2013","lower secondary degree","Couple + C. GT 16 ","18","","",""
"Yes","2013","lower secondary degree","Couple + C. LE and GT 16","2","","",""
"Yes","2013","secondary school degree","1-pers.-HH","24","","",""
"Yes","2013","secondary school degree","(Married) couple without C. ","48","1","1","1"
"Yes","2013","secondary school degree","Single parent ","4","","",""
"Yes","2013","secondary school degree","Couple + C. LE 16 ","6","","",""
"Yes","2013","secondary school degree","Couple + C. GT 16 ","5","","",""
"Yes","2013","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2013","college entrance qualification","1-pers.-HH","12","","",""
"Yes","2013","college entrance qualification","(Married) couple without C. ","43","1","1","1"
"Yes","2013","college entrance qualification","Single parent ","2","","",""
"Yes","2013","college entrance qualification","Couple + C. LE 16 ","3","","",""
"Yes","2013","college entrance qualification","Couple + C. GT 16 ","5","","",""
"Yes","2013","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"Yes","2013","Other degree","1-pers.-HH","5","","",""
"Yes","2013","Other degree","(Married) couple without C. ","9","","",""
"Yes","2013","Other degree","Single parent ","1","","",""
"Yes","2013","Other degree","Couple + C. LE 16 ","2","","",""
"Yes","2013","Other degree","Couple + C. GT 16 ","3","","",""
"Yes","2013","Other degree","Couple + C. LE and GT 16","1","","",""
"Yes","2013","no degree/no degree yet","1-pers.-HH","4","","",""
"Yes","2013","no degree/no degree yet","(Married) couple without C. ","6","","",""
"Yes","2013","no degree/no degree yet","Single parent ","","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2013","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2014","lower secondary degree","1-pers.-HH","","","",""
"Yes","2014","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2014","lower secondary degree","Single parent ","","","",""
"Yes","2014","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2014","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2014","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","secondary school degree","1-pers.-HH","","","",""
"Yes","2014","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2014","secondary school degree","Single parent ","","","",""
"Yes","2014","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2014","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2014","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","college entrance qualification","1-pers.-HH","","","",""
"Yes","2014","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2014","college entrance qualification","Single parent ","","","",""
"Yes","2014","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2014","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2014","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2014","Other degree","1-pers.-HH","","","",""
"Yes","2014","Other degree","(Married) couple without C. ","","","",""
"Yes","2014","Other degree","Single parent ","","","",""
"Yes","2014","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2014","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2014","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2014","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2014","no degree/no degree yet","Single parent ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2015","lower secondary degree","1-pers.-HH","59","1","1","1"
"Yes","2015","lower secondary degree","(Married) couple without C. ","124","1","1","1"
"Yes","2015","lower secondary degree","Single parent ","6","","",""
"Yes","2015","lower secondary degree","Couple + C. LE 16 ","6","","",""
"Yes","2015","lower secondary degree","Couple + C. GT 16 ","18","","",""
"Yes","2015","lower secondary degree","Couple + C. LE and GT 16","6","","",""
"Yes","2015","secondary school degree","1-pers.-HH","22","","",""
"Yes","2015","secondary school degree","(Married) couple without C. ","60","1","1","1"
"Yes","2015","secondary school degree","Single parent ","5","","",""
"Yes","2015","secondary school degree","Couple + C. LE 16 ","6","","",""
"Yes","2015","secondary school degree","Couple + C. GT 16 ","11","","",""
"Yes","2015","secondary school degree","Couple + C. LE and GT 16","3","","",""
"Yes","2015","college entrance qualification","1-pers.-HH","16","","",""
"Yes","2015","college entrance qualification","(Married) couple without C. ","42","1","1","1"
"Yes","2015","college entrance qualification","Single parent ","8","","",""
"Yes","2015","college entrance qualification","Couple + C. LE 16 ","6","","",""
"Yes","2015","college entrance qualification","Couple + C. GT 16 ","8","","",""
"Yes","2015","college entrance qualification","Couple + C. LE and GT 16","7","","",""
"Yes","2015","Other degree","1-pers.-HH","5","","",""
"Yes","2015","Other degree","(Married) couple without C. ","17","","",""
"Yes","2015","Other degree","Single parent ","5","","",""
"Yes","2015","Other degree","Couple + C. LE 16 ","8","","",""
"Yes","2015","Other degree","Couple + C. GT 16 ","6","","",""
"Yes","2015","Other degree","Couple + C. LE and GT 16","2","","",""
"Yes","2015","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","2015","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Yes","2015","no degree/no degree yet","Single parent ","1","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Yes","2015","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"Yes","2016","lower secondary degree","1-pers.-HH","","","",""
"Yes","2016","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2016","lower secondary degree","Single parent ","","","",""
"Yes","2016","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2016","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2016","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","secondary school degree","1-pers.-HH","","","",""
"Yes","2016","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2016","secondary school degree","Single parent ","","","",""
"Yes","2016","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2016","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2016","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","college entrance qualification","1-pers.-HH","","","",""
"Yes","2016","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2016","college entrance qualification","Single parent ","","","",""
"Yes","2016","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2016","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2016","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2016","Other degree","1-pers.-HH","","","",""
"Yes","2016","Other degree","(Married) couple without C. ","","","",""
"Yes","2016","Other degree","Single parent ","","","",""
"Yes","2016","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2016","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2016","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2016","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2016","no degree/no degree yet","Single parent ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2016","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2017","lower secondary degree","1-pers.-HH","55","1","1","1"
"Yes","2017","lower secondary degree","(Married) couple without C. ","116","1","1","1"
"Yes","2017","lower secondary degree","Single parent ","9","","",""
"Yes","2017","lower secondary degree","Couple + C. LE 16 ","2","","",""
"Yes","2017","lower secondary degree","Couple + C. GT 16 ","17","","",""
"Yes","2017","lower secondary degree","Couple + C. LE and GT 16","5","","",""
"Yes","2017","secondary school degree","1-pers.-HH","25","","",""
"Yes","2017","secondary school degree","(Married) couple without C. ","75","1","1","1"
"Yes","2017","secondary school degree","Single parent ","4","","",""
"Yes","2017","secondary school degree","Couple + C. LE 16 ","9","","",""
"Yes","2017","secondary school degree","Couple + C. GT 16 ","14","","",""
"Yes","2017","secondary school degree","Couple + C. LE and GT 16","4","","",""
"Yes","2017","college entrance qualification","1-pers.-HH","21","","",""
"Yes","2017","college entrance qualification","(Married) couple without C. ","54","1","1","1"
"Yes","2017","college entrance qualification","Single parent ","8","","",""
"Yes","2017","college entrance qualification","Couple + C. LE 16 ","10","","",""
"Yes","2017","college entrance qualification","Couple + C. GT 16 ","5","","",""
"Yes","2017","college entrance qualification","Couple + C. LE and GT 16","1","","",""
"Yes","2017","Other degree","1-pers.-HH","8","","",""
"Yes","2017","Other degree","(Married) couple without C. ","11","","",""
"Yes","2017","Other degree","Single parent ","3","","",""
"Yes","2017","Other degree","Couple + C. LE 16 ","2","","",""
"Yes","2017","Other degree","Couple + C. GT 16 ","13","","",""
"Yes","2017","Other degree","Couple + C. LE and GT 16","4","","",""
"Yes","2017","no degree/no degree yet","1-pers.-HH","2","","",""
"Yes","2017","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Yes","2017","no degree/no degree yet","Single parent ","1","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Yes","2017","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE and GT 16","2","","",""
"Yes","2018","lower secondary degree","1-pers.-HH","","","",""
"Yes","2018","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2018","lower secondary degree","Single parent ","","","",""
"Yes","2018","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2018","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2018","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","secondary school degree","1-pers.-HH","","","",""
"Yes","2018","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2018","secondary school degree","Single parent ","","","",""
"Yes","2018","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2018","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2018","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","college entrance qualification","1-pers.-HH","","","",""
"Yes","2018","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2018","college entrance qualification","Single parent ","","","",""
"Yes","2018","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2018","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2018","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2018","Other degree","1-pers.-HH","","","",""
"Yes","2018","Other degree","(Married) couple without C. ","","","",""
"Yes","2018","Other degree","Single parent ","","","",""
"Yes","2018","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2018","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2018","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2018","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2018","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2018","no degree/no degree yet","Single parent ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2018","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2019","lower secondary degree","1-pers.-HH","57","1","1","1"
"Yes","2019","lower secondary degree","(Married) couple without C. ","118","1","1","1"
"Yes","2019","lower secondary degree","Single parent ","4","","",""
"Yes","2019","lower secondary degree","Couple + C. LE 16 ","4","","",""
"Yes","2019","lower secondary degree","Couple + C. GT 16 ","15","","",""
"Yes","2019","lower secondary degree","Couple + C. LE and GT 16","6","","",""
"Yes","2019","secondary school degree","1-pers.-HH","37","1","1","1"
"Yes","2019","secondary school degree","(Married) couple without C. ","79","1","1","1"
"Yes","2019","secondary school degree","Single parent ","4","","",""
"Yes","2019","secondary school degree","Couple + C. LE 16 ","7","","",""
"Yes","2019","secondary school degree","Couple + C. GT 16 ","13","","",""
"Yes","2019","secondary school degree","Couple + C. LE and GT 16","2","","",""
"Yes","2019","college entrance qualification","1-pers.-HH","24","","",""
"Yes","2019","college entrance qualification","(Married) couple without C. ","61","1","1","1"
"Yes","2019","college entrance qualification","Single parent ","5","","",""
"Yes","2019","college entrance qualification","Couple + C. LE 16 ","13","","",""
"Yes","2019","college entrance qualification","Couple + C. GT 16 ","6","","",""
"Yes","2019","college entrance qualification","Couple + C. LE and GT 16","5","","",""
"Yes","2019","Other degree","1-pers.-HH","6","","",""
"Yes","2019","Other degree","(Married) couple without C. ","14","","",""
"Yes","2019","Other degree","Single parent ","2","","",""
"Yes","2019","Other degree","Couple + C. LE 16 ","3","","",""
"Yes","2019","Other degree","Couple + C. GT 16 ","5","","",""
"Yes","2019","Other degree","Couple + C. LE and GT 16","1","","",""
"Yes","2019","no degree/no degree yet","1-pers.-HH","6","","",""
"Yes","2019","no degree/no degree yet","(Married) couple without C. ","6","","",""
"Yes","2019","no degree/no degree yet","Single parent ","2","","",""
"Yes","2019","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2019","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Yes","2019","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
