"ple0016","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2014","Baden-Württemberg","Male","","","",""
"Yes","2014","Baden-Württemberg","Female","","","",""
"Yes","2014","Bavaria","Male","","","",""
"Yes","2014","Bavaria","Female","","","",""
"Yes","2014","Berlin","Male","","","",""
"Yes","2014","Berlin","Female","","","",""
"Yes","2014","Brandenburg","Male","","","",""
"Yes","2014","Brandenburg","Female","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2014","Saxony","Male","","","",""
"Yes","2014","Saxony","Female","","","",""
"Yes","2014","Saxony-Anhalt","Male","","","",""
"Yes","2014","Saxony-Anhalt","Female","","","",""
"Yes","2014","Thuringia","Male","","","",""
"Yes","2014","Thuringia","Female","","","",""
"Yes","2015","Schleswig-Holstein","Male","11","","",""
"Yes","2015","Schleswig-Holstein","Female","9","","",""
"Yes","2015","Hamburg","Male","6","","",""
"Yes","2015","Hamburg","Female","5","","",""
"Yes","2015","Lower Saxony","Male","21","","",""
"Yes","2015","Lower Saxony","Female","29","","",""
"Yes","2015","Bremen","Male","1","","",""
"Yes","2015","Bremen","Female","2","","",""
"Yes","2015","North Rhine-Westphalia","Male","42","1","1","1"
"Yes","2015","North Rhine-Westphalia","Female","38","1","1","1"
"Yes","2015","Hesse","Male","24","","",""
"Yes","2015","Hesse","Female","19","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","Male","12","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","Female","16","","",""
"Yes","2015","Baden-Württemberg","Male","27","","",""
"Yes","2015","Baden-Württemberg","Female","29","","",""
"Yes","2015","Bavaria","Male","47","1","1","1"
"Yes","2015","Bavaria","Female","23","","",""
"Yes","2015","Berlin","Male","10","","",""
"Yes","2015","Berlin","Female","5","","",""
"Yes","2015","Brandenburg","Male","9","","",""
"Yes","2015","Brandenburg","Female","14","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Male","8","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Female","3","","",""
"Yes","2015","Saxony","Male","19","","",""
"Yes","2015","Saxony","Female","12","","",""
"Yes","2015","Saxony-Anhalt","Male","17","","",""
"Yes","2015","Saxony-Anhalt","Female","13","","",""
"Yes","2015","Thuringia","Male","15","","",""
"Yes","2015","Thuringia","Female","14","","",""
"Yes","2016","Schleswig-Holstein","Male","","","",""
"Yes","2016","Schleswig-Holstein","Female","","","",""
"Yes","2016","Hamburg","Male","","","",""
"Yes","2016","Hamburg","Female","","","",""
"Yes","2016","Lower Saxony","Male","","","",""
"Yes","2016","Lower Saxony","Female","","","",""
"Yes","2016","Bremen","Male","","","",""
"Yes","2016","Bremen","Female","","","",""
"Yes","2016","North Rhine-Westphalia","Male","","","",""
"Yes","2016","North Rhine-Westphalia","Female","","","",""
"Yes","2016","Hesse","Male","","","",""
"Yes","2016","Hesse","Female","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2016","Baden-Württemberg","Male","","","",""
"Yes","2016","Baden-Württemberg","Female","","","",""
"Yes","2016","Bavaria","Male","","","",""
"Yes","2016","Bavaria","Female","","","",""
"Yes","2016","Berlin","Male","","","",""
"Yes","2016","Berlin","Female","","","",""
"Yes","2016","Brandenburg","Male","","","",""
"Yes","2016","Brandenburg","Female","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2016","Saxony","Male","","","",""
"Yes","2016","Saxony","Female","","","",""
"Yes","2016","Saxony-Anhalt","Male","","","",""
"Yes","2016","Saxony-Anhalt","Female","","","",""
"Yes","2016","Thuringia","Male","","","",""
"Yes","2016","Thuringia","Female","","","",""
"Yes","2017","Schleswig-Holstein","Male","12","","",""
"Yes","2017","Schleswig-Holstein","Female","6","","",""
"Yes","2017","Hamburg","Male","2","","",""
"Yes","2017","Hamburg","Female","7","","",""
"Yes","2017","Lower Saxony","Male","23","","",""
"Yes","2017","Lower Saxony","Female","35","1","1","1"
"Yes","2017","Bremen","Male","3","","",""
"Yes","2017","Bremen","Female","3","","",""
"Yes","2017","North Rhine-Westphalia","Male","46","1","1","1"
"Yes","2017","North Rhine-Westphalia","Female","42","1","1","1"
"Yes","2017","Hesse","Male","19","","",""
"Yes","2017","Hesse","Female","16","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","Male","18","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","Female","9","","",""
"Yes","2017","Baden-Württemberg","Male","32","1","1","1"
"Yes","2017","Baden-Württemberg","Female","23","","",""
"Yes","2017","Bavaria","Male","40","1","1","1"
"Yes","2017","Bavaria","Female","29","","",""
"Yes","2017","Berlin","Male","9","","",""
"Yes","2017","Berlin","Female","3","","",""
"Yes","2017","Brandenburg","Male","12","","",""
"Yes","2017","Brandenburg","Female","16","","",""
"Yes","2017","Mecklenburg-Western Pomerania","Male","13","","",""
"Yes","2017","Mecklenburg-Western Pomerania","Female","1","","",""
"Yes","2017","Saxony","Male","30","1","1","1"
"Yes","2017","Saxony","Female","13","","",""
"Yes","2017","Saxony-Anhalt","Male","19","","",""
"Yes","2017","Saxony-Anhalt","Female","12","","",""
"Yes","2017","Thuringia","Male","12","","",""
"Yes","2017","Thuringia","Female","13","","",""
"Yes","2018","Schleswig-Holstein","Male","","","",""
"Yes","2018","Schleswig-Holstein","Female","","","",""
"Yes","2018","Hamburg","Male","","","",""
"Yes","2018","Hamburg","Female","","","",""
"Yes","2018","Lower Saxony","Male","","","",""
"Yes","2018","Lower Saxony","Female","","","",""
"Yes","2018","Bremen","Male","","","",""
"Yes","2018","Bremen","Female","","","",""
"Yes","2018","North Rhine-Westphalia","Male","","","",""
"Yes","2018","North Rhine-Westphalia","Female","","","",""
"Yes","2018","Hesse","Male","","","",""
"Yes","2018","Hesse","Female","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2018","Baden-Württemberg","Male","","","",""
"Yes","2018","Baden-Württemberg","Female","","","",""
"Yes","2018","Bavaria","Male","","","",""
"Yes","2018","Bavaria","Female","","","",""
"Yes","2018","Berlin","Male","","","",""
"Yes","2018","Berlin","Female","","","",""
"Yes","2018","Brandenburg","Male","","","",""
"Yes","2018","Brandenburg","Female","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2018","Saxony","Male","","","",""
"Yes","2018","Saxony","Female","","","",""
"Yes","2018","Saxony-Anhalt","Male","","","",""
"Yes","2018","Saxony-Anhalt","Female","","","",""
"Yes","2018","Thuringia","Male","","","",""
"Yes","2018","Thuringia","Female","","","",""
"Yes","2019","Schleswig-Holstein","Male","9","","",""
"Yes","2019","Schleswig-Holstein","Female","8","","",""
"Yes","2019","Hamburg","Male","4","","",""
"Yes","2019","Hamburg","Female","6","","",""
"Yes","2019","Lower Saxony","Male","35","1","1","1"
"Yes","2019","Lower Saxony","Female","29","","",""
"Yes","2019","Bremen","Male","2","","",""
"Yes","2019","Bremen","Female","2","","",""
"Yes","2019","North Rhine-Westphalia","Male","65","1","1","1"
"Yes","2019","North Rhine-Westphalia","Female","43","1","1","1"
"Yes","2019","Hesse","Male","24","","",""
"Yes","2019","Hesse","Female","14","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","Male","23","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","Female","14","","",""
"Yes","2019","Baden-Württemberg","Male","41","1","1","1"
"Yes","2019","Baden-Württemberg","Female","15","","",""
"Yes","2019","Bavaria","Male","33","1","1","1"
"Yes","2019","Bavaria","Female","24","","",""
"Yes","2019","Berlin","Male","15","","",""
"Yes","2019","Berlin","Female","6","","",""
"Yes","2019","Brandenburg","Male","17","","",""
"Yes","2019","Brandenburg","Female","20","","",""
"Yes","2019","Mecklenburg-Western Pomerania","Male","9","","",""
"Yes","2019","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2019","Saxony","Male","27","","",""
"Yes","2019","Saxony","Female","11","","",""
"Yes","2019","Saxony-Anhalt","Male","15","","",""
"Yes","2019","Saxony-Anhalt","Female","8","","",""
"Yes","2019","Thuringia","Male","13","","",""
"Yes","2019","Thuringia","Female","11","","",""
