"ple0016","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2011","direct migration background","in school","13","","",""
"No","2011","direct migration background","inadequately","95","0.95113584956684","0.908453186821543","0.993818512312138"
"No","2011","direct migration background","general elemantary","408","0.968490720176285","0.95176410559307","0.9852173347595"
"No","2011","direct migration background","middle vocational","756","0.978830297937498","0.968675985649804","0.988984610225193"
"No","2011","direct migration background","vocational + Abi","207","0.989798191247248","0.976239468501313","1.00335691399318"
"No","2011","direct migration background","higher vocational","91","0.976536160398345","0.945935706421663","1.00713661437503"
"No","2011","direct migration background","higher education","369","0.994889761950569","0.987634231273053","1.00214529262809"
"No","2011","indirect migration background","in school","58","1","1","1"
"No","2011","indirect migration background","inadequately","14","","",""
"No","2011","indirect migration background","general elemantary","132","1","1","1"
"No","2011","indirect migration background","middle vocational","336","0.993167294048497","0.984398178107493","1.0019364099895"
"No","2011","indirect migration background","vocational + Abi","46","1","1","1"
"No","2011","indirect migration background","higher vocational","35","0.975657822800623","0.925316419695642","1.0259992259056"
"No","2011","indirect migration background","higher education","109","1","1","1"
"Yes","2012","no migration background","in school","","","",""
"Yes","2012","no migration background","inadequately","","","",""
"Yes","2012","no migration background","general elemantary","","","",""
"Yes","2012","no migration background","middle vocational","","","",""
"Yes","2012","no migration background","vocational + Abi","","","",""
"Yes","2012","no migration background","higher vocational","","","",""
"Yes","2012","no migration background","higher education","","","",""
"Yes","2012","direct migration background","in school","","","",""
"Yes","2012","direct migration background","inadequately","","","",""
"Yes","2012","direct migration background","general elemantary","","","",""
"Yes","2012","direct migration background","middle vocational","","","",""
"Yes","2012","direct migration background","vocational + Abi","","","",""
"Yes","2012","direct migration background","higher vocational","","","",""
"Yes","2012","direct migration background","higher education","","","",""
"Yes","2012","indirect migration background","in school","","","",""
"Yes","2012","indirect migration background","inadequately","","","",""
"Yes","2012","indirect migration background","general elemantary","","","",""
"Yes","2012","indirect migration background","middle vocational","","","",""
"Yes","2012","indirect migration background","vocational + Abi","","","",""
"Yes","2012","indirect migration background","higher vocational","","","",""
"Yes","2012","indirect migration background","higher education","","","",""
"No","2012","no migration background","in school","","","",""
"No","2012","no migration background","inadequately","","","",""
"No","2012","no migration background","general elemantary","","","",""
"No","2012","no migration background","middle vocational","","","",""
"No","2012","no migration background","vocational + Abi","","","",""
"No","2012","no migration background","higher vocational","","","",""
"No","2012","no migration background","higher education","","","",""
"No","2012","direct migration background","in school","","","",""
"No","2012","direct migration background","inadequately","","","",""
"No","2012","direct migration background","general elemantary","","","",""
"No","2012","direct migration background","middle vocational","","","",""
"No","2012","direct migration background","vocational + Abi","","","",""
"No","2012","direct migration background","higher vocational","","","",""
"No","2012","direct migration background","higher education","","","",""
"No","2012","indirect migration background","in school","","","",""
"No","2012","indirect migration background","inadequately","","","",""
"No","2012","indirect migration background","general elemantary","","","",""
"No","2012","indirect migration background","middle vocational","","","",""
"No","2012","indirect migration background","vocational + Abi","","","",""
"No","2012","indirect migration background","higher vocational","","","",""
"No","2012","indirect migration background","higher education","","","",""
"Yes","2013","no migration background","in school","","","",""
"Yes","2013","no migration background","inadequately","3","","",""
"Yes","2013","no migration background","general elemantary","55","0.0411223707675586","0.0307649550446571","0.0514797864904601"
"Yes","2013","no migration background","middle vocational","229","0.0268495148077624","0.0234163987321253","0.0302826308833994"
"Yes","2013","no migration background","vocational + Abi","4","","",""
"Yes","2013","no migration background","higher vocational","28","","",""
"Yes","2013","no migration background","higher education","66","0.0204289501164505","0.0160499893143632","0.0248079109185378"
"Yes","2013","direct migration background","in school","","","",""
"Yes","2013","direct migration background","inadequately","2","","",""
"Yes","2013","direct migration background","general elemantary","5","","",""
"Yes","2013","direct migration background","middle vocational","10","","",""
"Yes","2013","direct migration background","vocational + Abi","4","","",""
"Yes","2013","direct migration background","higher vocational","2","","",""
"Yes","2013","direct migration background","higher education","2","","",""
"Yes","2013","indirect migration background","in school","","","",""
"Yes","2013","indirect migration background","inadequately","1","","",""
"Yes","2013","indirect migration background","general elemantary","","","",""
"Yes","2013","indirect migration background","middle vocational","3","","",""
"Yes","2013","indirect migration background","vocational + Abi","","","",""
"Yes","2013","indirect migration background","higher vocational","1","","",""
"Yes","2013","indirect migration background","higher education","","","",""
"No","2013","no migration background","in school","196","1","1","1"
"No","2013","no migration background","inadequately","112","0.974578184955601","0.945810110694674","1.00334625921653"
"No","2013","no migration background","general elemantary","1357","0.958877629232441","0.94852021350954","0.969235044955343"
"No","2013","no migration background","middle vocational","8287","0.973150485192238","0.969717369116601","0.976583601267875"
"No","2013","no migration background","vocational + Abi","873","0.997725273852161","0.994572314723486","1.00087823298084"
"No","2013","no migration background","higher vocational","1203","0.975368248153277","0.966709581471554","0.984026914835"
"No","2013","no migration background","higher education","3943","0.979571049883549","0.975192089081462","0.983950010685637"
"No","2013","direct migration background","in school","11","","",""
"No","2013","direct migration background","inadequately","65","0.958281293363499","0.910404769228886","1.00615781749811"
"No","2013","direct migration background","general elemantary","332","0.986402341985922","0.97403739538673","0.998767288585114"
"No","2013","direct migration background","middle vocational","626","0.97924271461885","0.968162453735947","0.990322975501752"
"No","2013","direct migration background","vocational + Abi","185","0.996171570607864","0.98736727569362","1.00497586552211"
"No","2013","direct migration background","higher vocational","70","0.96605811504723","0.924231622456105","1.00788460763835"
"No","2013","direct migration background","higher education","353","0.993482847791947","0.985112509062774","1.00185318652112"
"No","2013","indirect migration background","in school","53","1","1","1"
"No","2013","indirect migration background","inadequately","12","","",""
"No","2013","indirect migration background","general elemantary","117","1","1","1"
"No","2013","indirect migration background","middle vocational","304","0.987477699864562","0.975038724547085","0.999916675182039"
"No","2013","indirect migration background","vocational + Abi","37","1","1","1"
"No","2013","indirect migration background","higher vocational","29","","",""
"No","2013","indirect migration background","higher education","114","1","1","1"
"Yes","2014","no migration background","in school","","","",""
"Yes","2014","no migration background","inadequately","","","",""
"Yes","2014","no migration background","general elemantary","","","",""
"Yes","2014","no migration background","middle vocational","","","",""
"Yes","2014","no migration background","vocational + Abi","","","",""
"Yes","2014","no migration background","higher vocational","","","",""
"Yes","2014","no migration background","higher education","","","",""
"Yes","2014","direct migration background","in school","","","",""
"Yes","2014","direct migration background","inadequately","","","",""
"Yes","2014","direct migration background","general elemantary","","","",""
"Yes","2014","direct migration background","middle vocational","","","",""
"Yes","2014","direct migration background","vocational + Abi","","","",""
"Yes","2014","direct migration background","higher vocational","","","",""
"Yes","2014","direct migration background","higher education","","","",""
"Yes","2014","indirect migration background","in school","","","",""
"Yes","2014","indirect migration background","inadequately","","","",""
"Yes","2014","indirect migration background","general elemantary","","","",""
"Yes","2014","indirect migration background","middle vocational","","","",""
"Yes","2014","indirect migration background","vocational + Abi","","","",""
"Yes","2014","indirect migration background","higher vocational","","","",""
"Yes","2014","indirect migration background","higher education","","","",""
"No","2014","no migration background","in school","","","",""
"No","2014","no migration background","inadequately","","","",""
"No","2014","no migration background","general elemantary","","","",""
"No","2014","no migration background","middle vocational","","","",""
"No","2014","no migration background","vocational + Abi","","","",""
"No","2014","no migration background","higher vocational","","","",""
"No","2014","no migration background","higher education","","","",""
"No","2014","direct migration background","in school","","","",""
"No","2014","direct migration background","inadequately","","","",""
"No","2014","direct migration background","general elemantary","","","",""
"No","2014","direct migration background","middle vocational","","","",""
"No","2014","direct migration background","vocational + Abi","","","",""
"No","2014","direct migration background","higher vocational","","","",""
"No","2014","direct migration background","higher education","","","",""
"No","2014","indirect migration background","in school","","","",""
"No","2014","indirect migration background","inadequately","","","",""
"No","2014","indirect migration background","general elemantary","","","",""
"No","2014","indirect migration background","middle vocational","","","",""
"No","2014","indirect migration background","vocational + Abi","","","",""
"No","2014","indirect migration background","higher vocational","","","",""
"No","2014","indirect migration background","higher education","","","",""
"Yes","2015","no migration background","in school","","","",""
"Yes","2015","no migration background","inadequately","7","","",""
"Yes","2015","no migration background","general elemantary","48","0.0359919306586092","0.0268932576108735","0.0450906037063449"
"Yes","2015","no migration background","middle vocational","247","0.0286201056762805","0.0252777757580275","0.0319624355945335"
"Yes","2015","no migration background","vocational + Abi","14","","",""
"Yes","2015","no migration background","higher vocational","41","0.0310648906879018","0.0218980193600048","0.0402317620157988"
"Yes","2015","no migration background","higher education","74","0.0190274368848331","0.0151052605501948","0.0229496132194714"
"Yes","2015","direct migration background","in school","","","",""
"Yes","2015","direct migration background","inadequately","8","","",""
"Yes","2015","direct migration background","general elemantary","7","","",""
"Yes","2015","direct migration background","middle vocational","24","","",""
"Yes","2015","direct migration background","vocational + Abi","10","","",""
"Yes","2015","direct migration background","higher vocational","1","","",""
"Yes","2015","direct migration background","higher education","5","","",""
"Yes","2015","indirect migration background","in school","","","",""
"Yes","2015","indirect migration background","inadequately","1","","",""
"Yes","2015","indirect migration background","general elemantary","3","","",""
"Yes","2015","indirect migration background","middle vocational","4","","",""
"Yes","2015","indirect migration background","vocational + Abi","1","","",""
"Yes","2015","indirect migration background","higher vocational","1","","",""
"Yes","2015","indirect migration background","higher education","1","","",""
"No","2015","no migration background","in school","219","1","1","1"
"No","2015","no migration background","inadequately","152","0.964661514320023","0.935962897033832","0.993360131606214"
"No","2015","no migration background","general elemantary","1562","0.964008069341391","0.954909396293655","0.973106742389127"
"No","2015","no migration background","middle vocational","9313","0.97137989432372","0.968037564405467","0.974722224241973"
"No","2015","no migration background","vocational + Abi","1214","0.990161742353899","0.984641462761048","0.99568202194675"
"No","2015","no migration background","higher vocational","1335","0.968935109312098","0.959768237984201","0.978101980639995"
"No","2015","no migration background","higher education","4587","0.980972563115167","0.977050386780529","0.984894739449805"
"No","2015","direct migration background","in school","34","1","1","1"
"No","2015","direct migration background","inadequately","209","0.956699803604841","0.929619657722694","0.983779949486988"
"No","2015","direct migration background","general elemantary","763","0.988715473430034","0.981254765036968","0.996176181823099"
"No","2015","direct migration background","middle vocational","1465","0.975280612317021","0.967394110785567","0.983167113848475"
"No","2015","direct migration background","vocational + Abi","610","0.990993774590312","0.98355743668825","0.998430112492374"
"No","2015","direct migration background","higher vocational","97","0.994771387742534","0.98049264680455","1.00905012868052"
"No","2015","direct migration background","higher education","972","0.996784865097112","0.993235087642546","1.00033464255168"
"No","2015","indirect migration background","in school","99","1","1","1"
"No","2015","indirect migration background","inadequately","35","0.965924462585302","0.906660623687432","1.02518830148317"
"No","2015","indirect migration background","general elemantary","305","0.995144267864991","0.987381026013046","1.00290750971694"
"No","2015","indirect migration background","middle vocational","658","0.992119089599462","0.985383289432738","0.998854889766185"
"No","2015","indirect migration background","vocational + Abi","112","0.997075465074111","0.987119089051048","1.00703184109717"
"No","2015","indirect migration background","higher vocational","57","0.998309125634888","0.987735540053925","1.00888271121585"
"No","2015","indirect migration background","higher education","254","0.990160681103263","0.978045961762504","1.00227540044402"
"Yes","2016","no migration background","in school","","","",""
"Yes","2016","no migration background","inadequately","","","",""
"Yes","2016","no migration background","general elemantary","","","",""
"Yes","2016","no migration background","middle vocational","","","",""
"Yes","2016","no migration background","vocational + Abi","","","",""
"Yes","2016","no migration background","higher vocational","","","",""
"Yes","2016","no migration background","higher education","","","",""
"Yes","2016","direct migration background","in school","","","",""
"Yes","2016","direct migration background","inadequately","","","",""
"Yes","2016","direct migration background","general elemantary","","","",""
"Yes","2016","direct migration background","middle vocational","","","",""
"Yes","2016","direct migration background","vocational + Abi","","","",""
"Yes","2016","direct migration background","higher vocational","","","",""
"Yes","2016","direct migration background","higher education","","","",""
"Yes","2016","indirect migration background","in school","","","",""
"Yes","2016","indirect migration background","inadequately","","","",""
"Yes","2016","indirect migration background","general elemantary","","","",""
"Yes","2016","indirect migration background","middle vocational","","","",""
"Yes","2016","indirect migration background","vocational + Abi","","","",""
"Yes","2016","indirect migration background","higher vocational","","","",""
"Yes","2016","indirect migration background","higher education","","","",""
"No","2016","no migration background","in school","","","",""
"No","2016","no migration background","inadequately","","","",""
"No","2016","no migration background","general elemantary","","","",""
"No","2016","no migration background","middle vocational","","","",""
"No","2016","no migration background","vocational + Abi","","","",""
"No","2016","no migration background","higher vocational","","","",""
"No","2016","no migration background","higher education","","","",""
"No","2016","direct migration background","in school","","","",""
"No","2016","direct migration background","inadequately","","","",""
"No","2016","direct migration background","general elemantary","","","",""
"No","2016","direct migration background","middle vocational","","","",""
"No","2016","direct migration background","vocational + Abi","","","",""
"No","2016","direct migration background","higher vocational","","","",""
"No","2016","direct migration background","higher education","","","",""
"No","2016","indirect migration background","in school","","","",""
"No","2016","indirect migration background","inadequately","","","",""
"No","2016","indirect migration background","general elemantary","","","",""
"No","2016","indirect migration background","middle vocational","","","",""
"No","2016","indirect migration background","vocational + Abi","","","",""
"No","2016","indirect migration background","higher vocational","","","",""
"No","2016","indirect migration background","higher education","","","",""
"Yes","2017","no migration background","in school","","","",""
"Yes","2017","no migration background","inadequately","6","","",""
"Yes","2017","no migration background","general elemantary","46","0.0316755933133381","0.0233964963106151","0.0399546903160611"
"Yes","2017","no migration background","middle vocational","245","0.0284298439778623","0.0251502214013724","0.0317094665543521"
"Yes","2017","no migration background","vocational + Abi","16","","",""
"Yes","2017","no migration background","higher vocational","49","0.0313054307071598","0.0221704285127108","0.0404404329016089"
"Yes","2017","no migration background","higher education","81","0.0178020999017252","0.0141647956781143","0.0214394041253361"
"Yes","2017","direct migration background","in school","","","",""
"Yes","2017","direct migration background","inadequately","9","","",""
"Yes","2017","direct migration background","general elemantary","12","","",""
"Yes","2017","direct migration background","middle vocational","22","","",""
"Yes","2017","direct migration background","vocational + Abi","7","","",""
"Yes","2017","direct migration background","higher vocational","2","","",""
"Yes","2017","direct migration background","higher education","10","","",""
"Yes","2017","indirect migration background","in school","","","",""
"Yes","2017","indirect migration background","inadequately","","","",""
"Yes","2017","indirect migration background","general elemantary","2","","",""
"Yes","2017","indirect migration background","middle vocational","4","","",""
"Yes","2017","indirect migration background","vocational + Abi","","","",""
"Yes","2017","indirect migration background","higher vocational","2","","",""
"Yes","2017","indirect migration background","higher education","2","","",""
"No","2017","no migration background","in school","290","1","1","1"
"No","2017","no migration background","inadequately","163","0.976698092438033","0.953953369755588","0.999442815120478"
"No","2017","no migration background","general elemantary","1673","0.968324406686662","0.960045309683939","0.976603503689385"
"No","2017","no migration background","middle vocational","9620","0.971570156022138","0.968290533445648","0.974849778598628"
"No","2017","no migration background","vocational + Abi","1426","0.985704813406225","0.979578011853445","0.991831614959006"
"No","2017","no migration background","higher vocational","1347","0.96869456929284","0.959559567098391","0.977829571487289"
"No","2017","no migration background","higher education","4996","0.982197900098275","0.978560595874664","0.985835204321886"
"No","2017","direct migration background","in school","34","1","1","1"
"No","2017","direct migration background","inadequately","240","0.975310481525481","0.956036289868082","0.994584673182881"
"No","2017","direct migration background","general elemantary","754","0.96704266782231","0.954400179852028","0.979685155792591"
"No","2017","direct migration background","middle vocational","1528","0.979991992327922","0.973020986784862","0.986962997870981"
"No","2017","direct migration background","vocational + Abi","647","0.991366102852661","0.98427555675455","0.998456648950772"
"No","2017","direct migration background","higher vocational","89","0.962332667666338","0.923215046079008","1.00145028925367"
"No","2017","direct migration background","higher education","1183","0.991531138355463","0.986331255415806","0.996731021295119"
"No","2017","indirect migration background","in school","88","1","1","1"
"No","2017","indirect migration background","inadequately","39","1","1","1"
"No","2017","indirect migration background","general elemantary","279","0.994839959662948","0.986462774979962","1.00321714434593"
"No","2017","indirect migration background","middle vocational","718","0.995900105650354","0.991239163483622","1.00056104781709"
"No","2017","indirect migration background","vocational + Abi","130","1","1","1"
"No","2017","indirect migration background","higher vocational","57","0.978563733373917","0.941607200678653","1.01552026606918"
"No","2017","indirect migration background","higher education","282","0.989603251287534","0.977806341688805","1.00140016088626"
"Yes","2018","no migration background","in school","","","",""
"Yes","2018","no migration background","inadequately","","","",""
"Yes","2018","no migration background","general elemantary","","","",""
"Yes","2018","no migration background","middle vocational","","","",""
"Yes","2018","no migration background","vocational + Abi","","","",""
"Yes","2018","no migration background","higher vocational","","","",""
"Yes","2018","no migration background","higher education","","","",""
"Yes","2018","direct migration background","in school","","","",""
"Yes","2018","direct migration background","inadequately","","","",""
"Yes","2018","direct migration background","general elemantary","","","",""
"Yes","2018","direct migration background","middle vocational","","","",""
"Yes","2018","direct migration background","vocational + Abi","","","",""
"Yes","2018","direct migration background","higher vocational","","","",""
"Yes","2018","direct migration background","higher education","","","",""
"Yes","2018","indirect migration background","in school","","","",""
"Yes","2018","indirect migration background","inadequately","","","",""
"Yes","2018","indirect migration background","general elemantary","","","",""
"Yes","2018","indirect migration background","middle vocational","","","",""
"Yes","2018","indirect migration background","vocational + Abi","","","",""
"Yes","2018","indirect migration background","higher vocational","","","",""
"Yes","2018","indirect migration background","higher education","","","",""
"No","2018","no migration background","in school","","","",""
"No","2018","no migration background","inadequately","","","",""
"No","2018","no migration background","general elemantary","","","",""
"No","2018","no migration background","middle vocational","","","",""
"No","2018","no migration background","vocational + Abi","","","",""
"No","2018","no migration background","higher vocational","","","",""
"No","2018","no migration background","higher education","","","",""
"No","2018","direct migration background","in school","","","",""
"No","2018","direct migration background","inadequately","","","",""
"No","2018","direct migration background","general elemantary","","","",""
"No","2018","direct migration background","middle vocational","","","",""
"No","2018","direct migration background","vocational + Abi","","","",""
"No","2018","direct migration background","higher vocational","","","",""
"No","2018","direct migration background","higher education","","","",""
"No","2018","indirect migration background","in school","","","",""
"No","2018","indirect migration background","inadequately","","","",""
"No","2018","indirect migration background","general elemantary","","","",""
"No","2018","indirect migration background","middle vocational","","","",""
"No","2018","indirect migration background","vocational + Abi","","","",""
"No","2018","indirect migration background","higher vocational","","","",""
"No","2018","indirect migration background","higher education","","","",""
"Yes","2019","no migration background","in school","1","","",""
"Yes","2019","no migration background","inadequately","8","","",""
"Yes","2019","no migration background","general elemantary","47","0.0382427599525161","0.0288131552238193","0.0476723646812129"
"Yes","2019","no migration background","middle vocational","251","0.0313615958300251","0.0278066492860488","0.0349165423740014"
"Yes","2019","no migration background","vocational + Abi","16","","",""
"Yes","2019","no migration background","higher vocational","49","0.0251612777464757","0.0172956955993823","0.033026859893569"
"Yes","2019","no migration background","higher education","104","0.0171351628575033","0.0137413577701588","0.0205289679448477"
"Yes","2019","direct migration background","in school","","","",""
"Yes","2019","direct migration background","inadequately","9","","",""
"Yes","2019","direct migration background","general elemantary","6","","",""
"Yes","2019","direct migration background","middle vocational","19","","",""
"Yes","2019","direct migration background","vocational + Abi","6","","",""
"Yes","2019","direct migration background","higher vocational","","","",""
"Yes","2019","direct migration background","higher education","8","","",""
"Yes","2019","indirect migration background","in school","","","",""
"Yes","2019","indirect migration background","inadequately","","","",""
"Yes","2019","indirect migration background","general elemantary","1","","",""
"Yes","2019","indirect migration background","middle vocational","5","","",""
"Yes","2019","indirect migration background","vocational + Abi","","","",""
"Yes","2019","indirect migration background","higher vocational","","","",""
"Yes","2019","indirect migration background","higher education","2","","",""
"No","2019","no migration background","in school","203","0.99651126939394","0.988420164486949","1.00460237430093"
"No","2019","no migration background","inadequately","140","0.9464896942406","0.910232524949466","0.982746863531733"
"No","2019","no migration background","general elemantary","1542","0.961757240047484","0.952327635318787","0.971186844776181"
"No","2019","no migration background","middle vocational","8983","0.968638404169975","0.965083457625999","0.972193350713951"
"No","2019","no migration background","vocational + Abi","1493","0.994250239489545","0.990435400601251","0.99806507837784"
"No","2019","no migration background","higher vocational","1474","0.974838722253524","0.966973140106431","0.982704304400618"
"No","2019","no migration background","higher education","5513","0.982864837142497","0.979471032055152","0.986258642229841"
"No","2019","direct migration background","in school","45","1","1","1"
"No","2019","direct migration background","inadequately","195","0.935767819930993","0.902124922494011","0.969410717367976"
"No","2019","direct migration background","general elemantary","588","0.971361047638011","0.957948114057226","0.984773981218795"
"No","2019","direct migration background","middle vocational","1215","0.97910516885852","0.971124769671349","0.987085568045691"
"No","2019","direct migration background","vocational + Abi","516","0.993262660290319","0.986245052095739","1.0002802684849"
"No","2019","direct migration background","higher vocational","74","1","1","1"
"No","2019","direct migration background","higher education","1061","0.99465090082384","0.990278349622819","0.99902345202486"
"No","2019","indirect migration background","in school","82","1","1","1"
"No","2019","indirect migration background","inadequately","39","1","1","1"
"No","2019","indirect migration background","general elemantary","238","0.997170591858987","0.990436459147039","1.00390472457094"
"No","2019","indirect migration background","middle vocational","663","0.99447928233127","0.988860328047264","1.00009823661528"
"No","2019","indirect migration background","vocational + Abi","142","1","1","1"
"No","2019","indirect migration background","higher vocational","75","1","1","1"
"No","2019","indirect migration background","higher education","335","0.989485765930767","0.978595794593014","1.00037573726852"
