"plh0206i05","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2007","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2007","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2007","66 and older","Employed","","","",""
"4 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2007","16-34 y.","Employed","","","",""
"4 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2007","35-65 y.","Employed","","","",""
"4 on scale 1-7","2007","66 and older","Not Employed","","","",""
"4 on scale 1-7","2007","66 and older","Employed","","","",""
"5 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2007","16-34 y.","Employed","","","",""
"5 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2007","35-65 y.","Employed","","","",""
"5 on scale 1-7","2007","66 and older","Not Employed","","","",""
"5 on scale 1-7","2007","66 and older","Employed","","","",""
"6 on scale 1-7","2007","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2007","16-34 y.","Employed","","","",""
"6 on scale 1-7","2007","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2007","35-65 y.","Employed","","","",""
"6 on scale 1-7","2007","66 and older","Not Employed","","","",""
"6 on scale 1-7","2007","66 and older","Employed","","","",""
"7 Strongly agree","2007","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2007","16-34 y.","Employed","","","",""
"7 Strongly agree","2007","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2007","35-65 y.","Employed","","","",""
"7 Strongly agree","2007","66 and older","Not Employed","","","",""
"7 Strongly agree","2007","66 and older","Employed","","","",""
"1 Strongly disagree","2008","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2008","16-34 y.","Employed","","","",""
"1 Strongly disagree","2008","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2008","35-65 y.","Employed","","","",""
"1 Strongly disagree","2008","66 and older","Not Employed","","","",""
"1 Strongly disagree","2008","66 and older","Employed","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2008","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2008","66 and older","Employed","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2008","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2008","66 and older","Employed","","","",""
"4 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2008","16-34 y.","Employed","","","",""
"4 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2008","35-65 y.","Employed","","","",""
"4 on scale 1-7","2008","66 and older","Not Employed","","","",""
"4 on scale 1-7","2008","66 and older","Employed","","","",""
"5 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2008","16-34 y.","Employed","","","",""
"5 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2008","35-65 y.","Employed","","","",""
"5 on scale 1-7","2008","66 and older","Not Employed","","","",""
"5 on scale 1-7","2008","66 and older","Employed","","","",""
"6 on scale 1-7","2008","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2008","16-34 y.","Employed","","","",""
"6 on scale 1-7","2008","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2008","35-65 y.","Employed","","","",""
"6 on scale 1-7","2008","66 and older","Not Employed","","","",""
"6 on scale 1-7","2008","66 and older","Employed","","","",""
"7 Strongly agree","2008","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2008","16-34 y.","Employed","","","",""
"7 Strongly agree","2008","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2008","35-65 y.","Employed","","","",""
"7 Strongly agree","2008","66 and older","Not Employed","","","",""
"7 Strongly agree","2008","66 and older","Employed","","","",""
"1 Strongly disagree","2009","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2009","16-34 y.","Employed","","","",""
"1 Strongly disagree","2009","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2009","35-65 y.","Employed","","","",""
"1 Strongly disagree","2009","66 and older","Not Employed","","","",""
"1 Strongly disagree","2009","66 and older","Employed","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2009","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2009","66 and older","Employed","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2009","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2009","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2009","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2009","66 and older","Employed","","","",""
"4 on scale 1-7","2009","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2009","16-34 y.","Employed","","","",""
"4 on scale 1-7","2009","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2009","35-65 y.","Employed","","","",""
"4 on scale 1-7","2009","66 and older","Not Employed","","","",""
"4 on scale 1-7","2009","66 and older","Employed","","","",""
"5 on scale 1-7","2009","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2009","16-34 y.","Employed","","","",""
"5 on scale 1-7","2009","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2009","35-65 y.","Employed","","","",""
"5 on scale 1-7","2009","66 and older","Not Employed","","","",""
"5 on scale 1-7","2009","66 and older","Employed","","","",""
"6 on scale 1-7","2009","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2009","16-34 y.","Employed","","","",""
"6 on scale 1-7","2009","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2009","35-65 y.","Employed","","","",""
"6 on scale 1-7","2009","66 and older","Not Employed","","","",""
"6 on scale 1-7","2009","66 and older","Employed","","","",""
"7 Strongly agree","2009","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2009","16-34 y.","Employed","","","",""
"7 Strongly agree","2009","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2009","35-65 y.","Employed","","","",""
"7 Strongly agree","2009","66 and older","Not Employed","","","",""
"7 Strongly agree","2009","66 and older","Employed","","","",""
"1 Strongly disagree","2010","16-34 y.","Not Employed","121","0.148567506474589","0.125433961228851","0.171701051720327"
"1 Strongly disagree","2010","16-34 y.","Employed","317","0.128803251327377","0.116089956485727","0.141516546169026"
"1 Strongly disagree","2010","35-65 y.","Not Employed","381","0.226072106605612","0.206147334978528","0.245996878232696"
"1 Strongly disagree","2010","35-65 y.","Employed","1441","0.193224736385284","0.184205747885349","0.20224372488522"
"1 Strongly disagree","2010","66 and older","Not Employed","947","0.271751776213322","0.257460012764276","0.286043539662367"
"1 Strongly disagree","2010","66 and older","Employed","56","0.168783438502615","0.126539283400576","0.211027593604654"
"2 on scale 1-7 ","2010","16-34 y.","Not Employed","168","0.152793361545172","0.12939140952037","0.176195313569974"
"2 on scale 1-7 ","2010","16-34 y.","Employed","565","0.195759925486687","0.180701091913825","0.210818759059548"
"2 on scale 1-7 ","2010","35-65 y.","Not Employed","365","0.193789885872647","0.174961664904826","0.212618106840468"
"2 on scale 1-7 ","2010","35-65 y.","Employed","1787","0.228492085120411","0.218901260315744","0.238082909925078"
"2 on scale 1-7 ","2010","66 and older","Not Employed","816","0.211779196411098","0.198653404915141","0.224904987907055"
"2 on scale 1-7 ","2010","66 and older","Employed","70","0.21828989927555","0.17170080134626","0.264878997204839"
"3 on scale 1-7 ","2010","16-34 y.","Not Employed","167","0.18190676687722","0.156815014414168","0.206998519340272"
"3 on scale 1-7 ","2010","16-34 y.","Employed","578","0.216476653762863","0.200846325934533","0.232106981591193"
"3 on scale 1-7 ","2010","35-65 y.","Not Employed","298","0.185656615530635","0.167135010751153","0.204178220310118"
"3 on scale 1-7 ","2010","35-65 y.","Employed","1355","0.185969002770303","0.177081271048182","0.194856734492424"
"3 on scale 1-7 ","2010","66 and older","Not Employed","623","0.163063981142806","0.151195775668599","0.174932186617013"
"3 on scale 1-7 ","2010","66 and older","Employed","74","0.247171454725671","0.198520449803358","0.295822459647984"
"4 on scale 1-7","2010","16-34 y.","Not Employed","204","0.226585553720172","0.199356821848224","0.253814285592119"
"4 on scale 1-7","2010","16-34 y.","Employed","520","0.192699976700179","0.177730904029999","0.207669049370359"
"4 on scale 1-7","2010","35-65 y.","Not Employed","265","0.144701984524094","0.127944239128367","0.161459729919821"
"4 on scale 1-7","2010","35-65 y.","Employed","1341","0.171736045964591","0.163120847334738","0.180351244594444"
"4 on scale 1-7","2010","66 and older","Not Employed","655","0.169067881649852","0.157026585568163","0.181109177731542"
"4 on scale 1-7","2010","66 and older","Employed","49","0.163921738378778","0.122168865719007","0.20567461103855"
"5 on scale 1-7","2010","16-34 y.","Not Employed","108","0.11113297248736","0.0906899535824338","0.131575991392287"
"5 on scale 1-7","2010","16-34 y.","Employed","335","0.135280697791307","0.122300178192815","0.148261217389798"
"5 on scale 1-7","2010","35-65 y.","Not Employed","199","0.135342270437544","0.119047116973002","0.151637423902085"
"5 on scale 1-7","2010","35-65 y.","Employed","753","0.110249864530518","0.103095464030199","0.117404265030837"
"5 on scale 1-7","2010","66 and older","Not Employed","322","0.0825584226252302","0.073716844089298","0.0914000011611624"
"5 on scale 1-7","2010","66 and older","Employed","25","","",""
"6 on scale 1-7","2010","16-34 y.","Not Employed","74","0.0852416130203479","0.0670787546518435","0.103404471388852"
"6 on scale 1-7","2010","16-34 y.","Employed","218","0.0879916016488565","0.0772404097560098","0.0987427935417031"
"6 on scale 1-7","2010","35-65 y.","Not Employed","98","0.0574604039685552","0.0463749431471601","0.0685458647899504"
"6 on scale 1-7","2010","35-65 y.","Employed","401","0.0632421935023313","0.0576822893182282","0.0688020976864344"
"6 on scale 1-7","2010","66 and older","Not Employed","189","0.0498999846074268","0.0429048709554386","0.056895098259415"
"6 on scale 1-7","2010","66 and older","Employed","13","","",""
"7 Strongly agree","2010","16-34 y.","Not Employed","66","0.0937722258751382","0.0748112378727934","0.112733213877483"
"7 Strongly agree","2010","16-34 y.","Employed","134","0.0429878932827318","0.0352900621429413","0.0506857244225223"
"7 Strongly agree","2010","35-65 y.","Not Employed","87","0.0569767330609135","0.0459351946396822","0.0680182714821449"
"7 Strongly agree","2010","35-65 y.","Employed","284","0.047086071726561","0.0422474323896393","0.0519247110634827"
"7 Strongly agree","2010","66 and older","Not Employed","170","0.0518787573502651","0.0447537284935633","0.059003786206967"
"7 Strongly agree","2010","66 and older","Employed","15","","",""
"1 Strongly disagree","2011","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2011","16-34 y.","Employed","","","",""
"1 Strongly disagree","2011","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2011","35-65 y.","Employed","","","",""
"1 Strongly disagree","2011","66 and older","Not Employed","","","",""
"1 Strongly disagree","2011","66 and older","Employed","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2011","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2011","66 and older","Employed","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2011","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2011","66 and older","Employed","","","",""
"4 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2011","16-34 y.","Employed","","","",""
"4 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2011","35-65 y.","Employed","","","",""
"4 on scale 1-7","2011","66 and older","Not Employed","","","",""
"4 on scale 1-7","2011","66 and older","Employed","","","",""
"5 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2011","16-34 y.","Employed","","","",""
"5 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2011","35-65 y.","Employed","","","",""
"5 on scale 1-7","2011","66 and older","Not Employed","","","",""
"5 on scale 1-7","2011","66 and older","Employed","","","",""
"6 on scale 1-7","2011","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2011","16-34 y.","Employed","","","",""
"6 on scale 1-7","2011","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2011","35-65 y.","Employed","","","",""
"6 on scale 1-7","2011","66 and older","Not Employed","","","",""
"6 on scale 1-7","2011","66 and older","Employed","","","",""
"7 Strongly agree","2011","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2011","16-34 y.","Employed","","","",""
"7 Strongly agree","2011","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2011","35-65 y.","Employed","","","",""
"7 Strongly agree","2011","66 and older","Not Employed","","","",""
"7 Strongly agree","2011","66 and older","Employed","","","",""
"1 Strongly disagree","2012","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2012","16-34 y.","Employed","","","",""
"1 Strongly disagree","2012","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2012","35-65 y.","Employed","","","",""
"1 Strongly disagree","2012","66 and older","Not Employed","","","",""
"1 Strongly disagree","2012","66 and older","Employed","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2012","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2012","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2012","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2012","66 and older","Employed","","","",""
"3 on scale 1-7 ","2012","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2012","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2012","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2012","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2012","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2012","66 and older","Employed","","","",""
"4 on scale 1-7","2012","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2012","16-34 y.","Employed","","","",""
"4 on scale 1-7","2012","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2012","35-65 y.","Employed","","","",""
"4 on scale 1-7","2012","66 and older","Not Employed","","","",""
"4 on scale 1-7","2012","66 and older","Employed","","","",""
"5 on scale 1-7","2012","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2012","16-34 y.","Employed","","","",""
"5 on scale 1-7","2012","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2012","35-65 y.","Employed","","","",""
"5 on scale 1-7","2012","66 and older","Not Employed","","","",""
"5 on scale 1-7","2012","66 and older","Employed","","","",""
"6 on scale 1-7","2012","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2012","16-34 y.","Employed","","","",""
"6 on scale 1-7","2012","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2012","35-65 y.","Employed","","","",""
"6 on scale 1-7","2012","66 and older","Not Employed","","","",""
"6 on scale 1-7","2012","66 and older","Employed","","","",""
"7 Strongly agree","2012","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2012","16-34 y.","Employed","","","",""
"7 Strongly agree","2012","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2012","35-65 y.","Employed","","","",""
"7 Strongly agree","2012","66 and older","Not Employed","","","",""
"7 Strongly agree","2012","66 and older","Employed","","","",""
"1 Strongly disagree","2013","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2013","16-34 y.","Employed","","","",""
"1 Strongly disagree","2013","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2013","35-65 y.","Employed","","","",""
"1 Strongly disagree","2013","66 and older","Not Employed","","","",""
"1 Strongly disagree","2013","66 and older","Employed","","","",""
"2 on scale 1-7 ","2013","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2013","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2013","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2013","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2013","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2013","66 and older","Employed","","","",""
"3 on scale 1-7 ","2013","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2013","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2013","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2013","35-65 y.","Employed","","","",""
"3 on scale 1-7 ","2013","66 and older","Not Employed","","","",""
"3 on scale 1-7 ","2013","66 and older","Employed","","","",""
"4 on scale 1-7","2013","16-34 y.","Not Employed","","","",""
"4 on scale 1-7","2013","16-34 y.","Employed","","","",""
"4 on scale 1-7","2013","35-65 y.","Not Employed","","","",""
"4 on scale 1-7","2013","35-65 y.","Employed","","","",""
"4 on scale 1-7","2013","66 and older","Not Employed","","","",""
"4 on scale 1-7","2013","66 and older","Employed","","","",""
"5 on scale 1-7","2013","16-34 y.","Not Employed","","","",""
"5 on scale 1-7","2013","16-34 y.","Employed","","","",""
"5 on scale 1-7","2013","35-65 y.","Not Employed","","","",""
"5 on scale 1-7","2013","35-65 y.","Employed","","","",""
"5 on scale 1-7","2013","66 and older","Not Employed","","","",""
"5 on scale 1-7","2013","66 and older","Employed","","","",""
"6 on scale 1-7","2013","16-34 y.","Not Employed","","","",""
"6 on scale 1-7","2013","16-34 y.","Employed","","","",""
"6 on scale 1-7","2013","35-65 y.","Not Employed","","","",""
"6 on scale 1-7","2013","35-65 y.","Employed","","","",""
"6 on scale 1-7","2013","66 and older","Not Employed","","","",""
"6 on scale 1-7","2013","66 and older","Employed","","","",""
"7 Strongly agree","2013","16-34 y.","Not Employed","","","",""
"7 Strongly agree","2013","16-34 y.","Employed","","","",""
"7 Strongly agree","2013","35-65 y.","Not Employed","","","",""
"7 Strongly agree","2013","35-65 y.","Employed","","","",""
"7 Strongly agree","2013","66 and older","Not Employed","","","",""
"7 Strongly agree","2013","66 and older","Employed","","","",""
"1 Strongly disagree","2014","16-34 y.","Not Employed","","","",""
"1 Strongly disagree","2014","16-34 y.","Employed","","","",""
"1 Strongly disagree","2014","35-65 y.","Not Employed","","","",""
"1 Strongly disagree","2014","35-65 y.","Employed","","","",""
"1 Strongly disagree","2014","66 and older","Not Employed","","","",""
"1 Strongly disagree","2014","66 and older","Employed","","","",""
"2 on scale 1-7 ","2014","16-34 y.","Not Employed","","","",""
"2 on scale 1-7 ","2014","16-34 y.","Employed","","","",""
"2 on scale 1-7 ","2014","35-65 y.","Not Employed","","","",""
"2 on scale 1-7 ","2014","35-65 y.","Employed","","","",""
"2 on scale 1-7 ","2014","66 and older","Not Employed","","","",""
"2 on scale 1-7 ","2014","66 and older","Employed","","","",""
"3 on scale 1-7 ","2014","16-34 y.","Not Employed","","","",""
"3 on scale 1-7 ","2014","16-34 y.","Employed","","","",""
"3 on scale 1-7 ","2014","35-65 y.","Not Employed","","","",""
"3 on scale 1-7 ","2014","35-65 y.","Employed","","","",""
