"plh0206i05","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2007","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2007","(0) in school","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2007","(0) in school","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2007","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2007","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2007","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2007","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2007","(0) in school","","","",""
"4 on scale 1-7","2007","(1a) inadequately completed","","","",""
"4 on scale 1-7","2007","(1b) general elementary school","","","",""
"4 on scale 1-7","2007","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2007","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2007","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2007","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2007","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2007","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2007","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2007","(0) in school","","","",""
"5 on scale 1-7","2007","(1a) inadequately completed","","","",""
"5 on scale 1-7","2007","(1b) general elementary school","","","",""
"5 on scale 1-7","2007","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2007","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2007","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2007","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2007","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2007","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2007","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2007","(0) in school","","","",""
"6 on scale 1-7","2007","(1a) inadequately completed","","","",""
"6 on scale 1-7","2007","(1b) general elementary school","","","",""
"6 on scale 1-7","2007","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2007","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2007","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2007","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2007","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2007","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2007","(3b) higher tertiary education","","","",""
"7 Strongly agree","2007","(0) in school","","","",""
"7 Strongly agree","2007","(1a) inadequately completed","","","",""
"7 Strongly agree","2007","(1b) general elementary school","","","",""
"7 Strongly agree","2007","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2007","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2007","(2a) intermediate vocational","","","",""
"7 Strongly agree","2007","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2007","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2007","(3a) lower tertiary education","","","",""
"7 Strongly agree","2007","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2008","(0) in school","","","",""
"1 Strongly disagree","2008","(1a) inadequately completed","","","",""
"1 Strongly disagree","2008","(1b) general elementary school","","","",""
"1 Strongly disagree","2008","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2008","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2008","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2008","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2008","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2008","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2008","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2008","(0) in school","","","",""
"2 on scale 1-7 ","2008","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2008","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2008","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2008","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2008","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2008","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2008","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2008","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2008","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2008","(0) in school","","","",""
"3 on scale 1-7 ","2008","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2008","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2008","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2008","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2008","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2008","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2008","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2008","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2008","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2008","(0) in school","","","",""
"4 on scale 1-7","2008","(1a) inadequately completed","","","",""
"4 on scale 1-7","2008","(1b) general elementary school","","","",""
"4 on scale 1-7","2008","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2008","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2008","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2008","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2008","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2008","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2008","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2008","(0) in school","","","",""
"5 on scale 1-7","2008","(1a) inadequately completed","","","",""
"5 on scale 1-7","2008","(1b) general elementary school","","","",""
"5 on scale 1-7","2008","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2008","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2008","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2008","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2008","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2008","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2008","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2008","(0) in school","","","",""
"6 on scale 1-7","2008","(1a) inadequately completed","","","",""
"6 on scale 1-7","2008","(1b) general elementary school","","","",""
"6 on scale 1-7","2008","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2008","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2008","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2008","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2008","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2008","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2008","(3b) higher tertiary education","","","",""
"7 Strongly agree","2008","(0) in school","","","",""
"7 Strongly agree","2008","(1a) inadequately completed","","","",""
"7 Strongly agree","2008","(1b) general elementary school","","","",""
"7 Strongly agree","2008","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2008","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2008","(2a) intermediate vocational","","","",""
"7 Strongly agree","2008","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2008","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2008","(3a) lower tertiary education","","","",""
"7 Strongly agree","2008","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2009","(0) in school","","","",""
"1 Strongly disagree","2009","(1a) inadequately completed","","","",""
"1 Strongly disagree","2009","(1b) general elementary school","","","",""
"1 Strongly disagree","2009","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2009","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2009","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2009","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2009","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2009","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2009","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2009","(0) in school","","","",""
"2 on scale 1-7 ","2009","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2009","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2009","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2009","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2009","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2009","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2009","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2009","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2009","(0) in school","","","",""
"3 on scale 1-7 ","2009","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2009","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2009","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2009","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2009","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2009","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2009","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2009","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2009","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2009","(0) in school","","","",""
"4 on scale 1-7","2009","(1a) inadequately completed","","","",""
"4 on scale 1-7","2009","(1b) general elementary school","","","",""
"4 on scale 1-7","2009","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2009","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2009","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2009","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2009","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2009","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2009","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2009","(0) in school","","","",""
"5 on scale 1-7","2009","(1a) inadequately completed","","","",""
"5 on scale 1-7","2009","(1b) general elementary school","","","",""
"5 on scale 1-7","2009","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2009","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2009","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2009","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2009","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2009","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2009","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2009","(0) in school","","","",""
"6 on scale 1-7","2009","(1a) inadequately completed","","","",""
"6 on scale 1-7","2009","(1b) general elementary school","","","",""
"6 on scale 1-7","2009","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2009","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2009","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2009","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2009","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2009","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2009","(3b) higher tertiary education","","","",""
"7 Strongly agree","2009","(0) in school","","","",""
"7 Strongly agree","2009","(1a) inadequately completed","","","",""
"7 Strongly agree","2009","(1b) general elementary school","","","",""
"7 Strongly agree","2009","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2009","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2009","(2a) intermediate vocational","","","",""
"7 Strongly agree","2009","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2009","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2009","(3a) lower tertiary education","","","",""
"7 Strongly agree","2009","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2010","(0) in school","32","0.138948316454949","0.0976903837088987","0.180206249200999"
"1 Strongly disagree","2010","(1a) inadequately completed","36","0.267862830217866","0.195025105080664","0.340700555355068"
"1 Strongly disagree","2010","(1b) general elementary school","240","0.212969972656312","0.190237644930541","0.235702300382083"
"1 Strongly disagree","2010","(1c) basic vocational qualification","883","0.205239066257315","0.193253638703697","0.217224493810933"
"1 Strongly disagree","2010","(2b) intermediate general qualification","68","0.195840792313456","0.157095569191601","0.234586015435311"
"1 Strongly disagree","2010","(2a) intermediate vocational","769","0.201891999933252","0.189559779653756","0.214224220212748"
"1 Strongly disagree","2010","(2c_gen) general maturity certificate","89","0.133415824273629","0.107235824581158","0.159595823966099"
"1 Strongly disagree","2010","(2c_voc) vocational maturity certificate","234","0.191943122576866","0.170214827179651","0.21367141797408"
"1 Strongly disagree","2010","(3a) lower tertiary education","315","0.20964851504758","0.189048928982324","0.230248101112836"
"1 Strongly disagree","2010","(3b) higher tertiary education","537","0.227463487316147","0.21044247113829","0.244484503494004"
"2 on scale 1-7 ","2010","(0) in school","49","0.228091015924898","0.178041100661803","0.278140931187993"
"2 on scale 1-7 ","2010","(1a) inadequately completed","27","","",""
"2 on scale 1-7 ","2010","(1b) general elementary school","234","0.179913772629755","0.15858572832415","0.20124181693536"
"2 on scale 1-7 ","2010","(1c) basic vocational qualification","830","0.190092246617498","0.178448165013322","0.201736328221673"
"2 on scale 1-7 ","2010","(2b) intermediate general qualification","75","0.159220780568637","0.123498726219503","0.19494283491777"
"2 on scale 1-7 ","2010","(2a) intermediate vocational","909","0.209672143805056","0.197165957358406","0.222178330251707"
"2 on scale 1-7 ","2010","(2c_gen) general maturity certificate","150","0.199637227256703","0.168860332969678","0.230414121543729"
"2 on scale 1-7 ","2010","(2c_voc) vocational maturity certificate","340","0.25738779087025","0.233266895361901","0.281508686378599"
"2 on scale 1-7 ","2010","(3a) lower tertiary education","413","0.255607780382939","0.233533304104343","0.277682256661535"
"2 on scale 1-7 ","2010","(3b) higher tertiary education","664","0.262671213923551","0.244801937550114","0.280540490296988"
"3 on scale 1-7 ","2010","(0) in school","51","0.180091875334982","0.134257020083053","0.22592673058691"
"3 on scale 1-7 ","2010","(1a) inadequately completed","19","","",""
"3 on scale 1-7 ","2010","(1b) general elementary school","204","0.164965266302356","0.144357183229307","0.185573349375404"
"3 on scale 1-7 ","2010","(1c) basic vocational qualification","746","0.177728656982493","0.16638399481868","0.189073319146306"
"3 on scale 1-7 ","2010","(2b) intermediate general qualification","77","0.184499389568617","0.146628528482037","0.222370250655197"
