"plh0206i05","year","education","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2008","college entrance qualification","","","",""
"3 on scale 1-7 ","2008","Other degree","","","",""
"3 on scale 1-7 ","2008","no degree/no degree yet","","","",""
"4 on scale 1-7","2008","lower secondary degree","","","",""
"4 on scale 1-7","2008","secondary school degree","","","",""
"4 on scale 1-7","2008","college entrance qualification","","","",""
"4 on scale 1-7","2008","Other degree","","","",""
"4 on scale 1-7","2008","no degree/no degree yet","","","",""
"5 on scale 1-7","2008","lower secondary degree","","","",""
"5 on scale 1-7","2008","secondary school degree","","","",""
"5 on scale 1-7","2008","college entrance qualification","","","",""
"5 on scale 1-7","2008","Other degree","","","",""
"5 on scale 1-7","2008","no degree/no degree yet","","","",""
"6 on scale 1-7","2008","lower secondary degree","","","",""
"6 on scale 1-7","2008","secondary school degree","","","",""
"6 on scale 1-7","2008","college entrance qualification","","","",""
"6 on scale 1-7","2008","Other degree","","","",""
"6 on scale 1-7","2008","no degree/no degree yet","","","",""
"7 Strongly agree","2008","lower secondary degree","","","",""
"7 Strongly agree","2008","secondary school degree","","","",""
"7 Strongly agree","2008","college entrance qualification","","","",""
"7 Strongly agree","2008","Other degree","","","",""
"7 Strongly agree","2008","no degree/no degree yet","","","",""
"1 Strongly disagree","2009","lower secondary degree","","","",""
"1 Strongly disagree","2009","secondary school degree","","","",""
"1 Strongly disagree","2009","college entrance qualification","","","",""
"1 Strongly disagree","2009","Other degree","","","",""
"1 Strongly disagree","2009","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2009","lower secondary degree","","","",""
"2 on scale 1-7 ","2009","secondary school degree","","","",""
"2 on scale 1-7 ","2009","college entrance qualification","","","",""
"2 on scale 1-7 ","2009","Other degree","","","",""
"2 on scale 1-7 ","2009","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2009","lower secondary degree","","","",""
"3 on scale 1-7 ","2009","secondary school degree","","","",""
"3 on scale 1-7 ","2009","college entrance qualification","","","",""
"3 on scale 1-7 ","2009","Other degree","","","",""
"3 on scale 1-7 ","2009","no degree/no degree yet","","","",""
"4 on scale 1-7","2009","lower secondary degree","","","",""
"4 on scale 1-7","2009","secondary school degree","","","",""
"4 on scale 1-7","2009","college entrance qualification","","","",""
"4 on scale 1-7","2009","Other degree","","","",""
"4 on scale 1-7","2009","no degree/no degree yet","","","",""
"5 on scale 1-7","2009","lower secondary degree","","","",""
"5 on scale 1-7","2009","secondary school degree","","","",""
"5 on scale 1-7","2009","college entrance qualification","","","",""
"5 on scale 1-7","2009","Other degree","","","",""
"5 on scale 1-7","2009","no degree/no degree yet","","","",""
"6 on scale 1-7","2009","lower secondary degree","","","",""
"6 on scale 1-7","2009","secondary school degree","","","",""
"6 on scale 1-7","2009","college entrance qualification","","","",""
"6 on scale 1-7","2009","Other degree","","","",""
"6 on scale 1-7","2009","no degree/no degree yet","","","",""
"7 Strongly agree","2009","lower secondary degree","","","",""
"7 Strongly agree","2009","secondary school degree","","","",""
"7 Strongly agree","2009","college entrance qualification","","","",""
"7 Strongly agree","2009","Other degree","","","",""
"7 Strongly agree","2009","no degree/no degree yet","","","",""
"1 Strongly disagree","2010","lower secondary degree","1080","0.207727155625825","0.196861589082019","0.218592722169631"
"1 Strongly disagree","2010","secondary school degree","963","0.204260624408135","0.193130229465631","0.215391019350639"
"1 Strongly disagree","2010","college entrance qualification","939","0.202062298541618","0.190533547262204","0.213591049821032"
"1 Strongly disagree","2010","Other degree","146","0.188272336564004","0.159637809833045","0.216906863294964"
"1 Strongly disagree","2010","no degree/no degree yet","69","0.198163997110592","0.159766486107335","0.236561508113848"
"2 on scale 1-7 ","2010","lower secondary degree","1001","0.181619889568887","0.171293997291953","0.191945781845821"
"2 on scale 1-7 ","2010","secondary school degree","1149","0.210347250454811","0.199095520030874","0.221598980878749"
"2 on scale 1-7 ","2010","college entrance qualification","1290","0.258170603522758","0.245605659815298","0.270735547230217"
"2 on scale 1-7 ","2010","Other degree","162","0.219430072282894","0.189115910730246","0.249744233835542"
"2 on scale 1-7 ","2010","no degree/no degree yet","77","0.206752623482307","0.167742461181034","0.24576278578358"
"3 on scale 1-7 ","2010","lower secondary degree","901","0.170419579109131","0.160348932775751","0.18049022544251"
"3 on scale 1-7 ","2010","secondary school degree","944","0.185137709569051","0.17441455968984","0.195860859448262"
"3 on scale 1-7 ","2010","college entrance qualification","947","0.206672720775664","0.195046919231208","0.21829852232012"
"3 on scale 1-7 ","2010","Other degree","143","0.220972550070084","0.190582100545791","0.251362999594378"
"3 on scale 1-7 ","2010","no degree/no degree yet","70","0.166356500108062","0.130484301780658","0.202228698435466"
"4 on scale 1-7","2010","lower secondary degree","1003","0.171601985808686","0.161503668041953","0.18170030357542"
"4 on scale 1-7","2010","secondary school degree","974","0.187806463923867","0.177024003939872","0.198588923907862"
"4 on scale 1-7","2010","college entrance qualification","784","0.171836777526524","0.161005712514392","0.182667842538657"
"4 on scale 1-7","2010","Other degree","110","0.141937752700847","0.11637545199173","0.167500053409964"
"4 on scale 1-7","2010","no degree/no degree yet","77","0.145346738871225","0.111396288209949","0.1792971895325"
"5 on scale 1-7","2010","lower secondary degree","650","0.12005538408659","0.111350021926038","0.128760746247143"
"5 on scale 1-7","2010","secondary school degree","507","0.100652676666351","0.0923463461072298","0.108959007225471"
"5 on scale 1-7","2010","college entrance qualification","404","0.0999353515936682","0.0913243918831466","0.10854631130419"
"5 on scale 1-7","2010","Other degree","65","0.0921800150727655","0.0709910455235073","0.113368984622024"
"5 on scale 1-7","2010","no degree/no degree yet","60","0.173074401180208","0.13663279105114","0.209516011309275"
"6 on scale 1-7","2010","lower secondary degree","363","0.0737249285162026","0.0667257749618672","0.080724082070538"
"6 on scale 1-7","2010","secondary school degree","298","0.0647746394134658","0.0579795768084785","0.0715697020184531"
"6 on scale 1-7","2010","college entrance qualification","211","0.0451313898004269","0.0391711148434004","0.0510916647574535"
"6 on scale 1-7","2010","Other degree","43","0.0649938589594945","0.0469373007063107","0.0830504172126783"
"6 on scale 1-7","2010","no degree/no degree yet","30","0.0654460912401394","0.0416233377776222","0.0892688447026566"
"7 Strongly agree","2010","lower secondary degree","357","0.0748510772846783","0.0678029586624747","0.0818991959068819"
"7 Strongly agree","2010","secondary school degree","205","0.0470206355643196","0.0411765196857054","0.0528647514429337"
"7 Strongly agree","2010","college entrance qualification","85","0.0161908582393409","0.0125672144872045","0.0198145019914773"
"7 Strongly agree","2010","Other degree","47","0.0722134143499103","0.0532540154481895","0.0911728132516312"
"7 Strongly agree","2010","no degree/no degree yet","31","0.0448596480074679","0.0249203691195581","0.0647989268953776"
"1 Strongly disagree","2011","lower secondary degree","","","",""
"1 Strongly disagree","2011","secondary school degree","","","",""
"1 Strongly disagree","2011","college entrance qualification","","","",""
"1 Strongly disagree","2011","Other degree","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","","","",""
"2 on scale 1-7 ","2011","secondary school degree","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","","","",""
"2 on scale 1-7 ","2011","Other degree","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","","","",""
"3 on scale 1-7 ","2011","secondary school degree","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","","","",""
"3 on scale 1-7 ","2011","Other degree","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","","","",""
"4 on scale 1-7","2011","lower secondary degree","","","",""
"4 on scale 1-7","2011","secondary school degree","","","",""
"4 on scale 1-7","2011","college entrance qualification","","","",""
"4 on scale 1-7","2011","Other degree","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","","","",""
"5 on scale 1-7","2011","lower secondary degree","","","",""
"5 on scale 1-7","2011","secondary school degree","","","",""
"5 on scale 1-7","2011","college entrance qualification","","","",""
"5 on scale 1-7","2011","Other degree","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","","","",""
"6 on scale 1-7","2011","lower secondary degree","","","",""
"6 on scale 1-7","2011","secondary school degree","","","",""
"6 on scale 1-7","2011","college entrance qualification","","","",""
"6 on scale 1-7","2011","Other degree","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","","","",""
"7 Strongly agree","2011","lower secondary degree","","","",""
"7 Strongly agree","2011","secondary school degree","","","",""
"7 Strongly agree","2011","college entrance qualification","","","",""
"7 Strongly agree","2011","Other degree","","","",""
"7 Strongly agree","2011","no degree/no degree yet","","","",""
"1 Strongly disagree","2012","lower secondary degree","","","",""
"1 Strongly disagree","2012","secondary school degree","","","",""
"1 Strongly disagree","2012","college entrance qualification","","","",""
"1 Strongly disagree","2012","Other degree","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","","","",""
"2 on scale 1-7 ","2012","secondary school degree","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","","","",""
"2 on scale 1-7 ","2012","Other degree","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","","","",""
"3 on scale 1-7 ","2012","secondary school degree","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","","","",""
"3 on scale 1-7 ","2012","Other degree","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","","","",""
"4 on scale 1-7","2012","lower secondary degree","","","",""
"4 on scale 1-7","2012","secondary school degree","","","",""
"4 on scale 1-7","2012","college entrance qualification","","","",""
"4 on scale 1-7","2012","Other degree","","","",""
"4 on scale 1-7","2012","no degree/no degree yet","","","",""
"5 on scale 1-7","2012","lower secondary degree","","","",""
"5 on scale 1-7","2012","secondary school degree","","","",""
"5 on scale 1-7","2012","college entrance qualification","","","",""
"5 on scale 1-7","2012","Other degree","","","",""
"5 on scale 1-7","2012","no degree/no degree yet","","","",""
"6 on scale 1-7","2012","lower secondary degree","","","",""
"6 on scale 1-7","2012","secondary school degree","","","",""
"6 on scale 1-7","2012","college entrance qualification","","","",""
"6 on scale 1-7","2012","Other degree","","","",""
"6 on scale 1-7","2012","no degree/no degree yet","","","",""
"7 Strongly agree","2012","lower secondary degree","","","",""
"7 Strongly agree","2012","secondary school degree","","","",""
"7 Strongly agree","2012","college entrance qualification","","","",""
"7 Strongly agree","2012","Other degree","","","",""
"7 Strongly agree","2012","no degree/no degree yet","","","",""
"1 Strongly disagree","2013","lower secondary degree","","","",""
"1 Strongly disagree","2013","secondary school degree","","","",""
"1 Strongly disagree","2013","college entrance qualification","","","",""
"1 Strongly disagree","2013","Other degree","","","",""
"1 Strongly disagree","2013","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2013","lower secondary degree","","","",""
"2 on scale 1-7 ","2013","secondary school degree","","","",""
"2 on scale 1-7 ","2013","college entrance qualification","","","",""
"2 on scale 1-7 ","2013","Other degree","","","",""
"2 on scale 1-7 ","2013","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2013","lower secondary degree","","","",""
"3 on scale 1-7 ","2013","secondary school degree","","","",""
"3 on scale 1-7 ","2013","college entrance qualification","","","",""
"3 on scale 1-7 ","2013","Other degree","","","",""
"3 on scale 1-7 ","2013","no degree/no degree yet","","","",""
"4 on scale 1-7","2013","lower secondary degree","","","",""
"4 on scale 1-7","2013","secondary school degree","","","",""
"4 on scale 1-7","2013","college entrance qualification","","","",""
"4 on scale 1-7","2013","Other degree","","","",""
"4 on scale 1-7","2013","no degree/no degree yet","","","",""
"5 on scale 1-7","2013","lower secondary degree","","","",""
"5 on scale 1-7","2013","secondary school degree","","","",""
"5 on scale 1-7","2013","college entrance qualification","","","",""
"5 on scale 1-7","2013","Other degree","","","",""
"5 on scale 1-7","2013","no degree/no degree yet","","","",""
"6 on scale 1-7","2013","lower secondary degree","","","",""
"6 on scale 1-7","2013","secondary school degree","","","",""
"6 on scale 1-7","2013","college entrance qualification","","","",""
"6 on scale 1-7","2013","Other degree","","","",""
"6 on scale 1-7","2013","no degree/no degree yet","","","",""
"7 Strongly agree","2013","lower secondary degree","","","",""
"7 Strongly agree","2013","secondary school degree","","","",""
"7 Strongly agree","2013","college entrance qualification","","","",""
"7 Strongly agree","2013","Other degree","","","",""
"7 Strongly agree","2013","no degree/no degree yet","","","",""
"1 Strongly disagree","2014","lower secondary degree","","","",""
"1 Strongly disagree","2014","secondary school degree","","","",""
"1 Strongly disagree","2014","college entrance qualification","","","",""
"1 Strongly disagree","2014","Other degree","","","",""
"1 Strongly disagree","2014","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2014","lower secondary degree","","","",""
"2 on scale 1-7 ","2014","secondary school degree","","","",""
"2 on scale 1-7 ","2014","college entrance qualification","","","",""
"2 on scale 1-7 ","2014","Other degree","","","",""
"2 on scale 1-7 ","2014","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2014","lower secondary degree","","","",""
"3 on scale 1-7 ","2014","secondary school degree","","","",""
"3 on scale 1-7 ","2014","college entrance qualification","","","",""
"3 on scale 1-7 ","2014","Other degree","","","",""
"3 on scale 1-7 ","2014","no degree/no degree yet","","","",""
"4 on scale 1-7","2014","lower secondary degree","","","",""
"4 on scale 1-7","2014","secondary school degree","","","",""
"4 on scale 1-7","2014","college entrance qualification","","","",""
"4 on scale 1-7","2014","Other degree","","","",""
"4 on scale 1-7","2014","no degree/no degree yet","","","",""
"5 on scale 1-7","2014","lower secondary degree","","","",""
"5 on scale 1-7","2014","secondary school degree","","","",""
"5 on scale 1-7","2014","college entrance qualification","","","",""
"5 on scale 1-7","2014","Other degree","","","",""
"5 on scale 1-7","2014","no degree/no degree yet","","","",""
"6 on scale 1-7","2014","lower secondary degree","","","",""
"6 on scale 1-7","2014","secondary school degree","","","",""
"6 on scale 1-7","2014","college entrance qualification","","","",""
"6 on scale 1-7","2014","Other degree","","","",""
"6 on scale 1-7","2014","no degree/no degree yet","","","",""
"7 Strongly agree","2014","lower secondary degree","","","",""
"7 Strongly agree","2014","secondary school degree","","","",""
"7 Strongly agree","2014","college entrance qualification","","","",""
"7 Strongly agree","2014","Other degree","","","",""
"7 Strongly agree","2014","no degree/no degree yet","","","",""
"1 Strongly disagree","2015","lower secondary degree","1547","0.238816360192983","0.228360918186328","0.249271802199639"
"1 Strongly disagree","2015","secondary school degree","1797","0.240092636461534","0.230225027820626","0.249960245102442"
"1 Strongly disagree","2015","college entrance qualification","1827","0.24608362360852","0.236144159560718","0.256023087656322"
"1 Strongly disagree","2015","Other degree","1372","0.325562626524594","0.311055803244437","0.340069449804752"
"1 Strongly disagree","2015","no degree/no degree yet","269","0.268960032062111","0.240807589863774","0.297112474260447"
"2 on scale 1-7 ","2015","lower secondary degree","1351","0.210132249312428","0.200141704246106","0.220122794378749"
"2 on scale 1-7 ","2015","secondary school degree","1853","0.245288941253989","0.235349281664503","0.255228600843476"
"2 on scale 1-7 ","2015","college entrance qualification","2264","0.300287536071814","0.289709903423659","0.310865168719969"
"2 on scale 1-7 ","2015","Other degree","912","0.222119456514585","0.209250776853711","0.23498813617546"
"2 on scale 1-7 ","2015","no degree/no degree yet","196","0.200041326459659","0.174643574390552","0.225439078528765"
"3 on scale 1-7 ","2015","lower secondary degree","958","0.15272624469556","0.143904908968842","0.161547580422278"
"3 on scale 1-7 ","2015","secondary school degree","1226","0.176723680586651","0.167911926763371","0.185535434409932"
"3 on scale 1-7 ","2015","college entrance qualification","1225","0.175955913946098","0.167168983684393","0.184742844207804"
"3 on scale 1-7 ","2015","Other degree","527","0.13982268707076","0.129086080269677","0.150559293871843"
"3 on scale 1-7 ","2015","no degree/no degree yet","146","0.159169279000598","0.135942683817671","0.182395874183524"
"4 on scale 1-7","2015","lower secondary degree","1083","0.170103428898226","0.160889727009879","0.179317130786573"
"4 on scale 1-7","2015","secondary school degree","1088","0.156413530505408","0.148021942916451","0.164805118094366"
"4 on scale 1-7","2015","college entrance qualification","999","0.145092693231949","0.136965467775918","0.153219918687981"
"4 on scale 1-7","2015","Other degree","537","0.14039134794946","0.129636487103213","0.151146208795707"
"4 on scale 1-7","2015","no degree/no degree yet","147","0.151803704597654","0.129021748457201","0.174585660738106"
"5 on scale 1-7","2015","lower secondary degree","607","0.093270165246127","0.0861387460894461","0.100401584402808"
"5 on scale 1-7","2015","secondary school degree","590","0.0850739082868119","0.0786287532500581","0.0915190633235657"
"5 on scale 1-7","2015","college entrance qualification","541","0.0833310494036718","0.0769532668506988","0.0897088319566448"
"5 on scale 1-7","2015","Other degree","280","0.0675838549309803","0.0598122519354281","0.0753554579265325"
"5 on scale 1-7","2015","no degree/no degree yet","81","0.113987729198459","0.0938110095304843","0.134164448866434"
"6 on scale 1-7","2015","lower secondary degree","424","0.0715451305954904","0.0652248541165029","0.077865407074478"
"6 on scale 1-7","2015","secondary school degree","397","0.0611451313530361","0.0556100712333106","0.0666801914727615"
"6 on scale 1-7","2015","college entrance qualification","237","0.0334638385683509","0.0293137539311531","0.0376139232055487"
"6 on scale 1-7","2015","Other degree","181","0.0461783933671515","0.0396810290032497","0.0526757577310533"
"6 on scale 1-7","2015","no degree/no degree yet","59","0.0509308055059747","0.0369722379861645","0.064889373025785"
"7 Strongly agree","2015","lower secondary degree","418","0.063406421059186","0.0574304588078228","0.0693823833105491"
"7 Strongly agree","2015","secondary school degree","247","0.0352621715525688","0.0310012714633356","0.0395230716418021"
"7 Strongly agree","2015","college entrance qualification","121","0.015785345169596","0.0129090597676274","0.0186616305715646"
"7 Strongly agree","2015","Other degree","199","0.0583416336424683","0.0510852503928475","0.0655980168920891"
"7 Strongly agree","2015","no degree/no degree yet","55","0.0551071231755455","0.0406195114552013","0.0695947348958898"
"1 Strongly disagree","2016","lower secondary degree","12","","",""
"1 Strongly disagree","2016","secondary school degree","10","","",""
"1 Strongly disagree","2016","college entrance qualification","13","","",""
"1 Strongly disagree","2016","Other degree","1576","0.538813658613756","0.518646298061234","0.558981019166278"
"1 Strongly disagree","2016","no degree/no degree yet","1129","0.60451674945362","0.580361365572742","0.628672133334497"
"2 on scale 1-7 ","2016","lower secondary degree","5","","",""
"2 on scale 1-7 ","2016","secondary school degree","4","","",""
"2 on scale 1-7 ","2016","college entrance qualification","6","","",""
"2 on scale 1-7 ","2016","Other degree","249","0.190930655705681","0.175029735754248","0.206831575657114"
"2 on scale 1-7 ","2016","no degree/no degree yet","150","0.0960314637571807","0.0814758957205439","0.110587031793817"
"3 on scale 1-7 ","2016","lower secondary degree","3","","",""
"3 on scale 1-7 ","2016","secondary school degree","4","","",""
"3 on scale 1-7 ","2016","college entrance qualification","2","","",""
"3 on scale 1-7 ","2016","Other degree","158","0.0790200819732413","0.068106046414601","0.0899341175318817"
"3 on scale 1-7 ","2016","no degree/no degree yet","70","0.0525797717782529","0.0415535581653352","0.0636059853911705"
"4 on scale 1-7","2016","lower secondary degree","4","","",""
"4 on scale 1-7","2016","secondary school degree","2","","",""
"4 on scale 1-7","2016","college entrance qualification","2","","",""
"4 on scale 1-7","2016","Other degree","138","0.0587158155599729","0.0492047434174395","0.0682268877025062"
"4 on scale 1-7","2016","no degree/no degree yet","74","0.102808104392226","0.087804276499891","0.117811932284561"
"5 on scale 1-7","2016","lower secondary degree","2","","",""
"5 on scale 1-7","2016","secondary school degree","3","","",""
"5 on scale 1-7","2016","college entrance qualification","3","","",""
"5 on scale 1-7","2016","Other degree","73","0.0473575561723436","0.0387644307374148","0.0559506816072724"
"5 on scale 1-7","2016","no degree/no degree yet","42","0.0496917965284913","0.0389563450026631","0.0604272480543196"
"6 on scale 1-7","2016","lower secondary degree","3","","",""
"6 on scale 1-7","2016","secondary school degree","","","",""
"6 on scale 1-7","2016","college entrance qualification","","","",""
"6 on scale 1-7","2016","Other degree","42","0.028512233713034","0.0217789667271305","0.0352455006989374"
