"plh0206i05","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2006","general elemantary","","","",""
"2 on scale 1-7 ","2006","middle vocational","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","higher vocational","","","",""
"2 on scale 1-7 ","2006","higher education","","","",""
"3 on scale 1-7 ","2006","in school","","","",""
"3 on scale 1-7 ","2006","inadequately","","","",""
"3 on scale 1-7 ","2006","general elemantary","","","",""
"3 on scale 1-7 ","2006","middle vocational","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","higher vocational","","","",""
"3 on scale 1-7 ","2006","higher education","","","",""
"4 on scale 1-7","2006","in school","","","",""
"4 on scale 1-7","2006","inadequately","","","",""
"4 on scale 1-7","2006","general elemantary","","","",""
"4 on scale 1-7","2006","middle vocational","","","",""
"4 on scale 1-7","2006","vocational + Abi","","","",""
"4 on scale 1-7","2006","higher vocational","","","",""
"4 on scale 1-7","2006","higher education","","","",""
"5 on scale 1-7","2006","in school","","","",""
"5 on scale 1-7","2006","inadequately","","","",""
"5 on scale 1-7","2006","general elemantary","","","",""
"5 on scale 1-7","2006","middle vocational","","","",""
"5 on scale 1-7","2006","vocational + Abi","","","",""
"5 on scale 1-7","2006","higher vocational","","","",""
"5 on scale 1-7","2006","higher education","","","",""
"6 on scale 1-7","2006","in school","","","",""
"6 on scale 1-7","2006","inadequately","","","",""
"6 on scale 1-7","2006","general elemantary","","","",""
"6 on scale 1-7","2006","middle vocational","","","",""
"6 on scale 1-7","2006","vocational + Abi","","","",""
"6 on scale 1-7","2006","higher vocational","","","",""
"6 on scale 1-7","2006","higher education","","","",""
"7 Strongly agree","2006","in school","","","",""
"7 Strongly agree","2006","inadequately","","","",""
"7 Strongly agree","2006","general elemantary","","","",""
"7 Strongly agree","2006","middle vocational","","","",""
"7 Strongly agree","2006","vocational + Abi","","","",""
"7 Strongly agree","2006","higher vocational","","","",""
"7 Strongly agree","2006","higher education","","","",""
"1 Strongly disagree","2007","in school","","","",""
"1 Strongly disagree","2007","inadequately","","","",""
"1 Strongly disagree","2007","general elemantary","","","",""
"1 Strongly disagree","2007","middle vocational","","","",""
"1 Strongly disagree","2007","vocational + Abi","","","",""
"1 Strongly disagree","2007","higher vocational","","","",""
"1 Strongly disagree","2007","higher education","","","",""
"2 on scale 1-7 ","2007","in school","","","",""
"2 on scale 1-7 ","2007","inadequately","","","",""
"2 on scale 1-7 ","2007","general elemantary","","","",""
"2 on scale 1-7 ","2007","middle vocational","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","higher vocational","","","",""
"2 on scale 1-7 ","2007","higher education","","","",""
"3 on scale 1-7 ","2007","in school","","","",""
"3 on scale 1-7 ","2007","inadequately","","","",""
"3 on scale 1-7 ","2007","general elemantary","","","",""
"3 on scale 1-7 ","2007","middle vocational","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","higher vocational","","","",""
"3 on scale 1-7 ","2007","higher education","","","",""
"4 on scale 1-7","2007","in school","","","",""
"4 on scale 1-7","2007","inadequately","","","",""
"4 on scale 1-7","2007","general elemantary","","","",""
"4 on scale 1-7","2007","middle vocational","","","",""
"4 on scale 1-7","2007","vocational + Abi","","","",""
"4 on scale 1-7","2007","higher vocational","","","",""
"4 on scale 1-7","2007","higher education","","","",""
"5 on scale 1-7","2007","in school","","","",""
"5 on scale 1-7","2007","inadequately","","","",""
"5 on scale 1-7","2007","general elemantary","","","",""
"5 on scale 1-7","2007","middle vocational","","","",""
"5 on scale 1-7","2007","vocational + Abi","","","",""
"5 on scale 1-7","2007","higher vocational","","","",""
"5 on scale 1-7","2007","higher education","","","",""
"6 on scale 1-7","2007","in school","","","",""
"6 on scale 1-7","2007","inadequately","","","",""
"6 on scale 1-7","2007","general elemantary","","","",""
"6 on scale 1-7","2007","middle vocational","","","",""
"6 on scale 1-7","2007","vocational + Abi","","","",""
"6 on scale 1-7","2007","higher vocational","","","",""
"6 on scale 1-7","2007","higher education","","","",""
"7 Strongly agree","2007","in school","","","",""
"7 Strongly agree","2007","inadequately","","","",""
"7 Strongly agree","2007","general elemantary","","","",""
"7 Strongly agree","2007","middle vocational","","","",""
"7 Strongly agree","2007","vocational + Abi","","","",""
"7 Strongly agree","2007","higher vocational","","","",""
"7 Strongly agree","2007","higher education","","","",""
"1 Strongly disagree","2008","in school","","","",""
"1 Strongly disagree","2008","inadequately","","","",""
"1 Strongly disagree","2008","general elemantary","","","",""
"1 Strongly disagree","2008","middle vocational","","","",""
"1 Strongly disagree","2008","vocational + Abi","","","",""
"1 Strongly disagree","2008","higher vocational","","","",""
"1 Strongly disagree","2008","higher education","","","",""
"2 on scale 1-7 ","2008","in school","","","",""
"2 on scale 1-7 ","2008","inadequately","","","",""
"2 on scale 1-7 ","2008","general elemantary","","","",""
"2 on scale 1-7 ","2008","middle vocational","","","",""
"2 on scale 1-7 ","2008","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","higher vocational","","","",""
"2 on scale 1-7 ","2008","higher education","","","",""
"3 on scale 1-7 ","2008","in school","","","",""
"3 on scale 1-7 ","2008","inadequately","","","",""
"3 on scale 1-7 ","2008","general elemantary","","","",""
"3 on scale 1-7 ","2008","middle vocational","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","higher vocational","","","",""
"3 on scale 1-7 ","2008","higher education","","","",""
"4 on scale 1-7","2008","in school","","","",""
"4 on scale 1-7","2008","inadequately","","","",""
"4 on scale 1-7","2008","general elemantary","","","",""
"4 on scale 1-7","2008","middle vocational","","","",""
"4 on scale 1-7","2008","vocational + Abi","","","",""
"4 on scale 1-7","2008","higher vocational","","","",""
"4 on scale 1-7","2008","higher education","","","",""
"5 on scale 1-7","2008","in school","","","",""
"5 on scale 1-7","2008","inadequately","","","",""
"5 on scale 1-7","2008","general elemantary","","","",""
"5 on scale 1-7","2008","middle vocational","","","",""
"5 on scale 1-7","2008","vocational + Abi","","","",""
"5 on scale 1-7","2008","higher vocational","","","",""
"5 on scale 1-7","2008","higher education","","","",""
"6 on scale 1-7","2008","in school","","","",""
"6 on scale 1-7","2008","inadequately","","","",""
"6 on scale 1-7","2008","general elemantary","","","",""
"6 on scale 1-7","2008","middle vocational","","","",""
"6 on scale 1-7","2008","vocational + Abi","","","",""
"6 on scale 1-7","2008","higher vocational","","","",""
"6 on scale 1-7","2008","higher education","","","",""
"7 Strongly agree","2008","in school","","","",""
"7 Strongly agree","2008","inadequately","","","",""
"7 Strongly agree","2008","general elemantary","","","",""
"7 Strongly agree","2008","middle vocational","","","",""
"7 Strongly agree","2008","vocational + Abi","","","",""
"7 Strongly agree","2008","higher vocational","","","",""
"7 Strongly agree","2008","higher education","","","",""
"1 Strongly disagree","2009","in school","","","",""
"1 Strongly disagree","2009","inadequately","","","",""
"1 Strongly disagree","2009","general elemantary","","","",""
"1 Strongly disagree","2009","middle vocational","","","",""
"1 Strongly disagree","2009","vocational + Abi","","","",""
"1 Strongly disagree","2009","higher vocational","","","",""
"1 Strongly disagree","2009","higher education","","","",""
"2 on scale 1-7 ","2009","in school","","","",""
"2 on scale 1-7 ","2009","inadequately","","","",""
"2 on scale 1-7 ","2009","general elemantary","","","",""
"2 on scale 1-7 ","2009","middle vocational","","","",""
"2 on scale 1-7 ","2009","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","higher vocational","","","",""
"2 on scale 1-7 ","2009","higher education","","","",""
"3 on scale 1-7 ","2009","in school","","","",""
"3 on scale 1-7 ","2009","inadequately","","","",""
"3 on scale 1-7 ","2009","general elemantary","","","",""
"3 on scale 1-7 ","2009","middle vocational","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","higher vocational","","","",""
"3 on scale 1-7 ","2009","higher education","","","",""
"4 on scale 1-7","2009","in school","","","",""
"4 on scale 1-7","2009","inadequately","","","",""
"4 on scale 1-7","2009","general elemantary","","","",""
"4 on scale 1-7","2009","middle vocational","","","",""
"4 on scale 1-7","2009","vocational + Abi","","","",""
"4 on scale 1-7","2009","higher vocational","","","",""
"4 on scale 1-7","2009","higher education","","","",""
"5 on scale 1-7","2009","in school","","","",""
"5 on scale 1-7","2009","inadequately","","","",""
"5 on scale 1-7","2009","general elemantary","","","",""
"5 on scale 1-7","2009","middle vocational","","","",""
"5 on scale 1-7","2009","vocational + Abi","","","",""
"5 on scale 1-7","2009","higher vocational","","","",""
"5 on scale 1-7","2009","higher education","","","",""
"6 on scale 1-7","2009","in school","","","",""
"6 on scale 1-7","2009","inadequately","","","",""
"6 on scale 1-7","2009","general elemantary","","","",""
"6 on scale 1-7","2009","middle vocational","","","",""
"6 on scale 1-7","2009","vocational + Abi","","","",""
"6 on scale 1-7","2009","higher vocational","","","",""
"6 on scale 1-7","2009","higher education","","","",""
"7 Strongly agree","2009","in school","","","",""
"7 Strongly agree","2009","inadequately","","","",""
"7 Strongly agree","2009","general elemantary","","","",""
"7 Strongly agree","2009","middle vocational","","","",""
"7 Strongly agree","2009","vocational + Abi","","","",""
"7 Strongly agree","2009","higher vocational","","","",""
"7 Strongly agree","2009","higher education","","","",""
"1 Strongly disagree","2010","in school","32","0.139340581206367","0.0979571570011982","0.180724005411536"
"1 Strongly disagree","2010","inadequately","30","0.292081549754558","0.215658860756715","0.368504238752401"
"1 Strongly disagree","2010","general elemantary","306","0.209420582569248","0.189612656016909","0.229228509121588"
"1 Strongly disagree","2010","middle vocational","1575","0.194273390645859","0.18576643389616","0.202780347395559"
"1 Strongly disagree","2010","vocational + Abi","175","0.209460810611213","0.183461228281518","0.235460392940909"
"1 Strongly disagree","2010","higher vocational","248","0.197527745732164","0.175509519090557","0.219545972373771"
"1 Strongly disagree","2010","higher education","852","0.220135097016449","0.207013006275742","0.233257187757155"
"2 on scale 1-7 ","2010","in school","48","0.225911841009499","0.175938698494451","0.275884983524548"
"2 on scale 1-7 ","2010","inadequately","","","",""
"2 on scale 1-7 ","2010","general elemantary","302","0.173299219806648","0.154873304904156","0.191725134709139"
"2 on scale 1-7 ","2010","middle vocational","1703","0.195357332278041","0.186832416468954","0.203882248087128"
"2 on scale 1-7 ","2010","vocational + Abi","253","0.24573713900581","0.21822970750161","0.27324457051001"
"2 on scale 1-7 ","2010","higher vocational","303","0.243859785602844","0.220111922693182","0.267607648512506"
"2 on scale 1-7 ","2010","higher education","1077","0.259765590661206","0.245878088168686","0.273653093153726"
"3 on scale 1-7 ","2010","in school","51","0.180600292396181","0.134629808221072","0.22657077657129"
"3 on scale 1-7 ","2010","inadequately","","","",""
"3 on scale 1-7 ","2010","general elemantary","278","0.170360295317391","0.152058843625186","0.188661747009596"
"3 on scale 1-7 ","2010","middle vocational","1496","0.183129954313563","0.174813659235444","0.191446249391683"
"3 on scale 1-7 ","2010","vocational + Abi","189","0.186619880236963","0.161726778778937","0.211512981694988"
"3 on scale 1-7 ","2010","higher vocational","261","0.193031858856085","0.171204762664663","0.214858955047508"
"3 on scale 1-7 ","2010","higher education","748","0.209309074480222","0.196425211127811","0.222192937832632"
"4 on scale 1-7","2010","in school","59","0.200689267085407","0.152827156400415","0.248551377770398"
"4 on scale 1-7","2010","inadequately","","","",""
"4 on scale 1-7","2010","general elemantary","311","0.167669486169857","0.149483723942209","0.185855248397504"
"4 on scale 1-7","2010","middle vocational","1604","0.187035929081792","0.178651530644772","0.195420327518812"
"4 on scale 1-7","2010","vocational + Abi","154","0.144419092124706","0.121959796742599","0.166878387506813"
"4 on scale 1-7","2010","higher vocational","214","0.153473053584449","0.133539270322631","0.173406836846266"
"4 on scale 1-7","2010","higher education","622","0.162993358132414","0.151295721948782","0.174690994316046"
"5 on scale 1-7","2010","in school","41","0.146148306211125","0.103933960116928","0.188362652305322"
"5 on scale 1-7","2010","inadequately","","","",""
"5 on scale 1-7","2010","general elemantary","184","0.121223888978805","0.105335136077578","0.137112641880032"
"5 on scale 1-7","2010","middle vocational","936","0.111071654308649","0.104315357670762","0.117827950946535"
"5 on scale 1-7","2010","vocational + Abi","88","0.117854039622121","0.0972526867630606","0.138455392481181"
"5 on scale 1-7","2010","higher vocational","123","0.113429535546243","0.0958918217785015","0.130967249313984"
"5 on scale 1-7","2010","higher education","321","0.0890893563533035","0.0800674253172128","0.0981112873893941"
"6 on scale 1-7","2010","in school","","","",""
"6 on scale 1-7","2010","inadequately","","","",""
"6 on scale 1-7","2010","general elemantary","117","0.0736066264148475","0.0608946593141392","0.0863185935155558"
"6 on scale 1-7","2010","middle vocational","558","0.070856767169722","0.0653397325075226","0.0763738018319213"
"6 on scale 1-7","2010","vocational + Abi","53","0.0627746141330466","0.0472769113756276","0.0782723168904656"
"6 on scale 1-7","2010","higher vocational","57","0.047603708806712","0.0358281232002633","0.0593792944131607"
"6 on scale 1-7","2010","higher education","149","0.0436937478506518","0.0372199840380308","0.0501675116632727"
"7 Strongly agree","2010","in school","","","",""
"7 Strongly agree","2010","inadequately","","","",""
"7 Strongly agree","2010","general elemantary","123","0.0844199007432043","0.0708858695095744","0.0979539319768341"
"7 Strongly agree","2010","middle vocational","437","0.0582749722023731","0.0532379158989408","0.0633120285058055"
"7 Strongly agree","2010","vocational + Abi","","","",""
"7 Strongly agree","2010","higher vocational","50","0.0510743118715032","0.0388992651893148","0.0632493585536916"
"7 Strongly agree","2010","higher education","61","0.0150137755057549","0.0111624631647845","0.0188650878467253"
"1 Strongly disagree","2011","in school","","","",""
"1 Strongly disagree","2011","inadequately","","","",""
"1 Strongly disagree","2011","general elemantary","","","",""
"1 Strongly disagree","2011","middle vocational","","","",""
"1 Strongly disagree","2011","vocational + Abi","","","",""
"1 Strongly disagree","2011","higher vocational","","","",""
"1 Strongly disagree","2011","higher education","","","",""
"2 on scale 1-7 ","2011","in school","","","",""
"2 on scale 1-7 ","2011","inadequately","","","",""
"2 on scale 1-7 ","2011","general elemantary","","","",""
"2 on scale 1-7 ","2011","middle vocational","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","higher vocational","","","",""
"2 on scale 1-7 ","2011","higher education","","","",""
"3 on scale 1-7 ","2011","in school","","","",""
"3 on scale 1-7 ","2011","inadequately","","","",""
"3 on scale 1-7 ","2011","general elemantary","","","",""
"3 on scale 1-7 ","2011","middle vocational","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","higher vocational","","","",""
"3 on scale 1-7 ","2011","higher education","","","",""
"4 on scale 1-7","2011","in school","","","",""
"4 on scale 1-7","2011","inadequately","","","",""
"4 on scale 1-7","2011","general elemantary","","","",""
"4 on scale 1-7","2011","middle vocational","","","",""
"4 on scale 1-7","2011","vocational + Abi","","","",""
"4 on scale 1-7","2011","higher vocational","","","",""
"4 on scale 1-7","2011","higher education","","","",""
"5 on scale 1-7","2011","in school","","","",""
"5 on scale 1-7","2011","inadequately","","","",""
"5 on scale 1-7","2011","general elemantary","","","",""
"5 on scale 1-7","2011","middle vocational","","","",""
"5 on scale 1-7","2011","vocational + Abi","","","",""
"5 on scale 1-7","2011","higher vocational","","","",""
"5 on scale 1-7","2011","higher education","","","",""
"6 on scale 1-7","2011","in school","","","",""
"6 on scale 1-7","2011","inadequately","","","",""
"6 on scale 1-7","2011","general elemantary","","","",""
"6 on scale 1-7","2011","middle vocational","","","",""
"6 on scale 1-7","2011","vocational + Abi","","","",""
"6 on scale 1-7","2011","higher vocational","","","",""
"6 on scale 1-7","2011","higher education","","","",""
"7 Strongly agree","2011","in school","","","",""
"7 Strongly agree","2011","inadequately","","","",""
"7 Strongly agree","2011","general elemantary","","","",""
"7 Strongly agree","2011","middle vocational","","","",""
"7 Strongly agree","2011","vocational + Abi","","","",""
"7 Strongly agree","2011","higher vocational","","","",""
"7 Strongly agree","2011","higher education","","","",""
"1 Strongly disagree","2012","in school","","","",""
"1 Strongly disagree","2012","inadequately","","","",""
"1 Strongly disagree","2012","general elemantary","","","",""
"1 Strongly disagree","2012","middle vocational","","","",""
"1 Strongly disagree","2012","vocational + Abi","","","",""
"1 Strongly disagree","2012","higher vocational","","","",""
"1 Strongly disagree","2012","higher education","","","",""
"2 on scale 1-7 ","2012","in school","","","",""
"2 on scale 1-7 ","2012","inadequately","","","",""
"2 on scale 1-7 ","2012","general elemantary","","","",""
"2 on scale 1-7 ","2012","middle vocational","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","","","",""
"2 on scale 1-7 ","2012","higher vocational","","","",""
"2 on scale 1-7 ","2012","higher education","","","",""
"3 on scale 1-7 ","2012","in school","","","",""
"3 on scale 1-7 ","2012","inadequately","","","",""
"3 on scale 1-7 ","2012","general elemantary","","","",""
"3 on scale 1-7 ","2012","middle vocational","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","","","",""
"3 on scale 1-7 ","2012","higher vocational","","","",""
"3 on scale 1-7 ","2012","higher education","","","",""
"4 on scale 1-7","2012","in school","","","",""
"4 on scale 1-7","2012","inadequately","","","",""
"4 on scale 1-7","2012","general elemantary","","","",""
"4 on scale 1-7","2012","middle vocational","","","",""
"4 on scale 1-7","2012","vocational + Abi","","","",""
"4 on scale 1-7","2012","higher vocational","","","",""
"4 on scale 1-7","2012","higher education","","","",""
"5 on scale 1-7","2012","in school","","","",""
"5 on scale 1-7","2012","inadequately","","","",""
"5 on scale 1-7","2012","general elemantary","","","",""
"5 on scale 1-7","2012","middle vocational","","","",""
"5 on scale 1-7","2012","vocational + Abi","","","",""
"5 on scale 1-7","2012","higher vocational","","","",""
"5 on scale 1-7","2012","higher education","","","",""
"6 on scale 1-7","2012","in school","","","",""
"6 on scale 1-7","2012","inadequately","","","",""
"6 on scale 1-7","2012","general elemantary","","","",""
"6 on scale 1-7","2012","middle vocational","","","",""
"6 on scale 1-7","2012","vocational + Abi","","","",""
"6 on scale 1-7","2012","higher vocational","","","",""
"6 on scale 1-7","2012","higher education","","","",""
"7 Strongly agree","2012","in school","","","",""
"7 Strongly agree","2012","inadequately","","","",""
"7 Strongly agree","2012","general elemantary","","","",""
"7 Strongly agree","2012","middle vocational","","","",""
"7 Strongly agree","2012","vocational + Abi","","","",""
"7 Strongly agree","2012","higher vocational","","","",""
"7 Strongly agree","2012","higher education","","","",""
"1 Strongly disagree","2013","in school","","","",""
"1 Strongly disagree","2013","inadequately","","","",""
"1 Strongly disagree","2013","general elemantary","","","",""
"1 Strongly disagree","2013","middle vocational","","","",""
"1 Strongly disagree","2013","vocational + Abi","","","",""
"1 Strongly disagree","2013","higher vocational","","","",""
"1 Strongly disagree","2013","higher education","","","",""
"2 on scale 1-7 ","2013","in school","","","",""
"2 on scale 1-7 ","2013","inadequately","","","",""
"2 on scale 1-7 ","2013","general elemantary","","","",""
"2 on scale 1-7 ","2013","middle vocational","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","","","",""
"2 on scale 1-7 ","2013","higher vocational","","","",""
"2 on scale 1-7 ","2013","higher education","","","",""
"3 on scale 1-7 ","2013","in school","","","",""
"3 on scale 1-7 ","2013","inadequately","","","",""
"3 on scale 1-7 ","2013","general elemantary","","","",""
"3 on scale 1-7 ","2013","middle vocational","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","","","",""
"3 on scale 1-7 ","2013","higher vocational","","","",""
"3 on scale 1-7 ","2013","higher education","","","",""
"4 on scale 1-7","2013","in school","","","",""
"4 on scale 1-7","2013","inadequately","","","",""
"4 on scale 1-7","2013","general elemantary","","","",""
"4 on scale 1-7","2013","middle vocational","","","",""
"4 on scale 1-7","2013","vocational + Abi","","","",""
"4 on scale 1-7","2013","higher vocational","","","",""
"4 on scale 1-7","2013","higher education","","","",""
"5 on scale 1-7","2013","in school","","","",""
"5 on scale 1-7","2013","inadequately","","","",""
"5 on scale 1-7","2013","general elemantary","","","",""
"5 on scale 1-7","2013","middle vocational","","","",""
"5 on scale 1-7","2013","vocational + Abi","","","",""
"5 on scale 1-7","2013","higher vocational","","","",""
"5 on scale 1-7","2013","higher education","","","",""
"6 on scale 1-7","2013","in school","","","",""
"6 on scale 1-7","2013","inadequately","","","",""
"6 on scale 1-7","2013","general elemantary","","","",""
"6 on scale 1-7","2013","middle vocational","","","",""
"6 on scale 1-7","2013","vocational + Abi","","","",""
"6 on scale 1-7","2013","higher vocational","","","",""
"6 on scale 1-7","2013","higher education","","","",""
"7 Strongly agree","2013","in school","","","",""
"7 Strongly agree","2013","inadequately","","","",""
"7 Strongly agree","2013","general elemantary","","","",""
"7 Strongly agree","2013","middle vocational","","","",""
"7 Strongly agree","2013","vocational + Abi","","","",""
"7 Strongly agree","2013","higher vocational","","","",""
"7 Strongly agree","2013","higher education","","","",""
"1 Strongly disagree","2014","in school","","","",""
"1 Strongly disagree","2014","inadequately","","","",""
"1 Strongly disagree","2014","general elemantary","","","",""
"1 Strongly disagree","2014","middle vocational","","","",""
"1 Strongly disagree","2014","vocational + Abi","","","",""
"1 Strongly disagree","2014","higher vocational","","","",""
"1 Strongly disagree","2014","higher education","","","",""
"2 on scale 1-7 ","2014","in school","","","",""
"2 on scale 1-7 ","2014","inadequately","","","",""
"2 on scale 1-7 ","2014","general elemantary","","","",""
"2 on scale 1-7 ","2014","middle vocational","","","",""
"2 on scale 1-7 ","2014","vocational + Abi","","","",""
"2 on scale 1-7 ","2014","higher vocational","","","",""
"2 on scale 1-7 ","2014","higher education","","","",""
"3 on scale 1-7 ","2014","in school","","","",""
"3 on scale 1-7 ","2014","inadequately","","","",""
"3 on scale 1-7 ","2014","general elemantary","","","",""
"3 on scale 1-7 ","2014","middle vocational","","","",""
"3 on scale 1-7 ","2014","vocational + Abi","","","",""
"3 on scale 1-7 ","2014","higher vocational","","","",""
"3 on scale 1-7 ","2014","higher education","","","",""
"4 on scale 1-7","2014","in school","","","",""
"4 on scale 1-7","2014","inadequately","","","",""
"4 on scale 1-7","2014","general elemantary","","","",""
"4 on scale 1-7","2014","middle vocational","","","",""
"4 on scale 1-7","2014","vocational + Abi","","","",""
"4 on scale 1-7","2014","higher vocational","","","",""
"4 on scale 1-7","2014","higher education","","","",""
"5 on scale 1-7","2014","in school","","","",""
"5 on scale 1-7","2014","inadequately","","","",""
"5 on scale 1-7","2014","general elemantary","","","",""
"5 on scale 1-7","2014","middle vocational","","","",""
"5 on scale 1-7","2014","vocational + Abi","","","",""
"5 on scale 1-7","2014","higher vocational","","","",""
"5 on scale 1-7","2014","higher education","","","",""
"6 on scale 1-7","2014","in school","","","",""
"6 on scale 1-7","2014","inadequately","","","",""
"6 on scale 1-7","2014","general elemantary","","","",""
"6 on scale 1-7","2014","middle vocational","","","",""
