"plh0206i05","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","35","0.161173935498841","0.112586932167007","0.209760938830675"
"3 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","West Germany","254","0.156006755457815","0.138482382835849","0.173531128079781"
"3 on scale 1-7 ","2005","(1b) general elementary school","East Germany","33","0.152812064599074","0.104031856254786","0.201592272943362"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","773","0.15494706020154","0.144510563129544","0.165383557273536"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","182","0.154616093340188","0.133133437088647","0.176098749591729"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","77","0.165034837985361","0.130230821489374","0.199838854481348"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","543","0.173022160581608","0.159676258579271","0.186368062583945"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","281","0.155153151822905","0.137962886054524","0.172343417591287"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","110","0.177046200059329","0.146730299271167","0.207362100847491"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","229","0.172575467160511","0.152034062392967","0.193116871928055"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","42","0.207427477505021","0.152847568227164","0.262007386782878"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","196","0.194632108689487","0.169932281534747","0.219331935844228"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","110","0.162661820696032","0.134505922600966","0.190817718791098"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","396","0.213325097277389","0.195006043721805","0.231644150832974"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","121","0.214450399687481","0.181415653047602","0.247485146327361"
"4 on scale 1-7","2005","(0) in school","West Germany","118","0.203006041590402","0.167889250910461","0.238122832270342"
"4 on scale 1-7","2005","(0) in school","East Germany","36","0.249313914133489","0.17937935116479","0.319248477102189"
"4 on scale 1-7","2005","(1a) inadequately completed","West Germany","36","0.148442170630243","0.101461147338411","0.195423193922074"
"4 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","West Germany","335","0.200582378415135","0.181243355038466","0.219921401791804"
"4 on scale 1-7","2005","(1b) general elementary school","East Germany","39","0.19289190619589","0.139398801876687","0.246385010515092"
"4 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","882","0.196736011414293","0.185270532325121","0.208201490503465"
"4 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","196","0.192410782440058","0.168987723992269","0.215833840887848"
"4 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","95","0.20704080252516","0.169051548629848","0.245030056420473"
"4 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","31","0.224745322977015","0.155847410498627","0.293643235455404"
"4 on scale 1-7","2005","(2a) intermediate vocational","West Germany","597","0.19486155651272","0.180886663374886","0.208836449650553"
"4 on scale 1-7","2005","(2a) intermediate vocational","East Germany","346","0.191421843903195","0.172742137508099","0.210101550298291"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","136","0.26261649775887","0.227666499718704","0.297566495799036"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","47","0.224925484126518","0.164921141845667","0.284929826407368"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","238","0.195760403850295","0.174191326557511","0.217329481143079"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","50","0.234127477034661","0.177126198430587","0.291128755638734"
"4 on scale 1-7","2005","(3a) lower tertiary education","West Germany","179","0.187757079338458","0.163394086218138","0.212120072458779"
"4 on scale 1-7","2005","(3a) lower tertiary education","East Germany","111","0.192581331575556","0.162497537368572","0.222665125782539"
"4 on scale 1-7","2005","(3b) higher tertiary education","West Germany","327","0.169014620930377","0.152255808596729","0.185773433264026"
"4 on scale 1-7","2005","(3b) higher tertiary education","East Germany","84","0.153028109144349","0.124051947947458","0.182004270341241"
"5 on scale 1-7","2005","(0) in school","West Germany","64","0.110119574085207","0.0827901228516744","0.137449025318739"
"5 on scale 1-7","2005","(0) in school","East Germany","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","West Germany","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","West Germany","188","0.122736149129371","0.106888944898719","0.138583353360023"
"5 on scale 1-7","2005","(1b) general elementary school","East Germany","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","528","0.111334063293954","0.102262034430109","0.120406092157799"
"5 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","127","0.117959938654763","0.0987933391682095","0.137126538141317"
"5 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","56","0.137477169010626","0.105191635860552","0.169762702160699"
"5 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","West Germany","358","0.107211413517336","0.0962958802919025","0.118126946742769"
"5 on scale 1-7","2005","(2a) intermediate vocational","East Germany","225","0.127208023760871","0.111387315532999","0.143028731988744"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","85","0.12555006254876","0.0992343346667949","0.151865790430725"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","33","0.173189426682237","0.118807408958689","0.227571444405785"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","146","0.101232778716708","0.0848359218234561","0.11762963560996"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5 on scale 1-7","2005","(3a) lower tertiary education","West Germany","97","0.105578229540744","0.0864070920027723","0.124749367078715"
"5 on scale 1-7","2005","(3a) lower tertiary education","East Germany","62","0.0990098552226225","0.0762234741413197","0.121796236303925"
"5 on scale 1-7","2005","(3b) higher tertiary education","West Germany","167","0.0846180847902271","0.0721724466869459","0.0970637228935082"
"5 on scale 1-7","2005","(3b) higher tertiary education","East Germany","49","0.0742742946074042","0.0531694978606328","0.0953790913541756"
"6 on scale 1-7","2005","(0) in school","West Germany","58","0.150092149931689","0.118910597587093","0.181273702276285"
"6 on scale 1-7","2005","(0) in school","East Germany","","","",""
"6 on scale 1-7","2005","(1a) inadequately completed","West Germany","","","",""
"6 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2005","(1b) general elementary school","West Germany","124","0.0750826839328395","0.0623557836632461","0.087809584202433"
"6 on scale 1-7","2005","(1b) general elementary school","East Germany","","","",""
"6 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","346","0.0828099791792823","0.074861352045898","0.0907586063126666"
"6 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","90","0.0798250928377558","0.0637209151963127","0.0959292704791989"
"6 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","34","0.0910150875136787","0.0640474808328699","0.117982694194488"
"6 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"6 on scale 1-7","2005","(2a) intermediate vocational","West Germany","204","0.0741920018328372","0.0649452513427877","0.0834387523228867"
"6 on scale 1-7","2005","(2a) intermediate vocational","East Germany","118","0.0818308567041416","0.0688161857790461","0.0948455276292371"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","32","0.0676095234749465","0.0476687363777012","0.0875503105721917"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","73","0.0551273293514137","0.0427209077500996","0.0675337509527279"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6 on scale 1-7","2005","(3a) lower tertiary education","West Germany","37","0.0357668136315389","0.024181156335847","0.0473524709272309"
"6 on scale 1-7","2005","(3a) lower tertiary education","East Germany","37","0.0461153241501402","0.0301143401094986","0.0621163081907818"
"6 on scale 1-7","2005","(3b) higher tertiary education","West Germany","93","0.0597902917570916","0.0491876982690727","0.0703928852451104"
"6 on scale 1-7","2005","(3b) higher tertiary education","East Germany","","","",""
"7 Strongly agree","2005","(0) in school","West Germany","42","0.0841859235429716","0.0599446060095461","0.108427241076397"
"7 Strongly agree","2005","(0) in school","East Germany","","","",""
"7 Strongly agree","2005","(1a) inadequately completed","West Germany","","","",""
"7 Strongly agree","2005","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2005","(1b) general elementary school","West Germany","134","0.0792565388468655","0.0662102147093465","0.0923028629843846"
"7 Strongly agree","2005","(1b) general elementary school","East Germany","","","",""
"7 Strongly agree","2005","(1c) basic vocational qualification","West Germany","293","0.0646534598721752","0.0575608955326482","0.0717460242117022"
"7 Strongly agree","2005","(1c) basic vocational qualification","East Germany","79","0.0757530983658027","0.0600303723927742","0.0914758243388311"
"7 Strongly agree","2005","(2b) intermediate general qualification","West Germany","40","0.0925934553457275","0.065416645745043","0.119770264946412"
"7 Strongly agree","2005","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2005","(2a) intermediate vocational","West Germany","111","0.0373235000043086","0.0306357274180215","0.0440112725905956"
"7 Strongly agree","2005","(2a) intermediate vocational","East Germany","94","0.0677219456208389","0.0557916627864565","0.0796522284552213"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"7 Strongly agree","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","West Germany","43","0.0443401531986225","0.0331502409961231","0.0555300654011219"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2005","(3a) lower tertiary education","West Germany","","","",""
"7 Strongly agree","2005","(3a) lower tertiary education","East Germany","","","",""
"7 Strongly agree","2005","(3b) higher tertiary education","West Germany","35","0.0221903938660625","0.015603296791354","0.0287774909407709"
"7 Strongly agree","2005","(3b) higher tertiary education","East Germany","","","",""
"1 Strongly disagree","2006","(0) in school","West Germany","","","",""
"1 Strongly disagree","2006","(0) in school","East Germany","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2006","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2006","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2006","(0) in school","West Germany","","","",""
"3 on scale 1-7 ","2006","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","West Germany","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","West Germany","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","East Germany","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","East Germany","","","",""
"4 on scale 1-7","2006","(0) in school","West Germany","","","",""
"4 on scale 1-7","2006","(0) in school","East Germany","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"5 on scale 1-7","2006","(0) in school","West Germany","","","",""
"5 on scale 1-7","2006","(0) in school","East Germany","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"6 on scale 1-7","2006","(0) in school","West Germany","","","",""
"6 on scale 1-7","2006","(0) in school","East Germany","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"7 Strongly agree","2006","(0) in school","West Germany","","","",""
"7 Strongly agree","2006","(0) in school","East Germany","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","West Germany","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2006","(1b) general elementary school","West Germany","","","",""
"7 Strongly agree","2006","(1b) general elementary school","East Germany","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","West Germany","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","East Germany","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","West Germany","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","West Germany","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","East Germany","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","West Germany","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","East Germany","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","West Germany","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","East Germany","","","",""
"1 Strongly disagree","2007","(0) in school","West Germany","","","",""
"1 Strongly disagree","2007","(0) in school","East Germany","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2007","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2007","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
