"plh0206i05","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2007","66 and older","","","","","5"
"5 on scale 1-7","2007","35-65 y.","","","","","5"
"5 on scale 1-7","2007","16-34 y.","","","","","5"
"6 on scale 1-7","2007","66 and older","","","","","6"
"6 on scale 1-7","2007","35-65 y.","","","","","6"
"6 on scale 1-7","2007","16-34 y.","","","","","6"
"7 Strongly agree","2007","66 and older","","","","","7"
"7 Strongly agree","2007","16-34 y.","","","","","7"
"7 Strongly agree","2007","35-65 y.","","","","","7"
"1 Strongly disagree","2008","35-65 y.","","","","","1"
"1 Strongly disagree","2008","66 and older","","","","","1"
"1 Strongly disagree","2008","16-34 y.","","","","","1"
"2 on scale 1-7 ","2008","66 and older","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","","","","","2"
"3 on scale 1-7 ","2008","66 and older","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","","","","","3"
"4 on scale 1-7","2008","66 and older","","","","","4"
"4 on scale 1-7","2008","35-65 y.","","","","","4"
"4 on scale 1-7","2008","16-34 y.","","","","","4"
"5 on scale 1-7","2008","66 and older","","","","","5"
"5 on scale 1-7","2008","35-65 y.","","","","","5"
"5 on scale 1-7","2008","16-34 y.","","","","","5"
"6 on scale 1-7","2008","66 and older","","","","","6"
"6 on scale 1-7","2008","35-65 y.","","","","","6"
"6 on scale 1-7","2008","16-34 y.","","","","","6"
"7 Strongly agree","2008","66 and older","","","","","7"
"7 Strongly agree","2008","16-34 y.","","","","","7"
"7 Strongly agree","2008","35-65 y.","","","","","7"
"1 Strongly disagree","2009","35-65 y.","","","","","1"
"1 Strongly disagree","2009","66 and older","","","","","1"
"1 Strongly disagree","2009","16-34 y.","","","","","1"
"2 on scale 1-7 ","2009","66 and older","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","","","","","2"
"3 on scale 1-7 ","2009","66 and older","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","","","","","3"
"4 on scale 1-7","2009","66 and older","","","","","4"
"4 on scale 1-7","2009","35-65 y.","","","","","4"
"4 on scale 1-7","2009","16-34 y.","","","","","4"
"5 on scale 1-7","2009","66 and older","","","","","5"
"5 on scale 1-7","2009","35-65 y.","","","","","5"
"5 on scale 1-7","2009","16-34 y.","","","","","5"
"6 on scale 1-7","2009","35-65 y.","","","","","6"
"6 on scale 1-7","2009","66 and older","","","","","6"
"6 on scale 1-7","2009","16-34 y.","","","","","6"
"7 Strongly agree","2009","66 and older","","","","","7"
"7 Strongly agree","2009","16-34 y.","","","","","7"
"7 Strongly agree","2009","35-65 y.","","","","","7"
"1 Strongly disagree","2010","35-65 y.","1822","0.199389955286691","0.191160596088585","0.207619314484797","1"
"1 Strongly disagree","2010","66 and older","1003","0.264367456264302","0.250741921126495","0.277992991402109","1"
"1 Strongly disagree","2010","16-34 y.","438","0.133121899788251","0.121986294279894","0.144257505296609","1"
"2 on scale 1-7 ","2010","66 and older","886","0.212246108027941","0.199612300641424","0.224879915414457","2"
"2 on scale 1-7 ","2010","35-65 y.","2152","0.221978727938767","0.213419092295869","0.230538363581666","2"
"2 on scale 1-7 ","2010","16-34 y.","733","0.18637138623474","0.173606622156882","0.199136150312597","2"
"3 on scale 1-7 ","2010","66 and older","697","0.169095704183578","0.157514308640452","0.180677099726703","3"
"3 on scale 1-7 ","2010","35-65 y.","1653","0.185910369896449","0.177897431894012","0.193923307898886","3"
"3 on scale 1-7 ","2010","16-34 y.","745","0.208922855874742","0.195596467577431","0.222249244172054","3"
"4 on scale 1-7","2010","66 and older","704","0.168698828703461","0.157128269873596","0.180269387533327","4"
"4 on scale 1-7","2010","16-34 y.","724","0.2001042473875","0.186989651378732","0.213218843396268","4"
"4 on scale 1-7","2010","35-65 y.","1606","0.166661943975397","0.158985984152719","0.174337903798075","4"
"5 on scale 1-7","2010","66 and older","347","0.0830172896269597","0.07449249443786","0.0915420848160593","5"
"5 on scale 1-7","2010","35-65 y.","952","0.114959531518837","0.108389644199865","0.121529418837808","5"
"5 on scale 1-7","2010","16-34 y.","443","0.13000422590098","0.118980018520257","0.141028433281702","5"
"6 on scale 1-7","2010","35-65 y.","499","0.062156992529514","0.0571840443637722","0.0671299406952557","6"
"6 on scale 1-7","2010","66 and older","202","0.0494650378699664","0.0427653846208157","0.0561646911191171","6"
"6 on scale 1-7","2010","16-34 y.","292","0.0873907070505287","0.0781333900015752","0.0966480240994822","6"
"7 Strongly agree","2010","66 and older","185","0.0531095753237926","0.0461808175037024","0.0600383331438829","7"
"7 Strongly agree","2010","16-34 y.","200","0.0540846777632576","0.0466703236997665","0.0614990318267488","7"
"7 Strongly agree","2010","35-65 y.","371","0.0489424788543446","0.0444987225231932","0.0533862351854959","7"
"1 Strongly disagree","2011","35-65 y.","","","","","1"
"1 Strongly disagree","2011","66 and older","","","","","1"
"1 Strongly disagree","2011","16-34 y.","","","","","1"
"2 on scale 1-7 ","2011","66 and older","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","","","","","2"
"3 on scale 1-7 ","2011","35-65 y.","","","","","3"
"3 on scale 1-7 ","2011","66 and older","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","","","","","3"
"4 on scale 1-7","2011","66 and older","","","","","4"
"4 on scale 1-7","2011","35-65 y.","","","","","4"
"4 on scale 1-7","2011","16-34 y.","","","","","4"
"5 on scale 1-7","2011","66 and older","","","","","5"
"5 on scale 1-7","2011","35-65 y.","","","","","5"
"5 on scale 1-7","2011","16-34 y.","","","","","5"
"6 on scale 1-7","2011","35-65 y.","","","","","6"
"6 on scale 1-7","2011","66 and older","","","","","6"
"6 on scale 1-7","2011","16-34 y.","","","","","6"
"7 Strongly agree","2011","66 and older","","","","","7"
"7 Strongly agree","2011","16-34 y.","","","","","7"
"7 Strongly agree","2011","35-65 y.","","","","","7"
"1 Strongly disagree","2012","35-65 y.","","","","","1"
"1 Strongly disagree","2012","66 and older","","","","","1"
"1 Strongly disagree","2012","16-34 y.","","","","","1"
"2 on scale 1-7 ","2012","66 and older","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","","","","","2"
"3 on scale 1-7 ","2012","66 and older","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","","","","","3"
"4 on scale 1-7","2012","66 and older","","","","","4"
"4 on scale 1-7","2012","35-65 y.","","","","","4"
"4 on scale 1-7","2012","16-34 y.","","","","","4"
"5 on scale 1-7","2012","66 and older","","","","","5"
"5 on scale 1-7","2012","35-65 y.","","","","","5"
"5 on scale 1-7","2012","16-34 y.","","","","","5"
"6 on scale 1-7","2012","66 and older","","","","","6"
"6 on scale 1-7","2012","35-65 y.","","","","","6"
"6 on scale 1-7","2012","16-34 y.","","","","","6"
"7 Strongly agree","2012","66 and older","","","","","7"
"7 Strongly agree","2012","16-34 y.","","","","","7"
"7 Strongly agree","2012","35-65 y.","","","","","7"
"1 Strongly disagree","2013","35-65 y.","","","","","1"
"1 Strongly disagree","2013","66 and older","","","","","1"
"1 Strongly disagree","2013","16-34 y.","","","","","1"
"2 on scale 1-7 ","2013","66 and older","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","","","","","2"
"3 on scale 1-7 ","2013","66 and older","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","","","","","3"
"4 on scale 1-7","2013","66 and older","","","","","4"
"4 on scale 1-7","2013","35-65 y.","","","","","4"
"4 on scale 1-7","2013","16-34 y.","","","","","4"
"5 on scale 1-7","2013","66 and older","","","","","5"
"5 on scale 1-7","2013","16-34 y.","","","","","5"
"5 on scale 1-7","2013","35-65 y.","","","","","5"
"6 on scale 1-7","2013","66 and older","","","","","6"
"6 on scale 1-7","2013","35-65 y.","","","","","6"
"6 on scale 1-7","2013","16-34 y.","","","","","6"
"7 Strongly agree","2013","66 and older","","","","","7"
"7 Strongly agree","2013","16-34 y.","","","","","7"
"7 Strongly agree","2013","35-65 y.","","","","","7"
"1 Strongly disagree","2014","35-65 y.","","","","","1"
"1 Strongly disagree","2014","66 and older","","","","","1"
"1 Strongly disagree","2014","16-34 y.","","","","","1"
"2 on scale 1-7 ","2014","66 and older","","","","","2"
"2 on scale 1-7 ","2014","16-34 y.","","","","","2"
"2 on scale 1-7 ","2014","35-65 y.","","","","","2"
"3 on scale 1-7 ","2014","66 and older","","","","","3"
"3 on scale 1-7 ","2014","35-65 y.","","","","","3"
"3 on scale 1-7 ","2014","16-34 y.","","","","","3"
"4 on scale 1-7","2014","35-65 y.","","","","","4"
"4 on scale 1-7","2014","66 and older","","","","","4"
"4 on scale 1-7","2014","16-34 y.","","","","","4"
"5 on scale 1-7","2014","66 and older","","","","","5"
"5 on scale 1-7","2014","35-65 y.","","","","","5"
"5 on scale 1-7","2014","16-34 y.","","","","","5"
"6 on scale 1-7","2014","66 and older","","","","","6"
"6 on scale 1-7","2014","35-65 y.","","","","","6"
"6 on scale 1-7","2014","16-34 y.","","","","","6"
"7 Strongly agree","2014","66 and older","","","","","7"
"7 Strongly agree","2014","16-34 y.","","","","","7"
"7 Strongly agree","2014","35-65 y.","","","","","7"
"1 Strongly disagree","2015","35-65 y.","4067","0.250383641055409","0.243482254655439","0.257285027455379","1"
"1 Strongly disagree","2015","66 and older","1438","0.291116230674914","0.278449591765386","0.303782869584442","1"
"1 Strongly disagree","2015","16-34 y.","1516","0.206884190642638","0.197140382759537","0.216627998525738","1"
"2 on scale 1-7 ","2015","66 and older","1197","0.234999040400479","0.223176666281662","0.246821414519296","2"
"2 on scale 1-7 ","2015","16-34 y.","1615","0.237826944443914","0.22758566820608","0.248068220681748","2"
"2 on scale 1-7 ","2015","35-65 y.","3992","0.254970266090485","0.24802729411956","0.261913238061409","2"
"3 on scale 1-7 ","2015","66 and older","760","0.153903955632043","0.143842162421099","0.163965748842987","3"
"3 on scale 1-7 ","2015","35-65 y.","2357","0.162998794765109","0.157114843338902","0.168882746191317","3"
"3 on scale 1-7 ","2015","16-34 y.","1134","0.184840255149557","0.175503060796374","0.194177449502741","3"
"4 on scale 1-7","2015","66 and older","716","0.143517243424548","0.133741449948553","0.153293036900542","4"
"4 on scale 1-7","2015","35-65 y.","2267","0.158030821013497","0.152220062384712","0.163841579642282","4"
"4 on scale 1-7","2015","16-34 y.","1017","0.163963152539263","0.155057154480217","0.172869150598309","4"
"5 on scale 1-7","2015","66 and older","383","0.0812546182663091","0.0736362445015121","0.0888729920311062","5"
"5 on scale 1-7","2015","35-65 y.","1179","0.0832719142295053","0.0788705897917454","0.0876732386672651","5"
"5 on scale 1-7","2015","16-34 y.","620","0.0988940676709876","0.0917133177626327","0.106074817579343","5"
"6 on scale 1-7","2015","35-65 y.","729","0.0531674509768248","0.0495932962466606","0.056741605706989","6"
"6 on scale 1-7","2015","66 and older","258","0.0534104659792275","0.0471409401380559","0.059679991820399","6"
"6 on scale 1-7","2015","16-34 y.","372","0.0594996861832708","0.0538094071063933","0.0651899652601483","6"
"7 Strongly agree","2015","66 and older","189","0.0417984456224793","0.0362182533227336","0.0473786379222251","7"
"7 Strongly agree","2015","16-34 y.","365","0.0480917033703697","0.0429449969884855","0.053238409752254","7"
"7 Strongly agree","2015","35-65 y.","547","0.03717711186917","0.0341632394263646","0.0401909843119754","7"
"1 Strongly disagree","2016","35-65 y.","1339","0.617276585694894","0.59502559886832","0.639527572521467","1"
"1 Strongly disagree","2016","66 and older","21","","","","1"
"1 Strongly disagree","2016","16-34 y.","1614","0.50215756992883","0.482479241186688","0.521835898670972","1"
"2 on scale 1-7 ","2016","66 and older","2","","","","2"
"2 on scale 1-7 ","2016","35-65 y.","174","0.139386854668342","0.123531288466101","0.155242420870584","2"
"2 on scale 1-7 ","2016","16-34 y.","271","0.185165187046489","0.169877678689353","0.200452695403625","2"
"3 on scale 1-7 ","2016","66 and older","1","","","","3"
"3 on scale 1-7 ","2016","35-65 y.","86","0.0712689751254565","0.059491231617835","0.083046718633078","3"
"3 on scale 1-7 ","2016","16-34 y.","172","0.0817823165042376","0.0709972014928081","0.0925674315156672","3"
"4 on scale 1-7","2016","66 and older","1","","","","4"
"4 on scale 1-7","2016","35-65 y.","96","0.0761035321271071","0.0639645878225938","0.0882424764316205","4"
"4 on scale 1-7","2016","16-34 y.","140","0.0742605452183484","0.0639413529543855","0.0845797374823113","4"
"5 on scale 1-7","2016","66 and older","2","","","","5"
"5 on scale 1-7","2016","35-65 y.","40","0.0171226780477778","0.0111838279789321","0.0230615281166236","5"
"5 on scale 1-7","2016","16-34 y.","91","0.0618845223188613","0.0524016168174853","0.0713674278202374","5"
"6 on scale 1-7","2016","35-65 y.","29","","","","6"
"6 on scale 1-7","2016","66 and older","","","","","6"
"6 on scale 1-7","2016","16-34 y.","49","0.03615625301257","0.0288091305949438","0.0435033754301961","6"
"7 Strongly agree","2016","66 and older","","","","","7"
"7 Strongly agree","2016","16-34 y.","143","0.058593605970664","0.0493501168253632","0.0678370951159647","7"
"7 Strongly agree","2016","35-65 y.","69","0.0457160606455613","0.0361542516084962","0.0552778696826264","7"
"1 Strongly disagree","2017","35-65 y.","736","0.752571750766129","0.725345801461101","0.779797700071158","1"
"1 Strongly disagree","2017","66 and older","27","","","","1"
"1 Strongly disagree","2017","16-34 y.","1254","0.66734795159761","0.645889475991859","0.688806427203361","1"
"2 on scale 1-7 ","2017","66 and older","5","","","","2"
"2 on scale 1-7 ","2017","35-65 y.","80","0.0867506515017423","0.0689917747826387","0.104509528220846","2"
"2 on scale 1-7 ","2017","16-34 y.","184","0.0946623884351856","0.0813295808844701","0.107995195985901","2"
"3 on scale 1-7 ","2017","66 and older","","","","","3"
"3 on scale 1-7 ","2017","35-65 y.","35","0.047580149214421","0.0341490501152162","0.0610112483136258","3"
"3 on scale 1-7 ","2017","16-34 y.","107","0.0568076820707358","0.0462654818108258","0.0673498823306458","3"
"4 on scale 1-7","2017","35-65 y.","50","0.0466585860412813","0.0333517608728504","0.0599654112097122","4"
"4 on scale 1-7","2017","66 and older","1","","","","4"
"4 on scale 1-7","2017","16-34 y.","124","0.0730692422093104","0.0612165079321447","0.0849219764864762","4"
"5 on scale 1-7","2017","66 and older","1","","","","5"
"5 on scale 1-7","2017","16-34 y.","52","0.0342910922431521","0.0260032518701911","0.042578932616113","5"
"5 on scale 1-7","2017","35-65 y.","11","","","","5"
"6 on scale 1-7","2017","35-65 y.","9","","","","6"
"6 on scale 1-7","2017","16-34 y.","19","","","","6"
"6 on scale 1-7","2017","66 and older","1","","","","6"
"7 Strongly agree","2017","66 and older","1","","","","7"
"7 Strongly agree","2017","16-34 y.","112","0.0633234952812178","0.052231623195704","0.0744153673667316","7"
"7 Strongly agree","2017","35-65 y.","44","0.0513166901186517","0.0373955635214935","0.0652378167158098","7"
"1 Strongly disagree","2018","35-65 y.","111","0.765206538344926","0.699528460329354","0.830884616360498","1"
"1 Strongly disagree","2018","66 and older","3","","","","1"
"1 Strongly disagree","2018","16-34 y.","135","0.585452833191851","0.524867965416179","0.646037700967522","1"
"2 on scale 1-7 ","2018","66 and older","","","","","2"
"2 on scale 1-7 ","2018","35-65 y.","16","","","","2"
"2 on scale 1-7 ","2018","16-34 y.","22","","","","2"
"3 on scale 1-7 ","2018","35-65 y.","4","","","","3"
"3 on scale 1-7 ","2018","66 and older","","","","","3"
"3 on scale 1-7 ","2018","16-34 y.","24","","","","3"
"4 on scale 1-7","2018","35-65 y.","11","","","","4"
"4 on scale 1-7","2018","66 and older","1","","","","4"
"4 on scale 1-7","2018","16-34 y.","26","","","","4"
"5 on scale 1-7","2018","16-34 y.","13","","","","5"
"5 on scale 1-7","2018","35-65 y.","6","","","","5"
"5 on scale 1-7","2018","66 and older","","","","","5"
"6 on scale 1-7","2018","35-65 y.","1","","","","6"
"6 on scale 1-7","2018","66 and older","","","","","6"
"6 on scale 1-7","2018","16-34 y.","3","","","","6"
"7 Strongly agree","2018","16-34 y.","31","0.140965354414261","0.0981703804670409","0.183760328361482","7"
"7 Strongly agree","2018","35-65 y.","11","","","","7"
"7 Strongly agree","2018","66 and older","","","","","7"
"1 Strongly disagree","2019","35-65 y.","71","0.593336068532315","0.50687801562311","0.67979412144152","1"
"1 Strongly disagree","2019","66 and older","3","","","","1"
"1 Strongly disagree","2019","16-34 y.","63","0.483089132414032","0.402031646699006","0.564146618129058","1"
"2 on scale 1-7 ","2019","66 and older","1","","","","2"
"2 on scale 1-7 ","2019","35-65 y.","16","","","","2"
"2 on scale 1-7 ","2019","16-34 y.","23","","","","2"
"3 on scale 1-7 ","2019","16-34 y.","21","","","","3"
"3 on scale 1-7 ","2019","35-65 y.","7","","","","3"
"3 on scale 1-7 ","2019","66 and older","1","","","","3"
"4 on scale 1-7","2019","35-65 y.","16","","","","4"
"4 on scale 1-7","2019","16-34 y.","13","","","","4"
"4 on scale 1-7","2019","66 and older","","","","","4"
"5 on scale 1-7","2019","16-34 y.","6","","","","5"
"5 on scale 1-7","2019","35-65 y.","6","","","","5"
"5 on scale 1-7","2019","66 and older","","","","","5"
"6 on scale 1-7","2019","35-65 y.","3","","","","6"
"6 on scale 1-7","2019","16-34 y.","5","","","","6"
"6 on scale 1-7","2019","66 and older","","","","","6"
"7 Strongly agree","2019","16-34 y.","15","","","","7"
"7 Strongly agree","2019","35-65 y.","5","","","","7"
"7 Strongly agree","2019","66 and older","","","","","7"
